Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9
,,,,,,,,1265,37322,31339,34923,53840,75971,62942,117797,88880,35228
,,,,,,,,1266,37434,31203,35348,54189,77252,63220,120181,92171,37314
,,,,,,,,1267,37232,31463,35613,53266,80516,64182,126060,97211,38835
,,,,,,,,1268,36937,32023,36361,54504,82337,67412,128830,96998,37864
,,,,,,,,1269,37508,33432,38024,54996,80842,67645,125705,94916,36284
,,,,,,,,1270,39931,34805,38477,53853,78592,66613,120264,91329,34169
,,,,,,,,1271,39353,34388,37749,51476,74697,64348,112145,85421,31475
,,,,,,,,1272,38039,33322,36002,47780,69959,60353,102529,79271,28747
,,,,,,,,1273,35833,31521,33658,43800,66314,56386,94993,74906,26786
,,,,,,,,1274,32718,29306,31578,41029,64402,54111,90874,72571,25646
,,,,,,,,1275,29794,27519,30163,39515,63309,52934,88617,71548,25003
,,,,,,,,1276,28078,26447,29316,38749,62776,52331,88049,71591,24793
,,,,,,,,1277,27148,26049,29193,38643,63575,52603,89599,73355,25305
,,,,,,,,1278,26569,26042,29387,39465,66494,53659,95867,78892,27287
,,,,,,,,1279,26509,26473,30248,42600,72809,57660,108120,88324,30687
,,,,,,,,1280,27335,27951,32150,48205,78566,63688,115291,92869,33022
,,,,,,,,1281,29721,31077,35781,49984,79835,65441,116066,92631,34376
,,,,,,,,1282,32780,34714,37052,49536,79779,64600,116830,91966,35108
,,,,,,,,1283,34590,35924,36845,49975,79525,64134,118618,91575,35423
,,,,,,,,1284,35430,35089,36396,51007,78983,64089,119523,90810,35455
,,,,,,,,1285,36154,34273,36400,51779,78244,64011,120332,89843,35203
,,,,,,,,1286,36755,33461,36300,52511,77740,63878,121681,89294,35002
,,,,,,,,1287,36993,32771,36081,53334,77178,63985,122611,88321,34641
,,,,,,,,1288,37188,32245,36055,53545,76452,63985,122630,87802,34436
,,,,,,,,1289,37540,31836,36056,53623,76536,64064,123025,88587,35044
,,,,,,,,1290,37655,31598,36086,53421,77776,64142,123394,91217,37117
,,,,,,,,1291,37452,31726,36454,52945,80927,65244,128214,96250,38861
,,,,,,,,1292,37141,32246,37222,54538,82480,68485,131976,96505,38041
,,,,,,,,1293,37635,33639,38855,55147,80990,69055,128379,94350,36478
,,,,,,,,1294,40154,35083,39532,54021,78439,68397,121836,90449,34377
,,,,,,,,1295,39591,34847,38819,51540,74299,65914,112814,84674,31701
,,,,,,,,1296,38154,33895,37283,47957,69832,62279,102876,78670,29057
,,,,,,,,1297,35841,32098,34936,44050,66266,58504,94805,74277,27209
,,,,,,,,1298,32703,29768,32744,41342,64097,56108,89682,71741,26077
,,,,,,,,1299,29851,27849,31361,40030,62962,55358,86940,70602,25506
,,,,,,,,1300,27917,26722,30503,39216,62693,55033,85529,70487,25418
,,,,,,,,1301,26824,26258,30211,38951,63568,55359,86353,71910,25949
,,,,,,,,1302,26167,26230,30308,39607,66313,56649,91336,76904,27778
,,,,,,,,1303,26134,26690,31136,42790,72209,60604,102966,86093,31068
,,,,,,,,1304,26957,28034,33007,48774,78375,67159,110488,91478,33806
,,,,,,,,1305,29124,30850,35976,50892,80511,69290,113275,92894,35666
,,,,,,,,1306,32181,34457,37121,50916,81515,69094,116941,93409,36700
,,,,,,,,1307,34109,35712,37023,51135,81995,68725,120786,93945,37397
,,,,,,,,1308,35109,35013,36679,51488,81961,67896,123431,93896,37644
,,,,,,,,1309,35752,34092,36274,50877,81493,66835,124580,93457,37550
,,,,,,,,1310,36360,33416,35902,49924,81042,65576,125378,93405,37494
,,,,,,,,1311,36678,32748,35510,49308,80537,64836,125452,92983,37256
,,,,,,,,1312,36734,32364,35237,48623,79738,63976,125358,92658,37183
,,,,,,,,1313,36993,32131,35082,48151,79523,63530,125633,93746,37929
,,,,,,,,1314,37047,32013,35088,48192,80396,63873,125577,96050,39335
,,,,,,,,1315,36664,32314,35340,48516,82397,65227,128923,98291,39670
,,,,,,,,1316,36198,32714,35737,50868,83923,68835,130763,97464,38375
,,,,,,,,1317,36615,33718,37270,52205,82510,69551,127085,95436,36629
,,,,,,,,1318,38720,34156,37795,51900,80504,69156,122652,92696,34650
,,,,,,,,1319,38013,33357,37206,50934,77230,67700,116725,88304,32247
,,,,,,,,1320,36766,32361,36097,49204,73188,65312,109570,83422,29822
,,,,,,,,1321,34832,30843,34390,46831,69813,62653,103555,79527,27930
,,,,,,,,1322,32305,28917,32557,44880,67394,60690,99795,77120,26697
,,,,,,,,1323,29813,27380,31216,44034,66175,59919,98209,76039,26029
,,,,,,,,1324,27874,26261,30472,43640,65777,59688,97978,76046,25680
,,,,,,,,1325,26713,25776,30010,43769,65876,59834,99248,76885,25869
,,,,,,,,1326,25864,25652,29963,44717,67176,60922,102612,79337,26687
,,,,,,,,1327,25583,25945,30322,46616,69652,62966,108337,83109,28037
,,,,,,,,1328,25843,26658,31191,49650,72368,66269,114325,86524,29469
,,,,,,,,1329,27222,28137,32619,51879,74456,68271,120874,90143,31450
,,,,,,,,1330,28045,30072,33145,53100,76643,68791,124083,92518,32981
,,,,,,,,1331,29088,31948,33720,52930,77380,68187,124502,93578,33857
,,,,,,,,1332,30638,33527,34124,51922,76909,66558,122760,93056,34054
,,,,,,,,1333,31665,34264,34163,50616,75673,64629,120081,91853,33922
,,,,,,,,1334,32163,34365,33957,48878,74152,62340,117108,90219,33511
,,,,,,,,1335,32220,33870,33646,47340,72538,60607,114119,88938,33209
,,,,,,,,1336,32086,33256,33233,45938,71470,59165,111674,88277,33186
,,,,,,,,1337,31944,32529,32993,45414,71504,58584,111392,89511,33997
,,,,,,,,1338,31819,32093,33138,45466,72759,59126,113508,92723,36017
,,,,,,,,1339,31729,32058,33503,46238,76172,60988,121191,98127,37897
,,,,,,,,1340,31993,32532,34257,48831,79304,64911,126496,99326,37146
,,,,,,,,1341,33418,33567,36103,50641,78543,66231,125581,97784,35876
,,,,,,,,1342,36447,34746,36754,50635,77065,65737,123244,95328,34406
,,,,,,,,1343,36221,34279,36094,50077,74489,64665,119277,91579,32457
,,,,,,,,1344,35246,33405,35005,48324,71198,62477,114508,87558,30414
,,,,,,,,1345,33716,32068,33490,46643,68481,60073,109739,83997,28751
,,,,,,,,1346,31589,30310,32007,45254,66590,58169,107186,81969,27724
,,,,,,,,1347,29343,28691,30774,44405,65453,57357,106217,80821,27018
,,,,,,,,1348,27682,27678,29950,44142,64923,57031,106222,80587,26767
,,,,,,,,1349,26724,27099,29573,44279,65069,57199,107428,81144,26892
,,,,,,,,1350,26134,26978,29445,44873,65711,57785,110296,82707,27467
,,,,,,,,1351,25955,27129,29732,46227,67324,59205,115331,85503,28328
,,,,,,,,1352,25796,27714,30340,48212,68842,61335,120167,87321,29367
,,,,,,,,1353,26481,28826,31341,49450,70043,62667,124949,88478,30971
,,,,,,,,1354,27296,30460,31883,49982,70932,63663,125346,88267,32123
,,,,,,,,1355,28146,32096,32670,49157,70981,62799,122383,86914,32824
,,,,,,,,1356,29514,33389,33260,47526,70461,61025,117990,85266,33131
,,,,,,,,1357,30321,33696,33479,46143,69822,59439,114869,83903,33057
,,,,,,,,1358,30628,33351,33576,45261,68966,58542,112096,81913,32715
,,,,,,,,1359,30698,32800,33389,44407,67817,57628,109573,80071,32254
,,,,,,,,1360,30583,32239,33094,43602,67126,56585,107439,79196,32212
,,,,,,,,1361,30504,31838,32855,43350,67242,56310,107968,79852,33035
,,,,,,,,1362,30486,31344,32987,43669,68910,56987,110897,83266,35190
,,,,,,,,1363,30667,31400,33422,44940,72830,58994,118717,90370,37712
,,,,,,,,1364,31612,32299,34947,48011,77069,63453,125510,94150,37576
,,,,,,,,1365,33826,34132,37403,49900,76629,65099,125001,93925,36497
,,,,,,,,1366,37040,35563,38246,49379,74628,64377,121146,91333,34565
,,,,,,,,1367,36867,35816,37558,47658,71612,62287,114990,87414,32157
,,,,,,,,1368,35843,34614,36113,44697,68097,59010,107800,83140,29889
,,,,,,,,1369,34074,32968,33874,41414,65269,55555,102108,79898,28159
,,,,,,,,1370,31202,30654,31739,39127,63599,53565,98545,78480,27177
,,,,,,,,1371,28654,28925,30357,37910,62998,52701,96940,78242,26724
,,,,,,,,1372,27337,28087,29669,37316,62977,52576,96509,78859,26743
,,,,,,,,1373,26583,27810,29347,37312,64230,52903,98371,81538,27479
,,,,,,,,1374,26209,28017,29474,38243,67609,54892,104818,87562,29799
,,,,,,,,1375,26292,28696,30427,41634,74220,59238,117942,97444,33772
,,,,,,,,1376,27279,30345,32394,47394,79926,65908,125466,101294,35952
,,,,,,,,1377,29359,33585,35472,49199,81099,67621,125704,99746,36484
,,,,,,,,1378,33031,37326,36463,48948,80808,66989,126228,97419,36702
,,,,,,,,1379,35502,38867,36653,49316,80683,66528,127135,95959,36804
,,,,,,,,1380,36489,38012,36531,50043,80366,65927,126867,93868,36612
,,,,,,,,1381,37024,36835,36425,50064,79496,65248,126206,92141,36284
,,,,,,,,1382,37310,35718,36230,49752,78811,64427,125428,90797,36094
,,,,,,,,1383,37183,34572,35787,49554,77879,63765,124339,89347,35615
,,,,,,,,1384,36971,33592,35512,49296,76823,62908,123127,88291,35557
,,,,,,,,1385,36855,32811,35119,49070,76190,62302,122909,88339,36424
,,,,,,,,1386,36753,32263,35081,49244,76944,62838,123852,90389,38363
,,,,,,,,1387,36764,32060,35223,49779,80248,64349,129338,96142,39870
,,,,,,,,1388,37441,32861,36324,52299,83989,68465,133868,98506,39262
,,,,,,,,1389,39113,34917,38669,53259,83251,69223,130806,96928,37796
,,,,,,,,1390,41941,36989,39325,52152,80719,67826,124284,93252,35391
,,,,,,,,1391,41580,36874,38633,49829,76931,65370,115936,87601,32424
,,,,,,,,1392,40368,35933,37209,46286,72443,60994,106891,81855,29506
,,,,,,,,1393,37896,33890,34573,42368,69059,57171,99517,78018,27511
,,,,,,,,1394,34416,31303,32312,39534,66891,54692,95470,75985,26299
,,,,,,,,1395,31417,29419,30860,38044,65868,53476,94007,75508,25784
,,,,,,,,1396,29441,28487,30075,37369,65595,52919,93457,76037,25724
,,,,,,,,1397,28477,28139,29807,37341,66539,53267,95426,78555,26358
,,,,,,,,1398,28335,28294,29872,38092,69551,54416,102271,84533,28639
,,,,,,,,1399,28370,28929,30680,41170,76010,58210,115724,94670,32551
,,,,,,,,1400,28955,30505,32638,46572,81424,64299,123017,99060,34884
,,,,,,,,1401,31661,33685,35971,48426,82470,66204,122582,97977,35700
,,,,,,,,1402,35407,37486,37037,48307,81978,65665,121379,96128,36043
,,,,,,,,1403,37312,38716,36919,48945,81365,65478,121167,94641,36114
,,,,,,,,1404,37664,37832,36848,49899,80668,65387,120989,92868,35937
,,,,,,,,1405,37907,36857,36678,50576,79709,64727,121319,91128,35564
,,,,,,,,1406,37925,36109,36430,50830,78567,64221,121311,89836,35311
,,,,,,,,1407,37706,35331,36189,51305,77707,63969,120981,88420,34918
,,,,,,,,1408,37198,35013,35968,51313,76901,63647,120900,87266,34840
,,,,,,,,1409,37028,34773,35764,51527,76850,63819,121255,87946,35582
,,,,,,,,1410,36762,34760,35743,51908,78549,64647,122082,90609,37553
,,,,,,,,1411,36589,35099,36088,52089,81823,65703,127078,96665,39860
,,,,,,,,1412,36844,35781,35894,54750,82091,68371,132041,97982,40616
,,,,,,,,1413,38444,36996,37971,55221,80621,69031,128072,95465,38699
,,,,,,,,1414,41428,38004,38957,54090,78065,67979,121691,91311,36182
,,,,,,,,1415,41077,37369,38401,51813,73939,65574,113071,85118,33150
,,,,,,,,1416,39805,36192,37052,47949,69136,61577,102551,78559,30208
,,,,,,,,1417,37545,34089,34690,43972,65522,57787,94761,74163,28287
,,,,,,,,1418,34254,31435,32476,41075,63375,55367,89725,71533,27204
,,,,,,,,1419,31394,29497,31168,39594,62321,54424,87051,70400,26566
,,,,,,,,1420,29937,28348,30385,38884,61718,53949,85933,69949,26428
,,,,,,,,1421,29075,27874,30206,38901,62614,54187,87154,71786,26990
,,,,,,,,1422,28538,27871,30403,39813,65401,55739,92735,77047,29032
,,,,,,,,1423,28512,28391,31311,42890,71511,59423,104652,86312,32799
,,,,,,,,1424,29262,29773,33518,48547,77445,65945,112069,91515,35411
,,,,,,,,1425,31697,32793,36750,50537,78938,67401,114080,92263,36753
,,,,,,,,1426,34665,36311,37682,50063,79013,66194,116260,92330,37515
,,,,,,,,1427,36368,37360,37074,50079,78897,65387,119013,92648,38022
,,,,,,,,1428,37088,36762,36738,50947,78470,65053,121016,92193,38178
,,,,,,,,1429,37304,36109,36404,51697,77690,64708,123191,91470,38110
,,,,,,,,1430,37789,35052,36069,52408,76844,64369,124673,90898,38005
,,,,,,,,1431,37700,34069,35897,53445,76276,64492,125592,89901,37760
,,,,,,,,1432,37376,33533,35687,54211,75425,64387,126494,89273,37804
,,,,,,,,1433,37133,33135,35678,54469,75146,64066,126682,89687,38606
,,,,,,,,1434,36926,32949,35962,54830,76283,64474,125920,91519,40311
,,,,,,,,1435,36813,33120,36265,54317,78827,64717,128476,96099,41568
,,,,,,,,1436,36564,33460,36793,55254,80989,67472,132908,97163,40549
,,,,,,,,1437,37402,34679,38540,56215,80027,68330,129313,95442,38772
,,,,,,,,1438,40616,36242,39519,55179,77925,67227,122769,91947,36445
,,,,,,,,1439,40599,35840,38907,52990,74229,64784,114009,86466,33428
,,,,,,,,1440,39476,34865,37429,49231,69448,60740,104041,80552,30560
,,,,,,,,1441,37466,33064,34985,45220,66082,56861,96008,76689,28638
,,,,,,,,1442,34244,30747,32898,42249,63867,54148,91231,74638,27519
,,,,,,,,1443,31511,28757,31384,40635,62670,52772,88616,73959,26898
,,,,,,,,1444,30001,27685,30669,39581,62206,51994,87699,74285,26779
,,,,,,,,1445,29165,27323,30537,39231,62905,51859,88640,76376,27339
,,,,,,,,1446,28645,27163,30693,39702,65540,52843,93968,82055,29505
,,,,,,,,1447,28631,27677,31545,42301,71503,56583,105740,91430,33322
,,,,,,,,1448,29458,29175,33384,47309,76747,62353,112753,95922,35730
,,,,,,,,1449,31886,32115,36518,48955,78130,64198,115029,95423,36763
,,,,,,,,1450,34935,35452,37550,49568,78430,64901,118097,94639,37203
,,,,,,,,1451,36558,36770,37391,51023,78774,65665,121176,94206,37393
,,,,,,,,1452,37131,36356,37118,52406,78688,66362,123247,93360,37219
,,,,,,,,1453,37091,35481,36858,53475,78058,66394,125538,92622,36998
,,,,,,,,1454,37163,34902,36568,53982,77771,66451,126987,92163,36890
,,,,,,,,1455,36884,34113,36151,54625,77421,66290,127592,91582,36490
,,,,,,,,1456,36548,33710,35917,54985,76842,65841,127351,91472,36526
,,,,,,,,1457,36459,33462,35770,55206,76939,65614,126755,92670,37395
,,,,,,,,1458,36248,33408,35749,54890,77889,65405,125386,94726,38991
,,,,,,,,1459,36053,33624,36064,54094,79066,65383,126592,96791,40023
,,,,,,,,1460,35751,33831,36338,54122,80848,67840,128040,95930,38904
,,,,,,,,1461,36290,34263,37921,54263,79453,68452,123388,93244,37215
,,,,,,,,1462,39136,34984,38853,52812,77318,67395,117977,89979,35361
,,,,,,,,1463,38904,34306,38336,50812,74152,65462,110808,84913,32927
,,,,,,,,1464,37913,33161,37303,47889,69997,62855,103079,79521,30333
,,,,,,,,1465,36306,31553,35516,44492,66556,59505,96016,75148,28390
,,,,,,,,1466,33784,29578,33853,41973,64130,57320,90853,72269,27072
,,,,,,,,1467,31610,27829,32598,40253,62753,56182,88069,70708,26246
,,,,,,,,1468,29609,26593,31848,39098,62057,55690,86713,70188,25835
,,,,,,,,1469,28575,25933,31534,38874,62129,55707,86610,70477,25861
,,,,,,,,1470,28177,25593,31568,39185,63069,56256,88606,72181,26567
,,,,,,,,1471,27932,25656,31984,40425,65640,58050,92514,75718,27939
,,,,,,,,1472,27979,26202,32859,42553,68290,60300,97518,79119,29552
,,,,,,,,1473,28983,27509,34219,44395,70689,62146,105774,83156,31809
,,,,,,,,1474,30057,29112,34977,46376,73126,63626,113271,86287,33382
,,,,,,,,1475,30757,30688,35472,47458,74502,64256,118047,87438,34108
,,,,,,,,1476,31975,31881,35426,47566,74451,63680,120059,86850,34249
,,,,,,,,1477,32568,32264,35230,47231,73476,62905,120461,85421,33836
,,,,,,,,1478,32835,32001,34730,46477,72238,61484,119479,83536,33145
,,,,,,,,1479,32729,31288,34056,45696,71014,60277,118030,81544,32458
,,,,,,,,1480,32487,30416,33416,45148,70296,59344,117426,80474,32056
,,,,,,,,1481,32285,29793,33126,45113,70523,59364,117482,81319,32496
,,,,,,,,1482,32233,29397,33038,45296,71875,59926,118269,83737,34110
,,,,,,,,1483,32363,29409,33559,45829,74677,61535,122161,88812,36402
,,,,,,,,1484,32398,29520,34246,47470,77106,64864,124931,90067,35723
,,,,,,,,1485,33340,30231,35948,49129,76193,66315,122007,88579,34428
,,,,,,,,1486,36338,31446,36932,48691,74363,65681,118329,86374,32914
,,,,,,,,1487,36271,31132,36450,47694,71714,64341,112726,82693,30984
,,,,,,,,1488,35235,30300,35329,46125,68455,62353,106570,78424,28959
,,,,,,,,1489,33733,28977,33698,44305,65675,60167,100810,74843,27192
,,,,,,,,1490,31643,27286,32260,42740,63710,58471,97073,72489,25999
,,,,,,,,1491,29718,25810,30908,41857,62562,57646,95590,71426,25279
,,,,,,,,1492,28528,24772,30144,41480,62112,57510,95116,70939,24954
,,,,,,,,1493,27646,24200,29761,41620,62124,57691,95963,71499,25034
,,,,,,,,1494,26993,24017,29633,42158,62988,58530,98131,73136,25599
,,,,,,,,1495,26753,24171,29950,43616,64649,60291,102055,75892,26559
,,,,,,,,1496,26591,24762,30637,45740,66268,62485,106696,78592,27864
,,,,,,,,1497,27311,25943,31594,47240,68464,64165,114056,82311,29988
,,,,,,,,1498,28130,27450,31907,48064,70160,64630,117777,84548,31593
,,,,,,,,1499,28699,28878,32376,47441,70642,63197,116527,85093,32437
,,,,,,,,1500,29598,29934,32542,46138,70395,61156,113516,84859,32841
,,,,,,,,1501,30410,30320,32598,45115,70325,59596,111462,84731,32862
,,,,,,,,1502,31089,30111,32574,44571,69873,58347,109911,84065,32642
,,,,,,,,1503,31442,29555,32343,44203,69286,57373,108273,83713,32458
,,,,,,,,1504,31748,29001,32041,44097,69079,56649,107102,83982,32656
,,,,,,,,1505,32055,28501,31977,44354,69782,56741,107786,85582,33639
,,,,,,,,1506,32456,28261,32193,44986,71898,57736,110256,89049,35594
,,,,,,,,1507,32890,28317,32675,45798,75649,59311,117698,95475,37987
,,,,,,,,1508,33044,28616,33378,47500,79168,62910,125647,97864,37385
,,,,,,,,1509,34060,29621,35301,49646,78508,64902,125012,96599,35927
,,,,,,,,1510,37234,31462,36497,48863,76481,64160,121683,93683,33996
,,,,,,,,1511,37159,31572,35892,47041,73218,62137,116022,89143,31533
,,,,,,,,1512,35864,30677,34406,44096,69546,58727,109485,84573,29229
,,,,,,,,1513,33816,28978,32095,40773,67071,55489,104229,81367,27706
,,,,,,,,1514,31343,26903,30291,38783,65906,53937,101967,80219,26951
,,,,,,,,1515,28909,25094,28910,37849,65418,53488,101356,80011,26501
,,,,,,,,1516,27835,24134,28233,37691,65660,53554,102141,80737,26574
,,,,,,,,1517,26984,23763,28048,38146,67010,54350,104779,83342,27370
,,,,,,,,1518,26531,23726,28270,39628,70416,56270,113129,89232,29745
,,,,,,,,1519,26634,24170,29171,43774,76844,61234,127462,98385,33588
,,,,,,,,1520,27480,25600,31170,50408,82221,68605,134935,102482,35836
,,,,,,,,1521,29884,28601,34294,51863,83769,69905,132005,102626,36644
,,,,,,,,1522,32540,32241,35371,50331,83717,67957,128119,102363,37032
,,,,,,,,1523,34632,33762,35259,49652,83304,66557,125584,101941,37320
,,,,,,,,1524,35897,33681,35034,49509,82997,65670,123226,101174,37159
,,,,,,,,1525,36513,33510,35255,49625,82108,64656,121419,100432,36915
,,,,,,,,1526,37240,33379,35268,49944,81173,63895,119634,99384,36699
,,,,,,,,1527,37602,32945,35126,50578,80246,63514,118005,97960,36253
,,,,,,,,1528,37819,32634,35031,50803,79071,63109,116817,97252,36154
,,,,,,,,1529,38035,32273,34888,50911,78698,62909,117148,98106,36797
,,,,,,,,1530,38015,31964,34764,50990,79493,63127,118847,100634,38621
,,,,,,,,1531,37657,31882,34660,50539,82174,63457,125676,106093,41132
,,,,,,,,1532,37556,32559,35426,51878,86067,67030,134418,108627,40981
,,,,,,,,1533,38196,33960,37488,53710,85818,68700,133968,107564,39682
,,,,,,,,1534,40870,35646,38405,52492,83205,67370,129167,103862,37363
,,,,,,,,1535,40553,35459,37492,50163,79256,64785,122327,97837,34509
,,,,,,,,1536,39008,34465,35702,46298,74267,60465,114736,92113,31738
,,,,,,,,1537,36362,32301,32908,42392,70672,56561,109320,88338,29939
,,,,,,,,1538,32961,29715,30609,39715,68737,54284,107396,86412,28900
,,,,,,,,1539,30096,27808,29175,38332,67479,53358,107028,85653,28354
,,,,,,,,1540,28811,26786,28371,37793,67188,53206,108697,86104,28361
,,,,,,,,1541,27750,26424,28071,37752,67884,53353,112526,88365,29068
,,,,,,,,1542,27105,26463,28113,38827,70749,55001,120845,94280,31362
,,,,,,,,1543,27054,27104,28856,42098,76659,59130,134969,103383,35048
,,,,,,,,1544,27888,28604,30725,47797,81172,65071,140798,106161,37080
,,,,,,,,1545,29788,31878,33777,49076,81596,65850,135903,104110,37608
,,,,,,,,1546,32663,35746,34884,48712,80712,64376,129778,101178,37639
,,,,,,,,1547,34809,36928,34759,49158,79666,63446,125614,99095,37697
,,,,,,,,1548,35827,36360,34730,49626,78967,63200,122423,97147,37543
,,,,,,,,1549,36589,35327,34896,50052,77936,62937,119466,94990,37087
,,,,,,,,1550,37230,34450,35037,50212,76772,62430,117672,93324,36848
,,,,,,,,1551,37216,33618,35032,50574,75775,62431,115889,91402,36309
,,,,,,,,1552,37209,33073,34982,50570,74702,61905,114573,89995,36056
,,,,,,,,1553,37121,32534,35051,50448,73956,61368,114210,90113,36646
,,,,,,,,1554,36739,32029,35008,50321,74207,61205,115631,92111,38201
,,,,,,,,1555,36441,32079,35074,50224,76344,61475,122089,97733,40446
,,,,,,,,1556,36739,32864,35854,52242,80361,65219,130215,101022,40353
,,,,,,,,1557,38147,34297,37652,53856,80088,66837,129273,100050,39074
,,,,,,,,1558,41345,36167,38507,52967,77407,65600,124211,96290,36720
,,,,,,,,1559,41404,36265,37781,50548,73299,62414,116260,90394,33585
,,,,,,,,1560,40277,35425,36166,46719,68509,58268,107875,84413,30704
,,,,,,,,1561,37865,33401,33461,42790,64569,54205,101610,80072,28629
