ng_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,429,21196,16974,14906,34981,53195,34475,51899,38971,19417
,430,21196,16974,14906,34981,53195,34475,51899,38971,19417
,431,21196,16974,14906,34981,53195,34475,51899,38971,19417
,432,21196,16974,14906,34981,53195,34475,51899,38971,19417
,433,21196,16974,14906,34981,53195,34475,51899,38971,19417
,434,21196,16974,14906,34981,53195,34475,51899,38971,19417
,435,21196,16974,14906,34981,53195,34475,51899,38971,19417
,436,21196,16974,14906,34981,53195,34475,51899,38971,19417
,437,21196,16974,14906,34981,53195,34475,51899,38971,19417
,438,21196,16974,14906,34981,53195,34475,51899,38971,19417
,439,21196,16974,14906,34981,53195,34475,51899,38971,19417
,440,21196,16974,14906,34981,53195,34475,51899,38971,19417
,441,21196,16974,14906,34981,53195,34475,51899,38971,19417
,442,21196,16974,14906,34981,53195,34475,51899,38971,19417
,443,21196,16974,14906,34981,53195,34475,51899,38971,19417
,444,21196,16974,14906,34981,53195,34475,51899,38971,19417
,445,21196,16974,14906,34981,53195,34475,51899,38971,19417
,446,21196,16974,14906,34981,53195,34475,51899,38971,19417
,447,21196,16974,14906,34981,53195,34475,51899,38971,19417
,448,21196,16974,14906,34981,53195,34475,51899,38971,19417
,449,21196,16974,14906,34981,53195,34475,51899,38971,19417
,450,21196,16974,14906,34981,53195,34475,51899,38971,19417
,451,21196,16974,14906,34981,53195,34475,51899,38971,19417
,452,21196,16974,14906,34981,53195,34475,51899,38971,19417
,453,21196,16974,14906,34981,53195,34475,51899,38971,19417
,454,21196,16974,14906,34981,53195,34475,51899,38971,19417
,455,21196,16974,14906,34981,53195,34475,51899,38971,19417
,456,21196,16974,14906,34981,53195,34475,51899,38971,19417
,457,21196,16974,14906,34981,53195,34475,51899,38971,19417
,458,21196,16974,14906,34981,53195,34475,51899,38971,19417
