Time_Index,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3,Price_mmbtu_z4,Price_mmbtu_z5,Price_mmbtu_z6,Price_mmbtu_z7,Price_mmbtu_z8,Price_mmbtu_z9
4161,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4162,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4163,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4164,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4165,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4166,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4167,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4168,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4169,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4170,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4171,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4172,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4173,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4174,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4175,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4176,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4177,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4178,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4179,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4180,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4181,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4182,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4183,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4184,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4185,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4186,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4187,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4188,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4189,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4190,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4191,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4192,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4193,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4194,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4195,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4196,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4197,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4198,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4199,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4200,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4201,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4202,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4203,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4204,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4205,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4206,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4207,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4208,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4209,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4210,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4211,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4212,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4213,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4214,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4215,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4216,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4217,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4218,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4219,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4220,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4221,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4222,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4223,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4224,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4225,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4226,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4227,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4228,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4229,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4230,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4231,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4232,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4233,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4234,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4235,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4236,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4237,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4238,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4239,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4240,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4241,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4242,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4243,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4244,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4245,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4246,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4247,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4248,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4249,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4250,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4251,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4252,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4253,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4254,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4255,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4256,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4257,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4258,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4259,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4260,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4261,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4262,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4263,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4264,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4265,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4266,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4267,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4268,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4269,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4270,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4271,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4272,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4273,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4274,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4275,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4276,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4277,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4278,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4279,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4280,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4281,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4282,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4283,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4284,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4285,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4286,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4287,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4288,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4289,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4290,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4291,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4292,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4293,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4294,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4295,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4296,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4297,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4298,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4299,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4300,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4301,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4302,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4303,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4304,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4305,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4306,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4307,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4308,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4309,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4310,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4311,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4312,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4313,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4314,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4315,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4316,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4317,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4318,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4319,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4320,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4321,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4322,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4323,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4324,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4325,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4326,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4327,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4328,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4329,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4330,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4331,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4332,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4333,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4334,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4335,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4336,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4337,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4338,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4339,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4340,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4341,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4342,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4343,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4344,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4345,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4346,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4347,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4348,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4349,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4350,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4351,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4352,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4353,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4354,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4355,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4356,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4357,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4358,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4359,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4360,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4361,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4362,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4363,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4364,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4365,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4366,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4367,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4368,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4369,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4370,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4371,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4372,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4373,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4374,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4375,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4376,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4377,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4378,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4379,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4380,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4381,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4382,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4383,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4384,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4385,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4386,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4387,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4388,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4389,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4390,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4391,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4392,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4393,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4394,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4395,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4396,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4397,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4398,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4399,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4400,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4401,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4402,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4403,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4404,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4405,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4406,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4407,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4408,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4409,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4410,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4411,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4412,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4413,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4414,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4415,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4416,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4417,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4418,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4419,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4420,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4421,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4422,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4423,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4424,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4425,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4426,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4427,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4428,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4429,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4430,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4431,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4432,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4433,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4434,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4435,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4436,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4437,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4438,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4439,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4440,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4441,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4442,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4443,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4444,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4445,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4446,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4447,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4448,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4449,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4450,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4451,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4452,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4453,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4454,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4455,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4456,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4457,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4458,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4459,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4460,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4461,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4462,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4463,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4464,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4465,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4466,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4467,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4468,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4469,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4470,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4471,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4472,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4473,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4474,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4475,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4476,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4477,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4478,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4479,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4480,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4481,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4482,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4483,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4484,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4485,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4486,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4487,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4488,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4489,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4490,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4491,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4492,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4493,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4494,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4495,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4496,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4497,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4498,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4499,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4500,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4501,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4502,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4503,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4504,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4505,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4506,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4507,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4508,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4509,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4510,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4511,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4512,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4513,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4514,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4515,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
4516,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
