Time_Index,None,CA_reference_naturalgas,Biomass,CEN_reference_naturalgas,CEN_reference_uranium,MID_AT_reference_naturalgas,MID_AT_reference_uranium,NE_reference_naturalgas,NE_reference_uranium,NW_reference_naturalgas,NW_reference_uranium,N_CEN_reference_naturalgas,N_CEN_reference_uranium,SE_reference_naturalgas,SE_reference_uranium,SW_reference_naturalgas,SW_reference_uranium,TX_reference_naturalgas,TX_reference_uranium,CA_reference_uranium
7328,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7329,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7330,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7331,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7332,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7333,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7334,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7335,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7336,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7337,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7338,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7339,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7340,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7341,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7342,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7343,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7344,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7345,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7346,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7347,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7348,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7349,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7350,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7351,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7352,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7353,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7354,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7355,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7356,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7357,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7358,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7359,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7360,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7361,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7362,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7363,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7364,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7365,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7366,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7367,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7368,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7369,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7370,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7371,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7372,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7373,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7374,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7375,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7376,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7377,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7378,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7379,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7380,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7381,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7382,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7383,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7384,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7385,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7386,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7387,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7388,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7389,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7390,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7391,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7392,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7393,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7394,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7395,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7396,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7397,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7398,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7399,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7400,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7401,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7402,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7403,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7404,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7405,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7406,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7407,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7408,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7409,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7410,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7411,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7412,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7413,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7414,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7415,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7416,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7417,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7418,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7419,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7420,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7421,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7422,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7423,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7424,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7425,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7426,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7427,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7428,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7429,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7430,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7431,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7432,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7433,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7434,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7435,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7436,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7437,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7438,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7439,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7440,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7441,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7442,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7443,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7444,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7445,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7446,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7447,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7448,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7449,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7450,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7451,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7452,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7453,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7454,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7455,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7456,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7457,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7458,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7459,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7460,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7461,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7462,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7463,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7464,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7465,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7466,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7467,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7468,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7469,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7470,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7471,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7472,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7473,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7474,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7475,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7476,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7477,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7478,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7479,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7480,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7481,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7482,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7483,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7484,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7485,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7486,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7487,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7488,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7489,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7490,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7491,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7492,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7493,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7494,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7495,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7496,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7497,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7498,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7499,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7500,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
7501,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
