Global_conventional_jetfuel_price_per_mmbtu,Conventional_jetfuel_co2_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Bio_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,,4660,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4661,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4662,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4663,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4664,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4665,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4666,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4667,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4668,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4669,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4670,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4671,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4672,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4673,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4674,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4675,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4676,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4677,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4678,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4679,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4680,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4681,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4682,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4683,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4684,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4685,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4686,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4687,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4688,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4689,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4690,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4691,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4692,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4693,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4694,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4695,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4696,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4697,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4698,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4699,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4700,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4701,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4702,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4703,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4704,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4705,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4706,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4707,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4708,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4709,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4710,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4711,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4712,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4713,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4714,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4715,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4716,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4717,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4718,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4719,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4720,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4721,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4722,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4723,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4724,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4725,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4726,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4727,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4728,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4729,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4730,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4731,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4732,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4733,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4734,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4735,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4736,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4737,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4738,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4739,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4740,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4741,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4742,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4743,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4744,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4745,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4746,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4747,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4748,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4749,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4750,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4751,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4752,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4753,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4754,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4755,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4756,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4757,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4758,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4759,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4760,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4761,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4762,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4763,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4764,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4765,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4766,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4767,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4768,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4769,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4770,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4771,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4772,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4773,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4774,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4775,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4776,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4777,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4778,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4779,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4780,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4781,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4782,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4783,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4784,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4785,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4786,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4787,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4788,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4789,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4790,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4791,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4792,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4793,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4794,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4795,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4796,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4797,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4798,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4799,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4800,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4801,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4802,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4803,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4804,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4805,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4806,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4807,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4808,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4809,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4810,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4811,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4812,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4813,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4814,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4815,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4816,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4817,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4818,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4819,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4820,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4821,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4822,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4823,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4824,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4825,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4826,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4827,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4828,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4829,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4830,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4831,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4832,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4833,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4834,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4835,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4836,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4837,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4838,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4839,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4840,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4841,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4842,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4843,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4844,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4845,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4846,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4847,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4848,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4849,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4850,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4851,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4852,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4853,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4854,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4855,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4856,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4857,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4858,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4859,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4860,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4861,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4862,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4863,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4864,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4865,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4866,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4867,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4868,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4869,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4870,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4871,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4872,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4873,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4874,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4875,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4876,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4877,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4878,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4879,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4880,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4881,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4882,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4883,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4884,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4885,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4886,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4887,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4888,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4889,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4890,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4891,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4892,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4893,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4894,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4895,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4896,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4897,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4898,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4899,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4900,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4901,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4902,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4903,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4904,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4905,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4906,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4907,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4908,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4909,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4910,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4911,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4912,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4913,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4914,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4915,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4916,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4917,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4918,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4919,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4920,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4921,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4922,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4923,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4924,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4925,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4926,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4927,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4928,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4929,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4930,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4931,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4932,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4933,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4934,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4935,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4936,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4937,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4938,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4939,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4940,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4941,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4942,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4943,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4944,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4945,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4946,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4947,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4948,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4949,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4950,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4951,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4952,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4953,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4954,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4955,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4956,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4957,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4958,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4959,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4960,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4961,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4962,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4963,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4964,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4965,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4966,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4967,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4968,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4969,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4970,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4971,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4972,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4973,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4974,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4975,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4976,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4977,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4978,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4979,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4980,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4981,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4982,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4983,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4984,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4985,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4986,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4987,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4988,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4989,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4990,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4991,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4992,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4993,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4994,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4995,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4996,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4997,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4998,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,4999,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5000,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5001,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5002,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5003,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5004,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5005,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5006,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5007,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5008,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5009,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5010,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5011,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5012,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5013,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5014,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5015,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5016,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5017,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5018,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5019,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5020,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5021,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5022,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5023,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5024,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5025,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5026,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5027,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5028,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5029,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5030,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5031,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5032,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5033,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5034,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5035,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5036,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5037,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5038,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5039,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5040,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5041,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5042,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5043,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5044,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5045,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5046,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5047,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5048,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5049,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5050,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5051,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5052,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5053,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5054,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5055,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5056,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5057,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5058,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5059,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5060,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5061,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5062,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5063,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,5064,54187,16401,29348,27810,30573,11486,59290,32442,33624
