Conventional_jetfuel_co2_per_mmbtu,Conventional_jetfuel_price_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,51,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,52,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,53,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,54,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,55,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,56,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,57,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,58,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,59,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,60,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,61,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,62,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,63,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,64,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,65,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,66,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,67,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,68,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,69,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,70,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,71,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,72,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,73,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,74,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,75,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,76,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,77,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,78,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,79,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,80,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,81,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,82,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,83,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,84,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,85,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,86,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,87,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,88,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,89,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,90,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,91,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,92,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,93,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,94,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,95,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,96,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,97,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,98,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,99,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,100,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,101,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,102,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,103,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,104,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,105,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,106,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,107,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,108,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,109,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,110,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,111,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,112,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,113,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,114,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,115,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,116,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,117,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,118,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,119,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,120,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,121,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,122,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,123,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,124,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,125,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,126,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,127,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,128,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,129,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,130,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,131,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,132,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,133,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,134,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,135,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,136,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,137,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,138,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,139,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,140,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,141,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,142,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,143,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,144,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,145,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,146,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,147,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,148,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,149,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,150,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,151,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,152,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,153,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,154,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,155,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,156,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,157,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,158,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,159,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,160,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,161,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,162,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,163,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,164,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,165,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,166,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,167,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,168,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,169,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,170,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,171,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,172,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,173,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,174,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,175,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,176,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,177,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,178,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,179,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,180,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,181,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,182,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,183,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,184,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,185,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,186,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,187,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,188,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,189,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,190,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,191,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,192,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,193,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,194,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,195,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,196,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,197,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,198,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,199,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,200,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,201,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,202,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,203,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,204,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,205,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,206,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,207,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,208,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,209,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,210,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,211,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,212,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,213,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,214,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,215,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,216,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,217,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,218,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,219,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,220,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,221,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,222,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,223,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,224,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,225,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,226,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,227,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,228,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,229,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,230,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,231,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,232,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,233,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,234,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,235,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,236,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,237,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,238,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,239,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,240,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,241,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,242,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,243,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,244,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,245,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,246,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,247,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,248,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,249,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,250,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,251,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,252,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,253,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,254,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,255,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,256,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,257,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,258,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,259,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,260,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,261,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,262,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,263,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,264,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,265,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,266,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,267,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,268,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,269,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,270,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,271,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,272,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
