Resource,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8
t21,0.0,0.0,44.19946382989488,8.909996069889797e-7,3.3381031944705207e-6,1.0726100820680206e-7,2.8494276204795257e-7,3.510606409832368e-6,31.99999997549706,1.9999999881218733,0.0,0.0,1.310933457794323e-7,2.1373610518136602e-7,1.8646838121256652e-7,0.0,3.292266046587465e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t22,0.0,0.0,44.19946378253717,8.361069163081807e-7,3.319331270825983e-6,9.826548367689687e-8,2.6445789159129803e-7,3.291499912201688e-6,31.999999973716758,1.9999999880748511,0.0,0.0,1.2666641546372833e-7,2.0120254308878715e-7,1.7717769323139452e-7,0.0,3.289837751740041e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t23,0.0,0.0,44.19946372316129,7.641535535363902e-7,3.2910392625301772e-6,8.82032178977774e-8,2.437787565684994e-7,3.0595475559573072e-6,31.999999972966055,1.999999988026375,0.0,0.0,1.216420242879046e-7,1.8718742351637362e-7,1.6809212559815153e-7,0.0,3.2872248688098495e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t24,0.0,0.0,4.690318136834399,5.407477100538571e-7,1.1986269216007035e-6,7.544996621240742e-8,2.2138762228270434e-7,2.802713040591623e-6,31.99999997373416,1.9999999879756374,0.0,0.0,1.1522420304669692e-7,1.6927141446690158e-7,1.5737637867415695e-7,0.0,3.28442577465569e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t25,0.0,0.0,1.4608645078413137e-7,2.4757473542592407e-7,7.273115018228221e-8,5.903551928176252e-8,1.9492416921881183e-7,2.498296391240844e-6,31.999999975144647,1.9999999879222161,0.0,0.0,1.0564665680482121e-7,1.4203274029865476e-7,1.4853771619697863e-7,0.0,3.2815096799751195e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t26,0.0,0.0,1.1911452681071706e-7,2.0239117123558973e-7,5.610760261930351e-8,5.239095468939559e-8,1.7979335590495062e-7,2.327946855665915e-6,31.999999980010255,1.9999999878779637,0.0,0.0,9.980280251359089e-8,1.286521399396512e-7,1.4154147349735692e-7,0.0,3.278863273964037e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t27,0.0,0.0,1.0875857952015902e-7,1.843994064264337e-7,5.031946140583333e-8,4.864710676081541e-8,1.6905950433379055e-7,2.21260825764572e-6,31.9999999764019,1.9999999878414043,0.0,0.0,9.548452972787857e-8,1.2003139929169082e-7,1.3486043823842964e-7,0.0,3.276508807084871e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t28,0.0,0.0,1.0202890758687861e-7,1.7304023724169326e-7,4.664564425097638e-8,4.6126589282158604e-8,1.612105328718272e-7,2.128879387499835e-6,31.999999977411562,1.9999999878123442,0.0,0.0,9.230056003054006e-8,1.1371409411509818e-7,1.3135690737049135e-7,0.0,3.2744799168771426e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t29,0.0,0.0,9.723455524569184e-8,1.6460903334563362e-7,4.400763561048013e-8,4.416480347508622e-8,1.5488350703066385e-7,2.0638186065222055e-6,31.999999976127835,1.9999999877900818,0.0,0.0,8.964617785483758e-8,1.0858186700891384e-7,1.2769202982811537e-7,0.0,3.272789873678219e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t30,0.0,0.0,9.357170800239849e-8,1.5788698079050408e-7,4.1923241275268236e-8,4.2578308658844995e-8,1.496152935582825e-7,2.0129372723450977e-6,31.999999975482552,1.9999999877751224,0.0,0.0,8.733135534063125e-8,1.0438783099013272e-7,1.2384639839768742e-7,0.0,3.271452329385434e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t31,0.0,0.0,9.053444426288708e-8,1.519250420908216e-7,4.008829021150701e-8,4.114267774608105e-8,1.4486086751626373e-7,1.9721539626734353e-6,31.999999974086283,1.9999999877654542,0.0,0.0,8.510073904103077e-8,1.0062705405380822e-7,1.2224632772004925e-7,0.0,3.2704774438382194e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t32,0.0,0.0,8.862646761969255e-8,1.4832465996958899e-7,3.89720088507481e-8,4.02865775136147e-8,1.4191892756900795e-7,1.9479316840712285e-6,31.99999997345795,1.9999999877648094,0.0,0.0,8.372100465000048e-8,9.82585300843252e-8,1.2059750760451314e-7,0.0,3.269904511994193e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t33,0.0,0.0,8.75868421920259e-8,1.4647244695760504e-7,3.842734374850957e-8,3.986598521139062e-8,1.4045840161555742e-7,1.937510720443887e-6,31.9999999763224,1.9999999877720953,0.0,0.0,8.303668656441297e-8,9.706595451452365e-8,1.1931429232435394e-7,0.0,3.2698349605168157e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t34,0.0,0.0,8.728608296814438e-8,1.4610726698148255e-7,3.8318351889594965e-8,3.9834368724735124e-8,1.402737470338626e-7,1.939938545969034e-6,31.999999977479607,1.9999999877870487,0.0,0.0,8.29394834528118e-8,9.678292092595307e-8,1.2049773900084947e-7,0.0,3.270256415853249e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t35,0.0,0.0,8.769418045323683e-8,1.4717634759071899e-7,3.862242741509112e-8,4.0183616536787564e-8,1.4132363214607675e-7,1.9553181136170903e-6,31.999999979562183,1.9999999878101984,0.0,0.0,8.339316526097382e-8,9.737488639780634e-8,1.2151220316693784e-7,0.0,3.27124085676398e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t36,0.0,0.0,8.88499079883373e-8,1.497803897323461e-7,3.936713635007893e-8,4.09531739186305e-8,1.4370416215575798e-7,1.9847718292786715e-6,31.99999997934002,1.9999999878428516,0.0,0.0,8.443086112012581e-8,9.887809200823545e-8,1.2297498856578056e-7,0.0,3.272846500427153e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t37,0.0,0.0,9.087989583777135e-8,1.5422221141898944e-7,4.0644160214698475e-8,4.2236691176472115e-8,1.476653810787571e-7,2.030780167604435e-6,31.999999976614795,1.9999999878835293,0.0,0.0,8.614903818287962e-8,1.0143669037864607e-7,1.2718115016101635e-7,0.0,3.2751032322424954e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t38,0.0,0.0,9.407265492675208e-8,1.6118033745185435e-7,4.265369788016093e-8,4.421775804608005e-8,1.536760696938803e-7,2.0979781240417807e-6,31.999999979783098,1.9999999879341768,0.0,0.0,8.872944630038327e-8,1.0537124679054174e-7,1.3181073663454895e-7,0.0,3.278036013384035e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t39,0.0,0.0,9.893307981081916e-8,1.7183158892004847e-7,4.575954821382993e-8,4.720160103170734e-8,1.626653010386793e-7,2.196271974705822e-6,31.99999997904541,1.999999987993749,0.0,0.0,9.259695730371345e-8,1.1143214909577396e-7,1.3733865747600317e-7,0.0,3.2816085334928406e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t40,0.0,0.0,1.0661720462039838e-7,1.8909061783052827e-7,5.0828646984261123e-8,5.190007335970274e-8,1.7674034482514494e-7,2.3490672323636793e-6,31.999999976132525,1.999999988064519,0.0,0.0,9.84659024859379e-8,1.2138957964157474e-7,1.474414559007688e-7,0.0,3.285798794272511e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t41,0.0,0.0,1.2087751486326585e-7,2.2389257542044974e-7,6.060134499492374e-8,6.073254571170833e-8,2.0263300358445437e-7,2.635178734358332e-6,31.999999977572504,1.9999999881456236,0.0,0.0,1.079073962925927e-7,1.3935186767112526e-7,1.6050716575302016e-7,0.0,3.2905769918818354e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t42,0.0,0.0,3.0307022866807793,9.819979917220008e-7,25.871701104258634,1.0898477288818389e-7,3.029695848258708e-7,3.946825155688792e-6,31.999999978087143,1.9999999882378043,0.0,0.0,1.2866610987483502e-7,2.1625399368209046e-7,1.8073817165908766e-7,0.0,3.2958275574694796e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t43,0.0,0.0,4.540656349451424,1.2699892000680264e-6,25.87170144800661,1.3778967216452386e-7,3.615798323475467e-7,4.494433742324678e-6,31.99999997931233,1.99999998832583,0.0,0.0,1.4072604142434752e-7,2.4473795208705804e-7,2.0530455853831123e-7,0.0,3.301023169113134e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t44,0.0,0.0,4.540656339267209,1.2547009258216549e-6,25.87170144311545,1.3493565610797376e-7,3.5447265606381427e-7,4.460737982103454e-6,31.999999974617662,1.9999999883748494,0.0,0.0,1.388769441849944e-7,2.391961830474978e-7,2.0011638354979175e-7,0.0,3.304107866894986e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t45,0.0,0.0,4.540656327644062,1.2358666444546975e-6,25.871701436892202,1.3160392903819346e-7,3.4719103516047084e-7,4.421317135686531e-6,31.999999974731455,1.999999988419735,0.0,0.0,1.3737731409856692e-7,2.350280324284838e-7,1.9445337624962724e-7,0.0,3.306921902905407e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t46,0.0,0.0,4.540656313740297,1.211788068810986e-6,25.87170142812778,1.2787168725984639e-7,3.4023697035384865e-7,4.380320064481438e-6,31.999999976087924,1.999999988460295,0.0,0.0,1.3614455877176255e-7,2.3159399421710604e-7,1.9156243610747503e-7,0.0,3.309428706598204e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t47,0.0,0.0,4.540656296267822,1.178641166696458e-6,25.871701412589303,1.2366072311377612e-7,3.3360793724349314e-7,4.337793823438389e-6,31.999999974634274,1.9999999884970632,0.0,0.0,1.3514002341342133e-7,2.2880801836635986e-7,1.8847918967509667e-7,0.0,3.311615757646162e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t48,0.0,0.0,4.540656272993316,1.1283695709131045e-6,25.871701180150215,1.1894967744489679e-7,3.2702370315318137e-7,4.29355759384712e-6,31.999999977213125,1.9999999885292163,0.0,0.0,1.3427402053241603e-7,2.2621177907339128e-7,1.8460057348690774e-7,0.0,3.313480554017715e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t49,0.0,0.0,4.540656252638949,1.0797717073651595e-6,22.853732034088907,1.1443360080610096e-7,3.2048765727794555e-7,4.247556446478388e-6,31.999999973769253,1.9999999885584199,0.0,0.0,1.3349393206737648e-7,2.2360552459664492e-7,1.8288179297188856e-7,0.0,3.3149664185152404e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t50,0.0,0.0,4.540656235012524,1.0344381017194162e-6,14.151737777430084,1.10253080284723e-7,3.1403431926708427e-7,4.200247158045326e-6,31.99999997786252,1.999999988583851,0.0,0.0,1.32759846874526e-7,2.2114378206481675e-7,1.8048755319108032e-7,0.0,3.31612502277932e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t51,0.0,0.0,4.540656216937554,9.821343822156807e-7,12.18876621048446,1.0574273752631157e-7,3.069247897223874e-7,4.1491441517317335e-6,31.99999998036761,1.999999988605217,0.0,0.0,1.3166616187687425e-7,2.1781994745834085e-7,1.7709872452578934e-7,0.0,3.3169350176437754e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t52,0.0,0.0,4.540656203807964,9.456778100896837e-7,12.188766162658874,1.019819773104581e-7,3.005492774440518e-7,4.101385998435099e-6,31.999999982500807,1.999999988624671,0.0,0.0,1.3076552814198642e-7,2.1537219731018043e-7,1.7595637823555778e-7,0.0,3.3175364635881134e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t53,0.0,0.0,4.54065619386213,9.183548847716688e-7,12.188766142923246,9.876499103899186e-8,2.947627614550795e-7,4.056722085310927e-6,31.999999983974593,1.9999999886422688,0.0,0.0,1.2997353687376124e-7,2.1361749720640266e-7,1.7400772932561612e-7,0.0,3.3179983672008704e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t54,0.0,0.0,4.540656184153718,8.88015739662851e-7,12.188766121556295,9.509126959768226e-8,2.8814419315269246e-7,4.008414735675713e-6,31.999999983660317,1.9999999886561648,0.0,0.0,1.2850921546582724e-7,2.1041951269533377e-7,1.7102358462264686e-7,0.0,3.3182724167452026e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t55,0.0,0.0,4.54065617472782,8.541185962564072e-7,12.188766098456691,9.079850636174779e-8,2.8051295354211377e-7,3.956079797785839e-6,31.999999981694014,1.9999999886662059,0.0,0.0,1.261116523964604e-7,2.0520171509585505e-7,1.6966701798878025e-7,0.0,3.318327046978442e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t56,0.0,0.0,4.5406561692447145,8.371393431060698e-7,12.188766091027233,8.803998680334112e-8,2.7507567549123684e-7,3.915759664514513e-6,31.999999983140416,1.9999999886773419,0.0,0.0,1.2445714474011686e-7,2.017673180947446e-7,1.678717287879694e-7,0.0,3.3183994450638594e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t57,0.0,0.0,4.5406561659823215,8.277999733213208e-7,12.188766087405252,8.636821347404318e-8,2.7142580477669667e-7,3.885814242716242e-6,31.999999983800453,1.9999999886898336,0.0,0.0,1.2338923024740017e-7,1.9959052019883006e-7,1.6615797136862313e-7,0.0,3.318560268821006e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t58,0.0,0.0,4.540656164270256,8.232496689020911e-7,12.18876608569042,8.556594781550798e-8,2.693412247025534e-7,3.865192364452198e-6,31.999999981186463,1.9999999887035995,0.0,0.0,1.2282951072837254e-7,1.9850967210707706e-7,1.6681268124190581e-7,0.0,3.3188874559992156e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
