Resource,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8
t120,0.0,0.0,3.425716540898815e-6,9.189312130809639e-7,40.14157593253259,1.0810728064255328e-7,3.134704672452552e-7,4.08466942700711e-6,31.999999980493445,1.99999998977742,0.0,0.0,1.3660167324724566e-7,2.3230716928915708e-7,1.8147592033066195e-7,0.0,3.3739195887382395e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t121,0.0,0.0,2.8933027413809154e-6,8.808749200001423e-7,35.88199311971052,1.0489498379916262e-7,3.075514150384831e-7,4.064047021038234e-6,31.999999980340323,1.999999989766073,0.0,0.0,1.35121555799573e-7,2.2844845796569392e-7,1.7990404057773323e-7,0.0,3.3730966853187577e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t122,0.0,0.0,2.5807185568689733e-6,8.4148426810431e-7,31.80039114930217,1.016042616997874e-7,3.0137620675586813e-7,4.0409403107483956e-6,31.99999998041513,1.9999999897525587,0.0,0.0,1.3375027739528597e-7,2.2482871455515273e-7,1.7763046832563143e-7,0.0,3.3720249487629526e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t123,0.0,0.0,2.3584400497949905e-6,7.995325934047933e-7,28.467176134119093,9.815759160337987e-8,2.948445151641947e-7,4.01532160649253e-6,31.999999979986743,1.9999999897368952,0.0,0.0,1.3239172692250067e-7,2.2120305032581752e-7,1.7446055451568937e-7,0.0,3.370767102901572e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t124,0.0,0.0,2.1820181439791446e-6,7.530636301901852e-7,24.782215398347592,9.446795043132326e-8,2.8784734448308473e-7,3.987275935065054e-6,31.999999979977076,1.999999989719128,0.0,0.0,1.3088375760233036e-7,2.1731245286420175e-7,1.7302867797887386e-7,0.0,3.369313255998138e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t125,0.0,0.0,2.030083816465574e-6,6.980516528112997e-7,23.650885443470724,9.03541578197776e-8,2.80156757947691e-7,3.956594926912585e-6,31.999999980648134,1.9999999896991574,0.0,0.0,1.2897383402110944e-7,2.1259037700277532e-7,1.7046066709703847e-7,0.0,3.367683309093864e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t126,0.0,0.0,1.8968221479784232e-6,6.288573763829245e-7,19.694313723527774,8.570199714566195e-8,2.7168929890201916e-7,3.9236981361896696e-6,31.999999980536966,1.999999989677037,0.0,0.0,1.2646942238310095e-7,2.067627908673738e-7,1.6696353651298192e-7,0.0,3.365929720472642e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t127,0.0,0.0,1.7711258309138517e-6,5.233919963582061e-7,2.227513168408257e-7,8.004943004828684e-8,2.6199197668811167e-7,3.887918985677431e-6,31.999999980500156,1.9999999896525713,0.0,0.0,1.2279643132874385e-7,1.9803171840235306e-7,1.6493158431418242e-7,0.0,3.364076291718616e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t128,0.0,0.0,1.755641717467182e-6,4.959069618679817e-7,2.1293285582133436e-7,7.674943968964398e-8,2.5559390163074514e-7,3.866551539731793e-6,31.999999980646777,1.9999999896318466,0.0,0.0,1.2030363760927323e-7,1.9256401526301567e-7,1.6275988219699922e-7,0.0,3.362375237321517e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t129,0.0,0.0,1.7487779928990373e-6,4.825922077664543e-7,2.0861118657224755e-7,7.484213852619537e-8,2.5173608701530313e-7,3.858055168683996e-6,31.99999998098717,1.9999999896145044,0.0,0.0,1.1869291268359533e-7,1.8912957086822987e-7,1.610083547998882e-7,0.0,3.360915332632923e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t130,0.0,0.0,1.7452309701758645e-6,4.7576989170774336e-7,2.0645526720318636e-7,7.395392264925158e-8,2.5004017219547125e-7,3.861877647969676e-6,31.999999981467862,1.999999989600702,0.0,0.0,1.1779691233725949e-7,1.8723100478210608e-7,1.617047411143448e-7,0.0,3.3597113651052386e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t131,0.0,0.0,1.7436509688442182e-6,4.7320825702522524e-7,2.0562897164142792e-7,7.393825978355992e-8,2.5033769861939297e-7,3.878206325330863e-6,31.999999980970202,1.999999989590476,0.0,0.0,1.1752916145146893e-7,1.8661959587450654e-7,1.622161494927029e-7,0.0,3.3588400350699e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t132,0.0,0.0,1.7436112818170618e-6,4.7422712871600435e-7,2.0588796331945982e-7,7.477649131897997e-8,2.5265341210142046e-7,3.907986710141153e-6,31.999999981677046,1.9999999895837062,0.0,0.0,1.1784930598839722e-7,1.871973033115232e-7,1.6302132374523433e-7,0.0,3.358340645679654e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t133,0.0,0.0,1.7451160340578413e-6,4.790061853098123e-7,2.0728934703621925e-7,7.656924408324392e-8,2.572119607368052e-7,3.953134294464012e-6,31.999999980380384,1.9999999895805458,0.0,0.0,1.187914614361312e-7,1.8903067132326355e-7,1.6640275879399032e-7,0.0,3.358254178037322e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t134,0.0,0.0,1.7485979874978818e-6,4.887063247106468e-7,2.1022833504090417e-7,7.958624791237458e-8,2.6450451104665767e-7,4.0169910888586836e-6,31.999999980800975,1.9999999895806313,0.0,0.0,1.2046943222509903e-7,1.9235562492679213e-7,1.6999472693246405e-7,0.0,3.3585413352973355e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t135,0.0,0.0,1.7553850289690341e-6,5.065527616796343e-7,2.158875316467449e-7,8.440028511304382e-8,2.7552666637643765e-7,4.105481496178122e-6,31.9999999802189,1.9999999895843494,0.0,0.0,1.2305238260336697e-7,1.976275857040318e-7,1.740397345524695e-7,0.0,3.3591501592853994e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t136,0.0,0.0,1.7707425303163183e-6,5.447456632639772e-7,2.2905554730347905e-7,9.255935137026373e-8,2.924988018428371e-7,4.229706613394224e-6,31.999999980761956,1.999999989591266,0.0,0.0,1.2687456291465016e-7,2.0607641337686477e-7,1.8164019294818794e-7,0.0,3.360035831509775e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t137,0.0,0.0,1.9287527515801433e-6,8.808124200020996e-7,32.25068834776989,1.1113409006167869e-7,3.217532218080716e-7,4.413746695214435e-6,31.999999980863702,1.9999999896017095,0.0,0.0,1.3258319931851398e-7,2.2060849205945488e-7,1.9086076119360358e-7,0.0,3.361191884687986e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t138,0.0,0.0,2.1070551833332163e-6,1.1091221733591902e-6,40.9061268798271,1.2931729259095902e-7,3.505163921443315e-7,4.591951045429445e-6,31.999999980010358,1.9999999896096803,0.0,0.0,1.374056213870497e-7,2.3233880581481132e-7,2.000486495666595e-7,0.0,3.3623692418420675e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t139,0.0,0.0,2.277532561330883e-6,1.319674831554683e-6,49.02116790451023,1.4731400647562386e-7,3.7716968483938096e-7,4.740195957916491e-6,31.99999997909778,1.9999999896154657,0.0,0.0,1.4240072904664875e-7,2.4533256720951115e-7,2.1443203564844646e-7,0.0,3.363468120896716e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t140,0.0,0.0,2.1217156634439275e-6,1.2661272515047278e-6,49.021167864785596,1.4061010895925953e-7,3.6539907157012903e-7,4.659305842296649e-6,31.999999979143332,1.9999999895946843,0.0,0.0,1.3984408310456945e-7,2.3932906046049575e-7,2.0612876664677845e-7,0.0,3.362745470711734e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t141,0.0,0.0,1.9693749268565367e-6,1.2110890724994973e-6,49.02116781869488,1.340138235275539e-7,3.536619547497643e-7,4.5655260413927316e-6,31.999999979467493,1.9999999895714144,0.0,0.0,1.379406571971397e-7,2.3507664153677913e-7,1.9803650130021283e-7,0.0,3.3619320845660517e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t142,0.0,0.0,1.8437987230875228e-6,1.1548106137718628e-6,49.02116775354882,1.278091401430448e-7,3.4273073573962273e-7,4.469855147244033e-6,31.99999997987852,1.9999999895459923,0.0,0.0,1.3650977671874576e-7,2.3168112172835967e-7,1.9327383803550305e-7,0.0,3.3609665732466444e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t143,0.0,0.0,1.7331484766294476e-6,1.0956622300566554e-6,42.9228439910919,1.2184475112627277e-7,3.3216540104963034e-7,4.3718312866481085e-6,31.999999979383976,1.9999999895178078,0.0,0.0,1.3529206057465997e-7,2.289629689233635e-7,1.8879195584902944e-7,0.0,3.359805896909413e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t144,0.0,0.0,1.6337283581504473e-6,1.0376135434772647e-6,29.957299075253236,1.161219793949823e-7,3.216379572791185e-7,4.270845982880657e-6,31.99999997968292,1.9999999894872793,0.0,0.0,1.3422011905692924e-7,2.262742557536672e-7,1.8350819465219408e-7,0.0,3.3583735674416907e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t145,0.0,0.0,1.5392261555692067e-6,9.800713119567542e-7,18.53590678155356,1.1056182125951877e-7,3.1099061372491516e-7,4.1661270050628255e-6,31.999999979354563,1.9999999894540583,0.0,0.0,1.3319599035430363e-7,2.2352921875230455e-7,1.8029704451626898e-7,0.0,3.356633280084534e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t146,0.0,0.0,1.43492247970772e-6,9.201620157368027e-7,15.408104813348382,1.0495512941201802e-7,2.998420849762036e-7,4.056229075256488e-6,31.999999979941105,1.9999999894181801,0.0,0.0,1.3198840898212883e-7,2.2032351430850358e-7,1.763891507069962e-7,0.0,3.354583979708058e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t147,0.0,0.0,1.3191671291221249e-6,8.558639879025615e-7,14.706843488700974,9.914141708049294e-8,2.879892888053002e-7,3.939937157911716e-6,31.999999979680243,1.9999999893794687,0.0,0.0,1.3048819748638762e-7,2.164353422916951e-7,1.7141357915664856e-7,0.0,3.352287230571509e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t148,0.0,0.0,1.1861924936943497e-6,7.834866640680355e-7,13.944331295274289,9.281829968975987e-8,2.749987036523949e-7,3.815746668030251e-6,31.999999980202112,1.9999999893378662,0.0,0.0,1.2844600713813925e-7,2.1132484677028723e-7,1.6817533580976173e-7,0.0,3.34982805848918e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t149,0.0,0.0,1.037296724316569e-6,6.993392015609379e-7,13.003535237554624,8.573296279067456e-8,2.604984336342583e-7,3.682669810624469e-6,31.999999979334568,1.9999999892930118,0.0,0.0,1.2562189073631188e-7,2.0466556664717187e-7,1.6333230845087826e-7,0.0,3.347266085737957e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t150,0.0,0.0,8.397301730173013e-7,5.841582271113514e-7,11.370641798111572,7.715979385574386e-8,2.4357884057820924e-7,3.5375978186886125e-6,31.99999997935495,1.9999999892458964,0.0,0.0,1.214199574331215e-7,1.9395793393797288e-7,1.5745236146715822e-7,0.0,3.344186348023411e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t151,0.0,0.0,2.5938934586099057e-7,3.0065827164800675e-7,8.432476719821242e-8,6.497962554959596e-8,2.2243366114762663e-7,3.3755096764081886e-6,31.99999997958527,1.9999999891951838,0.0,0.0,1.1436905444778809e-7,1.733236910858368e-7,1.5276513994811405e-7,0.0,3.341245000203587e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t152,0.0,0.0,2.4587687326766317e-7,2.735542454687973e-7,7.710664834215139e-8,5.990151349943004e-8,2.1039089039662267e-7,3.2822116194278867e-6,31.999999978862526,1.9999999891521991,0.0,0.0,1.1012244463926054e-7,1.6391628971889247e-7,1.4854423221071435e-7,0.0,3.3387069552571226e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t153,0.0,0.0,2.4015135372027857e-7,2.6166568014814647e-7,7.376416682164384e-8,5.722361407969941e-8,2.031556712993489e-7,3.2257591472534524e-6,31.999999979874975,1.999999989116373,0.0,0.0,1.0750372451307389e-7,1.58685547227043e-7,1.4520349960169747e-7,0.0,3.336609922442511e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t154,0.0,0.0,2.3739645746495905e-7,2.560727949182042e-7,7.210753073804576e-8,5.59179921762106e-8,1.99219135268934e-7,3.1942571501360206e-6,31.999999979914886,1.999999989088187,0.0,0.0,1.060724497216323e-7,1.5599287493821187e-7,1.4466997595815933e-7,0.0,3.3349555213862734e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t155,0.0,0.0,2.3647929840168362e-7,2.545859594991443e-7,7.154831881199227e-8,5.564233130387421e-8,1.979679902947164e-7,3.1825834218358103e-6,31.999999979174376,1.9999999890668205,0.0,0.0,1.0567291306935844e-7,1.5520927972732782e-7,1.444746144261199e-7,0.0,3.333782635678887e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t156,0.0,0.0,2.3713961218703667e-7,2.5671986890352675e-7,7.195261539624208e-8,5.632291185256025e-8,1.9929247762530563e-7,3.18898712463767e-6,31.999999978680197,1.999999989052601,0.0,0.0,1.0626202400817517e-7,1.5618831142713408e-7,1.4471831474690753e-7,0.0,3.333145492576818e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t157,0.0,0.0,2.3962720233099464e-7,2.6304860834671853e-7,7.34679894396652e-8,5.807993463857451e-8,2.034677066967407e-7,3.214088999186574e-6,31.99999997892151,1.9999999890454523,0.0,0.0,1.079546845341356e-7,1.5920112516495697e-7,1.477836820225266e-7,0.0,3.333055698312451e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t158,0.0,0.0,2.4506092724702766e-7,2.7599229238348144e-7,7.673140443909472e-8,6.13253346792471e-8,2.1129689145997938e-7,3.261166271023054e-6,31.99999997973959,1.9999999890451707,0.0,0.0,1.1097465334999543e-7,1.6498503907591168e-7,1.5146407414291179e-7,0.0,3.333556225946843e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t159,0.0,0.0,2.581340950958975e-7,3.0537657468450555e-7,8.417054218106266e-8,6.731683713307921e-8,2.2483043489176054e-7,3.3379740396180177e-6,31.99999997871211,1.9999999890518805,0.0,0.0,1.1586603100176876e-7,1.756517625883889e-7,1.558375292690358e-7,0.0,3.33457690193984e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t160,0.0,0.0,1.3439764488313004e-6,7.30551995021091e-7,11.125215657454179,8.245724873246368e-8,2.505304108651649e-7,3.4633128253718252e-6,31.999999978137435,1.9999999890653615,0.0,0.0,1.2415666124281029e-7,2.0134602445479673e-7,1.6432516673677062e-7,0.0,3.336020161572468e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t161,0.0,0.0,1.9110275588859484e-6,8.994929583715575e-7,48.79828208683828,9.352160078170854e-8,2.705667669198231e-7,3.575185371987636e-6,31.99999997798077,1.9999999890759816,0.0,0.0,1.2934144445343512e-7,2.1432600373816655e-7,1.715500143588233e-7,0.0,3.3374442555674584e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t162,0.0,0.0,10.056732881474838,1.057917675621338e-6,54.65670812335015,1.0318792457699117e-7,2.8773257987597896e-7,3.67676760464617e-6,31.99999997791986,1.999999989083259,0.0,0.0,1.3319184001716247e-7,2.2406781162158954e-7,1.7764939395460076e-7,0.0,3.338707691723556e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t163,0.0,0.0,34.16908328245748,1.2280262121874862e-6,59.99998953230881,1.1237983729174482e-7,3.0348970161825226e-7,3.770127230222505e-6,31.99999997751276,1.999999989087619,0.0,0.0,1.3669243128222383e-7,2.3340630631951773e-7,1.8596438733768163e-7,0.0,3.33991574580142e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t164,0.0,0.0,34.16908342360799,1.320460944803642e-6,59.999989573987165,1.20003448539972e-7,3.167446882857764e-7,3.847785230072336e-6,31.999999977873763,1.9999999890880864,0.0,0.0,1.3990044384529668e-7,2.413457533121909e-7,1.928382918154515e-7,0.0,3.340785974218064e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t165,0.0,0.0,34.1690834276614,1.3312399270704576e-6,59.99998957688871,1.2280046620553647e-7,3.225650295953246e-7,3.88511329437347e-6,31.999999977632726,1.9999999890783708,0.0,0.0,1.411692719628855e-7,2.434076142823584e-7,1.950759441256362e-7,0.0,3.3411365608180675e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t166,0.0,0.0,34.16908342716993,1.3312396936574508e-6,59.99998957666794,1.2328564692800842e-7,3.238503255543031e-7,3.894785115469328e-6,31.99999997737754,1.9999999890589963,0.0,0.0,1.4131371687886446e-7,2.431452128272475e-7,1.9674132649196388e-7,0.0,3.340944463689458e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t167,0.0,0.0,34.16908342140299,1.3201279039188143e-6,59.999989572879976,1.2165006371598917e-7,3.211458045322788e-7,3.879283304634453e-6,31.999999977388562,1.9999999890293128,0.0,0.0,1.4073771907262663e-7,2.4163079558334264e-7,1.946880571868832e-7,0.0,3.340152605288725e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t168,0.0,0.0,33.96255115411101,1.2407330730935021e-6,59.99998943998887,1.169041372207467e-7,3.137042047150098e-7,3.83610567473503e-6,31.999999977245594,1.999999988988779,0.0,0.0,1.3848455279631886e-7,2.366626238041225e-7,1.8889622174092318e-7,0.0,3.338625397074589e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
