,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss
t20,1.1276433032604947e-5,1.559225550341366e-5,3.913682040787108e-5,4.180706969210769e-5,1.326118484135997e-5,8.554220132492914e-7,6.293175862744077e-7,9.874333462434138e-6,4.821069021546177e-5,4.026341071510846e-5
t21,1.2814048774185855e-5,1.7211906945479477e-5,4.493836832934092e-5,4.098466854462458e-5,1.5200507374293197e-5,5.220130663063351e-6,4.2331456362778405e-6,9.179183304392948e-6,4.813513684194899e-5,3.999006396872469e-5
t22,1.2766823188893268e-5,1.5719159650692978e-5,4.3750770080386685e-5,4.189431529347173e-5,1.5414612121494438e-5,1.1745858765640132e-5,9.663274119905667e-6,8.207544575075568e-6,4.77549827891886e-5,3.933730777517849e-5
t23,1.1277242319188619e-5,1.4388615426897732e-5,4.438317602319403e-5,3.901752709429016e-5,1.3720573711842379e-5,1.3721624672063716e-5,1.1493006414926431e-5,8.089478520556055e-6,4.772569755738053e-5,3.924623160036396e-5
t24,1.4049694796519303e-5,1.817038301866011e-5,4.2491702725259985e-5,3.7959333829473505e-5,1.6773569295891604e-5,1.2074077723590886e-5,4.732717694675656e-5,9.994233911183936e-6,4.649468241438749e-5,3.75677142081718e-5
t25,4.6138299501534905e-5,4.616484874981472e-5,4.6207016530303805e-5,4.611063966499485e-5,4.986130926193287e-5,1.0764016858841885e-5,5.638376157117755e-5,3.897246299276316e-5,4.280018742217728e-5,3.237948793989362e-5
t26,5.539105555759893e-5,5.421998528297858e-5,4.832546119227135e-5,5.2700176570215114e-5,5.8392946409585926e-5,1.0266503778029593e-5,5.1380950253855244e-5,5.083657335764201e-5,4.2251781671494966e-5,3.147265786546864e-5
t27,5.437609120925277e-5,5.2668840685525756e-5,4.7784690531148804e-5,4.9888202864558886e-5,5.755563039778798e-5,1.0651562937766275e-5,5.087180391715213e-5,5.012560451404727e-5,4.232944577732761e-5,3.165862085450552e-5
t28,5.6478137915543796e-5,5.4170187475100214e-5,4.8852010110079514e-5,5.1125536688082846e-5,5.9391528985766216e-5,1.6695095990340305e-5,5.037846274361017e-5,5.2473410136643374e-5,4.184262144108072e-5,3.12194092891041e-5
t29,4.7758028205429304e-5,5.115191590589756e-5,4.5048649697481076e-5,4.6416585225799215e-5,5.2081501128409065e-5,5.9954758301116326e-5,4.58531474015333e-5,4.320455475149813e-5,4.1117826666987406e-5,3.0493563192163127e-5
t30,9.441940253361552e-6,1.4317754990624865e-5,4.184283197665339e-5,1.6907393715599778e-5,1.3312002025942476e-5,6.611261715123056e-5,5.262626818188148e-5,7.339545428534775e-6,4.562649501624225e-5,3.7571949008906124e-5
t31,9.324578967465454e-6,1.225462863385674e-5,1.5931364323428356e-5,1.4198389390425674e-5,1.2309673666347468e-5,6.552133860911915e-5,6.0621517428384056e-5,8.56383437796733e-6,4.645422949858989e-5,1.5608772615258396e-5
t32,1.0415974791959928e-5,1.170417394299811e-5,1.3914286767531494e-5,1.3939838425092623e-5,1.4145494951724177e-5,1.7280478748875572e-5,1.5180705334969449e-5,9.028823492733401e-6,4.847937634573085e-5,1.570856241425029e-5
t33,1.0398552107006292e-5,1.1654215686024468e-5,1.419326834823699e-5,1.4203686926046618e-5,1.4364476918098683e-5,1.5343930795524402e-5,1.1755524437383489e-5,9.362792790376888e-6,4.868943304146969e-5,1.6045419785349046e-5
t34,1.0627034038770217e-5,1.1720359648761996e-5,1.41744717747774e-5,1.4157416197154193e-5,1.4192386278457734e-5,1.5276541352005145e-5,1.1447461556177436e-5,9.499583387257558e-6,4.8733858116822584e-5,1.595141570966614e-5
t35,1.0733072020943788e-5,1.1649798148807869e-5,1.4225756507889458e-5,1.4097119902343199e-5,1.3765591048525323e-5,1.4918607888784623e-5,1.1293772938122945e-5,9.539550124600304e-6,4.8727148877760336e-5,1.5971876150000807e-5
t36,1.0637829433212678e-5,1.165121878675512e-5,1.6809299132539893e-5,1.4031949225341827e-5,1.346935150547776e-5,1.509053257476057e-5,1.1211436639391515e-5,9.544822061707596e-6,4.907675682587456e-5,1.588534705620057e-5
t37,1.0398503174458311e-5,1.1782622019580205e-5,1.6505855486407963e-5,1.4045252104289935e-5,1.2961637649451847e-5,1.5042887490601098e-5,1.1180235474302117e-5,9.519428946645908e-6,4.905701487368625e-5,1.5892210618824874e-5
t38,1.2196376858460294e-5,1.1649676615814519e-5,1.654016003956014e-5,1.3903229917131651e-5,1.504775828433279e-5,1.4809409505284708e-5,1.1054243438685527e-5,9.401478454312224e-6,4.8956965754296856e-5,1.5727955467390642e-5
t39,1.2106236274916349e-5,1.169159546106039e-5,1.7465584676414535e-5,1.3910914417250772e-5,1.5040651200050889e-5,1.4969923770075337e-5,1.1003554552835006e-5,9.323219156760351e-6,4.8904209293476956e-5,1.569363405984802e-5
t40,1.2104462634346054e-5,1.1747476840014473e-5,1.3981619647271366e-5,1.4031749336439017e-5,1.5269715683207798e-5,1.498643911246274e-5,1.1222363908958831e-5,9.380629821675744e-6,4.8785209265668075e-5,1.5830393084024406e-5
t41,1.2388790143581702e-5,1.236552942756492e-5,1.0798076173518225e-5,1.0633967768979993e-5,1.6002493806683037e-5,1.5316753609567816e-5,1.1203706778683195e-5,9.66053621705597e-6,4.904177500191806e-5,1.241893007554896e-5
t42,1.0937726405663938e-5,1.2627354113084854e-5,1.0736342672534977e-5,1.0444472702439495e-5,1.4428750124842055e-5,1.4916897193456848e-5,1.1452320526249424e-5,9.86671960649135e-6,4.9060440048928836e-5,1.2172321378165211e-5
t43,1.033480642538602e-5,1.2159504973237386e-5,1.43167657849108e-5,1.42349842064252e-5,1.3779524766031911e-5,1.4365914627439865e-5,1.0962367595116352e-5,9.428820567592843e-6,4.902834423733724e-5,1.61929103893026e-5
t44,1.188726083015334e-5,1.202233886838787e-5,1.4206424510050082e-5,1.4087567701866708e-5,1.5767958516328764e-5,1.4160493505001978e-5,1.0559257311465722e-5,9.241282960685007e-6,4.8911026035917325e-5,1.586642679493677e-5
t45,1.1960516993693331e-5,1.4506681497068589e-5,1.9558641066135043e-5,1.704293883562562e-5,1.5653286324735925e-5,1.4061102214587173e-5,1.1329573477783484e-5,9.30076898703535e-6,4.876370266563001e-5,1.898543101929898e-5
t46,1.1216622701650412e-5,1.2220541314303859e-5,3.875417660041281e-5,1.466565951361098e-5,1.4588028197921364e-5,2.0139664777063277e-5,1.6735525682242404e-5,8.458689465610434e-6,4.8631511488699406e-5,4.021733588673714e-5
t47,1.0352598248416633e-5,1.0899800348425031e-5,3.36651480146465e-5,1.3260576530961248e-5,1.3324338649916598e-5,7.060043336875909e-5,5.772272570970578e-5,7.708914686419143e-6,4.633348387932458e-5,3.717371982419108e-5
t48,1.0409390639152534e-5,1.0863785884412548e-5,3.347930813344457e-5,1.3282905028279748e-5,1.337746223523089e-5,7.185533140622762e-5,5.653465272333544e-5,7.757714466647048e-6,4.616599377085977e-5,3.707802389414531e-5
t49,1.5296868355013783e-5,1.7347668078692575e-5,3.235283048566988e-5,2.0758333332712927e-5,1.96746276583674e-5,7.042919343717462e-5,5.393569559761162e-5,1.1682001421763021e-5,4.523375007819192e-5,3.563051625216038e-5
t50,2.2390151740593832e-5,3.0447436806723172e-5,3.21244095739324e-5,3.42626427972402e-5,2.817224757178124e-5,6.8484173525009e-5,5.160021399798658e-5,1.8017886969101285e-5,4.375904917495801e-5,3.3536660793318045e-5
t51,3.514586770145253e-5,3.144599612361591e-5,3.4658870624232395e-5,3.5121623438519496e-5,4.20485340151407e-5,6.694566670497658e-5,5.046822641930208e-5,2.8616322363052473e-5,4.273250052834435e-5,3.2140520577535005e-5
t52,3.800829631088189e-5,3.4302329108944556e-5,3.399974504983e-5,3.788108157567753e-5,4.4917252243031716e-5,6.626057977718246e-5,5.005728151570494e-5,2.905972905772863e-5,4.224776654340946e-5,3.184250522307147e-5
t53,1.4924628566681697e-5,1.4100429518014575e-5,3.604771011227758e-5,1.7077553108584144e-5,1.9394238904227307e-5,6.916236471138162e-5,5.34362237342041e-5,1.1673421654158456e-5,4.479838635763775e-5,3.611098661202719e-5
t54,1.0616009816838783e-5,1.0499152450978395e-5,1.2584605537404904e-5,1.2285483022557668e-5,1.424883785616959e-5,7.141465539817966e-5,5.543321687995985e-5,8.155623634911342e-6,4.558536728054904e-5,1.36209635699018e-5
t55,4.507610893850673e-6,4.283631313787104e-6,5.0259918003124964e-6,4.86239256299937e-6,5.634794244339386e-6,7.343208360017359e-5,6.174338708534447e-5,3.4491315318185352e-6,4.60714328530285e-5,5.57058414179793e-6
t56,4.60289718603966e-6,4.764326324157152e-6,3.2919021325349376e-6,3.7074120205209416e-6,6.212531402865679e-6,1.829529431598416e-5,1.533831691436731e-5,3.700616571694873e-6,4.822099532014081e-5,3.6026380671060356e-6
t57,4.968429186958002e-6,5.0462852239517005e-6,2.961170266803489e-6,3.3554604625333125e-6,6.648551080866785e-6,7.527509731419224e-6,6.030604811300724e-6,4.203585377828369e-6,4.854588047189556e-5,3.3054541400689773e-6
t58,5.076702934813277e-6,5.072872110217117e-6,3.3664031361481634e-6,3.933035254046918e-6,6.490122581574167e-6,6.8648594052373845e-6,4.9813276668831465e-6,4.375179372050996e-6,4.855522267585432e-5,3.7521125652021226e-6
t59,4.820361938895102e-6,4.757914746529238e-6,2.943098209194519e-6,3.527947196252175e-6,6.074813748665555e-6,7.357686512813426e-6,4.921610787350971e-6,4.46474687203328e-6,4.848086052193692e-5,3.295264267052134e-6
t60,5.034217256434049e-6,5.032724235751902e-6,4.007376332740544e-6,3.859172221632065e-6,6.428156033883592e-6,7.105173944535817e-6,4.8470007208338485e-6,4.24198764788144e-6,4.83830676602553e-5,4.510213255720911e-6
t61,5.127913587592549e-6,5.114047561275619e-6,3.886301484987947e-6,3.753454920778541e-6,6.52430148904222e-6,7.061414771684508e-6,4.85006437557329e-6,4.343357230067293e-6,4.8498574533949274e-5,4.304490632759643e-6
t62,5.014185259588601e-6,4.900314408893874e-6,4.991315281860751e-6,4.845558420463836e-6,6.384836775669739e-6,6.876551925908848e-6,4.7391083687729675e-6,4.219911936689311e-6,4.8315667517411145e-5,5.479851287172067e-6
t63,5.342721421094842e-6,4.892441376860616e-6,4.947879085422586e-6,4.827062356979408e-6,6.388631996783873e-6,6.898787164069679e-6,4.7603112558725064e-6,4.155114508455909e-6,4.809607865505252e-5,5.444138702481651e-6
t64,4.999376396433377e-6,4.864614396813608e-6,5.531300385452262e-6,5.327300163534217e-6,6.349713321529712e-6,6.947196881219044e-6,4.861102164251873e-6,3.896554434280687e-6,4.7892225977377146e-5,5.9805993828110786e-6
t65,5.5756759300940354e-6,5.193501190919606e-6,3.032844076071527e-6,3.6788651871374786e-6,6.640240100497606e-6,7.239457445436225e-6,5.032436046465349e-6,4.382295376910371e-6,4.768408585735098e-5,3.2980312623445575e-6
t66,4.8534280631478985e-6,4.154604566633871e-6,1.4504387141385157e-6,2.8770514384544393e-6,4.787581473338734e-6,7.697451442594528e-6,5.690156209281566e-6,4.605910429442465e-6,4.791471344711784e-5,1.542644901418378e-6
t67,4.956127655780643e-6,5.2971409320636066e-6,3.1292753982830654e-6,3.89004858843964e-6,6.681481684989057e-6,7.413095461841221e-6,5.284458429705144e-6,4.211680169508303e-6,4.781458499033078e-5,3.352718478412806e-6
t68,5.189217606409156e-6,5.084977187965267e-6,4.1337218936083175e-6,3.962011153039838e-6,6.624319004061111e-6,7.208911894220111e-6,5.039283808337319e-6,3.868295375621811e-6,4.774806162165048e-5,4.4786987964484585e-6
t69,4.9681373097406e-6,5.0714637605422945e-6,6.179931186246274e-6,6.167350751047613e-6,6.842924720265034e-6,6.755262279313059e-6,4.590632517777742e-6,3.762907828982365e-6,4.769586654458833e-5,6.823795259733204e-6
t70,5.2879268943601035e-6,5.306431519261995e-6,6.468935106761155e-6,6.49976953279481e-6,7.229269936333697e-6,6.548297107593431e-6,5.179191980894818e-6,3.9549666408075014e-6,4.751981217263378e-5,7.202119771402317e-6
t71,4.730468525222932e-6,5.32058067540051e-6,3.568312510480866e-5,6.5765667855126616e-6,6.8878984987184466e-6,5.837521501967453e-6,5.102130732537038e-6,3.5521100477565334e-6,4.7993566038822055e-5,4.161085076999315e-5
t72,4.822846548169223e-6,5.2469424366348816e-6,3.4584209407206554e-5,6.5187587590779365e-6,6.600279975022712e-6,5.403729530651562e-6,6.956867539887985e-6,3.43363475941309e-6,4.781011031428367e-5,4.1253998550221994e-5
t73,4.329669825027969e-6,4.490977100529856e-6,3.731979651111325e-5,5.5593073818612934e-6,5.916853089998463e-6,2.1054390581443997e-5,6.41133207415138e-5,3.1519073393601757e-6,4.617857373493468e-5,3.888233306107891e-5
t74,4.736495974559817e-6,4.731804770396915e-6,3.8282256513836794e-5,5.933959152107187e-6,6.638015016289946e-6,6.628087558943946e-6,6.384176450545802e-5,3.4627890189559198e-6,4.632540923772956e-5,3.907008365853904e-5
t75,5.489695730778805e-6,5.3288441746696465e-6,3.756748172785736e-5,6.723546373954854e-6,7.41438951317401e-6,5.727324068309289e-6,6.346141458508925e-5,4.0528320070891275e-6,4.610314090500083e-5,3.8779777501504594e-5
t76,5.883830011854099e-6,5.674074682421542e-6,3.7987388616922903e-5,7.167386587005258e-6,7.925860210617252e-6,1.4420846549881379e-5,6.282145843794933e-5,4.396570911191119e-6,4.601558043318923e-5,4.375497052980827e-5
t77,4.845223296154512e-6,4.86246981325224e-6,7.85426038719184e-6,6.004285918226235e-6,6.968785504220841e-6,2.8497432815600954e-5,6.610253390653618e-5,3.5943074826457308e-6,4.573591036276106e-5,8.187167698807196e-6
t78,5.167347329466308e-6,5.3929769228025195e-6,4.029018634800569e-6,3.997793546269099e-6,8.297488347715553e-6,7.444422778165581e-6,6.501537823296441e-5,3.7699050831579327e-6,4.6149115447556464e-5,4.387935142997137e-6
t79,5.245217413616116e-6,5.372380063748525e-6,2.7644093234311654e-6,4.197054418367126e-6,6.780023871050247e-6,7.214951562841323e-6,7.354773301885727e-6,4.181386827190737e-6,4.697464040342292e-5,2.8019064216392944e-6
t80,5.283786345492454e-6,5.420105397632174e-6,2.7193223525583228e-6,4.2540046713237165e-6,6.7957920219297304e-6,7.4237290436736785e-6,5.8998191353029425e-6,4.122448780827449e-6,4.6992863004373605e-5,2.9450788159619803e-6
t81,5.413071217384607e-6,5.347824219844022e-6,2.7341403000895613e-6,4.279349108080277e-6,6.6681546644002254e-6,7.77430208265958e-6,5.327674026770903e-6,4.246933859863932e-6,4.745222039256379e-5,3.0886099341390428e-6
t82,5.504995336931533e-6,5.397344613409897e-6,2.7416000606184356e-6,4.292483026033515e-6,6.259627016266394e-6,7.755906983869234e-6,5.265174923382735e-6,4.3297337187544285e-6,4.7487664966069175e-5,3.037841634456998e-6
t83,5.760833121354747e-6,5.502037620692816e-6,2.747481792018532e-6,4.33921259179927e-6,5.219647321444265e-6,7.701613524234349e-6,4.423635308360205e-6,4.5408428912867084e-6,4.754798882182734e-5,2.76564831710552e-6
t84,5.593220531517947e-6,5.50453740602048e-6,2.6809460221623626e-6,4.4688515280170305e-6,5.1967231584517245e-6,8.029490545744579e-6,4.35897674838217e-6,4.44433995762146e-6,4.753006516521475e-5,2.724137091916181e-6
t85,5.655475505616504e-6,5.517139246880748e-6,3.2500304873996487e-6,4.125978405799389e-6,6.811660396171247e-6,5.277106497340827e-6,4.409994309352011e-6,4.443654037167994e-6,4.7489621951823877e-5,3.351540664468862e-6
t86,5.491271994369227e-6,5.5065430869986e-6,4.827610048916347e-6,4.594318053750907e-6,6.637742187275147e-6,5.039969879323151e-6,4.299649623542337e-6,4.25125963392497e-6,4.785140727592937e-5,4.918468952719411e-6
t87,5.326001471846269e-6,5.5141951442207984e-6,4.553319786265034e-6,4.418563753307055e-6,7.697963860789017e-6,5.993316196893555e-6,5.0844261595789204e-6,4.088083504977611e-6,4.774468550324283e-5,4.640213953661779e-6
t88,5.472861628161489e-6,5.566804762030384e-6,4.553266362276772e-6,4.3759224279570465e-6,7.416462900959399e-6,6.341219401923765e-6,5.449453225123096e-6,4.163639012954659e-6,4.772525463770748e-5,4.5967939563879185e-6
t89,5.395945006000431e-6,5.615362422820189e-6,3.6087825218422714e-6,4.4701277276888894e-6,6.608184129625011e-6,6.580912924332682e-6,5.5796759409565345e-6,4.1212156141458715e-6,4.7788377072748016e-5,3.689495083824459e-6
t90,5.7177952132560666e-6,5.609213821014651e-6,2.5134530257014016e-6,4.676380285735867e-6,5.861608544326398e-6,5.50472972298295e-6,4.7669289791457e-6,4.411504332568415e-6,4.793309106210934e-5,2.592434808658847e-6
t91,5.488176962802267e-6,5.712958676611559e-6,4.5300222529610415e-6,4.333635751513858e-6,5.382911041612975e-6,5.218187797666815e-6,4.636694184259633e-6,4.097760550132779e-6,4.840240228642204e-5,4.600758503667763e-6
t92,5.543807277378075e-6,7.544993720278777e-6,6.101032386545955e-6,6.041093340771525e-6,6.468917613372567e-6,4.836811620505867e-6,4.271324619765201e-6,4.104250124423447e-6,4.844862030627602e-5,6.363135115506919e-6
t93,4.717725548543461e-5,4.8099655253578476e-5,3.895555852984948e-5,4.18286628567525e-5,5.239351323382773e-5,4.064410979427306e-6,3.396218214667956e-6,4.153181287229532e-5,4.4312390987745095e-5,3.308397279802666e-5
t94,4.075796241267974e-5,3.947038485995933e-5,3.407779253093418e-5,3.709692575621329e-5,4.416119367046235e-5,5.0780853687971203e-5,3.588190139774931e-5,3.598895812990292e-5,4.2380823758065664e-5,2.9818353343045566e-5
t95,4.324723201720316e-5,4.250574741014704e-5,3.613488143820582e-5,4.07558419301088e-5,4.7934167213820805e-5,5.7079047779812455e-5,4.177073800504155e-5,3.737645422506784e-5,4.1677141355687566e-5,2.9214650882091258e-5
t96,4.163250498936279e-5,4.6917495644908984e-5,3.633491079245572e-5,4.36046779647793e-5,5.2732388148207324e-5,5.793495130726806e-5,4.260052545484942e-5,3.761371797729668e-5,4.1714013714354604e-5,2.9346582983791314e-5
t97,5.016484838042628e-5,5.04826365080654e-5,3.405403637012296e-5,4.726729355000096e-5,5.7128942142350124e-5,5.6399781531867996e-5,5.2304035465440385e-5,4.6938862746843114e-5,4.083163667665689e-5,2.8621416143598597e-5
t98,5.108162119863188e-5,5.013978765075904e-5,4.653551974302394e-5,4.9133650193563004e-5,5.707405028474115e-5,5.5802696845013874e-5,5.428869492687514e-5,4.881799930805019e-5,4.0442682431137116e-5,2.832398427357073e-5
t99,5.3103823523204446e-5,5.2191768556825036e-5,4.447250913931526e-5,5.018710668172065e-5,5.8895357002072155e-5,5.441291001852183e-5,5.1235764656535044e-5,5.036074547330356e-5,4.032589663324911e-5,2.8474764801202094e-5
t100,5.217910354406952e-5,5.0560442036596546e-5,4.266813953466106e-5,4.8833686303583786e-5,5.766141407307571e-5,5.3439935099208983e-5,5.098657413612476e-5,4.917706632406365e-5,4.0381241761772635e-5,2.8896354394958305e-5
t101,5.21208007839446e-5,5.0448226038303975e-5,4.528180986868956e-5,4.9015565305778524e-5,5.7727726589362215e-5,5.446275708437698e-5,4.9212537299265344e-5,4.9279499310667696e-5,4.061826823405641e-5,2.9253378163294613e-5
t102,5.216219247317518e-5,5.053507301887304e-5,4.373704464202419e-5,4.895293643761167e-5,5.796244739036232e-5,5.4497582450050095e-5,4.8800874345339335e-5,4.918145135174619e-5,4.057080173214591e-5,2.950080720402285e-5
t103,5.239473062285615e-5,5.060069391654837e-5,4.4671486978265675e-5,4.88125303653965e-5,5.833927820904532e-5,5.492668511339666e-5,5.026929861390715e-5,4.9579884031557045e-5,4.040573338375145e-5,2.9549165769122646e-5
t104,5.0695816375144455e-5,5.107826410107384e-5,3.628900578393874e-5,4.896269026808934e-5,5.7025538592209437e-5,5.495428035682456e-5,5.395004308249689e-5,4.78663944763078e-5,4.0470664734570736e-5,2.9955494986828574e-5
t105,5.1530678740063356e-5,5.1849424135045333e-5,3.6452916136786736e-5,4.9075704903349104e-5,5.799373043882356e-5,5.453120866172662e-5,5.175448775102862e-5,3.6591226645187314e-5,4.0735878826782365e-5,3.040754644344591e-5
t106,5.201600580149041e-5,5.274487127264964e-5,3.701847053969993e-5,4.9765782575284796e-5,5.857557465620327e-5,5.5966757446619294e-5,4.198306130130208e-5,3.692443638631456e-5,4.106613598145493e-5,3.074208020847305e-5
t107,4.166547785572395e-5,5.356536796174173e-5,3.7447333209400267e-5,5.046946332739085e-5,4.9610169979025803e-5,5.507581837743637e-5,4.2244056322695156e-5,3.744008615230046e-5,4.125784371347912e-5,3.11184135356039e-5
t108,4.121908450609535e-5,5.330540165714546e-5,4.8527205038843534e-5,5.045115307036198e-5,4.920887140505965e-5,5.491619117134488e-5,4.175542603988234e-5,3.710210342864861e-5,4.084853692922599e-5,3.084816856684601e-5
t109,5.154690141972648e-5,5.26021936466171e-5,4.495442022425559e-5,4.991165303062752e-5,5.809252564125727e-5,5.37393268122358e-5,4.121666253183176e-5,3.657233304318879e-5,4.021007489191266e-5,3.0584814229347754e-5
t110,5.1834943760506375e-5,5.2567531764821596e-5,4.5394621243699976e-5,4.988259108208773e-5,5.761356810757362e-5,5.302969574010475e-5,4.0718036289721796e-5,3.688524904852286e-5,4.0004817563008414e-5,3.0568622488754874e-5
t111,5.266481810381959e-5,5.2631342315298765e-5,4.5375812153379926e-5,5.014861858986956e-5,5.795992795242973e-5,5.427963533464852e-5,4.0652710864876684e-5,3.8133170942667725e-5,4.0123532403093564e-5,3.0633555271883374e-5
t112,5.263195560984938e-5,5.243454065234538e-5,4.516443195419071e-5,5.003300281849762e-5,5.787796447749964e-5,5.599852532003927e-5,4.149716678479455e-5,3.8734802761376814e-5,3.993996251638067e-5,3.059038817421972e-5
t113,5.242071713667673e-5,5.27871112176407e-5,3.6472559243854966e-5,5.0372865509529835e-5,5.827326503256337e-5,5.616221914108926e-5,4.234918946058418e-5,3.654548637360318e-5,4.004645265304434e-5,3.095790623926716e-5
t114,4.1197373160727625e-5,5.3428585032842365e-5,4.727828272210482e-5,5.085206139169535e-5,4.937086372376172e-5,5.4312887005214536e-5,4.345158817417123e-5,3.695377171760974e-5,4.03392475157812e-5,3.115104706485548e-5
t115,4.107738772597493e-5,5.33043966380802e-5,4.615584728318402e-5,5.084643384808943e-5,4.946507436327377e-5,5.392915792288086e-5,4.41300084545227e-5,3.6868277136858364e-5,4.0423672816673864e-5,3.110265690464239e-5
t116,5.1628587769853657e-5,5.2546185785850295e-5,4.569173712180978e-5,5.022098205471681e-5,5.869439737645272e-5,5.4643186117335355e-5,4.2807134728614094e-5,3.652703047788005e-5,4.0532035952387935e-5,3.076616648261137e-5
