Time_Index,NG,None,coal,uranium
112,4.154,0,3.372,0.706
113,4.154,0,3.372,0.706
114,4.154,0,3.372,0.706
115,4.154,0,3.372,0.706
116,4.154,0,3.372,0.706
117,4.154,0,3.372,0.706
118,4.154,0,3.372,0.706
119,4.154,0,3.372,0.706
120,4.154,0,3.372,0.706
121,4.154,0,3.372,0.706
122,4.154,0,3.372,0.706
123,4.154,0,3.372,0.706
124,4.154,0,3.372,0.706
125,4.154,0,3.372,0.706
126,4.154,0,3.372,0.706
127,4.154,0,3.372,0.706
128,4.154,0,3.372,0.706
129,4.154,0,3.372,0.706
130,4.154,0,3.372,0.706
131,4.154,0,3.372,0.706
132,4.154,0,3.372,0.706
133,4.154,0,3.372,0.706
134,4.154,0,3.372,0.706
135,4.154,0,3.372,0.706
136,4.154,0,3.372,0.706
137,4.154,0,3.372,0.706
138,4.154,0,3.372,0.706
139,4.154,0,3.372,0.706
140,4.154,0,3.372,0.706
141,4.154,0,3.372,0.706
142,4.154,0,3.372,0.706
143,4.154,0,3.372,0.706
144,4.154,0,3.372,0.706
145,4.154,0,3.372,0.706
146,4.154,0,3.372,0.706
147,4.154,0,3.372,0.706
148,4.154,0,3.372,0.706
149,4.154,0,3.372,0.706
150,4.154,0,3.372,0.706
151,4.154,0,3.372,0.706
152,4.154,0,3.372,0.706
153,4.154,0,3.372,0.706
154,4.154,0,3.372,0.706
155,4.154,0,3.372,0.706
156,4.154,0,3.372,0.706
157,4.154,0,3.372,0.706
158,4.154,0,3.372,0.706
159,4.154,0,3.372,0.706
160,4.154,0,3.372,0.706
161,4.154,0,3.372,0.706
162,4.154,0,3.372,0.706
163,4.154,0,3.372,0.706
164,4.154,0,3.372,0.706
165,4.154,0,3.372,0.706
166,4.154,0,3.372,0.706
167,4.154,0,3.372,0.706
168,4.154,0,3.372,0.706
169,4.154,0,3.372,0.706
170,4.154,0,3.372,0.706
171,4.154,0,3.372,0.706
172,4.154,0,3.372,0.706
173,4.154,0,3.372,0.706
174,4.154,0,3.372,0.706
175,4.154,0,3.372,0.706
176,4.154,0,3.372,0.706
177,4.154,0,3.372,0.706
178,4.154,0,3.372,0.706
179,4.154,0,3.372,0.706
180,4.154,0,3.372,0.706
181,4.154,0,3.372,0.706
182,4.154,0,3.372,0.706
183,4.154,0,3.372,0.706
184,4.154,0,3.372,0.706
185,4.154,0,3.372,0.706
186,4.154,0,3.372,0.706
187,4.154,0,3.372,0.706
188,4.154,0,3.372,0.706
189,4.154,0,3.372,0.706
190,4.154,0,3.372,0.706
191,4.154,0,3.372,0.706
192,4.154,0,3.372,0.706
193,4.154,0,3.372,0.706
194,4.154,0,3.372,0.706
195,4.154,0,3.372,0.706
196,4.154,0,3.372,0.706
197,4.154,0,3.372,0.706
198,4.154,0,3.372,0.706
199,4.154,0,3.372,0.706
200,4.154,0,3.372,0.706
201,4.154,0,3.372,0.706
202,4.154,0,3.372,0.706
203,4.154,0,3.372,0.706
204,4.154,0,3.372,0.706
205,4.154,0,3.372,0.706
206,4.154,0,3.372,0.706
207,4.154,0,3.372,0.706
208,4.154,0,3.372,0.706
209,4.154,0,3.372,0.706
210,4.154,0,3.372,0.706
211,4.154,0,3.372,0.706
212,4.154,0,3.372,0.706
213,4.154,0,3.372,0.706
214,4.154,0,3.372,0.706
215,4.154,0,3.372,0.706
216,4.154,0,3.372,0.706
217,4.154,0,3.372,0.706
218,4.154,0,3.372,0.706
219,4.154,0,3.372,0.706
220,4.154,0,3.372,0.706
221,4.154,0,3.372,0.706
222,4.154,0,3.372,0.706
223,4.154,0,3.372,0.706
224,4.154,0,3.372,0.706
225,4.154,0,3.372,0.706
226,4.154,0,3.372,0.706
227,4.154,0,3.372,0.706
228,4.154,0,3.372,0.706
229,4.154,0,3.372,0.706
230,4.154,0,3.372,0.706
231,4.154,0,3.372,0.706
232,4.154,0,3.372,0.706
233,4.154,0,3.372,0.706
234,4.154,0,3.372,0.706
235,4.154,0,3.372,0.706
236,4.154,0,3.372,0.706
237,4.154,0,3.372,0.706
238,4.154,0,3.372,0.706
239,4.154,0,3.372,0.706
240,4.154,0,3.372,0.706
241,4.154,0,3.372,0.706
242,4.154,0,3.372,0.706
243,4.154,0,3.372,0.706
244,4.154,0,3.372,0.706
245,4.154,0,3.372,0.706
246,4.154,0,3.372,0.706
247,4.154,0,3.372,0.706
248,4.154,0,3.372,0.706
249,4.154,0,3.372,0.706
250,4.154,0,3.372,0.706
251,4.154,0,3.372,0.706
252,4.154,0,3.372,0.706
253,4.154,0,3.372,0.706
254,4.154,0,3.372,0.706
255,4.154,0,3.372,0.706
256,4.154,0,3.372,0.706
257,4.154,0,3.372,0.706
258,4.154,0,3.372,0.706
259,4.154,0,3.372,0.706
260,4.154,0,3.372,0.706
261,4.154,0,3.372,0.706
262,4.154,0,3.372,0.706
263,4.154,0,3.372,0.706
264,4.154,0,3.372,0.706
265,4.154,0,3.372,0.706
266,4.154,0,3.372,0.706
267,4.154,0,3.372,0.706
268,4.154,0,3.372,0.706
269,4.154,0,3.372,0.706
270,4.154,0,3.372,0.706
271,4.154,0,3.372,0.706
272,4.154,0,3.372,0.706
273,4.154,0,3.372,0.706
274,4.154,0,3.372,0.706
275,4.154,0,3.372,0.706
276,4.154,0,3.372,0.706
277,4.154,0,3.372,0.706
278,4.154,0,3.372,0.706
279,4.154,0,3.372,0.706
280,4.154,0,3.372,0.706
281,4.154,0,3.372,0.706
282,4.154,0,3.372,0.706
283,4.154,0,3.372,0.706
284,4.154,0,3.372,0.706
285,4.154,0,3.372,0.706
286,4.154,0,3.372,0.706
287,4.154,0,3.372,0.706
288,4.154,0,3.372,0.706
289,4.154,0,3.372,0.706
290,4.154,0,3.372,0.706
291,4.154,0,3.372,0.706
292,4.154,0,3.372,0.706
293,4.154,0,3.372,0.706
294,4.154,0,3.372,0.706
295,4.154,0,3.372,0.706
296,4.154,0,3.372,0.706
297,4.154,0,3.372,0.706
298,4.154,0,3.372,0.706
299,4.154,0,3.372,0.706
300,4.154,0,3.372,0.706
301,4.154,0,3.372,0.706
302,4.154,0,3.372,0.706
303,4.154,0,3.372,0.706
304,4.154,0,3.372,0.706
305,4.154,0,3.372,0.706
306,4.154,0,3.372,0.706
307,4.154,0,3.372,0.706
308,4.154,0,3.372,0.706
309,4.154,0,3.372,0.706
310,4.154,0,3.372,0.706
311,4.154,0,3.372,0.706
312,4.154,0,3.372,0.706
313,4.154,0,3.372,0.706
314,4.154,0,3.372,0.706
315,4.154,0,3.372,0.706
316,4.154,0,3.372,0.706
317,4.154,0,3.372,0.706
318,4.154,0,3.372,0.706
319,4.154,0,3.372,0.706
320,4.154,0,3.372,0.706
321,4.154,0,3.372,0.706
322,4.154,0,3.372,0.706
323,4.154,0,3.372,0.706
324,4.154,0,3.372,0.706
325,4.154,0,3.372,0.706
326,4.154,0,3.372,0.706
327,4.154,0,3.372,0.706
328,4.154,0,3.372,0.706
329,4.154,0,3.372,0.706
330,4.154,0,3.372,0.706
331,4.154,0,3.372,0.706
332,4.154,0,3.372,0.706
333,4.154,0,3.372,0.706
334,4.154,0,3.372,0.706
335,4.154,0,3.372,0.706
336,4.154,0,3.372,0.706
337,4.154,0,3.372,0.706
338,4.154,0,3.372,0.706
339,4.154,0,3.372,0.706
340,4.154,0,3.372,0.706
341,4.154,0,3.372,0.706
342,4.154,0,3.372,0.706
343,4.154,0,3.372,0.706
344,4.154,0,3.372,0.706
345,4.154,0,3.372,0.706
346,4.154,0,3.372,0.706
347,4.154,0,3.372,0.706
348,4.154,0,3.372,0.706
349,4.154,0,3.372,0.706
350,4.154,0,3.372,0.706
351,4.154,0,3.372,0.706
352,4.154,0,3.372,0.706
353,4.154,0,3.372,0.706
354,4.154,0,3.372,0.706
355,4.154,0,3.372,0.706
356,4.154,0,3.372,0.706
357,4.154,0,3.372,0.706
358,4.154,0,3.372,0.706
359,4.154,0,3.372,0.706
360,4.154,0,3.372,0.706
361,4.154,0,3.372,0.706
362,4.154,0,3.372,0.706
363,4.154,0,3.372,0.706
364,4.154,0,3.372,0.706
365,4.154,0,3.372,0.706
366,4.154,0,3.372,0.706
367,4.154,0,3.372,0.706
368,4.154,0,3.372,0.706
369,4.154,0,3.372,0.706
370,4.154,0,3.372,0.706
371,4.154,0,3.372,0.706
372,4.154,0,3.372,0.706
373,4.154,0,3.372,0.706
374,4.154,0,3.372,0.706
375,4.154,0,3.372,0.706
376,4.154,0,3.372,0.706
377,4.154,0,3.372,0.706
378,4.154,0,3.372,0.706
379,4.154,0,3.372,0.706
380,4.154,0,3.372,0.706
381,4.154,0,3.372,0.706
382,4.154,0,3.372,0.706
383,4.154,0,3.372,0.706
384,4.154,0,3.372,0.706
385,4.154,0,3.372,0.706
386,4.154,0,3.372,0.706
387,4.154,0,3.372,0.706
388,4.154,0,3.372,0.706
389,4.154,0,3.372,0.706
390,4.154,0,3.372,0.706
391,4.154,0,3.372,0.706
392,4.154,0,3.372,0.706
393,4.154,0,3.372,0.706
394,4.154,0,3.372,0.706
395,4.154,0,3.372,0.706
396,4.154,0,3.372,0.706
397,4.154,0,3.372,0.706
398,4.154,0,3.372,0.706
399,4.154,0,3.372,0.706
400,4.154,0,3.372,0.706
401,4.154,0,3.372,0.706
402,4.154,0,3.372,0.706
403,4.154,0,3.372,0.706
404,4.154,0,3.372,0.706
405,4.154,0,3.372,0.706
406,4.154,0,3.372,0.706
407,4.154,0,3.372,0.706
408,4.154,0,3.372,0.706
409,4.154,0,3.372,0.706
410,4.154,0,3.372,0.706
411,4.154,0,3.372,0.706
412,4.154,0,3.372,0.706
413,4.154,0,3.372,0.706
414,4.154,0,3.372,0.706
415,4.154,0,3.372,0.706
416,4.154,0,3.372,0.706
417,4.154,0,3.372,0.706
418,4.154,0,3.372,0.706
419,4.154,0,3.372,0.706
420,4.154,0,3.372,0.706
421,4.154,0,3.372,0.706
422,4.154,0,3.372,0.706
423,4.154,0,3.372,0.706
424,4.154,0,3.372,0.706
425,4.154,0,3.372,0.706
426,4.154,0,3.372,0.706
427,4.154,0,3.372,0.706
428,4.154,0,3.372,0.706
429,4.154,0,3.372,0.706
430,4.154,0,3.372,0.706
431,4.154,0,3.372,0.706
432,4.154,0,3.372,0.706
433,4.154,0,3.372,0.706
434,4.154,0,3.372,0.706
435,4.154,0,3.372,0.706
436,4.154,0,3.372,0.706
437,4.154,0,3.372,0.706
438,4.154,0,3.372,0.706
439,4.154,0,3.372,0.706
440,4.154,0,3.372,0.706
441,4.154,0,3.372,0.706
442,4.154,0,3.372,0.706
443,4.154,0,3.372,0.706
444,4.154,0,3.372,0.706
445,4.154,0,3.372,0.706
446,4.154,0,3.372,0.706
447,4.154,0,3.372,0.706
448,4.154,0,3.372,0.706
449,4.154,0,3.372,0.706
450,4.154,0,3.372,0.706
451,4.154,0,3.372,0.706
452,4.154,0,3.372,0.706
453,4.154,0,3.372,0.706
454,4.154,0,3.372,0.706
455,4.154,0,3.372,0.706
456,4.154,0,3.372,0.706
457,4.154,0,3.372,0.706
458,4.154,0,3.372,0.706
459,4.154,0,3.372,0.706
460,4.154,0,3.372,0.706
461,4.154,0,3.372,0.706
462,4.154,0,3.372,0.706
463,4.154,0,3.372,0.706
464,4.154,0,3.372,0.706
465,4.154,0,3.372,0.706
466,4.154,0,3.372,0.706
467,4.154,0,3.372,0.706
468,4.154,0,3.372,0.706
469,4.154,0,3.372,0.706
470,4.154,0,3.372,0.706
471,4.154,0,3.372,0.706
472,4.154,0,3.372,0.706
473,4.154,0,3.372,0.706
474,4.154,0,3.372,0.706
475,4.154,0,3.372,0.706
476,4.154,0,3.372,0.706
477,4.154,0,3.372,0.706
478,4.154,0,3.372,0.706
479,4.154,0,3.372,0.706
480,4.154,0,3.372,0.706
481,4.154,0,3.372,0.706
482,4.154,0,3.372,0.706
483,4.154,0,3.372,0.706
484,4.154,0,3.372,0.706
485,4.154,0,3.372,0.706
486,4.154,0,3.372,0.706
487,4.154,0,3.372,0.706
488,4.154,0,3.372,0.706
489,4.154,0,3.372,0.706
490,4.154,0,3.372,0.706
491,4.154,0,3.372,0.706
492,4.154,0,3.372,0.706
493,4.154,0,3.372,0.706
494,4.154,0,3.372,0.706
495,4.154,0,3.372,0.706
496,4.154,0,3.372,0.706
497,4.154,0,3.372,0.706
498,4.154,0,3.372,0.706
499,4.154,0,3.372,0.706
500,4.154,0,3.372,0.706
501,4.154,0,3.372,0.706
502,4.154,0,3.372,0.706
503,4.154,0,3.372,0.706
504,4.154,0,3.372,0.706
505,4.154,0,3.372,0.706
506,4.154,0,3.372,0.706
507,4.154,0,3.372,0.706
508,4.154,0,3.372,0.706
509,4.154,0,3.372,0.706
510,4.154,0,3.372,0.706
511,4.154,0,3.372,0.706
512,4.154,0,3.372,0.706
513,4.154,0,3.372,0.706
514,4.154,0,3.372,0.706
515,4.154,0,3.372,0.706
516,4.154,0,3.372,0.706
517,4.154,0,3.372,0.706
518,4.154,0,3.372,0.706
519,4.154,0,3.372,0.706
520,4.154,0,3.372,0.706
521,4.154,0,3.372,0.706
522,4.154,0,3.372,0.706
523,4.154,0,3.372,0.706
524,4.154,0,3.372,0.706
525,4.154,0,3.372,0.706
526,4.154,0,3.372,0.706
527,4.154,0,3.372,0.706
528,4.154,0,3.372,0.706
529,4.154,0,3.372,0.706
530,4.154,0,3.372,0.706
531,4.154,0,3.372,0.706
532,4.154,0,3.372,0.706
533,4.154,0,3.372,0.706
534,4.154,0,3.372,0.706
535,4.154,0,3.372,0.706
536,4.154,0,3.372,0.706
537,4.154,0,3.372,0.706
538,4.154,0,3.372,0.706
539,4.154,0,3.372,0.706
540,4.154,0,3.372,0.706
541,4.154,0,3.372,0.706
542,4.154,0,3.372,0.706
543,4.154,0,3.372,0.706
544,4.154,0,3.372,0.706
545,4.154,0,3.372,0.706
546,4.154,0,3.372,0.706
547,4.154,0,3.372,0.706
548,4.154,0,3.372,0.706
549,4.154,0,3.372,0.706
550,4.154,0,3.372,0.706
551,4.154,0,3.372,0.706
552,4.154,0,3.372,0.706
553,4.154,0,3.372,0.706
554,4.154,0,3.372,0.706
555,4.154,0,3.372,0.706
556,4.154,0,3.372,0.706
557,4.154,0,3.372,0.706
558,4.154,0,3.372,0.706
559,4.154,0,3.372,0.706
560,4.154,0,3.372,0.706
561,4.154,0,3.372,0.706
562,4.154,0,3.372,0.706
563,4.154,0,3.372,0.706
564,4.154,0,3.372,0.706
565,4.154,0,3.372,0.706
566,4.154,0,3.372,0.706
567,4.154,0,3.372,0.706
568,4.154,0,3.372,0.706
569,4.154,0,3.372,0.706
570,4.154,0,3.372,0.706
571,4.154,0,3.372,0.706
572,4.154,0,3.372,0.706
573,4.154,0,3.372,0.706
574,4.154,0,3.372,0.706
575,4.154,0,3.372,0.706
576,4.154,0,3.372,0.706
577,4.154,0,3.372,0.706
578,4.154,0,3.372,0.706
579,4.154,0,3.372,0.706
580,4.154,0,3.372,0.706
581,4.154,0,3.372,0.706
582,4.154,0,3.372,0.706
583,4.154,0,3.372,0.706
584,4.154,0,3.372,0.706
585,4.154,0,3.372,0.706
586,4.154,0,3.372,0.706
587,4.154,0,3.372,0.706
588,4.154,0,3.372,0.706
589,4.154,0,3.372,0.706
590,4.154,0,3.372,0.706
591,4.154,0,3.372,0.706
592,4.154,0,3.372,0.706
593,4.154,0,3.372,0.706
594,4.154,0,3.372,0.706
595,4.154,0,3.372,0.706
596,4.154,0,3.372,0.706
597,4.154,0,3.372,0.706
598,4.154,0,3.372,0.706
599,4.154,0,3.372,0.706
600,4.154,0,3.372,0.706
601,4.154,0,3.372,0.706
602,4.154,0,3.372,0.706
603,4.154,0,3.372,0.706
604,4.154,0,3.372,0.706
605,4.154,0,3.372,0.706
606,4.154,0,3.372,0.706
607,4.154,0,3.372,0.706
608,4.154,0,3.372,0.706
609,4.154,0,3.372,0.706
610,4.154,0,3.372,0.706
611,4.154,0,3.372,0.706
612,4.154,0,3.372,0.706
613,4.154,0,3.372,0.706
614,4.154,0,3.372,0.706
615,4.154,0,3.372,0.706
616,4.154,0,3.372,0.706
617,4.154,0,3.372,0.706
618,4.154,0,3.372,0.706
619,4.154,0,3.372,0.706
620,4.154,0,3.372,0.706
621,4.154,0,3.372,0.706
622,4.154,0,3.372,0.706
623,4.154,0,3.372,0.706
624,4.154,0,3.372,0.706
625,4.154,0,3.372,0.706
626,4.154,0,3.372,0.706
627,4.154,0,3.372,0.706
628,4.154,0,3.372,0.706
629,4.154,0,3.372,0.706
630,4.154,0,3.372,0.706
631,4.154,0,3.372,0.706
632,4.154,0,3.372,0.706
633,4.154,0,3.372,0.706
634,4.154,0,3.372,0.706
635,4.154,0,3.372,0.706
636,4.154,0,3.372,0.706
637,4.154,0,3.372,0.706
638,4.154,0,3.372,0.706
639,4.154,0,3.372,0.706
640,4.154,0,3.372,0.706
641,4.154,0,3.372,0.706
642,4.154,0,3.372,0.706
643,4.154,0,3.372,0.706
644,4.154,0,3.372,0.706
645,4.154,0,3.372,0.706
646,4.154,0,3.372,0.706
647,4.154,0,3.372,0.706
648,4.154,0,3.372,0.706
649,4.154,0,3.372,0.706
650,4.154,0,3.372,0.706
651,4.154,0,3.372,0.706
652,4.154,0,3.372,0.706
653,4.154,0,3.372,0.706
654,4.154,0,3.372,0.706
655,4.154,0,3.372,0.706
656,4.154,0,3.372,0.706
657,4.154,0,3.372,0.706
658,4.154,0,3.372,0.706
659,4.154,0,3.372,0.706
660,4.154,0,3.372,0.706
661,4.154,0,3.372,0.706
662,4.154,0,3.372,0.706
663,4.154,0,3.372,0.706
664,4.154,0,3.372,0.706
665,4.154,0,3.372,0.706
666,4.154,0,3.372,0.706
667,4.154,0,3.372,0.706
668,4.154,0,3.372,0.706
669,4.154,0,3.372,0.706
670,4.154,0,3.372,0.706
671,4.154,0,3.372,0.706
672,4.154,0,3.372,0.706
673,4.154,0,3.372,0.706
674,4.154,0,3.372,0.706
675,4.154,0,3.372,0.706
676,4.154,0,3.372,0.706
677,4.154,0,3.372,0.706
678,4.154,0,3.372,0.706
679,4.154,0,3.372,0.706
680,4.154,0,3.372,0.706
681,4.154,0,3.372,0.706
682,4.154,0,3.372,0.706
683,4.154,0,3.372,0.706
684,4.154,0,3.372,0.706
685,4.154,0,3.372,0.706
686,4.154,0,3.372,0.706
687,4.154,0,3.372,0.706
688,4.154,0,3.372,0.706
689,4.154,0,3.372,0.706
690,4.154,0,3.372,0.706
691,4.154,0,3.372,0.706
692,4.154,0,3.372,0.706
693,4.154,0,3.372,0.706
694,4.154,0,3.372,0.706
695,4.154,0,3.372,0.706
696,4.154,0,3.372,0.706
697,4.154,0,3.372,0.706
698,4.154,0,3.372,0.706
699,4.154,0,3.372,0.706
700,4.154,0,3.372,0.706
701,4.154,0,3.372,0.706
702,4.154,0,3.372,0.706
703,4.154,0,3.372,0.706
704,4.154,0,3.372,0.706
705,4.154,0,3.372,0.706
706,4.154,0,3.372,0.706
707,4.154,0,3.372,0.706
708,4.154,0,3.372,0.706
709,4.154,0,3.372,0.706
710,4.154,0,3.372,0.706
711,4.154,0,3.372,0.706
712,4.154,0,3.372,0.706
713,4.154,0,3.372,0.706
714,4.154,0,3.372,0.706
715,4.154,0,3.372,0.706
716,4.154,0,3.372,0.706
717,4.154,0,3.372,0.706
718,4.154,0,3.372,0.706
719,4.154,0,3.372,0.706
720,4.154,0,3.372,0.706
721,4.154,0,3.372,0.706
722,4.154,0,3.372,0.706
723,4.154,0,3.372,0.706
724,4.154,0,3.372,0.706
725,4.154,0,3.372,0.706
726,4.154,0,3.372,0.706
727,4.154,0,3.372,0.706
728,4.154,0,3.372,0.706
729,4.154,0,3.372,0.706
730,4.154,0,3.372,0.706
731,4.154,0,3.372,0.706
732,4.154,0,3.372,0.706
733,4.154,0,3.372,0.706
734,4.154,0,3.372,0.706
735,4.154,0,3.372,0.706
736,4.154,0,3.372,0.706
737,4.154,0,3.372,0.706
738,4.154,0,3.372,0.706
739,4.154,0,3.372,0.706
740,4.154,0,3.372,0.706
741,4.154,0,3.372,0.706
742,4.154,0,3.372,0.706
743,4.154,0,3.372,0.706
744,4.154,0,3.372,0.706
745,4.154,0,3.372,0.706
746,4.154,0,3.372,0.706
747,4.154,0,3.372,0.706
748,4.154,0,3.372,0.706
749,4.154,0,3.372,0.706
750,4.154,0,3.372,0.706
751,4.154,0,3.372,0.706
752,4.154,0,3.372,0.706
753,4.154,0,3.372,0.706
754,4.154,0,3.372,0.706
755,4.154,0,3.372,0.706
756,4.154,0,3.372,0.706
757,4.154,0,3.372,0.706
758,4.154,0,3.372,0.706
759,4.154,0,3.372,0.706
760,4.154,0,3.372,0.706
761,4.154,0,3.372,0.706
762,4.154,0,3.372,0.706
763,4.154,0,3.372,0.706
764,4.154,0,3.372,0.706
765,4.154,0,3.372,0.706
766,4.154,0,3.372,0.706
767,4.154,0,3.372,0.706
768,4.154,0,3.372,0.706
769,4.154,0,3.372,0.706
770,4.154,0,3.372,0.706
771,4.154,0,3.372,0.706
772,4.154,0,3.372,0.706
773,4.154,0,3.372,0.706
774,4.154,0,3.372,0.706
775,4.154,0,3.372,0.706
776,4.154,0,3.372,0.706
777,4.154,0,3.372,0.706
778,4.154,0,3.372,0.706
779,4.154,0,3.372,0.706
780,4.154,0,3.372,0.706
781,4.154,0,3.372,0.706
782,4.154,0,3.372,0.706
783,4.154,0,3.372,0.706
784,4.154,0,3.372,0.706
785,4.154,0,3.372,0.706
786,4.154,0,3.372,0.706
787,4.154,0,3.372,0.706
788,4.154,0,3.372,0.706
789,4.154,0,3.372,0.706
790,4.154,0,3.372,0.706
791,4.154,0,3.372,0.706
792,4.154,0,3.372,0.706
793,4.154,0,3.372,0.706
794,4.154,0,3.372,0.706
795,4.154,0,3.372,0.706
796,4.154,0,3.372,0.706
797,4.154,0,3.372,0.706
798,4.154,0,3.372,0.706
799,4.154,0,3.372,0.706
800,4.154,0,3.372,0.706
801,4.154,0,3.372,0.706
802,4.154,0,3.372,0.706
803,4.154,0,3.372,0.706
804,4.154,0,3.372,0.706
805,4.154,0,3.372,0.706
806,4.154,0,3.372,0.706
807,4.154,0,3.372,0.706
808,4.154,0,3.372,0.706
809,4.154,0,3.372,0.706
810,4.154,0,3.372,0.706
811,4.154,0,3.372,0.706
812,4.154,0,3.372,0.706
813,4.154,0,3.372,0.706
814,4.154,0,3.372,0.706
815,4.154,0,3.372,0.706
816,4.154,0,3.372,0.706
817,4.154,0,3.372,0.706
818,4.154,0,3.372,0.706
819,4.154,0,3.372,0.706
820,4.154,0,3.372,0.706
821,4.154,0,3.372,0.706
822,4.154,0,3.372,0.706
823,4.154,0,3.372,0.706
824,4.154,0,3.372,0.706
825,4.154,0,3.372,0.706
826,4.154,0,3.372,0.706
827,4.154,0,3.372,0.706
828,4.154,0,3.372,0.706
829,4.154,0,3.372,0.706
830,4.154,0,3.372,0.706
831,4.154,0,3.372,0.706
832,4.154,0,3.372,0.706
833,4.154,0,3.372,0.706
834,4.154,0,3.372,0.706
835,4.154,0,3.372,0.706
836,4.154,0,3.372,0.706
837,4.154,0,3.372,0.706
838,4.154,0,3.372,0.706
839,4.154,0,3.372,0.706
840,4.154,0,3.372,0.706
841,4.154,0,3.372,0.706
842,4.154,0,3.372,0.706
843,4.154,0,3.372,0.706
844,4.154,0,3.372,0.706
845,4.154,0,3.372,0.706
846,4.154,0,3.372,0.706
847,4.154,0,3.372,0.706
848,4.154,0,3.372,0.706
849,4.154,0,3.372,0.706
850,4.154,0,3.372,0.706
851,4.154,0,3.372,0.706
852,4.154,0,3.372,0.706
853,4.154,0,3.372,0.706
854,4.154,0,3.372,0.706
855,4.154,0,3.372,0.706
856,4.154,0,3.372,0.706
857,4.154,0,3.372,0.706
858,4.154,0,3.372,0.706
859,4.154,0,3.372,0.706
860,4.154,0,3.372,0.706
861,4.154,0,3.372,0.706
862,4.154,0,3.372,0.706
863,4.154,0,3.372,0.706
864,4.154,0,3.372,0.706
865,4.154,0,3.372,0.706
866,4.154,0,3.372,0.706
867,4.154,0,3.372,0.706
868,4.154,0,3.372,0.706
869,4.154,0,3.372,0.706
870,4.154,0,3.372,0.706
871,4.154,0,3.372,0.706
