Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7
,,,,,,,1542,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,1543,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,1544,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,1545,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,1546,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,1547,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,1548,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,1549,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,1550,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,1551,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,1552,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,1553,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,1554,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,1555,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,1556,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,1557,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,1558,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,1559,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,1560,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,1561,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,1562,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,1563,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,1564,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,1565,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,1566,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,1567,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,1568,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,1569,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,1570,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,1571,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,1572,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,1573,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,1574,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,1575,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,1576,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,1577,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,1578,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,1579,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,1580,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,1581,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,1582,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,1583,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,1584,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,1585,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,1586,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,1587,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,1588,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,1589,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,1590,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,1591,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,1592,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,1593,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,1594,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,1595,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,1596,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,1597,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,1598,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,1599,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,1600,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,1601,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,1602,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,1603,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,1604,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,1605,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,1606,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,1607,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,1608,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,1609,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,1610,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,1611,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,1612,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,1613,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,1614,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,1615,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,1616,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,1617,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,1618,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,1619,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,1620,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,1621,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,1622,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,1623,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,1624,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,1625,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,1626,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,1627,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,1628,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,1629,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,1630,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,1631,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,1632,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,1633,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,1634,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,1635,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,1636,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,1637,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,1638,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,1639,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,1640,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,1641,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,1642,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,1643,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,1644,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,1645,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,1646,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,1647,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,1648,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,1649,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,1650,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,1651,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,1652,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,1653,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,1654,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,1655,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,1656,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,1657,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,1658,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,1659,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,1660,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,1661,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,1662,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,1663,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,1664,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,1665,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1666,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,1667,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,1668,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,1669,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,1670,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,1671,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,1672,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,1673,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,1674,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,1675,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1676,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,1677,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,1678,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,1679,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,1680,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,1681,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,1682,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,1683,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,1684,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,1685,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,1686,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,1687,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,1688,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,1689,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,1690,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,1691,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,1692,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1693,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,1694,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,1695,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1696,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,1697,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,1698,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,1699,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,1700,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,1701,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,1702,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,1703,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,1704,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,1705,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,1706,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,1707,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,1708,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,1709,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,1710,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,1711,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,1712,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,1713,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,1714,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,1715,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,1716,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,1717,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,1718,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,1719,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,1720,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,1721,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,1722,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,1723,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,1724,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,1725,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,1726,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,1727,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,1728,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,1729,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,1730,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,1731,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,1732,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,1733,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,1734,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,1735,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,1736,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,1737,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,1738,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,1739,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,1740,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,1741,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,1742,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,1743,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,1744,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,1745,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,1746,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,1747,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,1748,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,1749,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,1750,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,1751,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,1752,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,1753,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,1754,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,1755,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,1756,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,1757,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,1758,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,1759,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,1760,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,1761,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,1762,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,1763,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,1764,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,1765,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,1766,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,1767,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,1768,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,1769,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,1770,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,1771,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,1772,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,1773,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,1774,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,1775,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,1776,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,1777,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,1778,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,1779,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,1780,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,1781,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,1782,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,1783,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,1784,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,1785,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,1786,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,1787,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,1788,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,1789,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,1790,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,1791,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,1792,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,1793,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,1794,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,1795,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,1796,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,1797,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,1798,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,1799,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,1800,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,1801,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,1802,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,1803,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,1804,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,1805,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,1806,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,1807,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,1808,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,1809,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,1810,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,1811,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,1812,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,1813,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,1814,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,1815,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,1816,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,1817,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,1818,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,1819,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,1820,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,1821,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,1822,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,1823,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,1824,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,1825,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,1826,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,1827,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,1828,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,1829,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,1830,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,1831,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,1832,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,1833,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1834,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,1835,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,1836,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,1837,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,1838,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,1839,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,1840,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,1841,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,1842,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,1843,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1844,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,1845,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,1846,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,1847,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,1848,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,1849,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,1850,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,1851,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,1852,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,1853,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,1854,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,1855,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,1856,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,1857,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,1858,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,1859,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,1860,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1861,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,1862,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,1863,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1864,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,1865,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,1866,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,1867,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,1868,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,1869,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,1870,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,1871,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,1872,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,1873,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,1874,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,1875,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,1876,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,1877,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,1878,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,1879,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,1880,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,1881,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,1882,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,1883,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,1884,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,1885,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,1886,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,1887,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,1888,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,1889,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,1890,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,1891,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,1892,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,1893,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,1894,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,1895,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,1896,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,1897,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,1898,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,1899,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,1900,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,1901,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,1902,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,1903,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,1904,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,1905,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,1906,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,1907,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,1908,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,1909,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,1910,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,1911,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,1912,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,1913,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,1914,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,1915,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,1916,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,1917,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,1918,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,1919,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,1920,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,1921,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,1922,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,1923,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,1924,0.846,4.974,1.872,3.858,1.316,2.804,0
