Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_naturalgas_ccs100_moderate_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,MIDAT_naturalgas_ccs100_moderate_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_naturalgas_ccs100_moderate_0,NE_offshorewind_class10_moderate_floating_1_250_1,SE_offshorewind_class10_moderate_floating_1_250_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
t42,702.4290000000001,0.0,0.0,0.0,0.0,7128.760319999999,0.0,0.0,766.5263551823998,48.105277020822,825.9877341165999,2763.71784,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,639.57631079,337.74959624582397,329.8398349512,1838.758428,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.216462600584,2493.9617529568,0.0,0.0,0.0,23151.29933728143,0.0,0.0,0.0,0.0,0.0,20807.779396205806,0.0,0.0,0.0,0.0,0.0,6746.18265387409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72002.52515692844,0.0,0.0,0.0,0.0,2815.3713645853873,0.0,0.0,0.0,0.0,14301.780589547305,0.0,0.0,0.0,0.0,9397.261832202796,197.14106418412933,0.0,0.0,1166.2367694519999,0.0,26739.824922432785,0.0,32871.830974799996,10286.508146262437,0.0,89.28603767199999,3408.480554304,2557.30931435,11736.240606579704,0.0,16498.114082463002,0.0,2301.297664486,2505.4895156800003,9210.793155249286,0.0,0.0,342.45864515499994,0.0,295190.44069555984
t43,936.5720000000001,0.0,0.0,5780.411241736538,0.0,19802.112,0.0,0.0,531.8195419788,48.029384462766004,554.7347186395999,3155.835072,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,928.0440782560001,337.5477085344,154.1726199216,2758.1376419999997,0.0,553.5735113614849,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.218429410338,1449.7590096499998,0.0,0.0,0.0,46271.8491446492,0.0,0.0,0.0,0.0,0.0,32786.040360834544,0.0,0.0,0.0,0.0,0.0,11146.215323145012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19089.856259339645,0.0,0.0,0.0,0.0,164.33711400380668,0.0,0.0,0.0,0.0,1818.6412064534495,0.0,0.0,0.0,0.0,1051.4658827778376,8.629529890869216,0.0,0.0,2229.678620832,0.0,28489.372424256035,0.0,35035.182495696004,9999.682462946688,0.0,153.898649264,4044.0535836239997,2884.4667385969997,11763.390781867947,0.0,17377.968950178998,0.0,3253.688139306,3479.9784288,10135.656905897287,0.0,0.0,595.0067555960001,0.0,286951.6267159078
t44,1170.7150000000001,0.0,0.0,0.0,0.0,19802.112,0.0,0.0,437.5236934776,47.964957487523996,350.3993637202,3547.952304,0.0,0.0,0.0,0.5,294.1438845063011,0.0,0.0,1301.1,674.3301197415001,337.34626448544,51.405857479199994,3677.516856,0.0,6287.2763415007785,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.227885258739995,644.8552085136,0.0,0.0,0.0,46271.8491446492,0.0,0.0,0.0,0.0,0.0,32786.040360834544,0.0,0.0,0.0,0.0,0.0,11577.426458760769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.72038437782058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2777.469786934,0.0,30144.634922934383,0.0,38766.670925808,11889.92439073032,0.0,278.44521616000003,4936.647994128,3477.901320727,12286.298092330428,0.0,20386.962106001,0.0,1972.2392776069998,4312.57989432,10383.712037630994,0.0,0.0,280.309738445,0.0,278172.20178854937
t45,1404.8580000000002,0.0,0.0,0.0,0.0,7128.760319999999,0.0,0.0,328.296773622,47.893410604116006,0.0,3940.069536,0.0,0.0,0.0,0.5,1022.5918845063013,0.0,0.0,1301.1,611.1837584265,337.171386615168,0.0,2758.1376419999997,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.219610167552,14.569701505800001,0.0,0.0,0.0,32109.153243668643,0.0,0.0,0.0,0.0,0.0,30189.837655114443,0.0,0.0,0.0,0.0,0.0,11577.426458760769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3915.3236410499994,0.0,31774.751990930014,0.0,47895.61306233599,17936.631899423133,0.0,374.82434517599995,5630.037782976,4111.612961626999,17647.772912818935,0.0,28728.446757370006,0.0,1843.1026715060002,3096.412898,9810.630383478869,0.0,0.0,302.96171190999996,0.0,272719.89239959326
t46,1170.7150000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.4168120096,47.828983628874,0.0,4332.186768,0.0,0.0,0.0,0.5,601.3673088810525,0.0,0.0,1301.1,677.7235203345,336.96994325299204,0.0,1838.7584279999999,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.219438970343994,0.0,0.0,0.0,0.0,30668.860821067865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11577.426458760769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.779182103999,0.0,31194.135890032197,0.0,55382.600457792,26134.354404075744,0.0,446.69908571999997,7293.0485082,4323.664608471,18514.241315887295,0.0,39070.774312811,0.0,2659.450694386,2470.7117916800003,8739.963679814442,0.0,0.0,522.98620726,0.0,261073.48362113972
t47,936.5720000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.79397418319996,47.753091070818,0.0,4724.304,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,924.4941810095,336.788153588544,0.0,919.3792139999998,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.219267493402,0.0,0.0,0.0,0.0,12368.158744028939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10350.032413846155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5461.864771182,0.0,27470.359172546436,0.0,60903.11922964801,25242.449018663927,0.0,522.5249441999999,9581.426239632,4437.069039436001,14977.428035649307,0.0,38901.589660497004,0.0,951.680078016,2169.3929504800003,9462.790509918763,0.0,0.0,166.05484840999998,0.0,239521.8435375
t48,702.4290000000001,0.0,0.0,0.0,0.0,5874.119811327063,0.0,0.0,643.0355762664,47.689129326594,0.0,4724.304,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1151.923221364,336.60681857510394,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.21144109554999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.8495627258253,0.0,0.0,0.0,0.0,0.0,7016.140871879547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5508.1208859,0.0,24577.83894003149,0.0,64008.74025892802,19870.8644157233,0.0,504.48352571199996,10116.763265615999,4638.104903493,11017.667354241816,0.0,34259.642810855,0.0,1009.2962866470001,1487.1633316,10330.342209980381,0.0,0.0,331.933567768,0.0,217448.8711890561
t49,468.28600000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.2567902032,47.624690476481994,0.0,4724.304,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1091.0823488825,336.40221600652796,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.211269898342,0.0,0.0,0.0,0.0,17458.640867917333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2839.161627816266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6232.6980772,0.0,23748.066827895578,0.0,53985.902946,12617.231008343617,0.0,692.307737936,9389.415458567999,1697.0019650430002,9926.270917227235,0.0,32169.561261064,0.0,1605.5514297890002,1443.02594296,12177.770687206414,0.0,0.0,383.367316101,0.0,201911.74138653447
t50,234.14300000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.663955784,47.548809793296,0.0,4724.304,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1121.2609686854998,336.19834486291194,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.212173159428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10233.377876342798,0.0,0.0,0.0,0.0,0.0,1084.9472961773022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6642.494636664,0.0,25991.454240641127,0.0,46988.842880256,13237.1295234031,0.0,1000.0272030719999,7110.239127143999,867.39098567,12513.785063163667,0.0,33818.777332122,0.0,2082.851912841,1224.51517352,12599.550312911597,0.0,0.0,462.68567458300004,0.0,191288.0004907967
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.3467283996,47.486417115227994,0.0,4724.304,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1165.0457086015,336.01745351193597,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.222243863162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5966.3115200699995,0.0,24631.131067539405,0.0,42033.199589664,17140.18638539813,0.0,392.396649944,6763.021150968,1586.0737351399998,17457.60671431079,0.0,37073.291118889,0.0,2333.6134881310004,1088.58005808,13010.659721134134,0.0,0.0,536.051469492,0.0,185172.14522025184
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.7070077648,47.412835934646004,0.0,4565.953702985109,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1142.8983093610002,335.816711356224,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.214417185575996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.28607952083424,0.0,0.0,0.0,0.0,0.7507522133571138,0.0,0.0,0.0,0.0,452.486340046584,228.73966445636083,0.0,0.0,5342.298046013999,0.0,23889.507882809867,0.0,43350.9180192,21900.450392248975,0.0,176.857963664,4605.357337416,2475.135574618,18595.069353253843,0.0,38496.910200862,0.0,1625.2960197630002,1369.56769376,12515.419029614237,0.0,0.0,391.239517691,0.0,190569.89285173942
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.6027097023999,47.34839708453401,0.0,4173.8364709851085,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1271.1424911370002,335.6163963801599,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3428.25,1671.0000000000002,43.214245988368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5871387336833016,0.0,0.0,0.0,0.0,3106.3732865774386,0.0,0.0,0.0,0.0,939.7884741454232,0.0,0.0,0.0,0.0,6084.108481721561,685.2869386270955,0.0,0.0,5039.821168658,0.0,25560.596829330567,0.0,53943.472546656005,25920.03149645244,0.0,96.570249728,4244.236720872001,2050.393100594,15975.099576793646,0.0,38495.985008280004,0.0,985.511874102,978.9125335200001,11869.427671532598,0.0,0.0,177.423605865,0.0,209420.23741346705
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.4309555568,47.270682129762,207.59784265659997,3781.719238985108,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1183.8974103065,335.43471385401597,127.7604004488,0.0,0.0,0.0,0.0,0.0,13.679999999999998,0.0,0.0,2285.5,1114.0000000000002,43.205970897179995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13857.237146935384,0.0,0.0,0.0,0.0,12933.58886110661,0.0,0.0,0.0,0.0,4448.9952643696615,0.0,0.0,0.0,0.0,14706.789624253837,887.3457932788854,0.0,0.0,5232.856488972,0.0,26540.4838076591,0.0,61676.742157055996,29268.03444635487,0.0,406.20874019999997,4505.337142752,1263.164913027,14782.309919238718,0.0,39292.962080228004,0.0,563.6960877419999,521.2008272,11926.679844775053,0.0,0.0,66.46624604399999,0.0,254226.1966060279
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.8725032456,47.206694788596,622.3644895133998,3389.602006985108,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1035.620520333,335.226901943808,188.4353608032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.75,557.0000000000002,43.205799699972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16830.198177887767,0.0,0.0,0.0,0.0,19416.916566306656,0.0,0.0,0.0,0.0,8304.870666288158,0.0,0.0,0.0,0.0,20370.809123209692,1029.2614990754043,0.0,0.0,0.0,0.0,28138.38907419964,0.0,66160.88337177601,32196.52407099489,0.0,489.39930417599993,6458.86780536,1038.323629264,13806.559540501163,0.0,41756.626406070005,0.0,280.72556575000004,342.76597728,11457.278824199471,0.0,0.0,29.580509431,0.0,277539.86438908253
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.61687988439996,47.13311360801401,1042.6492960079997,2997.4847749851083,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,869.1304209675001,335.026159788096,381.79277685359995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.215169949769994,1975.607411372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91460.16874671524,0.0,0.0,0.0,0.0,23847.22057651485,0.0,0.0,0.0,0.0,10085.294113689873,0.0,0.0,0.0,0.0,22041.41515496345,1753.1526980161032,0.0,0.0,0.0,0.0,0.0,0.0,69929.041285008,33582.052339093534,0.0,550.8145297679999,7830.930903312,967.9975387899999,12167.175036128208,0.0,45016.055806753,0.0,150.07513528200002,364.18841520000007,11768.293424849338,0.0,0.0,26.666717505999998,0.0,341034.7984250061
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.2481889816,47.072555201532005,1482.6654601651999,3389.602006985108,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,883.077480349,334.846396823232,625.3844022047999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.206980177451996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95483.8366226195,0.0,0.0,0.0,0.0,26523.94457898384,0.0,0.0,0.0,0.0,12134.145150811615,0.0,0.0,0.0,0.0,21840.16586271911,2505.407080679717,0.0,0.0,0.0,0.0,0.0,0.0,73104.83926771201,35252.31527098245,0.0,568.17125716,7755.016048895999,966.99523876,10444.618855304603,0.0,46195.933653434004,0.0,50.337671953,357.72706776,11590.252983562299,0.0,0.0,6.28200507,0.0,353195.69208729605
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.25027703679996,46.994828635776,1751.3072944226,3781.719238985108,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,969.9841398615,334.644953461056,813.3598067784001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.206808980244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100342.0155429656,0.0,0.0,0.0,0.0,25075.407404673235,0.0,0.0,0.0,0.0,14066.746734289241,0.0,0.0,0.0,0.0,21684.71701386545,2289.8622181132846,0.0,0.0,0.0,0.0,0.0,0.0,75018.745389168,36039.35462803157,0.0,556.241268504,8483.670389639998,1326.647153175,8934.449029706455,0.0,44833.560060456,0.0,96.08470453800001,477.92944296,11291.671720159262,0.0,0.0,29.670685968,0.0,360014.8407343746
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.815603884,46.932700899252,1935.6643998793998,4173.8364709851085,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1084.5351513345001,334.45431939225597,959.2799481552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.208775789998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106393.21124634786,0.0,0.0,0.0,0.0,22022.233329534356,0.0,0.0,0.0,0.0,14685.645385259448,0.0,0.0,0.0,0.0,20819.390594165932,1692.1677218921511,0.0,0.0,0.0,0.0,0.0,0.0,75973.440329616,36852.30448637211,0.0,683.244853368,8032.633210751999,1197.293229878,7713.572110780859,0.0,43244.171758341006,0.0,174.877940133,558.11530184,10447.902212426714,0.0,0.0,36.424880481,0.0,360969.9559615081
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.4121480051999,46.856808605082,2069.5268433973997,4565.953702985109,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1068.467831452,334.25287534329595,998.9018013744001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.208967687522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115032.6243111218,0.0,0.0,0.0,0.0,19418.67699913812,0.0,0.0,0.0,0.0,15353.494074183174,0.0,0.0,0.0,0.0,19557.829838916714,2064.9414382046834,0.0,0.0,5056.725248582,0.0,0.0,0.0,71231.78458963199,34541.23589980417,0.0,324.94814899999994,4792.596536376,660.407705517,6798.74081339184,0.0,36455.792437121,0.0,240.510521497,650.9774638400002,9295.091895657002,0.0,0.0,87.698735916,0.0,352590.2576367485
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.7639981608,46.790547094368,2056.8872087726,4724.304,0.0,0.0,0.0,0.5,728.4480000000001,0.0,0.0,1301.1,1051.288809015,334.067445723648,1003.8329009016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.209956547212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15082.915133180031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111161.1189690545,0.0,0.0,0.0,0.0,16741.11450683259,0.0,0.0,0.0,0.0,16999.21860830936,0.0,0.0,0.0,0.0,17892.163797343695,2943.9370787417415,0.0,0.0,0.0,0.0,15763.793781293938,0.0,49223.67391123201,23743.764890679162,0.0,201.50846655199996,3289.2247878959997,104.28853450699998,5006.018763795541,0.0,26678.602976738002,0.0,304.460045836,558.73003728,7405.1216251625365,0.0,0.0,62.73057075999999,0.0,324987.57935140934
t62,234.14300000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.5547852996,46.714654800198,2049.4161885395997,4724.304,0.0,0.0,0.0,0.5,1138.2,0.0,0.0,1301.1,1006.4881802255002,333.866002361472,976.5407300207999,0.0,0.0,0.0,0.0,0.0,13.679999999999998,0.0,0.0,1142.75,557.0,43.209785350004,5582.1176585468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29435.07548376985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114476.08029927926,0.0,0.0,0.0,0.0,13606.831515398088,0.0,0.0,0.0,0.0,18035.09298771919,0.0,0.0,0.0,0.0,15026.808513349137,3221.738044143019,0.0,0.0,0.0,0.0,8182.489472255586,0.0,48393.375533376005,18928.70830265922,0.0,166.98910669599996,2470.7217844799998,84.551963034,4194.555596036669,0.0,23811.994854615004,0.0,274.61941228800004,430.9028668,5917.825370660196,0.0,0.0,74.594304268,0.0,326420.54039597115
t63,468.28600000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.5483865675999,46.656407507304,1922.5350419835997,4724.304,0.0,0.0,0.0,0.5,1138.2,0.0,0.0,1301.1,902.845511384,333.669200972352,902.001061164,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2285.5,1114.0,43.201509979082,5429.0353264896,0.0,0.0,0.0,4178.700396749651,0.0,0.0,0.0,0.0,0.0,30014.186291147482,0.0,0.0,0.0,0.0,0.0,3378.669841730713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111687.32850145391,0.0,0.0,0.0,0.0,14578.683061474769,0.0,0.0,0.0,0.0,20469.528981561933,0.0,0.0,0.0,0.0,11419.844739177057,3055.374950577247,0.0,0.0,2227.724498682,0.0,7297.470497142112,0.0,49463.178660384,16930.833924356994,0.0,218.647251312,2765.1613481279996,70.81840796,4263.296707988358,0.0,24453.824565914998,0.0,305.09930992200003,488.11263104000005,5099.077445636541,0.0,0.0,60.754042877,0.0,333672.69850126427
t64,234.14300000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.8062839280001,46.578680941548,1697.2649787683997,4724.304,0.0,0.0,0.0,0.5,1138.2,0.0,0.0,1301.1,1087.6260104905,333.482876473152,741.2372926392001,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3428.25,1671.0000000000002,43.201701876605995,4960.785282720401,0.0,0.0,0.0,2408.2632063566302,0.0,0.0,0.0,0.0,0.0,25032.929826538813,0.0,0.0,0.0,0.0,0.0,7298.517827562535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106357.10452541786,0.0,0.0,0.0,0.0,13730.827273676936,0.0,0.0,0.0,0.0,24265.254226551,0.0,0.0,0.0,0.0,7838.021831969973,2546.4947084072546,0.0,0.0,2167.2643125459995,0.0,8928.631226357105,0.0,49859.584953024,18700.370267780498,0.0,95.011262304,4711.76191392,334.26720531099994,5336.4865882682425,0.0,26431.170718159003,0.0,253.46180008200002,562.4065912,5391.787862203006,0.0,0.0,49.077074024000005,0.0,334434.17530949763
