Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,MA_battery,CT_battery,Total
t71,9496.656678399495,0.0,2865.962634379577,0.0,0.0,0.0,0.0,12362.619312779072
t72,8486.759172146703,0.0,2599.5511994522517,0.0,0.0,0.0,0.0,11086.310371598955
t73,7786.87182650221,0.0,2399.8567535024627,0.0,0.0,0.0,0.0,10186.728580004672
t74,7379.129649159771,0.0,2278.9226616873525,0.0,0.0,0.0,0.0,9658.052310847124
t75,7124.816229270931,0.0,2210.672541550032,0.0,0.0,0.0,0.0,9335.488770820963
t76,7046.000086743397,0.0,2162.272161266693,0.0,0.0,0.0,0.0,9208.27224801009
t77,7175.804976778727,0.0,2142.769003657179,0.0,0.0,0.0,0.0,9318.573980435905
t78,7665.555991132146,0.0,2220.791911191476,0.0,0.0,0.0,0.0,9886.347902323621
t79,8810.593852677841,0.0,2549.187138860477,0.0,0.0,0.0,0.0,11359.780991538319
t80,9871.984572048621,0.0,2852.9329013841016,0.0,0.0,0.0,0.0,12724.917473432723
t81,10422.646687840985,0.0,3010.5864113444613,0.0,0.0,0.0,0.0,13433.233099185447
t82,10742.114785552587,0.0,3102.0254471214694,0.0,0.0,0.0,0.0,13844.140232674057
t83,11000.631733042896,0.0,3175.5970851029706,0.0,0.0,0.0,0.0,14176.228818145866
t84,11112.02521448181,0.0,3207.127787095042,0.0,0.0,0.0,0.0,14319.153001576851
t85,11151.958726695759,0.0,3198.2878540535785,0.0,0.0,0.0,0.0,14350.246580749337
t86,11238.131042525862,0.0,3243.9136060857927,0.0,0.0,0.0,0.0,14482.044648611654
t87,11266.504853835773,0.0,3251.270769883943,0.0,0.0,0.0,0.0,14517.775623719717
t88,11278.064554739813,0.0,3254.42384008315,0.0,0.0,0.0,0.0,14532.488394822962
t89,11293.827783245319,0.0,3226.6418371886866,0.0,0.0,0.0,0.0,14520.469620434005
t90,11209.75723121595,0.0,3234.454395488171,0.0,0.0,0.0,0.0,14444.21162670412
t91,10947.036756124173,0.0,3159.831734106935,0.0,0.0,0.0,0.0,14106.868490231107
t92,10701.093453414416,0.0,3091.251379692103,0.0,0.0,0.0,0.0,13792.34483310652
t93,10736.756382823958,0.0,3148.699566889989,0.0,0.0,0.0,0.0,13885.455949713947
t94,10516.216774245031,0.0,3124.367139506109,0.0,0.0,0.0,0.0,13640.58391375114
t95,9495.605796499127,0.0,2863.1796109798406,0.0,0.0,0.0,0.0,12358.785407478968
t96,8447.876541833122,0.0,2588.880965454894,0.0,0.0,0.0,0.0,11036.757507288017
t97,7710.15744777541,0.0,2377.7852621080124,0.0,0.0,0.0,0.0,10087.942709883422
t98,7247.769411613883,0.0,2246.407337141047,0.0,0.0,0.0,0.0,9494.17674875493
t99,7003.964810728713,0.0,2175.988769358753,0.0,0.0,0.0,0.0,9179.953580087466
t100,6915.690731097876,0.0,2138.524207765095,0.0,0.0,0.0,0.0,9054.214938862971
t101,7025.559746926597,0.0,2093.8191787788605,0.0,0.0,0.0,0.0,9119.378925705458
t102,7413.156980745141,0.0,2147.6355228894463,0.0,0.0,0.0,0.0,9560.792503634588
t103,8528.957503379455,0.0,2469.309360480561,0.0,0.0,0.0,0.0,10998.266863860015
t104,9608.213215056476,0.0,2744.2220967099875,0.0,0.0,0.0,0.0,12352.435311766463
t105,10263.963520885552,0.0,2965.392405155825,0.0,0.0,0.0,0.0,13229.355926041379
t106,10693.774218135699,0.0,3087.3111195251695,0.0,0.0,0.0,0.0,13781.085337660868
t107,11017.44584344877,0.0,3179.8011787019136,0.0,0.0,0.0,0.0,14197.247022150683
t108,11171.925482802733,0.0,3223.9441614908146,0.0,0.0,0.0,0.0,14395.869644293547
t109,11218.164286418887,0.0,3237.6074656873784,0.0,0.0,0.0,0.0,14455.771752106266
t110,11309.591011750825,0.0,3255.4422164535063,0.0,0.0,0.0,0.0,14565.033228204331
t111,11309.591011750825,0.0,3263.8830506807717,0.0,0.0,0.0,0.0,14573.474062431596
t112,11282.268082341281,0.0,3255.474863482886,0.0,0.0,0.0,0.0,14537.742945824168
t113,11255.996034832102,0.0,3248.117699684736,0.0,0.0,0.0,0.0,14504.113734516839
t114,11092.058458374833,0.0,3201.872670096364,0.0,0.0,0.0,0.0,14293.931128471197
t115,10748.42007695479,0.0,3070.039350628063,0.0,0.0,0.0,0.0,13818.459427582853
t116,10423.011513617865,0.0,3003.51102847123,0.0,0.0,0.0,0.0,13426.522542089095
t117,10375.083890998041,0.0,3038.4592737158873,0.0,0.0,0.0,0.0,13413.543164713928
t118,10188.47250323086,0.0,3017.3660569296294,0.0,0.0,0.0,0.0,13205.83856016049
t119,9318.453171794827,0.0,2810.9245345919976,0.0,0.0,0.0,0.0,12129.377706386824
t120,8365.907753604486,0.0,2565.918450660708,0.0,0.0,0.0,0.0,10931.826204265195
t121,7617.6798405431055,0.0,2350.109677114619,0.0,0.0,0.0,0.0,9967.789517657724
t122,7165.800623385248,0.0,2223.2848223468604,0.0,0.0,0.0,0.0,9389.08544573211
t123,6913.588967297142,0.0,2149.713184365359,0.0,0.0,0.0,0.0,9063.302151662501
t124,6772.77079264795,0.0,2109.7742951754017,0.0,0.0,0.0,0.0,8882.545087823351
t125,6739.142571836202,0.0,2080.71508457778,0.0,0.0,0.0,0.0,8819.857656413982
t126,6745.372515727845,0.0,2042.3771313772513,0.0,0.0,0.0,0.0,8787.749647105096
t127,7201.202315690107,0.0,2118.857103143689,0.0,0.0,0.0,0.0,9320.059418833796
t128,8000.3639074948,0.0,2307.9245203213777,0.0,0.0,0.0,0.0,10308.288427816176
t129,8864.188829596564,0.0,2564.952489856513,0.0,0.0,0.0,0.0,11429.141319453076
t130,9451.631811901776,0.0,2733.116233814229,0.0,0.0,0.0,0.0,12184.748045716005
t131,9766.89638201191,0.0,2823.504246191502,0.0,0.0,0.0,0.0,12590.400628203412
t132,9881.442509151924,0.0,2855.0349481835738,0.0,0.0,0.0,0.0,12736.477457335499
t133,9879.34074535119,0.0,2855.0349481835738,0.0,0.0,0.0,0.0,12734.375693534763
t134,9790.015783819987,0.0,2829.8103865899157,0.0,0.0,0.0,0.0,12619.826170409902
t135,9709.097877491718,0.0,2806.68787179573,0.0,0.0,0.0,0.0,12515.785749287448
t136,9688.080239484376,0.0,2767.3446115041734,0.0,0.0,0.0,0.0,12455.42485098855
t137,9718.555814595022,0.0,2775.752798702059,0.0,0.0,0.0,0.0,12494.30861329708
t138,9741.675216403099,0.0,2816.147082393352,0.0,0.0,0.0,0.0,12557.822298796451
t139,9622.925561661616,0.0,2781.4633102020725,0.0,0.0,0.0,0.0,12404.388871863688
t140,9442.173874798473,0.0,2714.6720865337907,0.0,0.0,0.0,0.0,12156.845961332263
t141,9518.387787899948,0.0,2766.8218449771985,0.0,0.0,0.0,0.0,12285.209632877148
t142,9420.150479763606,0.0,2763.5131897845977,0.0,0.0,0.0,0.0,12183.663669548205
t143,8757.886702441418,0.0,2624.8669310326954,0.0,0.0,0.0,0.0,11382.753633474113
t144,7942.402347756542,0.0,2421.730759691099,0.0,0.0,0.0,0.0,10364.133107447642
t145,7303.466152333339,0.0,2258.952688137082,0.0,0.0,0.0,0.0,9562.418840470422
t146,6902.029266393104,0.0,2136.2711375658882,0.0,0.0,0.0,0.0,9038.300403958992
t147,6662.428193109404,0.0,2079.294616583066,0.0,0.0,0.0,0.0,8741.72280969247
t148,6521.61001846021,0.0,2039.355727393108,0.0,0.0,0.0,0.0,8560.965745853318
t149,6493.236207150299,0.0,2015.5765167954867,0.0,0.0,0.0,0.0,8508.812723945786
t150,6441.74299403231,0.0,1974.7698003102923,0.0,0.0,0.0,0.0,8416.512794342601
t151,6682.332247406919,0.0,2002.1117803812153,0.0,0.0,0.0,0.0,8684.444027788135
t152,7274.12581251654,0.0,2124.8685945381394,0.0,0.0,0.0,0.0,9398.994407054679
t153,8032.94124640618,0.0,2327.4212015162375,0.0,0.0,0.0,0.0,10360.362447922416
t154,8616.180701109924,0.0,2494.533922074219,0.0,0.0,0.0,0.0,11110.714623184143
t155,8973.480547234742,0.0,2596.4831918485843,0.0,0.0,0.0,0.0,11569.963739083327
t156,9178.40251780633,0.0,2654.289478834049,0.0,0.0,0.0,0.0,11832.691996640378
t157,9264.574833636432,0.0,2679.514040427707,0.0,0.0,0.0,0.0,11944.088874064139
t158,9217.285148119912,0.0,2665.850736231142,0.0,0.0,0.0,0.0,11883.135884351053
t159,9188.911336809999,0.0,2657.442549033257,0.0,0.0,0.0,0.0,11846.353885843255
t160,9217.285148119912,0.0,2665.850736231142,0.0,0.0,0.0,0.0,11883.135884351053
t161,9325.525983857724,0.0,2697.381438223214,0.0,0.0,0.0,0.0,12022.907422080938
t162,9439.021229097372,0.0,2728.9121402152864,0.0,0.0,0.0,0.0,12167.93336931266
t163,9414.850945388927,0.0,2722.6059998168716,0.0,0.0,0.0,0.0,12137.456945205799
t164,9340.238330462864,0.0,2709.1147685893548,0.0,0.0,0.0,0.0,12049.35309905222
t165,9533.474432478553,0.0,2797.8369619758773,0.0,0.0,0.0,0.0,12331.311394454431
t166,9425.743125464705,0.0,2794.8242131843335,0.0,0.0,0.0,0.0,12220.567338649038
t167,8616.017645891858,0.0,2592.448041842738,0.0,0.0,0.0,0.0,11208.465687734595
t168,7745.887432387893,0.0,2367.99549610537,0.0,0.0,0.0,0.0,10113.882928493262
