,Power Emissions,HSC Emissions,CSC Emissions,Biorefinery Emissions,Biomass Emissions,Biomass Capture,Synfuel Production Emissions,Conventional Fuels,Synfuels,Biofuels,Total
t22,1.0076639720087368e-5,1.4223099770535854e-6,-3222.1462878482794,0,0,0,0,0,0,0,-3222.1462763493296
t23,1.0087647367420604e-5,1.421762118820746e-6,-3222.146287848287,0,0,0,0,0,0,0,-3222.1462763388777
t24,1.0095303631322075e-5,1.42177010873292e-6,-3222.1462878482544,0,0,0,0,0,0,0,-3222.1462763311806
t25,1.0078103946955729e-5,1.4223302949448865e-6,-3222.1462878482266,0,0,0,0,0,0,0,-3222.1462763477925
t26,1.0046597867214876e-5,1.4223326105641907e-6,-3222.1462878481884,0,0,0,0,0,0,0,-3222.146276379258
t27,1.000581569860881e-5,1.42177833177617e-6,-3222.1462878481916,0,0,0,0,0,0,0,-3222.1462764205976
t28,9.93094957582712e-6,1.4217919724284045e-6,-3222.1462878481134,0,0,0,0,0,0,0,-3222.1462764953717
t29,9.816121564279551e-6,1.4223592136029213e-6,-3222.146287847972,0,0,0,0,0,0,0,-3222.146276609491
t30,9.501206795898245e-6,1.4216935207799423e-6,-3222.146287845879,0,0,0,0,0,0,0,-3222.146276922979
t31,9.33516149499507e-6,1.4211609849706786e-6,-3222.146287844581,0,0,0,0,0,0,0,-3222.1462770882586
t32,9.264913644748073e-6,1.421143339850329e-6,-3222.146287844596,0,0,0,0,0,0,0,-3222.146277158539
t33,9.233212968845187e-6,1.4217035166871366e-6,-3222.1462878445745,0,0,0,0,0,0,0,-3222.146277189658
t34,9.209697206676835e-6,1.4217001907112412e-6,-3222.1462878445873,0,0,0,0,0,0,0,-3222.14627721319
t35,9.204638876367125e-6,1.4211414551205501e-6,-3222.1462878446396,0,0,0,0,0,0,0,-3222.1462772188593
t36,9.226353367025219e-6,1.4211390419655505e-6,-3222.146287844635,0,0,0,0,0,0,0,-3222.146277197143
t37,9.25397968290002e-6,1.421684039438738e-6,-3222.1462878446414,0,0,0,0,0,0,0,-3222.1462771689776
t38,9.308792834653802e-6,1.4216830835179797e-6,-3222.146287844579,0,0,0,0,0,0,0,-3222.146277114103
t39,9.410719809867498e-6,1.42113729923868e-6,-3222.146287844538,0,0,0,0,0,0,0,-3222.146277012681
t40,9.571453878546548e-6,1.4211429705316983e-6,-3222.14628784464,0,0,0,0,0,0,0,-3222.1462768520432
t41,9.926859588297383e-6,1.421702788822084e-6,-3222.146287845722,0,0,0,0,0,0,0,-3222.1462764971593
t42,1.3394073978889122e-5,1.4224359495802434e-6,-3222.1462878502666,0,0,0,0,0,0,0,-3222.1462730337566
t43,1.0266323251042683e-5,1.4218724233883472e-6,-3222.1462878503626,0,0,0,0,0,0,0,-3222.146276162167
t44,1.0380793910796852e-5,1.4218313379278597e-6,-3222.146287850645,0,0,0,0,0,0,0,-3222.14627604802
t45,1.0386203822370743e-5,1.4223902716117343e-6,-3222.1462878502753,0,0,0,0,0,0,0,-3222.146276041681
t46,1.0412881848461544e-5,1.4223759843612302e-6,-3222.1462878501916,0,0,0,0,0,0,0,-3222.146276014934
t47,1.0428671794361823e-5,1.4218059460372987e-6,-3222.146287850106,0,0,0,0,0,0,0,-3222.1462759996284
t48,1.0445836721764802e-5,1.4218079595346646e-6,-3222.1462878500606,0,0,0,0,0,0,0,-3222.146275982416
t49,1.044399072215091e-5,1.4223627572073393e-6,-3222.1462878500074,0,0,0,0,0,0,0,-3222.146275983654
t50,1.043486416814972e-5,1.4223611845944468e-6,-3222.1462878499706,0,0,0,0,0,0,0,-3222.1462759927454
t51,1.0425843800324812e-5,1.4218188949845358e-6,-3222.1462878499156,0,0,0,0,0,0,0,-3222.1462760022528
t52,1.0394902151620388e-5,1.4218068118804657e-6,-3222.1462878497746,0,0,0,0,0,0,0,-3222.1462760330655
t53,1.0345937734536287e-5,1.4223678143921954e-6,-3222.146287849532,0,0,0,0,0,0,0,-3222.1462760812265
t54,1.0186565064145603e-5,1.4223924380374139e-6,-3222.14628784889,0,0,0,0,0,0,0,-3222.1462762399324
t55,1.01179086425181e-5,1.4218577041578249e-6,-3222.1462878483567,0,0,0,0,0,0,0,-3222.14627630859
t56,1.004037939898065e-5,1.4218575487231117e-6,-3222.146287848222,0,0,0,0,0,0,0,-3222.146276385985
t57,9.945627952387816e-6,1.4223879980719432e-6,-3222.1462878480847,0,0,0,0,0,0,0,-3222.146276480069
t58,9.64080966446665e-6,1.4224619240051151e-6,-3222.1462878454986,0,0,0,0,0,0,0,-3222.146276782227
t59,9.564812329570862e-6,1.4219485031902925e-6,-3222.14628784461,0,0,0,0,0,0,0,-3222.146276857849
t60,9.617783586903893e-6,1.4219421484517018e-6,-3222.146287844418,0,0,0,0,0,0,0,-3222.146276804692
t61,9.738857609049788e-6,1.422483085789846e-6,-3222.14628784407,0,0,0,0,0,0,0,-3222.146276682729
t62,9.969451159019153e-6,1.4224610503557198e-6,-3222.1462878440375,0,0,0,0,0,0,0,-3222.146276452125
t63,1.03906007885929e-5,1.4219150304717114e-6,-3222.1462878442903,0,0,0,0,0,0,0,-3222.1462760317745
t64,1.115146932342348e-5,1.4219143416720566e-6,-3222.1462878453344,0,0,0,0,0,0,0,-3222.146275271951
t65,1137.7545738407557,1.4231827079878734e-6,-3222.1462878326724,0,0,0,0,0,0,0,-2084.391712568734
t66,21176.89341410379,1.4202036217566633e-6,-3222.1461680971106,0,0,0,0,0,0,0,17954.747247426883
t67,22551.955675925743,1.41898673941056e-6,-3222.1462852072123,0,0,0,0,0,0,0,19329.80939213752
t68,22551.734612354107,1.4221317224388717e-6,-3222.146287792196,0,0,0,0,0,0,0,19329.588325984045
t69,22551.734613846373,1.4227077962156246e-6,-3222.1462878452035,0,0,0,0,0,0,0,19329.588327423877
t70,22551.734614363017,1.4227007523040947e-6,-3222.1462878458137,0,0,0,0,0,0,0,19329.588327939902
t71,22551.734614623932,1.422154013012347e-6,-3222.1462878455845,0,0,0,0,0,0,0,19329.5883282005
t72,22551.734614619356,1.4221397177419738e-6,-3222.1462878453767,0,0,0,0,0,0,0,19329.58832819612
t73,22551.73461438364,1.4226992725852871e-6,-3222.1462878446982,0,0,0,0,0,0,0,19329.588327961643
t74,22551.734613846496,1.4227047603013816e-6,-3222.1462878438497,0,0,0,0,0,0,0,19329.58832742535
t75,22551.734612927878,1.42216985692145e-6,-3222.146287843015,0,0,0,0,0,0,0,19329.588326507033
t76,22551.734611129294,1.4221788811459142e-6,-3222.146287841508,0,0,0,0,0,0,0,19329.588324709966
t77,19773.05275929903,1.422788215584135e-6,-3222.146287846529,0,0,0,0,0,0,0,16550.90647287529
t78,6615.821658223513,1.4228999548379534e-6,-3222.1462878509033,0,0,0,0,0,0,0,3393.6753717955094
t79,2337.474144289037,1.422695812591561e-6,-3222.146287795849,0,0,0,0,0,0,0,-884.6721420841159
t80,1348.0357777308138,1.4228128205567119e-6,-3222.146287854734,0,0,0,0,0,0,0,-1874.1105087011074
t81,1.0885337574908643e-5,1.423406087726082e-6,-3222.146287846963,0,0,0,0,0,0,0,-3222.146275538219
t82,1.0390376726829684e-5,1.4234055564649311e-6,-3222.146287844919,0,0,0,0,0,0,0,-3222.1462760311365
t83,1.0212010260870019e-5,1.4228835093326497e-6,-3222.146287844085,0,0,0,0,0,0,0,-3222.146276209191
t84,1.0228338017964856e-5,1.422885039846681e-6,-3222.1462878437223,0,0,0,0,0,0,0,-3222.1462761924995
t85,1.0412775522493911e-5,1.4234142326553788e-6,-3222.146287843593,0,0,0,0,0,0,0,-3222.1462760074032
t86,1.082306898015154e-5,1.4234071475746013e-6,-3222.146287843724,0,0,0,0,0,0,0,-3222.146275597248
t87,1.168414776504041e-5,1.4228648306483443e-6,-3222.1462878384245,0,0,0,0,0,0,0,-3222.1462747314117
t88,127.61197070914636,1.4214532541499239e-6,-3222.146283553573,0,0,0,0,0,0,0,-3094.5343114229736
t89,4840.847049286307,1.4231446365620744e-6,-3222.146287836884,0,0,0,0,0,0,0,1618.7007628725678
t90,9526.631205454849,1.4189357092912825e-6,-3222.146163457073,0,0,0,0,0,0,0,6304.485043416711
t91,10183.786117498235,1.4207036257569585e-6,-3138.7254177202863,0,0,0,0,0,0,0,7045.060701198652
t92,10168.462452400476,1.421585846210499e-6,-3222.1462904160912,0,0,0,0,0,0,0,6946.316163405971
t93,10168.462968288799,1.4221303124981333e-6,-3222.146373588239,0,0,0,0,0,0,0,6946.31659612269
t94,10168.462587586282,1.4221370268797741e-6,-3222.1462961642383,0,0,0,0,0,0,0,6946.316292844181
t95,10168.46246969774,1.4216096149795678e-6,-3222.146279782288,0,0,0,0,0,0,0,6946.316191337062
t96,10168.462496210528,1.4216328993765194e-6,-3222.1462950844766,0,0,0,0,0,0,0,6946.316202547685
t97,10168.462466461822,1.4221350814363732e-6,-3222.1462921739744,0,0,0,0,0,0,0,6946.316175709982
t98,10168.462489123809,1.4221542870908657e-6,-3222.146291980017,0,0,0,0,0,0,0,6946.316198565947
t99,10168.462516366408,1.4216387020805432e-6,-3222.146305310382,0,0,0,0,0,0,0,6946.3162124776645
t100,10168.46246928402,1.421691232488334e-6,-3222.1462876704195,0,0,0,0,0,0,0,6946.316183035293
t101,7887.5665583117925,1.422277729509891e-6,-3222.146280836625,0,0,0,0,0,0,0,4665.420278897445
t102,657.2922751999314,1.4236603756996574e-6,-3222.1462789903253,0,0,0,0,0,0,0,-2564.8540023667338
t103,657.2922692535335,1.4234526745666499e-6,-3222.1462878787484,0,0,0,0,0,0,0,-2564.854017201762
t104,529.9014040769498,1.4235446018910017e-6,-3222.1462878570114,0,0,0,0,0,0,0,-2692.244882356517
t105,1.1240981967409576e-5,1.4241410487010386e-6,-3222.1462878471903,0,0,0,0,0,0,0,-3222.1462751820673
t106,1.0524851946336902e-5,1.4241717980462898e-6,-3222.1462878452876,0,0,0,0,0,0,0,-3222.146275896264
t107,1.020548867610962e-5,1.4236605445589874e-6,-3222.146287844662,0,0,0,0,0,0,0,-3222.1462762155124
t108,1.0082174580495076e-5,1.4236596963023937e-6,-3222.1462878443485,0,0,0,0,0,0,0,-3222.1462763385143
t109,1.0095782495176333e-5,1.4241592547347145e-6,-3222.1462878443126,0,0,0,0,0,0,0,-3222.146276324371
t110,1.0263676377986022e-5,1.4241516388732596e-6,-3222.1462878446855,0,0,0,0,0,0,0,-3222.1462761568573
t111,1.0719960566392364e-5,1.4236139484742256e-6,-3222.1462878465936,0,0,0,0,0,0,0,-3222.146275703019
t112,1.209840122531626e-5,1.4234740369521104e-6,-3222.1462878448488,0,0,0,0,0,0,0,-3222.1462743229736
t113,127.61193969264843,1.4226639109322816e-6,-3222.146284977762,0,0,0,0,0,0,0,-3094.53434386245
t114,1812.050897872574,1.4239415452961175e-6,-3222.1462878596612,0,0,0,0,0,0,0,-1410.0953885631457
t115,2310.8827983812794,1.4231746227513663e-6,-3222.146287876627,0,0,0,0,0,0,0,-911.263488072173
t116,2296.079016407533,1.4231439130745056e-6,-3222.1462878766406,0,0,0,0,0,0,0,-926.0672700459636
t117,2296.0790166715115,1.423636430935822e-6,-3222.146287875939,0,0,0,0,0,0,0,-926.0672697807909
t118,2296.0790168185886,1.4236256550528583e-6,-3222.1462878753814,0,0,0,0,0,0,0,-926.0672696331671
t119,2296.0790168739018,1.4231045476605106e-6,-3222.1462878753578,0,0,0,0,0,0,0,-926.0672695783514
t120,2296.0790168504245,1.4231153259737294e-6,-3222.146287875627,0,0,0,0,0,0,0,-926.067269602087
t121,2296.0790167244104,1.4236526927561128e-6,-3222.146287876024,0,0,0,0,0,0,0,-926.067269727961
t122,2296.0790164958053,1.4236444035452673e-6,-3222.1462878765137,0,0,0,0,0,0,0,-926.0672699570641
t123,2296.079016153163,1.423135830299572e-6,-3222.1462878777556,0,0,0,0,0,0,0,-926.0672703014566
t124,2296.079015627731,1.4231652319817266e-6,-3222.146287880301,0,0,0,0,0,0,0,-926.0672708294046
t125,2296.079014767895,1.423764546579407e-6,-3222.146287873986,0,0,0,0,0,0,0,-926.0672716823265
t126,1.0732374012226695e-5,1.4233594387228624e-6,-3222.146287845379,0,0,0,0,0,0,0,-3222.1462756896453
t127,1.0141157685012498e-5,1.4228350745597633e-6,-3222.1462878444645,0,0,0,0,0,0,0,-3222.1462762804717
t128,9.807217875992363e-6,1.4228438082203254e-6,-3222.1462878441357,0,0,0,0,0,0,0,-3222.146276614074
t129,9.619281250479619e-6,1.4233686954913922e-6,-3222.1462878440884,0,0,0,0,0,0,0,-3222.1462768014385
t130,9.510541868715829e-6,1.4233680874576144e-6,-3222.146287844072,0,0,0,0,0,0,0,-3222.146276910162
t131,9.470949127810917e-6,1.4228552198238018e-6,-3222.1462878439975,0,0,0,0,0,0,0,-3222.146276950193
t132,9.50297063575163e-6,1.4228410976620688e-6,-3222.1462878439543,0,0,0,0,0,0,0,-3222.1462769181426
t133,9.58318005932795e-6,1.4233619197718273e-6,-3222.14628784393,0,0,0,0,0,0,0,-3222.146276837388
t134,9.740908422819744e-6,1.4233558556632156e-6,-3222.146287844054,0,0,0,0,0,0,0,-3222.1462766797895
t135,1.0015087919343358e-5,1.422841990289262e-6,-3222.1462878444468,0,0,0,0,0,0,0,-3222.146276406517
t136,1.0445229632393015e-5,1.4228422534670508e-6,-3222.146287845409,0,0,0,0,0,0,0,-3222.146275977337
t137,1.1191129383135604e-5,1.4233502544520003e-6,-3222.1462878468597,0,0,0,0,0,0,0,-3222.14627523238
t138,2402.7757200537876,1.4234194299421974e-6,-3222.1462878675993,0,0,0,0,0,0,0,-819.3705663903925
t139,5008.006869526948,1.4224984541855773e-6,-3222.1462878338134,0,0,0,0,0,0,0,1785.8605831156337
t140,4928.4208971587495,1.4224710529826348e-6,-3222.1462878169955,0,0,0,0,0,0,0,1706.2746107642247
t141,4928.420898295601,1.422989191766508e-6,-3222.146287812557,0,0,0,0,0,0,0,1706.2746119060325
t142,4928.420898955755,1.422960377339488e-6,-3222.146287811313,0,0,0,0,0,0,0,1706.2746125674016
t143,4928.420899312811,1.4224296312609162e-6,-3222.146287811175,0,0,0,0,0,0,0,1706.2746129240659
t144,4928.42089958275,1.4224361192950133e-6,-3222.146287811287,0,0,0,0,0,0,0,1706.2746131938993
t145,4928.420899579686,1.4229796970157731e-6,-3222.1462878115067,0,0,0,0,0,0,0,1706.2746131911595
t146,4928.420899411989,1.422981233107651e-6,-3222.1462878122006,0,0,0,0,0,0,0,1706.2746130227692
t147,4928.420899050445,1.422441173349875e-6,-3222.1462878137154,0,0,0,0,0,0,0,1706.274612659171
t148,4928.420898392113,1.4224539704636798e-6,-3222.146287817103,0,0,0,0,0,0,0,1706.274611997464
t149,4928.420897276994,1.4230377304472548e-6,-3222.1462878258953,0,0,0,0,0,0,0,1706.2746108741367
t150,4928.420894432177,1.4231136070445341e-6,-3222.1462878301377,0,0,0,0,0,0,0,1706.2746080251532
t151,2867.3754820253494,1.4227174302035957e-6,-3222.146287862968,0,0,0,0,0,0,0,-354.77080441490125
t152,2867.375422334742,1.4228200043270776e-6,-3222.146287862944,0,0,0,0,0,0,0,-354.7708641053823
t153,274.5231732648047,1.4234769997974497e-6,-3222.1462878489333,0,0,0,0,0,0,0,-2947.6231131606514
t154,1.0847068373904904e-5,1.423599406678731e-6,-3222.146287844695,0,0,0,0,0,0,0,-3222.146275574027
t155,1.0436917461205088e-5,1.4230883238827537e-6,-3222.1462878442835,0,0,0,0,0,0,0,-3222.1462759842775
t156,1.0277998877122629e-5,1.423096986182937e-6,-3222.1462878440366,0,0,0,0,0,0,0,-3222.1462761429407
t157,1.0282058085422578e-5,1.4236140573995421e-6,-3222.1462878439525,0,0,0,0,0,0,0,-3222.1462761382804
t158,1.0455423659503447e-5,1.4236161931280568e-6,-3222.1462878440348,0,0,0,0,0,0,0,-3222.146275964995
t159,1.0849029551829873e-5,1.4230989939876172e-6,-3222.146287844418,0,0,0,0,0,0,0,-3222.1462755722896
t160,1.1574364277106204e-5,1.4230968966079517e-6,-3222.1462878452876,0,0,0,0,0,0,0,-3222.1462748478266
t161,600.4886336362847,1.423432544086892e-6,-3222.146287843067,0,0,0,0,0,0,0,-2621.65765278335
t162,2994.766255108337,1.4214735186273636e-6,-3222.1461635218234,0,0,0,0,0,0,0,-227.37990699201282
t163,5120.593916422511,1.4206465752354026e-6,-3222.1462033195326,0,0,0,0,0,0,0,1898.4477145236247
t164,5055.811695254739,1.420205648604331e-6,-3222.1462744357727,0,0,0,0,0,0,0,1833.6654222391721
t165,5055.812357381834,1.4212131891803546e-6,-3222.146367480505,0,0,0,0,0,0,0,1833.6659913225417
t166,5055.811690900179,1.4225241105567373e-6,-3222.14624535143,0,0,0,0,0,0,0,1833.6654469712735
t167,5055.81170237143,1.4218963670995788e-6,-3222.1462932393906,0,0,0,0,0,0,0,1833.6654105539365
t168,5055.81175847779,1.4218458033645095e-6,-3222.1462985657126,0,0,0,0,0,0,0,1833.6654613339233
