Time_Index,Nuclear_1,Hydro_Res_1,Hydro_RoR_1,PV_1_0,Wind_1_0,Wind_1_1,Wind_1_2,Nuclear_2,Hydro_Res_2,Hydro_RoR_2,PV_2_0,Wind_2_0,Wind_2_1,Wind_2_2,Nuclear_3,Hydro_Res_3,Hydro_RoR_3,PV_3_0,Wind_3_0,Wind_3_1,Wind_3_2,Nuclear_4,PV_4_0,Wind_4_0,Wind_4_1,Wind_4_2,Nuclear_5,Hydro_Res_5,Hydro_RoR_5,PV_5_0,Wind_5_0,Wind_5_1,Wind_5_2,Nuclear_6,Hydro_Res_6,Hydro_RoR_6,PV_6_0,Wind_6_0,Wind_6_1,Wind_6_2,Hydro_Can,CCGT_1,CCGT_2,CCGT_3,CCGT_4,CCGT_5,CCGT_6,OCGT_F_1,OCGT_F_2,OCGT_F_3,OCGT_F_4,OCGT_F_5,OCGT_F_6,CCGT_CCS_1,CCGT_CCS_2,CCGT_CCS_3,CCGT_CCS_4,CCGT_CCS_5,CCGT_CCS_6,Wind_offshore_2,Wind_offshore_4,PHS_1,PHS_2,PHS_3,PHS_5,PHS_6,Storage_bat_1,Storage_bat_2,Storage_bat_3,Storage_bat_4,Storage_bat_5,Storage_bat_6,PV_Distr_2,PV_Distr_3,PV_Distr_4,PV_Distr_5,PV_Distr_6
11,1,0.4020598703154548,0.6659641077049916,0.6454311472948859,0.5892536890468014,0.564135310078425,0.4617848245464754,1,0.4352758683522669,0.3548214285714288,0.6340216997157919,0.451879162296841,0.3025020666741581,0.2083812498842942,1,0.36684161127523385,0.4160527980877391,0.5884694824278383,0.21807539833380327,0.16569833407675896,0.14955447999810967,1,0.43391734688412936,0.19354055392329866,0.17149416796683895,0.04783125709174696,1,0.5033929959178793,0.4428800766597703,0.4827996894690073,0.33876513060059776,0.16646243154678564,0.09683330013668597,1,0.6818596601997852,0.4148415954682314,0.3540180245295762,0.09240947755281988,0.06357172500965001,0.06101538166335541,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.27675524632312315,0.04915012060642317,1,1,1,1,1,1,1,1,1,1,1,0.23757235173424804,0.05481802133875127,0.06152791468527556,0.07057055708508758,0.016108570784687304
12,1,0.4020598703154548,0.6659641077049916,0.5785025883424091,0.6114458800117529,0.5912726727165394,0.5028982971928729,1,0.4352758683522669,0.3548214285714288,0.5646337428175106,0.5075657479276308,0.3916322537491778,0.32715694645727633,1,0.36684161127523385,0.4160527980877391,0.5391938608759727,0.2615026733059376,0.20328123678306576,0.19702062878119306,1,0.4678461930971809,0.1857871380575256,0.1873324861397148,0.06573940837768591,1,0.5033929959178793,0.4428800766597703,0.4636668053858973,0.3664739287088175,0.21742099055681527,0.13907583835573267,1,0.6818596601997852,0.4148415954682314,0.34917831052700793,0.11690517354134546,0.09863104144601552,0.09480087070473801,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20550792477677565,0.03698744667603903,1,1,1,1,1,1,1,1,1,1,1,0.2264088454012795,0.06104183154942905,0.07556309595997998,0.07768020463398452,0.017172052531011856
13,1,0.4020598703154548,0.6659641077049916,0.6070085491051868,0.6404694954714938,0.6207579190812983,0.554083779123687,1,0.4352758683522669,0.3548214285714288,0.5797550623955343,0.5309868313731168,0.4603221123804099,0.4274929975915493,1,0.36684161127523385,0.4160527980877391,0.5345782105366903,0.258250150989512,0.2165151796455163,0.21498791983190133,1,0.4639824155293682,0.17497503810622922,0.1911056850858044,0.08509697470730428,1,0.5033929959178793,0.4428800766597703,0.4547541968508544,0.3719608717681686,0.2391352078267336,0.16104027807143587,1,0.6818596601997852,0.4148415954682314,0.3155979764445985,0.13925039513568369,0.1303155954794755,0.12653105287724425,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15147971131770707,0.025274710200235702,1,1,1,1,1,1,1,1,1,1,1,0.2354027951790679,0.06210857270094715,0.07200225586412995,0.07142640627109308,0.014852047967406362
14,1,0.4020598703154548,0.6659641077049916,0.6950057143895799,0.6663171562616688,0.6541111060490961,0.6029531016371321,1,0.4352758683522669,0.3548214285714288,0.6238431578967845,0.5416360258284153,0.5006124811158419,0.5059523087369668,1,0.36684161127523385,0.4160527980877391,0.4649810657398175,0.2535845509663428,0.2178484301264212,0.22023066719869133,1,0.4207769281732212,0.1710192407770446,0.19363935453409054,0.0883082017210522,1,0.5033929959178793,0.4428800766597703,0.4319142162713765,0.3551027019644143,0.23922778580433696,0.1800487624532767,1,0.6818596601997852,0.4148415954682314,0.2916201534072645,0.15632957929869906,0.15507444585432326,0.15571045685683926,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11355032697394987,0.019151958363555148,1,1,1,1,1,1,1,1,1,1,1,0.19655896874544965,0.04772146734287677,0.05634982758454201,0.05432207170310902,0.012380502611597123
15,1,0.4020598703154548,0.6659641077049916,0.7613405850546716,0.7010917346768628,0.6838720404373095,0.6484738734460359,1,0.4352758683522669,0.3548214285714288,0.6336517918499838,0.5470825910870876,0.5220989652615677,0.5381557692460377,1,0.36684161127523385,0.4160527980877391,0.3895706386700929,0.2354250675054557,0.19743966925317846,0.22485765208506528,1,0.3051916414319893,0.1682902738244796,0.1773992481734043,0.0746096102570005,1,0.5033929959178793,0.4428800766597703,0.35769754694536604,0.3357271198193551,0.2331520948525859,0.18689996850644028,1,0.6818596601997852,0.4148415954682314,0.2597981244985172,0.18073796574190606,0.18015055522230253,0.18280576708216856,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09475306102820097,0.017783179269461137,1,1,1,1,1,1,1,1,1,1,1,0.1450513298004792,0.033337463488572236,0.03413443204700635,0.035522452463483616,0.01
16,1,0.4020598703154548,0.6659641077049916,0.5392356782383183,0.7232128801496802,0.7108818531764662,0.6713913132758836,1,0.4352758683522669,0.3548214285714288,0.4799139372756168,0.5350235000024945,0.5215682907775971,0.5224900018124626,1,0.36684161127523385,0.4160527980877391,0.2262703096334181,0.2095135404078507,0.18138808015802896,0.2073735153989954,1,0.12004785291290206,0.14495955618204767,0.14045362285715707,0.050851527491400365,1,0.5033929959178793,0.4428800766597703,0.21046225702672008,0.3101992705532773,0.22479566283722288,0.1974360148456855,1,0.6818596601997852,0.4148415954682314,0.19279436951807769,0.2151583921767952,0.20557355686368486,0.20688572324147791,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0962760176219396,0.018446478272516983,1,1,1,1,1,1,1,1,1,1,1,0.07317263554825408,0.01681469026559869,0.01531830759391178,0.017491968438169563,0.01
17,1,0.4020598703154548,0.6659641077049916,0.1005659532145872,0.6655753288203914,0.640018213543295,0.5847774422172053,1,0.4352758683522669,0.3548214285714288,0.12960208553612526,0.4621358251181204,0.4506825806385129,0.4182361777832271,1,0.36684161127523385,0.4160527980877391,0.05471508987446857,0.16975390726161993,0.14854960881802876,0.17630879571241534,1,0.022255557052801186,0.0901665878966694,0.09866214092807156,0.02686512874988593,1,0.5033929959178793,0.4428800766597703,0.06158720870300787,0.2682820119278082,0.21443617140133253,0.21449498191850155,1,0.6818596601997852,0.4148415954682314,0.06403576446055265,0.2586971039646384,0.2334511511793113,0.2309407221248553,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09888273888332334,0.014759392995622357,1,1,1,1,1,1,1,1,1,1,1,0.021590009345389058,0.0,0.0,0.01,0.0
18,1,0.4020598703154548,0.6659641077049916,0.0,0.6975995353742772,0.6206677381626777,0.5482383809747696,1,0.4352758683522669,0.3548214285714288,0.0,0.481258638248405,0.4698755593263369,0.3686590847430042,1,0.36684161127523385,0.4160527980877391,0.0,0.2387821398530515,0.20150311039424856,0.2405843365232233,1,0.0,0.07077485695043345,0.08021650621805787,0.01134997984707344,1,0.5033929959178793,0.4428800766597703,0.0,0.3036471686760598,0.28861411313939445,0.28669879096969164,1,0.6818596601997852,0.4148415954682314,0.0,0.3737702865612724,0.3523858106146818,0.3112995329540897,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.10525818504915817,0.011598989692842666,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
19,1,0.4020598703154548,0.6659641077049916,0.0,0.7137786908844306,0.6103930266131035,0.5274314256128061,1,0.4352758683522669,0.3548214285714288,0.0,0.4816808217036661,0.4799068120251749,0.35347139818886514,1,0.36684161127523385,0.4160527980877391,0.0,0.2566683080719254,0.2264413985775973,0.2364868336284047,1,0.0,0.0636524481446463,0.0726763343824074,0.0,1,0.5033929959178793,0.4428800766597703,0.0,0.32950780471726165,0.33079017092344176,0.32606248287707884,1,0.6818596601997852,0.4148415954682314,0.0,0.4401156721669352,0.4243726986631303,0.3481184090875006,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09969079049377287,0.01,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
20,1,0.4020598703154548,0.6659641077049916,0.0,0.7106285599213527,0.5990494767009145,0.5382692570168768,1,0.4352758683522669,0.3548214285714288,0.0,0.490506714723051,0.4817750814232806,0.3233511976561317,1,0.36684161127523385,0.4160527980877391,0.0,0.2900538038167069,0.26158410241231866,0.2275314318338713,1,0.0,0.0601645153701801,0.09198088467977564,0.0,1,0.5033929959178793,0.4428800766597703,0.0,0.3470054044593707,0.3347817551949588,0.3218591808524888,1,0.6818596601997852,0.4148415954682314,0.0,0.4829041344947387,0.4462794023491092,0.3574071705894477,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.08128813287051605,0.017102642382789128,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
21,1,0.4020598703154548,0.6659641077049916,0.0,0.6755753588913096,0.5771206681045757,0.5048860525514982,1,0.4352758683522669,0.3548214285714288,0.0,0.5028406294508985,0.4855274085334877,0.3099735404164187,1,0.36684161127523385,0.4160527980877391,0.0,0.31675281050109194,0.26773690389817645,0.23086679610921704,1,0.0,0.17687547192213487,0.16592131994548542,0.01,1,0.5033929959178793,0.4428800766597703,0.0,0.3614044484829396,0.3604082787957167,0.33199092844318023,1,0.6818596601997852,0.4148415954682314,0.0,0.5161936571428594,0.4580964787357612,0.3496334948199513,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07518872982192566,0.05052142761405495,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
22,1,0.4020598703154548,0.6659641077049916,0.0,0.6295430298983855,0.5336496973092728,0.4876253653406253,1,0.4352758683522669,0.3548214285714288,0.0,0.5132813616218317,0.47524957224139897,0.2884973607760531,1,0.36684161127523385,0.4160527980877391,0.0,0.3317421552585318,0.2748365574340678,0.22344199706471696,1,0.0,0.2911733899522174,0.358935379947943,0.22239628374925646,1,0.5033929959178793,0.4428800766597703,0.0,0.3847211500055816,0.3711747972304907,0.3623179476845332,1,0.6818596601997852,0.4148415954682314,0.0,0.5521208603408829,0.4695780404187127,0.3567806533410665,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.12160529877617653,0.12602135349033405,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
23,1,0.4020598703154548,0.6659641077049916,0.0,0.5833729855806269,0.4833325518078225,0.4429588977101903,1,0.4352758683522669,0.3548214285714288,0.0,0.485639739402811,0.4520802411667129,0.277035283832904,1,0.36684161127523385,0.4160527980877391,0.0,0.35743006617035433,0.3048221493474409,0.2696176058675906,1,0.0,0.4530601977417483,0.5187910297615104,0.5158359605459713,1,0.5033929959178793,0.4428800766597703,0.0,0.3966108811088152,0.39543632898202463,0.4167429675368599,1,0.6818596601997852,0.4148415954682314,0.0,0.5681520978172478,0.4652473827029773,0.35883301012529845,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23285063946063675,0.2846856871946433,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
24,1,0.4020598703154548,0.6659641077049916,0.0,0.5607360270254226,0.4397820064158455,0.3753752381915521,1,0.4352758683522669,0.3548214285714288,0.0,0.4562349421154056,0.4242725105402769,0.2658482053766267,1,0.36684161127523385,0.4160527980877391,0.0,0.3921453813907162,0.3642701417638456,0.3201302202577813,1,0.0,0.6702395752855106,0.6357620263109265,0.5913192275254595,1,0.5033929959178793,0.4428800766597703,0.0,0.3960482427170489,0.4251120601238129,0.4809465848632561,1,0.6818596601997852,0.4148415954682314,0.0,0.5785590498502727,0.4459694865807193,0.34706527026352985,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3202867106228685,0.5556741330201435,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
25,1,0.4020598703154548,0.6659641077049916,0.0,0.5479744340342061,0.42458645605738105,0.33926591817236096,1,0.4352758683522669,0.3548214285714288,0.0,0.4308210396122984,0.3880723247102038,0.2588081779601219,1,0.36684161127523385,0.4160527980877391,0.0,0.477355231050717,0.4541851404187439,0.4041258070055776,1,0.0,0.7498070888968396,0.7277427841264317,0.7184671426701271,1,0.5033929959178793,0.4428800766597703,0.0,0.43196698400969785,0.45356713145285904,0.525740152577494,1,0.6818596601997852,0.4148415954682314,0.0,0.5940593649003179,0.4425205163826785,0.3506867855963442,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3705559941500681,0.7497327351949122,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
26,1,0.4020598703154548,0.6659641077049916,0.0,0.5398181209045367,0.42803958041417867,0.3749966216282586,1,0.4352758683522669,0.3548214285714288,0.0,0.4182481680473883,0.361879899914048,0.27235200543489924,1,0.36684161127523385,0.4160527980877391,0.0,0.5273449150404957,0.4848230666122794,0.4354485974184952,1,0.0,0.8109878304327905,0.7904580033329777,0.7953191529164981,1,0.5033929959178793,0.4428800766597703,0.0,0.467507828108962,0.4886037850987166,0.561434594036333,1,0.6818596601997852,0.4148415954682314,0.0,0.6084407385886343,0.4395213410079031,0.378431263068878,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4786813540664012,0.8407430300670095,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
27,1,0.4020598703154548,0.6659641077049916,0.0,0.5461488706867067,0.44334064122217504,0.3665288802998817,1,0.4352758683522669,0.3548214285714288,0.0,0.42960449092887387,0.3539431047163517,0.27122140030315023,1,0.36684161127523385,0.4160527980877391,0.0,0.5810722430628236,0.540640961260195,0.4708342014963134,1,0.0,0.8239091397033259,0.8124249813016724,0.8173291283261725,1,0.5033929959178793,0.4428800766597703,0.0,0.5047740832026457,0.5200386730994273,0.5791425689533238,1,0.6818596601997852,0.4148415954682314,0.0,0.6199044891074541,0.4439014842442216,0.4123740725127805,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5474039695243365,0.8499541111102354,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
28,1,0.4020598703154548,0.6659641077049916,0.0,0.5332997978974285,0.4744797831770503,0.3464910587440733,1,0.4352758683522669,0.3548214285714288,0.0,0.42697902187464015,0.3402421714426116,0.2666700623278505,1,0.36684161127523385,0.4160527980877391,0.0,0.6584791422424658,0.612220870538702,0.527276423514503,1,0.0,0.832043885538365,0.8216278272382904,0.8275593319129216,1,0.5033929959178793,0.4428800766597703,0.0,0.5171778232112579,0.5179167845619738,0.5781657579788408,1,0.6818596601997852,0.4148415954682314,0.0,0.6144640548339331,0.44937408245308974,0.4100224124113344,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5688985881423048,0.8500000000000042,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
29,1,0.4020598703154548,0.6659641077049916,0.0,0.5397752483110888,0.4839757537622218,0.3527892350210004,1,0.4352758683522669,0.3548214285714288,0.0,0.4283348886646909,0.3148753876067242,0.2331823815531865,1,0.36684161127523385,0.4160527980877391,0.0,0.6890283751438658,0.6395375202597827,0.538186932367032,1,0.0,0.8393035915636897,0.8371264649213834,0.8355041413161548,1,0.5033929959178793,0.4428800766597703,0.0,0.5183312084298695,0.5011619814460859,0.5768744420982095,1,0.6818596601997852,0.4148415954682314,0.0,0.6135069857997789,0.4584979361955835,0.4265327184537713,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6101563864762798,0.8500000000000042,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
30,1,0.4020598703154548,0.6659641077049916,0.0,0.533335574381229,0.4662414387886482,0.3424880029762632,1,0.4352758683522669,0.3548214285714288,0.0,0.4359753155303557,0.3027481708563058,0.2171544465822068,1,0.36684161127523385,0.4160527980877391,0.0,0.7058035124127261,0.6600158592235111,0.5729277741101956,1,0.0,0.8413888064637665,0.8376200687762397,0.8426424295266812,1,0.5033929959178793,0.4428800766597703,0.0,0.550095828898828,0.527178821727956,0.5916902292524362,1,0.6818596601997852,0.4148415954682314,0.0,0.6210245222135247,0.4656643468101692,0.4360963395103589,0.6834727264219687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7053428901973021,0.8500000000000042,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
