Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_CO2_tonne_per_hr_z1,Load_CO2_tonne_per_hr_z2,Load_CO2_tonne_per_hr_z3,Load_CO2_tonne_per_hr_z4,Load_CO2_tonne_per_hr_z5,Load_CO2_tonne_per_hr_z6,Load_CO2_tonne_per_hr_z7
,,,,,,,199,2.895412655,7.565502877,6.355607696,4.365972138,7.233129077,6.285431494,5.450962634
,,,,,,,200,7.714004616,7.860129639,0.049065611,2.368816062,10.78263798,6.20184005,4.759006903
,,,,,,,201,10.80070877,9.974372911,7.296772277,4.817528544,8.975222028,3.81907263,5.354402946
,,,,,,,202,4.293981413,8.337633003,7.235805454,10.32331384,2.060719173,4.136848704,3.5063767
,,,,,,,203,10.22139025,9.606903043,4.289421491,0.505496825,1.642292106,5.823241773,8.772536199
,,,,,,,204,5.064575204,6.604592668,9.451254337,9.848949935,0.349388663,4.692735095,7.161735474
,,,,,,,205,9.801876614,9.651560253,0.922289154,6.96761244,2.465428407,0.610068917,10.05012565
,,,,,,,206,1.77051315,0.493096107,7.032763323,10.27304217,3.115051819,5.230358131,1.791159459
,,,,,,,207,8.76668197,7.086783186,10.47100064,3.877936627,3.83588371,0.65402643,3.833689059
,,,,,,,208,2.172572104,3.533113329,4.951493011,6.908806268,8.983585805,1.112980617,1.64619851
,,,,,,,209,7.631055657,9.27175405,6.123702711,3.259910395,3.149043908,10.62033238,4.762834848
,,,,,,,210,4.83374386,2.92657963,8.304553035,1.790701591,9.029898273,4.353881027,7.261973264
,,,,,,,211,2.821872356,9.814773467,7.075338893,4.367836545,6.404285968,5.241170031,7.773067672
,,,,,,,212,5.483622159,6.241601402,10.77355237,9.920123603,0.973543892,4.76216077,2.853125179
,,,,,,,213,0.096910239,6.731411818,5.860809108,6.894554442,5.102077768,4.775540747,9.727765064
,,,,,,,214,2.087163431,0.619207244,9.07120797,10.81014302,10.58195108,0.319213688,8.657847132
,,,,,,,215,8.184653441,4.720596055,1.058725567,3.035464142,0.527155949,4.011790251,4.711245413
,,,,,,,216,1.121534577,0.813308783,7.950600989,5.424030155,9.781249993,5.160157491,2.482514748
,,,,,,,217,3.571801348,5.169836484,0.89845659,8.809813601,5.780257267,3.595003997,4.860790081
,,,,,,,218,9.054066662,0.189097731,8.622389006,2.588996623,7.103100023,4.532502834,6.467131916
,,,,,,,219,0.662094354,7.657142275,3.77569977,10.83060771,8.881822614,1.760923511,4.356733591
,,,,,,,220,10.66455332,2.133130422,5.616053001,10.25465472,9.763624526,1.727520197,9.185574338
,,,,,,,221,2.307439504,6.652139539,3.101257436,8.552166292,1.360848296,6.191677608,1.91820368
,,,,,,,222,2.247365043,5.485872967,1.065232698,7.161445605,8.372787533,5.874209419,3.759918884
,,,,,,,223,1.526231405,5.611714946,4.666516867,1.928042305,3.426695706,8.247409067,6.574734683
,,,,,,,224,7.60570103,4.428485085,5.917756767,1.744099556,8.479192646,1.541385978,3.058210017
,,,,,,,225,6.627081576,1.627690042,3.025868903,2.194763299,4.427677468,6.029497799,11.14753199
,,,,,,,226,2.257665854,4.211066734,10.57685815,6.859915047,4.33721623,5.844538375,3.674157627
,,,,,,,227,2.370635989,7.784928978,0.608670822,4.855983871,10.33880708,7.393795295,7.268498982
,,,,,,,228,10.89980224,1.591538245,8.260059647,7.639959541,2.853231716,0.417426467,4.127070307
,,,,,,,229,2.993209225,11.05037251,9.998815791,2.764622583,1.24855796,10.52649678,8.439304032
,,,,,,,230,7.42579589,3.334434091,3.322563008,6.164925961,6.047176328,6.365303935,10.39555713
,,,,,,,231,0.779498657,0.669325177,5.645398799,0.834923604,8.1923389,3.570860542,1.471099632
,,,,,,,232,4.734393916,4.430395982,6.668556211,2.018685737,5.39493787,7.990830023,8.934783522
,,,,,,,233,7.152361598,6.045001229,8.640770982,2.75556186,1.066856207,6.848256213,4.790696999
,,,,,,,234,7.554576743,6.42415031,4.82339604,5.498684195,6.427664899,10.55834335,4.868031791
,,,,,,,235,7.164571719,1.140224642,1.277283472,1.682669281,8.968576645,10.74474015,1.876778501
,,,,,,,236,4.333024182,2.499435911,9.337324439,7.622724469,9.934992808,7.65216838,8.188942596
,,,,,,,237,10.48937339,2.211422552,3.118553862,11.08500367,2.744544476,7.733775082,6.206472659
,,,,,,,238,2.403961543,9.848608494,8.041513067,1.495583553,8.010625425,8.869076343,10.04418731
,,,,,,,239,8.041820828,4.072685199,1.440135305,3.656100212,10.57798744,7.301619272,9.300697175
,,,,,,,240,9.011238931,6.221811667,6.216750256,2.784467549,8.530459445,0.035543381,7.613093795
,,,,,,,241,9.488414,0.98607485,1.364431505,3.866051984,1.280719825,0.738968601,8.74115469
,,,,,,,242,0.601136582,4.060071108,10.64763552,10.00489251,7.647981912,2.659542324,4.940776075
,,,,,,,243,3.495985523,9.989733903,8.859570099,2.162430907,2.131868757,6.789991462,3.474127329
,,,,,,,244,1.276995641,0.384561893,7.910037505,1.604318393,0.704385321,9.482281214,0.43455106
,,,,,,,245,4.616174464,8.15686605,3.501332519,9.520303721,2.596458107,0.406791931,1.399010082
,,,,,,,246,6.568947778,5.270193509,7.599182541,8.072253137,7.87647621,5.173589977,0.866337134
,,,,,,,247,3.57005818,4.956278819,0.040973741,1.879856838,2.717633487,6.760309198,1.101502607
,,,,,,,248,8.936593106,10.90227627,7.692112271,4.845454681,6.721131674,8.518565387,6.976339594
,,,,,,,249,9.292557727,6.991233811,3.355272993,6.984496487,9.055467831,0.485767985,4.078052617
,,,,,,,250,0.685666654,9.094823654,6.186144309,8.257357098,10.52006893,1.673818181,0.979572765
,,,,,,,251,4.965131437,8.479756549,1.409336708,10.69038518,4.215429428,9.820605777,7.928411224
,,,,,,,252,3.675232462,5.293371127,6.234279435,8.42027942,1.036257411,11.18817871,5.496815189
,,,,,,,253,2.561379331,8.624550701,10.64127361,1.561143199,0.187288718,9.113392791,3.146200774
,,,,,,,254,3.062674063,3.855825522,5.007667925,8.541277869,9.877899766,0.545927882,0.324145744
,,,,,,,255,8.357120567,4.392067612,4.708046382,4.452368542,0.035539755,10.92375139,9.076316418
,,,,,,,256,4.412333984,9.025635702,3.050858188,2.668821179,3.661617728,4.04590244,5.575912141
,,,,,,,257,10.11996146,0.875098652,6.107718236,5.088092833,6.87113924,7.349255296,7.161215338
,,,,,,,258,2.753785474,3.708963804,10.83465209,3.087173971,3.203561283,1.669958735,9.352888787
,,,,,,,259,7.792143144,4.306510212,1.46219152,7.254277339,7.989046294,7.191457267,1.539200543
,,,,,,,260,8.969571719,1.067283887,2.305617492,9.245255854,9.246959743,7.045236473,5.252093235
,,,,,,,261,3.048768465,10.97368348,8.603823011,9.639409031,4.650459791,2.013665401,10.99474064
,,,,,,,262,3.765699929,0.350424667,3.800634048,0.551093446,5.982370467,4.037143437,4.179531508
,,,,,,,263,9.102605766,5.1440607,10.4206074,0.351357122,4.693410463,6.171425942,2.483066936
,,,,,,,264,2.68883137,5.185993441,1.46349129,8.96602509,1.699437029,10.68627315,3.967206943
,,,,,,,265,2.381213288,0.23206448,7.373333146,5.49642061,1.422085169,3.759611668,6.521402883
