Resource,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8
t121,0.0,0.0,0.0005945446528987459,0.0002660023319081328,15.94111800399469,2.2081014022214414e-5,5.8582516416145675e-5,0.0010709099933284014,31.999998782947838,1.9999981299965863,0.0,0.0,3.253819278196607e-5,4.190963712234575e-5,3.27796931387956e-5,0.0,6.709792534289424e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t122,0.0,0.0,0.0005401219192648118,0.0002533908257598541,15.039221503019704,2.1056647846936764e-5,5.675975611245703e-5,0.0010565331959943931,31.999998779586058,1.999998124336836,0.0,0.0,3.225504687699084e-5,4.1200449906863716e-5,3.227326586268229e-5,0.0,6.707255227624319e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t123,0.0,0.0,0.0004802631276151106,0.00023893137823571337,13.280054026232753,1.9980398553432717e-5,5.479598977473226e-5,0.0010405712720663182,31.999998778892465,1.9999981178089545,0.0,0.0,3.195465849534661e-5,4.0492646971666525e-5,3.173514526857087e-5,0.0,6.704369284575474e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t124,0.0,0.0,0.00042031892316491987,0.0002218793745059714,10.052698972566946,1.8805031298297233e-5,5.2626557728091704e-5,0.001022814278836473,31.999998767742543,1.9999981103967646,0.0,0.0,3.15928913171465e-5,3.9696458083990046e-5,3.1238103322671695e-5,0.0,6.7011418627186724e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t125,0.0,0.0,0.000360369740338064,0.00020029158940969793,9.30631148652957,1.745610329883155e-5,5.0157048887260886e-5,0.0010029789425346053,31.99999887170188,1.9999981020874997,0.0,0.0,3.110248019312384e-5,3.8676983991931414e-5,3.064557893686372e-5,0.0,6.69756900361348e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t126,0.0,0.0,0.00027675896454862695,0.00016833841645273279,4.944241828263688,1.5807121296618067e-5,4.7243525994104875e-5,0.0009806820235990351,31.99999874495295,1.999998092840025,0.0,0.0,3.0353843592711262e-5,3.715115025699975e-5,2.9964286461155774e-5,0.0,6.6936556527595815e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t127,0.0,0.0,8.707518294792359e-5,9.2551029762203e-5,2.2806664535914786e-5,1.3516051575958447e-5,4.35912288039032e-5,0.0009553472594827719,31.999998793611848,1.9999980826527224,0.0,0.0,2.8976053597921242e-5,3.4054363172549755e-5,2.923946125031321e-5,0.0,6.689468765360677e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t128,0.0,0.0,8.281238551965402e-5,8.362264192028751e-5,2.079141454365215e-5,1.2429286963759713e-5,4.140147330915415e-5,0.0009393364391739939,31.999998773705688,1.9999980738110295,0.0,0.0,2.8105385461327058e-5,3.251999224981164e-5,2.8717591296215475e-5,0.0,6.685775520805244e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t129,0.0,0.0,8.110940387320945e-5,7.981491740912717e-5,1.9909891028511027e-5,1.1825224592509544e-5,4.005299468151004e-5,0.0009296197893195746,31.99999872950392,1.999998066168998,0.0,0.0,2.753319542660065e-5,3.161605112084868e-5,2.8386733736398932e-5,0.0,6.682637440275592e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t130,0.0,0.0,8.027665876847152e-5,7.797019550642321e-5,1.9469269206178325e-5,1.1509533231346215e-5,3.9304142320614266e-5,0.0009249610568044767,31.99999878329705,1.9999980597349727,0.0,0.0,2.718814808232716e-5,3.1099452722638296e-5,2.829283935803092e-5,0.0,6.680056943677919e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t131,0.0,0.0,7.993268048773599e-5,7.73162087813596e-5,1.9298990787383022e-5,1.1411860235960684e-5,3.9051804822823826e-5,0.0009248017647659355,31.999998809361426,1.9999980544899776,0.0,0.0,2.703953725047572e-5,3.0879592360617575e-5,2.8325252726440887e-5,0.0,6.678034539997118e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t132,0.0,0.0,7.996537745616911e-5,7.76296328914061e-5,1.934952820974588e-5,1.1512543674898786e-5,3.926688140465434e-5,0.0009291309584154132,31.99999868577896,1.9999980504235166,0.0,0.0,2.70674825048754e-5,3.091542137943849e-5,2.8533629341965443e-5,0.0,6.676568054093908e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t133,0.0,0.0,8.038379416417854e-5,7.89569116868093e-5,1.96357782888522e-5,1.1828109717432655e-5,3.9982200449533746e-5,0.0009384647787331697,31.999998648199124,1.9999980475207193,0.0,0.0,2.726842550501915e-5,3.12132029896209e-5,2.898717143770973e-5,0.0,6.675659396724858e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t134,0.0,0.0,8.132336686319212e-5,8.16460460099118e-5,2.025097510092503e-5,1.2420036455299327e-5,4.130775830252619e-5,0.0009540807567938851,31.999998647642805,1.9999980457727267,0.0,0.0,2.7675890996663347e-5,3.1835377529284774e-5,2.9607383739430873e-5,0.0,6.6753021555510895e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t135,0.0,0.0,8.321547958563361e-5,8.67174328041444e-5,2.1474780997826772e-5,1.3430149907318738e-5,4.3508760952590454e-5,0.0009786997861436642,31.999998655532814,1.9999980451623158,0.0,0.0,2.834121294319644e-5,3.2909232787369364e-5,3.051218423844392e-5,0.0,6.675488794223797e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t136,0.0,0.0,8.791616101865702e-5,9.835106877180731e-5,2.4456129534992817e-5,1.5285648902687165e-5,4.7287676399546274e-5,0.0010186585420848217,31.999998786888884,1.9999980456741464,0.0,0.0,2.9384494227894092e-5,3.4792929161074295e-5,3.18688249540049e-5,0.0,6.676205212759834e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t137,0.0,0.0,0.0003770517771890503,0.00024867407581903047,7.661008528064202,2.0551390755862577e-5,5.551056320441033e-5,0.0010934839733128037,31.99999876038364,1.9999980473392363,0.0,0.0,3.1137342207937426e-5,3.899021499902118e-5,3.378232649822515e-5,0.0,6.677390631099506e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t138,0.0,0.0,0.0005013732163436965,0.00033078426556603345,18.557018182814932,2.4960327931685636e-5,6.246652776018997e-5,0.001159300939060005,31.999998757984645,1.9999980481235173,0.0,0.0,3.221163360550942e-5,4.130117245582652e-5,3.580083090880621e-5,0.0,6.678294553757112e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t139,0.0,0.0,0.0005858183317945524,0.00040051819535522786,24.77500588831168,2.910417222168833e-5,6.83883141816072e-5,0.0012092064481820349,31.99999883358343,1.9999980480709216,0.0,0.0,3.3133949607311644e-5,4.3527736420344876e-5,3.8328208142003114e-5,0.0,6.678816420648945e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t140,0.0,0.0,0.0005747267690718357,0.00038998301140444043,24.77500255081274,2.801980447445331e-5,6.66426559351422e-5,0.0011914384735587035,31.999998768449633,1.9999980413415022,0.0,0.0,3.284660890248005e-5,4.265748453211408e-5,3.6908434663234814e-5,0.0,6.676453069532981e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t141,0.0,0.0,0.0005607489599214466,0.0003775884731052392,24.774997823318685,2.6859282253372714e-5,6.47843367343121e-5,0.0011699692563021413,31.999998723337168,1.9999980336188854,0.0,0.0,3.2616022731788464e-5,4.2033793826448676e-5,3.575223140264941e-5,0.0,6.673660413638761e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t142,0.0,0.0,0.000542578633547989,0.0003627114816494721,24.774989388475174,2.5665412079788097e-5,6.293836087227436e-5,0.001147191218788916,31.999998648044837,1.999998024861084,0.0,0.0,3.24220048111403e-5,4.1526257243273105e-5,3.4860470383317504e-5,0.0,6.670469013799802e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t143,0.0,0.0,0.0005125173059641236,0.0003433165597944587,21.902615956138828,2.4428706209519022e-5,6.107306309293472e-5,0.001122853375805529,31.99999876087226,1.9999980150305317,0.0,0.0,3.2251532458259944e-5,4.108730639994904e-5,3.4026351443426657e-5,0.0,6.666876840928899e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t144,0.0,0.0,0.00048235981815466307,0.0003239117459346043,17.156577422867137,2.321632790356734e-5,5.917723520769518e-5,0.0010967348799445099,31.999998690049097,1.9999980040922305,0.0,0.0,3.210706511441404e-5,4.070007754667893e-5,3.322052790026152e-5,0.0,6.662880595452316e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t145,0.0,0.0,0.00045291073788849396,0.00030472962604144894,10.535840994025365,2.203315763293866e-5,5.719342489931562e-5,0.0010684616260649596,31.99999869142938,1.9999979920013582,0.0,0.0,3.195739820693304e-5,4.031006911133131e-5,3.2524142897447404e-5,0.0,6.6584563955134716e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t146,0.0,0.0,0.0004204671330738641,0.00028479594966122174,6.276589245377099,2.083364532865001e-5,5.505784289321875e-5,0.001037311813484544,31.999998619450526,1.9999979786844786,0.0,0.0,3.177379289835662e-5,3.9860297393663137e-5,3.1778410642876073e-5,0.0,6.653584340038308e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t147,0.0,0.0,0.0003878336588737526,0.0002639502703814568,5.960891245993612,1.9585288663925835e-5,5.271457810906931e-5,0.0010026688661448648,31.999998602726237,1.9999979640892385,0.0,0.0,3.15253613583336e-5,3.930399181242669e-5,3.0975686797409025e-5,0.0,6.64825690499551e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t148,0.0,0.0,0.00035078112755395686,0.00024061080541428771,5.60680906445031,1.821539827166472e-5,5.005510436687492e-5,0.000963263986443884,31.99999855221397,1.9999979481180938,0.0,0.0,3.1155027212389435e-5,3.85419113052208e-5,3.0182984731286324e-5,0.0,6.642462237707856e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t149,0.0,0.0,0.00030649911552621675,0.00021263589932766125,5.112984340837959,1.6620748546789644e-5,4.69064478066933e-5,0.0009172177236007129,31.9999984316355,1.9999979306834674,0.0,0.0,3.056536310458487e-5,3.73972655378044e-5,2.9253720006644413e-5,0.0,6.636184188347519e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t150,0.0,0.0,0.0002474128092097465,0.00017376752990508673,4.410950583675173,1.4604492865997327e-5,4.2953838381071306e-5,0.0008611673223835787,31.99999848114019,1.9999979116572226,0.0,0.0,2.9512624256105472e-5,3.53444783524513e-5,2.816611909468429e-5,0.0,6.629428340919092e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t151,0.0,0.0,3.561018662783877e-5,5.9407599043000475e-5,1.2900266058953133e-5,1.1460002445246959e-5,3.733984276142464e-5,0.0007878352705560049,31.999998477871472,1.9999978909744025,0.0,0.0,2.6860370214001216e-5,2.8792941901362534e-5,2.691159934825048e-5,0.0,6.6223711250524005e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t152,0.0,0.0,3.2198483806656676e-5,5.184537405505259e-5,1.1420006926640789e-5,1.025219098049183e-5,3.4450729942056584e-5,0.0007518531129294662,31.999998419125056,1.9999978728370584,0.0,0.0,2.54969128257121e-5,2.6604924139729224e-5,2.6027370196487336e-5,0.0,6.616016473362517e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t153,0.0,0.0,3.0729999914138695e-5,4.853296726138972e-5,1.0693793856559042e-5,9.608203819097156e-6,3.275011064802828e-5,0.0007308528619272762,31.999998510871034,1.999997856988576,0.0,0.0,2.467328330614385e-5,2.5440957103099053e-5,2.5428353495951215e-5,0.0,6.610461291440397e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t154,0.0,0.0,2.999075349426869e-5,4.6877496677180116e-5,1.0313932283722655e-5,9.261502468797691e-6,3.1770594560528777e-5,0.0007185374713687476,31.999998481578935,1.999997843289616,0.0,0.0,2.4194090722146395e-5,2.479877886616098e-5,2.510630960899282e-5,0.0,6.605708869033304e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t155,0.0,0.0,2.967724124460959e-5,4.6227577247386165e-5,1.0150119742557598e-5,9.120002689616464e-6,3.132721440682678e-5,0.0007123828558742655,31.999998520912186,1.9999978316530878,0.0,0.0,2.3984039549839057e-5,2.4517193265480316e-5,2.4955443291763513e-5,0.0,6.601747861325258e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t156,0.0,0.0,2.9697009525692942e-5,4.637750299322614e-5,1.0161013216733436e-5,9.152431737245773e-6,3.135300365892077e-5,0.0007113578432066401,31.999998555802964,1.9999978219855243,0.0,0.0,2.3999703966127285e-5,2.4528313893223818e-5,2.4998380066903114e-5,0.0,6.5985717295028945e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t157,0.0,0.0,3.005192358930634e-5,4.7322819719175816e-5,1.0350969582949062e-5,9.36078159081403e-6,3.1852566392064617e-5,0.0007153055187963954,31.999998581476554,1.9999978142153612,0.0,0.0,2.4243579333785424e-5,2.483377303485291e-5,2.528036068625073e-5,0.0,6.596171508128887e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t158,0.0,0.0,3.085848208067866e-5,4.926566080026127e-5,1.0791609052412496e-5,9.781837020327638e-6,3.290690672198245e-5,0.0007248470681978584,31.99999862079948,1.9999978083090306,0.0,0.0,2.475059392211048e-5,2.551193952010384e-5,2.573492375863823e-5,0.0,6.594543576278846e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t159,0.0,0.0,3.253491435153736e-5,5.297945291747415e-5,1.1721900087502688e-5,1.05134366580726e-5,3.4726007321211026e-5,0.000741715962722554,31.999998631875524,1.999997804209384,0.0,0.0,2.5604001986575747e-5,2.6733240540626374e-5,2.6452659982118032e-5,0.0,6.5936726343940005e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t160,0.0,0.0,3.732404101761198e-5,6.224415844947141e-5,1.4763510283375078e-5,1.1862322155327963e-5,3.788113738734176e-5,0.0007700075685267863,31.99999855762726,1.9999978018922713,0.0,0.0,2.7005303281189702e-5,2.8992149162664177e-5,2.7557956353065724e-5,0.0,6.5935195340508995e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t161,0.0,0.0,0.00045144585016480485,0.00021599139626465234,13.775198256350885,1.571496009343119e-5,4.455802623098489e-5,0.000823408663306107,31.999998568253567,1.9999978014600468,0.0,0.0,2.9900799428158296e-5,3.660716250219986e-5,2.9121410850872418e-5,0.0,6.594006191489343e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t162,0.0,0.0,0.0008344788722808489,0.0002830120797945651,33.25205929880941,1.828171921813631e-5,4.906981509053692e-5,0.000864474177382299,31.99999857327404,1.9999977997738119,0.0,0.0,3.1075573459892247e-5,3.898409586361589e-5,3.046517327040232e-5,0.0,6.594149852537736e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t163,0.0,0.0,25.056058238393174,0.00034408744823457573,41.432260396317076,2.046154182062534e-5,5.2764785461438903e-5,0.0008980685921379536,31.999998500835524,1.999997796825179,0.0,0.0,3.183656495186242e-5,4.06083713657141e-5,3.179381726404784e-5,0.0,6.593808042982705e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t164,0.0,0.0,28.200767772714126,0.00039769293250011787,41.43231239824887,2.2394458307543232e-5,5.5747887042385854e-5,0.000925287155957685,31.999998495634348,1.9999977923557148,0.0,0.0,3.2386726811473566e-5,4.179116195900772e-5,3.2874636629515554e-5,0.0,6.592880931049884e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t165,0.0,0.0,28.20182391421441,0.000433408455675952,41.432344261810925,2.40015523986967e-5,5.8167783055899786e-5,0.0009466080568863043,31.999998441637693,1.9999977861462104,0.0,0.0,3.283927051142757e-5,4.2827539621177036e-5,3.389160499660479e-5,0.0,6.591269743627784e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t166,0.0,0.0,28.201825040287243,0.0004369114598517838,41.432344918935044,2.460890046741586e-5,5.917457079018427e-5,0.0009563879014780666,31.99999843112296,1.999997776504548,0.0,0.0,3.3019624025316734e-5,4.314330908010156e-5,3.441247578544389e-5,0.0,6.5882900429920655e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t167,0.0,0.0,28.20182486873392,0.0004368816287543386,41.43234478443127,2.4649347450230785e-5,5.923135007412167e-5,0.0009580450455222394,31.999998451051216,1.9999977631585122,0.0,0.0,3.3038904640328947e-5,4.31502668769704e-5,3.4422427759533324e-5,0.0,6.583855428635985e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t168,0.0,0.0,28.20182321202779,0.00043307621017253304,41.4323436167314,2.4139680102732202e-5,5.837982623311345e-5,0.0009521960409211321,31.99999833953457,1.999997745742336,0.0,0.0,3.289654536382636e-5,4.283979982399699e-5,3.397201619059668e-5,0.0,6.577878924920454e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
