Region,Resource,Zone,Cluster,AnnualSum
FR0 0,FR0 0 CCGT,5,1,0.033982623
FR0 0,FR0 0 OCGT,5,1,0.024015961
FR0 0,FR0 0 coal,5,1,0.014117403
FR0 0,FR0 0 nuclear,5,1,1.5215331e8
FR0 0,FR0 0 offwind-ac,5,1,0.0555679
FR0 0,FR0 0 offwind-dc,5,1,0.05176582
FR0 0,FR0 0 oil,5,1,0.021343632
FR0 0,FR0 0 onwind,5,1,0.033061635
FR0 0,FR0 0 ror,5,1,5.2957e-5
FR0 0,FR0 0 solar,5,1,0.008495485
GB4 0,GB4 0 CCGT,6,1,0.0643052
GB4 0,GB4 0 coal,6,1,0.034257
GB4 0,GB4 0 offwind-ac,6,1,0.20167363
GB4 0,GB4 0 offwind-dc,6,1,0.14965531
GB4 0,GB4 0 oil,6,1,0.028247697
GB4 0,GB4 0 onwind,6,1,0.26231638
GB4 0,GB4 0 solar,6,1,0.02152328
GB5 0,GB5 0 CCGT,7,1,0.054195866
GB5 0,GB5 0 OCGT,7,1,0.037503287
GB5 0,GB5 0 biomass,7,1,0.19377694
GB5 0,GB5 0 coal,7,1,0.024132876
GB5 0,GB5 0 nuclear,7,1,1.1991461e8
GB5 0,GB5 0 offwind-ac,7,1,0.07331688
GB5 0,GB5 0 offwind-dc,7,1,0.13614856
GB5 0,GB5 0 oil,7,1,0.03238727
GB5 0,GB5 0 onwind,7,1,0.18081146
GB5 0,GB5 0 ror,7,1,0.00010021948
GB5 0,GB5 0 solar,7,1,0.017537685
NL0 0,NL0 0 CCGT,8,1,0.039420124
NL0 0,NL0 0 OCGT,8,1,0.027302776
NL0 0,NL0 0 coal,8,1,0.017662402
NL0 0,NL0 0 nuclear,8,1,5.036875e6
NL0 0,NL0 0 offwind-ac,8,1,0.06969378
NL0 0,NL0 0 offwind-dc,8,1,0.11593926
NL0 0,NL0 0 onwind,8,1,0.045002125
NL0 0,NL0 0 solar,8,1,0.010802382
NO3 0,NO3 0 CCGT,9,1,-0.050735522
NO3 0,NO3 0 OCGT,9,1,-0.023601495
NO3 0,NO3 0 offwind-ac,9,1,-0.010123165
NO3 0,NO3 0 offwind-dc,9,1,-0.011861062
NO3 0,NO3 0 onwind,9,1,-0.016254395
NO3 0,NO3 0 solar,9,1,-0.0023441222
SE3 2,NO3 0 coal,9,1,-0.01154814
NL0 0,NO3 0 nuclear,9,1,-0.041429862
SE3 0,SE3 0 CCGT,10,1,0.02581767
SE3 1,SE3 0 biomass,10,1,0.052648842
SE3 2,SE3 0 coal,10,1,0.011892567
SE3 3,SE3 0 nuclear,10,1,0.0
SE3 4,SE3 0 offwind-ac,10,1,0.013291802
SE3 5,SE3 0 offwind-dc,10,1,0.014424477
SE3 6,SE3 0 oil,10,1,0.015813483
SE3 7,SE3 0 onwind,10,1,0.028628064
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,0.0028218408
DE0 0,DE0 0 hydro,2,1,2.3594792
FR0 0,FR0 0 hydro,5,1,0.48760274
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,-0.1870696
SE3 0,SE3 0 hydro,10,1,0.42227554
DE0 0,DE0 0 PHS,2,1,0.33611748
FR0 0,FR0 0 PHS,5,1,0.28441995
GB5 0,GB5 0 PHS,7,1,0.30768433
NO3 0,NO3 0 PHS,9,1,-0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,0.114937544
DE0 0,DE0 0 Battery,2,1,0.13806738
DK0 0,DK0 0 Battery,3,1,0.10157728
DK3 0,DK3 0 Battery,4,1,0.11704093
FR0 0,FR0 0 Battery,5,1,0.1193737
GB4 0,GB4 0 Battery,6,1,0.26801
GB5 0,GB5 0 Battery,7,1,0.17958936
NL0 0,NL0 0 Battery,8,1,0.13099156
NO0 0,NO0 0 Battery,9,1,-0.10710502
SE3 0,SE3 0 Battery,10,1,0.10028501
