Resource,CAPTURE_COMP_1,CAPTURE_COMP_2,CAPTURE_COMP_3,CAPTURE_COMP_4,CAPTURE_COMP_5,CAPTURE_COMP_6,CAPTURE_COMP_7,CAPTURE_COMP_8,CAPTURE_COMP_9,CAPTURE_COMP_10
t14,1.1564803920414306e-5,1.438614648884706e-5,1.0454851264113516e-5,1.3806138079498905e-5,1.3033462603890572e-5,1.1843595770922339e-5,1.3497894658699063e-5,1.1697353668994945e-5,1.1479312653522826e-5,1.1229865791620689e-5
t15,1.1564551420788274e-5,1.4385943645333874e-5,1.0454509953707119e-5,1.3805900580674751e-5,1.3032387485283378e-5,1.1844077346979763e-5,1.3498604152920905e-5,1.1697551533638298e-5,1.1479115625271246e-5,1.1229813496620602e-5
t16,1.1563865758791791e-5,1.4385562943518348e-5,1.0454161562490742e-5,1.3805563645274853e-5,1.3030832882418392e-5,1.1848508941804545e-5,1.3499935753641873e-5,1.1697430053301096e-5,1.1478550463419661e-5,1.1229349142036361e-5
t17,1.156359999736199e-5,1.4385331978214594e-5,1.0454093472667066e-5,1.380547266410901e-5,1.3029694916526956e-5,1.1850885266599142e-5,1.3501934772866199e-5,1.1697390593608984e-5,1.1478391664138675e-5,1.12293542495446e-5
t18,1.156352620079978e-5,1.438525459460722e-5,1.0454150763701989e-5,1.380544732619512e-5,1.302900515631254e-5,1.1855057950313147e-5,1.350422519606012e-5,1.1697536033338833e-5,1.1478404283940676e-5,1.12292976164239e-5
t19,1.1563510528102667e-5,1.4385175278001957e-5,1.04540821140431e-5,1.3805436156714899e-5,1.3028834215871272e-5,1.1859064981890199e-5,1.350450853123871e-5,1.1697592584834054e-5,1.1478602225310618e-5,1.122922658392402e-5
t20,1.1563509046530855e-5,1.4384969622799115e-5,1.0453922274954001e-5,1.3805349113777305e-5,1.302889681698435e-5,1.1860273998017116e-5,1.3505698431006213e-5,1.1697671013107939e-5,1.1478831816997041e-5,1.1229124573965557e-5
t21,1.1563321052506546e-5,1.4384741106240688e-5,1.0453609431799569e-5,1.380514189764979e-5,1.3028899649208169e-5,1.186169242821305e-5,1.3505402599244897e-5,1.1697639948446706e-5,1.147889531293979e-5,1.1228737459629457e-5
t22,1.1563561235938871e-5,1.438463457880041e-5,1.0453283534988251e-5,1.3805055647830078e-5,1.3029185721245823e-5,1.1861329365096505e-5,1.3505704313430972e-5,1.1697821712644932e-5,1.147923032748587e-5,1.1228696360395259e-5
t23,1.156393811209482e-5,1.4384618587214763e-5,1.0453283606446007e-5,1.3805159211653116e-5,1.3029461123640675e-5,1.1860137442778689e-5,1.3506478406303866e-5,1.1698215727210118e-5,1.1479595669181603e-5,1.1228795692802635e-5
t24,1.156451366871249e-5,1.438466188986236e-5,1.0453132553859758e-5,1.3805239662770069e-5,1.3029780684230928e-5,1.1860123299784443e-5,1.350710729558592e-5,1.1698655896924352e-5,1.1480103776034668e-5,1.1229029677601638e-5
t25,1.1564956276274183e-5,1.4384638739404482e-5,1.0453079506453209e-5,1.3805374987296867e-5,1.3029987498571098e-5,1.1860613961976252e-5,1.3507776036170759e-5,1.1698958551535637e-5,1.1480371052883389e-5,1.1229237401715201e-5
t26,1.1565235040573672e-5,1.4384438412745855e-5,1.0452982484948824e-5,1.3805238279498782e-5,1.3029882292695995e-5,1.1864402883279533e-5,1.3508308262904257e-5,1.1699167436449287e-5,1.1480296545260326e-5,1.122899187693677e-5
t27,1.1565752029141387e-5,1.4384417519164044e-5,1.0452762768822528e-5,1.380529068401967e-5,1.3030111111126976e-5,1.1865065846065953e-5,1.350911641123847e-5,1.1699330946754521e-5,1.1480519659891641e-5,1.1229181489649691e-5
t28,1.1565985410097269e-5,1.4384473149205784e-5,1.0453091391167676e-5,1.3805388289378698e-5,1.3030376591813622e-5,1.1865898554432614e-5,1.3509569768867389e-5,1.1699360482085245e-5,1.1480711422393e-5,1.1229317637975825e-5
t29,1.1566407288543641e-5,1.4384770604319452e-5,1.0453393858520745e-5,1.3805688836596112e-5,1.3030848109032382e-5,1.1863174977782035e-5,1.351014814728925e-5,1.169961118686888e-5,1.1481234460458998e-5,1.122976930635908e-5
t30,1.1566112548789726e-5,1.4385004138613584e-5,1.0453666539752091e-5,1.3805989001049079e-5,1.3031290835926419e-5,1.1861564448267982e-5,1.3510640973571586e-5,1.169917565711105e-5,1.1481676642231351e-5,1.1230200926232088e-5
t31,1.156566648010211e-5,1.4384945543516809e-5,1.0453829780701418e-5,1.3805825189217773e-5,1.3031434531910567e-5,1.1865475594250528e-5,1.3510857059943777e-5,1.169899540885001e-5,1.1481717002299004e-5,1.1230020822762452e-5
t32,1.156553284624173e-5,1.4384888016860744e-5,1.0453719065291364e-5,1.3805629846382499e-5,1.3032092741406123e-5,1.1870981560492713e-5,1.3511285018958833e-5,1.1698912935016215e-5,1.1481897424892188e-5,1.1229936530585205e-5
t33,1.1565732706833054e-5,1.4384879174542028e-5,1.0454076974632399e-5,1.3805537590802624e-5,1.3033279692080028e-5,1.1881389999013165e-5,1.3511117873128967e-5,1.1698937487088457e-5,1.1482184181452334e-5,1.122979369909188e-5
t34,1.156653259110102e-5,1.4385228972922954e-5,1.0454451612136388e-5,1.3805838896889403e-5,1.3035010910881148e-5,1.1875984039480344e-5,1.3511010984174689e-5,1.1699211626988719e-5,1.1482995879421157e-5,1.1230313033694983e-5
t35,1.1566599319020019e-5,1.43853061107744e-5,1.0454721491230977e-5,1.3805963792382827e-5,1.3036054559518233e-5,1.1871078775626866e-5,1.3511230644920216e-5,1.1699143459688774e-5,1.1483151680771782e-5,1.1230484315091601e-5
t36,1.156580989457598e-5,1.4384617165201463e-5,1.0454037151979928e-5,1.3805204869046184e-5,1.3035831478666616e-5,1.1881290559402344e-5,1.3510678387704159e-5,1.1698281164003008e-5,1.1482703885357792e-5,1.122966145893751e-5
t37,1.1565602166699071e-5,1.4384318547537742e-5,1.0453847891893132e-5,1.3804934371683592e-5,1.3035653747030719e-5,1.1882483636590832e-5,1.3510513790828353e-5,1.169796521357353e-5,1.1482607253633137e-5,1.1229584066483993e-5
t38,1.156560711838907e-5,1.438425488077415e-5,1.0453818558067497e-5,1.380493456113944e-5,1.3035385607343892e-5,1.1879096201508339e-5,1.351014455316121e-5,1.1697949303030156e-5,1.148269118496841e-5,1.1229730139042178e-5
t39,1.1565262870416923e-5,1.4383981091803489e-5,1.0453524645649749e-5,1.3804626257262394e-5,1.3034735898335685e-5,1.188266928353598e-5,1.3509879367555304e-5,1.16978522224635e-5,1.148254156743303e-5,1.1229566297434442e-5
t40,1.1565495524611932e-5,1.4384154488917633e-5,1.0453682359583018e-5,1.380478566706191e-5,1.3034401740771566e-5,1.1875712431885993e-5,1.3510832571394425e-5,1.1698368129002646e-5,1.1482799795030181e-5,1.1229964365910245e-5
t41,1.1565677646261628e-5,1.4384361913895303e-5,1.0453858872725366e-5,1.3805116082877002e-5,1.3033984965667017e-5,1.1867715716965247e-5,1.3512471677403133e-5,1.1698898815736324e-5,1.1482970100664282e-5,1.1230323491873509e-5
t42,1.1565271290441726e-5,1.4383949764781393e-5,1.0453274249127546e-5,1.3804726552986128e-5,1.3033243188420082e-5,1.1878753905601705e-5,1.3513138180817868e-5,1.169874597783411e-5,1.148239199299269e-5,1.1229777278600945e-5
t43,1.1565510372602152e-5,1.438397456865323e-5,1.0453143152098018e-5,1.380474808589333e-5,1.30333063535269e-5,1.1880393989820418e-5,1.3512858354156838e-5,1.1698805034379964e-5,1.1482347337131929e-5,1.1229710395368106e-5
t44,1.1566349168140254e-5,1.4384459390957302e-5,1.0453346338112957e-5,1.3805331034911476e-5,1.3034087133437053e-5,1.1871118387342619e-5,1.3513499646866388e-5,1.1699268155563471e-5,1.1482885832659674e-5,1.1230227830914664e-5
t45,1.1566768957065134e-5,1.43848119840485e-5,1.0453374617794794e-5,1.3805742477479126e-5,1.3034667135004521e-5,1.1864561653501606e-5,1.351107765495154e-5,1.1699384768672257e-5,1.1483335833043617e-5,1.1230462705538134e-5
t46,1.1566280780347304e-5,1.4384605526186763e-5,1.0452802102982753e-5,1.3805392531063688e-5,1.3034400077231717e-5,1.1868388073460933e-5,1.3510508354933362e-5,1.1699119498960497e-5,1.1483173157433216e-5,1.1229875883937945e-5
t47,1.1565828880155415e-5,1.4384299261749408e-5,1.0452272280302684e-5,1.3805021820334406e-5,1.3034096163406449e-5,1.1870288759742017e-5,1.3510676236548916e-5,1.169903764205544e-5,1.1482877609510325e-5,1.122944474274955e-5
t48,1.156633914725082e-5,1.4384594785165588e-5,1.0452364828352276e-5,1.3805258374527628e-5,1.3034486411925919e-5,1.1862425013129314e-5,1.351076079169931e-5,1.169964430668385e-5,1.148308068368718e-5,1.122988660365556e-5
t49,1.1566436067022156e-5,1.438451073601979e-5,1.0452155265445607e-5,1.3805002959810117e-5,1.3034509299431876e-5,1.1863036758987018e-5,1.3510730199417573e-5,1.1699776794980578e-5,1.1482700192719073e-5,1.1229741764864711e-5
t50,1.1566846290748997e-5,1.4384570165333177e-5,1.0452211376323364e-5,1.3805018073519292e-5,1.303477923078729e-5,1.1857832932836181e-5,1.3510950165108314e-5,1.17000699459839e-5,1.1482557951896836e-5,1.122992895311956e-5
t51,1.1566685104461864e-5,1.4384152283370638e-5,1.04517310902222e-5,1.3804393645218042e-5,1.3034551174943152e-5,1.1861712811646084e-5,1.3510733470020866e-5,1.1699975613958743e-5,1.1482060049206987e-5,1.1229389479288309e-5
t52,1.156656062161729e-5,1.4383703666937155e-5,1.0451432264288763e-5,1.3803863581863824e-5,1.3034466516260222e-5,1.1866810381017385e-5,1.3511007624859201e-5,1.1699903728561301e-5,1.1481683326056694e-5,1.1229044745668549e-5
t53,1.156656084189439e-5,1.4383585158652745e-5,1.0451568862645334e-5,1.3803639936661065e-5,1.303465952689594e-5,1.1866986726249295e-5,1.3511183889677545e-5,1.1699844758956376e-5,1.1481607373066074e-5,1.12290847504261e-5
t54,1.1566345366837397e-5,1.4383833157967221e-5,1.0452302128689265e-5,1.3803859433377392e-5,1.303511453893249e-5,1.1863271445269844e-5,1.3511458539168625e-5,1.1699511799712919e-5,1.1481717404883448e-5,1.1229526222880761e-5
t55,1.1566453997437225e-5,1.4384021026983302e-5,1.0452899168752343e-5,1.3803846283566572e-5,1.3035464245487816e-5,1.1861195757027491e-5,1.351190236242216e-5,1.1699558964287592e-5,1.1481676837919879e-5,1.1229782653424613e-5
t56,1.1565928594582576e-5,1.4383851838598012e-5,1.0452760937520443e-5,1.3803211238109983e-5,1.3035600986917509e-5,1.1867585853625747e-5,1.3512029664979774e-5,1.1699199288989373e-5,1.1481159576267711e-5,1.1229243171054816e-5
t57,1.1566465802617219e-5,1.4384144902602666e-5,1.0453354165520356e-5,1.3803158377302043e-5,1.3036776793351461e-5,1.1867920451178032e-5,1.3512446502218522e-5,1.1699618836199082e-5,1.1481403512685502e-5,1.1229406291931267e-5
t58,1.1566737743479885e-5,1.4384194742148702e-5,1.0453620726250519e-5,1.380293499779736e-5,1.3037786916856307e-5,1.186861931601998e-5,1.3512402765163447e-5,1.1699935523574513e-5,1.1481579382844399e-5,1.1229369308965254e-5
t59,1.1566381915893253e-5,1.4383834775639167e-5,1.0453494494647198e-5,1.380231296263475e-5,1.3038043458470276e-5,1.1873898463174901e-5,1.3511887321032607e-5,1.169992503703845e-5,1.14812617103995e-5,1.1228908539122409e-5
t60,1.1565588662473007e-5,1.4382989161268723e-5,1.0452752697958736e-5,1.3801270359285261e-5,1.3037434375956388e-5,1.1887417340375335e-5,1.3511390063909356e-5,1.1699338190762847e-5,1.1480468419753542e-5,1.1228009668858192e-5
t61,1.156547027666107e-5,1.4382826818559398e-5,1.0452628772177544e-5,1.3800895645284502e-5,1.3037153601005517e-5,1.1882898004908689e-5,1.3511958700605732e-5,1.1699471070937484e-5,1.1480141412607115e-5,1.1227792379213592e-5
t62,1.1566418602442093e-5,1.438333426526968e-5,1.0453216591002012e-5,1.3801428207148676e-5,1.3037637751616278e-5,1.1863411759809171e-5,1.3512845064221782e-5,1.1700329638260801e-5,1.1480566095732233e-5,1.122861507552683e-5
t63,1.1566746632999026e-5,1.4383393098529694e-5,1.0453369952265636e-5,1.3801528395692449e-5,1.3037491670563428e-5,1.1858882185442998e-5,1.3513363748296846e-5,1.170067949767816e-5,1.1480484668743033e-5,1.1228845360356518e-5
t64,1.1566001509880456e-5,1.4382690796177251e-5,1.0452452273722206e-5,1.3800720922977562e-5,1.3036299804379565e-5,1.1873298369752118e-5,1.3513416604403921e-5,1.1700327561125478e-5,1.1479382679427537e-5,1.122798477065248e-5
t65,1.1565766348828546e-5,1.4382456558348613e-5,1.045232270488841e-5,1.3800633383687895e-5,1.3035473761113817e-5,1.1875612690138804e-5,1.3513923473068407e-5,1.170049460233848e-5,1.1478874142715904e-5,1.1227913381137318e-5
t66,1.1565500043363143e-5,1.4382343347382954e-5,1.045206656983992e-5,1.3800581219771297e-5,1.3034876646184272e-5,1.1875699406543734e-5,1.3513522466172672e-5,1.1700527522371988e-5,1.1478582773580638e-5,1.122772732744381e-5
t67,1.1565903763857622e-5,1.4382564550217224e-5,1.0452187056430591e-5,1.3800954748825355e-5,1.303506504273698e-5,1.1869272945533167e-5,1.3513680483417276e-5,1.1700842359213198e-5,1.1478934199292786e-5,1.1228125985074939e-5
t68,1.1566027636105463e-5,1.4382520118206475e-5,1.0451942803080694e-5,1.3800931571930703e-5,1.3035089906923853e-5,1.1869306320019576e-5,1.3514246761196664e-5,1.1701034240358779e-5,1.1478956983426e-5,1.1228003009183612e-5
t69,1.1566548879669787e-5,1.4382762181165689e-5,1.045210177354731e-5,1.3801247964663753e-5,1.3035415052389213e-5,1.1864074483617269e-5,1.3513757039103591e-5,1.1701370145966512e-5,1.1479204858267919e-5,1.1228276518735269e-5
t70,1.1566696504377462e-5,1.4382774994653256e-5,1.0451902317897326e-5,1.380136105520831e-5,1.3035475617540098e-5,1.1861386741275322e-5,1.351247950857297e-5,1.1701350290958995e-5,1.1479110749614855e-5,1.1228196199682404e-5
t71,1.1566379251599493e-5,1.4382509624876955e-5,1.0451301306139856e-5,1.38011223270587e-5,1.3035106681906347e-5,1.1859165196258944e-5,1.3511962257207121e-5,1.170108622515804e-5,1.1478739780527782e-5,1.122780573892451e-5
t72,1.1566433633934122e-5,1.4382370897658895e-5,1.0451271762416997e-5,1.3801016184605384e-5,1.30350780140454e-5,1.1858120113731252e-5,1.3511382852665164e-5,1.1700970542508924e-5,1.1478621191089252e-5,1.1227676987429507e-5
t73,1.1566432372630464e-5,1.4382227724071729e-5,1.0451101196157679e-5,1.3800682535508597e-5,1.3035079601787453e-5,1.1858673568779922e-5,1.3511206340006123e-5,1.1700948120735398e-5,1.1478415820626749e-5,1.122744617577982e-5
t74,1.1566610514240844e-5,1.438219499368097e-5,1.0451050876012816e-5,1.3800430632919782e-5,1.3035226768377015e-5,1.185759023848484e-5,1.351104657608533e-5,1.1701125137101988e-5,1.1478260082632354e-5,1.122734035767414e-5
t75,1.1567108934729465e-5,1.4382234833887444e-5,1.045115777674418e-5,1.3800336036458293e-5,1.303541902078261e-5,1.1855332431260078e-5,1.3510899868206173e-5,1.1701555362881903e-5,1.1478161779761724e-5,1.1227375521661861e-5
t76,1.1566825377963322e-5,1.438213585676258e-5,1.0451007612113512e-5,1.3800054278560347e-5,1.3035349134001748e-5,1.1856957614640572e-5,1.3510448527782089e-5,1.1701367093404948e-5,1.1477822481634705e-5,1.1227065566737948e-5
t77,1.1566712763083012e-5,1.4382400516145432e-5,1.0451366384318508e-5,1.3800205174651854e-5,1.3035662214051301e-5,1.1855397365831328e-5,1.3510405006984258e-5,1.1701275817333498e-5,1.1477860250461152e-5,1.1227241590277771e-5
t78,1.1566649493542986e-5,1.438264724177336e-5,1.0451847056703164e-5,1.3800308466419982e-5,1.3035803606294064e-5,1.185675520974914e-5,1.351022925005521e-5,1.1701442352498673e-5,1.1477777147373419e-5,1.122727556354869e-5
t79,1.156663627590406e-5,1.4382966703351394e-5,1.0452207826653796e-5,1.3800382208606464e-5,1.3036013739021067e-5,1.1857991127411085e-5,1.3510210872661182e-5,1.1701624554763001e-5,1.1477734443062821e-5,1.122730175914e-5
t80,1.1566973426698066e-5,1.4383449730258858e-5,1.0452735355615766e-5,1.3800577495918687e-5,1.3036794446706627e-5,1.1854414541163127e-5,1.3510819557660614e-5,1.1701937222260905e-5,1.1478042429010826e-5,1.1227502418150822e-5
t81,1.1567141240559363e-5,1.4383656097430904e-5,1.0452979320469097e-5,1.380041787584784e-5,1.3037637193483982e-5,1.1859678581164652e-5,1.3511532924321699e-5,1.170205901202367e-5,1.1478196734579986e-5,1.1227295375832992e-5
t82,1.1567444640764003e-5,1.4383856150652148e-5,1.0453260597661158e-5,1.3800428323940972e-5,1.3038656112944302e-5,1.1858828528125292e-5,1.351172323473138e-5,1.1702238252383707e-5,1.1478566282315322e-5,1.1227332774282306e-5
t83,1.1567154896198032e-5,1.4383847546899057e-5,1.0453113858639757e-5,1.3800127345842632e-5,1.3038974797515236e-5,1.1859198619521847e-5,1.3512446154115528e-5,1.1702314522384542e-5,1.1478551214090544e-5,1.1227034338917097e-5
t84,1.156732847758741e-5,1.4383945738077303e-5,1.0453144108653299e-5,1.3800139366900334e-5,1.303914426418223e-5,1.1855553985726175e-5,1.3512944196592333e-5,1.1702423228747264e-5,1.1478796240272452e-5,1.1227106124101233e-5
t85,1.1567504253901946e-5,1.4384055986591299e-5,1.0453054460739227e-5,1.380023519585418e-5,1.3039136709547359e-5,1.1851512743493142e-5,1.3513091193064287e-5,1.170257966046562e-5,1.147889379572528e-5,1.1227153748119948e-5
t86,1.1567268513255184e-5,1.4383982432553533e-5,1.0452549560763171e-5,1.3800097059837293e-5,1.3038735077860241e-5,1.1851741115668682e-5,1.3513020888182223e-5,1.1702513487191502e-5,1.1478702838441436e-5,1.1226836103199876e-5
t87,1.1567357491783034e-5,1.4384086668217225e-5,1.0452454320219094e-5,1.380032340505966e-5,1.303857119745082e-5,1.1849796421712199e-5,1.3513355984583195e-5,1.1702658601339575e-5,1.1478770014198175e-5,1.1226888348841666e-5
t88,1.1567474626118995e-5,1.4384394724678597e-5,1.0452520000760991e-5,1.3800711330163241e-5,1.3038281125263925e-5,1.184587078857878e-5,1.3513375668389851e-5,1.1702945916252348e-5,1.1478909755967382e-5,1.1227047958821979e-5
t89,1.1567502348042483e-5,1.4384704124047512e-5,1.0452761363867598e-5,1.380118903629584e-5,1.3037824389151644e-5,1.1841977094456793e-5,1.3513368959047065e-5,1.1703261442465118e-5,1.1479149181230049e-5,1.1227274319811239e-5
t90,1.1567522581273467e-5,1.4384927383780678e-5,1.0452885492866939e-5,1.3801561987493045e-5,1.3037369064032537e-5,1.1839762380910858e-5,1.3512503049685606e-5,1.1703377190971138e-5,1.1479432555494808e-5,1.1227438045825363e-5
t91,1.1567018436727434e-5,1.4384726254111884e-5,1.0452363279968503e-5,1.3801464812270922e-5,1.3036649509819912e-5,1.1842883823889415e-5,1.3511944683277484e-5,1.1703222434912772e-5,1.1479322452458853e-5,1.1227124268231921e-5
t92,1.1567030995841652e-5,1.4384673340087009e-5,1.045219084517066e-5,1.3801599526936737e-5,1.3036428150740398e-5,1.1841919050078703e-5,1.3512578103880097e-5,1.1703263325887316e-5,1.1479557639795817e-5,1.1227155406988659e-5
t93,1.1567166478197077e-5,1.4384780120976342e-5,1.0452146263613396e-5,1.3801830266360335e-5,1.3036346480085408e-5,1.1839255930653236e-5,1.3511756236456052e-5,1.1703328152080383e-5,1.1479900399069424e-5,1.122729184488042e-5
t94,1.1567305395830433e-5,1.438484198939607e-5,1.0452033873837045e-5,1.3801998635513271e-5,1.303616674349951e-5,1.1837215339897398e-5,1.3510646648063256e-5,1.1703276076631882e-5,1.1480355248499027e-5,1.1227491072831736e-5
t95,1.156710373472489e-5,1.4384627667225933e-5,1.045164062873595e-5,1.3802050175760986e-5,1.3035620745715073e-5,1.1835518818050573e-5,1.350990574071131e-5,1.1703043193471863e-5,1.1480503076167689e-5,1.1227543790063293e-5
t96,1.1566906556199603e-5,1.438435570698571e-5,1.0451337087004679e-5,1.3802043333760824e-5,1.3035085490466577e-5,1.1838593139584709e-5,1.3509287391249005e-5,1.1702608428925783e-5,1.1480470852465731e-5,1.1227426719391592e-5
t97,1.156713898055011e-5,1.4384427387966024e-5,1.0451353483838173e-5,1.3802432219926409e-5,1.3035060674739097e-5,1.1837364558802798e-5,1.3509230713263075e-5,1.170242920955535e-5,1.1480565581740965e-5,1.1227625008446424e-5
t98,1.1567647122576473e-5,1.4384630115377527e-5,1.0451444631635196e-5,1.3802828210483589e-5,1.3035192581575281e-5,1.1835130034364127e-5,1.3509176402573693e-5,1.1702694750561484e-5,1.1480694949539418e-5,1.1227851845623915e-5
t99,1.1567640371630038e-5,1.4384839303018481e-5,1.0451527529869304e-5,1.3803143458533398e-5,1.3035260612954844e-5,1.1834252583394198e-5,1.3508883521968193e-5,1.1702578424174208e-5,1.1480646002643216e-5,1.1227988964224967e-5
t100,1.1567710810985907e-5,1.4385011182586196e-5,1.0451642532649952e-5,1.3803471012456197e-5,1.30352162176076e-5,1.1834274391235084e-5,1.3508782979583325e-5,1.1702612535691398e-5,1.1480525904467681e-5,1.1228118386403008e-5
t101,1.1567191878001575e-5,1.438506689045741e-5,1.0451432418885647e-5,1.3803578525463017e-5,1.3034856114590978e-5,1.1838932211483043e-5,1.3508235655437547e-5,1.1702138135303183e-5,1.1480148855511276e-5,1.1227913490204277e-5
t102,1.1567170239438584e-5,1.4385398001837864e-5,1.0451855333320042e-5,1.3804131860002528e-5,1.3034952706203557e-5,1.1839718617746294e-5,1.3508078112382727e-5,1.1701921967331722e-5,1.1480174927827391e-5,1.1228225112265432e-5
t103,1.1567206785128623e-5,1.4385929372571828e-5,1.0452207646160041e-5,1.38047188729182e-5,1.3035224465867868e-5,1.183832891478071e-5,1.3508104769648223e-5,1.1701853289065977e-5,1.1480182008851594e-5,1.1228619766965267e-5
t104,1.1566899164329025e-5,1.4386508357882002e-5,1.0452907989657458e-5,1.3805265901670546e-5,1.3035800203461805e-5,1.183776785575591e-5,1.3508026129396066e-5,1.1701437722772407e-5,1.14802998134324e-5,1.122911669684688e-5
t105,1.1567319132254915e-5,1.4386975395373078e-5,1.0453427950565777e-5,1.3805763929329076e-5,1.3036590805393186e-5,1.1838778029932444e-5,1.3507861539372275e-5,1.1701808137330579e-5,1.1480559065575547e-5,1.1229596716488632e-5
t106,1.1567037361891494e-5,1.4386983973331506e-5,1.0453381319563564e-5,1.3805644483441397e-5,1.3036777589979758e-5,1.1843828160043914e-5,1.3507330498869135e-5,1.1701664182594106e-5,1.1480233711186173e-5,1.1229435244464116e-5
t107,1.1567118584146447e-5,1.4387184771884965e-5,1.0453945533979175e-5,1.3805823539229423e-5,1.3036949767460825e-5,1.184443342903058e-5,1.3507137350459417e-5,1.1701725083366536e-5,1.1480002311384643e-5,1.1229589505363216e-5
t108,1.1567233845876532e-5,1.4387473608362714e-5,1.0453916475098348e-5,1.380597155956836e-5,1.3037149171790144e-5,1.1842173310874755e-5,1.3507173454213843e-5,1.170204818209611e-5,1.1479676639564118e-5,1.1229682368124626e-5
t109,1.1567289662841867e-5,1.4387608223512114e-5,1.0453950743381197e-5,1.3806124781062788e-5,1.303732865882998e-5,1.1840378942063579e-5,1.350728048846239e-5,1.1702137555370227e-5,1.1479420163391179e-5,1.122972087146894e-5
t110,1.1567310515555361e-5,1.4387662071454951e-5,1.0454077567862998e-5,1.380627906360645e-5,1.3037448456287402e-5,1.1839847122546402e-5,1.3507068745179606e-5,1.1702144841643019e-5,1.1479348173484503e-5,1.122974296517318e-5
t111,1.1566865876697427e-5,1.4387522699655033e-5,1.0453814499241683e-5,1.3806165926848319e-5,1.3037130901526354e-5,1.1844351307760132e-5,1.3506850119495257e-5,1.1701926950384384e-5,1.1479078540303858e-5,1.1229367053064703e-5
t112,1.1566847620294012e-5,1.4387546707836543e-5,1.045416540952384e-5,1.3806247095155128e-5,1.3036947308899945e-5,1.1845178113520036e-5,1.3507227819573871e-5,1.1701946115195791e-5,1.1479170275775616e-5,1.1229415327242379e-5
