,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption
t56,2.0905689632549282e-5,2.272911416125554e-5,2.20947408883488e-5,2.188709817839906e-5,2.3120151270827555e-5,2.336564136364135e-5,2.0468133420998968e-5,1.8922550783020035e-5,2.0710692492520246e-5,1.954102446508198e-5
t57,2.091224883700091e-5,2.274345226253029e-5,2.2088428473130846e-5,2.1875056177364108e-5,2.3118167793971925e-5,2.3400119213328628e-5,2.048848472927994e-5,1.8927154320979142e-5,2.0702848639265817e-5,1.952471360146216e-5
t58,2.0919960229995737e-5,2.2744316221446805e-5,2.2078768428296513e-5,2.1867266975370582e-5,2.310366818728638e-5,2.340494125111944e-5,2.0476323629789588e-5,1.893688909342264e-5,2.070708933101815e-5,1.950874146652701e-5
t59,2.091586415429788e-5,2.274371898150696e-5,2.2070819289927764e-5,2.186367354123233e-5,2.306573802250986e-5,2.3528739918453123e-5,2.04783305975925e-5,1.894269794151883e-5,2.0700466035790208e-5,1.9491948717946932e-5
t60,2.089625498110695e-5,2.273507770208903e-5,2.2052253906848236e-5,2.184720410582393e-5,2.303810374178492e-5,2.3546341476495556e-5,2.0461692084505098e-5,1.8922374785059086e-5,2.06823242279339e-5,1.9457574255421813e-5
t61,2.092332883696604e-5,2.275730828287539e-5,2.208695877594414e-5,2.187585627030273e-5,2.308662464335945e-5,2.365433108782297e-5,2.0526778816059488e-5,1.894904236016835e-5,2.0697485480948515e-5,1.944778697361602e-5
t62,2.0909190212002364e-5,2.2742882955902952e-5,2.207051495799989e-5,2.186027330779056e-5,2.3084510650670574e-5,2.3611358761027533e-5,2.050325255649262e-5,1.893860878058183e-5,2.0666870906163685e-5,1.9415670946377646e-5
t63,2.0897453658715154e-5,2.2733357751715446e-5,2.204859046371467e-5,2.1850326960441254e-5,2.3093593834060583e-5,2.364366605443805e-5,2.0517936741420618e-5,1.8923460325941642e-5,2.0638840513028536e-5,1.9388719288856858e-5
t64,2.0888041208102093e-5,2.2727781398956622e-5,2.2029499805928173e-5,2.18413175199942e-5,2.3084852313517335e-5,2.380125978126726e-5,2.0576904690172448e-5,1.891907536338619e-5,2.0604347401128394e-5,1.936225574519677e-5
t65,2.0868742013316355e-5,2.271012229527744e-5,2.202782035173792e-5,2.1834369105338007e-5,2.3059578531100963e-5,2.38317800921676e-5,2.062899188227482e-5,1.8925324398050688e-5,2.0575809214822333e-5,1.934562691227765e-5
t66,2.0904194543341135e-5,2.2734124412456628e-5,2.2067860058978128e-5,2.1869478945494433e-5,2.309062403535848e-5,2.3770466681766224e-5,2.059900496379279e-5,1.8970870957919473e-5,2.0610040673873104e-5,1.9362839935470844e-5
t67,2.0883467034712065e-5,2.272214868472571e-5,2.2033242454982514e-5,2.184537780708319e-5,2.3083854680603487e-5,2.371434537161447e-5,2.0560808004087933e-5,1.8951323424394548e-5,2.059390968570472e-5,1.9342333307533007e-5
t68,2.0875493341651506e-5,2.2710476760296614e-5,2.200020347837565e-5,2.1825918249767617e-5,2.3076714359898584e-5,2.3782315121017165e-5,2.0626522492380256e-5,1.8940378377960117e-5,2.0581086578067708e-5,1.9317771779677355e-5
t69,2.0869369029246712e-5,2.2708810554624366e-5,2.197051925001149e-5,2.18141424726514e-5,2.3065456950940862e-5,2.37662379519774e-5,2.0531401471848862e-5,1.892733422607966e-5,2.056950787605412e-5,1.9306047939495148e-5
t70,2.0856822899746596e-5,2.270226361605407e-5,2.1935392777171897e-5,2.1800714513794595e-5,2.304960756968174e-5,2.375766621126983e-5,2.033907029895251e-5,1.890583765567818e-5,2.0552182102924824e-5,1.929208246468412e-5
t71,2.0890928638032274e-5,2.2714932925354742e-5,2.1950573975188733e-5,2.1836171672715193e-5,2.308544999109646e-5,2.378761939350606e-5,2.0299231742508856e-5,1.8931475119909655e-5,2.057555494357371e-5,1.9306549254970344e-5
t72,2.088050299231652e-5,2.2708786506780843e-5,2.1932117320774236e-5,2.182307510076986e-5,2.3072148839955035e-5,2.3768686413254388e-5,2.019497324441976e-5,1.8908384071387042e-5,2.0558978207837976e-5,1.929789566453166e-5
t73,2.0878967634888424e-5,2.2713205308616503e-5,2.1912904006980652e-5,2.181134100959743e-5,2.3063990878537447e-5,2.377672048877643e-5,2.0176173036530787e-5,1.889367138818676e-5,2.0547410556677835e-5,1.928596372926486e-5
t74,2.0883336167625878e-5,2.2715791864774827e-5,2.1897308897301086e-5,2.1801938907502134e-5,2.3060810323158145e-5,2.380522875481265e-5,2.0156877865086998e-5,1.8891093184866015e-5,2.0536059725673806e-5,1.927022412154918e-5
t75,2.0908476361515487e-5,2.2716400976753964e-5,2.188509403010397e-5,2.1788443274938106e-5,2.3044266066124253e-5,2.3840104288137156e-5,2.0118769316883824e-5,1.8921237932222987e-5,2.0516024633251335e-5,1.9250207819431525e-5
t76,2.0940411683671344e-5,2.2742183005751246e-5,2.192910053331539e-5,2.1821898717004164e-5,2.3090772432686272e-5,2.382067167131501e-5,2.011368187642121e-5,1.895371854356991e-5,2.0549945614404572e-5,1.9267100746717023e-5
t77,2.0891066310435045e-5,2.274529843795012e-5,2.1929014247420534e-5,2.1811592142841208e-5,2.3068603088237627e-5,2.3911118816146834e-5,2.0086430722296948e-5,1.8899042126089946e-5,2.05396983228233e-5,1.9257671872714902e-5
t78,2.0887968169543155e-5,2.2766013795664377e-5,2.1958269837989913e-5,2.181905784442611e-5,2.3057362728116172e-5,2.3958934480188204e-5,2.0071422440375603e-5,1.8902846725266273e-5,2.0544151900293222e-5,1.9263056733635393e-5
t79,2.0887546399094432e-5,2.2781941738336474e-5,2.1984939546966386e-5,2.1826675690973616e-5,2.3045779269728167e-5,2.4006993372006486e-5,2.007238476538998e-5,1.8912913643456414e-5,2.0546244827306062e-5,1.9267692774416796e-5
t80,2.088048554386522e-5,2.2786111021086803e-5,2.199556897907978e-5,2.1816406115375137e-5,2.3036752025321787e-5,2.3994168356302374e-5,2.0105902348292252e-5,1.8912439890904465e-5,2.0543859642282562e-5,1.9260217913866912e-5
t81,2.093883839118182e-5,2.2842572440803122e-5,2.2053851594243227e-5,2.184975137059217e-5,2.3115757818919292e-5,2.408232731506661e-5,2.0244593914483475e-5,1.896492057610988e-5,2.059103231509915e-5,1.9277399358690044e-5
t82,2.0934372395756684e-5,2.284063496398187e-5,2.2050122242363578e-5,2.1832521986459353e-5,2.3136304351276325e-5,2.41001023944807e-5,2.0215065847467434e-5,1.89544259565752e-5,2.0593795536346682e-5,1.9262647178851586e-5
t83,2.0924167602849173e-5,2.2842902567604506e-5,2.2049500451778547e-5,2.1826930466159793e-5,2.310323917516025e-5,2.4113359206302314e-5,2.031796396721521e-5,1.8948402396639226e-5,2.0597905221511186e-5,1.9253953764061158e-5
t84,2.091195213773572e-5,2.2841293909397996e-5,2.2034663089116428e-5,2.1816536713850198e-5,2.307618190737295e-5,2.4037716348359483e-5,2.035487123147569e-5,1.8931057972730602e-5,2.059939320358683e-5,1.9242057626399458e-5
t85,2.0896249252919192e-5,2.2838399573707272e-5,2.201295575659534e-5,2.180304690889892e-5,2.3065723936472628e-5,2.393893123220295e-5,2.0328344038498878e-5,1.8918663945644677e-5,2.058910411126613e-5,1.9225486944497385e-5
t86,2.0932926004521813e-5,2.2879393210798092e-5,2.2036223518374183e-5,2.1837478469168136e-5,2.3128708655622894e-5,2.384538712243435e-5,2.0356646226077478e-5,1.8958069177357843e-5,2.0626365092669698e-5,1.923825231204656e-5
t87,2.091739222796777e-5,2.2868442844223265e-5,2.2008990830212555e-5,2.1825349792210613e-5,2.3128659553358278e-5,2.3730286276616685e-5,2.0384208610329796e-5,1.8943854711028344e-5,2.0610382210511224e-5,1.9223238255729076e-5
t88,2.0908855117892782e-5,2.285567923941032e-5,2.1994806233438013e-5,2.18254430545993e-5,2.3126422629656246e-5,2.3619738105499652e-5,2.037129852650481e-5,1.8951288555091214e-5,2.060038065396394e-5,1.9223608529053593e-5
t89,2.0896805039590008e-5,2.283321111134657e-5,2.1999977604446967e-5,2.1829723323990304e-5,2.3100985706868283e-5,2.350513467659866e-5,2.036082571639361e-5,1.8973902037013378e-5,2.0597169352173404e-5,1.9233787951000786e-5
t90,2.088113953539829e-5,2.2820487992337882e-5,2.199123010454868e-5,2.1821355462803936e-5,2.3061033726622276e-5,2.3442616627765006e-5,2.0222939272706488e-5,1.8979798449840203e-5,2.0595858413482344e-5,1.923463088069781e-5
t91,2.0906896857146792e-5,2.2841119356615134e-5,2.2014536228213237e-5,2.1853929634287182e-5,2.3099882910052473e-5,2.3430998362207407e-5,2.0221340526445415e-5,1.902105246938852e-5,2.0632084922002835e-5,1.9257573414502108e-5
t92,2.0890265572417788e-5,2.2820797356069817e-5,2.1987319902221332e-5,2.183696002376687e-5,2.309076610818673e-5,2.337402296988073e-5,2.0294614855124713e-5,1.9010656049888516e-5,2.0620218544077497e-5,1.9248840429788817e-5
t93,2.0885749062891007e-5,2.2817551002180953e-5,2.1968060547986733e-5,2.1832178658665936e-5,2.3083958472383508e-5,2.3198279062275082e-5,2.0182807243042408e-5,1.901221375174752e-5,2.062295937602875e-5,1.9261824980169662e-5
t94,2.08816233741491e-5,2.281680677963741e-5,2.194522543117339e-5,2.1828330501167627e-5,2.3075696294687257e-5,2.3119309744360054e-5,2.0041866926644787e-5,1.9003315830836873e-5,2.0626512923309944e-5,1.9277476667398985e-5
t95,2.086644245004378e-5,2.2802363328895127e-5,2.1927518335509858e-5,2.182067825152717e-5,2.3038035952882224e-5,2.3126519334414464e-5,1.9947458904843553e-5,1.8989517633917565e-5,2.0619486675045136e-5,1.928990903015352e-5
t96,2.0903058285929858e-5,2.2828876115488343e-5,2.1969212407604234e-5,2.185794172204003e-5,2.3082542137253327e-5,2.3103147603390247e-5,1.9929790651485592e-5,1.9020801579239295e-5,2.0660007598328984e-5,1.9338273584724733e-5
t97,2.08941875490961e-5,2.2823583617151857e-5,2.1956149200480832e-5,2.184595715124523e-5,2.3059001345723487e-5,2.3081854260697135e-5,1.9904562816513217e-5,1.9006924478002557e-5,2.06474093220466e-5,1.934769169926813e-5
t98,2.0934912471731623e-5,2.2827967228359817e-5,2.1949293493707533e-5,2.1840070044507183e-5,2.3050171979566646e-5,2.306382454299478e-5,1.9884724411197936e-5,1.9045303594062553e-5,2.064333636777483e-5,1.9362145408164847e-5
t99,2.0929416466823517e-5,2.2828047368942657e-5,2.1943692556590008e-5,2.1833218943917456e-5,2.3039454795947346e-5,2.3072502757243188e-5,1.9851658270618516e-5,1.902508875453863e-5,2.064142796624041e-5,1.938429163996122e-5
t100,2.093667254729699e-5,2.2819101003076023e-5,2.193675912989745e-5,2.1818103138555043e-5,2.3018230674594947e-5,2.310160150695428e-5,1.9847025087236313e-5,1.903255282145907e-5,2.06277454887278e-5,1.9396293745907967e-5
t101,2.0969881129035283e-5,2.2842068086075195e-5,2.1990904737338895e-5,2.185216766305904e-5,2.305719757548302e-5,2.312699677976622e-5,1.9860388470969622e-5,1.9065280478094154e-5,2.066668228287025e-5,1.9452198162493104e-5
t102,2.0956928252709277e-5,2.282855402075601e-5,2.1997235382454318e-5,2.184188738113332e-5,2.3039654755203124e-5,2.312143581354541e-5,1.9843028483539593e-5,1.9048173034743527e-5,2.065757081348111e-5,1.9475701774463047e-5
t103,2.095461006004335e-5,2.2831286694727405e-5,2.2009397246334377e-5,2.1844521755479444e-5,2.3026011670195022e-5,2.3104382557053223e-5,1.9848141716493433e-5,1.904620779217261e-5,2.0652665060788428e-5,1.9503873749766037e-5
t104,2.088781253918535e-5,2.2845549457876484e-5,2.2029886184213317e-5,2.1846007193478784e-5,2.3007069877250486e-5,2.3102350220696126e-5,1.984233414881169e-5,1.8968920518222786e-5,2.0654050855476516e-5,1.954778929568792e-5
t105,2.0892123413991855e-5,2.2864627965259897e-5,2.2044401059666124e-5,2.1845781878342e-5,2.3002145830096284e-5,2.3112746232811124e-5,1.9828488288843448e-5,1.897881289921135e-5,2.0652869725587452e-5,1.957717082797379e-5
t106,2.092741253054248e-5,2.2908353002402677e-5,2.2102458057489596e-5,2.187980901898805e-5,2.3049802559722248e-5,2.3152999791625077e-5,1.9833865466974933e-5,1.9003189907393638e-5,2.0689970783999864e-5,1.9630710938824053e-5
t107,2.090053881148405e-5,2.288920940745076e-5,2.210915692187911e-5,2.186547206613437e-5,2.2984673052158917e-5,2.3173409486832056e-5,1.980066662598493e-5,1.8977943346424774e-5,2.0672283358431904e-5,1.9642711900002272e-5
t108,2.0897381004716004e-5,2.2885304949261496e-5,2.2103225923261983e-5,2.1860660243191873e-5,2.298182378079015e-5,2.3175288931790315e-5,1.9817074436461826e-5,1.899029788989098e-5,2.0658855672696064e-5,1.964598580866617e-5
t109,2.08917946909188e-5,2.2879257727826055e-5,2.209465685868979e-5,2.1855302723883823e-5,2.297647008023019e-5,2.317797122849439e-5,1.9835422282310006e-5,1.899191366053534e-5,2.0645607621746896e-5,1.9645671421914685e-5
t110,2.087745069268365e-5,2.2861029964263618e-5,2.2084219781384722e-5,2.1841318533604007e-5,2.297333803582059e-5,2.316074058575351e-5,1.9801976298686533e-5,1.8987239924260966e-5,2.0635370564080453e-5,1.9639760877263216e-5
t111,2.090850132713756e-5,2.2882616912785798e-5,2.2132439226767503e-5,2.1875888818292844e-5,2.304918776881828e-5,2.3172978457147408e-5,1.983556393472798e-5,1.9033881488606635e-5,2.067105187153019e-5,1.96638445664569e-5
t112,2.089247430785363e-5,2.2863865259320398e-5,2.213446503964649e-5,2.1854833131582682e-5,2.3045424538324756e-5,2.3191656360566235e-5,1.9874403029779207e-5,1.9035063458581194e-5,2.0658919575348832e-5,1.9649329955511482e-5
