Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Subperiods,Hours_per_period,Sub_Weights,Rep_Periods,Timesteps_per_Rep_Period
,,,,40,1472.683675,10407.29166,3839.479461,8474.367866,3458.913219,6396.708665,0,,,,,
,,,,41,1447.87703,10227.03337,3765.429881,8374.670085,3418.220394,6321.453771,0,,,,,
,,,,42,1431.945451,10159.6697,3733.544322,8314.926748,3393.835446,6276.357696,0,,,,,
,,,,43,1486.612055,10477.94664,3835.371868,8424.677719,3438.6316,6359.201042,0,,,,,
,,,,44,1629.456248,11461.08796,4220.038542,8921.366009,3641.360785,6734.116356,0,,,,,
,,,,45,1646.145218,11719.52693,4379.460291,9320.769168,3804.381896,7035.597916,0,,,,,
,,,,46,1578.013006,11443.12674,4282.779324,9188.168066,3750.259192,6935.506602,0,,,,,
,,,,47,1492.069174,10951.76103,4103.814506,8919.847973,3640.741181,6732.970496,0,,,,,
,,,,48,1372.500538,10167.19351,3806.568061,8455.329635,3451.142541,6382.338034,0,,,,,
,,,,49,1278.668428,9199.186306,3436.304795,7804.218045,3185.383664,5890.859351,0,,,,,
,,,,50,1170.875753,8350.274101,3091.747533,7135.286014,2912.351164,5385.929262,0,,,,,
,,,,51,1105.342752,7809.508587,2875.753563,6663.923869,2719.959144,5030.130887,0,,,,,
,,,,52,1070.042505,7530.100315,2773.93016,6394.243836,2609.886056,4826.568258,0,,,,,
,,,,53,1059.230734,7412.658496,2734.846668,6243.942571,2548.538822,4713.116327,0,,,,,
,,,,54,1057.376145,7415.067487,2749.245602,6171.655956,2519.034187,4658.552207,0,,,,,
,,,,55,1095.280895,7662.041339,2841.813597,6257.762206,2554.179469,4723.547804,0,,,,,
,,,,56,1213.524249,8437.375825,3153.457099,6666.724254,2721.102154,5032.244702,0,,,,,
,,,,57,1391.618475,9808.469328,3699.603035,7569.917574,3089.751163,5714.002283,0,,,,,
,,,,58,1449.708399,10521.96105,3962.900431,8267.511704,3374.482436,6240.56739,0,,,,,
,,,,59,1456.136746,10624.29095,3965.994503,8469.068438,3456.750195,6392.708497,0,,,,,
,,,,60,1455.350033,10681.61567,3920.73223,8594.4317,3507.91869,6487.336471,0,,,,,
,,,,61,1469.071057,10684.30628,3919.702822,8646.686868,3529.247253,6526.780249,0,,,,,
,,,,62,1446.931804,10679.99221,3899.136526,8643.991079,3528.146935,6524.745386,0,,,,,
,,,,63,1421.446838,10606.66337,3830.226796,8597.193074,3509.045777,6489.420839,0,,,,,
,,,,64,1422.251831,10533.19794,3777.770842,8561.772161,3494.588314,6462.684065,0,,,,,
,,,,65,1406.321886,10404.96266,3727.37705,8517.074783,3476.344552,6428.945135,0,,,,,
,,,,66,1420.04505,10416.45233,3712.974742,8512.516963,3474.484223,6425.504754,0,,,,,
,,,,67,1484.20159,10769.75867,3840.512818,8647.588822,3529.615396,6527.461071,0,,,,,
,,,,68,1631.176937,11666.38669,4221.067859,9135.497843,3728.761219,6895.749528,0,,,,,
,,,,69,1653.084207,11858.57529,4367.118441,9482.265703,3870.298612,7157.500375,0,,,,,
,,,,70,1626.839965,11620.9807,4276.604667,9334.3646,3809.931032,7045.860158,0,,,,,
,,,,71,1557.944137,11197.66301,4125.407085,9063.839635,3699.513076,6841.659749,0,,,,,
,,,,72,1439.879262,10491.08228,3859.02247,8609.105656,3513.908038,6498.412816,0,,,,,
,,,,73,1328.415579,9535.825771,3485.674948,7974.780979,3255.000938,6019.605403,0,,,,,
,,,,74,1231.253676,8714.274624,3149.337095,7331.709164,2992.52359,5534.195386,0,,,,,
,,,,75,1177.117395,8204.336866,2931.295438,6873.012883,2805.301291,5187.957586,0,,,,,
,,,,76,1151.201187,7957.678873,2843.871363,6630.226906,2706.205331,5004.695403,0,,,,,
,,,,77,1151.926915,7874.160825,2808.904823,6497.506072,2652.033757,4904.513711,0,,,,,
,,,,78,1155.387777,7900.934812,2835.64088,6457.35241,2635.644566,4874.204515,0,,,,,
,,,,79,1206.788706,8169.611041,2930.262597,6558.377343,2676.879084,4950.461183,0,,,,,
,,,,80,1326.407985,8970.735348,3241.903676,6979.339046,2848.699569,5268.215784,0,,,,,
,,,,81,1530.694911,10379.42507,3802.457079,7884.685176,3218.227273,5951.598371,0,,,,,
,,,,82,1602.818417,11071.70441,4096.614851,8568.386698,3497.288115,6467.676917,0,,,,,
,,,,83,1607.889893,11133.99163,4149.071994,8811.71036,3596.603538,6651.344962,0,,,,,
,,,,84,1574.332972,11085.15349,4154.216433,8938.07161,3648.179373,6746.726247,0,,,,,
,,,,85,1527.031752,11051.59532,4132.612093,8974.409946,3663.011293,6774.155521,0,,,,,
,,,,86,1505.546967,10954.16952,4054.441378,8919.032445,3640.408313,6732.354911,0,,,,,
,,,,87,1485.7786,10800.72303,3959.813965,8873.166709,3621.687672,6697.734069,0,,,,,
,,,,88,1466.630695,10703.45848,3944.39119,8879.346265,3624.209931,6702.398585,0,,,,,
,,,,89,1425.287602,10600.86545,3959.816234,8861.325713,3616.85463,6688.796128,0,,,,,
,,,,90,1436.007802,10710.94861,3991.707699,8892.731733,3629.673367,6712.50234,0,,,,,
,,,,91,1493.170334,11160.02657,4152.158889,9079.4469,3705.883366,6853.440584,0,,,,,
,,,,92,1634.82804,12007.11999,4467.913979,9546.77277,3896.627933,7206.192257,0,,,,,
,,,,93,1657.495814,12116.41098,4535.790737,9755.754225,3981.926179,7363.937767,0,,,,,
,,,,94,1621.819077,11820.92395,4428.824099,9560.310856,3902.153662,7216.411213,0,,,,,
,,,,95,1555.862063,11344.94325,4255.002661,9250.778973,3775.814572,6982.767205,0,,,,,
,,,,96,1416.77279,10603.23075,3965.990364,8815.412403,3598.114571,6654.139376,0,,,,,
,,,,97,1290.456537,9576.99954,3579.260152,8168.181313,3333.939565,6165.589812,0,,,,,
,,,,98,1205.596448,8708.057334,3217.226631,7473.708267,3050.482199,5641.380594,0,,,,,
,,,,99,1142.902559,8133.099676,2990.951156,7004.447817,2858.94801,5287.168642,0,,,,,
,,,,100,1117.786015,7836.61076,2891.17945,6735.025714,2748.9802,5083.800706,0,,,,,
,,,,101,1114.179464,7686.792017,2842.844901,6592.869805,2690.957589,4976.497135,0,,,,,
,,,,102,1115.3655,7682.19021,2856.215431,6536.564997,2667.976117,4933.996566,0,,,,,
,,,,103,1163.548082,7918.054412,2961.122982,6630.051797,2706.133858,5004.563225,0,,,,,
,,,,104,1282.131414,8715.640227,3269.677239,7024.63418,2867.187312,5302.405918,0,,,,,
,,,,105,1490.408377,10086.24478,3826.116581,7893.366947,3221.77084,5958.151633,0,,,,,
,,,,106,1542.667325,10762.81647,4088.384103,8565.727294,3496.202648,6465.669519,0,,,,,
,,,,107,1540.394643,10783.00053,4079.130018,8744.43337,3569.143641,6600.562259,0,,,,,
,,,,108,1511.917504,10744.16305,4041.075987,8792.949652,3588.946134,6637.183814,0,,,,,
,,,,109,1480.386632,10702.74383,4027.69791,8826.938674,3602.819154,6662.839753,0,,,,,
,,,,110,1453.791509,10600.34173,3968.047606,8768.894284,3579.127651,6619.026095,0,,,,,
,,,,111,1428.999658,10446.55372,3881.646288,8671.922047,3539.547289,6545.828524,0,,,,,
,,,,112,1419.211777,10328.41815,3837.423858,8603.707176,3511.704584,6494.33788,0,,,,,
,,,,113,1402.963578,10173.12362,3769.541584,8502.59375,3470.433947,6418.014414,0,,,,,
,,,,114,1411.213742,10140.02262,3742.797315,8448.231953,3448.245538,6376.980489,0,,,,,
,,,,115,1465.779802,10441.28084,3842.569307,8575.681649,3500.265635,6473.183366,0,,,,,
,,,,116,1598.106874,11365.24715,4200.496086,9006.466658,3676.095618,6798.352894,0,,,,,
,,,,117,1616.132073,11685.55085,4400.028475,9424.529289,3846.732813,7113.919188,0,,,,,
,,,,118,1575.580627,11483.16324,4336.260001,9364.731966,3822.325831,7068.782363,0,,,,,
,,,,119,1517.194621,11094.73254,4200.495303,9122.773852,3723.567772,6886.145075,0,,,,,
,,,,120,1393.796533,10414.45098,3950.56968,8680.039904,3542.860688,6551.956128,0,,,,,
,,,,121,1275.160705,9466.085703,3585.437134,8054.264376,3287.443024,6079.60187,0,,,,,
,,,,122,1177.923352,8634.902488,3250.13761,7408.463536,3023.851792,5592.131902,0,,,,,
,,,,123,1134.068396,8101.286662,3042.373431,6950.469725,2836.916215,5246.424349,0,,,,,
,,,,124,1100.811815,7841.150892,2943.641566,6691.365173,2731.159635,5050.844412,0,,,,,
,,,,125,1088.890942,7712.164352,2905.584137,6550.365861,2673.609103,4944.413876,0,,,,,
,,,,126,1092.244948,7730.866232,2915.870695,6488.738527,2648.45518,4897.895703,0,,,,,
,,,,127,1139.501285,7981.972695,3008.43402,6573.060236,2682.87208,4961.544274,0,,,,,
,,,,128,1263.103954,8719.768115,3289.220359,6950.387511,2836.882658,5246.362291,0,,,,,
,,,,129,1450.456119,10041.94942,3826.108409,7829.754164,3195.806532,5910.134784,0,,,,,
,,,,130,1510.172939,10739.24405,4098.672136,8476.985934,3459.981815,6398.684861,0,,,,,
,,,,131,1499.620929,10771.25362,4091.470615,8685.186428,3544.961303,6555.840879,0,,,,,
,,,,132,1467.948377,10689.3658,4033.880014,8759.323462,3575.221208,6611.80175,0,,,,,
,,,,133,1457.170977,10615.71348,3991.706352,8790.205477,3587.826066,6635.112427,0,,,,,
,,,,134,1435.621554,10496.87925,3913.536348,8764.918065,3577.504711,6616.024725,0,,,,,
,,,,135,1408.551161,10289.99872,3839.478995,8652.510736,3531.624333,6531.17628,0,,,,,
,,,,136,1375.604235,10157.22651,3816.859981,8591.879564,3506.877005,6485.410041,0,,,,,
,,,,137,1361.397205,10014.90716,3767.490269,8500.153856,3469.438075,6416.172708,0,,,,,
,,,,138,1360.191409,9963.920277,3742.801674,8483.061717,3462.461717,6403.271046,0,,,,,
,,,,139,1416.860429,10248.24078,3843.597933,8629.122203,3522.078028,6513.52191,0,,,,,
,,,,140,1538.16358,11066.16867,4159.35679,9040.465397,3689.972605,6824.016169,0,,,,,
,,,,141,1537.493595,11167.57096,4248.839174,9255.942145,3777.921982,6986.664523,0,,,,,
,,,,142,1483.047843,10858.72705,4132.616159,9032.65442,3686.784463,6818.120208,0,,,,,
,,,,143,1413.285376,10469.9061,3973.191537,8765.726953,3577.834868,6616.635299,0,,,,,
,,,,144,1327.264228,9907.83284,3765.428522,8387.081717,3423.286348,6330.822445,0,,,,,
,,,,145,1237.33348,9144.359263,3484.64162,7937.240082,3239.678178,5991.2684,0,,,,,
,,,,146,1152.592963,8381.922835,3185.342236,7374.505116,3009.991262,5566.499062,0,,,,,
,,,,147,1093.878415,7804.977865,2957.012899,6907.448087,2819.356426,5213.950318,0,,,,,
,,,,148,1059.034595,7489.981575,2823.295735,6618.660886,2701.484523,4995.965021,0,,,,,
,,,,149,1025.956896,7302.323226,2747.192908,6443.409103,2629.953441,4863.679686,0,,,,,
,,,,150,1020.654922,7233.93531,2717.357188,6345.806772,2590.115898,4790.0065,0,,,,,
,,,,151,1042.136322,7302.033186,2745.127994,6344.955817,2589.76857,4789.364173,0,,,,,
,,,,152,1095.548813,7578.5205,2858.269209,6472.76047,2641.933547,4885.834983,0,,,,,
,,,,153,1179.4903,8103.340499,3056.7742,6782.008847,2768.15692,5119.264993,0,,,,,
,,,,154,1285.539985,8680.439611,3280.996259,7145.593195,2916.558161,5393.709434,0,,,,,
,,,,155,1387.573695,9365.194779,3565.901024,7617.742444,3109.271447,5750.101939,0,,,,,
,,,,156,1445.824121,9915.604145,3777.776652,8031.812804,3278.27915,6062.654746,0,,,,,
,,,,157,1465.161757,10177.61824,3887.825512,8321.124501,3396.365132,6281.035947,0,,,,,
,,,,158,1462.944709,10243.20395,3886.79059,8391.787195,3425.206944,6334.374281,0,,,,,
,,,,159,1430.046865,10179.55088,3842.568072,8354.129029,3409.83632,6305.948761,0,,,,,
,,,,160,1421.234277,10034.69538,3773.65194,8304.820746,3389.710562,6268.729381,0,,,,,
,,,,161,1410.304188,9866.556987,3724.293201,8245.106896,3365.33765,6223.655564,0,,,,,
,,,,162,1394.640121,9789.107175,3717.083569,8209.878647,3350.958824,6197.064219,0,,,,,
,,,,163,1456.512169,10090.78544,3811.711578,8338.733124,3403.552299,6294.327467,0,,,,,
,,,,164,1569.432108,10882.00466,4064.729962,8731.293012,3563.780249,6590.64352,0,,,,,
,,,,165,1584.566697,11004.89922,4145.980473,9043.204644,3691.090661,6826.083835,0,,,,,
,,,,166,1538.334791,10699.80907,4022.55807,8943.065748,3650.217789,6750.495973,0,,,,,
,,,,167,1482.480195,10345.61961,3892.968033,8757.620021,3574.525928,6610.515941,0,,,,,
,,,,168,1394.738876,9894.970654,3722.235732,8475.272673,3459.282527,6397.39164,0,,,,,
