Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_liqH2_tonne_per_hr_z1,Load_liqH2_tonne_per_hr_z2,Load_liqH2_tonne_per_hr_z3
,,,,,,,654,3.25,19.125,7.2
,,,,,,,655,4.965,29.21,11
,,,,,,,656,7.03,41.35,15.575
,,,,,,,657,9.185,54.05,20.355
,,,,,,,658,11.82,69.555,26.195
,,,,,,,659,13.505,79.455,29.92
,,,,,,,660,13.85,81.51,30.695
,,,,,,,661,13.79,81.135,30.555
,,,,,,,662,13.375,78.705,29.64
,,,,,,,663,13.09,77.025,29.005
,,,,,,,664,12.52,73.665,27.74
,,,,,,,665,11.915,70.115,26.405
,,,,,,,666,10.68,62.83,23.66
,,,,,,,667,9.185,54.05,20.355
,,,,,,,668,7.345,43.22,16.275
,,,,,,,669,5.855,34.44,12.97
,,,,,,,670,4.55,26.785,10.085
,,,,,,,671,3.28,19.31,7.275
,,,,,,,672,2.235,13.15,4.95
,,,,,,,673,0.81,4.755,1.79
,,,,,,,674,0.61,3.585,1.35
,,,,,,,675,0.875,5.145,1.94
,,,,,,,676,2,11.775,4.435
,,,,,,,677,4.12,24.25,9.135
,,,,,,,678,6.705,39.46,14.86
,,,,,,,679,8.395,49.4,18.605
,,,,,,,680,9.62,56.615,21.32
,,,,,,,681,10.12,59.54,22.42
,,,,,,,682,10.715,63.05,23.745
,,,,,,,683,12.705,74.745,28.15
,,,,,,,684,13.53,79.62,29.985
,,,,,,,685,13.93,81.96,30.865
,,,,,,,686,13.665,80.4,30.275
,,,,,,,687,13.53,79.62,29.985
,,,,,,,688,12.97,76.305,28.735
,,,,,,,689,12.305,72.405,27.265
,,,,,,,690,10.88,64.02,24.11
,,,,,,,691,9.06,53.3,20.07
,,,,,,,692,6.905,40.63,15.3
,,,,,,,693,5.25,30.88,11.63
,,,,,,,694,3.66,21.525,8.105
,,,,,,,695,2.265,13.335,5.02
,,,,,,,696,1.34,7.875,2.965
,,,,,,,697,1.245,7.335,2.765
,,,,,,,698,0.9,5.3,1.995
,,,,,,,699,0.83,4.89,1.84
,,,,,,,700,1.23,7.235,2.725
,,,,,,,701,2.215,13.045,4.91
,,,,,,,702,3.635,21.4,8.06
,,,,,,,703,5.49,32.305,12.165
,,,,,,,704,7.5,44.125,16.615
,,,,,,,705,9.475,55.74,20.99
,,,,,,,706,10.51,61.855,23.295
,,,,,,,707,10.84,63.79,24.025
,,,,,,,708,11.31,66.54,25.06
,,,,,,,709,12.035,70.82,26.67
,,,,,,,710,12.575,73.98,27.86
,,,,,,,711,13.16,77.445,29.165
,,,,,,,712,13.49,79.38,29.895
,,,,,,,713,12.835,75.51,28.435
,,,,,,,714,11.62,68.375,25.75
,,,,,,,715,9.645,56.76,21.375
,,,,,,,716,7.465,43.92,16.54
,,,,,,,717,5.7,33.525,12.625
,,,,,,,718,4.415,25.985,9.785
,,,,,,,719,3.1,18.24,6.87
,,,,,,,720,1.975,11.615,4.375
,,,,,,,721,0.845,4.96,1.87
,,,,,,,722,0.62,3.64,1.37
,,,,,,,723,0.87,5.125,1.93
,,,,,,,724,2.025,11.91,4.485
,,,,,,,725,4.355,25.635,9.655
,,,,,,,726,7,41.185,15.51
,,,,,,,727,8.66,50.94,19.185
,,,,,,,728,9.925,58.385,21.985
,,,,,,,729,10.455,61.53,23.17
,,,,,,,730,10.005,58.88,22.175
,,,,,,,731,9.95,58.55,22.05
,,,,,,,732,10.315,60.7,22.86
,,,,,,,733,10.965,64.505,24.29
,,,,,,,734,11.385,66.985,25.225
,,,,,,,735,12.31,72.445,27.28
,,,,,,,736,13.07,76.91,28.965
,,,,,,,737,12.705,74.76,28.155
,,,,,,,738,11.945,70.295,26.47
,,,,,,,739,9.84,57.89,21.8
,,,,,,,740,7.225,42.505,16.01
,,,,,,,741,5.23,30.765,11.585
,,,,,,,742,3.935,23.155,8.72
,,,,,,,743,2.335,13.73,5.17
,,,,,,,744,1.32,7.775,2.925
,,,,,,,745,0.88,5.18,1.95
,,,,,,,746,0.645,3.8,1.43
,,,,,,,747,0.91,5.355,2.015
,,,,,,,748,2.115,12.435,4.68
,,,,,,,749,4.55,26.77,10.08
,,,,,,,750,7.31,43,16.195
,,,,,,,751,9.04,53.19,20.03
,,,,,,,752,10.36,60.96,22.955
,,,,,,,753,10.92,64.24,24.195
,,,,,,,754,10.45,61.48,23.15
,,,,,,,755,10.39,61.135,23.02
,,,,,,,756,10.77,63.38,23.87
,,,,,,,757,11.445,67.35,25.365
,,,,,,,758,11.885,69.94,26.34
,,,,,,,759,12.855,75.64,28.485
,,,,,,,760,13.65,80.305,30.24
,,,,,,,761,13.265,78.06,29.395
,,,,,,,762,12.475,73.395,27.64
,,,,,,,763,10.27,60.445,22.76
,,,,,,,764,7.545,44.38,16.715
,,,,,,,765,5.46,32.12,12.095
,,,,,,,766,4.11,24.175,9.105
,,,,,,,767,2.435,14.335,5.4
,,,,,,,768,1.38,8.115,3.055
,,,,,,,769,0.93,5.475,2.06
,,,,,,,770,0.68,4.015,1.51
,,,,,,,771,0.96,5.655,2.13
,,,,,,,772,2.23,13.135,4.945
,,,,,,,773,4.805,28.275,10.65
,,,,,,,774,7.72,45.425,17.105
,,,,,,,775,9.55,56.185,21.16
,,,,,,,776,10.945,64.395,24.25
,,,,,,,777,11.535,67.86,25.555
,,,,,,,778,11.035,64.945,24.455
,,,,,,,779,10.975,64.58,24.32
,,,,,,,780,11.38,66.95,25.21
,,,,,,,781,12.09,71.145,26.79
,,,,,,,782,12.555,73.88,27.825
,,,,,,,783,13.58,79.9,30.09
,,,,,,,784,14.415,84.825,31.945
,,,,,,,785,14.015,82.455,31.05
,,,,,,,786,13.175,77.53,29.195
,,,,,,,787,10.85,63.85,24.045
,,,,,,,788,7.97,46.885,17.655
,,,,,,,789,5.765,33.93,12.78
,,,,,,,790,4.34,25.54,9.62
,,,,,,,791,2.575,15.14,5.7
,,,,,,,792,1.455,8.575,3.23
,,,,,,,793,1.43,8.425,3.175
,,,,,,,794,1.01,5.945,2.24
,,,,,,,795,0.98,5.755,2.17
,,,,,,,796,1.37,8.075,3.04
,,,,,,,797,2.545,14.975,5.64
,,,,,,,798,4.18,24.59,9.26
,,,,,,,799,6.345,37.335,14.06
,,,,,,,800,8.62,50.705,19.095
,,,,,,,801,10.925,64.285,24.21
,,,,,,,802,12.1,71.19,26.81
,,,,,,,803,12.49,73.505,27.68
,,,,,,,804,13.065,76.865,28.945
,,,,,,,805,13.88,81.68,30.76
,,,,,,,806,14.49,85.25,32.105
,,,,,,,807,15.2,89.44,33.68
,,,,,,,808,15.595,91.755,34.555
,,,,,,,809,14.82,87.19,32.835
,,,,,,,810,13.405,78.865,29.7
,,,,,,,811,11.14,65.535,24.68
,,,,,,,812,8.66,50.955,19.19
,,,,,,,813,6.61,38.88,14.64
,,,,,,,814,5.16,30.35,11.43
,,,,,,,815,3.6,21.19,7.98
,,,,,,,816,2.33,13.705,5.16
,,,,,,,817,1.44,8.48,3.195
,,,,,,,818,1.855,10.91,4.11
,,,,,,,819,0.68,3.995,1.505
,,,,,,,820,1.06,6.24,2.35
,,,,,,,821,1.98,11.655,4.39
,,,,,,,822,3.25,19.125,7.2
,,,,,,,823,4.965,29.21,11
,,,,,,,824,7.03,41.35,15.575
,,,,,,,825,9.185,54.05,20.355
,,,,,,,826,11.82,69.555,26.195
,,,,,,,827,13.505,79.455,29.92
,,,,,,,828,13.85,81.51,30.695
,,,,,,,829,13.79,81.135,30.555
,,,,,,,830,13.375,78.705,29.64
,,,,,,,831,13.09,77.025,29.005
,,,,,,,832,12.52,73.665,27.74
,,,,,,,833,11.915,70.115,26.405
,,,,,,,834,10.68,62.83,23.66
,,,,,,,835,9.185,54.05,20.355
,,,,,,,836,7.345,43.22,16.275
,,,,,,,837,5.855,34.44,12.97
,,,,,,,838,4.55,26.785,10.085
,,,,,,,839,3.28,19.31,7.275
,,,,,,,840,2.235,13.15,4.95
,,,,,,,841,0.81,4.755,1.79
,,,,,,,842,0.61,3.585,1.35
,,,,,,,843,0.875,5.145,1.94
,,,,,,,844,2,11.775,4.435
,,,,,,,845,4.12,24.25,9.135
,,,,,,,846,6.705,39.46,14.86
,,,,,,,847,8.395,49.4,18.605
,,,,,,,848,9.62,56.615,21.32
,,,,,,,849,10.12,59.54,22.42
,,,,,,,850,10.715,63.05,23.745
,,,,,,,851,12.705,74.745,28.15
,,,,,,,852,13.53,79.62,29.985
,,,,,,,853,13.93,81.96,30.865
,,,,,,,854,13.665,80.4,30.275
,,,,,,,855,13.53,79.62,29.985
,,,,,,,856,12.97,76.305,28.735
,,,,,,,857,12.305,72.405,27.265
,,,,,,,858,10.88,64.02,24.11
,,,,,,,859,9.06,53.3,20.07
,,,,,,,860,6.905,40.63,15.3
,,,,,,,861,5.25,30.88,11.63
,,,,,,,862,3.66,21.525,8.105
,,,,,,,863,2.265,13.335,5.02
,,,,,,,864,1.34,7.875,2.965
,,,,,,,865,1.245,7.335,2.765
,,,,,,,866,0.9,5.3,1.995
,,,,,,,867,0.83,4.89,1.84
,,,,,,,868,1.23,7.235,2.725
,,,,,,,869,2.215,13.045,4.91
,,,,,,,870,3.635,21.4,8.06
,,,,,,,871,5.49,32.305,12.165
,,,,,,,872,7.5,44.125,16.615
,,,,,,,873,9.475,55.74,20.99
,,,,,,,874,10.51,61.855,23.295
,,,,,,,875,10.84,63.79,24.025
,,,,,,,876,11.31,66.54,25.06
,,,,,,,877,12.035,70.82,26.67
,,,,,,,878,12.575,73.98,27.86
,,,,,,,879,13.16,77.445,29.165
,,,,,,,880,13.49,79.38,29.895
,,,,,,,881,12.835,75.51,28.435
,,,,,,,882,11.62,68.375,25.75
,,,,,,,883,9.645,56.76,21.375
,,,,,,,884,7.465,43.92,16.54
,,,,,,,885,5.7,33.525,12.625
,,,,,,,886,4.415,25.985,9.785
,,,,,,,887,3.1,18.24,6.87
,,,,,,,888,1.975,11.615,4.375
,,,,,,,889,0.845,4.96,1.87
,,,,,,,890,0.62,3.64,1.37
,,,,,,,891,0.87,5.125,1.93
,,,,,,,892,2.025,11.91,4.485
,,,,,,,893,4.355,25.635,9.655
,,,,,,,894,7,41.185,15.51
,,,,,,,895,8.66,50.94,19.185
,,,,,,,896,9.925,58.385,21.985
,,,,,,,897,10.455,61.53,23.17
,,,,,,,898,10.005,58.88,22.175
,,,,,,,899,9.95,58.55,22.05
,,,,,,,900,10.315,60.7,22.86
,,,,,,,901,10.965,64.505,24.29
,,,,,,,902,11.385,66.985,25.225
,,,,,,,903,12.31,72.445,27.28
,,,,,,,904,13.07,76.91,28.965
,,,,,,,905,12.705,74.76,28.155
,,,,,,,906,11.945,70.295,26.47
,,,,,,,907,9.84,57.89,21.8
,,,,,,,908,7.225,42.505,16.01
,,,,,,,909,5.23,30.765,11.585
,,,,,,,910,3.935,23.155,8.72
,,,,,,,911,2.335,13.73,5.17
,,,,,,,912,1.32,7.775,2.925
,,,,,,,913,0.88,5.18,1.95
,,,,,,,914,0.645,3.8,1.43
,,,,,,,915,0.91,5.355,2.015
,,,,,,,916,2.115,12.435,4.68
,,,,,,,917,4.55,26.77,10.08
,,,,,,,918,7.31,43,16.195
,,,,,,,919,9.04,53.19,20.03
,,,,,,,920,10.36,60.96,22.955
,,,,,,,921,10.92,64.24,24.195
,,,,,,,922,10.45,61.48,23.15
,,,,,,,923,10.39,61.135,23.02
,,,,,,,924,10.77,63.38,23.87
,,,,,,,925,11.445,67.35,25.365
,,,,,,,926,11.885,69.94,26.34
,,,,,,,927,12.855,75.64,28.485
,,,,,,,928,13.65,80.305,30.24
,,,,,,,929,13.265,78.06,29.395
,,,,,,,930,12.475,73.395,27.64
,,,,,,,931,10.27,60.445,22.76
,,,,,,,932,7.545,44.38,16.715
,,,,,,,933,5.46,32.12,12.095
,,,,,,,934,4.11,24.175,9.105
,,,,,,,935,2.435,14.335,5.4
,,,,,,,936,1.38,8.115,3.055
,,,,,,,937,0.93,5.475,2.06
,,,,,,,938,0.68,4.015,1.51
,,,,,,,939,0.96,5.655,2.13
,,,,,,,940,2.23,13.135,4.945
,,,,,,,941,4.805,28.275,10.65
,,,,,,,942,7.72,45.425,17.105
,,,,,,,943,9.55,56.185,21.16
,,,,,,,944,10.945,64.395,24.25
,,,,,,,945,11.535,67.86,25.555
,,,,,,,946,11.035,64.945,24.455
,,,,,,,947,10.975,64.58,24.32
,,,,,,,948,11.38,66.95,25.21
,,,,,,,949,12.09,71.145,26.79
,,,,,,,950,12.555,73.88,27.825
,,,,,,,951,13.58,79.9,30.09
,,,,,,,952,14.415,84.825,31.945
,,,,,,,953,14.015,82.455,31.05
,,,,,,,954,13.175,77.53,29.195
,,,,,,,955,10.85,63.85,24.045
,,,,,,,956,7.97,46.885,17.655
,,,,,,,957,5.765,33.93,12.78
,,,,,,,958,4.34,25.54,9.62
,,,,,,,959,2.575,15.14,5.7
,,,,,,,960,1.455,8.575,3.23
,,,,,,,961,1.43,8.425,3.175
,,,,,,,962,1.01,5.945,2.24
,,,,,,,963,0.98,5.755,2.17
,,,,,,,964,1.37,8.075,3.04
,,,,,,,965,2.545,14.975,5.64
,,,,,,,966,4.18,24.59,9.26
,,,,,,,967,6.345,37.335,14.06
,,,,,,,968,8.62,50.705,19.095
,,,,,,,969,10.925,64.285,24.21
,,,,,,,970,12.1,71.19,26.81
,,,,,,,971,12.49,73.505,27.68
,,,,,,,972,13.065,76.865,28.945
,,,,,,,973,13.88,81.68,30.76
,,,,,,,974,14.49,85.25,32.105
,,,,,,,975,15.2,89.44,33.68
,,,,,,,976,15.595,91.755,34.555
,,,,,,,977,14.82,87.19,32.835
,,,,,,,978,13.405,78.865,29.7
,,,,,,,979,11.14,65.535,24.68
,,,,,,,980,8.66,50.955,19.19
,,,,,,,981,6.61,38.88,14.64
,,,,,,,982,5.16,30.35,11.43
,,,,,,,983,3.6,21.19,7.98
,,,,,,,984,2.33,13.705,5.16
,,,,,,,985,1.44,8.48,3.195
,,,,,,,986,1.855,10.91,4.11
,,,,,,,987,0.68,3.995,1.505
,,,,,,,988,1.06,6.24,2.35
,,,,,,,989,1.98,11.655,4.39
,,,,,,,990,3.25,19.125,7.2
,,,,,,,991,4.965,29.21,11
,,,,,,,992,7.03,41.35,15.575
,,,,,,,993,9.185,54.05,20.355
,,,,,,,994,11.82,69.555,26.195
,,,,,,,995,13.505,79.455,29.92
,,,,,,,996,13.85,81.51,30.695
,,,,,,,997,13.79,81.135,30.555
,,,,,,,998,13.375,78.705,29.64
,,,,,,,999,13.09,77.025,29.005
,,,,,,,1000,12.52,73.665,27.74
,,,,,,,1001,11.915,70.115,26.405
,,,,,,,1002,10.68,62.83,23.66
,,,,,,,1003,9.185,54.05,20.355
,,,,,,,1004,7.345,43.22,16.275
,,,,,,,1005,5.855,34.44,12.97
,,,,,,,1006,4.55,26.785,10.085
,,,,,,,1007,3.28,19.31,7.275
,,,,,,,1008,2.235,13.15,4.95
,,,,,,,1009,0.81,4.755,1.79
,,,,,,,1010,0.61,3.585,1.35
,,,,,,,1011,0.875,5.145,1.94
,,,,,,,1012,2,11.775,4.435
,,,,,,,1013,4.12,24.25,9.135
,,,,,,,1014,6.705,39.46,14.86
,,,,,,,1015,8.395,49.4,18.605
,,,,,,,1016,9.62,56.615,21.32
,,,,,,,1017,10.12,59.54,22.42
,,,,,,,1018,10.715,63.05,23.745
,,,,,,,1019,12.705,74.745,28.15
,,,,,,,1020,13.53,79.62,29.985
,,,,,,,1021,13.93,81.96,30.865
,,,,,,,1022,13.665,80.4,30.275
,,,,,,,1023,13.53,79.62,29.985
,,,,,,,1024,12.97,76.305,28.735
,,,,,,,1025,12.305,72.405,27.265
,,,,,,,1026,10.88,64.02,24.11
,,,,,,,1027,9.06,53.3,20.07
,,,,,,,1028,6.905,40.63,15.3
,,,,,,,1029,5.25,30.88,11.63
,,,,,,,1030,3.66,21.525,8.105
,,,,,,,1031,2.265,13.335,5.02
,,,,,,,1032,1.34,7.875,2.965
,,,,,,,1033,1.245,7.335,2.765
,,,,,,,1034,0.9,5.3,1.995
,,,,,,,1035,0.83,4.89,1.84
,,,,,,,1036,1.23,7.235,2.725
,,,,,,,1037,2.215,13.045,4.91
,,,,,,,1038,3.635,21.4,8.06
,,,,,,,1039,5.49,32.305,12.165
,,,,,,,1040,7.5,44.125,16.615
,,,,,,,1041,9.475,55.74,20.99
,,,,,,,1042,10.51,61.855,23.295
,,,,,,,1043,10.84,63.79,24.025
,,,,,,,1044,11.31,66.54,25.06
,,,,,,,1045,12.035,70.82,26.67
,,,,,,,1046,12.575,73.98,27.86
,,,,,,,1047,13.16,77.445,29.165
,,,,,,,1048,13.49,79.38,29.895
,,,,,,,1049,12.835,75.51,28.435
,,,,,,,1050,11.62,68.375,25.75
,,,,,,,1051,9.645,56.76,21.375
,,,,,,,1052,7.465,43.92,16.54
,,,,,,,1053,5.7,33.525,12.625
,,,,,,,1054,4.415,25.985,9.785
,,,,,,,1055,3.1,18.24,6.87
,,,,,,,1056,1.975,11.615,4.375
,,,,,,,1057,0.845,4.96,1.87
,,,,,,,1058,0.62,3.64,1.37
,,,,,,,1059,0.87,5.125,1.93
,,,,,,,1060,2.025,11.91,4.485
,,,,,,,1061,4.355,25.635,9.655
,,,,,,,1062,7,41.185,15.51
,,,,,,,1063,8.66,50.94,19.185
,,,,,,,1064,9.925,58.385,21.985
,,,,,,,1065,10.455,61.53,23.17
,,,,,,,1066,10.005,58.88,22.175
,,,,,,,1067,9.95,58.55,22.05
,,,,,,,1068,10.315,60.7,22.86
,,,,,,,1069,10.965,64.505,24.29
,,,,,,,1070,11.385,66.985,25.225
,,,,,,,1071,12.31,72.445,27.28
,,,,,,,1072,13.07,76.91,28.965
,,,,,,,1073,12.705,74.76,28.155
,,,,,,,1074,11.945,70.295,26.47
,,,,,,,1075,9.84,57.89,21.8
,,,,,,,1076,7.225,42.505,16.01
,,,,,,,1077,5.23,30.765,11.585
,,,,,,,1078,3.935,23.155,8.72
,,,,,,,1079,2.335,13.73,5.17
,,,,,,,1080,1.32,7.775,2.925
,,,,,,,1081,0.88,5.18,1.95
,,,,,,,1082,0.645,3.8,1.43
,,,,,,,1083,0.91,5.355,2.015
,,,,,,,1084,2.115,12.435,4.68
,,,,,,,1085,4.55,26.77,10.08
,,,,,,,1086,7.31,43,16.195
,,,,,,,1087,9.04,53.19,20.03
,,,,,,,1088,10.36,60.96,22.955
,,,,,,,1089,10.92,64.24,24.195
,,,,,,,1090,10.45,61.48,23.15
,,,,,,,1091,10.39,61.135,23.02
,,,,,,,1092,10.77,63.38,23.87
,,,,,,,1093,11.445,67.35,25.365
,,,,,,,1094,11.885,69.94,26.34
,,,,,,,1095,12.855,75.64,28.485
,,,,,,,1096,13.65,80.305,30.24
,,,,,,,1097,13.265,78.06,29.395
,,,,,,,1098,12.475,73.395,27.64
,,,,,,,1099,10.27,60.445,22.76
,,,,,,,1100,7.545,44.38,16.715
,,,,,,,1101,5.46,32.12,12.095
,,,,,,,1102,4.11,24.175,9.105
,,,,,,,1103,2.435,14.335,5.4
,,,,,,,1104,1.38,8.115,3.055
,,,,,,,1105,0.93,5.475,2.06
,,,,,,,1106,0.68,4.015,1.51
,,,,,,,1107,0.96,5.655,2.13
,,,,,,,1108,2.23,13.135,4.945
,,,,,,,1109,4.805,28.275,10.65
,,,,,,,1110,7.72,45.425,17.105
,,,,,,,1111,9.55,56.185,21.16
,,,,,,,1112,10.945,64.395,24.25
,,,,,,,1113,11.535,67.86,25.555
,,,,,,,1114,11.035,64.945,24.455
,,,,,,,1115,10.975,64.58,24.32
,,,,,,,1116,11.38,66.95,25.21
,,,,,,,1117,12.09,71.145,26.79
,,,,,,,1118,12.555,73.88,27.825
,,,,,,,1119,13.58,79.9,30.09
,,,,,,,1120,14.415,84.825,31.945
,,,,,,,1121,14.015,82.455,31.05
,,,,,,,1122,13.175,77.53,29.195
,,,,,,,1123,10.85,63.85,24.045
,,,,,,,1124,7.97,46.885,17.655
,,,,,,,1125,5.765,33.93,12.78
,,,,,,,1126,4.34,25.54,9.62
,,,,,,,1127,2.575,15.14,5.7
,,,,,,,1128,1.455,8.575,3.23
,,,,,,,1129,1.43,8.425,3.175
,,,,,,,1130,1.01,5.945,2.24
,,,,,,,1131,0.98,5.755,2.17
,,,,,,,1132,1.37,8.075,3.04
,,,,,,,1133,2.545,14.975,5.64
,,,,,,,1134,4.18,24.59,9.26
,,,,,,,1135,6.345,37.335,14.06
,,,,,,,1136,8.62,50.705,19.095
,,,,,,,1137,10.925,64.285,24.21
,,,,,,,1138,12.1,71.19,26.81
,,,,,,,1139,12.49,73.505,27.68
,,,,,,,1140,13.065,76.865,28.945
,,,,,,,1141,13.88,81.68,30.76
,,,,,,,1142,14.49,85.25,32.105
,,,,,,,1143,15.2,89.44,33.68
,,,,,,,1144,15.595,91.755,34.555
,,,,,,,1145,14.82,87.19,32.835
,,,,,,,1146,13.405,78.865,29.7
,,,,,,,1147,11.14,65.535,24.68
,,,,,,,1148,8.66,50.955,19.19
,,,,,,,1149,6.61,38.88,14.64
,,,,,,,1150,5.16,30.35,11.43
,,,,,,,1151,3.6,21.19,7.98
,,,,,,,1152,2.33,13.705,5.16
,,,,,,,1153,1.44,8.48,3.195
,,,,,,,1154,1.855,10.91,4.11
,,,,,,,1155,0.68,3.995,1.505
,,,,,,,1156,1.06,6.24,2.35
,,,,,,,1157,1.98,11.655,4.39
,,,,,,,1158,3.25,19.125,7.2
,,,,,,,1159,4.965,29.21,11
,,,,,,,1160,7.03,41.35,15.575
,,,,,,,1161,9.185,54.05,20.355
,,,,,,,1162,11.82,69.555,26.195
,,,,,,,1163,13.505,79.455,29.92
,,,,,,,1164,13.85,81.51,30.695
,,,,,,,1165,13.79,81.135,30.555
,,,,,,,1166,13.375,78.705,29.64
,,,,,,,1167,13.09,77.025,29.005
,,,,,,,1168,12.52,73.665,27.74
,,,,,,,1169,11.915,70.115,26.405
,,,,,,,1170,10.68,62.83,23.66
,,,,,,,1171,9.185,54.05,20.355
,,,,,,,1172,7.345,43.22,16.275
,,,,,,,1173,5.855,34.44,12.97
,,,,,,,1174,4.55,26.785,10.085
,,,,,,,1175,3.28,19.31,7.275
,,,,,,,1176,2.235,13.15,4.95
,,,,,,,1177,0.81,4.755,1.79
,,,,,,,1178,0.61,3.585,1.35
,,,,,,,1179,0.875,5.145,1.94
,,,,,,,1180,2,11.775,4.435
,,,,,,,1181,4.12,24.25,9.135
,,,,,,,1182,6.705,39.46,14.86
,,,,,,,1183,8.395,49.4,18.605
,,,,,,,1184,9.62,56.615,21.32
,,,,,,,1185,10.12,59.54,22.42
,,,,,,,1186,10.715,63.05,23.745
,,,,,,,1187,12.705,74.745,28.15
,,,,,,,1188,13.53,79.62,29.985
,,,,,,,1189,13.93,81.96,30.865
,,,,,,,1190,13.665,80.4,30.275
,,,,,,,1191,13.53,79.62,29.985
,,,,,,,1192,12.97,76.305,28.735
,,,,,,,1193,12.305,72.405,27.265
,,,,,,,1194,10.88,64.02,24.11
,,,,,,,1195,9.06,53.3,20.07
,,,,,,,1196,6.905,40.63,15.3
,,,,,,,1197,5.25,30.88,11.63
,,,,,,,1198,3.66,21.525,8.105
,,,,,,,1199,2.265,13.335,5.02
,,,,,,,1200,1.34,7.875,2.965
,,,,,,,1201,1.245,7.335,2.765
,,,,,,,1202,0.9,5.3,1.995
,,,,,,,1203,0.83,4.89,1.84
,,,,,,,1204,1.23,7.235,2.725
,,,,,,,1205,2.215,13.045,4.91
,,,,,,,1206,3.635,21.4,8.06
,,,,,,,1207,5.49,32.305,12.165
,,,,,,,1208,7.5,44.125,16.615
,,,,,,,1209,9.475,55.74,20.99
,,,,,,,1210,10.51,61.855,23.295
,,,,,,,1211,10.84,63.79,24.025
,,,,,,,1212,11.31,66.54,25.06
,,,,,,,1213,12.035,70.82,26.67
,,,,,,,1214,12.575,73.98,27.86
,,,,,,,1215,13.16,77.445,29.165
,,,,,,,1216,13.49,79.38,29.895
,,,,,,,1217,12.835,75.51,28.435
,,,,,,,1218,11.62,68.375,25.75
,,,,,,,1219,9.645,56.76,21.375
,,,,,,,1220,7.465,43.92,16.54
,,,,,,,1221,5.7,33.525,12.625
,,,,,,,1222,4.415,25.985,9.785
,,,,,,,1223,3.1,18.24,6.87
,,,,,,,1224,1.975,11.615,4.375
,,,,,,,1225,0.845,4.96,1.87
,,,,,,,1226,0.62,3.64,1.37
,,,,,,,1227,0.87,5.125,1.93
,,,,,,,1228,2.025,11.91,4.485
,,,,,,,1229,4.355,25.635,9.655
,,,,,,,1230,7,41.185,15.51
,,,,,,,1231,8.66,50.94,19.185
,,,,,,,1232,9.925,58.385,21.985
,,,,,,,1233,10.455,61.53,23.17
,,,,,,,1234,10.005,58.88,22.175
,,,,,,,1235,9.95,58.55,22.05
,,,,,,,1236,10.315,60.7,22.86
,,,,,,,1237,10.965,64.505,24.29
,,,,,,,1238,11.385,66.985,25.225
,,,,,,,1239,12.31,72.445,27.28
,,,,,,,1240,13.07,76.91,28.965
,,,,,,,1241,12.705,74.76,28.155
,,,,,,,1242,11.945,70.295,26.47
,,,,,,,1243,9.84,57.89,21.8
,,,,,,,1244,7.225,42.505,16.01
,,,,,,,1245,5.23,30.765,11.585
,,,,,,,1246,3.935,23.155,8.72
,,,,,,,1247,2.335,13.73,5.17
,,,,,,,1248,1.32,7.775,2.925
,,,,,,,1249,0.88,5.18,1.95
,,,,,,,1250,0.645,3.8,1.43
,,,,,,,1251,0.91,5.355,2.015
,,,,,,,1252,2.115,12.435,4.68
,,,,,,,1253,4.55,26.77,10.08
,,,,,,,1254,7.31,43,16.195
,,,,,,,1255,9.04,53.19,20.03
,,,,,,,1256,10.36,60.96,22.955
,,,,,,,1257,10.92,64.24,24.195
,,,,,,,1258,10.45,61.48,23.15
,,,,,,,1259,10.39,61.135,23.02
,,,,,,,1260,10.77,63.38,23.87
,,,,,,,1261,11.445,67.35,25.365
,,,,,,,1262,11.885,69.94,26.34
,,,,,,,1263,12.855,75.64,28.485
,,,,,,,1264,13.65,80.305,30.24
,,,,,,,1265,13.265,78.06,29.395
,,,,,,,1266,12.475,73.395,27.64
,,,,,,,1267,10.27,60.445,22.76
,,,,,,,1268,7.545,44.38,16.715
,,,,,,,1269,5.46,32.12,12.095
,,,,,,,1270,4.11,24.175,9.105
,,,,,,,1271,2.435,14.335,5.4
,,,,,,,1272,1.38,8.115,3.055
,,,,,,,1273,0.93,5.475,2.06
,,,,,,,1274,0.68,4.015,1.51
,,,,,,,1275,0.96,5.655,2.13
,,,,,,,1276,2.23,13.135,4.945
,,,,,,,1277,4.805,28.275,10.65
,,,,,,,1278,7.72,45.425,17.105
,,,,,,,1279,9.55,56.185,21.16
,,,,,,,1280,10.945,64.395,24.25
,,,,,,,1281,11.535,67.86,25.555
,,,,,,,1282,11.035,64.945,24.455
,,,,,,,1283,10.975,64.58,24.32
,,,,,,,1284,11.38,66.95,25.21
,,,,,,,1285,12.09,71.145,26.79
,,,,,,,1286,12.555,73.88,27.825
,,,,,,,1287,13.58,79.9,30.09
,,,,,,,1288,14.415,84.825,31.945
,,,,,,,1289,14.015,82.455,31.05
,,,,,,,1290,13.175,77.53,29.195
,,,,,,,1291,10.85,63.85,24.045
,,,,,,,1292,7.97,46.885,17.655
,,,,,,,1293,5.765,33.93,12.78
,,,,,,,1294,4.34,25.54,9.62
,,,,,,,1295,2.575,15.14,5.7
,,,,,,,1296,1.455,8.575,3.23
,,,,,,,1297,1.43,8.425,3.175
,,,,,,,1298,1.01,5.945,2.24
,,,,,,,1299,0.98,5.755,2.17
