,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage
t18,0.0,0.0,0.0,0.0,0.0,5.590441117069048e-6,6.780741651981017e-6,5.942005138534122e-6,5.612117385203672e-6,5.898417620220647e-6
t19,0.0,0.0,0.0,0.0,0.0,5.590214898285266e-6,6.781011816614069e-6,5.942008899377807e-6,5.612110879816403e-6,5.898419944098388e-6
t20,0.0,0.0,0.0,0.0,0.0,5.590021262960086e-6,6.781029917629218e-6,5.941971606706813e-6,5.6120887755738755e-6,5.898440616318215e-6
t21,0.0,0.0,0.0,0.0,0.0,5.590033793257465e-6,6.780977899144667e-6,5.941963914764972e-6,5.6120736488326776e-6,5.898499235005031e-6
t22,0.0,0.0,0.0,0.0,0.0,5.590327796998433e-6,6.781222163208919e-6,5.941917139599784e-6,5.612070942566915e-6,5.898498428715007e-6
t23,0.0,0.0,0.0,0.0,0.0,5.5906562494166e-6,6.781496777589124e-6,5.941846020868274e-6,5.612102626914564e-6,5.898497452212508e-6
t24,0.0,0.0,0.0,0.0,0.0,5.59065621099507e-6,6.7817604338820365e-6,5.9418649784284475e-6,5.612102926209358e-6,5.898500455407843e-6
t25,0.0,0.0,0.0,0.0,0.0,5.590514121331214e-6,6.782120926440715e-6,5.941786086499632e-6,5.6120436353429025e-6,5.898481205755862e-6
t26,0.0,0.0,0.0,0.0,0.0,5.590202388073454e-6,6.782315461998702e-6,5.94205507738804e-6,5.61203996058728e-6,5.898538146766521e-6
t27,0.0,0.0,0.0,0.0,0.0,5.590014098658495e-6,6.782634903514153e-6,5.9421410613948495e-6,5.612028980504234e-6,5.8984961680064705e-6
t28,0.0,0.0,0.0,0.0,0.0,5.589981812598499e-6,6.783006449127518e-6,5.942075525221294e-6,5.61206881000424e-6,5.89846451824555e-6
t29,0.0,0.0,0.0,0.0,0.0,5.589784990246632e-6,6.783302216296616e-6,5.941847128977519e-6,5.6120522664988764e-6,5.898415662443794e-6
t30,0.0,0.0,0.0,0.0,0.0,5.589444694768285e-6,6.7835880042644994e-6,5.941891520690673e-6,5.61202037722661e-6,5.898385557756191e-6
t31,0.0,0.0,0.0,0.0,0.0,5.588965681937938e-6,6.783745331672654e-6,5.942006996197703e-6,5.611991149332603e-6,5.898445686880294e-6
t32,0.0,0.0,0.0,0.0,0.0,5.588613733207682e-6,6.784191619169546e-6,5.942099880676743e-6,5.611971068523046e-6,5.898423752448683e-6
t33,0.0,0.0,0.0,0.0,0.0,5.588245553878049e-6,6.784657064098412e-6,5.942213411170876e-6,5.611949147707964e-6,5.898375789287902e-6
t34,0.0,0.0,0.0,0.0,0.0,5.5880955498308976e-6,6.785052319364277e-6,5.942266541042606e-6,5.611929864932246e-6,5.898417248136172e-6
t35,0.0,0.0,0.0,0.0,0.0,5.5882300933072205e-6,6.7852226498136465e-6,5.942239851685215e-6,5.611917422358429e-6,5.898386875549894e-6
t36,0.0,0.0,0.0,0.0,0.0,5.588070172940624e-6,6.785009521391983e-6,5.942176950385021e-6,5.6118969774425814e-6,5.89850692748123e-6
t37,0.0,0.0,0.0,0.0,0.0,5.587979663232384e-6,6.78491810327237e-6,5.942073067731244e-6,5.611945070151235e-6,5.898500644165734e-6
t38,0.0,0.0,0.0,0.0,0.0,5.587725956720921e-6,6.784761501338281e-6,5.941999016616766e-6,5.611953785732663e-6,5.898493785142459e-6
t39,0.0,0.0,0.0,0.0,0.0,5.587473509021737e-6,6.784592836356126e-6,5.942005279963002e-6,5.6119669291467286e-6,5.898464748864129e-6
t40,0.0,0.0,0.0,0.0,0.0,5.587226661515878e-6,6.784545512553176e-6,5.942000595597456e-6,5.611980835628191e-6,5.898453104014908e-6
t41,0.0,0.0,0.0,0.0,0.0,5.587098210419827e-6,6.784460047871915e-6,5.942032721591639e-6,5.611982033598194e-6,5.898538312960712e-6
t42,0.0,0.0,0.0,0.0,0.0,5.586966979386761e-6,6.784760874994401e-6,5.942029271095949e-6,5.611950166051274e-6,5.898530436681101e-6
t43,0.0,0.0,0.0,0.0,0.0,5.5868076474496745e-6,6.785065916230919e-6,5.942008893452449e-6,5.611972681800209e-6,5.898512472646343e-6
t44,0.0,0.0,0.0,0.0,0.0,5.586700027858391e-6,6.785334794858869e-6,5.9419699020821845e-6,5.611980327922964e-6,5.898493714826851e-6
t45,0.0,0.0,0.0,0.0,0.0,5.58670451554414e-6,6.785441853306581e-6,5.941925677099876e-6,5.6119737997407694e-6,5.898506059854605e-6
t46,0.0,0.0,0.0,0.0,0.0,5.586856778401522e-6,6.785079864885592e-6,5.9419459817214e-6,5.611970591753897e-6,5.89858304586012e-6
t47,0.0,0.0,0.0,0.0,0.0,5.5872236913833046e-6,6.784432443687904e-6,5.941874814785558e-6,5.612012928342379e-6,5.898609506962451e-6
t48,0.0,0.0,0.0,0.0,0.0,5.587203864070571e-6,6.784011468028528e-6,5.941868555110511e-6,5.611989239271161e-6,5.898634479075058e-6
t49,0.0,0.0,0.0,0.0,0.0,5.587160239548144e-6,6.783810394697682e-6,5.941834843431674e-6,5.612013192728234e-6,5.898675796982226e-6
t50,0.0,0.0,0.0,0.0,0.0,5.587093548859777e-6,6.783538638537875e-6,5.941780510879096e-6,5.6120250442307695e-6,5.898719499982344e-6
t51,0.0,0.0,0.0,0.0,0.0,5.586953343865336e-6,6.7832206506312545e-6,5.941940573772653e-6,5.612032373208622e-6,5.8988380933708126e-6
t52,0.0,0.0,0.0,0.0,0.0,5.586962436391165e-6,6.7831901320309835e-6,5.941956794377374e-6,5.6120302822888655e-6,5.898861808589917e-6
t53,0.0,0.0,0.0,0.0,0.0,5.586939320333509e-6,6.783008758013894e-6,5.941723386514076e-6,5.612038382242315e-6,5.898862292392049e-6
t54,0.0,0.0,0.0,0.0,0.0,5.5869498903997896e-6,6.783034227763294e-6,5.941754389839037e-6,5.61204504517282e-6,5.89880213953733e-6
t55,0.0,0.0,0.0,0.0,0.0,5.586928083672314e-6,6.783200844727551e-6,5.941820123733992e-6,5.612040582727447e-6,5.898772164884203e-6
t56,0.0,0.0,0.0,0.0,0.0,5.586851604249302e-6,6.783220955166757e-6,5.941969168211438e-6,5.612053356263716e-6,5.898838762285544e-6
t57,0.0,0.0,0.0,0.0,0.0,5.586822647327545e-6,6.7834395534316556e-6,5.942087536308141e-6,5.612054734491258e-6,5.898802366704945e-6
t58,0.0,0.0,0.0,0.0,0.0,5.586649667017823e-6,6.783667087710521e-6,5.942163618512565e-6,5.612014988532606e-6,5.8987761950915654e-6
t59,0.0,0.0,0.0,0.0,0.0,5.58682201985419e-6,6.7839098587534734e-6,5.942203390989726e-6,5.612077502121194e-6,5.898759678526193e-6
t60,0.0,0.0,0.0,0.0,0.0,5.586909130164916e-6,6.783917220937772e-6,5.942194907151265e-6,5.612039981976308e-6,5.898860640242382e-6
t61,0.0,0.0,0.0,0.0,0.0,5.586926217196854e-6,6.783552372540118e-6,5.9421452953921796e-6,5.612072487363739e-6,5.89896785650955e-6
t62,0.0,0.0,0.0,0.0,0.0,5.5869741537175654e-6,6.783310932157336e-6,5.942073534730434e-6,5.6120999472160315e-6,5.899017583107042e-6
t63,0.0,0.0,0.0,0.0,0.0,5.586996444782359e-6,6.78313836162562e-6,5.942076310592119e-6,5.612120387557187e-6,5.899051357731272e-6
t64,0.0,0.0,0.0,0.0,0.0,5.5870833567292865e-6,6.783013880361547e-6,5.9420576897133334e-6,5.612160422373331e-6,5.899055863942373e-6
t65,0.0,0.0,0.0,0.0,0.0,5.587210207653612e-6,6.783002042784397e-6,5.942036077547775e-6,5.612182128572515e-6,5.8990602320495384e-6
t66,0.0,0.0,0.0,0.0,0.0,5.587518699628926e-6,6.782925890177969e-6,5.9421218724842606e-6,5.612181210394802e-6,5.89909040821403e-6
t67,0.0,0.0,0.0,0.0,0.0,5.587806477521106e-6,6.783051042605667e-6,5.942131787149461e-6,5.6121861905597925e-6,5.899083866529927e-6
t68,0.0,0.0,0.0,0.0,0.0,5.58780784350906e-6,6.782923258343833e-6,5.9421842558015335e-6,5.612194361642637e-6,5.8990949308875525e-6
t69,0.0,0.0,0.0,0.0,0.0,5.587932337639092e-6,6.782886092660689e-6,5.94206615992022e-6,5.612204580416782e-6,5.89910144622723e-6
t70,0.0,0.0,0.0,0.0,0.0,5.588110588995518e-6,6.782719836435067e-6,5.942063060992784e-6,5.612226017524108e-6,5.899128895644482e-6
t71,0.0,0.0,0.0,0.0,0.0,5.588359330810712e-6,6.782271897510399e-6,5.9419294970569e-6,5.612230303923531e-6,5.899163786089939e-6
t72,0.0,0.0,0.0,0.0,0.0,5.588419380437911e-6,6.781993494801583e-6,5.941866388790039e-6,5.61223365066558e-6,5.89916116247405e-6
t73,0.0,0.0,0.0,0.0,0.0,5.588335380705709e-6,6.781857388165646e-6,5.9418131363915035e-6,5.612240303672408e-6,5.899164027684954e-6
t74,0.0,0.0,0.0,0.0,0.0,5.588411406112752e-6,6.781655390744978e-6,5.941803016883977e-6,5.612246647147424e-6,5.899184327960818e-6
t75,0.0,0.0,0.0,0.0,0.0,5.588630341734378e-6,6.781479653163365e-6,5.9419508810252315e-6,5.612257478473229e-6,5.899195262496836e-6
t76,0.0,0.0,0.0,0.0,0.0,5.588798174443099e-6,6.781190749335426e-6,5.941988758016355e-6,5.612260649407671e-6,5.899223439403438e-6
t77,0.0,0.0,0.0,0.0,0.0,5.589046351673944e-6,6.7811468322352505e-6,5.941823956168873e-6,5.612262368567931e-6,5.899191631804149e-6
t78,0.0,0.0,0.0,0.0,0.0,5.58913511860422e-6,6.78111977138149e-6,5.941881827999025e-6,5.612259663330488e-6,5.8991518167193875e-6
t79,0.0,0.0,0.0,0.0,0.0,5.589247978159334e-6,6.781196826772696e-6,5.9419656829809555e-6,5.612245660548373e-6,5.8991026344026075e-6
t80,0.0,0.0,0.0,0.0,0.0,5.589295517760553e-6,6.781373030770273e-6,5.942120722170704e-6,5.612241073582746e-6,5.8990691056898914e-6
t81,0.0,0.0,0.0,0.0,0.0,5.589308836738206e-6,6.781401516670172e-6,5.942235340188887e-6,5.612241188712524e-6,5.899084890513587e-6
t82,0.0,0.0,0.0,0.0,0.0,5.589268314103399e-6,6.7815142212425335e-6,5.942274139770983e-6,5.612233954956199e-6,5.899057527129777e-6
t83,0.0,0.0,0.0,0.0,0.0,5.588925945031343e-6,6.781680805386275e-6,5.942180132395997e-6,5.6122269179386586e-6,5.899036130506341e-6
t84,0.0,0.0,0.0,0.0,0.0,5.589215963374253e-6,6.781775789196891e-6,5.942158129970292e-6,5.61223004115628e-6,5.899060430644374e-6
t85,0.0,0.0,0.0,0.0,0.0,5.589605023282755e-6,6.781766878562512e-6,5.942178786219586e-6,5.6122412262928325e-6,5.8990960552114675e-6
t86,0.0,0.0,0.0,0.0,0.0,5.589860864674691e-6,6.781586442515753e-6,5.942145288046769e-6,5.612241757717811e-6,5.899148050136227e-6
t87,0.0,0.0,0.0,0.0,0.0,5.590274055516681e-6,6.781599076241668e-6,5.9421322790140024e-6,5.612243401571732e-6,5.899160923416295e-6
t88,0.0,0.0,0.0,0.0,0.0,5.590675920662444e-6,6.781628068214311e-6,5.942137428092875e-6,5.612251490633038e-6,5.899159277407444e-6
t89,0.0,0.0,0.0,0.0,0.0,5.591043038529448e-6,6.7817273323060485e-6,5.942238370115919e-6,5.6122524104295545e-6,5.899135556232388e-6
t90,0.0,0.0,0.0,0.0,0.0,5.591308457050527e-6,6.781923569488778e-6,5.9422695457958525e-6,5.612261532916046e-6,5.899115959743886e-6
t91,0.0,0.0,0.0,0.0,0.0,5.591414665451327e-6,6.781878972466652e-6,5.9422614617725285e-6,5.612259584134781e-6,5.899143968649865e-6
t92,0.0,0.0,0.0,0.0,0.0,5.591408932752539e-6,6.781770666215631e-6,5.942228111934535e-6,5.6122454911543635e-6,5.899149121105835e-6
t93,0.0,0.0,0.0,0.0,0.0,5.591479035542035e-6,6.781621406367258e-6,5.942186068058435e-6,5.612237150966645e-6,5.899160257243418e-6
t94,0.0,0.0,0.0,0.0,0.0,5.591526785999454e-6,6.781344148995747e-6,5.9421348481405325e-6,5.61223021245863e-6,5.899146895974289e-6
t95,0.0,0.0,0.0,0.0,0.0,5.591639245432567e-6,6.781040405931711e-6,5.941991745726847e-6,5.61220011902378e-6,5.8991211298184954e-6
t96,0.0,0.0,0.0,0.0,0.0,5.591556940023302e-6,6.780662252538969e-6,5.941950919509857e-6,5.612195701648634e-6,5.899107469111186e-6
t97,0.0,0.0,0.0,0.0,0.0,5.591626864607501e-6,6.780604831163117e-6,5.9418712491632715e-6,5.612181951233189e-6,5.899081267177199e-6
t98,0.0,0.0,0.0,0.0,0.0,5.591664823369602e-6,6.780569215856433e-6,5.941967160505521e-6,5.612169367037074e-6,5.899042339995566e-6
t99,0.0,0.0,0.0,0.0,0.0,5.591654152585099e-6,6.780502449549989e-6,5.941880832963981e-6,5.6121649539329675e-6,5.89897639193575e-6
t100,0.0,0.0,0.0,0.0,0.0,5.591742074831559e-6,6.780531797425633e-6,5.941942018023445e-6,5.612156935752063e-6,5.898927239285193e-6
t101,0.0,0.0,0.0,0.0,0.0,5.591639443981497e-6,6.780391154239566e-6,5.941957749598792e-6,5.612151414091565e-6,5.898874882683236e-6
t102,0.0,0.0,0.0,0.0,0.0,5.591635056358435e-6,6.780417059474222e-6,5.941941172938795e-6,5.612145109493806e-6,5.898776239793663e-6
t103,0.0,0.0,0.0,0.0,0.0,5.59171514056052e-6,6.780477446152917e-6,5.942019581076772e-6,5.6121448754442996e-6,5.8987250711688365e-6
t104,0.0,0.0,0.0,0.0,0.0,5.591761105363286e-6,6.780576279800917e-6,5.9418638015352165e-6,5.6121542248569096e-6,5.898645516007173e-6
t105,0.0,0.0,0.0,0.0,0.0,5.591785531631934e-6,6.7807900643237605e-6,5.9419431042939445e-6,5.612125470952103e-6,5.8985505874222275e-6
t106,0.0,0.0,0.0,0.0,0.0,5.591692008267256e-6,6.780819040689242e-6,5.942059048385872e-6,5.612119554118226e-6,5.898547367169392e-6
t107,0.0,0.0,0.0,0.0,0.0,5.591723397035528e-6,6.780860675992676e-6,5.9421174695041015e-6,5.6121424294426955e-6,5.898508789229442e-6
t108,0.0,0.0,0.0,0.0,0.0,5.591753593892467e-6,6.780844417779708e-6,5.942136452732197e-6,5.612164188750946e-6,5.898499219191859e-6
t109,0.0,0.0,0.0,0.0,0.0,5.5917789270652816e-6,6.780873685502511e-6,5.942128548189666e-6,5.612176935246397e-6,5.898491530010457e-6
t110,0.0,0.0,0.0,0.0,0.0,5.59177305253108e-6,6.780867263771936e-6,5.94212044837262e-6,5.61216992002319e-6,5.898480765395635e-6
t111,0.0,0.0,0.0,0.0,0.0,5.59163253210236e-6,6.780731297183941e-6,5.942126935379885e-6,5.612166149527655e-6,5.898565939872212e-6
t112,0.0,0.0,0.0,0.0,0.0,5.5916154853774854e-6,6.780777803008073e-6,5.942141374543401e-6,5.6121579780410845e-6,5.898571230699657e-6
t113,0.0,0.0,0.0,0.0,0.0,5.591718473047891e-6,6.7808805135324336e-6,5.942183482465393e-6,5.612149176327486e-6,5.89855353972778e-6
t114,0.0,0.0,0.0,0.0,0.0,5.591819601467229e-6,6.781095492239991e-6,5.942214177114186e-6,5.612127136384816e-6,5.898595583088983e-6
t115,0.0,0.0,0.0,0.0,0.0,5.5918371542380115e-6,6.781268663379708e-6,5.942194384251198e-6,5.612153333407427e-6,5.8985945181478474e-6
t116,0.0,0.0,0.0,0.0,0.0,5.5916856783335795e-6,6.781197622810694e-6,5.942152469143234e-6,5.612132980623407e-6,5.898696589665945e-6
t117,0.0,0.0,0.0,0.0,0.0,5.5916822934653965e-6,6.781185573099505e-6,5.942097729136995e-6,5.612137828075199e-6,5.898697269226358e-6
t118,0.0,0.0,0.0,0.0,0.0,5.5916902113064255e-6,6.781104812873826e-6,5.942075920328961e-6,5.612135817037292e-6,5.89865356441209e-6
t119,0.0,0.0,0.0,0.0,0.0,5.591580216018233e-6,6.780964524635735e-6,5.942086279121774e-6,5.612097186039047e-6,5.898640555147277e-6
t120,0.0,0.0,0.0,0.0,0.0,5.591481241817158e-6,6.780846088585481e-6,5.94209798966869e-6,5.612087513207399e-6,5.898660830099098e-6
t121,0.0,0.0,0.0,0.0,0.0,5.591331996269348e-6,6.780760473165524e-6,5.942245423454654e-6,5.612072538671899e-6,5.898750338062092e-6
t122,0.0,0.0,0.0,0.0,0.0,5.591433949022969e-6,6.780931554468784e-6,5.94229521283132e-6,5.6121084341483704e-6,5.898763569898555e-6
t123,0.0,0.0,0.0,0.0,0.0,5.5914364741348615e-6,6.781041376774404e-6,5.942294171932632e-6,5.612103916078498e-6,5.8987505531491835e-6
t124,0.0,0.0,0.0,0.0,0.0,5.591384432702378e-6,6.781153606483679e-6,5.942308174492329e-6,5.612094546654075e-6,5.898747087326731e-6
t125,0.0,0.0,0.0,0.0,0.0,5.591313152816485e-6,6.7813165151649085e-6,5.94230493978554e-6,5.612088671041321e-6,5.89880079903463e-6
t126,0.0,0.0,0.0,0.0,0.0,5.591160059688118e-6,6.781353539444206e-6,5.942286453672517e-6,5.612085583146761e-6,5.8988876248569055e-6
t127,0.0,0.0,0.0,0.0,0.0,5.5911640094878615e-6,6.781537212782382e-6,5.942298462876748e-6,5.612067901447131e-6,5.898870416400353e-6
t128,0.0,0.0,0.0,0.0,0.0,5.59118809969677e-6,6.781698995468156e-6,5.942337962237333e-6,5.612071358823785e-6,5.89883610089075e-6
t129,0.0,0.0,0.0,0.0,0.0,5.591243872659878e-6,6.7818678091135065e-6,5.942162978521714e-6,5.612059224750261e-6,5.8987516170854295e-6
t130,0.0,0.0,0.0,0.0,0.0,5.5912374002941916e-6,6.782040297434186e-6,5.942182606157033e-6,5.612053902284659e-6,5.898691402929886e-6
t131,0.0,0.0,0.0,0.0,0.0,5.591245500496756e-6,6.782032934518876e-6,5.942171809182297e-6,5.612045291085997e-6,5.898646699326664e-6
t132,0.0,0.0,0.0,0.0,0.0,5.591272528281794e-6,6.782252356595593e-6,5.94219889385641e-6,5.612040769380616e-6,5.898623566455575e-6
t133,0.0,0.0,0.0,0.0,0.0,5.591340940052478e-6,6.782390101457507e-6,5.942198855485383e-6,5.612052096497703e-6,5.89862079190261e-6
t134,0.0,0.0,0.0,0.0,0.0,5.591369220837624e-6,6.782451579467947e-6,5.9422052679811574e-6,5.612061307943767e-6,5.898623446440125e-6
t135,0.0,0.0,0.0,0.0,0.0,5.591456899429611e-6,6.782495572726819e-6,5.942199025088859e-6,5.612081968575903e-6,5.89864775626776e-6
t136,0.0,0.0,0.0,0.0,0.0,5.591511682046711e-6,6.782319621043061e-6,5.942197847358474e-6,5.612089198906628e-6,5.898756305522504e-6
t137,0.0,0.0,0.0,0.0,0.0,5.591677029767414e-6,6.7822602907051736e-6,5.94222226324432e-6,5.612114880645193e-6,5.898793937811417e-6
t138,0.0,0.0,0.0,0.0,0.0,5.59179613415254e-6,6.782200696385068e-6,5.942285063177408e-6,5.612115781501248e-6,5.898814283983556e-6
t139,0.0,0.0,0.0,0.0,0.0,5.5917928168072425e-6,6.782228934759183e-6,5.9422917673926355e-6,5.612119827778026e-6,5.898772190130201e-6
t140,0.0,0.0,0.0,0.0,0.0,5.591670883852304e-6,6.7822458934586425e-6,5.942283800438186e-6,5.612109318966439e-6,5.898727594310919e-6
t141,0.0,0.0,0.0,0.0,0.0,5.591552145354209e-6,6.782077585836588e-6,5.942259078178009e-6,5.612109509163801e-6,5.89881317231678e-6
t142,0.0,0.0,0.0,0.0,0.0,5.5916217224949415e-6,6.782078689110226e-6,5.942257547890075e-6,5.612103822055419e-6,5.898815786734186e-6
t143,0.0,0.0,0.0,0.0,0.0,5.591647885191029e-6,6.781980368357921e-6,5.942231362764911e-6,5.612081213875581e-6,5.898836901452035e-6
t144,0.0,0.0,0.0,0.0,0.0,5.591379413269829e-6,6.7816727250991925e-6,5.942179426385715e-6,5.612083180660672e-6,5.89883043376343e-6
t145,0.0,0.0,0.0,0.0,0.0,5.591371470566214e-6,6.78169397845623e-6,5.942139418138389e-6,5.6120748741548784e-6,5.898833205121056e-6
t146,0.0,0.0,0.0,0.0,0.0,5.591292171543235e-6,6.781597035022089e-6,5.942149172635624e-6,5.612057302801069e-6,5.89889958741742e-6
t147,0.0,0.0,0.0,0.0,0.0,5.591589578284596e-6,6.7819092505154235e-6,5.942394756938556e-6,5.6120487880298445e-6,5.898860835493395e-6
t148,0.0,0.0,0.0,0.0,0.0,5.591624852189924e-6,6.781866482571293e-6,5.9424442557585385e-6,5.61204248085292e-6,5.8988345202202515e-6
t149,0.0,0.0,0.0,0.0,0.0,5.591633493185093e-6,6.781942848452698e-6,5.942460962839449e-6,5.612037972031699e-6,5.8987878072336774e-6
t150,0.0,0.0,0.0,0.0,0.0,5.591537639375595e-6,6.782097833593204e-6,5.9422831995691235e-6,5.612014206537219e-6,5.898750016124154e-6
t151,0.0,0.0,0.0,0.0,0.0,5.591155625686274e-6,6.781991556998255e-6,5.9423390133144345e-6,5.6119693248859295e-6,5.898788846928717e-6
t152,0.0,0.0,0.0,0.0,0.0,5.591070754848078e-6,6.782263219373547e-6,5.942359806841303e-6,5.611945535582073e-6,5.8987329311873926e-6
t153,0.0,0.0,0.0,0.0,0.0,5.59109244977149e-6,6.782455916675049e-6,5.94234766880357e-6,5.611918202819044e-6,5.89864401781032e-6
t154,0.0,0.0,0.0,0.0,0.0,5.591151703096141e-6,6.7825408898262724e-6,5.9423425044705445e-6,5.611898331771816e-6,5.898573843144863e-6
t155,0.0,0.0,0.0,0.0,0.0,5.591178723147026e-6,6.782500763468149e-6,5.9423253586022655e-6,5.6119272342949884e-6,5.898534910416558e-6
t156,0.0,0.0,0.0,0.0,0.0,5.591180097802226e-6,6.782365728704233e-6,5.94234417325187e-6,5.6119374457169895e-6,5.8985875790070106e-6
t157,0.0,0.0,0.0,0.0,0.0,5.5911610606018505e-6,6.782462589353523e-6,5.9423770537148235e-6,5.611945118037569e-6,5.8985705546333116e-6
t158,0.0,0.0,0.0,0.0,0.0,5.5911718846156574e-6,6.782509314191581e-6,5.942401207442332e-6,5.611956883583798e-6,5.8985612727477716e-6
t159,0.0,0.0,0.0,0.0,0.0,5.591256750947587e-6,6.78258601419423e-6,5.942413405333248e-6,5.611978831387712e-6,5.898556369448874e-6
t160,0.0,0.0,0.0,0.0,0.0,5.591357938240564e-6,6.782681920965865e-6,5.942421694447936e-6,5.611986435108128e-6,5.898595043127755e-6
t161,0.0,0.0,0.0,0.0,0.0,5.591390817595136e-6,6.782625301559751e-6,5.942407459343239e-6,5.611985634504033e-6,5.8987465164615615e-6
t162,0.0,0.0,0.0,0.0,0.0,5.591456844641643e-6,6.782726114405206e-6,5.942404882990165e-6,5.611969535606636e-6,5.898773702375688e-6
t163,0.0,0.0,0.0,0.0,0.0,5.591438344893398e-6,6.782782168410305e-6,5.9424127565577375e-6,5.611963544447134e-6,5.898790375633475e-6
t164,0.0,0.0,0.0,0.0,0.0,5.591205324105498e-6,6.782603943610212e-6,5.9423110830601964e-6,5.611967139122515e-6,5.898815904130278e-6
t165,0.0,0.0,0.0,0.0,0.0,5.591212465831156e-6,6.7826442076043614e-6,5.942393167218193e-6,5.611970477945368e-6,5.898873983900568e-6
t166,0.0,0.0,0.0,0.0,0.0,5.590927399451861e-6,6.7823689801994875e-6,5.942345455444083e-6,5.611997660357333e-6,5.899029726539351e-6
t167,0.0,0.0,0.0,0.0,0.0,5.590596230788473e-6,6.782153283289646e-6,5.942305564340981e-6,5.612035659723649e-6,5.899144961049307e-6
t168,0.0,0.0,0.0,0.0,0.0,5.590127966174557e-6,6.782114291911996e-6,5.94230882775562e-6,5.612012135240964e-6,5.899169675246984e-6
t169,0.0,0.0,0.0,0.0,0.0,5.588262073178649e-6,6.78085573058504e-6,5.942149660233755e-6,5.612196162834237e-6,5.898894568734416e-6
t170,0.0,0.0,0.0,0.0,0.0,5.588132393788646e-6,6.7807220948292106e-6,5.942156349599762e-6,5.612170142052515e-6,5.8989495079800956e-6
t171,0.0,0.0,0.0,0.0,0.0,5.588127074269196e-6,6.780411178382998e-6,5.942136063824672e-6,5.6121963747263104e-6,5.899017342166965e-6
t172,0.0,0.0,0.0,0.0,0.0,5.58829930538228e-6,6.780342766888923e-6,5.942135748416463e-6,5.612203523227124e-6,5.899045680366584e-6
t173,0.0,0.0,0.0,0.0,0.0,5.588416961661735e-6,6.780323799678059e-6,5.9421751233669915e-6,5.612208011015939e-6,5.8990396386451195e-6
t174,0.0,0.0,0.0,0.0,0.0,5.588496018806959e-6,6.780371164322848e-6,5.942243870352523e-6,5.61220088356847e-6,5.899017773737501e-6
