Time_Index,CT_NG,ME_NG,MA_NG,None,uranium
7003,1.63,1.63,1.81,0,0.74
7004,1.63,1.63,1.81,0,0.74
7005,1.63,1.63,1.81,0,0.74
7006,1.63,1.63,1.81,0,0.74
7007,1.63,1.63,1.81,0,0.74
7008,1.63,1.63,1.81,0,0.74
7009,1.63,1.63,1.81,0,0.74
7010,1.63,1.63,1.81,0,0.74
7011,1.63,1.63,1.81,0,0.74
7012,1.63,1.63,1.81,0,0.74
7013,1.63,1.63,1.81,0,0.74
7014,1.63,1.63,1.81,0,0.74
7015,1.63,1.63,1.81,0,0.74
7016,1.63,1.63,1.81,0,0.74
7017,1.63,1.63,1.81,0,0.74
7018,1.63,1.63,1.81,0,0.74
7019,1.63,1.63,1.81,0,0.74
7020,1.63,1.63,1.81,0,0.74
7021,1.63,1.63,1.81,0,0.74
7022,1.63,1.63,1.81,0,0.74
7023,1.63,1.63,1.81,0,0.74
7024,1.63,1.63,1.81,0,0.74
7025,1.63,1.63,1.81,0,0.74
7026,1.63,1.63,1.81,0,0.74
7027,1.63,1.63,1.81,0,0.74
7028,1.63,1.63,1.81,0,0.74
7029,1.63,1.63,1.81,0,0.74
7030,1.63,1.63,1.81,0,0.74
7031,1.63,1.63,1.81,0,0.74
7032,1.63,1.63,1.81,0,0.74
7033,1.63,1.63,1.81,0,0.74
7034,1.63,1.63,1.81,0,0.74
7035,1.63,1.63,1.81,0,0.74
7036,1.63,1.63,1.81,0,0.74
7037,1.63,1.63,1.81,0,0.74
7038,1.63,1.63,1.81,0,0.74
7039,1.63,1.63,1.81,0,0.74
7040,1.63,1.63,1.81,0,0.74
7041,1.63,1.63,1.81,0,0.74
7042,1.63,1.63,1.81,0,0.74
7043,1.63,1.63,1.81,0,0.74
7044,1.63,1.63,1.81,0,0.74
7045,1.63,1.63,1.81,0,0.74
7046,1.63,1.63,1.81,0,0.74
7047,1.63,1.63,1.81,0,0.74
7048,1.63,1.63,1.81,0,0.74
7049,1.63,1.63,1.81,0,0.74
7050,1.63,1.63,1.81,0,0.74
7051,1.63,1.63,1.81,0,0.74
7052,1.63,1.63,1.81,0,0.74
7053,1.63,1.63,1.81,0,0.74
7054,1.63,1.63,1.81,0,0.74
7055,1.63,1.63,1.81,0,0.74
7056,1.63,1.63,1.81,0,0.74
7057,1.63,1.63,1.81,0,0.74
7058,1.63,1.63,1.81,0,0.74
7059,1.63,1.63,1.81,0,0.74
7060,1.63,1.63,1.81,0,0.74
7061,1.63,1.63,1.81,0,0.74
7062,1.63,1.63,1.81,0,0.74
7063,1.63,1.63,1.81,0,0.74
7064,1.63,1.63,1.81,0,0.74
7065,1.63,1.63,1.81,0,0.74
7066,1.63,1.63,1.81,0,0.74
7067,1.63,1.63,1.81,0,0.74
7068,1.63,1.63,1.81,0,0.74
7069,1.63,1.63,1.81,0,0.74
7070,1.63,1.63,1.81,0,0.74
7071,1.63,1.63,1.81,0,0.74
7072,1.63,1.63,1.81,0,0.74
7073,1.63,1.63,1.81,0,0.74
7074,1.63,1.63,1.81,0,0.74
7075,1.63,1.63,1.81,0,0.74
7076,1.63,1.63,1.81,0,0.74
7077,1.63,1.63,1.81,0,0.74
7078,1.63,1.63,1.81,0,0.74
7079,1.63,1.63,1.81,0,0.74
7080,1.63,1.63,1.81,0,0.74
7081,1.63,1.63,1.81,0,0.74
7082,1.63,1.63,1.81,0,0.74
7083,1.63,1.63,1.81,0,0.74
7084,1.63,1.63,1.81,0,0.74
7085,1.63,1.63,1.81,0,0.74
7086,1.63,1.63,1.81,0,0.74
7087,1.63,1.63,1.81,0,0.74
7088,1.63,1.63,1.81,0,0.74
7089,1.63,1.63,1.81,0,0.74
7090,1.63,1.63,1.81,0,0.74
7091,1.63,1.63,1.81,0,0.74
7092,1.63,1.63,1.81,0,0.74
7093,1.63,1.63,1.81,0,0.74
7094,1.63,1.63,1.81,0,0.74
7095,1.63,1.63,1.81,0,0.74
7096,1.63,1.63,1.81,0,0.74
7097,1.63,1.63,1.81,0,0.74
7098,1.63,1.63,1.81,0,0.74
7099,1.63,1.63,1.81,0,0.74
7100,1.63,1.63,1.81,0,0.74
7101,1.63,1.63,1.81,0,0.74
7102,1.63,1.63,1.81,0,0.74
7103,1.63,1.63,1.81,0,0.74
7104,1.63,1.63,1.81,0,0.74
7105,1.63,1.63,1.81,0,0.74
7106,1.63,1.63,1.81,0,0.74
7107,1.63,1.63,1.81,0,0.74
7108,1.63,1.63,1.81,0,0.74
7109,1.63,1.63,1.81,0,0.74
7110,1.63,1.63,1.81,0,0.74
7111,1.63,1.63,1.81,0,0.74
7112,1.63,1.63,1.81,0,0.74
7113,1.63,1.63,1.81,0,0.74
7114,1.63,1.63,1.81,0,0.74
7115,1.63,1.63,1.81,0,0.74
7116,1.63,1.63,1.81,0,0.74
7117,1.63,1.63,1.81,0,0.74
7118,1.63,1.63,1.81,0,0.74
7119,1.63,1.63,1.81,0,0.74
7120,1.63,1.63,1.81,0,0.74
7121,1.63,1.63,1.81,0,0.74
7122,1.63,1.63,1.81,0,0.74
7123,1.63,1.63,1.81,0,0.74
7124,1.63,1.63,1.81,0,0.74
7125,1.63,1.63,1.81,0,0.74
7126,1.63,1.63,1.81,0,0.74
7127,1.63,1.63,1.81,0,0.74
7128,1.63,1.63,1.81,0,0.74
7129,1.63,1.63,1.81,0,0.74
7130,1.63,1.63,1.81,0,0.74
7131,1.63,1.63,1.81,0,0.74
7132,1.63,1.63,1.81,0,0.74
7133,1.63,1.63,1.81,0,0.74
7134,1.63,1.63,1.81,0,0.74
7135,1.63,1.63,1.81,0,0.74
7136,1.63,1.63,1.81,0,0.74
7137,1.63,1.63,1.81,0,0.74
7138,1.63,1.63,1.81,0,0.74
7139,1.63,1.63,1.81,0,0.74
7140,1.63,1.63,1.81,0,0.74
7141,1.63,1.63,1.81,0,0.74
7142,1.63,1.63,1.81,0,0.74
7143,1.63,1.63,1.81,0,0.74
7144,1.63,1.63,1.81,0,0.74
7145,1.63,1.63,1.81,0,0.74
7146,1.63,1.63,1.81,0,0.74
7147,1.63,1.63,1.81,0,0.74
7148,1.63,1.63,1.81,0,0.74
7149,1.63,1.63,1.81,0,0.74
7150,1.63,1.63,1.81,0,0.74
7151,1.63,1.63,1.81,0,0.74
7152,1.63,1.63,1.81,0,0.74
7153,1.63,1.63,1.81,0,0.74
7154,1.63,1.63,1.81,0,0.74
7155,1.63,1.63,1.81,0,0.74
7156,1.63,1.63,1.81,0,0.74
7157,1.63,1.63,1.81,0,0.74
7158,1.63,1.63,1.81,0,0.74
7159,1.63,1.63,1.81,0,0.74
7160,1.63,1.63,1.81,0,0.74
7161,1.63,1.63,1.81,0,0.74
7162,1.63,1.63,1.81,0,0.74
7163,1.63,1.63,1.81,0,0.74
7164,1.63,1.63,1.81,0,0.74
7165,1.63,1.63,1.81,0,0.74
7166,1.63,1.63,1.81,0,0.74
7167,1.63,1.63,1.81,0,0.74
7168,1.63,1.63,1.81,0,0.74
7169,1.63,1.63,1.81,0,0.74
7170,1.63,1.63,1.81,0,0.74
7171,1.63,1.63,1.81,0,0.74
7172,1.63,1.63,1.81,0,0.74
7173,1.63,1.63,1.81,0,0.74
7174,1.63,1.63,1.81,0,0.74
7175,1.63,1.63,1.81,0,0.74
7176,1.63,1.63,1.81,0,0.74
7177,1.63,1.63,1.81,0,0.74
7178,1.63,1.63,1.81,0,0.74
7179,1.63,1.63,1.81,0,0.74
7180,1.63,1.63,1.81,0,0.74
7181,1.63,1.63,1.81,0,0.74
7182,1.63,1.63,1.81,0,0.74
7183,1.63,1.63,1.81,0,0.74
7184,1.63,1.63,1.81,0,0.74
7185,1.63,1.63,1.81,0,0.74
7186,1.63,1.63,1.81,0,0.74
7187,1.63,1.63,1.81,0,0.74
7188,1.63,1.63,1.81,0,0.74
7189,1.63,1.63,1.81,0,0.74
7190,1.63,1.63,1.81,0,0.74
7191,1.63,1.63,1.81,0,0.74
7192,1.63,1.63,1.81,0,0.74
7193,1.63,1.63,1.81,0,0.74
7194,1.63,1.63,1.81,0,0.74
7195,1.63,1.63,1.81,0,0.74
7196,1.63,1.63,1.81,0,0.74
7197,1.63,1.63,1.81,0,0.74
7198,1.63,1.63,1.81,0,0.74
7199,1.63,1.63,1.81,0,0.74
7200,1.63,1.63,1.81,0,0.74
7201,1.63,1.63,1.81,0,0.74
7202,1.63,1.63,1.81,0,0.74
7203,1.63,1.63,1.81,0,0.74
7204,1.63,1.63,1.81,0,0.74
7205,1.63,1.63,1.81,0,0.74
7206,1.63,1.63,1.81,0,0.74
7207,1.63,1.63,1.81,0,0.74
7208,1.63,1.63,1.81,0,0.74
7209,1.63,1.63,1.81,0,0.74
7210,1.63,1.63,1.81,0,0.74
7211,1.63,1.63,1.81,0,0.74
7212,1.63,1.63,1.81,0,0.74
7213,1.63,1.63,1.81,0,0.74
7214,1.63,1.63,1.81,0,0.74
7215,1.63,1.63,1.81,0,0.74
7216,1.63,1.63,1.81,0,0.74
7217,1.63,1.63,1.81,0,0.74
7218,1.63,1.63,1.81,0,0.74
7219,1.63,1.63,1.81,0,0.74
7220,1.63,1.63,1.81,0,0.74
7221,1.63,1.63,1.81,0,0.74
7222,1.63,1.63,1.81,0,0.74
7223,1.63,1.63,1.81,0,0.74
7224,1.63,1.63,1.81,0,0.74
7225,1.63,1.63,1.81,0,0.74
7226,1.63,1.63,1.81,0,0.74
7227,1.63,1.63,1.81,0,0.74
7228,1.63,1.63,1.81,0,0.74
7229,1.63,1.63,1.81,0,0.74
7230,1.63,1.63,1.81,0,0.74
7231,1.63,1.63,1.81,0,0.74
7232,1.63,1.63,1.81,0,0.74
7233,1.63,1.63,1.81,0,0.74
7234,1.63,1.63,1.81,0,0.74
7235,1.63,1.63,1.81,0,0.74
7236,1.63,1.63,1.81,0,0.74
7237,1.63,1.63,1.81,0,0.74
7238,1.63,1.63,1.81,0,0.74
7239,1.63,1.63,1.81,0,0.74
7240,1.63,1.63,1.81,0,0.74
7241,1.63,1.63,1.81,0,0.74
7242,1.63,1.63,1.81,0,0.74
7243,1.63,1.63,1.81,0,0.74
7244,1.63,1.63,1.81,0,0.74
7245,1.63,1.63,1.81,0,0.74
7246,1.63,1.63,1.81,0,0.74
7247,1.63,1.63,1.81,0,0.74
7248,1.63,1.63,1.81,0,0.74
7249,1.63,1.63,1.81,0,0.74
7250,1.63,1.63,1.81,0,0.74
7251,1.63,1.63,1.81,0,0.74
7252,1.63,1.63,1.81,0,0.74
7253,1.63,1.63,1.81,0,0.74
7254,1.63,1.63,1.81,0,0.74
7255,1.63,1.63,1.81,0,0.74
7256,1.63,1.63,1.81,0,0.74
7257,1.63,1.63,1.81,0,0.74
7258,1.63,1.63,1.81,0,0.74
7259,1.63,1.63,1.81,0,0.74
7260,1.63,1.63,1.81,0,0.74
7261,1.63,1.63,1.81,0,0.74
7262,1.63,1.63,1.81,0,0.74
7263,1.63,1.63,1.81,0,0.74
7264,1.63,1.63,1.81,0,0.74
7265,1.63,1.63,1.81,0,0.74
7266,1.63,1.63,1.81,0,0.74
7267,1.63,1.63,1.81,0,0.74
7268,1.63,1.63,1.81,0,0.74
7269,1.63,1.63,1.81,0,0.74
7270,1.63,1.63,1.81,0,0.74
7271,1.63,1.63,1.81,0,0.74
7272,1.63,1.63,1.81,0,0.74
7273,1.63,1.63,1.81,0,0.74
7274,1.63,1.63,1.81,0,0.74
7275,1.63,1.63,1.81,0,0.74
7276,1.63,1.63,1.81,0,0.74
7277,1.63,1.63,1.81,0,0.74
7278,1.63,1.63,1.81,0,0.74
7279,1.63,1.63,1.81,0,0.74
7280,1.63,1.63,1.81,0,0.74
7281,1.63,1.63,1.81,0,0.74
7282,1.63,1.63,1.81,0,0.74
7283,1.63,1.63,1.81,0,0.74
7284,1.63,1.63,1.81,0,0.74
7285,1.63,1.63,1.81,0,0.74
7286,1.63,1.63,1.81,0,0.74
7287,1.63,1.63,1.81,0,0.74
7288,1.63,1.63,1.81,0,0.74
7289,1.63,1.63,1.81,0,0.74
7290,1.63,1.63,1.81,0,0.74
7291,1.63,1.63,1.81,0,0.74
7292,1.63,1.63,1.81,0,0.74
7293,1.63,1.63,1.81,0,0.74
7294,1.63,1.63,1.81,0,0.74
7295,1.63,1.63,1.81,0,0.74
7296,1.63,1.63,1.81,0,0.74
7297,1.63,1.63,1.81,0,0.74
7298,1.63,1.63,1.81,0,0.74
7299,1.63,1.63,1.81,0,0.74
7300,1.63,1.63,1.81,0,0.74
7301,1.63,1.63,1.81,0,0.74
7302,1.63,1.63,1.81,0,0.74
7303,1.63,1.63,1.81,0,0.74
7304,1.63,1.63,1.81,0,0.74
7305,1.63,1.63,1.81,0,0.74
7306,1.63,1.63,1.81,0,0.74
7307,1.63,1.63,1.81,0,0.74
7308,1.63,1.63,1.81,0,0.74
7309,1.63,1.63,1.81,0,0.74
7310,1.63,1.63,1.81,0,0.74
7311,1.63,1.63,1.81,0,0.74
7312,1.63,1.63,1.81,0,0.74
7313,1.63,1.63,1.81,0,0.74
7314,1.63,1.63,1.81,0,0.74
7315,1.63,1.63,1.81,0,0.74
7316,1.63,1.63,1.81,0,0.74
7317,1.63,1.63,1.81,0,0.74
7318,1.63,1.63,1.81,0,0.74
7319,1.63,1.63,1.81,0,0.74
7320,1.63,1.63,1.81,0,0.74
7321,2.78,2.78,2.74,0,0.74
7322,2.78,2.78,2.74,0,0.74
7323,2.78,2.78,2.74,0,0.74
7324,2.78,2.78,2.74,0,0.74
7325,2.78,2.78,2.74,0,0.74
7326,2.78,2.78,2.74,0,0.74
7327,2.78,2.78,2.74,0,0.74
7328,2.78,2.78,2.74,0,0.74
7329,2.78,2.78,2.74,0,0.74
7330,2.78,2.78,2.74,0,0.74
7331,2.78,2.78,2.74,0,0.74
7332,2.78,2.78,2.74,0,0.74
7333,2.78,2.78,2.74,0,0.74
7334,2.78,2.78,2.74,0,0.74
7335,2.78,2.78,2.74,0,0.74
7336,2.78,2.78,2.74,0,0.74
7337,2.78,2.78,2.74,0,0.74
7338,2.78,2.78,2.74,0,0.74
7339,2.78,2.78,2.74,0,0.74
7340,2.78,2.78,2.74,0,0.74
7341,2.78,2.78,2.74,0,0.74
7342,2.78,2.78,2.74,0,0.74
7343,2.78,2.78,2.74,0,0.74
7344,2.78,2.78,2.74,0,0.74
7345,2.78,2.78,2.74,0,0.74
7346,2.78,2.78,2.74,0,0.74
7347,2.78,2.78,2.74,0,0.74
7348,2.78,2.78,2.74,0,0.74
7349,2.78,2.78,2.74,0,0.74
7350,2.78,2.78,2.74,0,0.74
7351,2.78,2.78,2.74,0,0.74
7352,2.78,2.78,2.74,0,0.74
7353,2.78,2.78,2.74,0,0.74
7354,2.78,2.78,2.74,0,0.74
7355,2.78,2.78,2.74,0,0.74
7356,2.78,2.78,2.74,0,0.74
7357,2.78,2.78,2.74,0,0.74
7358,2.78,2.78,2.74,0,0.74
7359,2.78,2.78,2.74,0,0.74
7360,2.78,2.78,2.74,0,0.74
7361,2.78,2.78,2.74,0,0.74
7362,2.78,2.78,2.74,0,0.74
7363,2.78,2.78,2.74,0,0.74
7364,2.78,2.78,2.74,0,0.74
7365,2.78,2.78,2.74,0,0.74
7366,2.78,2.78,2.74,0,0.74
7367,2.78,2.78,2.74,0,0.74
7368,2.78,2.78,2.74,0,0.74
7369,2.78,2.78,2.74,0,0.74
7370,2.78,2.78,2.74,0,0.74
7371,2.78,2.78,2.74,0,0.74
7372,2.78,2.78,2.74,0,0.74
7373,2.78,2.78,2.74,0,0.74
7374,2.78,2.78,2.74,0,0.74
7375,2.78,2.78,2.74,0,0.74
7376,2.78,2.78,2.74,0,0.74
7377,2.78,2.78,2.74,0,0.74
7378,2.78,2.78,2.74,0,0.74
7379,2.78,2.78,2.74,0,0.74
7380,2.78,2.78,2.74,0,0.74
7381,2.78,2.78,2.74,0,0.74
7382,2.78,2.78,2.74,0,0.74
7383,2.78,2.78,2.74,0,0.74
7384,2.78,2.78,2.74,0,0.74
7385,2.78,2.78,2.74,0,0.74
7386,2.78,2.78,2.74,0,0.74
7387,2.78,2.78,2.74,0,0.74
7388,2.78,2.78,2.74,0,0.74
7389,2.78,2.78,2.74,0,0.74
7390,2.78,2.78,2.74,0,0.74
7391,2.78,2.78,2.74,0,0.74
7392,2.78,2.78,2.74,0,0.74
7393,2.78,2.78,2.74,0,0.74
7394,2.78,2.78,2.74,0,0.74
7395,2.78,2.78,2.74,0,0.74
7396,2.78,2.78,2.74,0,0.74
7397,2.78,2.78,2.74,0,0.74
7398,2.78,2.78,2.74,0,0.74
7399,2.78,2.78,2.74,0,0.74
7400,2.78,2.78,2.74,0,0.74
7401,2.78,2.78,2.74,0,0.74
7402,2.78,2.78,2.74,0,0.74
7403,2.78,2.78,2.74,0,0.74
7404,2.78,2.78,2.74,0,0.74
7405,2.78,2.78,2.74,0,0.74
7406,2.78,2.78,2.74,0,0.74
7407,2.78,2.78,2.74,0,0.74
7408,2.78,2.78,2.74,0,0.74
7409,2.78,2.78,2.74,0,0.74
7410,2.78,2.78,2.74,0,0.74
7411,2.78,2.78,2.74,0,0.74
7412,2.78,2.78,2.74,0,0.74
7413,2.78,2.78,2.74,0,0.74
7414,2.78,2.78,2.74,0,0.74
7415,2.78,2.78,2.74,0,0.74
7416,2.78,2.78,2.74,0,0.74
7417,2.78,2.78,2.74,0,0.74
7418,2.78,2.78,2.74,0,0.74
7419,2.78,2.78,2.74,0,0.74
7420,2.78,2.78,2.74,0,0.74
7421,2.78,2.78,2.74,0,0.74
7422,2.78,2.78,2.74,0,0.74
7423,2.78,2.78,2.74,0,0.74
7424,2.78,2.78,2.74,0,0.74
7425,2.78,2.78,2.74,0,0.74
7426,2.78,2.78,2.74,0,0.74
7427,2.78,2.78,2.74,0,0.74
7428,2.78,2.78,2.74,0,0.74
7429,2.78,2.78,2.74,0,0.74
7430,2.78,2.78,2.74,0,0.74
7431,2.78,2.78,2.74,0,0.74
7432,2.78,2.78,2.74,0,0.74
7433,2.78,2.78,2.74,0,0.74
7434,2.78,2.78,2.74,0,0.74
7435,2.78,2.78,2.74,0,0.74
7436,2.78,2.78,2.74,0,0.74
7437,2.78,2.78,2.74,0,0.74
7438,2.78,2.78,2.74,0,0.74
7439,2.78,2.78,2.74,0,0.74
7440,2.78,2.78,2.74,0,0.74
7441,2.78,2.78,2.74,0,0.74
7442,2.78,2.78,2.74,0,0.74
7443,2.78,2.78,2.74,0,0.74
7444,2.78,2.78,2.74,0,0.74
7445,2.78,2.78,2.74,0,0.74
7446,2.78,2.78,2.74,0,0.74
7447,2.78,2.78,2.74,0,0.74
7448,2.78,2.78,2.74,0,0.74
7449,2.78,2.78,2.74,0,0.74
7450,2.78,2.78,2.74,0,0.74
7451,2.78,2.78,2.74,0,0.74
7452,2.78,2.78,2.74,0,0.74
7453,2.78,2.78,2.74,0,0.74
7454,2.78,2.78,2.74,0,0.74
7455,2.78,2.78,2.74,0,0.74
7456,2.78,2.78,2.74,0,0.74
7457,2.78,2.78,2.74,0,0.74
7458,2.78,2.78,2.74,0,0.74
7459,2.78,2.78,2.74,0,0.74
7460,2.78,2.78,2.74,0,0.74
7461,2.78,2.78,2.74,0,0.74
7462,2.78,2.78,2.74,0,0.74
7463,2.78,2.78,2.74,0,0.74
7464,2.78,2.78,2.74,0,0.74
7465,2.78,2.78,2.74,0,0.74
7466,2.78,2.78,2.74,0,0.74
7467,2.78,2.78,2.74,0,0.74
7468,2.78,2.78,2.74,0,0.74
7469,2.78,2.78,2.74,0,0.74
7470,2.78,2.78,2.74,0,0.74
7471,2.78,2.78,2.74,0,0.74
7472,2.78,2.78,2.74,0,0.74
7473,2.78,2.78,2.74,0,0.74
7474,2.78,2.78,2.74,0,0.74
7475,2.78,2.78,2.74,0,0.74
7476,2.78,2.78,2.74,0,0.74
7477,2.78,2.78,2.74,0,0.74
7478,2.78,2.78,2.74,0,0.74
7479,2.78,2.78,2.74,0,0.74
7480,2.78,2.78,2.74,0,0.74
7481,2.78,2.78,2.74,0,0.74
7482,2.78,2.78,2.74,0,0.74
7483,2.78,2.78,2.74,0,0.74
7484,2.78,2.78,2.74,0,0.74
7485,2.78,2.78,2.74,0,0.74
7486,2.78,2.78,2.74,0,0.74
7487,2.78,2.78,2.74,0,0.74
7488,2.78,2.78,2.74,0,0.74
7489,2.78,2.78,2.74,0,0.74
7490,2.78,2.78,2.74,0,0.74
7491,2.78,2.78,2.74,0,0.74
7492,2.78,2.78,2.74,0,0.74
7493,2.78,2.78,2.74,0,0.74
7494,2.78,2.78,2.74,0,0.74
7495,2.78,2.78,2.74,0,0.74
7496,2.78,2.78,2.74,0,0.74
7497,2.78,2.78,2.74,0,0.74
7498,2.78,2.78,2.74,0,0.74
7499,2.78,2.78,2.74,0,0.74
7500,2.78,2.78,2.74,0,0.74
7501,2.78,2.78,2.74,0,0.74
7502,2.78,2.78,2.74,0,0.74
7503,2.78,2.78,2.74,0,0.74
7504,2.78,2.78,2.74,0,0.74
7505,2.78,2.78,2.74,0,0.74
7506,2.78,2.78,2.74,0,0.74
7507,2.78,2.78,2.74,0,0.74
7508,2.78,2.78,2.74,0,0.74
7509,2.78,2.78,2.74,0,0.74
7510,2.78,2.78,2.74,0,0.74
7511,2.78,2.78,2.74,0,0.74
7512,2.78,2.78,2.74,0,0.74
7513,2.78,2.78,2.74,0,0.74
7514,2.78,2.78,2.74,0,0.74
7515,2.78,2.78,2.74,0,0.74
7516,2.78,2.78,2.74,0,0.74
7517,2.78,2.78,2.74,0,0.74
7518,2.78,2.78,2.74,0,0.74
7519,2.78,2.78,2.74,0,0.74
7520,2.78,2.78,2.74,0,0.74
7521,2.78,2.78,2.74,0,0.74
7522,2.78,2.78,2.74,0,0.74
7523,2.78,2.78,2.74,0,0.74
7524,2.78,2.78,2.74,0,0.74
7525,2.78,2.78,2.74,0,0.74
7526,2.78,2.78,2.74,0,0.74
7527,2.78,2.78,2.74,0,0.74
7528,2.78,2.78,2.74,0,0.74
7529,2.78,2.78,2.74,0,0.74
7530,2.78,2.78,2.74,0,0.74
7531,2.78,2.78,2.74,0,0.74
7532,2.78,2.78,2.74,0,0.74
7533,2.78,2.78,2.74,0,0.74
7534,2.78,2.78,2.74,0,0.74
7535,2.78,2.78,2.74,0,0.74
7536,2.78,2.78,2.74,0,0.74
7537,2.78,2.78,2.74,0,0.74
7538,2.78,2.78,2.74,0,0.74
7539,2.78,2.78,2.74,0,0.74
7540,2.78,2.78,2.74,0,0.74
7541,2.78,2.78,2.74,0,0.74
7542,2.78,2.78,2.74,0,0.74
7543,2.78,2.78,2.74,0,0.74
7544,2.78,2.78,2.74,0,0.74
7545,2.78,2.78,2.74,0,0.74
7546,2.78,2.78,2.74,0,0.74
7547,2.78,2.78,2.74,0,0.74
7548,2.78,2.78,2.74,0,0.74
7549,2.78,2.78,2.74,0,0.74
7550,2.78,2.78,2.74,0,0.74
7551,2.78,2.78,2.74,0,0.74
7552,2.78,2.78,2.74,0,0.74
7553,2.78,2.78,2.74,0,0.74
7554,2.78,2.78,2.74,0,0.74
7555,2.78,2.78,2.74,0,0.74
7556,2.78,2.78,2.74,0,0.74
7557,2.78,2.78,2.74,0,0.74
7558,2.78,2.78,2.74,0,0.74
7559,2.78,2.78,2.74,0,0.74
7560,2.78,2.78,2.74,0,0.74
7561,2.78,2.78,2.74,0,0.74
7562,2.78,2.78,2.74,0,0.74
7563,2.78,2.78,2.74,0,0.74
7564,2.78,2.78,2.74,0,0.74
7565,2.78,2.78,2.74,0,0.74
7566,2.78,2.78,2.74,0,0.74
7567,2.78,2.78,2.74,0,0.74
7568,2.78,2.78,2.74,0,0.74
7569,2.78,2.78,2.74,0,0.74
7570,2.78,2.78,2.74,0,0.74
7571,2.78,2.78,2.74,0,0.74
7572,2.78,2.78,2.74,0,0.74
7573,2.78,2.78,2.74,0,0.74
7574,2.78,2.78,2.74,0,0.74
7575,2.78,2.78,2.74,0,0.74
7576,2.78,2.78,2.74,0,0.74
7577,2.78,2.78,2.74,0,0.74
7578,2.78,2.78,2.74,0,0.74
7579,2.78,2.78,2.74,0,0.74
7580,2.78,2.78,2.74,0,0.74
7581,2.78,2.78,2.74,0,0.74
7582,2.78,2.78,2.74,0,0.74
7583,2.78,2.78,2.74,0,0.74
7584,2.78,2.78,2.74,0,0.74
7585,2.78,2.78,2.74,0,0.74
7586,2.78,2.78,2.74,0,0.74
7587,2.78,2.78,2.74,0,0.74
7588,2.78,2.78,2.74,0,0.74
7589,2.78,2.78,2.74,0,0.74
7590,2.78,2.78,2.74,0,0.74
7591,2.78,2.78,2.74,0,0.74
7592,2.78,2.78,2.74,0,0.74
7593,2.78,2.78,2.74,0,0.74
7594,2.78,2.78,2.74,0,0.74
7595,2.78,2.78,2.74,0,0.74
7596,2.78,2.78,2.74,0,0.74
7597,2.78,2.78,2.74,0,0.74
7598,2.78,2.78,2.74,0,0.74
7599,2.78,2.78,2.74,0,0.74
7600,2.78,2.78,2.74,0,0.74
7601,2.78,2.78,2.74,0,0.74
7602,2.78,2.78,2.74,0,0.74
7603,2.78,2.78,2.74,0,0.74
7604,2.78,2.78,2.74,0,0.74
7605,2.78,2.78,2.74,0,0.74
7606,2.78,2.78,2.74,0,0.74
7607,2.78,2.78,2.74,0,0.74
7608,2.78,2.78,2.74,0,0.74
7609,2.78,2.78,2.74,0,0.74
7610,2.78,2.78,2.74,0,0.74
7611,2.78,2.78,2.74,0,0.74
7612,2.78,2.78,2.74,0,0.74
7613,2.78,2.78,2.74,0,0.74
7614,2.78,2.78,2.74,0,0.74
7615,2.78,2.78,2.74,0,0.74
7616,2.78,2.78,2.74,0,0.74
7617,2.78,2.78,2.74,0,0.74
7618,2.78,2.78,2.74,0,0.74
7619,2.78,2.78,2.74,0,0.74
7620,2.78,2.78,2.74,0,0.74
7621,2.78,2.78,2.74,0,0.74
7622,2.78,2.78,2.74,0,0.74
7623,2.78,2.78,2.74,0,0.74
7624,2.78,2.78,2.74,0,0.74
7625,2.78,2.78,2.74,0,0.74
7626,2.78,2.78,2.74,0,0.74
7627,2.78,2.78,2.74,0,0.74
7628,2.78,2.78,2.74,0,0.74
7629,2.78,2.78,2.74,0,0.74
7630,2.78,2.78,2.74,0,0.74
7631,2.78,2.78,2.74,0,0.74
7632,2.78,2.78,2.74,0,0.74
7633,2.78,2.78,2.74,0,0.74
7634,2.78,2.78,2.74,0,0.74
7635,2.78,2.78,2.74,0,0.74
7636,2.78,2.78,2.74,0,0.74
7637,2.78,2.78,2.74,0,0.74
7638,2.78,2.78,2.74,0,0.74
7639,2.78,2.78,2.74,0,0.74
7640,2.78,2.78,2.74,0,0.74
7641,2.78,2.78,2.74,0,0.74
7642,2.78,2.78,2.74,0,0.74
7643,2.78,2.78,2.74,0,0.74
7644,2.78,2.78,2.74,0,0.74
7645,2.78,2.78,2.74,0,0.74
7646,2.78,2.78,2.74,0,0.74
7647,2.78,2.78,2.74,0,0.74
7648,2.78,2.78,2.74,0,0.74
7649,2.78,2.78,2.74,0,0.74
7650,2.78,2.78,2.74,0,0.74
7651,2.78,2.78,2.74,0,0.74
7652,2.78,2.78,2.74,0,0.74
7653,2.78,2.78,2.74,0,0.74
7654,2.78,2.78,2.74,0,0.74
7655,2.78,2.78,2.74,0,0.74
7656,2.78,2.78,2.74,0,0.74
7657,2.78,2.78,2.74,0,0.74
7658,2.78,2.78,2.74,0,0.74
7659,2.78,2.78,2.74,0,0.74
7660,2.78,2.78,2.74,0,0.74
7661,2.78,2.78,2.74,0,0.74
7662,2.78,2.78,2.74,0,0.74
7663,2.78,2.78,2.74,0,0.74
7664,2.78,2.78,2.74,0,0.74
7665,2.78,2.78,2.74,0,0.74
7666,2.78,2.78,2.74,0,0.74
7667,2.78,2.78,2.74,0,0.74
