Time_Index,MA_natural_gas_turbine,MA_natural_gas_combined_cycle,MA_solar_pv,MA_onshore_wind,CT_natural_gas_turbine,CT_natural_gas_combined_cycle,CT_solar_pv,ME_natural_gas_turbine,ME_natural_gas_combined_cycle,ME_onshore_wind,ME_solar_pv,MA_fission,CT_fission,ME_fission,MA_battery,CT_battery,ME_battery,COAST_offshore_wind_fixed,COAST_offshore_wind_floating
7341,0.9,0.9,0,0.099,0.9,0.9,0,0.9,0.9,0.114,0,0.9,0.9,0.9,1,1,1,0.191,0.191
7342,0.9,0.9,0,0.093,0.9,0.9,0,0.9,0.9,0.085,0,0.9,0.9,0.9,1,1,1,0.295,0.295
7343,0.9,0.9,0,0.081,0.9,0.9,0,0.9,0.9,0.069,0,0.9,0.9,0.9,1,1,1,0.378,0.378
7344,0.9,0.9,0,0.149,0.9,0.9,0,0.9,0.9,0.079,0,0.9,0.9,0.9,1,1,1,0.315,0.315
7345,0.9,0.9,0,0.256,0.9,0.9,0,0.9,0.9,0.083,0,0.9,0.9,0.9,1,1,1,0.293,0.293
7346,0.9,0.9,0,0.283,0.9,0.9,0,0.9,0.9,0.087,0,0.9,0.9,0.9,1,1,1,0.356,0.356
7347,0.9,0.9,0,0.278,0.9,0.9,0,0.9,0.9,0.048,0,0.9,0.9,0.9,1,1,1,0.42,0.42
7348,0.9,0.9,0,0.158,0.9,0.9,0,0.9,0.9,0.068,0,0.9,0.9,0.9,1,1,1,0.416,0.416
7349,0.9,0.9,0,0.184,0.9,0.9,0,0.9,0.9,0.078,0,0.9,0.9,0.9,1,1,1,0.249,0.249
7350,0.9,0.9,0,0.192,0.9,0.9,0,0.9,0.9,0.094,0,0.9,0.9,0.9,1,1,1,0.218,0.218
7351,0.9,0.9,0,0.336,0.9,0.9,0,0.9,0.9,0.071,0,0.9,0.9,0.9,1,1,1,0.216,0.216
7352,0.9,0.9,0.009,0.288,0.9,0.9,0.006,0.9,0.9,0.047,0.009,0.9,0.9,0.9,1,1,1,0.223,0.223
7353,0.9,0.9,0.114,0.358,0.9,0.9,0.104,0.9,0.9,0.055,0.12,0.9,0.9,0.9,1,1,1,0.232,0.232
7354,0.9,0.9,0.315,0.319,0.9,0.9,0.305,0.9,0.9,0.065,0.331,0.9,0.9,0.9,1,1,1,0.221,0.221
7355,0.9,0.9,0.483,0.359,0.9,0.9,0.496,0.9,0.9,0.045,0.527,0.9,0.9,0.9,1,1,1,0.186,0.186
7356,0.9,0.9,0.577,0.255,0.9,0.9,0.622,0.9,0.9,0.041,0.602,0.9,0.9,0.9,1,1,1,0.202,0.202
7357,0.9,0.9,0.589,0.285,0.9,0.9,0.635,0.9,0.9,0.035,0.525,0.9,0.9,0.9,1,1,1,0.265,0.265
7358,0.9,0.9,0.494,0.133,0.9,0.9,0.596,0.9,0.9,0.041,0.289,0.9,0.9,0.9,1,1,1,0.235,0.235
7359,0.9,0.9,0.4,0.097,0.9,0.9,0.483,0.9,0.9,0.057,0.195,0.9,0.9,0.9,1,1,1,0.243,0.243
7360,0.9,0.9,0.261,0.122,0.9,0.9,0.295,0.9,0.9,0.055,0.099,0.9,0.9,0.9,1,1,1,0.235,0.235
7361,0.9,0.9,0.088,0.144,0.9,0.9,0.109,0.9,0.9,0.064,0.073,0.9,0.9,0.9,1,1,1,0.192,0.192
7362,0.9,0.9,0.005,0.146,0.9,0.9,0.009,0.9,0.9,0.068,0.003,0.9,0.9,0.9,1,1,1,0.208,0.208
7363,0.9,0.9,0,0.137,0.9,0.9,0,0.9,0.9,0.087,0,0.9,0.9,0.9,1,1,1,0.198,0.198
7364,0.9,0.9,0,0.292,0.9,0.9,0,0.9,0.9,0.081,0,0.9,0.9,0.9,1,1,1,0.163,0.163
7365,0.9,0.9,0,0.258,0.9,0.9,0,0.9,0.9,0.061,0,0.9,0.9,0.9,1,1,1,0.161,0.161
7366,0.9,0.9,0,0.238,0.9,0.9,0,0.9,0.9,0.094,0,0.9,0.9,0.9,1,1,1,0.164,0.164
7367,0.9,0.9,0,0.241,0.9,0.9,0,0.9,0.9,0.094,0,0.9,0.9,0.9,1,1,1,0.186,0.186
7368,0.9,0.9,0,0.355,0.9,0.9,0,0.9,0.9,0.088,0,0.9,0.9,0.9,1,1,1,0.225,0.225
7369,0.9,0.9,0,0.241,0.9,0.9,0,0.9,0.9,0.1,0,0.9,0.9,0.9,1,1,1,0.414,0.414
7370,0.9,0.9,0,0.206,0.9,0.9,0,0.9,0.9,0.198,0,0.9,0.9,0.9,1,1,1,0.432,0.432
7371,0.9,0.9,0,0.145,0.9,0.9,0,0.9,0.9,0.283,0,0.9,0.9,0.9,1,1,1,0.479,0.479
7372,0.9,0.9,0,0.141,0.9,0.9,0,0.9,0.9,0.202,0,0.9,0.9,0.9,1,1,1,0.536,0.536
7373,0.9,0.9,0,0.131,0.9,0.9,0,0.9,0.9,0.204,0,0.9,0.9,0.9,1,1,1,0.556,0.556
7374,0.9,0.9,0,0.104,0.9,0.9,0,0.9,0.9,0.157,0,0.9,0.9,0.9,1,1,1,0.417,0.417
7375,0.9,0.9,0,0.1,0.9,0.9,0,0.9,0.9,0.122,0,0.9,0.9,0.9,1,1,1,0.335,0.335
7376,0.9,0.9,0.006,0.096,0.9,0.9,0.005,0.9,0.9,0.151,0.009,0.9,0.9,0.9,1,1,1,0.308,0.308
7377,0.9,0.9,0.095,0.115,0.9,0.9,0.095,0.9,0.9,0.177,0.135,0.9,0.9,0.9,1,1,1,0.249,0.249
7378,0.9,0.9,0.287,0.11,0.9,0.9,0.285,0.9,0.9,0.239,0.377,0.9,0.9,0.9,1,1,1,0.201,0.201
7379,0.9,0.9,0.467,0.097,0.9,0.9,0.44,0.9,0.9,0.21,0.568,0.9,0.9,0.9,1,1,1,0.151,0.151
7380,0.9,0.9,0.57,0.125,0.9,0.9,0.542,0.9,0.9,0.107,0.678,0.9,0.9,0.9,1,1,1,0.11,0.11
7381,0.9,0.9,0.591,0.06,0.9,0.9,0.554,0.9,0.9,0.097,0.652,0.9,0.9,0.9,1,1,1,0.095,0.095
7382,0.9,0.9,0.515,0.019,0.9,0.9,0.487,0.9,0.9,0.045,0.579,0.9,0.9,0.9,1,1,1,0.082,0.082
7383,0.9,0.9,0.328,0.005,0.9,0.9,0.361,0.9,0.9,0,0.413,0.9,0.9,0.9,1,1,1,0.076,0.076
7384,0.9,0.9,0.161,0,0.9,0.9,0.187,0.9,0.9,0.005,0.242,0.9,0.9,0.9,1,1,1,0.06,0.06
7385,0.9,0.9,0.057,0.014,0.9,0.9,0.068,0.9,0.9,0,0.062,0.9,0.9,0.9,1,1,1,0.065,0.065
7386,0.9,0.9,0.004,0.018,0.9,0.9,0.008,0.9,0.9,0.026,0.001,0.9,0.9,0.9,1,1,1,0.076,0.076
7387,0.9,0.9,0,0.033,0.9,0.9,0,0.9,0.9,0.075,0,0.9,0.9,0.9,1,1,1,0.083,0.083
7388,0.9,0.9,0,0.021,0.9,0.9,0,0.9,0.9,0.07,0,0.9,0.9,0.9,1,1,1,0.095,0.095
7389,0.9,0.9,0,0.025,0.9,0.9,0,0.9,0.9,0.058,0,0.9,0.9,0.9,1,1,1,0.075,0.075
7390,0.9,0.9,0,0.03,0.9,0.9,0,0.9,0.9,0.041,0,0.9,0.9,0.9,1,1,1,0.075,0.075
7391,0.9,0.9,0,0.041,0.9,0.9,0,0.9,0.9,0.027,0,0.9,0.9,0.9,1,1,1,0.097,0.097
7392,0.9,0.9,0,0.045,0.9,0.9,0,0.9,0.9,0.026,0,0.9,0.9,0.9,1,1,1,0.097,0.097
7393,0.9,0.9,0,0.059,0.9,0.9,0,0.9,0.9,0.012,0,0.9,0.9,0.9,1,1,1,0.139,0.139
7394,0.9,0.9,0,0.093,0.9,0.9,0,0.9,0.9,0.071,0,0.9,0.9,0.9,1,1,1,0.198,0.198
7395,0.9,0.9,0,0.139,0.9,0.9,0,0.9,0.9,0.068,0,0.9,0.9,0.9,1,1,1,0.258,0.258
7396,0.9,0.9,0,0.14,0.9,0.9,0,0.9,0.9,0.041,0,0.9,0.9,0.9,1,1,1,0.29,0.29
7397,0.9,0.9,0,0.246,0.9,0.9,0,0.9,0.9,0.059,0,0.9,0.9,0.9,1,1,1,0.347,0.347
7398,0.9,0.9,0,0.14,0.9,0.9,0,0.9,0.9,0.055,0,0.9,0.9,0.9,1,1,1,0.414,0.414
7399,0.9,0.9,0,0.116,0.9,0.9,0,0.9,0.9,0.057,0,0.9,0.9,0.9,1,1,1,0.445,0.445
7400,0.9,0.9,0.007,0.105,0.9,0.9,0.005,0.9,0.9,0.059,0.008,0.9,0.9,0.9,1,1,1,0.591,0.591
7401,0.9,0.9,0.106,0.103,0.9,0.9,0.102,0.9,0.9,0.064,0.131,0.9,0.9,0.9,1,1,1,0.625,0.625
7402,0.9,0.9,0.3,0.146,0.9,0.9,0.305,0.9,0.9,0.058,0.361,0.9,0.9,0.9,1,1,1,0.617,0.617
7403,0.9,0.9,0.48,0.101,0.9,0.9,0.496,0.9,0.9,0.052,0.567,0.9,0.9,0.9,1,1,1,0.625,0.625
7404,0.9,0.9,0.596,0.178,0.9,0.9,0.638,0.9,0.9,0.043,0.682,0.9,0.9,0.9,1,1,1,0.599,0.599
7405,0.9,0.9,0.636,0.145,0.9,0.9,0.687,0.9,0.9,0.039,0.7,0.9,0.9,0.9,1,1,1,0.551,0.551
7406,0.9,0.9,0.59,0.094,0.9,0.9,0.656,0.9,0.9,0.038,0.62,0.9,0.9,0.9,1,1,1,0.545,0.545
7407,0.9,0.9,0.48,0.065,0.9,0.9,0.531,0.9,0.9,0.049,0.492,0.9,0.9,0.9,1,1,1,0.58,0.58
7408,0.9,0.9,0.311,0.056,0.9,0.9,0.349,0.9,0.9,0.076,0.291,0.9,0.9,0.9,1,1,1,0.603,0.603
7409,0.9,0.9,0.117,0.085,0.9,0.9,0.138,0.9,0.9,0.101,0.088,0.9,0.9,0.9,1,1,1,0.563,0.563
7410,0.9,0.9,0.01,0.148,0.9,0.9,0.01,0.9,0.9,0.125,0.003,0.9,0.9,0.9,1,1,1,0.5,0.5
7411,0.9,0.9,0,0.102,0.9,0.9,0,0.9,0.9,0.126,0,0.9,0.9,0.9,1,1,1,0.556,0.556
7412,0.9,0.9,0,0.082,0.9,0.9,0,0.9,0.9,0.136,0,0.9,0.9,0.9,1,1,1,0.456,0.456
7413,0.9,0.9,0,0.075,0.9,0.9,0,0.9,0.9,0.12,0,0.9,0.9,0.9,1,1,1,0.356,0.356
7414,0.9,0.9,0,0.078,0.9,0.9,0,0.9,0.9,0.093,0,0.9,0.9,0.9,1,1,1,0.301,0.301
7415,0.9,0.9,0,0.11,0.9,0.9,0,0.9,0.9,0.095,0,0.9,0.9,0.9,1,1,1,0.231,0.231
7416,0.9,0.9,0,0.139,0.9,0.9,0,0.9,0.9,0.083,0,0.9,0.9,0.9,1,1,1,0.215,0.215
7417,0.9,0.9,0,0.117,0.9,0.9,0,0.9,0.9,0.075,0,0.9,0.9,0.9,1,1,1,0.263,0.263
7418,0.9,0.9,0,0.056,0.9,0.9,0,0.9,0.9,0.075,0,0.9,0.9,0.9,1,1,1,0.295,0.295
7419,0.9,0.9,0,0.059,0.9,0.9,0,0.9,0.9,0.102,0,0.9,0.9,0.9,1,1,1,0.315,0.315
7420,0.9,0.9,0,0.1,0.9,0.9,0,0.9,0.9,0.113,0,0.9,0.9,0.9,1,1,1,0.342,0.342
7421,0.9,0.9,0,0.101,0.9,0.9,0,0.9,0.9,0.157,0,0.9,0.9,0.9,1,1,1,0.331,0.331
7422,0.9,0.9,0,0.093,0.9,0.9,0,0.9,0.9,0.123,0,0.9,0.9,0.9,1,1,1,0.255,0.255
7423,0.9,0.9,0,0.091,0.9,0.9,0,0.9,0.9,0.144,0,0.9,0.9,0.9,1,1,1,0.223,0.223
7424,0.9,0.9,0.006,0.115,0.9,0.9,0.005,0.9,0.9,0.17,0.007,0.9,0.9,0.9,1,1,1,0.153,0.153
7425,0.9,0.9,0.102,0.141,0.9,0.9,0.094,0.9,0.9,0.144,0.119,0.9,0.9,0.9,1,1,1,0.12,0.12
7426,0.9,0.9,0.305,0.133,0.9,0.9,0.286,0.9,0.9,0.141,0.361,0.9,0.9,0.9,1,1,1,0.117,0.117
7427,0.9,0.9,0.491,0.157,0.9,0.9,0.476,0.9,0.9,0.134,0.565,0.9,0.9,0.9,1,1,1,0.115,0.115
7428,0.9,0.9,0.602,0.115,0.9,0.9,0.559,0.9,0.9,0.081,0.672,0.9,0.9,0.9,1,1,1,0.113,0.113
7429,0.9,0.9,0.646,0.137,0.9,0.9,0.576,0.9,0.9,0.093,0.696,0.9,0.9,0.9,1,1,1,0.113,0.113
7430,0.9,0.9,0.59,0.064,0.9,0.9,0.552,0.9,0.9,0.091,0.644,0.9,0.9,0.9,1,1,1,0.098,0.098
7431,0.9,0.9,0.482,0.001,0.9,0.9,0.483,0.9,0.9,0.066,0.517,0.9,0.9,0.9,1,1,1,0.077,0.077
7432,0.9,0.9,0.295,0,0.9,0.9,0.303,0.9,0.9,0.069,0.329,0.9,0.9,0.9,1,1,1,0.058,0.058
7433,0.9,0.9,0.106,0,0.9,0.9,0.109,0.9,0.9,0.074,0.106,0.9,0.9,0.9,1,1,1,0.049,0.049
7434,0.9,0.9,0.008,0,0.9,0.9,0.01,0.9,0.9,0.067,0.005,0.9,0.9,0.9,1,1,1,0.054,0.054
7435,0.9,0.9,0,0,0.9,0.9,0,0.9,0.9,0.072,0,0.9,0.9,0.9,1,1,1,0.044,0.044
7436,0.9,0.9,0,0,0.9,0.9,0,0.9,0.9,0.071,0,0.9,0.9,0.9,1,1,1,0.039,0.039
7437,0.9,0.9,0,0.01,0.9,0.9,0,0.9,0.9,0.071,0,0.9,0.9,0.9,1,1,1,0.037,0.037
7438,0.9,0.9,0,0.052,0.9,0.9,0,0.9,0.9,0.081,0,0.9,0.9,0.9,1,1,1,0.05,0.05
7439,0.9,0.9,0,0.05,0.9,0.9,0,0.9,0.9,0.152,0,0.9,0.9,0.9,1,1,1,0.058,0.058
7440,0.9,0.9,0,0.068,0.9,0.9,0,0.9,0.9,0.197,0,0.9,0.9,0.9,1,1,1,0.055,0.055
7441,0.9,0.9,0,0.08,0.9,0.9,0,0.9,0.9,0.244,0,0.9,0.9,0.9,1,1,1,0.066,0.066
7442,0.9,0.9,0,0.089,0.9,0.9,0,0.9,0.9,0.208,0,0.9,0.9,0.9,1,1,1,0.067,0.067
7443,0.9,0.9,0,0.11,0.9,0.9,0,0.9,0.9,0.2,0,0.9,0.9,0.9,1,1,1,0.081,0.081
7444,0.9,0.9,0,0.069,0.9,0.9,0,0.9,0.9,0.158,0,0.9,0.9,0.9,1,1,1,0.076,0.076
7445,0.9,0.9,0,0.046,0.9,0.9,0,0.9,0.9,0.273,0,0.9,0.9,0.9,1,1,1,0.077,0.077
7446,0.9,0.9,0,0.125,0.9,0.9,0,0.9,0.9,0.201,0,0.9,0.9,0.9,1,1,1,0.079,0.079
7447,0.9,0.9,0.004,0.143,0.9,0.9,0.001,0.9,0.9,0.121,0.006,0.9,0.9,0.9,1,1,1,0.06,0.06
7448,0.9,0.9,0.094,0.058,0.9,0.9,0.067,0.9,0.9,0.129,0.124,0.9,0.9,0.9,1,1,1,0.064,0.064
7449,0.9,0.9,0.291,0.094,0.9,0.9,0.251,0.9,0.9,0.103,0.36,0.9,0.9,0.9,1,1,1,0.082,0.082
7450,0.9,0.9,0.473,0.062,0.9,0.9,0.427,0.9,0.9,0.096,0.565,0.9,0.9,0.9,1,1,1,0.079,0.079
7451,0.9,0.9,0.589,0.064,0.9,0.9,0.532,0.9,0.9,0.088,0.679,0.9,0.9,0.9,1,1,1,0.075,0.075
7452,0.9,0.9,0.628,0.048,0.9,0.9,0.567,0.9,0.9,0.071,0.696,0.9,0.9,0.9,1,1,1,0.07,0.07
7453,0.9,0.9,0.565,0.052,0.9,0.9,0.508,0.9,0.9,0.049,0.644,0.9,0.9,0.9,1,1,1,0.065,0.065
7454,0.9,0.9,0.409,0.01,0.9,0.9,0.35,0.9,0.9,0,0.508,0.9,0.9,0.9,1,1,1,0.07,0.07
7455,0.9,0.9,0.223,0,0.9,0.9,0.191,0.9,0.9,0,0.301,0.9,0.9,0.9,1,1,1,0.088,0.088
7456,0.9,0.9,0.07,0,0.9,0.9,0.063,0.9,0.9,0.01,0.088,0.9,0.9,0.9,1,1,1,0.096,0.096
7457,0.9,0.9,0.004,0.019,0.9,0.9,0.007,0.9,0.9,0.006,0.003,0.9,0.9,0.9,1,1,1,0.094,0.094
7458,0.9,0.9,0,0.016,0.9,0.9,0,0.9,0.9,0.016,0,0.9,0.9,0.9,1,1,1,0.171,0.171
7459,0.9,0.9,0,0.014,0.9,0.9,0,0.9,0.9,0.032,0,0.9,0.9,0.9,1,1,1,0.222,0.222
7460,0.9,0.9,0,0.02,0.9,0.9,0,0.9,0.9,0.029,0,0.9,0.9,0.9,1,1,1,0.235,0.235
7461,0.9,0.9,0,0.032,0.9,0.9,0,0.9,0.9,0.014,0,0.9,0.9,0.9,1,1,1,0.228,0.228
7462,0.9,0.9,0,0.03,0.9,0.9,0,0.9,0.9,0.033,0,0.9,0.9,0.9,1,1,1,0.22,0.22
7463,0.9,0.9,0,0.032,0.9,0.9,0,0.9,0.9,0.069,0,0.9,0.9,0.9,1,1,1,0.27,0.27
7464,0.9,0.9,0,0.058,0.9,0.9,0,0.9,0.9,0.082,0,0.9,0.9,0.9,1,1,1,0.231,0.231
7465,0.9,0.9,0,0.058,0.9,0.9,0,0.9,0.9,0.102,0,0.9,0.9,0.9,1,1,1,0.22,0.22
7466,0.9,0.9,0,0.074,0.9,0.9,0,0.9,0.9,0.066,0,0.9,0.9,0.9,1,1,1,0.233,0.233
7467,0.9,0.9,0,0.112,0.9,0.9,0,0.9,0.9,0.078,0,0.9,0.9,0.9,1,1,1,0.286,0.286
7468,0.9,0.9,0,0.122,0.9,0.9,0,0.9,0.9,0.061,0,0.9,0.9,0.9,1,1,1,0.348,0.348
7469,0.9,0.9,0,0.2,0.9,0.9,0,0.9,0.9,0.036,0,0.9,0.9,0.9,1,1,1,0.36,0.36
7470,0.9,0.9,0,0.178,0.9,0.9,0,0.9,0.9,0.051,0,0.9,0.9,0.9,1,1,1,0.302,0.302
7471,0.9,0.9,0.004,0.167,0.9,0.9,0.004,0.9,0.9,0.023,0.002,0.9,0.9,0.9,1,1,1,0.398,0.398
7472,0.9,0.9,0.093,0.193,0.9,0.9,0.086,0.9,0.9,0.047,0.097,0.9,0.9,0.9,1,1,1,0.481,0.481
7473,0.9,0.9,0.294,0.161,0.9,0.9,0.282,0.9,0.9,0.067,0.307,0.9,0.9,0.9,1,1,1,0.45,0.45
7474,0.9,0.9,0.477,0.146,0.9,0.9,0.44,0.9,0.9,0.04,0.5,0.9,0.9,0.9,1,1,1,0.45,0.45
7475,0.9,0.9,0.596,0.181,0.9,0.9,0.543,0.9,0.9,0.033,0.628,0.9,0.9,0.9,1,1,1,0.51,0.51
7476,0.9,0.9,0.631,0.217,0.9,0.9,0.575,0.9,0.9,0.023,0.666,0.9,0.9,0.9,1,1,1,0.549,0.549
7477,0.9,0.9,0.584,0.165,0.9,0.9,0.548,0.9,0.9,0.021,0.601,0.9,0.9,0.9,1,1,1,0.549,0.549
7478,0.9,0.9,0.458,0.09,0.9,0.9,0.41,0.9,0.9,0.028,0.485,0.9,0.9,0.9,1,1,1,0.509,0.509
7479,0.9,0.9,0.283,0.064,0.9,0.9,0.268,0.9,0.9,0.016,0.303,0.9,0.9,0.9,1,1,1,0.519,0.519
7480,0.9,0.9,0.099,0.075,0.9,0.9,0.093,0.9,0.9,0.002,0.089,0.9,0.9,0.9,1,1,1,0.474,0.474
7481,0.9,0.9,0.006,0.058,0.9,0.9,0.006,0.9,0.9,0.036,0.003,0.9,0.9,0.9,1,1,1,0.472,0.472
7482,0.9,0.9,0,0.064,0.9,0.9,0,0.9,0.9,0.047,0,0.9,0.9,0.9,1,1,1,0.449,0.449
7483,0.9,0.9,0,0.046,0.9,0.9,0,0.9,0.9,0.058,0,0.9,0.9,0.9,1,1,1,0.391,0.391
7484,0.9,0.9,0,0.03,0.9,0.9,0,0.9,0.9,0.048,0,0.9,0.9,0.9,1,1,1,0.363,0.363
7485,0.9,0.9,0,0.012,0.9,0.9,0,0.9,0.9,0.024,0,0.9,0.9,0.9,1,1,1,0.323,0.323
7486,0.9,0.9,0,0.02,0.9,0.9,0,0.9,0.9,0.013,0,0.9,0.9,0.9,1,1,1,0.307,0.307
7487,0.9,0.9,0,0.047,0.9,0.9,0,0.9,0.9,0.05,0,0.9,0.9,0.9,1,1,1,0.191,0.191
7488,0.9,0.9,0,0.055,0.9,0.9,0,0.9,0.9,0.034,0,0.9,0.9,0.9,1,1,1,0.122,0.122
7489,0.9,0.9,0,0.043,0.9,0.9,0,0.9,0.9,0.03,0,0.9,0.9,0.9,1,1,1,0.103,0.103
7490,0.9,0.9,0,0.056,0.9,0.9,0,0.9,0.9,0.035,0,0.9,0.9,0.9,1,1,1,0.09,0.09
7491,0.9,0.9,0,0.046,0.9,0.9,0,0.9,0.9,0.031,0,0.9,0.9,0.9,1,1,1,0.061,0.061
7492,0.9,0.9,0,0.046,0.9,0.9,0,0.9,0.9,0.006,0,0.9,0.9,0.9,1,1,1,0.048,0.048
7493,0.9,0.9,0,0.058,0.9,0.9,0,0.9,0.9,0,0,0.9,0.9,0.9,1,1,1,0.05,0.05
7494,0.9,0.9,0,0.102,0.9,0.9,0,0.9,0.9,0,0,0.9,0.9,0.9,1,1,1,0.069,0.069
7495,0.9,0.9,0.005,0.256,0.9,0.9,0.004,0.9,0.9,0,0.006,0.9,0.9,0.9,1,1,1,0.069,0.069
7496,0.9,0.9,0.092,0.272,0.9,0.9,0.081,0.9,0.9,0.037,0.114,0.9,0.9,0.9,1,1,1,0.087,0.087
7497,0.9,0.9,0.286,0.227,0.9,0.9,0.266,0.9,0.9,0.087,0.336,0.9,0.9,0.9,1,1,1,0.102,0.102
7498,0.9,0.9,0.468,0.212,0.9,0.9,0.436,0.9,0.9,0.129,0.534,0.9,0.9,0.9,1,1,1,0.126,0.126
7499,0.9,0.9,0.575,0.355,0.9,0.9,0.537,0.9,0.9,0.118,0.627,0.9,0.9,0.9,1,1,1,0.09,0.09
7500,0.9,0.9,0.6,0.156,0.9,0.9,0.566,0.9,0.9,0.091,0.66,0.9,0.9,0.9,1,1,1,0.071,0.071
7501,0.9,0.9,0.537,0.108,0.9,0.9,0.522,0.9,0.9,0.099,0.571,0.9,0.9,0.9,1,1,1,0.074,0.074
7502,0.9,0.9,0.414,0.101,0.9,0.9,0.42,0.9,0.9,0.15,0.44,0.9,0.9,0.9,1,1,1,0.066,0.066
7503,0.9,0.9,0.246,0.045,0.9,0.9,0.266,0.9,0.9,0.078,0.249,0.9,0.9,0.9,1,1,1,0.093,0.093
7504,0.9,0.9,0.078,0.049,0.9,0.9,0.093,0.9,0.9,0.077,0.057,0.9,0.9,0.9,1,1,1,0.098,0.098
7505,0.9,0.9,0.003,0.024,0.9,0.9,0.006,0.9,0.9,0.043,0,0.9,0.9,0.9,1,1,1,0.152,0.152
7506,0.9,0.9,0,0.066,0.9,0.9,0,0.9,0.9,0.042,0,0.9,0.9,0.9,1,1,1,0.177,0.177
7507,0.9,0.9,0,0.049,0.9,0.9,0,0.9,0.9,0.05,0,0.9,0.9,0.9,1,1,1,0.245,0.245
7508,0.9,0.9,0,0.057,0.9,0.9,0,0.9,0.9,0.035,0,0.9,0.9,0.9,1,1,1,0.282,0.282
7509,0.9,0.9,0,0.1,0.9,0.9,0,0.9,0.9,0.036,0,0.9,0.9,0.9,1,1,1,0.415,0.415
7510,0.9,0.9,0,0.113,0.9,0.9,0,0.9,0.9,0.069,0,0.9,0.9,0.9,1,1,1,0.399,0.399
7511,0.9,0.9,0,0.12,0.9,0.9,0,0.9,0.9,0.086,0,0.9,0.9,0.9,1,1,1,0.42,0.42
7512,0.9,0.9,0,0.096,0.9,0.9,0,0.9,0.9,0.083,0,0.9,0.9,0.9,1,1,1,0.267,0.267
7513,0.9,0.9,0,0.1,0.9,0.9,0,0.9,0.9,0.117,0,0.9,0.9,0.9,1,1,1,0.25,0.25
7514,0.9,0.9,0,0.133,0.9,0.9,0,0.9,0.9,0.11,0,0.9,0.9,0.9,1,1,1,0.277,0.277
7515,0.9,0.9,0,0.083,0.9,0.9,0,0.9,0.9,0.116,0,0.9,0.9,0.9,1,1,1,0.284,0.284
7516,0.9,0.9,0,0.056,0.9,0.9,0,0.9,0.9,0.095,0,0.9,0.9,0.9,1,1,1,0.411,0.411
7517,0.9,0.9,0,0.055,0.9,0.9,0,0.9,0.9,0.102,0,0.9,0.9,0.9,1,1,1,0.418,0.418
7518,0.9,0.9,0,0.042,0.9,0.9,0,0.9,0.9,0.108,0,0.9,0.9,0.9,1,1,1,0.32,0.32
7519,0.9,0.9,0.001,0.032,0.9,0.9,0.001,0.9,0.9,0.096,0,0.9,0.9,0.9,1,1,1,0.197,0.197
7520,0.9,0.9,0.031,0.015,0.9,0.9,0.049,0.9,0.9,0.087,0.012,0.9,0.9,0.9,1,1,1,0.138,0.138
7521,0.9,0.9,0.105,0.02,0.9,0.9,0.188,0.9,0.9,0.088,0.034,0.9,0.9,0.9,1,1,1,0.085,0.085
7522,0.9,0.9,0.243,0.023,0.9,0.9,0.354,0.9,0.9,0.079,0.066,0.9,0.9,0.9,1,1,1,0.093,0.093
7523,0.9,0.9,0.391,0.063,0.9,0.9,0.507,0.9,0.9,0.067,0.159,0.9,0.9,0.9,1,1,1,0.087,0.087
7524,0.9,0.9,0.446,0.071,0.9,0.9,0.556,0.9,0.9,0.062,0.35,0.9,0.9,0.9,1,1,1,0.081,0.081
7525,0.9,0.9,0.465,0.104,0.9,0.9,0.569,0.9,0.9,0.067,0.499,0.9,0.9,0.9,1,1,1,0.15,0.15
7526,0.9,0.9,0.42,0.123,0.9,0.9,0.48,0.9,0.9,0.056,0.395,0.9,0.9,0.9,1,1,1,0.274,0.274
7527,0.9,0.9,0.266,0.098,0.9,0.9,0.282,0.9,0.9,0.028,0.259,0.9,0.9,0.9,1,1,1,0.522,0.522
7528,0.9,0.9,0.095,0.121,0.9,0.9,0.093,0.9,0.9,0.034,0.083,0.9,0.9,0.9,1,1,1,0.528,0.528
7529,0.9,0.9,0.005,0.172,0.9,0.9,0.006,0.9,0.9,0.031,0.003,0.9,0.9,0.9,1,1,1,0.47,0.47
7530,0.9,0.9,0,0.165,0.9,0.9,0,0.9,0.9,0.049,0,0.9,0.9,0.9,1,1,1,0.444,0.444
7531,0.9,0.9,0,0.268,0.9,0.9,0,0.9,0.9,0.045,0,0.9,0.9,0.9,1,1,1,0.361,0.361
7532,0.9,0.9,0,0.308,0.9,0.9,0,0.9,0.9,0.05,0,0.9,0.9,0.9,1,1,1,0.242,0.242
7533,0.9,0.9,0,0.255,0.9,0.9,0,0.9,0.9,0.046,0,0.9,0.9,0.9,1,1,1,0.194,0.194
7534,0.9,0.9,0,0.218,0.9,0.9,0,0.9,0.9,0.071,0,0.9,0.9,0.9,1,1,1,0.223,0.223
7535,0.9,0.9,0,0.236,0.9,0.9,0,0.9,0.9,0.099,0,0.9,0.9,0.9,1,1,1,0.267,0.267
7536,0.9,0.9,0,0.356,0.9,0.9,0,0.9,0.9,0.104,0,0.9,0.9,0.9,1,1,1,0.416,0.416
7537,0.9,0.9,0,0.377,0.9,0.9,0,0.9,0.9,0.148,0,0.9,0.9,0.9,1,1,1,0.505,0.505
7538,0.9,0.9,0,0.462,0.9,0.9,0,0.9,0.9,0.168,0,0.9,0.9,0.9,1,1,1,0.461,0.461
