Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery
418,0.9,0.9,0.9,0.9,0.9,0.09,0.063,0.207,0.36,0.135,0.9,0.9,0.9,0.9,0.9,0.9,0.342,0.423,0.9,0.144,0.882,0.279,0.9,0.9,0.9,0.657,0.522,0.612,0.198,0.9,0.9,0.9,0.9,0.9,0.432,0.126,0.9,0.54,0.9,0.9,0.9,0.9,0.9,0.261,0.198,0.9,0.135,0.558,0.207,0.9,0.9,0.72,0.891,0.9,0.594,0.063,0.9,0.9,0.9,0.9,0.9,0.396,0.333,0.9,0.306,0.234,0.135,0.9,0.9,0.9,0.9,0.45,0.441,0.252,0.108,0.9,0.9,0.306,0.261,0.126,0.252,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.198,0.9,0.099,0.585,0.414,1.262834128,0.623728701,0.256457013,0.797342346,0.652613692,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
419,0.9,0.9,0.9,0.9,0.9,0.09,0.063,0.117,0.36,0.108,0.9,0.9,0.9,0.9,0.9,0.9,0.27,0.405,0.9,0.117,0.882,0.252,0.9,0.9,0.9,0.576,0.459,0.45,0.198,0.9,0.9,0.9,0.9,0.9,0.297,0.108,0.9,0.36,0.9,0.9,0.9,0.9,0.9,0.27,0.225,0.9,0.153,0.558,0.207,0.9,0.9,0.81,0.9,0.9,0.657,0.081,0.9,0.9,0.9,0.9,0.9,0.414,0.342,0.9,0.315,0.234,0.153,0.9,0.9,0.9,0.9,0.369,0.387,0.252,0.099,0.9,0.9,0.315,0.261,0.153,0.234,0.9,0.9,0.9,0.9,0.9,0.9,0.225,0.216,0.9,0.099,0.585,0.405,1.262190272,0.622459546,0.256520028,0.797856185,0.652852626,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
420,0.9,0.9,0.9,0.9,0.9,0.063,0.054,0.117,0.36,0.108,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.414,0.9,0.126,0.882,0.243,0.9,0.9,0.9,0.558,0.414,0.459,0.189,0.9,0.9,0.9,0.9,0.9,0.288,0.099,0.9,0.333,0.9,0.9,0.9,0.9,0.9,0.297,0.252,0.9,0.171,0.558,0.207,0.9,0.9,0.801,0.882,0.9,0.648,0.108,0.9,0.9,0.9,0.9,0.9,0.441,0.342,0.9,0.378,0.234,0.171,0.9,0.9,0.9,0.9,0.333,0.351,0.27,0.135,0.9,0.9,0.324,0.279,0.198,0.243,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.225,0.9,0.135,0.585,0.396,1.261482148,0.620884036,0.256596179,0.797528732,0.653087705,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
421,0.9,0.9,0.9,0.9,0.9,0.09,0.099,0.135,0.36,0.126,0.9,0.9,0.9,0.9,0.9,0.9,0.225,0.324,0.9,0.144,0.882,0.225,0.9,0.9,0.9,0.54,0.36,0.477,0.18,0.9,0.9,0.9,0.9,0.9,0.279,0.072,0.9,0.333,0.9,0.9,0.9,0.9,0.9,0.315,0.297,0.9,0.18,0.558,0.198,0.9,0.9,0.837,0.873,0.9,0.594,0.162,0.9,0.9,0.9,0.9,0.9,0.477,0.36,0.9,0.432,0.234,0.18,0.9,0.9,0.9,0.9,0.333,0.315,0.297,0.144,0.9,0.9,0.342,0.315,0.216,0.252,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.234,0.9,0.153,0.585,0.369,1.260768972,0.618623161,0.256621251,0.797225864,0.65315973,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
422,0.9,0.9,0.9,0.9,0.9,0.126,0.162,0.144,0.36,0.126,0.9,0.9,0.9,0.9,0.9,0.9,0.234,0.342,0.9,0.135,0.882,0.198,0.9,0.9,0.9,0.549,0.315,0.531,0.153,0.9,0.9,0.9,0.9,0.9,0.297,0.063,0.9,0.36,0.9,0.9,0.9,0.9,0.9,0.369,0.378,0.9,0.189,0.558,0.18,0.9,0.9,0.855,0.9,0.9,0.594,0.216,0.9,0.9,0.9,0.9,0.9,0.531,0.423,0.9,0.468,0.234,0.171,0.9,0.9,0.9,0.9,0.342,0.306,0.288,0.144,0.9,0.9,0.351,0.324,0.225,0.234,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.234,0.9,0.162,0.585,0.315,1.260194912,0.616139607,0.256569177,0.796798138,0.653294974,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
423,0.9,0.9,0.9,0.9,0.9,0.171,0.261,0.144,0.36,0.135,0.9,0.9,0.9,0.9,0.9,0.9,0.252,0.414,0.9,0.135,0.882,0.18,0.9,0.9,0.9,0.549,0.27,0.54,0.144,0.9,0.9,0.9,0.9,0.9,0.333,0.099,0.9,0.423,0.9,0.9,0.9,0.9,0.9,0.423,0.477,0.9,0.198,0.549,0.18,0.9,0.9,0.864,0.882,0.9,0.594,0.225,0.9,0.9,0.9,0.9,0.9,0.576,0.522,0.9,0.486,0.234,0.162,0.9,0.9,0.9,0.9,0.387,0.324,0.324,0.153,0.9,0.9,0.36,0.324,0.225,0.234,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.252,0.9,0.171,0.585,0.279,1.259747267,0.614867479,0.256483644,0.796029301,0.653358067,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
424,0.9,0.9,0.9,0.9,0.9,0.243,0.378,0.153,0.36,0.117,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.432,0.9,0.135,0.882,0.144,0.9,0.9,0.9,0.531,0.243,0.567,0.117,0.9,0.9,0.9,0.9,0.9,0.378,0.18,0.9,0.468,0.9,0.9,0.9,0.9,0.9,0.504,0.648,0.9,0.198,0.549,0.162,0.9,0.9,0.837,0.891,0.9,0.585,0.189,0.9,0.9,0.9,0.9,0.9,0.648,0.594,0.9,0.522,0.234,0.135,0.9,0.9,0.9,0.9,0.45,0.387,0.369,0.117,0.9,0.9,0.369,0.324,0.225,0.198,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.27,0.9,0.18,0.585,0.216,1.259724595,0.61242008,0.256387705,0.794749008,0.653490228,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
425,0.9,0.9,0.9,0.9,0.9,0.306,0.423,0.153,0.36,0.072,0.9,0.9,0.9,0.9,0.9,0.9,0.234,0.459,0.9,0.126,0.882,0.099,0.9,0.9,0.9,0.513,0.243,0.486,0.081,0.9,0.9,0.9,0.9,0.9,0.396,0.252,0.9,0.495,0.9,0.9,0.9,0.9,0.9,0.576,0.774,0.9,0.198,0.549,0.117,0.9,0.9,0.783,0.873,0.9,0.594,0.207,0.9,0.9,0.9,0.9,0.9,0.711,0.63,0.9,0.576,0.234,0.09,0.9,0.9,0.9,0.9,0.495,0.432,0.387,0.09,0.9,0.9,0.36,0.306,0.225,0.144,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.297,0.9,0.18,0.585,0.135,1.259400202,0.610252746,0.256278198,0.792627919,0.653408348,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
426,0.9,0.9,0.9,0.9,0.9,0.333,0.405,0.18,0.36,0.036,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.441,0.9,0.117,0.882,0.054,0.9,0.9,0.9,0.486,0.243,0.45,0.054,0.9,0.9,0.9,0.9,0.9,0.342,0.306,0.9,0.36,0.9,0.9,0.9,0.9,0.9,0.621,0.837,0.9,0.18,0.549,0.072,0.9,0.9,0.747,0.828,0.9,0.549,0.198,0.9,0.9,0.9,0.9,0.9,0.756,0.675,0.9,0.63,0.234,0.063,0.9,0.9,0.9,0.9,0.531,0.423,0.387,0.045,0.9,0.9,0.378,0.333,0.207,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.288,0.315,0.9,0.162,0.585,0.072,1.259839935,0.60814508,0.256174615,0.790326851,0.653272659,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
427,0.9,0.9,0.9,0.9,0.9,0.378,0.495,0.153,0.36,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.36,0.9,0.108,0.882,0.009,0.9,0.9,0.9,0.432,0.216,0.378,0.018,0.9,0.9,0.9,0.9,0.9,0.324,0.342,0.9,0.297,0.9,0.9,0.9,0.9,0.9,0.666,0.855,0.9,0.171,0.549,0.027,0.9,0.9,0.621,0.765,0.9,0.441,0.117,0.9,0.9,0.9,0.9,0.9,0.774,0.729,0.9,0.63,0.234,0.036,0.9,0.9,0.9,0.9,0.558,0.423,0.315,0.018,0.9,0.9,0.387,0.378,0.189,0.036,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.324,0.9,0.153,0.585,0.027,1.259274391,0.606113007,0.256068919,0.787305568,0.653051706,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
428,0.9,0.9,0.9,0.9,0.9,0.594,0.801,0.189,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.252,0.252,0.9,0.099,0.882,0.0,0.9,0.9,0.9,0.396,0.189,0.315,0.0,0.9,0.9,0.9,0.9,0.9,0.342,0.324,0.9,0.315,0.9,0.9,0.9,0.9,0.9,0.684,0.864,0.9,0.171,0.54,0.0,0.9,0.9,0.549,0.738,0.9,0.414,0.027,0.9,0.9,0.9,0.9,0.9,0.774,0.774,0.9,0.639,0.234,0.009,0.9,0.9,0.9,0.9,0.585,0.441,0.297,0.0,0.9,0.9,0.387,0.396,0.18,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.306,0.9,0.144,0.585,0.0,1.25837418,0.604936928,0.255973236,0.784624397,0.65287052,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
429,0.9,0.9,0.9,0.9,0.9,0.702,0.81,0.234,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.18,0.9,0.099,0.882,0.0,0.9,0.9,0.9,0.396,0.189,0.279,0.0,0.9,0.9,0.9,0.9,0.9,0.378,0.297,0.9,0.315,0.9,0.9,0.9,0.9,0.9,0.693,0.873,0.9,0.18,0.54,0.0,0.9,0.9,0.495,0.702,0.9,0.369,0.0,0.9,0.9,0.9,0.9,0.9,0.756,0.792,0.9,0.612,0.234,0.0,0.9,0.9,0.9,0.9,0.675,0.513,0.306,0.0,0.9,0.9,0.396,0.378,0.171,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.279,0.9,0.144,0.585,0.0,1.257362293,0.603960731,0.255855235,0.78163025,0.652375937,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
430,0.9,0.9,0.9,0.9,0.9,0.693,0.747,0.279,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.171,0.9,0.108,0.882,0.0,0.9,0.9,0.9,0.396,0.189,0.27,0.0,0.9,0.9,0.9,0.9,0.9,0.396,0.306,0.9,0.333,0.9,0.9,0.9,0.9,0.9,0.648,0.864,0.9,0.198,0.54,0.0,0.9,0.9,0.459,0.639,0.9,0.306,0.0,0.9,0.9,0.9,0.9,0.9,0.738,0.81,0.9,0.585,0.234,0.0,0.9,0.9,0.9,0.9,0.756,0.558,0.369,0.0,0.9,0.9,0.405,0.36,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.261,0.9,0.135,0.585,0.0,1.256291389,0.603210479,0.255705857,0.778033866,0.651773316,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
431,0.9,0.9,0.9,0.9,0.9,0.639,0.783,0.441,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.324,0.18,0.9,0.18,0.882,0.0,0.9,0.9,0.9,0.423,0.216,0.297,0.0,0.9,0.9,0.9,0.9,0.9,0.423,0.351,0.9,0.342,0.9,0.9,0.9,0.9,0.9,0.639,0.855,0.9,0.225,0.54,0.0,0.9,0.9,0.351,0.567,0.9,0.234,0.0,0.9,0.9,0.9,0.9,0.9,0.675,0.819,0.9,0.477,0.234,0.0,0.9,0.9,0.9,0.9,0.774,0.549,0.558,0.0,0.9,0.9,0.396,0.351,0.198,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.315,0.279,0.9,0.162,0.585,0.0,1.255188828,0.60243183,0.25549095,0.774334939,0.651059435,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
432,0.9,0.9,0.9,0.9,0.9,0.702,0.846,0.441,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.333,0.18,0.9,0.18,0.882,0.0,0.9,0.9,0.9,0.36,0.207,0.243,0.0,0.9,0.9,0.9,0.9,0.9,0.378,0.378,0.9,0.306,0.9,0.9,0.9,0.9,0.9,0.621,0.855,0.9,0.234,0.54,0.0,0.9,0.9,0.36,0.576,0.9,0.216,0.0,0.9,0.9,0.9,0.9,0.9,0.666,0.81,0.9,0.486,0.234,0.0,0.9,0.9,0.9,0.9,0.747,0.63,0.549,0.0,0.9,0.9,0.369,0.324,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.252,0.9,0.135,0.585,0.0,1.254046404,0.601619675,0.255262637,0.770405644,0.650298036,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
433,0.9,0.9,0.9,0.9,0.9,0.801,0.891,0.477,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.198,0.9,0.189,0.882,0.0,0.9,0.9,0.9,0.315,0.198,0.216,0.0,0.9,0.9,0.9,0.9,0.9,0.351,0.324,0.9,0.27,0.9,0.9,0.9,0.9,0.9,0.639,0.855,0.9,0.252,0.54,0.0,0.9,0.9,0.351,0.54,0.9,0.207,0.0,0.9,0.9,0.9,0.9,0.9,0.657,0.801,0.9,0.477,0.225,0.0,0.9,0.9,0.9,0.9,0.774,0.72,0.513,0.0,0.9,0.9,0.333,0.288,0.171,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.234,0.216,0.9,0.117,0.585,0.0,1.252876031,0.600832031,0.254997559,0.766296657,0.649040055,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
434,0.9,0.9,0.9,0.9,0.9,0.864,0.9,0.531,0.369,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.216,0.9,0.198,0.882,0.0,0.9,0.9,0.9,0.27,0.243,0.189,0.0,0.9,0.9,0.9,0.9,0.9,0.324,0.306,0.9,0.243,0.9,0.9,0.9,0.9,0.9,0.639,0.846,0.9,0.261,0.54,0.0,0.9,0.9,0.306,0.423,0.9,0.189,0.0,0.9,0.9,0.9,0.9,0.9,0.612,0.765,0.9,0.45,0.225,0.0,0.9,0.9,0.9,0.9,0.81,0.819,0.468,0.0,0.9,0.9,0.261,0.351,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.189,0.9,0.108,0.585,0.0,1.251788479,0.600049551,0.254695702,0.762391073,0.647994976,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
435,0.9,0.9,0.9,0.9,0.9,0.864,0.891,0.567,0.378,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.315,0.306,0.9,0.198,0.882,0.0,0.9,0.9,0.9,0.243,0.351,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.288,0.315,0.9,0.216,0.9,0.9,0.9,0.9,0.9,0.648,0.837,0.9,0.261,0.54,0.0,0.9,0.9,0.27,0.36,0.9,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.549,0.702,0.9,0.405,0.225,0.0,0.9,0.9,0.9,0.9,0.837,0.873,0.468,0.0,0.9,0.9,0.198,0.36,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.162,0.9,0.099,0.585,0.0,1.251269627,0.599344731,0.254417846,0.758963883,0.647171664,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
436,0.9,0.9,0.9,0.9,0.9,0.837,0.873,0.558,0.387,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.459,0.9,0.198,0.882,0.0,0.9,0.9,0.9,0.225,0.459,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.297,0.9,0.189,0.9,0.9,0.9,0.9,0.9,0.612,0.783,0.9,0.261,0.54,0.0,0.9,0.9,0.243,0.342,0.9,0.171,0.0,0.9,0.9,0.9,0.9,0.9,0.495,0.648,0.9,0.36,0.225,0.0,0.9,0.9,0.9,0.9,0.828,0.873,0.477,0.0,0.9,0.9,0.171,0.396,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.171,0.153,0.9,0.09,0.585,0.0,1.251245265,0.598671686,0.254169134,0.756623813,0.646701176,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
437,0.9,0.9,0.9,0.9,0.9,0.828,0.873,0.54,0.396,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.612,0.9,0.198,0.882,0.0,0.9,0.9,0.9,0.216,0.603,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.243,0.279,0.9,0.162,0.9,0.9,0.9,0.9,0.9,0.567,0.702,0.9,0.252,0.54,0.0,0.9,0.9,0.216,0.324,0.9,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.45,0.576,0.9,0.324,0.225,0.0,0.9,0.9,0.9,0.9,0.756,0.855,0.495,0.0,0.9,0.9,0.153,0.369,0.162,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.153,0.153,0.9,0.081,0.585,0.036,1.25222397,0.598036618,0.253955669,0.754695305,0.646345778,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
438,0.9,0.9,0.9,0.9,0.9,0.756,0.819,0.477,0.396,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.315,0.729,0.9,0.198,0.882,0.027,0.9,0.9,0.9,0.243,0.702,0.153,0.027,0.9,0.9,0.9,0.9,0.9,0.207,0.306,0.9,0.126,0.9,0.9,0.9,0.9,0.9,0.531,0.63,0.9,0.252,0.54,0.018,0.9,0.9,0.162,0.27,0.9,0.117,0.009,0.9,0.9,0.9,0.9,0.9,0.405,0.522,0.9,0.279,0.225,0.027,0.9,0.9,0.9,0.9,0.702,0.837,0.495,0.018,0.9,0.9,0.153,0.36,0.171,0.036,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.171,0.9,0.09,0.585,0.09,1.254109651,0.597791142,0.253740436,0.753516341,0.646033776,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
439,0.9,0.9,0.9,0.9,0.9,0.657,0.72,0.45,0.396,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.36,0.819,0.9,0.198,0.882,0.063,0.9,0.9,0.9,0.288,0.765,0.153,0.063,0.9,0.9,0.9,0.9,0.9,0.207,0.333,0.9,0.108,0.9,0.9,0.9,0.9,0.9,0.513,0.594,0.9,0.252,0.54,0.054,0.9,0.9,0.126,0.252,0.9,0.099,0.027,0.9,0.9,0.9,0.9,0.9,0.351,0.477,0.9,0.243,0.225,0.081,0.9,0.9,0.9,0.9,0.666,0.81,0.504,0.054,0.9,0.9,0.153,0.378,0.18,0.072,0.9,0.9,0.9,0.9,0.9,0.9,0.135,0.18,0.9,0.081,0.585,0.171,1.253745721,0.597651181,0.253533917,0.752691118,0.645768591,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
440,0.9,0.9,0.9,0.9,0.9,0.567,0.63,0.414,0.396,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.441,0.873,0.9,0.234,0.882,0.108,0.9,0.9,0.9,0.396,0.81,0.18,0.09,0.9,0.9,0.9,0.9,0.9,0.261,0.369,0.9,0.153,0.9,0.9,0.9,0.9,0.9,0.468,0.477,0.9,0.261,0.54,0.09,0.9,0.9,0.099,0.216,0.9,0.063,0.063,0.9,0.9,0.9,0.9,0.9,0.315,0.423,0.9,0.27,0.225,0.162,0.9,0.9,0.9,0.9,0.648,0.756,0.549,0.135,0.9,0.9,0.171,0.414,0.189,0.117,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.189,0.9,0.099,0.585,0.243,1.253292501,0.597646067,0.25334522,0.752683012,0.645352152,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
441,0.9,0.9,0.9,0.9,0.9,0.522,0.558,0.387,0.396,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.522,0.882,0.9,0.279,0.882,0.144,0.9,0.9,0.9,0.531,0.828,0.306,0.135,0.9,0.9,0.9,0.9,0.9,0.315,0.432,0.9,0.198,0.9,0.9,0.9,0.9,0.9,0.423,0.396,0.9,0.261,0.54,0.135,0.9,0.9,0.09,0.207,0.9,0.063,0.108,0.9,0.9,0.9,0.9,0.9,0.279,0.351,0.9,0.243,0.225,0.243,0.9,0.9,0.9,0.9,0.612,0.675,0.549,0.216,0.9,0.9,0.162,0.432,0.198,0.171,0.9,0.9,0.9,0.9,0.9,0.9,0.171,0.207,0.9,0.108,0.576,0.288,1.253255856,0.598024482,0.253145514,0.752744042,0.644934691,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
442,0.9,0.9,0.9,0.9,0.9,0.414,0.423,0.36,0.396,0.099,0.9,0.9,0.9,0.9,0.9,0.9,0.513,0.882,0.9,0.315,0.882,0.171,0.9,0.9,0.9,0.621,0.846,0.459,0.234,0.9,0.9,0.9,0.9,0.9,0.351,0.459,0.9,0.234,0.9,0.9,0.9,0.9,0.9,0.36,0.297,0.9,0.261,0.54,0.171,0.9,0.9,0.09,0.198,0.9,0.072,0.144,0.9,0.9,0.9,0.9,0.9,0.234,0.279,0.9,0.198,0.225,0.315,0.9,0.9,0.9,0.9,0.522,0.576,0.54,0.306,0.9,0.9,0.135,0.405,0.216,0.207,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.234,0.9,0.117,0.576,0.306,1.252629495,0.598437279,0.252864507,0.753699705,0.644447269,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
443,0.9,0.9,0.9,0.9,0.9,0.27,0.288,0.207,0.396,0.108,0.9,0.9,0.9,0.9,0.9,0.9,0.423,0.882,0.9,0.243,0.882,0.171,0.9,0.9,0.9,0.684,0.873,0.567,0.324,0.9,0.9,0.9,0.9,0.9,0.306,0.423,0.9,0.171,0.9,0.9,0.9,0.9,0.9,0.279,0.198,0.9,0.207,0.54,0.189,0.9,0.9,0.108,0.252,0.9,0.081,0.108,0.9,0.9,0.9,0.9,0.9,0.162,0.189,0.9,0.117,0.225,0.342,0.9,0.9,0.9,0.9,0.36,0.54,0.405,0.396,0.9,0.9,0.126,0.414,0.216,0.216,0.9,0.9,0.9,0.9,0.9,0.9,0.234,0.243,0.9,0.108,0.576,0.279,1.252927928,0.599310735,0.252538803,0.754968514,0.643842275,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
444,0.9,0.9,0.9,0.9,0.9,0.171,0.171,0.234,0.396,0.171,0.9,0.9,0.9,0.9,0.9,0.9,0.414,0.873,0.9,0.27,0.882,0.171,0.9,0.9,0.9,0.729,0.873,0.675,0.414,0.9,0.9,0.9,0.9,0.9,0.324,0.387,0.9,0.171,0.9,0.9,0.9,0.9,0.9,0.243,0.153,0.9,0.216,0.54,0.225,0.9,0.9,0.135,0.315,0.9,0.099,0.108,0.9,0.9,0.9,0.9,0.9,0.144,0.153,0.9,0.117,0.225,0.396,0.9,0.9,0.9,0.9,0.297,0.468,0.378,0.45,0.9,0.9,0.126,0.387,0.216,0.216,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.252,0.9,0.117,0.576,0.27,1.253664293,0.60057948,0.25211769,0.756502323,0.642872267,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
