Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery
26,0.9,0.9,0.9,0.9,0.9,0.423,0.531,0.144,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.729,0.432,0.9,0.225,0.864,0.0,0.9,0.9,0.9,0.54,0.531,0.387,0.0,0.9,0.9,0.9,0.9,0.9,0.747,0.891,0.9,0.621,0.9,0.9,0.9,0.9,0.9,0.171,0.234,0.9,0.09,0.468,0.0,0.9,0.9,0.378,0.765,0.9,0.207,0.0,0.9,0.9,0.9,0.9,0.9,0.378,0.657,0.9,0.189,0.702,0.0,0.9,0.9,0.9,0.9,0.504,0.495,0.261,0.0,0.9,0.9,0.351,0.477,0.108,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.648,0.774,0.9,0.216,0.369,0.0,1.00160301,0.51531523,0.781579347,0.205986776,0.410272881,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
27,0.9,0.9,0.9,0.9,0.9,0.504,0.63,0.171,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.729,0.423,0.9,0.225,0.864,0.0,0.9,0.9,0.9,0.567,0.495,0.405,0.0,0.9,0.9,0.9,0.9,0.9,0.765,0.891,0.9,0.657,0.9,0.9,0.9,0.9,0.9,0.162,0.225,0.9,0.09,0.468,0.0,0.9,0.9,0.459,0.801,0.9,0.243,0.0,0.9,0.9,0.9,0.9,0.9,0.414,0.666,0.9,0.216,0.702,0.0,0.9,0.9,0.9,0.9,0.504,0.504,0.261,0.0,0.9,0.9,0.36,0.477,0.108,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.648,0.774,0.9,0.207,0.369,0.0,1.001529481,0.515151417,0.781454943,0.205904577,0.410128558,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
28,0.9,0.9,0.9,0.9,0.9,0.603,0.72,0.198,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.729,0.405,0.9,0.225,0.864,0.0,0.9,0.9,0.9,0.585,0.468,0.414,0.0,0.9,0.9,0.9,0.9,0.9,0.774,0.891,0.9,0.666,0.9,0.9,0.9,0.9,0.9,0.162,0.198,0.9,0.09,0.459,0.0,0.9,0.9,0.54,0.837,0.9,0.27,0.0,0.9,0.9,0.9,0.9,0.9,0.45,0.666,0.9,0.243,0.702,0.0,0.9,0.9,0.9,0.9,0.477,0.477,0.252,0.0,0.9,0.9,0.369,0.504,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.648,0.783,0.9,0.207,0.369,0.0,1.001454811,0.514997368,0.781332389,0.205822424,0.409984426,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
29,0.9,0.9,0.9,0.9,0.9,0.675,0.792,0.243,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.747,0.432,0.9,0.225,0.864,0.0,0.9,0.9,0.9,0.612,0.477,0.423,0.0,0.9,0.9,0.9,0.9,0.9,0.792,0.891,0.9,0.684,0.9,0.9,0.9,0.9,0.9,0.171,0.189,0.9,0.099,0.459,0.0,0.9,0.9,0.567,0.864,0.9,0.297,0.0,0.9,0.9,0.9,0.9,0.9,0.486,0.666,0.9,0.279,0.702,0.0,0.9,0.9,0.9,0.9,0.477,0.459,0.252,0.0,0.9,0.9,0.387,0.549,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.648,0.774,0.9,0.198,0.369,0.0,1.001377164,0.514859568,0.781191436,0.205740562,0.409840634,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
30,0.9,0.9,0.9,0.9,0.9,0.657,0.792,0.261,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.765,0.423,0.9,0.225,0.864,0.0,0.9,0.9,0.9,0.621,0.486,0.414,0.0,0.9,0.9,0.9,0.9,0.9,0.783,0.891,0.9,0.657,0.9,0.9,0.9,0.9,0.9,0.18,0.198,0.9,0.108,0.459,0.0,0.9,0.9,0.612,0.864,0.9,0.342,0.0,0.9,0.9,0.9,0.9,0.9,0.513,0.657,0.9,0.297,0.702,0.0,0.9,0.9,0.9,0.9,0.477,0.441,0.243,0.0,0.9,0.9,0.405,0.594,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.639,0.774,0.9,0.198,0.369,0.0,1.001297307,0.514754499,0.78104444,0.20565876,0.409697449,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
31,0.9,0.9,0.9,0.9,0.9,0.612,0.747,0.252,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.765,0.423,0.9,0.225,0.864,0.0,0.9,0.9,0.9,0.612,0.504,0.405,0.0,0.9,0.9,0.9,0.9,0.9,0.765,0.891,0.9,0.63,0.9,0.9,0.9,0.9,0.9,0.198,0.216,0.9,0.117,0.459,0.0,0.9,0.9,0.666,0.882,0.9,0.387,0.0,0.9,0.9,0.9,0.9,0.9,0.549,0.648,0.9,0.324,0.702,0.0,0.9,0.9,0.9,0.9,0.486,0.441,0.234,0.0,0.9,0.9,0.414,0.63,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.621,0.765,0.9,0.198,0.369,0.0,1.001219257,0.514644004,0.780895488,0.205576369,0.409554038,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
32,0.9,0.9,0.9,0.9,0.9,0.585,0.72,0.261,0.9,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.765,0.432,0.9,0.216,0.864,0.045,0.9,0.9,0.9,0.594,0.513,0.396,0.018,0.9,0.9,0.9,0.9,0.9,0.756,0.891,0.9,0.621,0.9,0.9,0.9,0.9,0.9,0.234,0.279,0.9,0.135,0.459,0.009,0.9,0.9,0.702,0.891,0.9,0.423,0.0,0.9,0.9,0.9,0.9,0.9,0.594,0.648,0.9,0.351,0.702,0.0,0.9,0.9,0.9,0.9,0.486,0.45,0.225,0.009,0.9,0.9,0.423,0.666,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.612,0.747,0.9,0.198,0.369,0.036,1.001139528,0.514566739,0.780737235,0.205493755,0.409410808,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
33,0.9,0.9,0.9,0.9,0.9,0.567,0.72,0.288,0.9,0.243,0.9,0.9,0.9,0.9,0.9,0.9,0.765,0.441,0.9,0.234,0.864,0.162,0.9,0.9,0.9,0.576,0.522,0.378,0.117,0.9,0.9,0.9,0.9,0.9,0.756,0.891,0.9,0.585,0.9,0.9,0.9,0.9,0.9,0.288,0.351,0.9,0.144,0.459,0.207,0.9,0.9,0.747,0.9,0.9,0.477,0.018,0.9,0.9,0.9,0.9,0.9,0.63,0.657,0.9,0.387,0.702,0.036,0.9,0.9,0.9,0.9,0.477,0.468,0.216,0.234,0.9,0.9,0.441,0.702,0.108,0.063,0.9,0.9,0.9,0.9,0.9,0.9,0.603,0.738,0.9,0.189,0.369,0.108,1.001058955,0.514491615,0.780574071,0.20541109,0.409268514,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
34,0.9,0.9,0.9,0.9,0.9,0.585,0.711,0.27,0.9,0.405,0.9,0.9,0.9,0.9,0.9,0.9,0.792,0.441,0.9,0.288,0.864,0.18,0.9,0.9,0.9,0.558,0.495,0.432,0.117,0.9,0.9,0.9,0.9,0.9,0.774,0.882,0.9,0.684,0.9,0.9,0.9,0.9,0.9,0.315,0.459,0.9,0.117,0.459,0.369,0.9,0.9,0.765,0.9,0.9,0.495,0.126,0.9,0.9,0.9,0.9,0.9,0.666,0.657,0.9,0.432,0.702,0.072,0.9,0.9,0.9,0.9,0.468,0.459,0.234,0.369,0.9,0.9,0.459,0.711,0.108,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.612,0.738,0.9,0.225,0.369,0.108,1.000975624,0.514417821,0.780378221,0.205328647,0.409126583,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
35,0.9,0.9,0.9,0.9,0.9,0.513,0.657,0.18,0.9,0.468,0.9,0.9,0.9,0.9,0.9,0.9,0.747,0.423,0.9,0.207,0.864,0.18,0.9,0.9,0.9,0.486,0.432,0.378,0.117,0.9,0.9,0.9,0.9,0.9,0.747,0.882,0.9,0.675,0.9,0.9,0.9,0.9,0.9,0.36,0.648,0.9,0.099,0.459,0.459,0.9,0.9,0.72,0.891,0.9,0.45,0.207,0.9,0.9,0.9,0.9,0.9,0.684,0.657,0.9,0.432,0.702,0.081,0.9,0.9,0.9,0.9,0.36,0.414,0.189,0.36,0.9,0.9,0.477,0.711,0.099,0.108,0.9,0.9,0.9,0.9,0.9,0.9,0.621,0.738,0.9,0.216,0.369,0.099,1.000890552,0.514305501,0.780128536,0.205245553,0.408984956,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
36,0.9,0.9,0.9,0.9,0.9,0.477,0.594,0.189,0.9,0.486,0.9,0.9,0.9,0.9,0.9,0.9,0.756,0.396,0.9,0.225,0.864,0.162,0.9,0.9,0.9,0.477,0.405,0.423,0.117,0.9,0.9,0.9,0.9,0.9,0.765,0.882,0.9,0.711,0.9,0.9,0.9,0.9,0.9,0.351,0.63,0.9,0.099,0.459,0.495,0.9,0.9,0.711,0.9,0.9,0.468,0.279,0.9,0.9,0.9,0.9,0.9,0.684,0.612,0.9,0.441,0.702,0.09,0.9,0.9,0.9,0.9,0.333,0.405,0.189,0.261,0.9,0.9,0.495,0.702,0.108,0.099,0.9,0.9,0.9,0.9,0.9,0.9,0.621,0.729,0.9,0.234,0.369,0.081,1.000810007,0.514443122,0.77970156,0.205164257,0.408842227,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
37,0.9,0.9,0.9,0.9,0.9,0.477,0.567,0.198,0.9,0.441,0.9,0.9,0.9,0.9,0.9,0.9,0.738,0.378,0.9,0.225,0.864,0.108,0.9,0.9,0.9,0.495,0.387,0.432,0.081,0.9,0.9,0.9,0.9,0.9,0.729,0.882,0.9,0.702,0.9,0.9,0.9,0.9,0.9,0.315,0.594,0.9,0.117,0.459,0.486,0.9,0.9,0.738,0.9,0.9,0.477,0.315,0.9,0.9,0.9,0.9,0.9,0.675,0.576,0.9,0.432,0.702,0.099,0.9,0.9,0.9,0.9,0.333,0.378,0.198,0.171,0.9,0.9,0.504,0.684,0.117,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.603,0.72,0.9,0.225,0.369,0.054,1.000732088,0.514815785,0.779187118,0.205081891,0.408700643,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
38,0.9,0.9,0.9,0.9,0.9,0.459,0.54,0.207,0.9,0.387,0.9,0.9,0.9,0.9,0.9,0.9,0.711,0.369,0.9,0.225,0.864,0.108,0.9,0.9,0.9,0.495,0.405,0.414,0.063,0.9,0.9,0.9,0.9,0.9,0.666,0.873,0.9,0.594,0.9,0.9,0.9,0.9,0.9,0.315,0.594,0.9,0.126,0.468,0.45,0.9,0.9,0.774,0.9,0.9,0.531,0.342,0.9,0.9,0.9,0.9,0.9,0.666,0.531,0.9,0.423,0.702,0.117,0.9,0.9,0.9,0.9,0.324,0.351,0.207,0.126,0.9,0.9,0.513,0.684,0.117,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.585,0.702,0.9,0.216,0.369,0.045,1.00065003,0.515346726,0.778821895,0.204999942,0.408558866,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
39,0.9,0.9,0.9,0.9,0.9,0.45,0.513,0.225,0.9,0.279,0.9,0.9,0.9,0.9,0.9,0.9,0.693,0.396,0.9,0.225,0.864,0.081,0.9,0.9,0.9,0.477,0.45,0.36,0.036,0.9,0.9,0.9,0.9,0.9,0.63,0.864,0.9,0.531,0.9,0.9,0.9,0.9,0.9,0.324,0.621,0.9,0.144,0.468,0.378,0.9,0.9,0.792,0.9,0.9,0.576,0.288,0.9,0.9,0.9,0.9,0.9,0.657,0.495,0.9,0.414,0.702,0.117,0.9,0.9,0.9,0.9,0.369,0.378,0.252,0.081,0.9,0.9,0.513,0.702,0.126,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.567,0.693,0.9,0.198,0.369,0.027,1.000561841,0.515946762,0.778447708,0.204917956,0.408415755,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
40,0.9,0.9,0.9,0.9,0.9,0.459,0.522,0.252,0.9,0.153,0.9,0.9,0.9,0.9,0.9,0.9,0.675,0.405,0.9,0.216,0.864,0.054,0.9,0.9,0.9,0.441,0.468,0.315,0.027,0.9,0.9,0.9,0.9,0.9,0.612,0.864,0.9,0.54,0.9,0.9,0.9,0.9,0.9,0.351,0.657,0.9,0.171,0.468,0.27,0.9,0.9,0.792,0.9,0.9,0.63,0.207,0.9,0.9,0.9,0.9,0.9,0.657,0.495,0.9,0.405,0.702,0.108,0.9,0.9,0.9,0.9,0.423,0.405,0.252,0.072,0.9,0.9,0.513,0.702,0.135,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.549,0.702,0.9,0.189,0.369,0.009,1.000466561,0.516525127,0.777848979,0.204835575,0.408272574,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
41,0.9,0.9,0.9,0.9,0.9,0.495,0.567,0.279,0.9,0.036,0.9,0.9,0.9,0.9,0.9,0.9,0.666,0.423,0.9,0.189,0.864,0.0,0.9,0.9,0.9,0.396,0.468,0.261,0.0,0.9,0.9,0.9,0.9,0.9,0.585,0.864,0.9,0.459,0.9,0.9,0.9,0.9,0.9,0.396,0.72,0.9,0.198,0.468,0.117,0.9,0.9,0.801,0.9,0.9,0.639,0.099,0.9,0.9,0.9,0.9,0.9,0.666,0.531,0.9,0.396,0.702,0.054,0.9,0.9,0.9,0.9,0.459,0.423,0.234,0.018,0.9,0.9,0.504,0.693,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.549,0.702,0.9,0.198,0.369,0.0,1.000373522,0.516785245,0.777012575,0.20475576,0.408128993,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
42,0.9,0.9,0.9,0.9,0.9,0.54,0.648,0.306,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.675,0.405,0.9,0.189,0.864,0.0,0.9,0.9,0.9,0.36,0.432,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.558,0.864,0.9,0.432,0.9,0.9,0.9,0.9,0.9,0.45,0.774,0.9,0.234,0.468,0.0,0.9,0.9,0.828,0.9,0.9,0.666,0.009,0.9,0.9,0.9,0.9,0.9,0.693,0.576,0.9,0.423,0.702,0.0,0.9,0.9,0.9,0.9,0.459,0.423,0.216,0.0,0.9,0.9,0.495,0.666,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.54,0.711,0.9,0.207,0.369,0.0,1.00027251,0.516756052,0.775996677,0.204673445,0.407985787,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
43,0.9,0.9,0.9,0.9,0.9,0.612,0.729,0.36,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.684,0.396,0.9,0.198,0.864,0.0,0.9,0.9,0.9,0.351,0.414,0.216,0.0,0.9,0.9,0.9,0.9,0.9,0.585,0.864,0.9,0.495,0.9,0.9,0.9,0.9,0.9,0.513,0.81,0.9,0.288,0.468,0.0,0.9,0.9,0.864,0.9,0.9,0.711,0.0,0.9,0.9,0.9,0.9,0.9,0.738,0.63,0.9,0.468,0.693,0.0,0.9,0.9,0.9,0.9,0.459,0.423,0.225,0.0,0.9,0.9,0.468,0.63,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.54,0.72,0.9,0.207,0.369,0.0,1.000172832,0.516662855,0.774496526,0.204591971,0.407842248,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
44,0.9,0.9,0.9,0.9,0.9,0.675,0.792,0.387,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.684,0.405,0.9,0.198,0.864,0.0,0.9,0.9,0.9,0.351,0.405,0.234,0.0,0.9,0.9,0.9,0.9,0.9,0.639,0.873,0.9,0.558,0.9,0.9,0.9,0.9,0.9,0.549,0.828,0.9,0.324,0.468,0.0,0.9,0.9,0.891,0.9,0.9,0.729,0.0,0.9,0.9,0.9,0.9,0.9,0.765,0.666,0.9,0.513,0.693,0.0,0.9,0.9,0.9,0.9,0.45,0.414,0.243,0.0,0.9,0.9,0.45,0.603,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.54,0.72,0.9,0.198,0.369,0.0,1.000071936,0.516567813,0.772515882,0.204510626,0.407701395,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
45,0.9,0.9,0.9,0.9,0.9,0.675,0.81,0.378,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.72,0.423,0.9,0.198,0.864,0.0,0.9,0.9,0.9,0.342,0.396,0.243,0.0,0.9,0.9,0.9,0.9,0.9,0.684,0.873,0.9,0.603,0.9,0.9,0.9,0.9,0.9,0.576,0.837,0.9,0.333,0.468,0.0,0.9,0.9,0.891,0.9,0.9,0.738,0.0,0.9,0.9,0.9,0.9,0.9,0.774,0.675,0.9,0.531,0.693,0.0,0.9,0.9,0.9,0.9,0.432,0.396,0.252,0.0,0.9,0.9,0.486,0.585,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.54,0.72,0.9,0.198,0.369,0.0,0.999970235,0.516469179,0.770757055,0.20442914,0.407561216,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
46,0.9,0.9,0.9,0.9,0.9,0.621,0.792,0.342,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.738,0.45,0.9,0.189,0.864,0.0,0.9,0.9,0.9,0.315,0.36,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.693,0.873,0.9,0.612,0.9,0.9,0.9,0.9,0.9,0.594,0.837,0.9,0.333,0.468,0.0,0.9,0.9,0.891,0.9,0.9,0.729,0.0,0.9,0.9,0.9,0.9,0.9,0.765,0.684,0.9,0.513,0.693,0.0,0.9,0.9,0.9,0.9,0.441,0.414,0.261,0.0,0.9,0.9,0.495,0.594,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.531,0.711,0.9,0.189,0.369,0.0,0.999865164,0.516361646,0.769084693,0.204348136,0.40742077,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
47,0.9,0.9,0.9,0.9,0.9,0.477,0.648,0.288,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.702,0.45,0.9,0.171,0.864,0.0,0.9,0.9,0.9,0.27,0.279,0.198,0.0,0.9,0.9,0.9,0.9,0.9,0.639,0.873,0.9,0.558,0.9,0.9,0.9,0.9,0.9,0.612,0.837,0.9,0.315,0.468,0.0,0.9,0.9,0.855,0.9,0.9,0.621,0.0,0.9,0.9,0.9,0.9,0.9,0.693,0.558,0.9,0.432,0.693,0.0,0.9,0.9,0.9,0.9,0.405,0.36,0.252,0.0,0.9,0.9,0.504,0.603,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.495,0.711,0.9,0.207,0.369,0.0,0.999758771,0.516233302,0.767996235,0.204267134,0.40727988,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
48,0.9,0.9,0.9,0.9,0.9,0.459,0.612,0.288,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.72,0.477,0.9,0.162,0.864,0.0,0.9,0.9,0.9,0.243,0.279,0.171,0.0,0.9,0.9,0.9,0.9,0.9,0.621,0.873,0.9,0.522,0.9,0.9,0.9,0.9,0.9,0.621,0.837,0.9,0.306,0.468,0.0,0.9,0.9,0.855,0.9,0.9,0.621,0.0,0.9,0.9,0.9,0.9,0.9,0.684,0.531,0.9,0.423,0.693,0.0,0.9,0.9,0.9,0.9,0.423,0.396,0.234,0.0,0.9,0.9,0.486,0.585,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.477,0.684,0.9,0.207,0.369,0.0,0.999652018,0.516078349,0.766825976,0.204185838,0.407138468,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
49,0.9,0.9,0.9,0.9,0.9,0.495,0.603,0.306,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.72,0.468,0.9,0.171,0.864,0.0,0.9,0.9,0.9,0.225,0.252,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.576,0.864,0.9,0.468,0.9,0.9,0.9,0.9,0.9,0.63,0.837,0.9,0.306,0.468,0.0,0.9,0.9,0.855,0.9,0.9,0.639,0.0,0.9,0.9,0.9,0.9,0.9,0.675,0.513,0.9,0.414,0.693,0.0,0.9,0.9,0.9,0.9,0.405,0.405,0.225,0.0,0.9,0.9,0.441,0.567,0.126,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.459,0.666,0.9,0.216,0.369,0.0,0.999545095,0.515870232,0.76502135,0.204104874,0.406995999,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
50,0.9,0.9,0.9,0.9,0.9,0.513,0.594,0.315,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.675,0.441,0.9,0.171,0.864,0.0,0.9,0.9,0.9,0.189,0.207,0.126,0.0,0.9,0.9,0.9,0.9,0.9,0.522,0.846,0.9,0.405,0.9,0.9,0.9,0.9,0.9,0.63,0.837,0.9,0.306,0.468,0.0,0.9,0.9,0.855,0.9,0.9,0.657,0.0,0.9,0.9,0.9,0.9,0.9,0.666,0.486,0.9,0.414,0.684,0.0,0.9,0.9,0.9,0.9,0.369,0.378,0.216,0.0,0.9,0.9,0.405,0.558,0.108,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.432,0.63,0.9,0.216,0.369,0.0,0.999436364,0.515580699,0.762036049,0.204024252,0.40685441,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
51,0.9,0.9,0.9,0.9,0.9,0.522,0.585,0.324,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.666,0.396,0.9,0.171,0.864,0.0,0.9,0.9,0.9,0.171,0.162,0.117,0.0,0.9,0.9,0.9,0.9,0.9,0.495,0.828,0.9,0.378,0.9,0.9,0.9,0.9,0.9,0.63,0.837,0.9,0.306,0.468,0.0,0.9,0.9,0.864,0.9,0.9,0.693,0.0,0.9,0.9,0.9,0.9,0.9,0.657,0.468,0.9,0.414,0.684,0.0,0.9,0.9,0.9,0.9,0.342,0.351,0.207,0.0,0.9,0.9,0.387,0.558,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.414,0.585,0.9,0.216,0.369,0.0,0.999326136,0.515199981,0.758324154,0.203944451,0.406713355,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
52,0.9,0.9,0.9,0.9,0.9,0.495,0.567,0.315,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.612,0.333,0.9,0.171,0.864,0.0,0.9,0.9,0.9,0.153,0.126,0.108,0.0,0.9,0.9,0.9,0.9,0.9,0.45,0.783,0.9,0.333,0.9,0.9,0.9,0.9,0.9,0.639,0.837,0.9,0.306,0.459,0.0,0.9,0.9,0.882,0.9,0.9,0.729,0.0,0.9,0.9,0.9,0.9,0.9,0.657,0.45,0.9,0.396,0.684,0.0,0.9,0.9,0.9,0.9,0.315,0.324,0.198,0.0,0.9,0.9,0.387,0.567,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.396,0.558,0.9,0.216,0.369,0.0,0.999214275,0.514739129,0.755388324,0.203864237,0.406572655,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
