t,MIDAT_conventional_hydroelectric_1_PowerGen,MIDAT_hydroelectric_pumped_storage_1_PowerGen,MIDAT_natural_gas_fired_combined_cycle_1_PowerGen,MIDAT_natural_gas_fired_combined_cycle_2_PowerGen,MIDAT_natural_gas_fired_combined_cycle_3_PowerGen,MIDAT_natural_gas_fired_combined_cycle_4_PowerGen,MIDAT_natural_gas_fired_combustion_turbine_1_PowerGen,MIDAT_natural_gas_fired_combustion_turbine_2_PowerGen,MIDAT_nuclear_1_PowerGen,MIDAT_nuclear_2_PowerGen,MIDAT_onshore_wind_turbine_1_PowerGen,MIDAT_small_hydroelectric_1_PowerGen,MIDAT_solar_photovoltaic_1_PowerGen,NE_conventional_hydroelectric_1_PowerGen,NE_hydroelectric_pumped_storage_1_PowerGen,NE_natural_gas_fired_combined_cycle_1_PowerGen,NE_natural_gas_fired_combined_cycle_2_PowerGen,NE_natural_gas_fired_combined_cycle_3_PowerGen,NE_natural_gas_fired_combustion_turbine_1_PowerGen,NE_natural_gas_fired_combustion_turbine_2_PowerGen,NE_nuclear_1_PowerGen,NE_nuclear_2_PowerGen,NE_onshore_wind_turbine_1_PowerGen,NE_small_hydroelectric_1_PowerGen,NE_solar_photovoltaic_1_PowerGen,SE_conventional_hydroelectric_1_PowerGen,SE_hydroelectric_pumped_storage_1_PowerGen,SE_natural_gas_fired_combined_cycle_1_PowerGen,SE_natural_gas_fired_combined_cycle_2_PowerGen,SE_natural_gas_fired_combined_cycle_3_PowerGen,SE_natural_gas_fired_combined_cycle_4_PowerGen,SE_natural_gas_fired_combustion_turbine_1_PowerGen,SE_natural_gas_fired_combustion_turbine_2_PowerGen,SE_nuclear_1_PowerGen,SE_nuclear_2_PowerGen,SE_small_hydroelectric_1_PowerGen,SE_solar_photovoltaic_1_PowerGen,SE_naturalgas_ccccsavgcf_conservative_0_PowerGen,SE_naturalgas_ccavgcf_moderate_0_PowerGen,SE_naturalgas_ctavgcf_moderate_0_PowerGen,SE_battery_moderate_0_PowerGen,SE_nuclear_mid_0_PowerGen,MIDAT_naturalgas_ccccsavgcf_conservative_0_PowerGen,MIDAT_naturalgas_ccavgcf_moderate_0_PowerGen,MIDAT_naturalgas_ctavgcf_moderate_0_PowerGen,MIDAT_battery_moderate_0_PowerGen,MIDAT_nuclear_mid_0_PowerGen,NE_naturalgas_ccccsavgcf_conservative_0_PowerGen,NE_naturalgas_ccavgcf_moderate_0_PowerGen,NE_naturalgas_ctavgcf_moderate_0_PowerGen,NE_battery_moderate_0_PowerGen,NE_nuclear_mid_0_PowerGen,NE_offshorewind_class10_moderate_floating_1_1_PowerGen,SE_utilitypv_class1_moderate_70_0_2_1_PowerGen,SE_utilitypv_class1_moderate_70_0_2_2_PowerGen,SE_utilitypv_class1_moderate_70_0_2_3_PowerGen,SE_utilitypv_class1_moderate_70_0_2_4_PowerGen,SE_utilitypv_class1_moderate_70_0_2_5_PowerGen,SE_utilitypv_class1_moderate_70_0_2_6_PowerGen,SE_utilitypv_class1_moderate_70_0_2_7_PowerGen,SE_utilitypv_class1_moderate_70_0_2_8_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_1_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_2_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_3_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_4_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_5_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_6_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_7_PowerGen,NE_utilitypv_class1_moderate_70_0_2_1_PowerGen,NE_utilitypv_class1_moderate_70_0_2_2_PowerGen,NE_utilitypv_class1_moderate_70_0_2_3_PowerGen,NE_utilitypv_class1_moderate_70_0_2_4_PowerGen,NE_utilitypv_class1_moderate_70_0_2_5_PowerGen,NE_utilitypv_class1_moderate_70_0_2_6_PowerGen,NE_utilitypv_class1_moderate_70_0_2_7_PowerGen,SE_landbasedwind_class4_moderate_70_1_PowerGen,SE_landbasedwind_class4_moderate_70_2_PowerGen,SE_landbasedwind_class4_moderate_70_3_PowerGen,SE_landbasedwind_class4_moderate_70_4_PowerGen,SE_landbasedwind_class4_moderate_70_5_PowerGen,SE_landbasedwind_class4_moderate_70_6_PowerGen,SE_landbasedwind_class4_moderate_70_7_PowerGen,SE_landbasedwind_class4_moderate_70_8_PowerGen,MIDAT_landbasedwind_class4_moderate_70_1_PowerGen,MIDAT_landbasedwind_class4_moderate_70_2_PowerGen,MIDAT_landbasedwind_class4_moderate_70_3_PowerGen,MIDAT_landbasedwind_class4_moderate_70_4_PowerGen,MIDAT_landbasedwind_class4_moderate_70_5_PowerGen,MIDAT_landbasedwind_class4_moderate_70_6_PowerGen,MIDAT_landbasedwind_class4_moderate_70_7_PowerGen,NE_landbasedwind_class4_moderate_70_1_PowerGen,NE_landbasedwind_class4_moderate_70_2_PowerGen,NE_landbasedwind_class4_moderate_70_3_PowerGen,NE_landbasedwind_class4_moderate_70_4_PowerGen,NE_landbasedwind_class4_moderate_70_5_PowerGen,NE_landbasedwind_class4_moderate_70_6_PowerGen,NE_landbasedwind_class4_moderate_70_7_PowerGen
1615,306.7474389369651,0.0,6.471835699937637e-13,7.216275108817111e-13,3.9548961489031245e-13,6.892053204788437e-13,3.811155176833513e-13,4.20413720113025e-13,3.195699715894877e-11,17770.207999999984,2193.633725617197,80.76146593895999,106.65636819459723,4729.479999999982,0.0,5.858166294874439e-13,6.479522919363592e-13,2.5326548887309044e-13,3.8135406513890554e-13,4.220002853015795e-13,3395.7000000000107,2.4580803072243278e-11,1975.376861784997,561.283969830734,607.2441594407971,1503.070488108314,0.0,6.809758962690292e-13,6.497722571860552e-13,7.225930905577235e-13,4.919278988719036e-13,3.9733338303168304e-13,4.0791972787201737e-13,33632.28799999947,2228.00000000003,75.36067571699,507.3904741121973,1.086156250054827e-9,7.968090636298811e-13,4.532960531425531e-13,20768.927411068235,6.042752704817285e-12,61141.78420983511,7.87120156158654e-13,4.499332812292227e-13,12508.740413444833,6.313308168868898e-12,55048.19354104507,7.770309344371013e-13,4.475564543829188e-13,7631.628386213367,5.694269194587111e-12,1.5371383359362515e-11,6.5009785945567505e-15,29602.473641799053,4.935427104713273e-13,1.3041055618362094e-14,4.2165003006649614e-14,7.301972353995605e-13,6.126377007493667e-13,2.1826265462603084e-14,1.3026160532195352e-11,1381.7936556276939,7.35200516295553e-12,1.998896657784856e-14,6.586702618047791e-13,1.7743515569301294e-12,7.355440625120053e-14,2.1632981544363673e-11,1.8035143939880628e-11,9.115213561550648e-12,1.9077165860793496e-11,519.9128477883827,1.0025348039496316e-11,5.427483685605783e-12,1.9767988010564623e-11,1.49716393507367e-11,2.4352217341451632e-11,2.9517878838241745e-9,6.573905434353111e-11,59607.72263167491,1.2275259502609124e-11,28312.782557302588,1019.1424823839973,15805.849896383997,7419.600555568998,1.3084162205208136e-11,23440.28702073319,4.064221339470963e-11,2238.4507792382356,1.250398398590136e-11,1.7636636604919767e-11,4.679865825291649e-11,5.681675472822271e-12,6.451442486027966e-12,1.286842841348952e-11,2.0203492646472582e-12
1616,306.74743893696507,0.0,6.467553676182949e-13,7.209523857429278e-13,3.9535728264187556e-13,6.886521295661398e-13,3.809872675696194e-13,4.20264254855464e-13,3.1802751600963925e-11,17770.207999999908,2103.703225807197,80.76146593895999,278.8885489375972,4729.479999999982,0.0,5.853508678917923e-13,6.47150113583293e-13,2.532256001253018e-13,3.8123981249133777e-13,4.2186311253989426e-13,3395.6999999999784,2.44755022165904e-11,1780.3304263294976,561.283969830734,948.032039925597,1503.0704881083134,0.0,6.80544688479575e-13,6.494244467975593e-13,7.221251832840386e-13,4.91763008086387e-13,3.9719575646866774e-13,4.077838374655398e-13,33632.28799999993,2228.0000000000023,75.36067571699,1532.977625012397,1.0799373793916722e-9,7.964890278456284e-13,4.533933458618657e-13,277.14388918951755,5.988438876003621e-12,61141.784209834055,7.868182752561386e-13,4.500360896394729e-13,1299.4315245602809,6.2500547060990364e-12,55048.19354104495,7.767744313124468e-13,4.4766831056977574e-13,4614.613609505582,5.638722402180972e-12,1.5336355864311165e-11,4.6196607314342144e-14,73868.62096017487,1.776204129787713e-12,1.0596095110529084e-13,3.736673407133144e-13,2.6282669823197733e-12,2.654667967860949e-12,1.9702132691882825e-13,2.941164320316228e-11,4683.872841127946,1.2466159303130852e-11,1.3263212603572426e-13,1.8061760645572923e-12,5.704499193630712e-12,2.7295317132314883e-13,4.133496637681979e-11,3.15910528718646e-11,1.365251202653549e-11,3.33895090119883e-11,939.1861794667582,2.0996341878071045e-11,1.0196072903023338e-11,2.025330263904615e-11,1.4050856288349264e-11,2.4253095146428782e-11,2.942680250006677e-9,6.011190131401559e-11,50204.220709071116,1.1945949093647136e-11,28507.39030754567,980.3114712079971,12531.944100263996,6590.940365248996,1.3122014558123046e-11,22740.402379993408,3.734724485504705e-11,2191.6036650086553,1.0832285545876129e-11,1.6791891330969426e-11,3.02646090274481e-11,4.7516195657473306e-12,6.263605628463466e-12,1.1624337072924524e-11,1.940457681466176e-12
1617,306.7474389369644,0.0,6.458615822098737e-13,7.197065981909899e-13,3.949992578362475e-13,6.875589851078333e-13,3.8031365690045125e-13,4.194650558693342e-13,3.1400013447952944e-11,17770.207999999875,2082.3018481643962,80.76146593895999,476.4079292137967,4389.800064478623,0.0,5.845865763156155e-13,6.460116417320061e-13,2.5310480404718794e-13,3.805524362983253e-13,4.2105907618585867e-13,3395.7000000000803,2.4136517165123435e-11,1715.5261353084966,561.283969830734,1028.9489430527965,1503.0704881083125,0.0,6.79554979814013e-13,6.486439166057752e-13,7.211509614031161e-13,4.913251623009205e-13,3.964675981758729e-13,4.070422819417237e-13,33632.288,2227.9999999999955,75.36067571699,2191.566411679397,7.939521463559967e-10,7.947237614282442e-13,4.47849109598327e-13,1.7479674387082043e-11,5.899198597991228e-12,55181.37896392988,7.850927987245138e-13,4.444265898174521e-13,1.747973634273456e-11,6.1510336376520296e-12,53257.52031453414,7.750840592527253e-13,4.419962769563819e-13,1.7230922357648292e-11,5.550433772124908e-12,1.5017220831791978e-11,9.913392022820997e-14,80783.65071480944,2.9506505946995116e-12,2.0628602370470226e-13,6.783034672844099e-13,4.519863476571973e-12,4.8588536128283375e-12,4.2604004330156784e-13,4.62491443791374e-11,7450.408288502983,1.0003960461171418e-11,3.2463909110086584e-13,4.368659391825674e-12,8.941464883345597e-12,5.383332650109028e-13,4.6070430344857884e-11,3.155917639867927e-11,1.3067569416775183e-11,3.493180251702598e-11,1385.0120131789245,2.2059996492361524e-11,1.0516433873772939e-11,1.9534328454177577e-11,1.3479030797891657e-11,2.3836269969058815e-11,2.9309040808872896e-9,4.7166827029179275e-11,38027.21010033837,1.050730775444701e-11,27099.25967630574,1008.8646215839966,14185.661457551996,7126.805509361996,1.2782364707695589e-11,23127.442771079088,3.1823447700048154e-11,2143.6363365793204,1.1499643053693424e-11,1.857184390166557e-11,2.2729154985333305e-11,5.0175904050511825e-12,5.858127164947599e-12,1.323571068782091e-11,1.7315472865000003e-12
1618,306.74743893696444,0.0,6.455339422800734e-13,7.192549535384303e-13,3.948894234325798e-13,6.87170369418396e-13,3.8013244252005974e-13,4.192443518212061e-13,3.1238548905431397e-11,17770.208000000013,2157.1490714915963,80.76146593895999,684.5822999185967,4073.613666725438,0.0,5.842767726100567e-13,6.455609303552197e-13,2.530580903146452e-13,3.8037026896280643e-13,4.208345903892185e-13,3395.6999999999125,2.3955512794931255e-11,1746.8048400104965,561.283969830734,1037.4697678295965,1503.0704881083132,0.0,6.792086977306398e-13,6.483185028474355e-13,7.207502026119595e-13,4.911573719766366e-13,3.9627031632838955e-13,4.0683609997548415e-13,33632.28800000019,2227.9999999999973,75.36067571699,2517.854091255997,7.656806302600271e-10,7.940598025965793e-13,4.515287624476153e-13,1.7479634112111313e-11,5.840804554444503e-12,53431.42856775357,7.844538197295978e-13,4.481886652897829e-13,1.7479663993408754e-11,6.085532417894355e-12,53384.4560037939,7.744695517532532e-13,4.457995370532624e-13,1.7231137447894344e-11,5.490738981610083e-12,1.499515044898842e-11,2.291990265527482e-13,77200.70506396289,3.0807499466441466e-12,4.351930741619744e-13,1.234178599210799e-12,5.309192232650807e-12,5.2561580105440795e-12,6.649083580949047e-13,5.02569492622662e-11,8954.548687906361,1.4486570239638609e-11,5.573892308706142e-13,7.1319417961347226e-12,1.2629693370944063e-11,1.0737494862307116e-12,4.7741375939025054e-11,2.953018856265976e-11,1.1740608859860804e-11,3.283694235498949e-11,1777.436348260993,2.1520116083202876e-11,1.0102119478089286e-11,1.8638345038171717e-11,1.3758025782825899e-11,2.40002731724375e-11,2.829374142310679e-9,3.709848217805843e-11,41455.27500837395,1.1316436919233824e-11,25129.807948491587,1048.4355537599968,15849.707243663996,7333.514482923997,1.274520972233816e-11,23632.968497544844,3.712348263624174e-11,2137.4022377977335,1.1137190287897026e-11,1.997950169714426e-11,1.9997538051105954e-11,5.631495208279375e-12,6.012038435713834e-12,1.2380163926507049e-11,2.0285529854393755e-12
1619,306.74743893696444,0.0,6.453610630253996e-13,7.190091427147312e-13,3.948303893838989e-13,6.869605973487877e-13,3.8007642039044126e-13,4.191671688737716e-13,3.111511003710518e-11,17770.20799999992,2204.2975564247963,80.76146593895999,742.3368479569967,3798.0492803641746,0.0,5.84111066717344e-13,6.453145298715597e-13,2.53034394606942e-13,3.803092297470774e-13,4.207531487521069e-13,3395.6999999999466,2.3852876235303228e-11,1808.424438933497,561.283969830734,991.7599164143968,1503.0704881083134,0.0,6.790270908679181e-13,6.481598621153671e-13,7.205407278625715e-13,4.910697790246162e-13,3.962071214551108e-13,4.0675844050412014e-13,33632.2879999999,2227.9999999999886,75.36067571699,2662.9100064251966,7.57830072395092e-10,7.936853504511715e-13,4.5157490348810136e-13,1.7479674552226998e-11,5.796802218633073e-12,52387.37611604391,7.840928179427467e-13,4.4824181850353467e-13,1.7479596886201113e-11,6.035575509956627e-12,52644.366766734274,7.741190942638352e-13,4.458650094221752e-13,1.723049751202777e-11,5.4436182679659e-12,1.2161590919663476e-11,3.2979205332241124e-13,70840.40462774847,2.9210703936232376e-12,5.850332223691192e-13,2.0701093987476914e-12,5.250226119460567e-12,5.1476697995173614e-12,8.503908044506534e-13,4.489672564090813e-11,8723.787038898914,1.4457320842064098e-11,7.498253756740722e-13,7.430810882376239e-12,1.3380551976430179e-11,1.554018626267014e-12,4.750190215911994e-11,2.802773961447285e-11,1.0929773098040056e-11,3.081891460004114e-11,1751.513262171609,2.0128747647710123e-11,9.324719325840418e-12,1.7707202675727316e-11,1.354868270933883e-11,2.3920695220534158e-11,2.734631163677195e-9,3.9965647255645176e-11,47500.64087025468,1.2739343308115771e-11,23594.476296432793,1093.6140857919968,17310.007488527997,7332.1108684799965,1.2601680002635993e-11,23986.311484954127,4.084116421890219e-11,2124.2757074269043,1.0693326680147253e-11,2.0259333636284943e-11,1.8487770883127178e-11,6.1042504542573175e-12,6.316213483226857e-12,1.283258324420377e-11,2.5048635585029538e-12
1620,306.7474389369644,0.0,6.453107128713478e-13,7.189234515501194e-13,3.9481460324240516e-13,6.868911143004914e-13,3.80064263995776e-13,4.191491283262862e-13,3.101106651625463e-11,17770.207999999944,2267.5358739875965,80.76146593895999,774.5186259383967,3648.494057768522,0.0,5.840538913859822e-13,6.452168432752235e-13,2.530303907899246e-13,3.802945443614008e-13,4.207330442039343e-13,3395.699999999957,2.3739076659363302e-11,1865.554338426497,561.283969830734,933.1851095783968,1503.070488108314,0.0,6.789809944959791e-13,6.481266230298912e-13,7.204888488023434e-13,4.910489343847958e-13,3.9619309026176625e-13,4.067401730983122e-13,33632.288000000706,2227.999999999994,75.36067571699,2686.3191136851974,7.555796594298912e-10,7.935643461270544e-13,4.478966918729156e-13,1.7479598773820653e-11,5.760679000932913e-12,49336.99646430551,7.839751851440605e-13,4.44471898461134e-13,1.7479485280789258e-11,5.99384280405732e-12,52336.58327141958,7.739994012062433e-13,4.420404157073258e-13,1.723023085251999e-11,5.402900413129588e-12,4.5912496146614965e-12,4.5152173692132806e-13,67532.46958203771,3.046161935282681e-12,6.659839967209699e-13,2.7939095816732504e-12,4.4109191938334476e-12,4.721107321420579e-12,9.086823716167338e-13,4.819315420991193e-11,8264.45275414104,1.4912888498712843e-11,9.772748908707759e-13,6.8801353175849974e-12,1.3825758512364343e-11,2.0887564173196713e-12,4.4118080098540555e-11,2.8268650257143084e-11,1.0739616968047498e-11,2.9720377015368376e-11,1528.1092634774982,2.2127117228303673e-11,8.074109455461483e-12,1.7683672936196178e-11,1.2980854545171715e-11,2.3666093031567662e-11,2.6688959954533676e-9,5.3950950035587065e-11,54300.023462587684,1.3671764828128743e-11,25031.335045180065,1083.3885346559966,18387.966795143995,7591.747843153997,1.2478372350519241e-11,24233.024505349793,4.611171499805845e-11,2154.887171343017,1.0833680067057369e-11,2.0888813247874828e-11,1.9028186044878178e-11,6.78770955001754e-12,6.469019496120094e-12,1.2173597097612945e-11,2.8469995071547488e-12
1621,306.74743893696444,0.0,6.453826184171105e-13,7.189962835994738e-13,3.9484088801496135e-13,6.869665626234053e-13,3.8007954852866917e-13,4.1917372104392895e-13,3.087533557915399e-11,17770.20800000001,2326.332945501597,80.76146593895999,714.0996632387967,3798.428704333553,0.0,5.840972600678292e-13,6.452515573437768e-13,2.530407127127585e-13,3.8031028309809747e-13,4.207553460339975e-13,3395.700000000045,2.362954216180995e-11,1916.6067240204968,561.283969830734,881.1560376527967,1503.070488108314,0.0,6.790739237455455e-13,6.482249421491775e-13,7.206075722547503e-13,4.911092723816039e-13,3.9621147938007167e-13,4.0676670142914334e-13,33632.28799999937,2227.999999999979,75.36067571699,2637.8054074455963,7.595247016467673e-10,7.937285409227839e-13,4.5152684181038525e-13,1.7479530176877272e-11,5.731164208436643e-12,47418.14855479438,7.841322733974073e-13,4.4818700907422566e-13,1.747938877531133e-11,5.958898825568824e-12,51763.058048903236,7.741313896420272e-13,4.4579786061070934e-13,1.7229919898870146e-11,5.368636971035043e-12,2.6465835465809772e-12,6.618706754856478e-13,67235.20931563574,2.6538394440977465e-12,6.91915587013142e-13,3.1165503302758705e-12,3.678525630050317e-12,4.11598325569238e-12,9.485518813057068e-13,5.547283422619397e-11,7226.978012488558,1.554148607332188e-11,9.417265913053821e-13,6.165215803665186e-12,1.2034399838641635e-11,1.9683397729085154e-12,4.205457414231636e-11,2.735967442455619e-11,1.0666809621535486e-11,2.70234756809099e-11,1426.948266508304,1.7888034648803784e-11,5.755865174864197e-12,1.6596134868367412e-11,1.2462306153438438e-11,2.3232479592917554e-11,2.63722670917656e-9,6.417319263375356e-11,60051.55715826601,1.3997638051658357e-11,25344.008907853946,1101.8232541119967,18902.353864488,7833.547084404997,1.2330509986169225e-11,24229.346242927226,5.275010802334948e-11,2155.6362836280914,1.1307666444270042e-11,2.1299581823477174e-11,2.0217134253397858e-11,7.457487802450028e-12,6.558978540326518e-12,1.2210728860321354e-11,3.1353891039826476e-12
1622,306.74743893696444,0.0,6.455743339694764e-13,7.192138756158618e-13,3.9490969242920446e-13,6.871732036740847e-13,3.801434944366527e-13,4.192630474537679e-13,3.077906182006947e-11,17770.207999999788,2349.415184947197,80.76146593895999,580.2204400021966,4073.484719548635,0.0,5.842398595530419e-13,6.454084015432062e-13,2.5307209460843813e-13,3.8037464904367585e-13,4.2084220377015586e-13,3395.699999999983,2.352811081419357e-11,1966.033317581497,561.283969830734,788.9745294143968,1503.0704881083138,0.0,6.793063569142077e-13,6.484536322960731e-13,7.208951285665644e-13,4.91245895296238e-13,3.962848096167318e-13,4.068588258719308e-13,33632.28800000038,2227.999999999985,75.36067571699,2519.391595095197,7.694516821678533e-10,7.941788454093544e-13,4.515760070491436e-13,1.7479481445956777e-11,5.710548673816598e-12,47836.69678293044,7.845589274719728e-13,4.4824216980129885e-13,1.747929693321631e-11,5.9337351254940976e-12,51586.430055710625,7.745098497073078e-13,4.458657053007385e-13,1.7229732269822673e-11,5.341271863779055e-12,1.7618081925369494e-12,6.694243955409536e-13,68296.27532299436,2.108827677110644e-12,5.993691489231361e-13,3.4816880930855964e-12,2.822993836259035e-12,4.218692185273833e-12,9.45303820712335e-13,4.359777189742983e-11,5760.1894869996695,1.4288496296178346e-11,7.794405266268725e-13,5.008729262041254e-12,8.186247925075123e-12,1.6470397237236781e-12,4.144091553082233e-11,2.2088951515688893e-11,9.697601785625832e-12,2.2745858443087592e-11,1233.0417722982831,1.7223183047847644e-11,4.8611688833301225e-12,1.299621489228211e-11,1.132482848170474e-11,2.284514439010977e-11,2.538833093863238e-9,7.455941222017164e-11,63456.775134228985,1.4080750126154399e-11,26018.74337431439,1091.5393466159967,19308.888787679996,8028.010425953997,1.2100527555991145e-11,24188.3051683326,5.625945007122501e-11,2145.6173144328177,1.144638437430272e-11,2.156837712729787e-11,2.144802954685958e-11,8.188240649970988e-12,6.637391674221051e-12,1.298770388596968e-11,3.457410844446093e-12
1623,306.74743893696444,0.0,6.458927763776546e-13,7.1958548838697e-13,3.9502332830069583e-13,6.875203266857442e-13,3.803471103510472e-13,4.1951335266957686e-13,3.068740937335337e-11,17770.207999999904,2350.4067561647967,80.76146593895999,391.2835749441967,4390.700374604979,0.0,5.84489617490346e-13,6.456913615577571e-13,2.531273944563148e-13,3.8056430927589106e-13,4.210779440013657e-13,3395.699999999965,2.3452144264869414e-11,2017.467729987497,561.283969830734,552.4907189759966,1503.0704881083138,0.0,6.796975713591411e-13,6.488394387258362e-13,7.213732575309968e-13,4.914695679618187e-13,3.9650945902748573e-13,4.0709917284244516e-13,33632.28799999982,2227.9999999999723,75.36067571699,2285.8823535477964,8.012728271305077e-10,7.949945308745778e-13,4.478454285395161e-13,1.7479552893923723e-11,5.70631281935536e-12,54670.67959028619,7.853215795299655e-13,4.44424006113686e-13,1.747938496153556e-11,5.925643564531897e-12,53819.12887724436,7.751912798529433e-13,4.41997777441875e-13,1.7230191147063112e-11,5.326034400351985e-12,4.160241514568889e-12,6.37389201110893e-13,66314.46238897975,1.6004564977107274e-12,4.3413467900468685e-13,3.88040356183508e-12,2.211681253821527e-12,3.0288961997691043e-12,7.897265246546207e-13,2.8260077893406735e-11,3730.9794081028635,1.1615778164544771e-11,5.58259475978962e-13,3.097862037029969e-12,4.541845717685387e-12,1.0636672405869008e-12,2.1346617975139586e-11,9.024545796559955e-12,6.744834599755891e-12,1.3711679469630387e-11,880.6059712002078,9.877327355382677e-12,3.787289279321961e-12,1.0996231331007246e-11,1.0467420251397921e-11,2.240040391284261e-11,2.471376175799475e-9,8.489640211045256e-11,65142.703153199844,1.4105134402917879e-11,26863.712569197836,1078.6579506879968,19806.721478927997,8056.124998879996,1.1819230440948632e-11,23831.206825838115,5.874124307207299e-11,2119.3150465318627,1.2089204181370555e-11,2.1689041514307573e-11,2.37502390707551e-11,8.57069039668033e-12,6.721976198036248e-12,1.2887531094465729e-11,3.69952119697277e-12
1624,306.7474389369652,0.0,6.467456100232388e-13,7.206965337017895e-13,3.9538790983189415e-13,6.885354556220858e-13,3.8109955541720144e-13,4.204108359873956e-13,3.083763251380473e-11,17770.20800000007,2300.771067059997,80.76146593895999,213.03287412279727,4729.479999999982,0.0,5.851155145988315e-13,6.465077696141033e-13,2.532557841928192e-13,3.812716133130446e-13,4.2190935581707334e-13,3395.6999999999343,2.3558609259620134e-11,2053.4361522134973,561.283969830734,253.39156716719722,1503.0704881083138,0.0,6.807391679659985e-13,6.497028966186229e-13,7.224289832317568e-13,4.919779202554783e-13,3.9733019559573554e-13,4.079450319438111e-13,33632.28800000035,2227.999999999992,75.36067571699,1837.1829911455975,1.103753964138721e-9,7.971485071810571e-13,4.535214873269366e-13,324.5585155977926,5.7356437679999e-12,61141.784209834674,7.873639498480706e-13,4.501552484606038e-13,3116.771949582668,5.953123612987874e-12,55048.193541045235,7.770383799643147e-13,4.4760504429041926e-13,2653.989292794078,5.343427242510956e-12,4.650008262991668e-12,6.179302567597839e-13,59314.45401632765,1.0472086905483694e-12,2.557480988839707e-13,3.816879045576935e-12,1.6085820751255032e-12,1.382609097849831e-12,4.71209440245238e-13,1.555014212240464e-11,1939.69795995376,6.62208368177872e-12,2.408952972624462e-13,1.5187542969013877e-12,2.5037347141844206e-12,6.171353300326574e-13,8.406460010345055e-12,4.127167627185339e-12,2.390492473776204e-12,5.331373772879262e-12,491.4052023626324,4.886188947702345e-12,1.5502113920587007e-12,9.535290613191323e-12,1.014517315069973e-11,2.2611909848743218e-11,2.400604979342712e-9,8.940346063282318e-11,65863.66732600758,1.4461964838470585e-11,27933.516775093336,1112.889719495997,19403.119207271997,8080.486058350997,1.1643674005823726e-11,23531.578174287588,5.891801732541148e-11,2033.6650195425393,1.3321333429437096e-11,2.163835740682484e-11,2.7940778982309734e-11,9.05628000036762e-12,6.881775220932113e-12,1.278475056906872e-11,4.1246060394851215e-12
1625,306.7474389369652,0.0,6.469741998247815e-13,7.209614246359548e-13,3.954669490086113e-13,6.887828542115853e-13,3.8128532784290497e-13,4.206330343356087e-13,3.076130599421083e-11,17770.207999999624,2279.6604526271976,80.76146593895999,72.79800154219728,4729.479999999982,0.0,5.85292717023571e-13,6.4671041964214e-13,2.532962339607824e-13,3.814420229243569e-13,4.22116624503125e-13,3395.7000000001576,2.3488694896628794e-11,2117.1083083704975,561.283969830734,31.08801771599729,1503.0704881083122,0.0,6.810644418778913e-13,6.500176653438058e-13,7.228270571801034e-13,4.92163903799738e-13,3.9754950905892565e-13,4.0817528133607493e-13,33632.28800000024,2228.0000000000027,75.36067571699,1032.3995216457972,1.1152772881726487e-9,7.978930278162378e-13,4.5351260575945266e-13,35339.21875003521,5.736284309951844e-12,61141.78420983473,7.879295310973913e-13,4.501538102831869e-13,18183.168104461587,5.95204036040554e-12,55048.19354104545,7.775434703093518e-13,4.4761990016770603e-13,13926.17829378466,5.337998809877953e-12,1.8941799364624884e-12,3.8413988998538083e-13,31196.841431792072,4.279972619748395e-13,1.5386611666218322e-13,2.720965778425165e-12,5.205671722107701e-13,4.3317878868810327e-13,1.95006381591738e-13,3.3161216849020038e-12,527.2174072760045,9.00257483976815e-13,1.086895569255452e-13,4.205566845390235e-13,8.099662085699868e-13,2.0998882887841172e-13,8.188691173260476e-13,3.9003909754477093e-13,1.2638683381514223e-13,4.2390119616715536e-13,98.35656902917464,3.9817318249260474e-13,1.724498411125276e-13,9.523180441572466e-12,1.1415764505222746e-11,2.0637502240705796e-11,2.2878186115857684e-9,9.197791915935885e-11,65208.34789104114,1.4364445790744744e-11,27944.14134067776,1069.5351818239978,18917.190307872,8148.637208616998,1.0925281363372886e-11,23147.78188570361,6.228032308969381e-11,2019.9451943618553,1.3666677544990096e-11,2.0908271247740773e-11,3.81199143645673e-11,8.612470919472127e-12,6.7849392003809776e-12,1.2204254072822403e-11,4.484733928412817e-12
