t,MIDAT_conventional_hydroelectric_1_PowerGen,MIDAT_hydroelectric_pumped_storage_1_PowerGen,MIDAT_natural_gas_fired_combined_cycle_1_PowerGen,MIDAT_natural_gas_fired_combined_cycle_2_PowerGen,MIDAT_natural_gas_fired_combined_cycle_3_PowerGen,MIDAT_natural_gas_fired_combined_cycle_4_PowerGen,MIDAT_natural_gas_fired_combustion_turbine_1_PowerGen,MIDAT_natural_gas_fired_combustion_turbine_2_PowerGen,MIDAT_nuclear_1_PowerGen,MIDAT_nuclear_2_PowerGen,MIDAT_onshore_wind_turbine_1_PowerGen,MIDAT_small_hydroelectric_1_PowerGen,MIDAT_solar_photovoltaic_1_PowerGen,NE_conventional_hydroelectric_1_PowerGen,NE_hydroelectric_pumped_storage_1_PowerGen,NE_natural_gas_fired_combined_cycle_1_PowerGen,NE_natural_gas_fired_combined_cycle_2_PowerGen,NE_natural_gas_fired_combined_cycle_3_PowerGen,NE_natural_gas_fired_combustion_turbine_1_PowerGen,NE_natural_gas_fired_combustion_turbine_2_PowerGen,NE_nuclear_1_PowerGen,NE_nuclear_2_PowerGen,NE_onshore_wind_turbine_1_PowerGen,NE_small_hydroelectric_1_PowerGen,NE_solar_photovoltaic_1_PowerGen,SE_conventional_hydroelectric_1_PowerGen,SE_hydroelectric_pumped_storage_1_PowerGen,SE_natural_gas_fired_combined_cycle_1_PowerGen,SE_natural_gas_fired_combined_cycle_2_PowerGen,SE_natural_gas_fired_combined_cycle_3_PowerGen,SE_natural_gas_fired_combined_cycle_4_PowerGen,SE_natural_gas_fired_combustion_turbine_1_PowerGen,SE_natural_gas_fired_combustion_turbine_2_PowerGen,SE_nuclear_1_PowerGen,SE_nuclear_2_PowerGen,SE_small_hydroelectric_1_PowerGen,SE_solar_photovoltaic_1_PowerGen,SE_naturalgas_ccccsavgcf_conservative_0_PowerGen,SE_naturalgas_ccavgcf_moderate_0_PowerGen,SE_naturalgas_ctavgcf_moderate_0_PowerGen,SE_battery_moderate_0_PowerGen,SE_nuclear_mid_0_PowerGen,MIDAT_naturalgas_ccccsavgcf_conservative_0_PowerGen,MIDAT_naturalgas_ccavgcf_moderate_0_PowerGen,MIDAT_naturalgas_ctavgcf_moderate_0_PowerGen,MIDAT_battery_moderate_0_PowerGen,MIDAT_nuclear_mid_0_PowerGen,NE_naturalgas_ccccsavgcf_conservative_0_PowerGen,NE_naturalgas_ccavgcf_moderate_0_PowerGen,NE_naturalgas_ctavgcf_moderate_0_PowerGen,NE_battery_moderate_0_PowerGen,NE_nuclear_mid_0_PowerGen,NE_offshorewind_class10_moderate_floating_1_1_PowerGen,SE_utilitypv_class1_moderate_70_0_2_1_PowerGen,SE_utilitypv_class1_moderate_70_0_2_2_PowerGen,SE_utilitypv_class1_moderate_70_0_2_3_PowerGen,SE_utilitypv_class1_moderate_70_0_2_4_PowerGen,SE_utilitypv_class1_moderate_70_0_2_5_PowerGen,SE_utilitypv_class1_moderate_70_0_2_6_PowerGen,SE_utilitypv_class1_moderate_70_0_2_7_PowerGen,SE_utilitypv_class1_moderate_70_0_2_8_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_1_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_2_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_3_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_4_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_5_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_6_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_7_PowerGen,NE_utilitypv_class1_moderate_70_0_2_1_PowerGen,NE_utilitypv_class1_moderate_70_0_2_2_PowerGen,NE_utilitypv_class1_moderate_70_0_2_3_PowerGen,NE_utilitypv_class1_moderate_70_0_2_4_PowerGen,NE_utilitypv_class1_moderate_70_0_2_5_PowerGen,NE_utilitypv_class1_moderate_70_0_2_6_PowerGen,NE_utilitypv_class1_moderate_70_0_2_7_PowerGen,SE_landbasedwind_class4_moderate_70_1_PowerGen,SE_landbasedwind_class4_moderate_70_2_PowerGen,SE_landbasedwind_class4_moderate_70_3_PowerGen,SE_landbasedwind_class4_moderate_70_4_PowerGen,SE_landbasedwind_class4_moderate_70_5_PowerGen,SE_landbasedwind_class4_moderate_70_6_PowerGen,SE_landbasedwind_class4_moderate_70_7_PowerGen,SE_landbasedwind_class4_moderate_70_8_PowerGen,MIDAT_landbasedwind_class4_moderate_70_1_PowerGen,MIDAT_landbasedwind_class4_moderate_70_2_PowerGen,MIDAT_landbasedwind_class4_moderate_70_3_PowerGen,MIDAT_landbasedwind_class4_moderate_70_4_PowerGen,MIDAT_landbasedwind_class4_moderate_70_5_PowerGen,MIDAT_landbasedwind_class4_moderate_70_6_PowerGen,MIDAT_landbasedwind_class4_moderate_70_7_PowerGen,NE_landbasedwind_class4_moderate_70_1_PowerGen,NE_landbasedwind_class4_moderate_70_2_PowerGen,NE_landbasedwind_class4_moderate_70_3_PowerGen,NE_landbasedwind_class4_moderate_70_4_PowerGen,NE_landbasedwind_class4_moderate_70_5_PowerGen,NE_landbasedwind_class4_moderate_70_6_PowerGen,NE_landbasedwind_class4_moderate_70_7_PowerGen
5661,306.7474389369617,0.0,2.439525183834981e-12,2.727890384684976e-12,1.4652470672439793e-12,2.6008260859822606e-12,1.4125040525296092e-12,1.5651542764725038e-12,2439.99999999998,17770.208000000668,2518.9533457283983,31.286281284395997,0.0,1103.3762356914194,0.0,2.1446454339066215e-12,2.3723929511886317e-12,9.279883904968572e-13,1.3820412855107911e-12,1.5310694633384204e-12,3395.699999999948,2104.69999999996,2862.337559016493,320.85902505067,0.0,5599.065195682239,0.0,2.7933418321044953e-12,2.645189773641061e-12,2.997011027906895e-12,1.951956865360414e-12,1.5938280448356822e-12,1.6455074093141557e-12,33632.28800000083,2227.999999999968,54.386672749605005,0.0,75934.59487156913,3.5518809186475394e-12,1.9471554388715767e-12,13942.372517733294,9.142315570898137e-11,51483.93351271404,3.0880529586155833e-12,1.7130396890080278e-12,14075.958395985312,8.883205590744374e-11,34766.999126382674,2.947073048927178e-12,1.6600633395313954e-12,4587.991516959717,6.78444601239557e-11,6.706361465897628e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1670262868227364e-11,3.2162634351775626e-11,5.038516051154124e-11,2.977169924483666e-10,9.479191257114334e-12,26781.229352512295,1.168256418772041e-10,4.3698323425211214e-11,1105.3620410799947,2.527568013671232e-10,8241.03902731,2.5219591232385603e-10,2.8138158448223306e-10,1.8136372125354932e-10,8.688413987292543e-11,5328.122523174001,1320.047823940443,1.3030337510703086e-10,9.305847492896308e-11,1.0532884405485738e-10,869.1690977309898,7.29075654756453e-11
5662,306.74743893696467,0.0,2.4203135999379476e-12,2.7047852680722674e-12,1.4586080086685334e-12,2.5795917662046977e-12,1.4055439265358282e-12,1.5557324735214014e-12,2439.9999999999804,17770.208000000566,2473.0872857075938,31.274854663391995,0.0,710.8293956914288,0.0,2.131886699611249e-12,2.3571344908391773e-12,9.211964717347327e-13,1.376726714501009e-12,1.5240364285173042e-12,3395.7000000000035,2104.699999999944,2838.089651847492,320.866491268488,0.0,4675.838350682334,0.0,2.6655803321118717e-12,2.5412196929454978e-12,2.8571033152172507e-12,1.88665941277608e-12,1.501437889766969e-12,1.5496074853148397e-12,33632.28800001066,2227.999999999967,54.377523094075,0.0,75934.59487156884,3.2432623888707217e-12,1.7255075862912872e-12,3.933513857313556e-12,8.834957911243951e-11,51483.93351271417,3.040073207882306e-12,1.7273477036329744e-12,682.8733042094198,8.858457936709935e-11,34353.738280367754,2.9115319162943943e-12,1.6662592953155972e-12,6.890754639045285e-11,6.707792298683688e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3272046600610999e-11,3.530131183023136e-11,4.9707954308226577e-11,3.005555591095206e-10,7.855090644460034e-12,27654.354727645587,1.2327098247366452e-10,5.1066610926099445e-11,1106.692934231994,2.5194861319924293e-10,8197.215692577991,2.329529183193278e-10,2.796547782801581e-10,1.8499481897593475e-10,8.70855249387861e-11,5370.791584628992,1317.4334604841283,1.2818630881836857e-10,8.814647299716592e-11,1.0287973507365093e-10,871.1540436609877,7.086610626749403e-11
5663,306.7474389369628,0.0,2.38964506074276e-12,2.6664345260705383e-12,1.4469142754610415e-12,2.5446214629609898e-12,1.3885104335964036e-12,1.5346991714695241e-12,2439.9999999999827,17770.208000002312,2443.1393117027815,31.281308941679995,0.0,449.30059999999827,0.0,2.1228004747404124e-12,2.34645520674571e-12,9.14661804655274e-13,1.3750045112755518e-12,1.5215324429209527e-12,3395.6999999999225,2104.699999999953,2795.0082496924874,320.88551856618204,0.0,3752.61150568243,0.0,2.5945126042808454e-12,2.4754305899325314e-12,2.7648754099039506e-12,1.8423451381755825e-12,1.4600141582121551e-12,1.5054719213902003e-12,33632.28799998378,2227.9999999999372,54.36837368844,0.0,75934.59487158246,3.086634012962808e-12,1.6915493561844308e-12,1.2312984554011297e-11,8.5434634787436e-11,51483.93351271378,2.977340242592099e-12,1.6868978717658369e-12,1.8149092469234222e-11,8.59460171101464e-11,30243.128807275938,2.8973485055198513e-12,1.6664723460946229e-12,6.88982362923468e-11,6.687625270423394e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9479643516395e-12,3.119374832181415e-11,4.751933626356572e-11,3.036087744044108e-10,7.408801141361668e-12,28318.365224016936,1.1809653372437495e-10,5.320779216249155e-11,1097.9086364079903,2.483485107817901e-10,8230.297104816891,2.202323015891227e-10,2.73459422408134e-10,1.8209436950333986e-10,8.471620356607598e-11,5306.1527200839855,1304.837710998214,1.2773399232013173e-10,8.58780077924358e-11,1.0013732226268977e-10,862.5893013319875,7.042342666555141e-11
5664,306.7474389369595,0.0,2.3666248488600395e-12,2.6381173553856382e-12,1.4384147860796162e-12,2.5187065099412495e-12,1.3777767874329925e-12,1.5213687212594154e-12,2439.999999999965,17770.208000000064,2363.2959798383877,31.269882320675997,0.0,449.3005999999983,0.0,2.1161404540305508e-12,2.338587286406277e-12,9.101615951521729e-13,1.3743119210618716e-12,1.5204594125531498e-12,3395.6999999999603,2104.6999999999566,2725.9663210699878,320.86855246866804,0.0,2829.384660682433,0.0,2.542355066838786e-12,2.426482124576859e-12,2.6967198704565224e-12,1.8097878073058097e-12,1.4406829068133614e-12,1.4830378183211164e-12,33632.28799999992,2227.999999999946,54.35922403291,0.0,64434.93788900076,2.993911579282554e-12,1.6618109146335029e-12,2.3817815830674365e-11,8.291683595549669e-11,51483.93351269195,2.9369449661952515e-12,1.6574388558882444e-12,2.3274373871766577e-11,8.355012019363372e-11,17383.499563191323,2.8912497998079064e-12,1.6536909429331894e-12,6.646408099546115e-11,6.680874106253208e-11,6.128407871777764e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.875329785145681e-12,2.89742064518785e-11,4.40990103181337e-11,3.010280857939401e-10,6.818573892673153e-12,29017.298571616506,1.0469596113923854e-10,4.908681181551879e-11,1104.0332516079866,2.4313966471943513e-10,8128.896433648986,1.959857406180484e-10,2.6337021439491616e-10,1.7660372733392118e-10,8.122442858053556e-11,5335.885833634985,1291.4251065865792,1.2721656056893106e-10,8.342156721366268e-11,9.480648460182084e-11,858.2710054269874,7.049165117968498e-11
5665,306.74743893695273,0.0,2.353570858400359e-12,2.6222553321004953e-12,1.433810326393659e-12,2.504170605281086e-12,1.3746635072338414e-12,1.5171399778677497e-12,2439.999999999963,17770.20799999986,2241.4205129507873,31.273303225068,0.0,449.3005999999988,0.0,2.1122566928228013e-12,2.333902389595138e-12,9.069042212705181e-13,1.3740707503662292e-12,1.5200465700457712e-12,3395.6999999999625,2104.699999999963,2713.0313900814876,320.870496005194,0.0,1906.1578156824476,0.0,2.508695649330622e-12,2.3943268516124082e-12,2.650783031032574e-12,1.7874707821562526e-12,1.4345976084235936e-12,1.4747736537668695e-12,33632.28799999994,2227.999999999969,54.350398741090004,0.0,52148.80802443302,2.949705548391763e-12,1.6747221974960211e-12,6.937278288981635e-11,8.225297126400706e-11,51483.93351268765,2.918532570286059e-12,1.6704064194069586e-12,6.934667585734502e-11,8.299655743789076e-11,17383.499563190948,2.8888383086986566e-12,1.6662234642584989e-12,6.646496398099771e-11,6.681307080834834e-11,1.2224982323633515e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.884375645777183e-12,3.1509484029101257e-11,4.383754967544422e-11,3.00418046101922e-10,6.731194807950988e-12,29203.87755369962,8.332887008872642e-11,4.7873726543985524e-11,1110.571257919987,2.434348789910708e-10,8120.469048913988,1.6927420275740724e-10,2.510451176913306e-10,1.7064722406317297e-10,8.078770124582092e-11,5273.304153563985,1280.1129013694135,1.2656027930093202e-10,8.3284466198673e-11,9.433229236774335e-11,848.4684068959875,7.030581230835776e-11
5666,306.747438936951,0.0,2.3448608382487074e-12,2.611550206761957e-12,1.4306974854716713e-12,2.494394702435025e-12,1.3736526496996196e-12,1.5155655856722292e-12,2439.999999999964,17770.2080000006,2144.063311600787,31.273303225068,0.0,449.30059999999884,0.0,2.1100243132822758e-12,2.3311407589112306e-12,9.039317941325275e-13,1.373984750456898e-12,1.5198847897909415e-12,3395.699999999971,2104.699999999958,2706.790834319487,320.888807307036,0.0,1503.0704881083038,0.0,2.4857905682834077e-12,2.3726775549586955e-12,2.6178133776485605e-12,1.7713045110120728e-12,1.4325247353474648e-12,1.471391270676275e-12,33632.2879999998,2227.9999999999714,54.34124908556,0.0,48662.88336209308,2.9301791419866986e-12,1.6747093803518588e-12,7.261436358823352e-11,8.199983929651326e-11,51483.9335126853,2.9089119316604073e-12,1.670393536762647e-12,7.268000173886671e-11,8.284755148619383e-11,17383.499563191013,2.887973109804544e-12,1.6662367366358044e-12,6.646492487171893e-11,6.684719050550681e-11,7.028834969884171e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1742937288299212e-11,3.0547243202375e-11,4.064772803547822e-11,2.990090411553019e-10,6.292159916204955e-12,27306.03614569841,6.363312127662782e-11,4.597353554397694e-11,1099.8216441119869,2.429381697182897e-10,8199.538595809987,1.4608337869121898e-10,2.4326723790192853e-10,1.6624959133688843e-10,8.033660504459548e-11,5268.144609794984,1278.8654283327232,1.264911934890619e-10,8.407360147683717e-11,9.378777840029993e-11,852.0908212849876,6.971608724239082e-11
5667,306.74743893696086,0.0,2.339111426974462e-12,2.604405902653407e-12,1.4286273449100716e-12,2.4878932927477575e-12,1.373318688708401e-12,1.5149694040094093e-12,2439.9999999999627,17770.207999999337,2065.4992732283877,31.268319298559998,0.0,449.30059999999844,0.0,2.108784755050473e-12,2.3295656128253025e-12,9.004097510138433e-13,1.373956029472923e-12,1.5198244193780125e-12,3395.6999999999684,2104.699999999957,2682.794831835487,320.866199195588,0.0,1503.0704881083147,0.0,2.470914459714556e-12,2.3588127870043113e-12,2.5930850231622965e-12,1.758479923373202e-12,1.431811491944958e-12,1.4699976723336736e-12,33632.287999999935,2227.9999999999695,54.33209943003,0.0,48798.814469156314,2.9222984869934485e-12,1.6623013057689073e-12,7.50176756929251e-11,8.185210356141644e-11,51483.93351268289,2.9046909074646963e-12,1.6579175841236861e-12,7.510971903070374e-11,8.280041044087384e-11,17383.499563190966,2.8876956869910426e-12,1.6536979632946445e-12,6.646490700467743e-11,6.690070846854831e-11,1.7839497832029174e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1022871607070633e-11,3.01661518148809e-11,3.290725653211972e-11,2.9532796081592756e-10,5.760845775905496e-12,24492.508731102844,3.1793155408122345e-11,4.4829693376200126e-11,1103.4954375119871,2.400117679820419e-10,8182.548982371988,1.3760986474093437e-10,2.260014296407335e-10,1.626707346740566e-10,7.906867181569099e-11,5262.618949387985,1297.5553518598012,1.2591852964114923e-10,8.449222157505955e-11,9.171186680383377e-11,859.5471655759874,6.971765292755762e-11
5668,306.747438936962,0.0,2.3354488543414936e-12,2.5997998398368824e-12,1.4273021727000562e-12,2.4837178058676293e-12,1.3732075343534257e-12,1.5147402022552926e-12,2439.9999999999604,17770.207999999922,2023.8790347095883,31.268319298559998,0.0,449.300599999998,0.0,2.108143439921089e-12,2.328727404651109e-12,8.961657478866342e-13,1.3739531709857309e-12,1.519810244965036e-12,3395.6999999999643,2104.699999999958,2713.2580787164884,320.860405303746,0.0,1503.070488108301,0.0,2.4618627312145693e-12,2.3505545128495792e-12,2.574162811663931e-12,1.7477520577572883e-12,1.4315660199527245e-12,1.4694209297530539e-12,33632.28800000016,2227.9999999999673,54.322950024395,0.0,52484.94496466266,2.919421539629199e-12,1.6747017619449092e-12,7.709899921532656e-11,8.174164729231243e-11,51483.93351268078,2.9030788210536525e-12,1.6703866329622752e-12,7.716852418484386e-11,8.278880172754325e-11,17383.499563190915,2.8876513894140658e-12,1.6662234955349473e-12,6.646498356233678e-11,6.697255994497414e-11,1.1040155175645499e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.827886171172645e-12,3.237606299723296e-11,2.2806540381529606e-11,2.8734924310553786e-10,5.078380796961774e-12,21489.867989201477,1.6666843489148533e-11,4.262394275431174e-11,1088.080970047987,2.3754227472692627e-10,8200.179198068987,1.3671718340272353e-10,2.181367559665691e-10,1.5989922298372508e-10,7.571383459586013e-11,5286.548623726986,1289.98143611813,1.2564086635766583e-10,8.394347704771388e-11,9.469605507343046e-11,866.2163241489876,6.976698066613484e-11
5669,306.7474389369499,0.0,2.3332539627585964e-12,2.597000539947872e-12,1.426504816692413e-12,2.4811922607489713e-12,1.3731692226300519e-12,1.5146448372898326e-12,2439.999999999966,17770.20799999998,1992.370369179588,31.256903998079995,9.962509497787769,449.30059999999673,0.0,2.107863729018853e-12,2.32835278899313e-12,9.212313031789038e-13,1.3739721154204398e-12,1.5198294084675091e-12,3395.6999999999643,2104.6999999999557,2743.747846303988,320.867838976298,35.19923777998775,1503.0704881083063,0.0,2.456525156138056e-12,2.3458005065575525e-12,2.620876023460633e-12,1.7831112188896675e-12,1.4314823942558573e-12,1.4691773035567915e-12,33632.28799999989,2227.9999999999677,54.313876836735005,8.61593392938777,66610.60808869405,2.918328291487274e-12,1.6747033407264358e-12,7.902140240360577e-11,8.165573937377608e-11,51483.933512678865,2.9023676672692695e-12,1.6703877454475992e-12,7.907580878489422e-11,8.28020885666732e-11,17383.49956319091,2.8877148367182723e-12,1.666230403092443e-12,6.64651352284112e-11,6.706632390634227e-11,1.4889508966364086e-13,0.0,0.0,0.0,0.0,0.0,3.531795286358345e-13,0.0,0.0,1.465211812272252e-12,9.106124533801517e-13,2.131148709443443e-12,0.0,3.4686469059298147e-13,9.383019142920646e-13,0.0,947.0226262957194,1.0847624725916375e-10,2.6043898851755335e-12,4.956192815601558e-12,3.624335282139716e-11,3.0457554032167155e-11,5.26077253142496e-13,7.677066849572266e-12,3.1954350292026493e-11,1.608286273456584e-11,2.740587657868474e-10,4.441967361237647e-12,17783.833878048976,6.411853949265077e-12,3.7918699945706245e-11,1092.4346838959868,2.384578751262811e-10,8161.566059062987,1.4096481812459168e-10,2.1633666302142035e-10,1.5416337582681464e-10,6.965681456333694e-11,5217.070059526986,1304.2682244005794,1.2502317795252558e-10,8.412330093409823e-11,9.766184608564998e-11,876.9050085069874,6.971772006559909e-11
5670,306.74743893695825,0.0,2.332038097894476e-12,2.5954509649035594e-12,1.4260682002805249e-12,2.479795328155854e-12,1.3731660769680087e-12,1.5146102171373448e-12,2439.9999999999636,17770.207999999762,1966.8096056399881,31.2564538098,284.81350892218774,449.3005999999978,0.0,2.1078616206584715e-12,2.328355260104182e-12,9.168424446484189e-13,1.3740559036233015e-12,1.5199275231349193e-12,3395.6999999999607,2104.6999999999584,2750.1290564619876,320.871056785162,175.80618568798778,1503.070488108307,0.0,2.4535298591864614e-12,2.343176742743714e-12,2.6084582463331602e-12,1.774891230962563e-12,1.4314738640268306e-12,1.4690895414526049e-12,33632.28799999978,2227.9999999999714,54.305051544915,790.4336178815878,75934.59487152849,2.9178557420255696e-12,1.6625326610080454e-12,8.446766879656502e-11,8.160107890184616e-11,51483.93351268917,2.9019156437583307e-12,1.6581492398749094e-12,8.451125646459114e-11,8.284577922239206e-11,22259.774910214393,2.887949746691243e-12,1.6539227340874826e-12,6.873243241353697e-11,6.719778202831024e-11,4.600292078773562e-14,3.8986543163697674e-11,5.641383751464427e-12,2.2019326569161745e-11,7813.895996965451,8.020830293308238e-13,2.049690354389431e-11,1.4415642487048284e-11,2784.0400584126796,3.316298196985803e-11,2.355431086126614e-11,3.475817583284258e-11,15854.556461154338,3.6210876781408477e-12,4.101982700810356e-11,1.3561144377966743e-11,5041.017104780338,5.568148894774977e-10,9.49264362865062e-12,1.7869086393686254e-11,6.340267922764968e-10,2.576126545131166e-10,9.902562078820108e-12,6.124935419959163e-12,3.6066509336511024e-11,1.2275802740336003e-11,2.5936162464024036e-10,3.3888166874105544e-12,15331.630282826509,4.514179989378535e-12,3.2850818066043065e-11,1065.4791802159873,2.2315964584955797e-10,8095.534715756987,1.5200771005232536e-10,2.0551200207357885e-10,1.530715825847802e-10,6.468426605845931e-11,5157.736766736985,1294.2518660043677,1.258899918853083e-10,8.491890212510702e-11,9.805324456905197e-11,875.1614051069877,6.888856886404111e-11
5671,306.74743893695523,0.0,2.331266743558818e-12,2.594495974312227e-12,1.425781314604975e-12,2.478922750676987e-12,1.3729366546086389e-12,1.5143193986792915e-12,2439.9999999999654,17770.207999999773,1742.3328229547874,31.251469883291996,934.0405282811874,792.9230437362872,0.0,2.1080079352693807e-12,2.3285654055026096e-12,9.119765680649922e-13,1.3740801667661418e-12,1.5199578450050326e-12,3395.699999999974,2104.69999999996,2706.4176404339873,320.873000321688,317.76871961518776,1503.0704881083032,0.0,2.451784757883465e-12,2.3416713011099136e-12,2.5959745429701087e-12,1.7663594540197464e-12,1.4312624352324387e-12,1.4688380049968128e-12,33632.288,2227.9999999999645,54.29590188938501,3787.074503860188,40583.55121829679,2.9170811347813217e-12,1.6747351249277443e-12,8.259406302273247e-11,8.14855298652412e-11,20905.31571787774,2.900996013884189e-12,1.6703840639566175e-12,8.213159082425248e-11,8.281575225922717e-11,20540.274949105657,2.8880434060179427e-12,1.6664410066620154e-12,6.855519722074079e-11,6.732749966635221e-11,6.694023193501212e-14,4.0678849432371617e-10,4.1559357607009975e-11,1.4713187564187904e-10,50236.68070386843,2.1558363521771872e-11,7.560981929212667e-11,6.94201745130248e-11,20842.04486134919,5.903355924218498e-11,6.406133165891703e-11,8.944514984542227e-11,74778.44926505935,1.0954958887268438e-11,1.3356332407052375e-10,5.451790118285988e-11,5855.66074821394,9.309896305848551e-10,1.6848491876797953e-11,2.643448110506559e-11,1.519591767867056e-9,3.1893947524147245e-10,2.2512956381687913e-11,4.5375947481501186e-12,3.5695687187171025e-11,9.684092311230776e-12,2.1576501745833331e-10,2.3222076346293908e-12,9298.3840488894,4.8958566629390756e-12,2.5552609105969926e-11,1012.2098450799872,1.9547409420973735e-10,7420.0434897729865,1.1700107950743446e-10,2.0166363366439155e-10,1.297269610169386e-10,6.069254142248304e-11,4857.7330851209845,1250.902235123776,1.2481176576570004e-10,8.242221191064835e-11,9.637925642947378e-11,805.1044703899877,6.875994721857562e-11
5672,306.74743893695637,0.0,2.3307385723246756e-12,2.593898301384458e-12,1.4255623733923767e-12,2.4783558886843966e-12,1.3723701215489966e-12,1.513642919374106e-12,2439.999999999964,17770.20799999998,1402.7957495591872,31.255341239231996,1384.839813761987,1185.469883736278,0.0,2.108377697220629e-12,2.329089132003001e-12,9.087284563277532e-13,1.3740905993926321e-12,1.5199751527511625e-12,3395.6999999999643,2104.699999999961,2616.749165636487,320.879581141372,383.01867604558777,1503.070488108306,0.0,2.450754232832758e-12,2.3408070424623707e-12,2.5872538587473676e-12,1.7605597621647582e-12,1.4307472429801499e-12,1.468299270798141e-12,33632.28799999983,2227.999999999968,54.28675248375,5850.640796169387,36902.58951565607,2.9156666037108363e-12,1.673460338138816e-12,6.777322510264453e-11,8.126197110018412e-11,10852.892844823686,2.89936872892436e-12,1.669197947269071e-12,6.778173966668476e-11,8.26542652670219e-11,21283.524043622197,2.888107596673002e-12,1.6664564753154207e-12,6.836694072531589e-11,6.74684696304953e-11,3.4827651300269156e-13,7.331171691547955e-10,6.182427586210177e-11,2.1946713524072383e-10,83076.83655474106,6.695919912426759e-11,1.0168069122805953e-10,9.376753817147177e-11,36583.883894825485,6.015807609337158e-11,8.164786840406548e-11,8.048076110397864e-11,114596.0667349522,3.47672029685218e-11,1.8984349191528586e-10,6.848927611299476e-11,7890.995311780869,8.86550673523641e-10,2.5310435579367415e-11,4.442678054068444e-11,1.7041050144599967e-9,2.3904105404018954e-10,2.1614218622970117e-11,8.922524022730021e-13,3.0335755698495615e-11,2.703418104008935e-12,1.1277276444534536e-10,5.22283837317928e-13,6552.353762379114,2.170415068647347e-12,6.64204901909314e-12,1029.0030228959865,1.8480690968784948e-10,6864.796268931987,5.1221658955156154e-11,1.8347222851575004e-10,1.0677511581012758e-10,5.253228158066054e-11,4803.2403949979835,1274.5256226174197,1.191031880449456e-10,8.453145875192983e-11,9.09666863851638e-11,866.2552124819874,6.895682963434996e-11
