t,SE_Electrolyzer_H2Gen,MIDAT_Electrolyzer_H2Gen,NE_Electrolyzer_H2Gen,SE_Large_SMR_wCCS_96pct_H2Gen,MIDAT_Large_SMR_wCCS_96pct_H2Gen,NE_Large_SMR_wCCS_96pct_H2Gen,SE_ATR_wCCS_94pct_H2Gen,MIDAT_ATR_wCCS_94pct_H2Gen,NE_ATR_wCCS_94pct_H2Gen,SE_Above_ground_storage_H2Gen,MIDAT_Above_ground_storage_H2Gen,NE_Above_ground_storage_H2Gen
5630,18692.38474788556,6019.951335150573,3.837951387518522e-9,1.067211399149236e-9,2601.5013082269224,1811.999999996476,3.282175227787015e-10,4.034610074194333e-10,3.2761930338766705e-10,3.146891841025864e-10,3.574998194310125e-10,4.018708592797441e-10
5631,18692.384747885557,6019.951335150572,3.83770461469078e-9,1.0838873682145752e-9,2601.5013082269597,1811.9999999964755,3.3984026396157734e-10,4.190026614770658e-10,3.2796263576731355e-10,3.083021451610016e-10,3.4912985832264477e-10,3.9695368102477815e-10
5632,18692.384747885557,6019.95133515057,3.837776772975293e-9,1.1049410104720756e-9,2601.501308226926,1811.999999996479,3.5484781750935135e-10,4.3949650259696683e-10,3.284006393023757e-10,3.110612235128997e-10,3.520200009259194e-10,3.5940812792974373e-10
5633,2076.931638653972,668.8834816834157,4.355373422569156e-10,1.1523946870171247e-9,2601.501308227088,1811.9999999964862,3.848003735170885e-10,4.829945201112569e-10,3.2851211616248334e-10,12694.068361345862,4095.615210091142,4.266969063103797e-9
5634,2076.931638653971,668.8834816834157,4.337715065186684e-10,1.156855356112307e-9,2601.5013082271958,1811.9999999964891,3.881118433738265e-10,4.862812535456295e-10,3.275542088982396e-10,12694.068361345697,4095.615210090415,4.548058789605172e-9
5635,2076.931638653971,668.8834816834157,4.3472356941852197e-10,1.159875597855937e-9,2601.501308226951,1811.9999999964946,3.9294170974101617e-10,4.916262532259285e-10,3.325491448037452e-10,12694.068361345699,4095.615210090732,4.501707695335755e-9
5636,2076.931638653971,668.8834816834157,4.347237165971342e-10,1.1614865937623036e-9,2601.5013082272117,1811.99999999649,3.9723926269896407e-10,4.963589317872861e-10,3.3750602495695164e-10,12694.068361345697,4095.6152100905306,4.480495986839877e-9
5637,2076.931638653971,668.8834816834157,4.3472370219097435e-10,1.1625511199750978e-9,2601.5013082270075,1811.9999999965025,4.012593595698623e-10,5.007726475412665e-10,3.440468744740816e-10,12694.068361345671,4095.615210090486,4.44685401207369e-9
5638,2076.9316386539854,668.8834816834302,4.386474682471269e-10,1.1649216985276126e-9,2601.501308227073,1811.9999999964189,4.0731448691809265e-10,5.078019440260761e-10,3.541520655949398e-10,12694.068361344775,4095.61521008929,3.694361953188714e-9
5639,18692.384747885717,6019.951335150721,3.869324018080537e-9,1.165611232290819e-9,2601.501308227107,1811.9999999965275,4.104785140591457e-10,5.112499671651967e-10,3.6314211644135153e-10,1.498050751937061e-10,1.4075420704334203e-10,3.7841034593507e-10
5640,18692.384747885717,6019.95133515072,3.870155753288884e-9,1.1657272622389726e-9,2601.5013082270957,1811.9999999965275,4.125073429094613e-10,5.134258313913478e-10,3.69282208371185e-10,1.505795416661398e-10,1.3556987405399312e-10,3.8491824085227993e-10
5641,18692.384747885717,6019.951335150721,3.8701695108514e-9,1.1655871249746531e-9,2601.501308227104,1811.9999999965323,4.1401427984335054e-10,5.150571188341045e-10,3.74068892339842e-10,1.4846869835236244e-10,1.3615962410954626e-10,3.8303607055498e-10
5642,18692.384747885717,6019.951335150721,3.87015280446251e-9,1.165375145177266e-9,2601.5013082270975,1811.999999996533,4.1516107100536705e-10,5.163025495847133e-10,3.7789436264896625e-10,1.475747571741919e-10,1.3477964288239865e-10,3.8460919027865956e-10
5643,18692.384747885717,6019.95133515072,3.870143584464616e-9,1.1651863056118148e-9,2601.5013082270984,1811.9999999965323,4.1603945807427904e-10,5.172654597710029e-10,3.809810382935867e-10,1.477071474248003e-10,1.322875892206937e-10,3.883764144289452e-10
5644,18692.384747885717,6019.95133515072,3.870122618171775e-9,1.1650519699491585e-9,2601.501308227086,1811.9999999965291,4.167078886743e-10,5.180223434460134e-10,3.834652929973358e-10,1.4872549075234386e-10,1.3535534869979642e-10,3.8565332520610646e-10
5645,18692.38474788572,6019.951335150723,3.87005419378735e-9,1.1649597846005851e-9,2601.5013082271016,1811.9999999965298,4.172027377444578e-10,5.186004850908757e-10,3.8543931673701494e-10,1.484106618086526e-10,1.3559259048286958e-10,3.827811802973754e-10
5646,18692.384747885717,6019.951335150725,3.8700215259812834e-9,1.1649005908316754e-9,2601.501308227095,1811.9999999965282,4.1755324503619587e-10,5.1903791998985e-10,3.869616865088781e-10,1.486240602989596e-10,1.368789868225741e-10,3.7669560097919485e-10
5647,18692.384747885717,6019.951335150721,3.870055969558776e-9,1.1648775965536298e-9,2601.5013082271003,1811.9999999965246,4.1778109776400163e-10,5.193607328093351e-10,3.88091618476469e-10,1.4799278941079394e-10,1.3879346202577532e-10,3.758909862169977e-10
5648,18692.384747885717,6019.951335150721,3.871021117398728e-9,1.1649594995783268e-9,2601.5013082270916,1811.9999999965307,4.179145618785248e-10,5.195928933124576e-10,3.888790870958936e-10,1.5005995658594688e-10,1.4018305047312181e-10,3.75794486918815e-10
5649,18692.384747885717,6019.951335150721,3.871009306720169e-9,1.1650693490633958e-9,2601.5013082271007,1811.9999999965282,4.179470671258343e-10,5.197300463711827e-10,3.893490401842037e-10,1.5081963765322799e-10,1.397113088380976e-10,3.7310325295278853e-10
5650,18692.384747885717,6019.951335150721,3.8710142744210195e-9,1.165186264098751e-9,2601.501308227095,1811.9999999965294,4.179012041949939e-10,5.198001804765897e-10,3.895634568483755e-10,1.4963576424636574e-10,1.399375693162349e-10,3.741146384586911e-10
5651,18692.384747885717,6019.95133515072,3.871011585905512e-9,1.165337550274795e-9,2601.5013082270957,1811.999999996536,4.177959895548176e-10,5.198177636436062e-10,3.8955657152885205e-10,1.490892110899555e-10,1.4023899796588994e-10,3.7252692104849794e-10
5652,18692.384747885717,6019.95133515072,3.871013494466721e-9,1.1655616533843478e-9,2601.5013082271093,1811.999999996534,4.176441095677468e-10,5.197950762339302e-10,3.893672958683677e-10,1.4832607231531688e-10,1.3977228538335083e-10,3.720463075850617e-10
5653,18692.384747885717,6019.951335150721,3.871013720703696e-9,1.1658181720890373e-9,2601.5013082271,1811.9999999965344,4.1745525390531355e-10,5.197474340041563e-10,3.8902403421121856e-10,1.4804156560611383e-10,1.4197233974720702e-10,3.6930037091149095e-10
5654,18692.384747885717,6019.951335150721,3.871014001023915e-9,1.1660449844522203e-9,2601.5013082270925,1811.999999996534,4.1723503602145495e-10,5.196810750647508e-10,3.885421408924215e-10,1.4873759483832616e-10,1.4707908747832946e-10,3.66365912053849e-10
5655,18692.384747885717,6019.951335150721,3.871032056760142e-9,1.1661114496831727e-9,2601.5013082270984,1811.9999999965326,4.1698276310134975e-10,5.195932343872816e-10,3.8793330679824315e-10,1.4962387061827992e-10,1.5277353436137292e-10,3.684930447193025e-10
5656,18692.384747885717,6019.951335150721,3.869681145662584e-9,1.1659786381690232e-9,2601.5013082271007,1811.9999999965275,4.166797456403904e-10,5.19477728204561e-10,3.871765741367029e-10,1.4489488225347168e-10,1.6413562380015443e-10,3.569802216002513e-10
5657,2076.9316386539713,1135.2824835460774,3.854413753686967e-9,1.1658425058876724e-9,2601.5013082270957,1811.9999999965187,4.165230521439363e-10,5.19508172883781e-10,3.863070531483545e-10,12694.068361345944,3629.2162082266595,3.8979214058929823e-10
5658,2076.931638653971,668.8834816834155,4.3365771846207593e-10,1.1633224993001002e-9,2601.501308227079,1811.9999999964737,4.1306372922392797e-10,5.154272954024963e-10,3.8073532317132693e-10,12694.068361345688,4095.61521009043,4.470604768086132e-9
5659,2076.9316386539713,668.88348168345,3.8544805688525904e-9,1.1635961977837567e-9,2601.5013082271234,1811.9999999965175,4.1403228040072304e-10,5.188471682376964e-10,3.8651266118472354e-10,12694.068361345373,4095.615210089409,3.887524032626118e-10
5660,2076.9316386539713,987.0315722859331,3.8557429892191755e-9,1.163507549636132e-9,2601.501308227096,1811.9999999965223,4.1400275602073766e-10,5.18975714620326e-10,3.877268137871924e-10,12694.068361345342,3777.4671194869284,3.7013001520423974e-10
5661,2076.9316386539713,834.7863706134433,3.85568217735588e-9,1.1637308561163667e-9,2601.501308227095,1811.9999999965291,4.1411825480695057e-10,5.19007485637155e-10,3.8887137179767593e-10,12694.068361345322,3929.7123211593885,3.6116739488826727e-10
5662,2079.0813682628814,1082.8000365025941,3.869790350625701e-9,1.1652205069832393e-9,2601.5013082271003,1811.9999999965244,4.159430725826034e-10,5.190342713836053e-10,3.9008423028183877e-10,12691.9186317359,3681.69865527017,3.6288770248907607e-10
5663,18692.38474788571,6019.951335150716,3.869810850204069e-9,1.1654020807121153e-9,2601.501308227093,1811.9999999965332,4.1625203129875605e-10,5.191150480205229e-10,3.9119216831094643e-10,1.451535596555544e-10,1.3576746119064757e-10,3.6357752076503605e-10
5664,18692.384747885717,6019.951335150721,3.870167543339418e-9,1.1655390380949087e-9,2601.5013082270975,1811.9999999965382,4.166003306897359e-10,5.192767139508117e-10,3.9232764478267885e-10,1.4947551925390708e-10,1.3610762684162789e-10,3.7023044249645985e-10
5665,18692.384747885717,6019.951335150721,3.8701872862454284e-9,1.165456369383748e-9,2601.501308227099,1811.999999996532,4.1679879428679863e-10,5.192936332585691e-10,3.9352433869343855e-10,1.4773492103584234e-10,1.3796062726609076e-10,3.6842324412511463e-10
5666,18692.384747885717,6019.951335150722,3.870220403799266e-9,1.1653216430335368e-9,2601.501308227108,1811.9999999965346,4.1697190739462864e-10,5.192941201705654e-10,3.948417758482664e-10,1.47369434521179e-10,1.3756987365474713e-10,3.698564175657081e-10
5667,18692.384747885717,6019.95133515072,3.870263580208154e-9,1.1652129648016314e-9,2601.5013082271007,1811.9999999965369,4.171182980771896e-10,5.192763005283205e-10,3.963403322856078e-10,1.4739633630686975e-10,1.3480950145615158e-10,3.73636885299795e-10
5668,18692.384747885717,6019.951335150721,3.870289740007373e-9,1.1651644308911207e-9,2601.5013082270934,1811.999999996533,4.172342606887476e-10,5.192478483430461e-10,3.980321207949933e-10,1.4841209868658945e-10,1.374353653571183e-10,3.6975749902056036e-10
5669,18692.384747885717,6019.951335150721,3.870328913824443e-9,1.1651508940025091e-9,2601.5013082270966,1811.9999999965332,4.1730780900577465e-10,5.191840628120523e-10,3.999072060414397e-10,1.4750276462312899e-10,1.3674330521840957e-10,3.6900397030684593e-10
5670,18692.384747885717,6019.95133515072,3.870053823866874e-9,1.1651747362327916e-9,2601.5013082270825,1811.999999996532,4.173270904007246e-10,5.190725793284147e-10,4.019360333542315e-10,1.4558056161697363e-10,1.3343089532487423e-10,3.6529906187844137e-10
5671,18692.384747885717,6019.951335150721,3.8700787928589965e-9,1.1652648666038511e-9,2601.501308227103,1811.999999996527,4.172936280484562e-10,5.18929054385367e-10,4.0410712510948395e-10,1.4934569030239163e-10,1.4008085850786337e-10,3.5489966122006485e-10
5672,18692.384747885717,6019.951335150721,3.870136308908041e-9,1.1654097526187706e-9,2601.5013082270907,1811.9999999965294,4.171875304278769e-10,5.187166177810529e-10,4.0640883436683835e-10,1.5109559273783874e-10,1.4044719491464978e-10,3.51943022466023e-10
5673,18692.384747885717,6019.9513351507185,3.870222312169188e-9,1.1655642292265134e-9,2601.501308227099,1811.9999999965312,4.1698476454419714e-10,5.184294030210061e-10,4.0886037103379344e-10,1.504299346714903e-10,1.387459109780496e-10,3.5315193294974765e-10
5674,18692.384747885717,6019.951335150719,3.870291858962868e-9,1.1657581616657955e-9,2601.5013082271203,1811.9999999965335,4.1668943234665523e-10,5.180435910401056e-10,4.114838356408426e-10,1.5052663111131434e-10,1.401861969787356e-10,3.440480125596024e-10
5675,18692.384747885717,6019.95133515072,3.87040381931888e-9,1.1660078854236612e-9,2601.5013082270957,1811.9999999965335,4.1629022650418264e-10,5.175764689610339e-10,4.143263289038164e-10,1.5000954358926468e-10,1.3948644368357184e-10,3.3950209055890425e-10
5676,18692.384747885717,6019.951335150721,3.870571502870888e-9,1.1663323760185333e-9,2601.5013082270975,1811.9999999965441,4.157709210500555e-10,5.170008505811865e-10,4.174423696331835e-10,1.4887888925423066e-10,1.3638530628635051e-10,3.3820822107146e-10
5677,18692.38474788572,6019.951335150722,3.87077570205585e-9,1.1667289030346165e-9,2601.501308227099,1811.9999999965505,4.1511166612968206e-10,5.163090452872641e-10,4.2090638630552853e-10,1.4915645728996428e-10,1.385899752836977e-10,3.235516381368046e-10
5678,18692.384747885717,6019.95133515072,3.870801515518501e-9,1.1671511438716254e-9,2601.501308227107,1811.9999999965628,4.142778705147538e-10,5.154586553617565e-10,4.248878881019353e-10,1.4900167857709822e-10,1.3787629349523483e-10,3.189820641434303e-10
5679,18692.384747885717,6019.9513351507185,4.3878786211174953e-10,1.1674785253850676e-9,2601.50130822709,1811.9999999965812,4.1321961995620255e-10,5.144468008134942e-10,4.336852035944679e-10,1.469083458602145e-10,1.700793669594605e-10,1.3114964475400856e-9
5680,18692.384747885717,6019.951335150721,4.3492487116258055e-10,1.1676727332012052e-9,2601.501308227099,1811.9999999965842,4.1184882988076216e-10,5.131316308820064e-10,4.3670824176968106e-10,1.3726882290693177e-10,1.6971080939492683e-10,4.077446286576815e-9
5681,10705.697362539431,2705.748857996952,4.3492591423565204e-10,1.167957132626163e-9,2601.501308227083,1811.9999999965912,4.1027372473776795e-10,5.116163150662901e-10,4.3861175494581777e-10,4065.3026374597684,2058.749833776207,4.0890607786946115e-9
5682,2076.9316386539717,668.8834816834167,4.349262514211418e-10,1.166549542448497e-9,2601.501308227121,1811.9999999965871,4.0625478583320904e-10,5.074023985292493e-10,4.38198300250751e-10,12694.068361345253,4095.6152100900104,3.7150013055539893e-9
5683,2076.9316386539717,668.8834816834167,4.349264959548391e-10,1.1659477814737256e-9,2601.5013082270702,1811.9999999965892,4.035078486992895e-10,5.049009113080049e-10,4.3938331572177295e-10,12694.068361345278,4095.6152100900363,3.714642285813223e-9
5684,2076.9316386539717,668.8834816834167,4.349265844099942e-10,1.1650034720511765e-9,2601.501308227042,1811.9999999965828,4.003320916045684e-10,5.021115308234731e-10,4.4052346360013684e-10,12694.068361345284,4095.6152100900827,3.713221399215376e-9
5685,2076.9316386539717,668.8834816834167,4.349265276371635e-10,1.1632135860278986e-9,2601.501308227066,1811.999999996597,3.9649583014222234e-10,4.988917045505078e-10,4.4163604769388587e-10,12694.068361345282,4095.6152100900617,3.708438185760587e-9
5686,2076.9316386539717,668.8834816834167,4.349321795390637e-10,1.1599138550746213e-9,2601.5013082270684,1811.9999999965894,3.915933384304037e-10,4.950296893896267e-10,4.4274500729390897e-10,12694.068361345271,4095.6152100900954,3.6911481603412497e-9
5687,10718.580319659053,3282.890892186627,3.8856935301242775e-9,1.1540411900912637e-9,2601.5013082270007,1811.9999999965967,3.858236364582545e-10,4.915614299793937e-10,4.454678210390007e-10,4052.4196803397986,1481.6077995862333,2.6862490493131747e-10
5688,18692.38474788554,6019.95133515069,3.885687991023955e-9,1.1054057803147621e-9,2601.501308227002,1811.999999996592,3.5554696577772023e-10,4.749336986385658e-10,4.4629378211778544e-10,3.1419186602353857e-10,2.5837164191140277e-10,2.1084799121426923e-10
5689,18692.38474788554,6019.951335150691,3.885686621409052e-9,1.0839729193031224e-9,2601.5013082270198,1811.9999999965985,3.401098231308559e-10,4.666961157260555e-10,4.4693690033220696e-10,3.197225539983658e-10,2.6285694569094603e-10,2.117525219962517e-10
5690,18692.38474788556,6019.95133515069,3.885686841081105e-9,1.0671045185999764e-9,2601.5013082270407,1811.9999999965926,3.2799937161202316e-10,4.595053577825265e-10,4.4740767143810273e-10,3.1803014754759755e-10,2.6517079394201397e-10,2.1366985962741344e-10
5691,18692.38474788556,6019.951335150692,3.885685494153361e-9,1.0546625069947089e-9,2601.5013082270075,1811.9999999965896,3.1775781986504285e-10,4.5288524484478156e-10,4.4772768072437025e-10,3.2341243027572416e-10,2.66197222190842e-10,2.138577962383435e-10
5692,18692.384747885546,6019.951335150692,3.885684906072948e-9,1.0513278214428997e-9,2601.5013082269975,1811.9999999965903,3.0874925101258323e-10,4.4658873817556964e-10,4.4791109687800297e-10,3.320872460836411e-10,2.6981995649328446e-10,2.142668906841952e-10
5693,18692.384747885546,6019.951335150692,3.885682602342054e-9,1.0500726291546456e-9,2601.501308226993,1811.9999999965887,3.006429520890522e-10,4.404397956002395e-10,4.4796046799988627e-10,3.306329665400214e-10,2.712407705886837e-10,2.1298504928246298e-10
5694,18692.384747885546,6019.951335150692,3.88568478556001e-9,1.0496344221798722e-9,2601.5013082269943,1811.9999999965903,2.9324523355736436e-10,4.3427687163600535e-10,4.4787971706193646e-10,3.310307414257833e-10,2.726450575459536e-10,2.1520336907318133e-10
5695,18692.384747885564,6019.951335150692,3.885682016144072e-9,1.0495448778611187e-9,2601.5013082269998,1811.9999999965917,2.864344862019338e-10,4.279618433636291e-10,4.476589688652737e-10,3.3543999289394415e-10,2.8890359664343835e-10,2.1268227002741704e-10
5696,18692.384747885615,6019.951335150697,3.885681835541804e-9,1.0495389623461673e-9,2601.5013082269998,1811.9999999965942,2.8014047252308383e-10,4.2131234778556315e-10,4.47299333096633e-10,3.230958245605954e-10,2.935116021901949e-10,2.1221861034472256e-10
5697,18692.384747885615,6019.951335150697,3.885687104795062e-9,1.0495465004657104e-9,2601.501308227014,1811.9999999965887,2.7431194904824336e-10,4.14126318654876e-10,4.4679872574756697e-10,3.2469318348585237e-10,2.8963790563304667e-10,2.1618805052976064e-10
5698,18692.384747885615,6019.951335150696,3.885683319865513e-9,1.0494887632301233e-9,2601.5013082269993,1811.9999999965928,2.6894290532691907e-10,4.063557242191386e-10,4.4614321555390746e-10,3.2561743564164225e-10,2.956823468088128e-10,2.1184163085259813e-10
5699,18692.384747885615,6019.951335150696,3.885684190996916e-9,1.0492708832140632e-9,2601.501308226994,1811.9999999965903,2.6404012343767625e-10,3.9819250667463386e-10,4.4533099361052743e-10,3.261610938716031e-10,2.9427874356620957e-10,2.1125316193461388e-10
5700,18692.384747885615,6019.951335150696,3.885688016353677e-9,1.0487020207273362e-9,2601.501308226986,1811.999999996591,2.5959829043788025e-10,3.8977571123836996e-10,4.443437266306741e-10,3.2564132639682985e-10,2.8793931500680613e-10,2.1280323691260848e-10
5701,18692.384747885615,6019.951335150696,3.885684679181723e-9,1.047378310366053e-9,2601.5013082270125,1811.9999999965958,2.5554986883857095e-10,3.8110874816895507e-10,4.431453491707004e-10,3.250554201073829e-10,2.914091087606321e-10,2.0773068881256e-10
5702,18692.384747885615,6019.951335150696,3.885686791803994e-9,1.0444169262192974e-9,2601.5013082270084,1811.9999999965921,2.5147243582943065e-10,3.719298333482789e-10,4.4169397175687993e-10,3.251691329965045e-10,2.927192699805576e-10,2.0681406088603123e-10
5703,18692.384747885615,6019.951335150696,3.8856406650775045e-9,1.037829441296678e-9,2601.5013082269975,1811.9999999965878,2.4718825655729766e-10,3.618532758838617e-10,4.3990239003208695e-10,3.265238113239533e-10,2.8972287841177793e-10,2.069544347727235e-10
5704,18692.384747885615,6019.951335150697,4.3558705298356084e-10,1.0228973645307553e-9,2601.5013082269807,1811.9999999966215,2.425669096635246e-10,3.5025952320120616e-10,4.3772744569708386e-10,3.304809625994176e-10,3.01053756583407e-10,3.939954521313294e-9
5705,18692.384747885568,6019.951335150693,4.329245734286033e-10,9.996708437718093e-10,2601.501308226937,1811.9999999967197,2.374686738012094e-10,3.3587040774025415e-10,4.2199419802480644e-10,3.568193498224948e-10,3.424876562802894e-10,4.242991847483648e-9
5706,2076.9316386539754,668.8834816834157,4.3336171030521275e-10,9.631009065036846e-10,2601.5013082271685,1811.9999999964912,2.3146166832279697e-10,3.1339063849866517e-10,4.2779615891462697e-10,12694.06836134579,4095.6152100910977,4.239199403968819e-9
5707,2076.9316386539704,668.883481683415,4.3341311198659103e-10,9.045248812003666e-10,2456.973457769876,1811.999999996585,2.247504914334059e-10,3.047611354228367e-10,4.275085646704167e-10,12694.068361346173,4240.143060548037,4.243314978048726e-9
5708,2076.9316386539754,668.8834816834157,4.341921218376219e-10,9.52713090615542e-10,2601.501308226718,1811.9999999965512,2.2986496220745998e-10,3.0676765097658405e-10,4.298720104755413e-10,12694.068361345846,4095.615210091661,4.097193358772151e-9
5709,2076.9316386539754,668.8834816834157,4.341918573094638e-10,9.799572950056654e-10,2601.501308226729,1811.9999999965935,2.335502228326509e-10,3.1076883869705447e-10,4.295574264664532e-10,12694.068361345766,4095.6152100912623,4.043234686477481e-9
5710,2076.9316386539754,668.8834816834162,4.351940918840067e-10,1.006851265674087e-9,2601.501308226829,1811.9999999965821,2.37618630299887e-10,3.213232239074501e-10,4.30162212630164e-10,12694.06836134568,4095.6152100914887,3.6461988446260046e-9
5711,11707.323860363822,6019.951335150675,3.879489428668004e-9,1.0343397971771114e-9,2601.501308227058,1811.9999999965828,2.425092185017206e-10,3.405478615180049e-10,4.291119232424441e-10,3063.6761396357297,3.0397193915900055e-10,2.1558030918422443e-10
5712,18692.384747885564,6019.951335150692,3.880953213827483e-9,1.0423582415819376e-9,2601.5013082268893,1811.9999999965767,2.4612419794029455e-10,3.5379773613110316e-10,4.288266007779083e-10,3.4214185943303933e-10,2.863368330322925e-10,2.2338145727387946e-10
5713,16218.470069309067,9397.755132498818,4.090602525627514e-12,1.4679956100932993e-12,1.5529642623004594e-12,1812.0000000000177,5.872984694217233e-13,5.912933985112191e-13,7.902360157914098e-13,1.5043406419284697e-12,1.5051346177151226e-12,9.164433517623915e-13
5714,15881.775235781068,9397.384250510955,4.086751889999579e-12,1.4306652321611603e-12,1.5150290271055003e-12,1811.9999999999989,5.692897910185305e-13,5.731857111811546e-13,7.72819558983389e-13,1.4992068532575736e-12,1.5029412775089503e-12,9.294964626811734e-13
5715,15650.69615922707,9395.426634283758,4.0836676978971384e-12,1.404371735652287e-12,1.4880139911783255e-12,1811.9999999999975,5.548029244258069e-13,5.586040805215149e-13,7.573288974734632e-13,1.5012162250705486e-12,1.5025823969057064e-12,9.383186094525388e-13
5716,15560.714698718584,9392.808112392357,4.083425598731562e-12,1.3972575104669753e-12,1.4807361820118828e-12,1812.000000000023,5.429126382984484e-13,5.466094352618074e-13,7.435590013628202e-13,1.4998868676587002e-12,1.5024934692681616e-12,9.454582174041045e-13
5717,15202.408613242558,9391.675638426279,4.0833890982977474e-12,1.3971104700442076e-12,1.4803394117841727e-12,1812.0000000000064,5.330316997557008e-13,5.366215709532507e-13,7.312634395664335e-13,1.502588671546047e-12,1.4999190675247888e-12,9.510165520039454e-13
5718,15297.414884762293,9406.092308515264,4.0814932513277296e-12,1.4000878499891313e-12,1.483316979135487e-12,1811.9999999999975,5.24815988759834e-13,5.283035804414084e-13,7.203269567385584e-13,1.501324729467856e-12,1.505694327429963e-12,9.573789758879892e-13
5719,19041.52703856582,9470.571428571428,4.0802263645223005e-12,1.40617962251857e-12,1.4898058492492776e-12,1811.999999999998,5.184437055586563e-13,5.218399352444297e-13,7.107830462895655e-13,6.732562651666084e-13,7.074950841923653e-13,9.586091961970246e-13
5720,19041.52703856582,9470.571428571428,4.078142042499054e-12,1.4089899602205768e-12,1.4926562253700685e-12,1811.9999999999982,5.124600497406065e-13,5.157068375518023e-13,7.024361783922359e-13,6.682778917111118e-13,7.025266539951017e-13,9.637087444328754e-13
5721,19041.52703856582,9470.571428571428,4.075824041792457e-12,1.4102492041852618e-12,1.493948134207533e-12,1811.9999999999973,5.072028911282928e-13,5.102945890193246e-13,6.954501905894977e-13,6.673930313860518e-13,7.014540084861952e-13,9.672343422974605e-13
5722,19041.52703856582,9470.571428571428,4.073104178487494e-12,1.4110928141498022e-12,1.4947059264852196e-12,1812.0000000000098,5.027502953055702e-13,5.056785903236395e-13,6.898632061724089e-13,6.668931614992523e-13,7.007205719206149e-13,9.715713460671785e-13
5723,19041.52703856582,9470.571428571428,4.070634122955728e-12,1.4113508349649476e-12,1.4949334171767155e-12,1811.9999999999827,4.990192533797752e-13,5.018024542338017e-13,6.85548754382939e-13,6.678644906624358e-13,7.015691220245531e-13,9.746463497100938e-13
5724,19041.52703856582,9470.571428571428,4.071001791654265e-12,1.4113755782393815e-12,1.4949936115653745e-12,1811.9999999999843,4.959627062046332e-13,4.986281995941247e-13,6.820129144754695e-13,6.699261004456385e-13,7.036488845447144e-13,9.748815685884991e-13
5725,19041.52703856582,9470.571428571428,4.034462033276515e-12,1.411622284584827e-12,1.4951787709787097e-12,1811.9999999999911,4.935717987169628e-13,4.961173619046666e-13,6.79015317576974e-13,6.71439674690084e-13,7.048890255313043e-13,9.923967032821652e-13
5726,19041.52703856582,9470.571428571428,5.850246632765104e-13,1.4110801412206432e-12,1.4945630286636677e-12,1811.9999999999966,4.913602841460748e-13,4.937965426611171e-13,6.762755460684249e-13,6.748925609643171e-13,7.100571822326695e-13,2.7733952382127287e-12
5727,19041.52703856582,9470.571428571428,5.632437214203394e-13,1.409499856049062e-12,1.4928098687233348e-12,1811.9999999999975,4.891695675804442e-13,4.914883481254477e-13,6.741934605790579e-13,6.808227801985036e-13,7.17069384657338e-13,2.800433377733979e-12
5728,19041.52703856582,9470.571428571428,5.698795905424419e-13,1.4068072083178434e-12,1.4897002351613974e-12,1811.9999999999932,4.86966951649149e-13,4.89146191833111e-13,6.725924891807517e-13,6.909952337567726e-13,7.279115728668214e-13,2.810515903483783e-12
5729,19041.527038565684,9406.347271519933,5.748560195916174e-13,1.4012793639040002e-12,1.4833508037840272e-12,1811.9999999999907,4.842986278689745e-13,4.863232101554068e-13,6.714142323039118e-13,1.4875788845034827e-12,1.5012237804797936e-12,2.8113988749691767e-12
5730,12668.085757394356,1052.285714285764,5.784827838420679e-13,1.399668646030413e-12,1.4813373941946323e-12,1811.9999999999939,4.825823157964304e-13,4.844785919107491e-13,6.705938282605663e-13,2102.9142426056437,6313.714285714236,2.812190216141172e-12
5731,2115.7252265073143,1052.2857142857151,5.770272282678028e-13,1.3986155110585077e-12,1.4798854516093183e-12,1811.9999999999995,4.813594543634034e-13,4.83151831079869e-13,6.70267388897758e-13,12655.274773492687,6313.7142857142835,2.8161102106927646e-12
5732,9395.978498720955,1052.285714285752,5.755348243129685e-13,1.3984649049990813e-12,1.4794771891898848e-12,1811.999999999996,4.806181139144159e-13,4.823540737039668e-13,6.703942582423738e-13,5375.021501279047,6313.714285714248,2.8218989922573622e-12
5733,10186.891860395242,1052.2857142857627,5.890857862463834e-13,1.3984444659902092e-12,1.4792535244608103e-12,1811.9999999999964,4.802660615729988e-13,4.819695016011157e-13,6.70851071376468e-13,4584.108139604754,6313.714285714237,2.7141551856342023e-12
5734,12256.347115250486,1052.285714285802,3.995423631795342e-12,1.3982175489110057e-12,1.4787821179072367e-12,1812.000000000014,4.802975654412832e-13,4.819885346421496e-13,6.722192505234003e-13,2514.652884749516,6313.714285714198,1.0152136349911191e-12
5735,13570.549196990944,7365.999999999993,4.060327393827235e-12,1.3971760689219848e-12,1.4773191382665419e-12,1811.9999999999884,4.805940254082858e-13,4.822806981998662e-13,6.734259171467998e-13,1200.4508030090585,7.197080724769395e-12,9.92314318278157e-13
5736,15203.271270733148,7838.799041326978,4.075513365280527e-12,1.3943039789289325e-12,1.4747287046484137e-12,1811.999999999989,4.810444994331062e-13,4.827952213338027e-13,6.746203047015221e-13,1.4871549786749943e-12,1.4998777337818633e-12,9.870744367633842e-13
5737,15259.601115129066,9387.544587557171,4.067152500421861e-12,1.3930645469639856e-12,1.4735966743525258e-12,1811.999999999994,4.81920793909924e-13,4.837119066557292e-13,6.757542223209005e-13,1.4938858047136522e-12,1.4953162540699814e-12,9.92234800707539e-13
