Time_Index,solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,float_offshore_wind_2,comm_solar_pv_2,res_solar_pv_2,floating_offshore_wind_2
44,0,0.480496743,1,0.616422469,1,1,0.552743642,1,0.400059561,0,0,0.616422469
45,0,0.436106307,1,0.807757848,1,1,0.552743642,1,0.586185467,0,0,0.807757848
46,0,0.546945404,1,0.8174219,1,1,0.552743642,1,0.602685559,0,0,0.8174219
47,0,0.48835598,1,0.798952848,1,1,0.552743642,1,0.593257901,0,0,0.798952848
48,0,0.468393981,1,0.835078448,1,1,0.552743642,1,0.705264628,0,0,0.835078448
49,0,0.562582854,1,0.88572124,1,1,0.552743642,1,0.734913306,0,0,0.88572124
50,0,0.522941295,1,0.931776935,1,1,0.552743642,1,0.76797068,0,0,0.931776935
51,0,0.483224491,1,0.955476553,1,1,0.552743642,1,0.780740792,0,0,0.955476553
52,0,0.412242215,1,0.959554552,1,1,0.552743642,1,0.737332297,0,0,0.959554552
53,0,0.379542167,1,0.939027891,1,1,0.552743642,1,0.653347177,0,0,0.939027891
54,0,0.350414068,1,0.896955486,1,1,0.552743642,1,0.604221369,0,0,0.896955486
55,0,0.335714837,1,0.875609746,1,1,0.552743642,1,0.505410193,0,0,0.875609746
56,0.031698179,0.379143837,1,0.829286147,1,1,0.552743642,1,0.418055053,0.018566076,0.016867959,0.829286147
57,0.339169504,0.375146022,1,0.760215314,1,1,0.552743642,1,0.334049281,0.198656422,0.18048663,0.760215314
58,0.582075745,0.311261784,1,0.640443068,1,1,0.552743642,1,0.28781147,0.340930077,0.309747453,0.640443068
59,0.801119381,0.24050894,1,0.490973644,1,1,0.552743642,1,0.218620341,0.469227063,0.42630996,0.490973644
60,0.860029674,0.208151999,1,0.362759404,1,1,0.552743642,1,0.287060301,0.503731663,0.457658652,0.362759404
61,0.911619439,0.152890442,1,0.281289368,1,1,0.552743642,1,0.186165959,0.533948526,0.485111777,0.281289368
62,0.797160952,0.103001765,1,0.249118217,1,1,0.552743642,1,0.185777805,0.466908555,0.424203511,0.249118217
63,0.6107832,0.111542632,1,0.186159644,1,1,0.552743642,1,0.122613428,0.357744444,0.32502392,0.186159644
64,0.245373538,0.117284909,1,0.145901891,1,1,0.552743642,1,0.165521499,0.143718786,0.130573777,0.145901891
65,0,0.108304983,1,0.146730437,1,1,0.552743642,1,0.1486055,0,0,0.146730437
66,0,0.116854967,1,0.1801507,1,1,0.552743642,1,0.179914924,0,0,0.1801507
67,0,0.160459431,1,0.1745736,1,1,0.552743642,1,0.184387716,0,0,0.1745736
68,0,0.300750643,1,0.176413265,1,1,0.552743642,1,0.177536209,0,0,0.176413265
69,0,0.429813822,1,0.166348462,1,1,0.552743642,1,0.166688216,0,0,0.166348462
70,0,0.407798588,1,0.215180605,1,1,0.552743642,1,0.136879371,0,0,0.215180605
71,0,0.481549146,1,0.210290379,1,1,0.552743642,1,0.249842435,0,0,0.210290379
72,0,0.500843594,1,0.257799405,1,1,0.552743642,1,0.25100815,0,0,0.257799405
73,0,0.445137865,1,0.364958647,1,1,0.552743642,1,0.475347719,0,0,0.364958647
74,0,0.578794607,1,0.441281988,1,1,0.552743642,1,0.603758674,0,0,0.441281988
75,0,0.581130122,1,0.476295178,1,1,0.552743642,1,0.583904071,0,0,0.476295178
76,0,0.516255258,1,0.504624863,1,1,0.552743642,1,0.563609714,0,0,0.504624863
77,0,0.478632419,1,0.63055999,1,1,0.552743642,1,0.554655485,0,0,0.63055999
78,0,0.472205457,1,0.64213411,1,1,0.552743642,1,0.483763254,0,0,0.64213411
79,0,0.534079319,1,0.739793163,1,1,0.552743642,1,0.60085533,0,0,0.739793163
80,0.00797099,0.551829856,1,0.776392998,1,1,0.552743642,1,0.674797266,0.004668723,0.004241706,0.776392998
81,0.180021221,0.48430681,1,0.756409343,1,1,0.552743642,1,0.751621293,0.105441001,0.095797008,0.756409343
82,0.403101776,0.524395869,1,0.789013504,1,1,0.552743642,1,0.748564789,0.236102468,0.214507733,0.789013504
83,0.727474979,0.365390604,1,0.899273981,1,1,0.552743642,1,0.73290198,0.426092485,0.387120617,0.899273981
84,0.859292525,0.33542024,1,0.954307738,1,1,0.552743642,1,0.580548043,0.503299905,0.457266384,0.954307738
85,0.767018086,0.509890111,1,0.956343027,1,1,0.552743642,1,0.561883147,0.449253448,0.408163199,0.956343027
86,0.681415412,0.540123422,1,0.932394189,1,1,0.552743642,1,0.518294621,0.399114739,0.362610347,0.932394189
87,0.532671777,0.574164317,1,0.933173519,1,1,0.552743642,1,0.717675969,0.311993468,0.283457484,0.933173519
88,0.26583047,0.542053809,1,0.935872026,1,1,0.552743642,1,0.759689674,0.155700703,0.141459787,0.935872026
89,0,0.506641157,1,0.935713952,1,1,0.552743642,1,0.756625697,0,0,0.935713952
90,0,0.477389562,1,0.952483184,1,1,0.552743642,1,0.726281555,0,0,0.952483184
91,0,0.557022286,1,0.948970986,1,1,0.552743642,1,0.765530651,0,0,0.948970986
92,0,0.574363521,1,0.947579805,1,1,0.552743642,1,0.799010953,0,0,0.947579805
93,0,0.544226756,1,0.969070462,1,1,0.552743642,1,0.792378038,0,0,0.969070462
94,0,0.541132428,1,0.973646965,1,1,0.552743642,1,0.799010953,0,0,0.973646965
95,0,0.638431589,1,0.88326239,1,1,0.552743642,1,0.767633324,0,0,0.88326239
96,0,0.636133336,1,0.805703494,1,1,0.552743642,1,0.803229113,0,0,0.805703494
97,0,0.612144115,1,0.799140675,1,1,0.552743642,1,0.803795105,0,0,0.799140675
98,0,0.588954074,1,0.880266046,1,1,0.552743642,1,0.794179376,0,0,0.880266046
99,0,0.597600228,1,0.908084119,1,1,0.552743642,1,0.793259563,0,0,0.908084119
100,0,0.541918043,1,0.838471665,1,1,0.552743642,1,0.736592192,0,0,0.838471665
101,0,0.557516696,1,0.712171101,1,1,0.552743642,1,0.512913751,0,0,0.712171101
102,0,0.423326136,1,0.600974811,1,1,0.552743642,1,0.402093703,0,0,0.600974811
103,0,0.41554461,1,0.406235616,1,1,0.552743642,1,0.22478829,0,0,0.406235616
104,0.033394751,0.39518516,1,0.252536511,1,1,0.552743642,1,0.137696944,0.019559783,0.017770778,0.252536511
105,0.240495486,0.241264767,1,0.170429577,1,1,0.552743642,1,0.113202285,0.140861641,0.127977956,0.170429577
106,0.476010646,0.284259277,1,0.146756989,1,1,0.552743642,1,0.101183677,0.278806234,0.253305668,0.146756989
107,0.647710551,0.28884824,1,0.188024763,1,1,0.552743642,1,0.192447726,0.379373321,0.344674546,0.188024763
108,0.827995317,0.241181438,1,0.192936396,1,1,0.552743642,1,0.205980221,0.484968683,0.440611797,0.192936396
109,0.821506136,0.345442665,1,0.234498858,1,1,0.552743642,1,0.17789733,0.481167877,0.437158626,0.234498858
110,0.561708374,0.423937932,1,0.301206449,1,1,0.552743642,1,0.328683035,0.329000617,0.298909102,0.301206449
111,0.317245594,0.447022737,1,0.380828102,1,1,0.552743642,1,0.571096489,0.185815275,0.168819978,0.380828102
112,0.071257855,0.391334977,1,0.428860386,1,1,0.552743642,1,0.541398893,0.041736743,0.037919359,0.428860386
113,0,0.33583072,1,0.491643189,1,1,0.552743642,1,0.525605439,0,0,0.491643189
114,0,0.295061698,1,0.559849917,1,1,0.552743642,1,0.415031157,0,0,0.559849917
115,0,0.303909,1,0.622674743,1,1,0.552743642,1,0.354793379,0,0,0.622674743
116,0,0.292079688,1,0.601256684,1,1,0.552743642,1,0.299979296,0,0,0.601256684
117,0,0.370860136,1,0.647894943,1,1,0.552743642,1,0.288410679,0,0,0.647894943
118,0,0.335554858,1,0.680836951,1,1,0.552743642,1,0.319590604,0,0,0.680836951
119,0,0.333836877,1,0.454993119,1,1,0.552743642,1,0.350849921,0,0,0.454993119
120,0,0.35869752,1,0.387529494,1,1,0.552743642,1,0.417995247,0,0,0.387529494
121,0,0.322831206,1,0.363748523,1,1,0.552743642,1,0.300593575,0,0,0.363748523
122,0,0.370546381,1,0.391773922,1,1,0.552743642,1,0.410665095,0,0,0.391773922
123,0,0.342997541,1,0.398166473,1,1,0.552743642,1,0.382230948,0,0,0.398166473
124,0,0.356114442,1,0.440205796,1,1,0.552743642,1,0.27606829,0,0,0.440205796
125,0,0.22084901,1,0.39274947,1,1,0.552743642,1,0.299512024,0,0,0.39274947
126,0,0.196787051,1,0.366216444,1,1,0.552743642,1,0.276187948,0,0,0.366216444
127,0,0.190579526,1,0.320107378,1,1,0.552743642,1,0.243923375,0,0,0.320107378
128,0.001997749,0.3033318,1,0.314452379,1,1,0.552743642,1,0.278013882,0.00117011,0.001063088,0.314452379
129,0.081238221,0.217387221,1,0.43096724,1,1,0.552743642,1,0.404139449,0.047582387,0.04323034,0.43096724
130,0.15303672,0.363523754,1,0.729952733,1,1,0.552743642,1,0.659583506,0.089635793,0.081437398,0.729952733
131,0.284301126,0.449282774,1,0.900279643,1,1,0.552743642,1,0.767751017,0.16651923,0.151288815,0.900279643
132,0.389663436,0.520525311,1,0.907351696,1,1,0.552743642,1,0.797466216,0.22823144,0.207356616,0.907351696
133,0.50745144,0.526105886,1,0.932611828,1,1,0.552743642,1,0.798632983,0.297221556,0.270036662,0.932611828
134,0.296498246,0.598622116,1,0.938111585,1,1,0.552743642,1,0.802441851,0.173663258,0.157779425,0.938111585
135,0.143942773,0.798602436,1,0.941743333,1,1,0.552743642,1,0.809649871,0.084309338,0.076598119,0.941743333
136,0.09816356,0.816893783,1,0.95206,1,1,0.552743642,1,0.802060016,0.057495799,0.052237038,0.95206
137,0,0.773473925,1,0.950697916,1,1,0.552743642,1,0.794974681,0,0,0.950697916
138,0,0.733902527,1,0.956654305,1,1,0.552743642,1,0.809631314,0,0,0.956654305
139,0,0.665708873,1,0.944129167,1,1,0.552743642,1,0.808174581,0,0,0.944129167
140,0,0.686754078,1,0.948256667,1,1,0.552743642,1,0.805669372,0,0,0.948256667
141,0,0.679512959,1,0.947507083,1,1,0.552743642,1,0.81,0,0,0.947507083
142,0,0.672789926,1,0.970424306,1,1,0.552743642,1,0.801531138,0,0,0.970424306
143,0,0.673060481,1,0.997522222,1,1,0.552743642,1,0.803906447,0,0,0.997522222
144,0,0.598737485,1,0.997522222,1,1,0.552743642,1,0.805474522,0,0,0.997522222
145,0,0.64216574,1,1,1,1,0.552743642,1,0.805734322,0,0,1
146,0,0.634138291,1,1,1,1,0.552743642,1,0.81,0,0,1
147,0,0.67996277,1,1,1,1,0.552743642,1,0.81,0,0,1
148,0,0.653813611,1,1,1,1,0.552743642,1,0.804760074,0,0,1
149,0,0.614910283,1,1,1,1,0.552743642,1,0.806170414,0,0,1
150,0,0.573106591,1,0.999079302,1,1,0.552743642,1,0.797992719,0,0,0.999079302
151,0,0.614189516,1,0.989306096,1,1,0.552743642,1,0.733545724,0,0,0.989306096
152,0.042847214,0.590414964,1,0.979839763,1,1,0.552743642,1,0.658410216,0.025096225,0.022800839,0.979839763
153,0.272631176,0.567917865,1,0.952458057,1,1,0.552743642,1,0.600943476,0.159683974,0.145078734,0.952458057
154,0.505262143,0.52822103,1,0.865756183,1,1,0.552743642,1,0.557191976,0.295939253,0.268871643,0.865756183
155,0.842998631,0.468422123,1,0.780622691,1,1,0.552743642,1,0.582008374,0.493756338,0.448595704,0.780622691
156,0.954640267,0.4419735,1,0.718338689,1,1,0.552743642,1,0.509995122,0.559146439,0.508005004,0.718338689
157,0.909231871,0.35871411,1,0.666391512,1,1,0.552743642,1,0.440189595,0.532550093,0.48384125,0.666391512
158,0.822116808,0.331937116,1,0.607005514,1,1,0.552743642,1,0.364099692,0.481525556,0.437483591,0.607005514
159,0.630586992,0.294917519,1,0.559918499,1,1,0.552743642,1,0.297768013,0.369343807,0.335562366,0.559918499
160,0.32993576,0.314609643,1,0.486260546,1,1,0.552743642,1,0.245895325,0.193248087,0.175572959,0.486260546
161,0,0.232959679,1,0.368676081,1,1,0.552743642,1,0.136208845,0,0,0.368676081
162,0,0.138233453,1,0.276818644,1,1,0.552743642,1,0.069601005,0,0,0.276818644
163,0,0.091317958,1,0.20397829,1,1,0.552743642,1,0.065938363,0,0,0.20397829
164,0,0.097475031,1,0.160827978,1,1,0.552743642,1,0.067494848,0,0,0.160827978
165,0,0.058947253,1,0.205513731,1,1,0.552743642,1,0.072260287,0,0,0.205513731
166,0,0.067182683,1,0.170162505,1,1,0.552743642,1,0.040806655,0,0,0.170162505
167,0,0.018888956,1,0.115476625,1,1,0.552743642,1,0.06684813,0,0,0.115476625
168,0,0.076137606,1,0.084544781,1,1,0.552743642,1,0.05792482,0,0,0.084544781
169,0,0.092742051,1,0.106235025,1,1,0.552743642,1,0.053790289,0,0,0.106235025
170,0,0.141335372,1,0.111561721,1,1,0.552743642,1,0.067245252,0,0,0.111561721
171,0,0.150465344,1,0.115275032,1,1,0.552743642,1,0.040782526,0,0,0.115275032
172,0,0.128998175,1,0.09414553,1,1,0.552743642,1,0.052645778,0,0,0.09414553
173,0,0.104887563,1,0.088576019,1,1,0.552743642,1,0.074075726,0,0,0.088576019
174,0,0.117141569,1,0.079342295,1,1,0.552743642,1,0.081423481,0,0,0.079342295
175,0,0.165023416,1,0.090732619,1,1,0.552743642,1,0.22071855,0,0,0.090732619
176,0.037328319,0.191438711,1,0.113109194,1,1,0.552743642,1,0.189600822,0.02186373,0.019863999,0.113109194
177,0.293013313,0.206620889,1,0.16424659,1,1,0.552743642,1,0.192353871,0.171622082,0.155924943,0.16424659
178,0.500031868,0.231217412,1,0.151012831,1,1,0.552743642,1,0.195717411,0.292875807,0.266088389,0.151012831
179,0.720066174,0.144409699,1,0.141974516,1,1,0.552743642,1,0.194501867,0.421753042,0.383178075,0.141974516
180,0.724016182,0.138356225,1,0.18177806,1,1,0.552743642,1,0.219094624,0.424066619,0.385280043,0.18177806
181,0.698204027,0.147203915,1,0.217748028,1,1,0.552743642,1,0.184049324,0.408948071,0.371544289,0.217748028
182,0.444256583,0.111790544,1,0.236865174,1,1,0.552743642,1,0.282513881,0.260207426,0.23640797,0.236865174
183,0.230711686,0.162052226,1,0.275637362,1,1,0.552743642,1,0.258177917,0.135131129,0.122771577,0.275637362
184,0.085142883,0.197927398,1,0.320168162,1,1,0.552743642,1,0.332427467,0.049869403,0.045308178,0.320168162
185,0,0.233874149,1,0.32332129,1,1,0.552743642,1,0.34821036,0,0,0.32332129
186,0,0.317154414,1,0.409721541,1,1,0.552743642,1,0.505881245,0,0,0.409721541
187,0,0.357746468,1,0.510284807,1,1,0.552743642,1,0.691273369,0,0,0.510284807
188,0,0.369186169,1,0.594391222,1,1,0.552743642,1,0.756433614,0,0,0.594391222
189,0,0.408278319,1,0.73043682,1,1,0.552743642,1,0.767006192,0,0,0.73043682
190,0,0.379898206,1,0.876094674,1,1,0.552743642,1,0.665251582,0,0,0.876094674
191,0,0.383232528,1,0.975512378,1,1,0.552743642,1,0.710719085,0,0,0.975512378
192,0,0.498522747,1,0.994144038,1,1,0.552743642,1,0.715296488,0,0,0.994144038
193,0,0.378042798,1,0.998716667,1,1,0.552743642,1,0.601948697,0,0,0.998716667
194,0,0.357560194,1,0.995357607,1,1,0.552743642,1,0.588787922,0,0,0.995357607
195,0,0.386409731,1,0.9852903,1,1,0.552743642,1,0.524520759,0,0,0.9852903
196,0,0.387368702,1,0.99042597,1,1,0.552743642,1,0.553357118,0,0,0.99042597
197,0,0.37956282,1,0.990760723,1,1,0.552743642,1,0.633180301,0,0,0.990760723
198,0,0.432950062,1,0.962759247,1,1,0.552743642,1,0.596910183,0,0,0.962759247
199,0,0.437885468,1,0.96774976,1,1,0.552743642,1,0.590603867,0,0,0.96774976
200,0.000623029,0.422076404,1,0.980373315,1,1,0.552743642,1,0.481729793,0.000364917,0.00033154,0.980373315
201,0.088559515,0.490501648,1,0.932835859,1,1,0.552743642,1,0.465574724,0.051870573,0.047126314,0.932835859
202,0.156627246,0.455795484,1,0.897454354,1,1,0.552743642,1,0.418892004,0.091738815,0.083348071,0.897454354
203,0.264773812,0.347580712,1,0.731549047,1,1,0.552743642,1,0.304281973,0.155081803,0.140897494,0.731549047
204,0.367827356,0.344051205,1,0.664647781,1,1,0.552743642,1,0.281886946,0.215441736,0.195736702,0.664647781
205,0.388996756,0.401045725,1,0.625147989,1,1,0.552743642,1,0.290041585,0.227840956,0.207001847,0.625147989
206,0.40704941,0.485387336,1,0.570892775,1,1,0.552743642,1,0.309895875,0.238414653,0.216608438,0.570892775
207,0.308273348,0.544023896,1,0.548770936,1,1,0.552743642,1,0.417820714,0.180560103,0.164045461,0.548770936
208,0.230460002,0.502847885,1,0.693435549,1,1,0.552743642,1,0.596112108,0.134983715,0.122637645,0.693435549
209,0,0.5594201,1,0.779273025,1,1,0.552743642,1,0.676669895,0,0,0.779273025
210,0,0.471878542,1,0.894065899,1,1,0.552743642,1,0.784256717,0,0,0.894065899
211,0,0.601903757,1,0.96849769,1,1,0.552743642,1,0.7478535,0,0,0.96849769
212,0,0.603951725,1,0.996108654,1,1,0.552743642,1,0.804203361,0,0,0.996108654
213,0,0.663140959,1,0.999941667,1,1,0.552743642,1,0.81,0,0,0.999941667
214,0,0.688026795,1,0.999125,1,1,0.552743642,1,0.806634341,0,0,0.999125
215,0,0.716078043,1,1,1,1,0.552743642,1,0.809176664,0,0,1
216,0,0.623782935,1,1,1,1,0.552743642,1,0.807469411,0,0,1
217,0,0.629020275,1,1,1,1,0.552743642,1,0.81,0,0,1
218,0,0.59213483,1,1,1,1,0.552743642,1,0.81,0,0,1
219,0,0.611359117,1,0.9997375,1,1,0.552743642,1,0.81,0,0,0.9997375
220,0,0.593701316,1,0.997522222,1,1,0.552743642,1,0.81,0,0,0.997522222
221,0,0.667965844,1,0.984731111,1,1,0.552743642,1,0.81,0,0,0.984731111
222,0,0.630938859,1,0.9985125,1,1,0.552743642,1,0.81,0,0,0.9985125
223,0,0.825462251,1,1,1,1,0.552743642,1,0.81,0,0,1
224,0.068305199,0.805941291,1,1,1,1,0.552743642,1,0.81,0.040007331,0.036348124,1
225,0.375857917,0.744840098,1,1,1,1,0.552743642,1,0.81,0.22014535,0.200010107,1
226,0.682677096,0.816557428,1,1,1,1,0.552743642,1,0.81,0.399853726,0.363281744,1
227,0.960273383,0.832707275,1,1,1,1,0.552743642,1,0.81,0.562445836,0.511002626,1
228,0.973304812,0.783253732,1,1,1,1,0.552743642,1,0.801874445,0.570078529,0.517937208,1
229,0.959729995,0.603903354,1,0.996309399,1,1,0.552743642,1,0.781771095,0.562127565,0.510713466,0.996309399
230,0.943005186,0.533160094,1,0.980057043,1,1,0.552743642,1,0.734141666,0.552331606,0.501813478,0.980057043
231,0.78018812,0.597860735,1,0.898545719,1,1,0.552743642,1,0.71168737,0.456967325,0.415171539,0.898545719
232,0.448281976,0.548611799,1,0.918058572,1,1,0.552743642,1,0.572780104,0.262565156,0.238550054,0.918058572
233,0,0.453729164,1,0.927130865,1,1,0.552743642,1,0.604306387,0,0,0.927130865
234,0,0.387502446,1,0.884301281,1,1,0.552743642,1,0.602515465,0,0,0.884301281
235,0,0.445471662,1,0.89087523,1,1,0.552743642,1,0.586965926,0,0,0.89087523
236,0,0.49608751,1,0.836691547,1,1,0.552743642,1,0.521706232,0,0,0.836691547
237,0,0.465522967,1,0.795466389,1,1,0.552743642,1,0.518153477,0,0,0.795466389
238,0,0.534415628,1,0.714991781,1,1,0.552743642,1,0.477720347,0,0,0.714991781
239,0,0.554691633,1,0.719181544,1,1,0.552743642,1,0.495440762,0,0,0.719181544
240,0,0.450852152,1,0.695398967,1,1,0.552743642,1,0.471442354,0,0,0.695398967
241,0,0.456554914,1,0.61395121,1,1,0.552743642,1,0.481679777,0,0,0.61395121
242,0,0.377633622,1,0.550540677,1,1,0.552743642,1,0.38496697,0,0,0.550540677
243,0,0.455896442,1,0.490586637,1,1,0.552743642,1,0.298793895,0,0,0.490586637
244,0,0.472231859,1,0.464235284,1,1,0.552743642,1,0.229485427,0,0,0.464235284
245,0,0.43494787,1,0.575073109,1,1,0.552743642,1,0.298533471,0,0,0.575073109
246,0,0.473015693,1,0.774991281,1,1,0.552743642,1,0.516559908,0,0,0.774991281
247,0,0.429073248,1,0.945138211,1,1,0.552743642,1,0.582086261,0,0,0.945138211
248,0.007200242,0.407169485,1,0.992204653,1,1,0.552743642,1,0.796310792,0.004217284,0.003831557,0.992204653
249,0.158047005,0.422255848,1,1,1,1,0.552743642,1,0.81,0.092570388,0.084103585,1
250,0.335896786,0.568474132,1,1,1,1,0.552743642,1,0.81,0.196739545,0.178745077,1
251,0.539551206,0.597656991,1,1,1,1,0.552743642,1,0.81,0.316022847,0.287118323,1
252,0.592519599,0.63102744,1,1,1,1,0.552743642,1,0.808072517,0.347047192,0.315305075,1
253,0.499020132,0.732142489,1,1,1,1,0.552743642,1,0.804843581,0.292283219,0.265550001,1
254,0.481492821,0.869792662,1,1,1,1,0.552743642,1,0.805975564,0.282017222,0.256222968,1
255,0.674970004,0.875771081,1,1,1,1,0.552743642,1,0.792493331,0.395339571,0.359180469,1
256,0.366676906,0.829130301,1,1,1,1,0.552743642,1,0.781339278,0.214767901,0.195124498,1
257,0,0.872959714,1,0.999941667,1,1,0.552743642,1,0.771051221,0,0,0.999941667
258,0,0.884572094,1,1,1,1,0.552743642,1,0.694222461,0,0,1
259,0,0.831766644,1,1,1,1,0.552743642,1,0.750055184,0,0,1
260,0,0.673644925,1,1,1,1,0.552743642,1,0.790839098,0,0,1
261,0,0.681927058,1,1,1,1,0.552743642,1,0.81,0,0,1
262,0,0.723606149,1,1,1,1,0.552743642,1,0.81,0,0,1
263,0,0.633229606,1,1,1,1,0.552743642,1,0.81,0,0,1
264,0,0.569813598,1,1,1,1,0.552743642,1,0.81,0,0,1
265,0,0.593720181,1,1,1,1,0.552743642,1,0.81,0,0,1
266,0,0.497802754,1,1,1,1,0.552743642,1,0.81,0,0,1
267,0,0.584311044,1,1,1,1,0.552743642,1,0.80286725,0,0,1
268,0,0.67308929,1,0.999180701,1,1,0.552743642,1,0.797996837,0,0,0.999180701
269,0,0.667234807,1,0.992599864,1,1,0.552743642,1,0.785109704,0,0,0.992599864
270,0,0.635613309,1,0.983011919,1,1,0.552743642,1,0.651609776,0,0,0.983011919
271,0,0.571270983,1,0.986864589,1,1,0.552743642,1,0.674618252,0,0,0.986864589
272,0.102879974,0.547984689,1,0.984636051,1,1,0.552743642,1,0.6777795,0.06025827,0.054746844,0.984636051
273,0.389911845,0.441952667,1,0.98463093,1,1,0.552743642,1,0.632965464,0.228376937,0.207488805,0.98463093
274,0.679786548,0.416864654,1,0.971845516,1,1,0.552743642,1,0.57624796,0.39816069,0.361743559,0.971845516
275,0.96030483,0.441403243,1,0.927091406,1,1,0.552743642,1,0.543203923,0.562464254,0.51101936,0.927091406
276,0.982857143,0.378253978,1,0.823544936,1,1,0.552743642,1,0.371879101,0.575673466,0.523020413,0.823544936
277,0.981388587,0.341477842,1,0.66575203,1,1,0.552743642,1,0.36025033,0.574813312,0.522238931,0.66575203
278,0.982857143,0.248930525,1,0.534435044,1,1,0.552743642,1,0.232344411,0.575673466,0.523020413,0.534435044
279,0.811737973,0.219495733,1,0.430171602,1,1,0.552743642,1,0.143779574,0.475446524,0.431960568,0.430171602
280,0.460091354,0.247482165,1,0.341615384,1,1,0.552743642,1,0.08674178,0.269482077,0.24483433,0.341615384
