Time_Index,NG,nuclear,NGCCS,None
4112,6.606,0.66,7.56108,0
4113,6.606,0.66,7.56108,0
4114,6.606,0.66,7.56108,0
4115,6.606,0.66,7.56108,0
4116,6.606,0.66,7.56108,0
4117,6.606,0.66,7.56108,0
4118,6.606,0.66,7.56108,0
4119,6.606,0.66,7.56108,0
4120,6.606,0.66,7.56108,0
4121,6.606,0.66,7.56108,0
4122,6.606,0.66,7.56108,0
4123,6.606,0.66,7.56108,0
4124,6.606,0.66,7.56108,0
4125,6.606,0.66,7.56108,0
4126,6.606,0.66,7.56108,0
4127,6.606,0.66,7.56108,0
4128,6.606,0.66,7.56108,0
4129,6.606,0.66,7.56108,0
4130,6.606,0.66,7.56108,0
4131,6.606,0.66,7.56108,0
4132,6.606,0.66,7.56108,0
4133,6.606,0.66,7.56108,0
4134,6.606,0.66,7.56108,0
4135,6.606,0.66,7.56108,0
4136,6.606,0.66,7.56108,0
4137,6.606,0.66,7.56108,0
4138,6.606,0.66,7.56108,0
4139,6.606,0.66,7.56108,0
4140,6.606,0.66,7.56108,0
4141,6.606,0.66,7.56108,0
4142,6.606,0.66,7.56108,0
4143,6.606,0.66,7.56108,0
4144,6.606,0.66,7.56108,0
4145,6.606,0.66,7.56108,0
4146,6.606,0.66,7.56108,0
4147,6.606,0.66,7.56108,0
4148,6.606,0.66,7.56108,0
4149,6.606,0.66,7.56108,0
4150,6.606,0.66,7.56108,0
4151,6.606,0.66,7.56108,0
4152,6.606,0.66,7.56108,0
4153,6.606,0.66,7.56108,0
4154,6.606,0.66,7.56108,0
4155,6.606,0.66,7.56108,0
4156,6.606,0.66,7.56108,0
4157,6.606,0.66,7.56108,0
4158,6.606,0.66,7.56108,0
4159,6.606,0.66,7.56108,0
4160,6.606,0.66,7.56108,0
4161,6.606,0.66,7.56108,0
4162,6.606,0.66,7.56108,0
4163,6.606,0.66,7.56108,0
4164,6.606,0.66,7.56108,0
4165,6.606,0.66,7.56108,0
4166,6.606,0.66,7.56108,0
4167,6.606,0.66,7.56108,0
4168,6.606,0.66,7.56108,0
4169,6.606,0.66,7.56108,0
4170,6.606,0.66,7.56108,0
4171,6.606,0.66,7.56108,0
4172,6.606,0.66,7.56108,0
4173,6.606,0.66,7.56108,0
4174,6.606,0.66,7.56108,0
4175,6.606,0.66,7.56108,0
4176,6.606,0.66,7.56108,0
4177,6.606,0.66,7.56108,0
4178,6.606,0.66,7.56108,0
4179,6.606,0.66,7.56108,0
4180,6.606,0.66,7.56108,0
4181,6.606,0.66,7.56108,0
4182,6.606,0.66,7.56108,0
4183,6.606,0.66,7.56108,0
4184,6.606,0.66,7.56108,0
4185,6.606,0.66,7.56108,0
4186,6.606,0.66,7.56108,0
4187,6.606,0.66,7.56108,0
4188,6.606,0.66,7.56108,0
4189,6.606,0.66,7.56108,0
4190,6.606,0.66,7.56108,0
4191,6.606,0.66,7.56108,0
4192,6.606,0.66,7.56108,0
4193,6.606,0.66,7.56108,0
4194,6.606,0.66,7.56108,0
4195,6.606,0.66,7.56108,0
4196,6.606,0.66,7.56108,0
4197,6.606,0.66,7.56108,0
4198,6.606,0.66,7.56108,0
4199,6.606,0.66,7.56108,0
4200,6.606,0.66,7.56108,0
4201,6.606,0.66,7.56108,0
4202,6.606,0.66,7.56108,0
4203,6.606,0.66,7.56108,0
4204,6.606,0.66,7.56108,0
4205,6.606,0.66,7.56108,0
4206,6.606,0.66,7.56108,0
4207,6.606,0.66,7.56108,0
4208,6.606,0.66,7.56108,0
4209,6.606,0.66,7.56108,0
4210,6.606,0.66,7.56108,0
4211,6.606,0.66,7.56108,0
4212,6.606,0.66,7.56108,0
4213,6.606,0.66,7.56108,0
4214,6.606,0.66,7.56108,0
4215,6.606,0.66,7.56108,0
4216,6.606,0.66,7.56108,0
4217,6.606,0.66,7.56108,0
4218,6.606,0.66,7.56108,0
4219,6.606,0.66,7.56108,0
4220,6.606,0.66,7.56108,0
4221,6.606,0.66,7.56108,0
4222,6.606,0.66,7.56108,0
4223,6.606,0.66,7.56108,0
4224,6.606,0.66,7.56108,0
4225,6.606,0.66,7.56108,0
4226,6.606,0.66,7.56108,0
4227,6.606,0.66,7.56108,0
4228,6.606,0.66,7.56108,0
4229,6.606,0.66,7.56108,0
4230,6.606,0.66,7.56108,0
4231,6.606,0.66,7.56108,0
4232,6.606,0.66,7.56108,0
4233,6.606,0.66,7.56108,0
4234,6.606,0.66,7.56108,0
4235,6.606,0.66,7.56108,0
4236,6.606,0.66,7.56108,0
4237,6.606,0.66,7.56108,0
4238,6.606,0.66,7.56108,0
4239,6.606,0.66,7.56108,0
4240,6.606,0.66,7.56108,0
4241,6.606,0.66,7.56108,0
4242,6.606,0.66,7.56108,0
4243,6.606,0.66,7.56108,0
4244,6.606,0.66,7.56108,0
4245,6.606,0.66,7.56108,0
4246,6.606,0.66,7.56108,0
4247,6.606,0.66,7.56108,0
4248,6.606,0.66,7.56108,0
4249,6.606,0.66,7.56108,0
4250,6.606,0.66,7.56108,0
4251,6.606,0.66,7.56108,0
4252,6.606,0.66,7.56108,0
4253,6.606,0.66,7.56108,0
4254,6.606,0.66,7.56108,0
4255,6.606,0.66,7.56108,0
4256,6.606,0.66,7.56108,0
4257,6.606,0.66,7.56108,0
4258,6.606,0.66,7.56108,0
4259,6.606,0.66,7.56108,0
4260,6.606,0.66,7.56108,0
4261,6.606,0.66,7.56108,0
4262,6.606,0.66,7.56108,0
4263,6.606,0.66,7.56108,0
4264,6.606,0.66,7.56108,0
4265,6.606,0.66,7.56108,0
4266,6.606,0.66,7.56108,0
4267,6.606,0.66,7.56108,0
4268,6.606,0.66,7.56108,0
4269,6.606,0.66,7.56108,0
4270,6.606,0.66,7.56108,0
4271,6.606,0.66,7.56108,0
4272,6.606,0.66,7.56108,0
4273,6.606,0.66,7.56108,0
4274,6.606,0.66,7.56108,0
4275,6.606,0.66,7.56108,0
4276,6.606,0.66,7.56108,0
4277,6.606,0.66,7.56108,0
4278,6.606,0.66,7.56108,0
4279,6.606,0.66,7.56108,0
4280,6.606,0.66,7.56108,0
4281,6.606,0.66,7.56108,0
4282,6.606,0.66,7.56108,0
4283,6.606,0.66,7.56108,0
4284,6.606,0.66,7.56108,0
4285,6.606,0.66,7.56108,0
4286,6.606,0.66,7.56108,0
4287,6.606,0.66,7.56108,0
4288,6.606,0.66,7.56108,0
4289,6.606,0.66,7.56108,0
4290,6.606,0.66,7.56108,0
4291,6.606,0.66,7.56108,0
4292,6.606,0.66,7.56108,0
4293,6.606,0.66,7.56108,0
4294,6.606,0.66,7.56108,0
4295,6.606,0.66,7.56108,0
4296,6.606,0.66,7.56108,0
4297,6.606,0.66,7.56108,0
4298,6.606,0.66,7.56108,0
4299,6.606,0.66,7.56108,0
4300,6.606,0.66,7.56108,0
4301,6.606,0.66,7.56108,0
4302,6.606,0.66,7.56108,0
4303,6.606,0.66,7.56108,0
4304,6.606,0.66,7.56108,0
4305,6.606,0.66,7.56108,0
4306,6.606,0.66,7.56108,0
4307,6.606,0.66,7.56108,0
4308,6.606,0.66,7.56108,0
4309,6.606,0.66,7.56108,0
4310,6.606,0.66,7.56108,0
4311,6.606,0.66,7.56108,0
4312,6.606,0.66,7.56108,0
4313,6.606,0.66,7.56108,0
4314,6.606,0.66,7.56108,0
4315,6.606,0.66,7.56108,0
4316,6.606,0.66,7.56108,0
4317,6.606,0.66,7.56108,0
4318,6.606,0.66,7.56108,0
4319,6.606,0.66,7.56108,0
4320,6.606,0.66,7.56108,0
4321,6.606,0.66,7.56108,0
4322,6.606,0.66,7.56108,0
4323,6.606,0.66,7.56108,0
4324,6.606,0.66,7.56108,0
4325,6.606,0.66,7.56108,0
4326,6.606,0.66,7.56108,0
4327,6.606,0.66,7.56108,0
4328,6.606,0.66,7.56108,0
4329,6.606,0.66,7.56108,0
4330,6.606,0.66,7.56108,0
4331,6.606,0.66,7.56108,0
4332,6.606,0.66,7.56108,0
4333,6.606,0.66,7.56108,0
4334,6.606,0.66,7.56108,0
4335,6.606,0.66,7.56108,0
4336,6.606,0.66,7.56108,0
4337,6.606,0.66,7.56108,0
4338,6.606,0.66,7.56108,0
4339,6.606,0.66,7.56108,0
4340,6.606,0.66,7.56108,0
4341,6.606,0.66,7.56108,0
4342,6.606,0.66,7.56108,0
4343,6.606,0.66,7.56108,0
4344,6.606,0.66,7.56108,0
4345,6.801,0.66,7.75608,0
4346,6.801,0.66,7.75608,0
4347,6.801,0.66,7.75608,0
4348,6.801,0.66,7.75608,0
4349,6.801,0.66,7.75608,0
4350,6.801,0.66,7.75608,0
4351,6.801,0.66,7.75608,0
4352,6.801,0.66,7.75608,0
4353,6.801,0.66,7.75608,0
4354,6.801,0.66,7.75608,0
4355,6.801,0.66,7.75608,0
4356,6.801,0.66,7.75608,0
4357,6.801,0.66,7.75608,0
4358,6.801,0.66,7.75608,0
4359,6.801,0.66,7.75608,0
4360,6.801,0.66,7.75608,0
4361,6.801,0.66,7.75608,0
4362,6.801,0.66,7.75608,0
4363,6.801,0.66,7.75608,0
4364,6.801,0.66,7.75608,0
4365,6.801,0.66,7.75608,0
4366,6.801,0.66,7.75608,0
4367,6.801,0.66,7.75608,0
4368,6.801,0.66,7.75608,0
4369,6.801,0.66,7.75608,0
4370,6.801,0.66,7.75608,0
4371,6.801,0.66,7.75608,0
4372,6.801,0.66,7.75608,0
4373,6.801,0.66,7.75608,0
4374,6.801,0.66,7.75608,0
4375,6.801,0.66,7.75608,0
4376,6.801,0.66,7.75608,0
4377,6.801,0.66,7.75608,0
4378,6.801,0.66,7.75608,0
4379,6.801,0.66,7.75608,0
4380,6.801,0.66,7.75608,0
4381,6.801,0.66,7.75608,0
4382,6.801,0.66,7.75608,0
4383,6.801,0.66,7.75608,0
4384,6.801,0.66,7.75608,0
4385,6.801,0.66,7.75608,0
4386,6.801,0.66,7.75608,0
4387,6.801,0.66,7.75608,0
4388,6.801,0.66,7.75608,0
4389,6.801,0.66,7.75608,0
4390,6.801,0.66,7.75608,0
4391,6.801,0.66,7.75608,0
4392,6.801,0.66,7.75608,0
4393,6.801,0.66,7.75608,0
4394,6.801,0.66,7.75608,0
4395,6.801,0.66,7.75608,0
4396,6.801,0.66,7.75608,0
4397,6.801,0.66,7.75608,0
4398,6.801,0.66,7.75608,0
4399,6.801,0.66,7.75608,0
4400,6.801,0.66,7.75608,0
4401,6.801,0.66,7.75608,0
4402,6.801,0.66,7.75608,0
4403,6.801,0.66,7.75608,0
4404,6.801,0.66,7.75608,0
4405,6.801,0.66,7.75608,0
4406,6.801,0.66,7.75608,0
4407,6.801,0.66,7.75608,0
4408,6.801,0.66,7.75608,0
4409,6.801,0.66,7.75608,0
4410,6.801,0.66,7.75608,0
4411,6.801,0.66,7.75608,0
4412,6.801,0.66,7.75608,0
4413,6.801,0.66,7.75608,0
4414,6.801,0.66,7.75608,0
4415,6.801,0.66,7.75608,0
4416,6.801,0.66,7.75608,0
4417,6.801,0.66,7.75608,0
4418,6.801,0.66,7.75608,0
4419,6.801,0.66,7.75608,0
4420,6.801,0.66,7.75608,0
4421,6.801,0.66,7.75608,0
4422,6.801,0.66,7.75608,0
4423,6.801,0.66,7.75608,0
4424,6.801,0.66,7.75608,0
4425,6.801,0.66,7.75608,0
4426,6.801,0.66,7.75608,0
4427,6.801,0.66,7.75608,0
4428,6.801,0.66,7.75608,0
4429,6.801,0.66,7.75608,0
4430,6.801,0.66,7.75608,0
4431,6.801,0.66,7.75608,0
4432,6.801,0.66,7.75608,0
4433,6.801,0.66,7.75608,0
4434,6.801,0.66,7.75608,0
4435,6.801,0.66,7.75608,0
4436,6.801,0.66,7.75608,0
4437,6.801,0.66,7.75608,0
4438,6.801,0.66,7.75608,0
4439,6.801,0.66,7.75608,0
4440,6.801,0.66,7.75608,0
4441,6.801,0.66,7.75608,0
4442,6.801,0.66,7.75608,0
4443,6.801,0.66,7.75608,0
4444,6.801,0.66,7.75608,0
4445,6.801,0.66,7.75608,0
4446,6.801,0.66,7.75608,0
4447,6.801,0.66,7.75608,0
4448,6.801,0.66,7.75608,0
4449,6.801,0.66,7.75608,0
4450,6.801,0.66,7.75608,0
4451,6.801,0.66,7.75608,0
4452,6.801,0.66,7.75608,0
4453,6.801,0.66,7.75608,0
4454,6.801,0.66,7.75608,0
4455,6.801,0.66,7.75608,0
4456,6.801,0.66,7.75608,0
4457,6.801,0.66,7.75608,0
4458,6.801,0.66,7.75608,0
4459,6.801,0.66,7.75608,0
4460,6.801,0.66,7.75608,0
4461,6.801,0.66,7.75608,0
4462,6.801,0.66,7.75608,0
4463,6.801,0.66,7.75608,0
4464,6.801,0.66,7.75608,0
4465,6.801,0.66,7.75608,0
4466,6.801,0.66,7.75608,0
4467,6.801,0.66,7.75608,0
4468,6.801,0.66,7.75608,0
4469,6.801,0.66,7.75608,0
4470,6.801,0.66,7.75608,0
4471,6.801,0.66,7.75608,0
4472,6.801,0.66,7.75608,0
4473,6.801,0.66,7.75608,0
4474,6.801,0.66,7.75608,0
4475,6.801,0.66,7.75608,0
4476,6.801,0.66,7.75608,0
4477,6.801,0.66,7.75608,0
4478,6.801,0.66,7.75608,0
4479,6.801,0.66,7.75608,0
4480,6.801,0.66,7.75608,0
4481,6.801,0.66,7.75608,0
4482,6.801,0.66,7.75608,0
4483,6.801,0.66,7.75608,0
4484,6.801,0.66,7.75608,0
4485,6.801,0.66,7.75608,0
4486,6.801,0.66,7.75608,0
4487,6.801,0.66,7.75608,0
4488,6.801,0.66,7.75608,0
4489,6.801,0.66,7.75608,0
4490,6.801,0.66,7.75608,0
4491,6.801,0.66,7.75608,0
4492,6.801,0.66,7.75608,0
4493,6.801,0.66,7.75608,0
4494,6.801,0.66,7.75608,0
4495,6.801,0.66,7.75608,0
4496,6.801,0.66,7.75608,0
4497,6.801,0.66,7.75608,0
4498,6.801,0.66,7.75608,0
4499,6.801,0.66,7.75608,0
4500,6.801,0.66,7.75608,0
4501,6.801,0.66,7.75608,0
4502,6.801,0.66,7.75608,0
4503,6.801,0.66,7.75608,0
4504,6.801,0.66,7.75608,0
4505,6.801,0.66,7.75608,0
4506,6.801,0.66,7.75608,0
4507,6.801,0.66,7.75608,0
4508,6.801,0.66,7.75608,0
4509,6.801,0.66,7.75608,0
4510,6.801,0.66,7.75608,0
4511,6.801,0.66,7.75608,0
4512,6.801,0.66,7.75608,0
4513,6.801,0.66,7.75608,0
4514,6.801,0.66,7.75608,0
4515,6.801,0.66,7.75608,0
4516,6.801,0.66,7.75608,0
4517,6.801,0.66,7.75608,0
4518,6.801,0.66,7.75608,0
4519,6.801,0.66,7.75608,0
4520,6.801,0.66,7.75608,0
4521,6.801,0.66,7.75608,0
4522,6.801,0.66,7.75608,0
4523,6.801,0.66,7.75608,0
4524,6.801,0.66,7.75608,0
4525,6.801,0.66,7.75608,0
4526,6.801,0.66,7.75608,0
4527,6.801,0.66,7.75608,0
4528,6.801,0.66,7.75608,0
4529,6.801,0.66,7.75608,0
4530,6.801,0.66,7.75608,0
4531,6.801,0.66,7.75608,0
4532,6.801,0.66,7.75608,0
4533,6.801,0.66,7.75608,0
4534,6.801,0.66,7.75608,0
4535,6.801,0.66,7.75608,0
4536,6.801,0.66,7.75608,0
4537,6.801,0.66,7.75608,0
4538,6.801,0.66,7.75608,0
4539,6.801,0.66,7.75608,0
4540,6.801,0.66,7.75608,0
4541,6.801,0.66,7.75608,0
4542,6.801,0.66,7.75608,0
4543,6.801,0.66,7.75608,0
4544,6.801,0.66,7.75608,0
4545,6.801,0.66,7.75608,0
4546,6.801,0.66,7.75608,0
4547,6.801,0.66,7.75608,0
4548,6.801,0.66,7.75608,0
4549,6.801,0.66,7.75608,0
4550,6.801,0.66,7.75608,0
4551,6.801,0.66,7.75608,0
4552,6.801,0.66,7.75608,0
4553,6.801,0.66,7.75608,0
4554,6.801,0.66,7.75608,0
4555,6.801,0.66,7.75608,0
4556,6.801,0.66,7.75608,0
4557,6.801,0.66,7.75608,0
4558,6.801,0.66,7.75608,0
4559,6.801,0.66,7.75608,0
4560,6.801,0.66,7.75608,0
4561,6.801,0.66,7.75608,0
4562,6.801,0.66,7.75608,0
4563,6.801,0.66,7.75608,0
4564,6.801,0.66,7.75608,0
4565,6.801,0.66,7.75608,0
4566,6.801,0.66,7.75608,0
4567,6.801,0.66,7.75608,0
4568,6.801,0.66,7.75608,0
4569,6.801,0.66,7.75608,0
4570,6.801,0.66,7.75608,0
4571,6.801,0.66,7.75608,0
4572,6.801,0.66,7.75608,0
4573,6.801,0.66,7.75608,0
4574,6.801,0.66,7.75608,0
4575,6.801,0.66,7.75608,0
4576,6.801,0.66,7.75608,0
4577,6.801,0.66,7.75608,0
4578,6.801,0.66,7.75608,0
4579,6.801,0.66,7.75608,0
4580,6.801,0.66,7.75608,0
4581,6.801,0.66,7.75608,0
4582,6.801,0.66,7.75608,0
4583,6.801,0.66,7.75608,0
4584,6.801,0.66,7.75608,0
4585,6.801,0.66,7.75608,0
4586,6.801,0.66,7.75608,0
4587,6.801,0.66,7.75608,0
4588,6.801,0.66,7.75608,0
4589,6.801,0.66,7.75608,0
4590,6.801,0.66,7.75608,0
4591,6.801,0.66,7.75608,0
4592,6.801,0.66,7.75608,0
4593,6.801,0.66,7.75608,0
4594,6.801,0.66,7.75608,0
4595,6.801,0.66,7.75608,0
4596,6.801,0.66,7.75608,0
4597,6.801,0.66,7.75608,0
4598,6.801,0.66,7.75608,0
4599,6.801,0.66,7.75608,0
4600,6.801,0.66,7.75608,0
4601,6.801,0.66,7.75608,0
4602,6.801,0.66,7.75608,0
4603,6.801,0.66,7.75608,0
4604,6.801,0.66,7.75608,0
4605,6.801,0.66,7.75608,0
4606,6.801,0.66,7.75608,0
4607,6.801,0.66,7.75608,0
4608,6.801,0.66,7.75608,0
4609,6.801,0.66,7.75608,0
4610,6.801,0.66,7.75608,0
4611,6.801,0.66,7.75608,0
4612,6.801,0.66,7.75608,0
4613,6.801,0.66,7.75608,0
4614,6.801,0.66,7.75608,0
4615,6.801,0.66,7.75608,0
4616,6.801,0.66,7.75608,0
4617,6.801,0.66,7.75608,0
4618,6.801,0.66,7.75608,0
4619,6.801,0.66,7.75608,0
4620,6.801,0.66,7.75608,0
4621,6.801,0.66,7.75608,0
4622,6.801,0.66,7.75608,0
4623,6.801,0.66,7.75608,0
4624,6.801,0.66,7.75608,0
4625,6.801,0.66,7.75608,0
4626,6.801,0.66,7.75608,0
4627,6.801,0.66,7.75608,0
4628,6.801,0.66,7.75608,0
4629,6.801,0.66,7.75608,0
4630,6.801,0.66,7.75608,0
4631,6.801,0.66,7.75608,0
4632,6.801,0.66,7.75608,0
4633,6.801,0.66,7.75608,0
4634,6.801,0.66,7.75608,0
4635,6.801,0.66,7.75608,0
4636,6.801,0.66,7.75608,0
4637,6.801,0.66,7.75608,0
4638,6.801,0.66,7.75608,0
4639,6.801,0.66,7.75608,0
4640,6.801,0.66,7.75608,0
4641,6.801,0.66,7.75608,0
4642,6.801,0.66,7.75608,0
4643,6.801,0.66,7.75608,0
4644,6.801,0.66,7.75608,0
4645,6.801,0.66,7.75608,0
4646,6.801,0.66,7.75608,0
4647,6.801,0.66,7.75608,0
4648,6.801,0.66,7.75608,0
4649,6.801,0.66,7.75608,0
4650,6.801,0.66,7.75608,0
4651,6.801,0.66,7.75608,0
4652,6.801,0.66,7.75608,0
4653,6.801,0.66,7.75608,0
4654,6.801,0.66,7.75608,0
4655,6.801,0.66,7.75608,0
4656,6.801,0.66,7.75608,0
4657,6.801,0.66,7.75608,0
4658,6.801,0.66,7.75608,0
4659,6.801,0.66,7.75608,0
4660,6.801,0.66,7.75608,0
4661,6.801,0.66,7.75608,0
4662,6.801,0.66,7.75608,0
4663,6.801,0.66,7.75608,0
4664,6.801,0.66,7.75608,0
4665,6.801,0.66,7.75608,0
4666,6.801,0.66,7.75608,0
4667,6.801,0.66,7.75608,0
4668,6.801,0.66,7.75608,0
4669,6.801,0.66,7.75608,0
4670,6.801,0.66,7.75608,0
4671,6.801,0.66,7.75608,0
4672,6.801,0.66,7.75608,0
4673,6.801,0.66,7.75608,0
4674,6.801,0.66,7.75608,0
4675,6.801,0.66,7.75608,0
4676,6.801,0.66,7.75608,0
4677,6.801,0.66,7.75608,0
4678,6.801,0.66,7.75608,0
4679,6.801,0.66,7.75608,0
4680,6.801,0.66,7.75608,0
4681,6.801,0.66,7.75608,0
4682,6.801,0.66,7.75608,0
4683,6.801,0.66,7.75608,0
4684,6.801,0.66,7.75608,0
4685,6.801,0.66,7.75608,0
4686,6.801,0.66,7.75608,0
4687,6.801,0.66,7.75608,0
4688,6.801,0.66,7.75608,0
4689,6.801,0.66,7.75608,0
4690,6.801,0.66,7.75608,0
4691,6.801,0.66,7.75608,0
4692,6.801,0.66,7.75608,0
4693,6.801,0.66,7.75608,0
4694,6.801,0.66,7.75608,0
4695,6.801,0.66,7.75608,0
4696,6.801,0.66,7.75608,0
4697,6.801,0.66,7.75608,0
4698,6.801,0.66,7.75608,0
4699,6.801,0.66,7.75608,0
4700,6.801,0.66,7.75608,0
4701,6.801,0.66,7.75608,0
4702,6.801,0.66,7.75608,0
4703,6.801,0.66,7.75608,0
4704,6.801,0.66,7.75608,0
4705,6.801,0.66,7.75608,0
4706,6.801,0.66,7.75608,0
4707,6.801,0.66,7.75608,0
4708,6.801,0.66,7.75608,0
4709,6.801,0.66,7.75608,0
4710,6.801,0.66,7.75608,0
4711,6.801,0.66,7.75608,0
4712,6.801,0.66,7.75608,0
4713,6.801,0.66,7.75608,0
4714,6.801,0.66,7.75608,0
4715,6.801,0.66,7.75608,0
4716,6.801,0.66,7.75608,0
4717,6.801,0.66,7.75608,0
4718,6.801,0.66,7.75608,0
4719,6.801,0.66,7.75608,0
4720,6.801,0.66,7.75608,0
4721,6.801,0.66,7.75608,0
4722,6.801,0.66,7.75608,0
4723,6.801,0.66,7.75608,0
4724,6.801,0.66,7.75608,0
4725,6.801,0.66,7.75608,0
4726,6.801,0.66,7.75608,0
4727,6.801,0.66,7.75608,0
4728,6.801,0.66,7.75608,0
4729,6.801,0.66,7.75608,0
4730,6.801,0.66,7.75608,0
4731,6.801,0.66,7.75608,0
4732,6.801,0.66,7.75608,0
4733,6.801,0.66,7.75608,0
4734,6.801,0.66,7.75608,0
4735,6.801,0.66,7.75608,0
4736,6.801,0.66,7.75608,0
4737,6.801,0.66,7.75608,0
4738,6.801,0.66,7.75608,0
4739,6.801,0.66,7.75608,0
4740,6.801,0.66,7.75608,0
4741,6.801,0.66,7.75608,0
4742,6.801,0.66,7.75608,0
4743,6.801,0.66,7.75608,0
4744,6.801,0.66,7.75608,0
4745,6.801,0.66,7.75608,0
4746,6.801,0.66,7.75608,0
4747,6.801,0.66,7.75608,0
4748,6.801,0.66,7.75608,0
4749,6.801,0.66,7.75608,0
4750,6.801,0.66,7.75608,0
4751,6.801,0.66,7.75608,0
4752,6.801,0.66,7.75608,0
4753,6.801,0.66,7.75608,0
4754,6.801,0.66,7.75608,0
4755,6.801,0.66,7.75608,0
4756,6.801,0.66,7.75608,0
4757,6.801,0.66,7.75608,0
4758,6.801,0.66,7.75608,0
4759,6.801,0.66,7.75608,0
4760,6.801,0.66,7.75608,0
4761,6.801,0.66,7.75608,0
4762,6.801,0.66,7.75608,0
4763,6.801,0.66,7.75608,0
4764,6.801,0.66,7.75608,0
4765,6.801,0.66,7.75608,0
4766,6.801,0.66,7.75608,0
4767,6.801,0.66,7.75608,0
4768,6.801,0.66,7.75608,0
4769,6.801,0.66,7.75608,0
4770,6.801,0.66,7.75608,0
4771,6.801,0.66,7.75608,0
4772,6.801,0.66,7.75608,0
4773,6.801,0.66,7.75608,0
4774,6.801,0.66,7.75608,0
4775,6.801,0.66,7.75608,0
4776,6.801,0.66,7.75608,0
4777,6.801,0.66,7.75608,0
4778,6.801,0.66,7.75608,0
4779,6.801,0.66,7.75608,0
4780,6.801,0.66,7.75608,0
4781,6.801,0.66,7.75608,0
4782,6.801,0.66,7.75608,0
4783,6.801,0.66,7.75608,0
4784,6.801,0.66,7.75608,0
4785,6.801,0.66,7.75608,0
4786,6.801,0.66,7.75608,0
4787,6.801,0.66,7.75608,0
4788,6.801,0.66,7.75608,0
4789,6.801,0.66,7.75608,0
4790,6.801,0.66,7.75608,0
4791,6.801,0.66,7.75608,0
4792,6.801,0.66,7.75608,0
4793,6.801,0.66,7.75608,0
4794,6.801,0.66,7.75608,0
4795,6.801,0.66,7.75608,0
4796,6.801,0.66,7.75608,0
4797,6.801,0.66,7.75608,0
4798,6.801,0.66,7.75608,0
4799,6.801,0.66,7.75608,0
4800,6.801,0.66,7.75608,0
4801,6.801,0.66,7.75608,0
4802,6.801,0.66,7.75608,0
4803,6.801,0.66,7.75608,0
4804,6.801,0.66,7.75608,0
4805,6.801,0.66,7.75608,0
4806,6.801,0.66,7.75608,0
4807,6.801,0.66,7.75608,0
4808,6.801,0.66,7.75608,0
4809,6.801,0.66,7.75608,0
4810,6.801,0.66,7.75608,0
4811,6.801,0.66,7.75608,0
4812,6.801,0.66,7.75608,0
4813,6.801,0.66,7.75608,0
4814,6.801,0.66,7.75608,0
4815,6.801,0.66,7.75608,0
4816,6.801,0.66,7.75608,0
4817,6.801,0.66,7.75608,0
4818,6.801,0.66,7.75608,0
4819,6.801,0.66,7.75608,0
4820,6.801,0.66,7.75608,0
4821,6.801,0.66,7.75608,0
4822,6.801,0.66,7.75608,0
4823,6.801,0.66,7.75608,0
4824,6.801,0.66,7.75608,0
4825,6.801,0.66,7.75608,0
4826,6.801,0.66,7.75608,0
4827,6.801,0.66,7.75608,0
4828,6.801,0.66,7.75608,0
4829,6.801,0.66,7.75608,0
4830,6.801,0.66,7.75608,0
4831,6.801,0.66,7.75608,0
4832,6.801,0.66,7.75608,0
4833,6.801,0.66,7.75608,0
4834,6.801,0.66,7.75608,0
4835,6.801,0.66,7.75608,0
4836,6.801,0.66,7.75608,0
4837,6.801,0.66,7.75608,0
4838,6.801,0.66,7.75608,0
4839,6.801,0.66,7.75608,0
4840,6.801,0.66,7.75608,0
4841,6.801,0.66,7.75608,0
4842,6.801,0.66,7.75608,0
4843,6.801,0.66,7.75608,0
4844,6.801,0.66,7.75608,0
4845,6.801,0.66,7.75608,0
4846,6.801,0.66,7.75608,0
4847,6.801,0.66,7.75608,0
4848,6.801,0.66,7.75608,0
4849,6.801,0.66,7.75608,0
4850,6.801,0.66,7.75608,0
4851,6.801,0.66,7.75608,0
4852,6.801,0.66,7.75608,0
4853,6.801,0.66,7.75608,0
4854,6.801,0.66,7.75608,0
4855,6.801,0.66,7.75608,0
4856,6.801,0.66,7.75608,0
4857,6.801,0.66,7.75608,0
4858,6.801,0.66,7.75608,0
4859,6.801,0.66,7.75608,0
4860,6.801,0.66,7.75608,0
4861,6.801,0.66,7.75608,0
4862,6.801,0.66,7.75608,0
4863,6.801,0.66,7.75608,0
4864,6.801,0.66,7.75608,0
4865,6.801,0.66,7.75608,0
4866,6.801,0.66,7.75608,0
4867,6.801,0.66,7.75608,0
4868,6.801,0.66,7.75608,0
4869,6.801,0.66,7.75608,0
4870,6.801,0.66,7.75608,0
4871,6.801,0.66,7.75608,0
4872,6.801,0.66,7.75608,0
4873,6.801,0.66,7.75608,0
4874,6.801,0.66,7.75608,0
4875,6.801,0.66,7.75608,0
4876,6.801,0.66,7.75608,0
4877,6.801,0.66,7.75608,0
4878,6.801,0.66,7.75608,0
4879,6.801,0.66,7.75608,0
4880,6.801,0.66,7.75608,0
4881,6.801,0.66,7.75608,0
4882,6.801,0.66,7.75608,0
4883,6.801,0.66,7.75608,0
4884,6.801,0.66,7.75608,0
4885,6.801,0.66,7.75608,0
4886,6.801,0.66,7.75608,0
4887,6.801,0.66,7.75608,0
