Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9
,,,,,,,,191,18762,36927,49078,61174,133617,68582,156687,128496,72008
,,,,,,,,192,18379,34995,45681,59064,125820,66185,151911,121302,67326
,,,,,,,,193,16338,32920,43002,57577,117422,64279,148302,116261,64308
,,,,,,,,194,15900,32139,40386,56264,111518,62622,146587,113912,63110
,,,,,,,,195,16168,32428,38522,55748,108403,61774,147519,114136,63134
,,,,,,,,196,16366,31887,37494,56477,107090,61987,148901,113557,62714
,,,,,,,,197,16563,31834,37438,57068,106926,61834,153304,116839,64279
,,,,,,,,198,17103,32258,37666,59243,111150,63674,169126,126173,69290
,,,,,,,,199,17860,32800,38743,67893,120305,73229,179670,138661,77163
,,,,,,,,200,19276,34149,43134,68915,133031,75879,188902,150522,84410
,,,,,,,,201,23861,37870,45295,71765,144219,77599,195932,154038,86945
,,,,,,,,202,25102,38846,48738,74397,149974,79895,202388,156823,88567
,,,,,,,,203,25537,41403,51079,77386,151772,82656,200128,152385,85339
,,,,,,,,204,23954,42929,53110,76720,152471,80826,202072,154897,87006
,,,,,,,,205,21869,44290,51838,78885,155679,82444,201109,152244,85388
,,,,,,,,206,20550,42242,52900,78353,154449,81160,195497,146392,82064
,,,,,,,,207,20880,42535,52877,76157,151094,78807,194500,147522,82534
,,,,,,,,208,20118,41587,51286,76247,152879,79161,201314,155500,87278
,,,,,,,,209,19636,40571,51047,78965,160509,82176,211077,164622,93329
,,,,,,,,210,19542,41219,53192,81975,165034,85960,212966,161213,91338
,,,,,,,,211,20017,43198,56789,82053,163466,84832,209782,156488,88884
,,,,,,,,212,21751,45113,56933,80727,157709,83012,199108,147983,83332
,,,,,,,,213,20210,43400,56709,76358,148705,78613,187465,141768,79329
,,,,,,,,214,18846,41888,53847,72157,141136,75191,177162,134622,75114
,,,,,,,,215,18503,39451,50477,68499,133041,72135,167584,127653,70987
,,,,,,,,216,17723,37666,47410,66260,126813,69641,162220,123325,66069
,,,,,,,,217,16930,36300,44749,69843,125473,70294,161077,122430,65525
,,,,,,,,218,16526,35565,43910,70961,123423,70347,160754,121577,64817
,,,,,,,,219,16306,38151,43601,72591,122306,70546,162424,122721,65703
,,,,,,,,220,16610,38552,43264,74785,123153,71260,166323,125972,67766
,,,,,,,,221,17197,38972,43652,77087,127799,72860,177736,138535,75265
,,,,,,,,222,18045,39871,45103,83461,149368,79022,231478,199727,106710
,,,,,,,,223,19103,41995,49512,115408,186614,108764,261200,215887,119245
,,,,,,,,224,24507,47923,65645,122363,204905,114813,254748,205187,114892
,,,,,,,,225,49633,59728,74499,114273,199956,109614,234811,185453,104021
,,,,,,,,226,47861,62311,75034,106491,189230,102221,231989,185091,105186
,,,,,,,,227,38180,60483,69212,106899,189200,103152,228768,180706,102791
,,,,,,,,228,30123,57165,67686,104190,188520,100938,226379,178932,102132
,,,,,,,,229,26889,58255,66164,103412,187075,100458,222311,174069,99422
,,,,,,,,230,24908,55807,65829,100894,184370,98506,219900,172916,99042
,,,,,,,,231,24722,55083,64582,99795,185380,97886,226209,180253,103617
,,,,,,,,232,23663,53832,64508,102712,193046,101249,241315,193995,112579
,,,,,,,,233,23025,53958,67057,108101,207495,107254,264565,213159,124841
,,,,,,,,234,22863,56329,72409,117105,215811,116005,254485,195724,114496
,,,,,,,,235,23544,60317,80270,107907,197797,106683,221814,172042,101709
,,,,,,,,236,25182,63475,77706,95451,177905,94690,202552,165181,97905
,,,,,,,,237,24001,55911,68505,90933,167237,90897,185788,144517,81891
,,,,,,,,238,24164,50370,63180,84309,150839,83299,171352,132984,75062
,,,,,,,,239,24818,47573,57160,80122,140201,78081,161299,126789,71384
,,,,,,,,240,18594,43107,52475,77297,131828,75039,151468,123762,70706
,,,,,,,,241,16796,40949,49092,75455,125110,71601,147987,122877,70162
,,,,,,,,242,16388,39413,46000,76866,123144,71300,147836,121706,68994
,,,,,,,,243,16304,39494,44867,78483,122186,71326,149739,123059,69704
,,,,,,,,244,16585,39886,44256,80207,123009,72016,153546,126435,71650
,,,,,,,,245,17135,40224,43790,82677,127473,73480,164943,138700,79309
,,,,,,,,246,17991,41105,44864,89426,147588,79885,222525,196542,109565
,,,,,,,,247,18982,43296,49530,122763,180180,112450,249190,212595,123570
,,,,,,,,248,24139,49215,66582,127761,197251,119836,240587,202831,119206
,,,,,,,,249,45581,61122,76470,120636,192886,113704,223667,183698,107269
,,,,,,,,250,44351,64018,76619,112811,183265,106520,222729,183985,107428
,,,,,,,,251,36295,61773,70178,113802,183915,105696,221343,179484,104330
,,,,,,,,252,29189,58060,68401,110271,183259,103668,220496,177607,103464
,,,,,,,,253,26438,58784,67100,108743,181835,103324,217227,172537,100532
,,,,,,,,254,24689,55874,66625,106141,179599,101435,216232,171662,99884
,,,,,,,,255,24542,54775,65143,104796,181336,100871,223911,178701,103841
,,,,,,,,256,23661,53193,64831,107751,189146,104145,240093,192590,113081
,,,,,,,,257,23100,52988,67007,113298,203128,110600,262964,211984,126686
,,,,,,,,258,22851,55212,72255,122486,210747,119934,252663,194660,116315
,,,,,,,,259,23397,59344,79658,113336,193085,111159,221054,171595,103605
,,,,,,,,260,24668,62600,77298,101638,173947,98585,203037,164890,100136
,,,,,,,,261,23357,55137,67935,97689,163333,94651,186613,144558,83818
,,,,,,,,262,23295,49534,62053,90640,147990,86508,172545,132534,76470
,,,,,,,,263,23714,46776,55553,86008,137873,80594,163035,126123,71792
,,,,,,,,264,17999,42310,50857,83527,129866,77013,159421,121543,68741
,,,,,,,,265,16337,40199,47263,84435,124497,74688,159541,120903,68273
,,,,,,,,266,15772,38628,45011,86139,122568,74411,160286,119780,67100
,,,,,,,,267,14821,36235,42526,87334,121502,74337,162923,121009,67640
,,,,,,,,268,14904,36682,42247,89168,122371,75030,168158,124354,69385
,,,,,,,,269,15134,37168,42656,91494,126695,76466,181996,136412,76592
,,,,,,,,270,15573,38033,43768,98150,145760,82878,240967,190910,105238
,,,,,,,,271,16374,39891,47864,133907,178493,113780,267385,206022,118401
,,,,,,,,272,20279,45539,62570,138769,196312,123205,259142,197752,114518
,,,,,,,,273,30101,57286,73514,128438,192980,118681,241619,179797,103385
,,,,,,,,274,34027,58728,73341,119463,183944,110699,238811,180625,104283
,,,,,,,,275,28739,56255,66826,119238,184382,108419,234597,176541,101533
,,,,,,,,276,24465,52518,64708,114535,183739,106050,232216,174790,100654
,,,,,,,,277,23227,53152,62699,112733,182451,105439,227611,170243,98163
,,,,,,,,278,22462,50682,61947,109591,180429,103301,225093,169542,97749
,,,,,,,,279,22340,49622,60398,107255,182161,102422,232602,176873,101880
,,,,,,,,280,21933,48384,59841,109291,189942,105403,249629,190550,111142
,,,,,,,,281,21581,48375,62040,114298,203842,111918,274808,209273,124151
,,,,,,,,282,21245,50669,67480,124327,211660,122094,265435,192203,113885
,,,,,,,,283,21183,54411,75535,115453,194127,113531,234127,169470,101198
,,,,,,,,284,21855,56741,72809,103140,174499,100338,216520,163025,97646
,,,,,,,,285,20769,50154,63965,98445,164071,96619,199913,143222,81844
,,,,,,,,286,20174,44372,58593,91314,148456,88063,185410,131355,74597
,,,,,,,,287,20131,41583,53041,86510,138429,81703,176187,125211,70497
,,,,,,,,288,16807,37755,48516,83779,131849,78016,173225,121403,67521
,,,,,,,,289,15427,35474,45258,83439,126559,76948,173845,120845,66867
,,,,,,,,290,14657,33858,42807,84617,124496,77273,175938,119909,65804
,,,,,,,,291,14058,32646,42241,86370,123341,77434,179694,121339,66558
,,,,,,,,292,14079,33009,42101,88930,123958,78483,185965,124701,68418
,,,,,,,,293,14245,33377,42647,91758,128548,80095,200453,136764,75786
,,,,,,,,294,14635,34132,43883,99588,148978,86226,262658,191580,104725
,,,,,,,,295,15482,35791,47442,157470,184970,123863,291681,207733,118213
,,,,,,,,296,18561,40767,60209,158540,203700,130380,276551,199037,114850
,,,,,,,,297,26933,50047,67682,128269,199560,118647,251913,181046,104378
,,,,,,,,298,31677,51643,66612,114257,189160,109358,246598,181618,105397
,,,,,,,,299,27005,50048,60777,113328,188214,107542,239110,177008,103438
,,,,,,,,300,23557,47045,59634,107460,186929,103957,234055,175252,102729
,,,,,,,,301,22792,47857,58048,104160,185500,102779,227573,170722,100724
,,,,,,,,302,22416,46399,57693,99726,182916,100116,223878,169921,100624
,,,,,,,,303,22497,45751,56581,96999,184116,98733,230269,177470,105334
,,,,,,,,304,22179,44832,56012,98560,191963,101108,246506,191502,114851
,,,,,,,,305,21880,45076,58359,103452,206942,106820,272006,210708,127694
,,,,,,,,306,21497,47373,63437,113302,215747,116698,263189,194188,117623
,,,,,,,,307,21324,50885,70436,105309,198517,108104,232877,171678,104728
,,,,,,,,308,21772,52781,67568,93447,178713,95633,215962,165502,101241
,,,,,,,,309,20616,46801,58851,89335,168064,91934,199915,145440,85132
,,,,,,,,310,19923,40962,53446,83751,151427,84322,186228,133319,77447
,,,,,,,,311,19641,38233,48541,80100,140521,78561,177808,127147,73348
,,,,,,,,312,16565,34792,44568,77644,132055,75196,174734,124842,72400
,,,,,,,,313,15218,32337,41245,76413,126394,73583,176167,124722,71297
,,,,,,,,314,14388,30541,39297,77563,124510,73892,178635,123750,69831
,,,,,,,,315,13710,29946,38680,79212,123451,74371,182670,125180,70608
,,,,,,,,316,13596,30388,38606,81208,124144,75917,188993,128375,72725
,,,,,,,,317,13753,30828,39211,83605,128579,77658,203666,140487,80757
,,,,,,,,318,14089,31625,40439,91014,148416,84107,271179,197379,115085
,,,,,,,,319,14889,33400,43870,139582,182888,127221,298969,214332,131433
,,,,,,,,320,17619,38117,55083,138162,200863,129677,275020,203930,126524
,,,,,,,,321,24789,46520,62155,117155,196385,111920,244796,183489,113611
,,,,,,,,322,29700,48490,61973,104317,185991,102212,237311,182691,112223
,,,,,,,,323,25432,46999,56935,103013,185717,101877,228398,176952,109803
,,,,,,,,324,22503,44272,56091,98087,184422,98168,222416,174116,108923
,,,,,,,,325,22096,45411,55183,95637,182933,96633,215420,168824,106207
,,,,,,,,326,21964,44570,55122,92285,180338,93643,211142,166913,105368
,,,,,,,,327,22019,44127,54409,90141,181439,92133,216461,173424,109146
,,,,,,,,328,21795,43411,54265,92056,188878,94428,231304,187315,118757
,,,,,,,,329,21517,43891,56508,96958,203018,100059,255643,207636,132825
,,,,,,,,330,21131,46065,61292,104795,211181,109197,247190,190324,122887
,,,,,,,,331,20897,49389,67693,96849,193263,100218,216641,168036,109188
,,,,,,,,332,21130,51195,65316,84010,173916,88107,199489,161321,105735
,,,,,,,,333,19934,45505,56541,78951,163729,84482,184173,141374,88318
,,,,,,,,334,19006,39595,50916,73546,148182,77910,170989,129925,80398
,,,,,,,,335,18517,36913,46186,69499,137982,73193,162395,123393,75608
,,,,,,,,336,16128,33700,42519,66672,127510,70210,154204,114179,72502
,,,,,,,,337,14941,31301,39534,59888,114076,61746,147760,109259,69024
,,,,,,,,338,14120,29041,37343,58728,108487,59611,146493,106912,67572
,,,,,,,,339,13745,26424,34943,58179,105213,58504,148075,106823,67369
,,,,,,,,340,13635,25818,34203,58458,104016,58583,150006,106274,67025
,,,,,,,,341,13655,25796,34261,59018,104210,58565,155870,111680,71578
,,,,,,,,342,13840,26156,34384,62121,110833,61493,186696,123584,79024
,,,,,,,,343,14196,26846,35664,82793,120654,80422,194578,132846,88639
,,,,,,,,344,15727,28744,40046,75085,132300,76110,187371,142456,95842
,,,,,,,,345,19891,31925,41213,72214,142465,73385,183871,145457,97126
,,,,,,,,346,21448,31343,43634,72407,148135,74478,186861,148291,97674
,,,,,,,,347,20591,33161,45364,74223,150110,76446,181401,142985,94209
,,,,,,,,348,19571,34496,47378,71644,150304,74405,180805,145686,95687
,,,,,,,,349,19412,35874,46568,72192,152779,75538,177697,142890,94017
,,,,,,,,350,19401,35258,47655,70727,151087,74127,170469,137285,90154
,,,,,,,,351,19554,35729,47918,68080,148250,71617,168064,138080,89971
,,,,,,,,352,19442,35088,46509,67696,150715,71768,173272,145090,94963
,,,,,,,,353,19257,34216,46305,69783,157914,74536,181957,152868,101951
,,,,,,,,354,18953,34717,48344,71769,161985,77591,185638,149012,96904
,,,,,,,,355,18731,36309,51103,72425,159558,77239,184898,147168,95332
,,,,,,,,356,19052,37297,51633,70982,155313,75892,175296,138248,90291
,,,,,,,,357,17848,36876,51566,66580,146744,71467,164358,132328,86722
,,,,,,,,358,17127,35512,48606,62421,139500,68026,153395,123369,79995
,,,,,,,,359,16548,32823,45163,58764,130886,64213,144292,117554,75001
,,,,,,,,360,15768,30614,41616,56642,124793,61936,135669,111827,67757
,,,,,,,,361,14757,28516,38677,55682,117085,60792,129549,106733,64140
,,,,,,,,362,13924,27100,36980,54702,111333,59070,127059,104543,62522
,,,,,,,,363,13589,26186,34921,54302,108321,58147,127624,104740,62449
,,,,,,,,364,13512,25664,34108,54690,107048,58262,128598,104253,62186
,,,,,,,,365,13432,25649,34197,55055,106748,58318,132406,107019,64022
,,,,,,,,366,13593,26011,34302,57078,110974,60154,152199,116543,69898
,,,,,,,,367,13896,26551,34960,68017,120085,67414,157961,126813,78875
,,,,,,,,368,14621,27931,38412,65817,132560,68587,160770,137452,86905
