Conventional_diesel_co2_per_mmbtu,Global_conventional_diesel_price_per_mmbtu,Syn_diesel_co2_per_mmbtu,Bio_diesel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,,29,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,30,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,31,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,32,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,33,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,34,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,35,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,36,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,37,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,38,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,39,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,40,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,41,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,42,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,43,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,44,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,45,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,46,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,47,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,48,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,49,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,50,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,51,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,52,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,53,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,54,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,55,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,56,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,57,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,58,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,59,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,60,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,61,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,62,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,63,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,64,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,65,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,66,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,67,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,68,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,69,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,70,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,71,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,72,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,73,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,74,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,75,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,76,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,77,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,78,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,79,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,80,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,81,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,82,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,83,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,84,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,85,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,86,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,87,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,88,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,89,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,90,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,91,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,92,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,93,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,94,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,95,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,96,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,97,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,98,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,99,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,100,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,101,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,102,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,103,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,104,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,105,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,106,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,107,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,108,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,109,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,110,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,111,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,112,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,113,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,114,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,115,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,116,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,117,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,118,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,119,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,120,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,121,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,122,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,123,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,124,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,125,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,126,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,127,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,128,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,129,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,130,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,131,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,132,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,133,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,134,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,135,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,136,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,137,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,138,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,139,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,140,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,141,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,142,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,143,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,144,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,145,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,146,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,147,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,148,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,149,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,150,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,151,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,152,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,153,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,154,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,155,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,156,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,157,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,158,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,159,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,160,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,161,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,162,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,163,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,164,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,165,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,166,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,167,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,168,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,169,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,170,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,171,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,172,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,173,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,174,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,175,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,176,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,177,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,178,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,179,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,180,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,181,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,182,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,183,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,184,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,185,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,186,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,187,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,188,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,189,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,190,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,191,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,192,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,193,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,194,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,195,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,196,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,197,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,198,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,199,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,200,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,201,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,202,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,203,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,204,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,205,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,206,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,207,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,208,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,209,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,210,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,211,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,212,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,213,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,214,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,215,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,216,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,217,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,218,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,219,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,220,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,221,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,222,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,223,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,224,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,225,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,226,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,227,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,228,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,229,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,230,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,231,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,232,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,233,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,234,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,235,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,236,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,237,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,238,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,239,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,240,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,241,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,242,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,243,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,244,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,245,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,246,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,247,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,248,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,249,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,250,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,251,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,252,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,253,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,254,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,255,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,256,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,257,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,258,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,259,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,260,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,261,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,262,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,263,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,264,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,265,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,266,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,267,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,268,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,269,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,270,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,271,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,272,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,273,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,274,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,275,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,276,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,277,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,278,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,279,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,280,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,281,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,282,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,283,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,284,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,285,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,286,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,287,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,288,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,289,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,290,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,291,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,292,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,293,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,294,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,295,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,296,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,297,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,298,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,299,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,300,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,301,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,302,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,303,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,304,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,305,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,306,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,307,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,308,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,309,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,310,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,311,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,312,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,313,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,314,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,315,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,316,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,317,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,318,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,319,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,320,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,321,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,322,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,323,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,324,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,325,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,326,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,327,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,328,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,329,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,330,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,331,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,332,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,333,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,334,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,335,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,336,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,337,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,338,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,339,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,340,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,341,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,342,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,343,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,344,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,345,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,346,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,347,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,348,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,349,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,350,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,351,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,352,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,353,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,354,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,355,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,356,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,357,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,358,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,359,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,360,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,361,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,362,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,363,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,364,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,365,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,366,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,367,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,368,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,369,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,370,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,371,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,372,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,373,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,374,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,375,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,376,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,377,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,378,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,379,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,380,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,381,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,382,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,383,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,384,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,385,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,386,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,387,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,388,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,389,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,390,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,391,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,392,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,393,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,394,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,395,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,396,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,397,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,398,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,399,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,400,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,401,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,402,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,403,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,404,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,405,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,406,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,407,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,408,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,409,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,410,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,411,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,412,6927,4158,3979,9384,9976,10402,15694,8816,3150
