Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,,133,166097
,,,,,,,,134,164790
,,,,,,,,135,169040
,,,,,,,,136,179641
,,,,,,,,137,195598
,,,,,,,,138,190244
,,,,,,,,139,168098
,,,,,,,,140,154497
,,,,,,,,141,143074
,,,,,,,,142,132372
,,,,,,,,143,123373
,,,,,,,,144,117735
,,,,,,,,145,116494
,,,,,,,,146,117292
,,,,,,,,147,119954
,,,,,,,,148,124584
,,,,,,,,149,135198
,,,,,,,,150,168683
,,,,,,,,151,187359
,,,,,,,,152,188640
,,,,,,,,153,176815
,,,,,,,,154,175518
,,,,,,,,155,173802
,,,,,,,,156,171709
,,,,,,,,157,167985
,,,,,,,,158,166320
,,,,,,,,159,170699
,,,,,,,,160,181125
,,,,,,,,161,196834
,,,,,,,,162,190857
,,,,,,,,163,169102
,,,,,,,,164,155547
,,,,,,,,165,144161
,,,,,,,,166,134226
,,,,,,,,167,126203
,,,,,,,,168,116273
,,,,,,,,169,110182
,,,,,,,,170,107948
,,,,,,,,171,108547
,,,,,,,,172,109864
,,,,,,,,173,113747
,,,,,,,,174,126600
,,,,,,,,175,132423
,,,,,,,,176,141350
,,,,,,,,177,148906
,,,,,,,,178,155210
,,,,,,,,179,155264
,,,,,,,,180,157208
,,,,,,,,181,156732
,,,,,,,,182,152165
,,,,,,,,183,151848
,,,,,,,,184,157957
,,,,,,,,185,166622
,,,,,,,,186,169212
,,,,,,,,187,168331
,,,,,,,,188,160652
,,,,,,,,189,153163
,,,,,,,,190,145372
,,,,,,,,191,139419
,,,,,,,,192,137805
,,,,,,,,193,136654
,,,,,,,,194,135812
,,,,,,,,195,137109
,,,,,,,,196,139110
,,,,,,,,197,143144
,,,,,,,,198,157612
,,,,,,,,199,165941
,,,,,,,,200,174055
,,,,,,,,201,178976
,,,,,,,,202,183077
,,,,,,,,203,178226
,,,,,,,,204,176983
,,,,,,,,205,175017
,,,,,,,,206,168993
,,,,,,,,207,167153
,,,,,,,,208,172124
,,,,,,,,209,181742
,,,,,,,,210,181976
,,,,,,,,211,179194
,,,,,,,,212,171580
,,,,,,,,213,163244
,,,,,,,,214,156173
,,,,,,,,215,149903
,,,,,,,,216,148727
,,,,,,,,217,149519
,,,,,,,,218,149643
,,,,,,,,219,151424
,,,,,,,,220,155522
,,,,,,,,221,165431
,,,,,,,,222,210982
,,,,,,,,223,233723
,,,,,,,,224,227519
,,,,,,,,225,209635
,,,,,,,,226,207551
,,,,,,,,227,203229
,,,,,,,,228,199119
,,,,,,,,229,194507
,,,,,,,,230,191191
,,,,,,,,231,193662
,,,,,,,,232,202984
,,,,,,,,233,220337
,,,,,,,,234,213997
,,,,,,,,235,191967
,,,,,,,,236,178636
,,,,,,,,237,165916
,,,,,,,,238,154996
,,,,,,,,239,146907
,,,,,,,,240,138733
,,,,,,,,241,136218
,,,,,,,,242,136503
,,,,,,,,243,138480
,,,,,,,,244,142436
,,,,,,,,245,152266
,,,,,,,,246,200705
,,,,,,,,247,221532
,,,,,,,,248,214248
,,,,,,,,249,199447
,,,,,,,,250,199180
,,,,,,,,251,196623
,,,,,,,,252,194052
,,,,,,,,253,190205
,,,,,,,,254,188261
,,,,,,,,255,192076
,,,,,,,,256,202403
,,,,,,,,257,219414
,,,,,,,,258,212859
,,,,,,,,259,191819
,,,,,,,,260,179640
,,,,,,,,261,167134
,,,,,,,,262,156469
,,,,,,,,263,148909
,,,,,,,,264,146722
,,,,,,,,265,147679
,,,,,,,,266,148839
,,,,,,,,267,151496
,,,,,,,,268,156835
,,,,,,,,269,168929
,,,,,,,,270,218625
,,,,,,,,271,239189
,,,,,,,,272,232077
,,,,,,,,273,216658
,,,,,,,,274,214770
,,,,,,,,275,209525
,,,,,,,,276,205427
,,,,,,,,277,200275
,,,,,,,,278,196858
,,,,,,,,279,200567
,,,,,,,,280,211742
,,,,,,,,281,230996
,,,,,,,,282,225241
,,,,,,,,283,204263
,,,,,,,,284,192287
,,,,,,,,285,179786
,,,,,,,,286,168936
,,,,,,,,287,161779
,,,,,,,,288,160498
,,,,,,,,289,162104
,,,,,,,,290,164621
,,,,,,,,291,168364
,,,,,,,,292,174654
,,,,,,,,293,187236
,,,,,,,,294,239628
,,,,,,,,295,261753
,,,,,,,,296,248656
,,,,,,,,297,226950
,,,,,,,,298,222702
,,,,,,,,299,214197
,,,,,,,,300,207422
,,,,,,,,301,200374
,,,,,,,,302,195749
,,,,,,,,303,198310
,,,,,,,,304,208656
,,,,,,,,305,228251
,,,,,,,,306,223030
,,,,,,,,307,203072
,,,,,,,,308,191790
,,,,,,,,309,179867
,,,,,,,,310,169828
,,,,,,,,311,163450
,,,,,,,,312,161953
,,,,,,,,313,164345
,,,,,,,,314,167179
,,,,,,,,315,171161
,,,,,,,,316,177413
,,,,,,,,317,189990
,,,,,,,,318,246845
,,,,,,,,319,267582
,,,,,,,,320,246964
,,,,,,,,321,220064
,,,,,,,,322,213618
,,,,,,,,323,203632
,,,,,,,,324,195909
,,,,,,,,325,188314
,,,,,,,,326,183064
,,,,,,,,327,184513
,,,,,,,,328,193482
,,,,,,,,329,211926
,,,,,,,,330,207198
,,,,,,,,331,187194
,,,,,,,,332,175838
,,,,,,,,333,164538
,,,,,,,,334,154826
,,,,,,,,335,148211
,,,,,,,,336,141103
,,,,,,,,337,136400
,,,,,,,,338,135967
,,,,,,,,339,137802
,,,,,,,,340,140160
,,,,,,,,341,145188
,,,,,,,,342,171555
,,,,,,,,343,177316
,,,,,,,,344,171654
,,,,,,,,345,167487
,,,,,,,,346,168231
,,,,,,,,347,160120
,,,,,,,,348,156336
,,,,,,,,349,152202
,,,,,,,,350,144475
,,,,,,,,351,141197
,,,,,,,,352,144652
,,,,,,,,353,153313
,,,,,,,,354,155312
,,,,,,,,355,154774
,,,,,,,,356,148186
,,,,,,,,357,140642
,,,,,,,,358,133041
,,,,,,,,359,127256
,,,,,,,,360,122043
,,,,,,,,361,118454
,,,,,,,,362,116800
,,,,,,,,363,117668
,,,,,,,,364,119175
,,,,,,,,365,122550
,,,,,,,,366,140033
,,,,,,,,367,144485
,,,,,,,,368,147088
,,,,,,,,369,149829
,,,,,,,,370,152673
,,,,,,,,371,148295
,,,,,,,,372,147109
,,,,,,,,373,145309
,,,,,,,,374,139270
,,,,,,,,375,136983
,,,,,,,,376,140867
,,,,,,,,377,148322
,,,,,,,,378,151167
,,,,,,,,379,150005
,,,,,,,,380,142455
,,,,,,,,381,134083
,,,,,,,,382,126335
,,,,,,,,383,120000
,,,,,,,,384,120812
,,,,,,,,385,122769
,,,,,,,,386,123907
,,,,,,,,387,126527
,,,,,,,,388,130928
,,,,,,,,389,139930
,,,,,,,,390,166774
,,,,,,,,391,183681
,,,,,,,,392,186456
,,,,,,,,393,176997
,,,,,,,,394,176351
,,,,,,,,395,174471
,,,,,,,,396,172205
,,,,,,,,397,168273
,,,,,,,,398,166027
,,,,,,,,399,169591
,,,,,,,,400,179281
,,,,,,,,401,195150
,,,,,,,,402,188559
,,,,,,,,403,165776
,,,,,,,,404,151130
,,,,,,,,405,142191
,,,,,,,,406,132521
,,,,,,,,407,123797
,,,,,,,,408,118547
,,,,,,,,409,116736
,,,,,,,,410,117178
,,,,,,,,411,119028
,,,,,,,,412,123048
,,,,,,,,413,133019
,,,,,,,,414,166516
,,,,,,,,415,183445
,,,,,,,,416,183599
,,,,,,,,417,171888
,,,,,,,,418,170431
,,,,,,,,419,169424
,,,,,,,,420,167774
,,,,,,,,421,164431
,,,,,,,,422,163018
,,,,,,,,423,167169
,,,,,,,,424,177660
,,,,,,,,425,193180
,,,,,,,,426,187501
,,,,,,,,427,164969
,,,,,,,,428,150851
,,,,,,,,429,139009
,,,,,,,,430,128023
,,,,,,,,431,118256
,,,,,,,,432,110700
,,,,,,,,433,108853
,,,,,,,,434,108617
,,,,,,,,435,110208
,,,,,,,,436,113776
,,,,,,,,437,123050
,,,,,,,,438,151416
,,,,,,,,439,171882
,,,,,,,,440,175776
,,,,,,,,441,166312
,,,,,,,,442,166041
,,,,,,,,443,167332
,,,,,,,,444,166693
,,,,,,,,445,164893
,,,,,,,,446,164832
,,,,,,,,447,169799
,,,,,,,,448,180623
,,,,,,,,449,195234
,,,,,,,,450,190267
,,,,,,,,451,167398
,,,,,,,,452,153073
,,,,,,,,453,141502
,,,,,,,,454,130035
,,,,,,,,455,120329
,,,,,,,,456,114153
,,,,,,,,457,111786
,,,,,,,,458,112200
,,,,,,,,459,114509
,,,,,,,,460,118700
,,,,,,,,461,128739
,,,,,,,,462,158514
,,,,,,,,463,179614
,,,,,,,,464,183961
,,,,,,,,465,174742
,,,,,,,,466,174425
,,,,,,,,467,175093
,,,,,,,,468,174765
,,,,,,,,469,172823
,,,,,,,,470,172314
,,,,,,,,471,177577
,,,,,,,,472,188773
,,,,,,,,473,204425
,,,,,,,,474,199061
,,,,,,,,475,176939
,,,,,,,,476,163149
,,,,,,,,477,151300
,,,,,,,,478,140147
,,,,,,,,479,130997
,,,,,,,,480,124266
,,,,,,,,481,124137
,,,,,,,,482,124506
,,,,,,,,483,127005
,,,,,,,,484,131430
,,,,,,,,485,141358
,,,,,,,,486,174280
,,,,,,,,487,197703
,,,,,,,,488,200864
,,,,,,,,489,189774
,,,,,,,,490,188907
,,,,,,,,491,188456
,,,,,,,,492,186538
,,,,,,,,493,183629
,,,,,,,,494,182403
,,,,,,,,495,186626
,,,,,,,,496,197184
,,,,,,,,497,213682
,,,,,,,,498,208233
,,,,,,,,499,185835
,,,,,,,,500,172343
,,,,,,,,501,160628
,,,,,,,,502,149761
,,,,,,,,503,141079
,,,,,,,,504,134846
,,,,,,,,505,129393
,,,,,,,,506,127867
,,,,,,,,507,128959
,,,,,,,,508,130365
,,,,,,,,509,134161
,,,,,,,,510,149024
,,,,,,,,511,159077
,,,,,,,,512,165694
,,,,,,,,513,168348
,,,,,,,,514,172496
,,,,,,,,515,167708
,,,,,,,,516,165655
,,,,,,,,517,162928
,,,,,,,,518,156175
,,,,,,,,519,153039
,,,,,,,,520,156410
,,,,,,,,521,165512
,,,,,,,,522,167241
,,,,,,,,523,166890
,,,,,,,,524,160626
,,,,,,,,525,153282
,,,,,,,,526,146103
,,,,,,,,527,140882
,,,,,,,,528,138783
,,,,,,,,529,137067
,,,,,,,,530,136919
,,,,,,,,531,139168
,,,,,,,,532,142099
,,,,,,,,533,147452
,,,,,,,,534,167520
,,,,,,,,535,177444
,,,,,,,,536,173981
,,,,,,,,537,171225
,,,,,,,,538,172400
,,,,,,,,539,164268
,,,,,,,,540,160739
,,,,,,,,541,156681
,,,,,,,,542,149059
,,,,,,,,543,145692
,,,,,,,,544,148872
,,,,,,,,545,157931
,,,,,,,,546,160182
,,,,,,,,547,159997
,,,,,,,,548,153844
,,,,,,,,549,146168
,,,,,,,,550,139512
,,,,,,,,551,134585
,,,,,,,,552,134834
,,,,,,,,553,138164
,,,,,,,,554,140617
,,,,,,,,555,144339
,,,,,,,,556,150227
,,,,,,,,557,162902
,,,,,,,,558,213745
,,,,,,,,559,227675
,,,,,,,,560,212941
,,,,,,,,561,192221
,,,,,,,,562,187219
,,,,,,,,563,180911
,,,,,,,,564,175905
,,,,,,,,565,170645
,,,,,,,,566,167178
,,,,,,,,567,170100
,,,,,,,,568,179975
,,,,,,,,569,196577
,,,,,,,,570,191297
,,,,,,,,571,170285
,,,,,,,,572,157138
,,,,,,,,573,145114
,,,,,,,,574,134699
,,,,,,,,575,126798
,,,,,,,,576,121797
,,,,,,,,577,120799
,,,,,,,,578,121344
,,,,,,,,579,123266
,,,,,,,,580,127266
,,,,,,,,581,137529
,,,,,,,,582,173358
,,,,,,,,583,190577
,,,,,,,,584,189475
,,,,,,,,585,177599
,,,,,,,,586,176206
,,,,,,,,587,174358
,,,,,,,,588,172459
,,,,,,,,589,169052
,,,,,,,,590,167240
,,,,,,,,591,171378
,,,,,,,,592,181804
,,,,,,,,593,197532
,,,,,,,,594,191233
,,,,,,,,595,168977
,,,,,,,,596,154966
,,,,,,,,597,142979
,,,,,,,,598,131989
,,,,,,,,599,122736
,,,,,,,,600,116852
,,,,,,,,601,115414
,,,,,,,,602,115544
,,,,,,,,603,117297
,,,,,,,,604,121048
,,,,,,,,605,130748
,,,,,,,,606,162208
,,,,,,,,607,182041
,,,,,,,,608,183872
,,,,,,,,609,173208
,,,,,,,,610,172526
,,,,,,,,611,172489
,,,,,,,,612,170797
,,,,,,,,613,167841
,,,,,,,,614,166763
,,,,,,,,615,171188
,,,,,,,,616,181788
,,,,,,,,617,197508
,,,,,,,,618,192794
,,,,,,,,619,170695
,,,,,,,,620,157185
,,,,,,,,621,145996
,,,,,,,,622,135330
,,,,,,,,623,126479
,,,,,,,,624,124369
,,,,,,,,625,124372
,,,,,,,,626,126288
,,,,,,,,627,129703
,,,,,,,,628,134898
,,,,,,,,629,146680
,,,,,,,,630,182056
,,,,,,,,631,202144
,,,,,,,,632,201023
,,,,,,,,633,186901
,,,,,,,,634,183778
,,,,,,,,635,179502
,,,,,,,,636,175758
,,,,,,,,637,170562
,,,,,,,,638,167344
,,,,,,,,639,170537
,,,,,,,,640,180088
,,,,,,,,641,196224
,,,,,,,,642,191057
,,,,,,,,643,170146
,,,,,,,,644,157799
,,,,,,,,645,146475
,,,,,,,,646,136626
,,,,,,,,647,129139
,,,,,,,,648,124112
,,,,,,,,649,124211
,,,,,,,,650,125688
,,,,,,,,651,128667
,,,,,,,,652,133709
,,,,,,,,653,144844
,,,,,,,,654,180145
,,,,,,,,655,196780
,,,,,,,,656,193050
,,,,,,,,657,176591
,,,,,,,,658,172688
,,,,,,,,659,168960
,,,,,,,,660,165401
,,,,,,,,661,161038
,,,,,,,,662,158882
,,,,,,,,663,162592
,,,,,,,,664,172443
,,,,,,,,665,187171
,,,,,,,,666,181695
,,,,,,,,667,159983
,,,,,,,,668,146656
,,,,,,,,669,135913
,,,,,,,,670,126160
,,,,,,,,671,117880
,,,,,,,,672,109665
,,,,,,,,673,103606
,,,,,,,,674,102251
,,,,,,,,675,103262
,,,,,,,,676,105094
,,,,,,,,677,109468
,,,,,,,,678,123782
,,,,,,,,679,127146
,,,,,,,,680,131558
,,,,,,,,681,133905
,,,,,,,,682,136534
,,,,,,,,683,133739
,,,,,,,,684,134041
,,,,,,,,685,133061
,,,,,,,,686,128616
,,,,,,,,687,127199
,,,,,,,,688,131417
,,,,,,,,689,136942
,,,,,,,,690,139833
,,,,,,,,691,138873
,,,,,,,,692,130466
,,,,,,,,693,120804
,,,,,,,,694,111218
,,,,,,,,695,103295
,,,,,,,,696,96585
,,,,,,,,697,92092
,,,,,,,,698,89810
,,,,,,,,699,90309
,,,,,,,,700,91831
,,,,,,,,701,94963
,,,,,,,,702,106560
,,,,,,,,703,111350
,,,,,,,,704,119160
,,,,,,,,705,125144
,,,,,,,,706,129188
,,,,,,,,707,128531
,,,,,,,,708,130339
,,,,,,,,709,130556
,,,,,,,,710,126861
,,,,,,,,711,125845
,,,,,,,,712,130506
,,,,,,,,713,136300
,,,,,,,,714,139752
,,,,,,,,715,138764
,,,,,,,,716,130050
,,,,,,,,717,119917
,,,,,,,,718,109975
,,,,,,,,719,101313
,,,,,,,,720,99727
,,,,,,,,721,99532
,,,,,,,,722,100309
,,,,,,,,723,103158
,,,,,,,,724,108215
,,,,,,,,725,118728
,,,,,,,,726,149395
,,,,,,,,727,167071
,,,,,,,,728,168994
,,,,,,,,729,158913
,,,,,,,,730,158546
,,,,,,,,731,159128
,,,,,,,,732,158921
,,,,,,,,733,156668
,,,,,,,,734,156085
,,,,,,,,735,160778
,,,,,,,,736,171219
,,,,,,,,737,185922
,,,,,,,,738,180617
,,,,,,,,739,158816
,,,,,,,,740,144353
,,,,,,,,741,132366
,,,,,,,,742,121247
,,,,,,,,743,111071
,,,,,,,,744,102073
,,,,,,,,745,98549
,,,,,,,,746,98594
,,,,,,,,747,100354
,,,,,,,,748,103507
,,,,,,,,749,112280
,,,,,,,,750,140341
,,,,,,,,751,159107
,,,,,,,,752,161340
,,,,,,,,753,152921
,,,,,,,,754,151505
,,,,,,,,755,152498
,,,,,,,,756,152787
,,,,,,,,757,151731
,,,,,,,,758,151155
,,,,,,,,759,155372
,,,,,,,,760,164985
,,,,,,,,761,178610
,,,,,,,,762,175108
,,,,,,,,763,154756
,,,,,,,,764,141523
,,,,,,,,765,130612
,,,,,,,,766,119124
,,,,,,,,767,108520
,,,,,,,,768,101472
,,,,,,,,769,102060
,,,,,,,,770,102228
,,,,,,,,771,104064
,,,,,,,,772,107273
,,,,,,,,773,116005
,,,,,,,,774,143099
,,,,,,,,775,167250
,,,,,,,,776,171576
,,,,,,,,777,165364
,,,,,,,,778,164706
,,,,,,,,779,167145
,,,,,,,,780,167256
,,,,,,,,781,166806
,,,,,,,,782,166465
,,,,,,,,783,171142
,,,,,,,,784,181540
,,,,,,,,785,195338
,,,,,,,,786,192142
,,,,,,,,787,171067
,,,,,,,,788,158178
,,,,,,,,789,147675
,,,,,,,,790,135248
,,,,,,,,791,124777
,,,,,,,,792,121842
,,,,,,,,793,121483
,,,,,,,,794,123041
,,,,,,,,795,126229
,,,,,,,,796,130323
,,,,,,,,797,139502
,,,,,,,,798,171708
,,,,,,,,799,197295
,,,,,,,,800,198799
,,,,,,,,801,189033
,,,,,,,,802,187328
,,,,,,,,803,186524
,,,,,,,,804,184550
,,,,,,,,805,182415
,,,,,,,,806,180035
,,,,,,,,807,182847
,,,,,,,,808,191425
,,,,,,,,809,205665
,,,,,,,,810,200886
,,,,,,,,811,180700
,,,,,,,,812,168891
,,,,,,,,813,157121
,,,,,,,,814,145520
,,,,,,,,815,136316
,,,,,,,,816,131038
,,,,,,,,817,128862
,,,,,,,,818,130045
,,,,,,,,819,132660
,,,,,,,,820,136451
,,,,,,,,821,146103
,,,,,,,,822,181686
,,,,,,,,823,208541
,,,,,,,,824,204018
,,,,,,,,825,188052
,,,,,,,,826,184500
,,,,,,,,827,181764
,,,,,,,,828,178885
,,,,,,,,829,175750
,,,,,,,,830,172685
,,,,,,,,831,175381
,,,,,,,,832,184030
,,,,,,,,833,198325
,,,,,,,,834,193215
,,,,,,,,835,172937
,,,,,,,,836,160511
,,,,,,,,837,149226
,,,,,,,,838,138169
,,,,,,,,839,129164
,,,,,,,,840,117979
,,,,,,,,841,111149
,,,,,,,,842,107193
,,,,,,,,843,107004
,,,,,,,,844,108147
,,,,,,,,845,111595
,,,,,,,,846,124577
,,,,,,,,847,132670
,,,,,,,,848,137944
,,,,,,,,849,143198
,,,,,,,,850,149132
,,,,,,,,851,147648
,,,,,,,,852,148163
,,,,,,,,853,146101
,,,,,,,,854,142210
,,,,,,,,855,140067
,,,,,,,,856,140757
,,,,,,,,857,142963
,,,,,,,,858,149150
,,,,,,,,859,147739
,,,,,,,,860,139533
,,,,,,,,861,129839
,,,,,,,,862,120826
,,,,,,,,863,114934
,,,,,,,,864,108888
,,,,,,,,865,103750
,,,,,,,,866,100338
,,,,,,,,867,100666
,,,,,,,,868,102204
,,,,,,,,869,105024
,,,,,,,,870,115927
,,,,,,,,871,123258
,,,,,,,,872,130971
,,,,,,,,873,138882
,,,,,,,,874,144657
,,,,,,,,875,142709
,,,,,,,,876,143685
,,,,,,,,877,141949
,,,,,,,,878,138659
,,,,,,,,879,137008
,,,,,,,,880,137744
,,,,,,,,881,140110
,,,,,,,,882,146261
,,,,,,,,883,144990
,,,,,,,,884,136972
,,,,,,,,885,127904
,,,,,,,,886,120264
,,,,,,,,887,115341
,,,,,,,,888,113834
,,,,,,,,889,113566
,,,,,,,,890,114573
,,,,,,,,891,117165
,,,,,,,,892,120905
,,,,,,,,893,130461
,,,,,,,,894,163773
,,,,,,,,895,184541
,,,,,,,,896,184760
,,,,,,,,897,175710
,,,,,,,,898,174126
,,,,,,,,899,173553
,,,,,,,,900,172866
,,,,,,,,901,171714
,,,,,,,,902,170182
,,,,,,,,903,174086
,,,,,,,,904,183698
,,,,,,,,905,198114
,,,,,,,,906,193005
,,,,,,,,907,172502
,,,,,,,,908,159945
,,,,,,,,909,148477
,,,,,,,,910,137163
,,,,,,,,911,127781
,,,,,,,,912,119816
,,,,,,,,913,118354
,,,,,,,,914,119842
,,,,,,,,915,122781
,,,,,,,,916,126905
,,,,,,,,917,136911
,,,,,,,,918,170601
,,,,,,,,919,192264
,,,,,,,,920,192580
,,,,,,,,921,181936
,,,,,,,,922,179440
,,,,,,,,923,177269
,,,,,,,,924,174912
,,,,,,,,925,172046
,,,,,,,,926,169371
,,,,,,,,927,172722
,,,,,,,,928,182077
,,,,,,,,929,197080
,,,,,,,,930,193712
,,,,,,,,931,174748
,,,,,,,,932,163487
,,,,,,,,933,153048
,,,,,,,,934,142717
,,,,,,,,935,134832
,,,,,,,,936,132229
,,,,,,,,937,131424
,,,,,,,,938,133355
,,,,,,,,939,136751
,,,,,,,,940,141301
,,,,,,,,941,151572
,,,,,,,,942,188865
,,,,,,,,943,210139
,,,,,,,,944,206296
,,,,,,,,945,192336
,,,,,,,,946,188148
,,,,,,,,947,183808
,,,,,,,,948,180511
,,,,,,,,949,177009
,,,,,,,,950,173844
,,,,,,,,951,176724
,,,,,,,,952,186294
,,,,,,,,953,202578
,,,,,,,,954,198377
,,,,,,,,955,179099
,,,,,,,,956,167773
,,,,,,,,957,156350
,,,,,,,,958,145469
,,,,,,,,959,137280
,,,,,,,,960,132627
,,,,,,,,961,132484
,,,,,,,,962,133886
,,,,,,,,963,136473
,,,,,,,,964,140519
,,,,,,,,965,150505
,,,,,,,,966,188230
,,,,,,,,967,211088
,,,,,,,,968,207888
,,,,,,,,969,194491
,,,,,,,,970,190520
,,,,,,,,971,186540
,,,,,,,,972,183223
,,,,,,,,973,180074
,,,,,,,,974,176903
,,,,,,,,975,179696
,,,,,,,,976,188875
,,,,,,,,977,205051
,,,,,,,,978,201622
,,,,,,,,979,182425
,,,,,,,,980,170971
,,,,,,,,981,159911
,,,,,,,,982,148694
,,,,,,,,983,140117
,,,,,,,,984,137336
,,,,,,,,985,137075
,,,,,,,,986,138822
,,,,,,,,987,141625
,,,,,,,,988,145718
,,,,,,,,989,155727
,,,,,,,,990,193679
,,,,,,,,991,218055
,,,,,,,,992,212802
,,,,,,,,993,195143
,,,,,,,,994,189190
,,,,,,,,995,183359
,,,,,,,,996,178064
,,,,,,,,997,173208
,,,,,,,,998,168527
,,,,,,,,999,170225
,,,,,,,,1000,178514
,,,,,,,,1001,194189
,,,,,,,,1002,190859
,,,,,,,,1003,172250
,,,,,,,,1004,161608
,,,,,,,,1005,151701
,,,,,,,,1006,142187
,,,,,,,,1007,134871
,,,,,,,,1008,129763
,,,,,,,,1009,124294
,,,,,,,,1010,122415
,,,,,,,,1011,124087
,,,,,,,,1012,127398
,,,,,,,,1013,133295
,,,,,,,,1014,151076
,,,,,,,,1015,160292
,,,,,,,,1016,157532
,,,,,,,,1017,155809
,,,,,,,,1018,157647
,,,,,,,,1019,150414
,,,,,,,,1020,147530
,,,,,,,,1021,142427
,,,,,,,,1022,136335
,,,,,,,,1023,133164
,,,,,,,,1024,133510
,,,,,,,,1025,137154
,,,,,,,,1026,143716
,,,,,,,,1027,144058
,,,,,,,,1028,137472
,,,,,,,,1029,129449
,,,,,,,,1030,122572
,,,,,,,,1031,119121
,,,,,,,,1032,116964
,,,,,,,,1033,113599
,,,,,,,,1034,111851
,,,,,,,,1035,113442
,,,,,,,,1036,116081
,,,,,,,,1037,119677
,,,,,,,,1038,134974
,,,,,,,,1039,137750
,,,,,,,,1040,139174
,,,,,,,,1041,140837
,,,,,,,,1042,142413
,,,,,,,,1043,136409
,,,,,,,,1044,135243
,,,,,,,,1045,131922
,,,,,,,,1046,127634
,,,,,,,,1047,125731
,,,,,,,,1048,126625
,,,,,,,,1049,128966
,,,,,,,,1050,136210
,,,,,,,,1051,136480
,,,,,,,,1052,128491
,,,,,,,,1053,118729
,,,,,,,,1054,110479
,,,,,,,,1055,106038
,,,,,,,,1056,104396
