Region,Resource,Zone,Cluster,AnnualSum
GB5 0,GB5 0 OCGT,7,1,14.900833
GB5 0,GB5 0 biomass,7,1,72.08196
GB5 0,GB5 0 coal,7,1,10.186097
GB5 0,GB5 0 nuclear,7,1,1.2029801e8
GB5 0,GB5 0 offwind-ac,7,1,12.812952
GB5 0,GB5 0 offwind-dc,7,1,22.213734
GB5 0,GB5 0 oil,7,1,10.104215
GB5 0,GB5 0 onwind,7,1,22.178427
GB5 0,GB5 0 ror,7,1,3.5211782
GB5 0,GB5 0 solar,7,1,2.4581745
NL0 0,NL0 0 CCGT,8,1,14.743263
NL0 0,NL0 0 OCGT,8,1,10.909589
NL0 0,NL0 0 coal,8,1,7.437459
NL0 0,NL0 0 nuclear,8,1,5.0437865e6
NL0 0,NL0 0 offwind-ac,8,1,15.3908205
NL0 0,NL0 0 offwind-dc,8,1,14.549504
NL0 0,NL0 0 onwind,8,1,21.221888
NL0 0,NL0 0 solar,8,1,1.0822351
NO3 0,NO3 0 CCGT,9,1,-1.0855943
NO3 0,NO3 0 OCGT,9,1,-1.2405611
NO3 0,NO3 0 offwind-ac,9,1,-0.28250903
NO3 0,NO3 0 offwind-dc,9,1,-0.31686145
NO3 0,NO3 0 onwind,9,1,-0.5153563
NO3 0,NO3 0 solar,9,1,-0.0869051
SE3 2,NO3 0 coal,9,1,-0.67288834
NL0 0,NO3 0 nuclear,9,1,-2.107524
SE3 0,SE3 0 CCGT,10,1,6.6157017
SE3 1,SE3 0 biomass,10,1,12.091371
SE3 2,SE3 0 coal,10,1,3.9979258
SE3 3,SE3 0 nuclear,10,1,0.0
SE3 4,SE3 0 offwind-ac,10,1,1.9349442
SE3 5,SE3 0 offwind-dc,10,1,2.144592
SE3 6,SE3 0 oil,10,1,5.1324735
SE3 7,SE3 0 onwind,10,1,2.680386
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,0.43097532
DE0 0,DE0 0 hydro,2,1,398.01706
FR0 0,FR0 0 hydro,5,1,51.89941
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,-3.2794154
SE3 0,SE3 0 hydro,10,1,37.390903
DE0 0,DE0 0 PHS,2,1,45.09488
FR0 0,FR0 0 PHS,5,1,32.446377
GB5 0,GB5 0 PHS,7,1,53.476624
NO3 0,NO3 0 PHS,9,1,-0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,23.439342
DE0 0,DE0 0 Battery,2,1,25.683826
DK0 0,DK0 0 Battery,3,1,18.25002
DK3 0,DK3 0 Battery,4,1,23.764664
FR0 0,FR0 0 Battery,5,1,20.613989
GB4 0,GB4 0 Battery,6,1,56.954876
GB5 0,GB5 0 Battery,7,1,38.897545
NL0 0,NL0 0 Battery,8,1,27.966696
NO0 0,NO0 0 Battery,9,1,-3.4123724
SE3 0,SE3 0 Battery,10,1,16.192535
