,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions
t50,702.6767186499347,158.53379513347153,59.51643881829748
t51,702.6767186499347,158.53379513347153,59.51643881829748
t52,702.6767186499347,158.53379513347153,59.51643881829748
t53,702.6767186499347,158.53379513347153,59.51643881829748
t54,702.6767186499347,158.53379513347153,59.51643881829748
t55,702.6767186499347,158.53379513347153,59.51643881829748
t56,702.6767186499347,158.53379513347153,59.51643881829748
t57,702.6767186499347,158.53379513347153,59.51643881829748
t58,702.6767186499347,158.53379513347153,59.51643881829748
t59,702.6767186499347,158.53379513347153,59.51643881829748
t60,702.6767186499347,158.53379513347153,59.51643881829748
t61,702.6767186499347,158.53379513347153,59.51643881829748
t62,702.6767186499347,158.53379513347153,59.51643881829748
t63,702.6767186499347,158.53379513347153,59.51643881829748
t64,702.6767186499347,158.53379513347153,59.51643881829748
t65,702.6767186499347,158.53379513347153,59.51643881829748
t66,702.6767186499347,158.53379513347153,59.51643881829748
t67,702.6767186499347,158.53379513347153,59.51643881829748
t68,702.6767186499347,158.53379513347153,59.51643881829748
t69,702.6767186499347,146.53388346815217,59.51643881829748
t70,702.6767186499347,158.53379513347153,59.51643881829748
t71,702.6767186499347,158.53379513347153,59.51643881829748
t72,702.6767186499347,158.53379513347153,59.51643881829748
t73,702.6767186499347,158.53379513347153,59.51643881829748
t74,702.6767186499347,158.53379513347153,59.51643881829748
t75,702.6767186499347,158.53379513347153,59.51643881829748
t76,702.6767186499347,158.53379513347153,59.51643881829748
t77,702.6767186499347,158.53379513347153,59.51643881829748
t78,702.6767186499347,158.53379513347153,59.51643881829748
t79,702.6767186499347,158.53379513347153,59.51643881829748
t80,702.6767186499347,158.53379513347153,59.51643881829748
t81,702.6767186499347,158.53379513347153,59.51643881829748
t82,702.6767186499347,158.53379513347153,59.51643881829748
t83,702.6767186499347,158.53379513347153,59.51643881829748
t84,702.6767186499347,158.53379513347153,59.51643881829748
t85,702.6767186499347,158.53379513347153,59.51643881829748
t86,702.6767186499347,158.53379513347153,59.51643881829748
t87,702.6767186499347,158.53379513347153,59.51643881829748
t88,702.6767186499347,158.53379513347153,59.51643881829748
t89,702.6767186499347,158.53379513347153,59.51643881829748
t90,702.6767186499347,158.53379513347153,59.51643881829748
t91,702.6767186499347,158.53379513347153,59.51643881829748
t92,702.6767186499347,158.53379513347153,59.51643881829748
t93,702.6767186499347,158.53379513347153,59.51643881829748
t94,702.6767186499347,158.53379513347153,59.51643881829748
t95,702.6767186499347,158.53379513347153,59.51643881829748
t96,702.6767186499347,158.53379513347153,59.51643881829748
t97,702.6767186499347,158.53379513347153,59.51643881829748
t98,702.6767186499347,158.53379513347153,59.51643881829748
t99,702.6767186499347,158.53379513347153,59.51643881829748
t100,702.6767186499347,158.53379513347153,59.51643881829748
t101,702.6767186499347,158.53379513347153,59.51643881829748
t102,702.6767186499347,158.53379513347153,59.51643881829748
t103,702.6767186499347,158.53379513347153,59.51643881829748
t104,702.6767186499347,158.53379513347153,59.51643881829748
t105,702.6767186499347,158.53379513347153,59.51643881829748
t106,702.6767186499347,158.53379513347153,59.51643881829748
t107,702.6767186499347,158.53379513347153,59.51643881829748
t108,702.6767186499347,158.53379513347153,59.51643881829748
t109,702.6767186499347,158.53379513347153,59.51643881829748
t110,702.6767186499347,158.53379513347153,59.51643881829748
t111,702.6767186499347,158.53379513347153,59.51643881829748
t112,702.6767186499347,158.53379513347153,59.51643881829748
t113,702.6767186499347,158.53379513347153,59.51643881829748
t114,702.6767186499347,158.53379513347153,59.51643881829748
t115,702.6767186499347,158.53379513347153,59.51643881829748
t116,702.6767186499347,158.53379513347153,59.51643881829748
t117,702.6767186499347,158.53379513347153,59.51643881829748
t118,702.6767186499347,158.53379513347153,59.51643881829748
t119,702.6767186499347,158.53379513347153,59.51643881829748
t120,702.6767186499347,158.53379513347153,59.51643881829748
t121,702.6767186499347,158.53379513347153,59.51643881829748
t122,702.6767186499347,158.53379513347153,59.51643881829748
t123,702.6767186499347,158.53379513347153,59.51643881829748
t124,702.6767186499347,158.53379513347153,59.51643881829748
t125,702.6767186499347,158.53379513347153,59.51643881829748
t126,702.6767186499347,158.53379513347153,59.51643881829748
t127,702.6767186499347,158.53379513347153,59.51643881829748
t128,702.6767186499347,158.53379513347153,59.51643881829748
t129,702.6767186499347,158.53379513347153,59.51643881829748
t130,702.6767186499347,158.53379513347153,59.51643881829748
t131,702.6767186499347,158.53379513347153,59.51643881829748
t132,702.6767186499347,158.53379513347153,59.51643881829748
t133,702.6767186499347,158.53379513347153,59.51643881829748
t134,702.6767186499347,158.53379513347153,59.51643881829748
t135,702.6767186499347,158.53379513347153,59.51643881829748
t136,702.6767186499347,158.53379513347153,59.51643881829748
t137,702.6767186499347,158.53379513347153,59.51643881829748
t138,702.6767186499347,158.53379513347153,59.51643881829748
t139,702.6767186499347,158.53379513347153,59.51643881829748
t140,702.6767186499347,158.53379513347153,59.51643881829748
t141,702.6767186499347,158.53379513347153,59.51643881829748
t142,702.6767186499347,158.53379513347153,59.51643881829748
t143,702.6767186499347,158.53379513347153,59.51643881829748
t144,702.6767186499347,158.53379513347153,59.51643881829748
t145,702.6767186499347,158.53379513347153,59.51643881829748
t146,702.6767186499347,158.53379513347153,59.51643881829748
t147,702.6767186499347,158.53379513347153,59.51643881829748
t148,702.6767186499347,158.53379513347153,59.51643881829748
t149,702.6767186499347,158.53379513347153,59.51643881829748
t150,702.6767186499347,158.53379513347153,59.51643881829748
t151,702.6767186499347,158.53379513347153,59.51643881829748
t152,702.6767186499347,158.53379513347153,59.51643881829748
t153,702.6767186499347,158.53379513347153,59.51643881829748
t154,702.6767186499347,158.53379513347153,59.51643881829748
t155,702.6767186499347,158.53379513347153,59.51643881829748
t156,702.6767186499347,158.53379513347153,59.51643881829748
t157,702.6767186499347,158.53379513347153,59.51643881829748
t158,702.6767186499347,158.53379513347153,59.51643881829748
t159,702.6767186499347,158.53379513347153,59.51643881829748
t160,702.6767186499347,158.53379513347153,59.51643881829748
t161,702.6767186499347,158.53379513347153,59.51643881829748
t162,702.6767186499347,158.53379513347153,59.51643881829748
t163,702.6767186499347,158.53379513347153,59.51643881829748
t164,702.6767186499347,158.53379513347153,59.51643881829748
t165,702.6767186499347,158.53379513347153,59.51643881829748
t166,702.6767186499347,158.53379513347153,59.51643881829748
t167,702.6767186499347,158.53379513347153,59.51643881829748
t168,702.6767186499347,158.53379513347153,59.51643881829748
