,index,region,technology,Existing_Cap_MW,Cap_Size,CapRes,CES,cluster,Commit,Down_Time,DR,Eff_Down,Eff_Up,ESR_1,H2_TMR_1,Existing_Cap_MWh,Existing_Charge_Cap_MW,Fixed_OM_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWhyr,Old_Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Fuel,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Heat_Rate_MMBTU_per_MWh,HYDRO,Hydro_Energy_to_Power_Ratio,Hydro_level,Inv_Cost_Charge_per_MWyr,Inv_Cost_per_MWhyr,Inv_Cost_per_MWyr,LDS,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Max_Duration,MinCapTag_1,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,Min_Duration,Min_Power,MUST_RUN,New_Build,num_units,Num_VRE_Bins,plant_id_eia,Ramp_Dn_Percentage,Ramp_Up_Percentage,Reg_Cost,Resource,Rsv_Cost,Self_Disch,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,STOR,THERM,unit_id_pudl,Up_Time,Old_Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,VRE,Zone,FLEX,CCS_Rate
46,56,TX,Natural Gas Steam Turbine,421,747.5,0.9,0,10,1,24,0,0,0,0,0,0,0,0,0,25948,27504.88,NG,0,0,11.252,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.087,0,0,2,0,"[3460.0, 3460.0]",0.57,0.57,0,natural_gas_steam_turbine_9,0,0,85,13.7,0,1,"[1.0, 2.0]",24,1.024,1.08544,0,0,1,0,0
47,57,TX,Natural Gas Steam Turbine,248,82.667,0.9,0,11,1,24,0,0,0,0,0,0,0,0,0,49776,52762.56,NG,0.12,0.123,13.723,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.202,0,0,3,0,"[3576.0, 3576.0, 3628.0]",0.57,0.57,0,natural_gas_steam_turbine_10,0,0,85,13.7,0,1,"[1.0, 2.0, 1.0]",24,1.024,1.08544,0,0,1,0,0
48,58,TX,Natural Gas Steam Turbine,392,392,0.9,0,12,1,24,0,0,0,0,0,0,0,0,0,30271,32087.26,NG,0,0,13.82,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.143,0,0,1,0,[3452.0],0.57,0.57,0,natural_gas_steam_turbine_11,0,0,85,13.7,0,1,[1.0],24,1.024,1.08544,0,0,1,0,0
49,60,TX,Natural Gas Steam Turbine,61,61,0.9,0,13,1,24,0,0,0,0,0,0,0,0,0,49776,52762.56,NG,0,0,14.753,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.164,0,0,1,0,[4266.0],0.57,0.57,0,natural_gas_steam_turbine_12,0,0,85,13.7,0,1,[2.0],24,1.024,1.08544,0,0,1,0,0
50,61,TX,Natural Gas Steam Turbine,1461,365.25,0.9,0,14,1,24,0,0,0,0,0,0,0,0,0,30271,32087.26,NG,0.079,0.058,11.781,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.107,0,0,4,0,"[3490.0, 3490.0, 3504.0, 3548.0]",0.57,0.57,0,natural_gas_steam_turbine_13,0,0,85,13.7,0,1,"[1.0, 2.0, 2.0, 1.0]",24,1.024,1.08544,0,0,1,0,0
51,62,TX,Natural Gas Steam Turbine,430,215,0.9,0,15,1,24,0,0,0,0,0,0,0,0,0,49776,52762.56,NG,0.064,0.091,12.02,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.228,0,0,2,0,"[3628.0, 4939.0]",0.57,0.57,0,natural_gas_steam_turbine_14,0,0,85,13.7,0,1,"[2.0, 1.0]",24,1.024,1.08544,0,0,1,0,0
52,63,TX,Natural Gas Steam Turbine,169,169,0.9,0,16,1,24,0,0,0,0,0,0,0,0,0,25948,27504.88,NG,0,0,12.17,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.178,0,0,1,0,[3470.0],0.57,0.57,0,natural_gas_steam_turbine_15,0,0,85,13.7,0,1,[1.0],24,1.024,1.08544,0,0,1,0,0
53,64,TX,Natural Gas Steam Turbine,169,169,0.9,0,17,1,24,0,0,0,0,0,0,0,0,0,25948,27504.88,NG,0,0,14.002,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.178,0,0,1,0,[3470.0],0.57,0.57,0,natural_gas_steam_turbine_16,0,0,85,13.7,0,1,[2.0],24,1.024,1.08544,0,0,1,0,0
54,65,TX,Natural Gas Steam Turbine,122,122,0.9,0,18,1,24,0,0,0,0,0,0,0,0,0,30271,32087.26,NG,0,0,15.121,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.123,0,0,1,0,[3453.0],0.57,0.57,0,natural_gas_steam_turbine_17,0,0,85,13.7,0,1,[3.0],24,1.024,1.08544,0,0,1,0,0
55,66,TX,Nuclear,2520,1280,0.9,1,1,1,36,0,1,1,0,0,0,0,0,0,187522,198773.32,uranium,0,0,10.455,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.5,0,-1,2,0,"[6251.0, 6251.0]",0.25,0.25,0,nuclear,0,0,1000,0,0,1,"['6251_1', '6251_2']",36,2.352,2.49312,0,0,1,0,0
56,67,TX,Nuclear,2460,1230,0.9,1,2,1,36,0,1,1,0,0,0,0,0,0,187522,198773.32,uranium,0,0,10.455,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.5,0,-1,2,0,"[6145.0, 6145.0]",0.25,0.25,0,nuclear_1,0,0,1000,0,0,1,"['6145_1', '6145_2']",36,2.352,2.49312,0,0,1,0,0
57,68,TX,Onshore Wind Turbine,34061,177.571,0,1,1,0,0,0,1,1,1,0,0,0,0,0,44100,44100,None,0.106,0.049,9.144,0,0,0,0,0,57807,0,-1,-1,-1,0,0,0,0,0,0,0.032,0,-1,202,1,"[54979.0, 55579.0, 55581.0, 55747.0, 55795.0, 55795.0, 55796.0, 55796.0, 55968.0, 55992.0, 56111.0, 56211.0, 56212.0, 56240.0, 56270.0, 56291.0, 56291.0, 56291.0, 56311.0, 56337.0, 56372.0, 56394.0, 56395.0, 56457.0, 56479.0, 56483.0, 56484.0, 56506.0, 56592.0, 56593.0, 56602.0, 56638.0, 56644.0, 56648.0, 56649.0, 56661.0, 56673.0, 56754.0, 56754.0, 56763.0, 56763.0, 56763.0, 56763.0, 56771.0, 56773.0, 56774.0, 56775.0, 56776.0, 56779.0, 56783.0, 56795.0, 56823.0, 56920.0, 56921.0, 56956.0, 56956.0, 56959.0, 56961.0, 56961.0, 56979.0, 56981.0, 56983.0, 56984.0, 57095.0, 57153.0, 57156.0, 57212.0, 57260.0, 57303.0, 57303.0, 57415.0, 57474.0, 57520.0, 57617.0, 57751.0, 57752.0, 57802.0, 57927.0, 57974.0, 57981.0, 57983.0, 57983.0, 58000.0, 58021.0, 58048.0, 58080.0, 58242.0, 58321.0, 58363.0, 58372.0, 58404.0, 58424.0, 58596.0, 58614.0, 58681.0, 58720.0, 58765.0, 58766.0, 58772.0, 58773.0, 58774.0, 58775.0, 58838.0, 59005.0, 59006.0, 59034.0, 59063.0, 59066.0, 59068.0, 59118.0, 59193.0, 59238.0, 59243.0, 59244.0, 59245.0, 59320.0, 59321.0, 59332.0, 59384.0, 59417.0, 59442.0, 59621.0, 59654.0, 59712.0, 59732.0, 59733.0, 59734.0, 59943.0, 59971.0, 59972.0, 59972.0, 60059.0, 60087.0, 60104.0, 60210.0, 60217.0, 60338.0, 60339.0, 60366.0, 60414.0, 60502.0, 60645.0, 60743.0, 60856.0, 60901.0, 60902.0, 60983.0, 60987.0, 61001.0, 61032.0, 61212.0, 61343.0, 61402.0, 61417.0, 61589.0, 61589.0, 61773.0, 61776.0, 61782.0, 61865.0, 61969.0, 61970.0, 62038.0, 62142.0, 62207.0, 62227.0, 62258.0, 62259.0, 62356.0, 62411.0, 62416.0, 62417.0, 62562.0, 62562.0, 62566.0, 62587.0, 62618.0, 62630.0, 62715.0, 62765.0, 62783.0, 62809.0, 62836.0, 62853.0, 62855.0, 62909.0, 63100.0, 63101.0, 63209.0, 63624.0, 63655.0, 63738.0, 63739.0, 64149.0, 64164.0, 64165.0, 64544.0, 64551.0, 64591.0, 64639.0, 64710.0, 65048.0]",1,1,0,onshore_wind_turbine,0,0,0,0,0,0,"['54979_WIND', '55579.0_EXIS', '55581_EXIS', '55747_NWP2', '55795.0_01', '55795_1', '55796.0_01', '55796_1', '55968_WTG1', '55992_1', '56111_GEN1', '56211_SW1', '56212_SW2', '56240_1', '56270_1', '56291_1', '56291_2', '56291_3', '56311_SW3', '56337_SW4', '56372_SW5', '56394_1', '56395_1', '56457_1', '56479_2', '56483_1', '56484_1', '56506_SCW', '56592_CH1', '56593_RO1', '56602_SNY1', '56638_GEN1', '56644_1', '56648.0_1', '56649_1', '56661_1', '56673_WEC', '56754_1', '56754_2', '56763_1', '56763_2', '56763_3', '56763_4', '56771_1', '56773_1', '56774_1', '56775_1', '56776_1', '56779_1', '56783_1', '56795_1', '56823_HWFG1', '56920_1', '56921_1', '56956.0_001', '56956_1', '56959_OWF', '56961_GE', '56961_VESTA', '56979_1', '56981_1', '56983_1', '56984_1', '57095_1', '57153_1', '57156_BC', '57212_1', '57260_1', '57303_LWG1', '57303_LWG2', '57415_1', '57474_1', '57520_1', '57617_GEN1', '57751_1', '57752_1', '57802_MV1', '57927_1', '57974_GEN1', '57981_GEN1', '57983_1', '57983_2', '58000_ANA', '58021_1', '58048_1', '58080_1', '58242_1', '58321_1', '58363.0_WND1', '58372_GEN1', '58404.0_1', '58424_1', '58596_GRVWI', '58614.0_PAT1', '58681_RT661', '58720_1', '58765_1', '58766_1', '58772_GEN1', '58773_GEN1', '58774_GEN1', '58775_GEN1', '58838_KW1', '59005_MAR1', '59006_MARN', '59034_SHAN1', '59063.0_WT1', '59066_MVII', '59068_GVII', '59118_CAM1', '59193_CHA1', '59238_WND2', '59243_CHAN1', '59244.0_FIBE1', '59245_FLUV1', '59320_GEN1', '59321_GEN1', '59332_MSCRK', '59384_1', '59417_WT1', '59442_1', '59621_JRWND', '59654_1', '59712_SRWI', '59732_GPI', '59733_GPII', '59734_BFW', '59943_1', '59971_ESTR1', '59972_BRKA2', '59972_BRKAT', '60059_1', '60087_SPII', '60104_GEWTG', '60210_CPWF', '60217_RKSP', '60338_EWF', '60339_HCWF', '60366_OSWF', '60414_GEN1', '60502_GEN1', '60645_WJ21', '60743_WT1', '60856_ASTRA', '60901_WSPWF', '60902_DERM', '60983_BWIND', '60987_GEN1', '61001.0_WT1', '61032.0_HTX', '61212.0_FTWI', '61343.0_WT1', '61402.0_FOARD', '61417.0_GCWF', '61589.0_MT-1', '61589.0_UT-1', '61773.0_PW', '61776.0_MIDWY', '61782.0_WTGS', '61865.0_1', '61969.0_TWE', '61970.0_BSII', '62038.0_STRAE', '62142.0_AM-TX', '62207.0_RELOJ', '62227.0_WTGS', '62258.0_MES', '62259.0_RAN', '62356.0_LOC', '62411.0_GTWND', '62416.0_WT1', '62417.0_WT1', '62562.0_HILO', '62562.0_HILO2', '62566.0_BS3', '62587.0_MESQ', '62618.0_WT', '62630.0_WTGS1', '62715.0_WCCWF', '62765.0_CAMPO', '62783.0_BLKJK', '62809.0_BMP', '62836.0_MNW', '62853.0_MVRCK', '62855.0_WRAYM', '62909.0_ERAYM', '63100.0_WTG', '63101.0_WTG', '63209.0_AVTOR', '63624.0_LC', '63655.0_COY', '63738.0_HEL', '63739.0_LMAJ', '64149.0_WTW', '64164.0_ASWWT', '64165.0_WTG1', '64544.0_WT2', '64551.0_WT2', '64591.0_EEA', '64639.0_ESCA', '64710.0_WM001', '65048.0_HW001']",0,0,0,0,1,1,0,0
58,65,TX,Onshore Wind Turbine,0,177.571,0,1,2,0,0,0,1,1,1,0,0,0,0,0,44100,44100,None,0.106,0.049,9.144,0,0,0,0,0,57807,0,-1,-1,-1,0,1,0,0,0,0,0.032,0,1,202,1,43000,1,1,0,onshore_wind_turbine_exp,0,0,0,0,0,0,177.571,0,0,0,0,1,1,0,0
59,65,TX,Onshore Wind Turbine,0,177.571,0,1,3,0,0,0,1,1,0,1,0,0,0,0,44100,44100,None,0.106,0.049,9.144,0,0,0,0,0,57807,0,-1,-1,-1,0,1,0,0,0,0,0.032,0,1,202,1,43000,1,1,0,onshore_wind_turbine_ppa,0,0,0,0,0,0,177.571,0,0,0,0,1,1,0,0
60,69,TX,Small Hydroelectric,16,0.829,0,1,1,0,0,0,1,1,0,0,0,0,0,0,45648,48386.88,None,0,0,9.104,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,19,0,"[791.0, 791.0, 794.0, 3437.0, 3437.0, 3437.0, 3581.0, 3581.0, 3582.0, 3582.0, 3583.0, 3584.0, 3585.0, 3585.0, 3586.0, 3594.0, 3594.0, 3598.0, 61355.0]",1,1,0,small_hydroelectric,0,0,0,0,0,0,"['791_1', '791_2', '794_1', '3437_1', '3437_2', '3437_3', '3581_1', '3581_2', '3582_1', '3582_2', '3583_1', '3584_1', '3585_1', '3585_2', '3586_1', '3594_1', '3594_2', '3598_1', '61355_HY1']",0,0,0,0,0,1,0,0
61,70,TX,Solar Photovoltaic,9147,110.241,0,1,1,0,0,0,1,1,1,0,0,0,0,0,21000,21000,None,0,0.044,9.2,0,0,0,0,0,47606,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,127,1,"[57197.0, 57659.0, 57699.0, 58009.0, 58009.0, 58013.0, 58027.0, 58068.0, 58488.0, 58537.0, 58710.0, 58716.0, 58717.0, 59204.0, 59205.0, 59206.0, 59207.0, 59994.0, 60044.0, 60123.0, 60372.0, 60427.0, 60436.0, 60472.0, 60581.0, 60682.0, 60774.0, 60789.0, 60989.0, 61205.0, 61309.0, 61346.0, 61346.0, 61368.0, 61370.0, 61409.0, 61410.0, 61411.0, 61493.0, 61513.0, 61514.0, 61524.0, 61532.0, 61625.0, 61697.0, 61700.0, 61810.0, 61867.0, 61868.0, 61871.0, 61872.0, 61873.0, 61874.0, 61875.0, 61895.0, 61906.0, 61920.0, 61962.0, 62141.0, 62152.0, 62249.0, 62415.0, 62448.0, 62483.0, 62505.0, 62522.0, 62561.0, 62561.0, 62610.0, 62755.0, 62772.0, 62773.0, 62774.0, 62804.0, 62845.0, 62932.0, 62933.0, 62945.0, 62953.0, 63027.0, 63180.0, 63194.0, 63211.0, 63222.0, 63255.0, 63273.0, 63320.0, 63328.0, 63328.0, 63329.0, 63351.0, 63388.0, 63519.0, 63764.0, 63769.0, 63840.0, 63882.0, 63883.0, 63884.0, 63892.0, 63905.0, 63985.0, 64026.0, 64075.0, 64079.0, 64133.0, 64202.0, 64204.0, 64227.0, 64325.0, 64389.0, 64447.0, 64538.0, 64539.0, 64540.0, 64672.0, 64821.0, 64823.0, 64824.0, 64825.0, 64826.0, 64827.0, 64828.0, 64859.0, 64892.0, 64927.0, 65028.0]",1,1,0,solar_photovoltaic,0,0,0,0,0,0,"['57197_1', '57659.0_PSF', '57699_AES1', '58009_1', '58009_2', '58013_PV', '58027_1', '58068_1', '58488_1', '58537_1', '58710_BRLA', '58716_1', '58717_1', '59204_OCIA3', '59205_OCIA5', '59206_OCIA6', '59207_OCIA7', '59994_ROSEK', '60044_BKTH1', '60123.0_CGAP', '60372_LSPV1', '60427_CSS1', '60436_1', '60472_CPS1', '60581_UCTX', '60682_PEARL', '60774_GEN1', '60789.0_UNIT1', '60989_PV1', '61205_PV1', '61309.0_PV1', '61346.0_PV1', '61346.0_PV2', '61368.0_PV1', '61370.0_GEN1', '61409.0_GEN1', '61410.0_GEN1', '61411.0_GEN1', '61493.0_SEALY', '61513.0_GEN1', '61514.0_GEN1', '61524.0_GEN1', '61532.0_GEN1', '61625.0_GEN1', '61697.0_IVORY', '61700.0_PFPKB', '61810.0_GEN1', '61867.0_GEN1', '61868.0_GEN1', '61871.0_GEN1', '61872.0_GEN1', '61873.0_GEN1', '61874.0_GEN1', '61875.0_GEN1', '61895.0_TOYHQ', '61906.0_PHOEB', '61920.0_GSM01', '61962.0_HSF01', '62141.0_RMBLR', '62152.0_570', '62249.0_77777', '62415.0_WOTP1', '62448.0_LAP', '62483.0_PV1', '62505.0_1', '62522.0_1', '62561.0_RODR1', '62561.0_RODR2', '62610.0_PV1', '62755.0_PROSP', '62772.0_BTCON', '62773.0_BTCOO', '62774.0_BTKEL', '62804.0_GREA1', '62845.0_SP1', '62932.0_OBR1B', '62933.0_OBR1A', '62945.0_FJSOL', '62953.0_1080', '63027.0_20', '63180.0_TXWHT', '63194.0_GEN1', '63211.0_GEN1', '63222.0_TXIM1', '63255.0_2WPSO', '63273.0_1215', '63320.0_IPTTN', '63328.0_IPJNO', '63328.0_JUNO1', '63329.0_IPAGN', '63351.0_BBS2', '63388.0_SOLAR', '63519.0_CRN1', '63764.0_TXEB1', '63769.0_TXBC1', '63840.0_1111', '63882.0_GEN1', '63883.0_GEN1', '63884.0_GEN1', '63892.0_LILY', '63905.0_ASKYS', '63985.0_FBS', '64026.0_SF1', '64075.0_TAYG2', '64079.0_CS', '64133.0_2222', '64202.0_BGSTS', '64204.0_ELARA', '64227.0_12001', '64325.0_PROSP', '64389.0_NIAGS', '64447.0_GEN1', '64538.0_KOV4A', '64539.0_KOV4A', '64540.0_KOV4A', '64672.0_BLUEJ', '64821.0_FLPS1', '64823.0_FLPS2', '64824.0_FLPS3', '64825.0_FLPS4', '64826.0_FLPS5', '64827.0_FLPS6', '64828.0_FLPS7', '64859.0_IPRAD', '64892.0_ERATH', '64927.0_AKS01', '65028.0_ROSES']",0,0,0,0,1,1,0,0
62,70,TX,Solar Photovoltaic,0,110.241,0,1,2,0,0,0,1,1,1,0,0,0,0,0,21000,21000,None,0,0.044,9.2,0,0,0,0,0,47606,0,-1,-1,-1,0,1,0,0,0,0,0,0,1,127,1,"[57197.0, 57659.0, 57699.0, 58009.0, 58009.0, 58013.0, 58027.0, 58068.0, 58488.0, 58537.0, 58710.0, 58716.0, 58717.0, 59204.0, 59205.0, 59206.0, 59207.0, 59994.0, 60044.0, 60123.0, 60372.0, 60427.0, 60436.0, 60472.0, 60581.0, 60682.0, 60774.0, 60789.0, 60989.0, 61205.0, 61309.0, 61346.0, 61346.0, 61368.0, 61370.0, 61409.0, 61410.0, 61411.0, 61493.0, 61513.0, 61514.0, 61524.0, 61532.0, 61625.0, 61697.0, 61700.0, 61810.0, 61867.0, 61868.0, 61871.0, 61872.0, 61873.0, 61874.0, 61875.0, 61895.0, 61906.0, 61920.0, 61962.0, 62141.0, 62152.0, 62249.0, 62415.0, 62448.0, 62483.0, 62505.0, 62522.0, 62561.0, 62561.0, 62610.0, 62755.0, 62772.0, 62773.0, 62774.0, 62804.0, 62845.0, 62932.0, 62933.0, 62945.0, 62953.0, 63027.0, 63180.0, 63194.0, 63211.0, 63222.0, 63255.0, 63273.0, 63320.0, 63328.0, 63328.0, 63329.0, 63351.0, 63388.0, 63519.0, 63764.0, 63769.0, 63840.0, 63882.0, 63883.0, 63884.0, 63892.0, 63905.0, 63985.0, 64026.0, 64075.0, 64079.0, 64133.0, 64202.0, 64204.0, 64227.0, 64325.0, 64389.0, 64447.0, 64538.0, 64539.0, 64540.0, 64672.0, 64821.0, 64823.0, 64824.0, 64825.0, 64826.0, 64827.0, 64828.0, 64859.0, 64892.0, 64927.0, 65028.0]",1,1,0,solar_photovoltaic_exp,0,0,0,0,0,0,"['57197_1', '57659.0_PSF', '57699_AES1', '58009_1', '58009_2', '58013_PV', '58027_1', '58068_1', '58488_1', '58537_1', '58710_BRLA', '58716_1', '58717_1', '59204_OCIA3', '59205_OCIA5', '59206_OCIA6', '59207_OCIA7', '59994_ROSEK', '60044_BKTH1', '60123.0_CGAP', '60372_LSPV1', '60427_CSS1', '60436_1', '60472_CPS1', '60581_UCTX', '60682_PEARL', '60774_GEN1', '60789.0_UNIT1', '60989_PV1', '61205_PV1', '61309.0_PV1', '61346.0_PV1', '61346.0_PV2', '61368.0_PV1', '61370.0_GEN1', '61409.0_GEN1', '61410.0_GEN1', '61411.0_GEN1', '61493.0_SEALY', '61513.0_GEN1', '61514.0_GEN1', '61524.0_GEN1', '61532.0_GEN1', '61625.0_GEN1', '61697.0_IVORY', '61700.0_PFPKB', '61810.0_GEN1', '61867.0_GEN1', '61868.0_GEN1', '61871.0_GEN1', '61872.0_GEN1', '61873.0_GEN1', '61874.0_GEN1', '61875.0_GEN1', '61895.0_TOYHQ', '61906.0_PHOEB', '61920.0_GSM01', '61962.0_HSF01', '62141.0_RMBLR', '62152.0_570', '62249.0_77777', '62415.0_WOTP1', '62448.0_LAP', '62483.0_PV1', '62505.0_1', '62522.0_1', '62561.0_RODR1', '62561.0_RODR2', '62610.0_PV1', '62755.0_PROSP', '62772.0_BTCON', '62773.0_BTCOO', '62774.0_BTKEL', '62804.0_GREA1', '62845.0_SP1', '62932.0_OBR1B', '62933.0_OBR1A', '62945.0_FJSOL', '62953.0_1080', '63027.0_20', '63180.0_TXWHT', '63194.0_GEN1', '63211.0_GEN1', '63222.0_TXIM1', '63255.0_2WPSO', '63273.0_1215', '63320.0_IPTTN', '63328.0_IPJNO', '63328.0_JUNO1', '63329.0_IPAGN', '63351.0_BBS2', '63388.0_SOLAR', '63519.0_CRN1', '63764.0_TXEB1', '63769.0_TXBC1', '63840.0_1111', '63882.0_GEN1', '63883.0_GEN1', '63884.0_GEN1', '63892.0_LILY', '63905.0_ASKYS', '63985.0_FBS', '64026.0_SF1', '64075.0_TAYG2', '64079.0_CS', '64133.0_2222', '64202.0_BGSTS', '64204.0_ELARA', '64227.0_12001', '64325.0_PROSP', '64389.0_NIAGS', '64447.0_GEN1', '64538.0_KOV4A', '64539.0_KOV4A', '64540.0_KOV4A', '64672.0_BLUEJ', '64821.0_FLPS1', '64823.0_FLPS2', '64824.0_FLPS3', '64825.0_FLPS4', '64826.0_FLPS5', '64827.0_FLPS6', '64828.0_FLPS7', '64859.0_IPRAD', '64892.0_ERATH', '64927.0_AKS01', '65028.0_ROSES']",0,0,0,0,1,1,0,0
63,70,TX,Solar Photovoltaic,0,110.241,0,1,3,0,0,0,1,1,0,1,0,0,0,0,21000,21000,None,0,0.044,9.2,0,0,0,0,0,47606,0,-1,-1,-1,0,1,0,0,0,0,0,0,1,127,1,"[57197.0, 57659.0, 57699.0, 58009.0, 58009.0, 58013.0, 58027.0, 58068.0, 58488.0, 58537.0, 58710.0, 58716.0, 58717.0, 59204.0, 59205.0, 59206.0, 59207.0, 59994.0, 60044.0, 60123.0, 60372.0, 60427.0, 60436.0, 60472.0, 60581.0, 60682.0, 60774.0, 60789.0, 60989.0, 61205.0, 61309.0, 61346.0, 61346.0, 61368.0, 61370.0, 61409.0, 61410.0, 61411.0, 61493.0, 61513.0, 61514.0, 61524.0, 61532.0, 61625.0, 61697.0, 61700.0, 61810.0, 61867.0, 61868.0, 61871.0, 61872.0, 61873.0, 61874.0, 61875.0, 61895.0, 61906.0, 61920.0, 61962.0, 62141.0, 62152.0, 62249.0, 62415.0, 62448.0, 62483.0, 62505.0, 62522.0, 62561.0, 62561.0, 62610.0, 62755.0, 62772.0, 62773.0, 62774.0, 62804.0, 62845.0, 62932.0, 62933.0, 62945.0, 62953.0, 63027.0, 63180.0, 63194.0, 63211.0, 63222.0, 63255.0, 63273.0, 63320.0, 63328.0, 63328.0, 63329.0, 63351.0, 63388.0, 63519.0, 63764.0, 63769.0, 63840.0, 63882.0, 63883.0, 63884.0, 63892.0, 63905.0, 63985.0, 64026.0, 64075.0, 64079.0, 64133.0, 64202.0, 64204.0, 64227.0, 64325.0, 64389.0, 64447.0, 64538.0, 64539.0, 64540.0, 64672.0, 64821.0, 64823.0, 64824.0, 64825.0, 64826.0, 64827.0, 64828.0, 64859.0, 64892.0, 64927.0, 65028.0]",1,1,0,solar_photovoltaic_ppa,0,0,0,0,0,0,"['57197_1', '57659.0_PSF', '57699_AES1', '58009_1', '58009_2', '58013_PV', '58027_1', '58068_1', '58488_1', '58537_1', '58710_BRLA', '58716_1', '58717_1', '59204_OCIA3', '59205_OCIA5', '59206_OCIA6', '59207_OCIA7', '59994_ROSEK', '60044_BKTH1', '60123.0_CGAP', '60372_LSPV1', '60427_CSS1', '60436_1', '60472_CPS1', '60581_UCTX', '60682_PEARL', '60774_GEN1', '60789.0_UNIT1', '60989_PV1', '61205_PV1', '61309.0_PV1', '61346.0_PV1', '61346.0_PV2', '61368.0_PV1', '61370.0_GEN1', '61409.0_GEN1', '61410.0_GEN1', '61411.0_GEN1', '61493.0_SEALY', '61513.0_GEN1', '61514.0_GEN1', '61524.0_GEN1', '61532.0_GEN1', '61625.0_GEN1', '61697.0_IVORY', '61700.0_PFPKB', '61810.0_GEN1', '61867.0_GEN1', '61868.0_GEN1', '61871.0_GEN1', '61872.0_GEN1', '61873.0_GEN1', '61874.0_GEN1', '61875.0_GEN1', '61895.0_TOYHQ', '61906.0_PHOEB', '61920.0_GSM01', '61962.0_HSF01', '62141.0_RMBLR', '62152.0_570', '62249.0_77777', '62415.0_WOTP1', '62448.0_LAP', '62483.0_PV1', '62505.0_1', '62522.0_1', '62561.0_RODR1', '62561.0_RODR2', '62610.0_PV1', '62755.0_PROSP', '62772.0_BTCON', '62773.0_BTCOO', '62774.0_BTKEL', '62804.0_GREA1', '62845.0_SP1', '62932.0_OBR1B', '62933.0_OBR1A', '62945.0_FJSOL', '62953.0_1080', '63027.0_20', '63180.0_TXWHT', '63194.0_GEN1', '63211.0_GEN1', '63222.0_TXIM1', '63255.0_2WPSO', '63273.0_1215', '63320.0_IPTTN', '63328.0_IPJNO', '63328.0_JUNO1', '63329.0_IPAGN', '63351.0_BBS2', '63388.0_SOLAR', '63519.0_CRN1', '63764.0_TXEB1', '63769.0_TXBC1', '63840.0_1111', '63882.0_GEN1', '63883.0_GEN1', '63884.0_GEN1', '63892.0_LILY', '63905.0_ASKYS', '63985.0_FBS', '64026.0_SF1', '64075.0_TAYG2', '64079.0_CS', '64133.0_2222', '64202.0_BGSTS', '64204.0_ELARA', '64227.0_12001', '64325.0_PROSP', '64389.0_NIAGS', '64447.0_GEN1', '64538.0_KOV4A', '64539.0_KOV4A', '64540.0_KOV4A', '64672.0_BLUEJ', '64821.0_FLPS1', '64823.0_FLPS2', '64824.0_FLPS3', '64825.0_FLPS4', '64826.0_FLPS5', '64827.0_FLPS6', '64828.0_FLPS7', '64859.0_IPRAD', '64892.0_ERATH', '64927.0_AKS01', '65028.0_ROSES']",0,0,0,0,1,1,0,0
64,66,TX,Battery,726,0,0,0,1,0,0,0,0.92,0.92,0,0,2904,0,0,7403,25200,6379,None,0,0,0,0,0,0,0,18642,16064,0,-1,-1,-1,4,0,0,0,0,4,0,0,-1,1,0,27660,1,1,0,Battery,0,2.00E-05,0,0,1,0,-1,1,1,1,1,0,1,0,0
65,66,TX,Battery,0,0,0,0,2,0,0,0,0.92,0.92,0,0,0,0,0,7403,25200,6379,None,0,0,0,0,0,0,0,18642,16064,0,-1,-1,-1,12,0,0,0,0,0.15,0,0,1,1,0,27660,1,1,0,Battery_exp,0,2.00E-05,0,0,1,0,-1,1,1,1,1,0,1,0,0
66,66,TX,Battery,0,0,0,0,2,0,0,0,0.92,0.92,0,1,0,0,0,7403,25200,6379,None,0,0,0,0,0,0,0,18642,16064,0,-1,-1,-1,12,0,0,0,0,0.15,0,0,1,1,0,27660,1,1,0,Battery_ppa,0,2.00E-05,0,0,1,0,-1,1,1,1,1,0,1,0,0
