Global_conventional_jetfuel_price_per_mmbtu,Conventional_jetfuel_co2_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Bio_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,,,,93,59290,32442,33624
,,,,94,59290,32442,33624
,,,,95,59290,32442,33624
,,,,96,59290,32442,33624
,,,,97,59290,32442,33624
,,,,98,59290,32442,33624
,,,,99,59290,32442,33624
,,,,100,59290,32442,33624
,,,,101,59290,32442,33624
,,,,102,59290,32442,33624
,,,,103,59290,32442,33624
,,,,104,59290,32442,33624
,,,,105,59290,32442,33624
,,,,106,59290,32442,33624
,,,,107,59290,32442,33624
,,,,108,59290,32442,33624
,,,,109,59290,32442,33624
,,,,110,59290,32442,33624
,,,,111,59290,32442,33624
,,,,112,59290,32442,33624
,,,,113,59290,32442,33624
,,,,114,59290,32442,33624
,,,,115,59290,32442,33624
,,,,116,59290,32442,33624
,,,,117,59290,32442,33624
,,,,118,59290,32442,33624
,,,,119,59290,32442,33624
,,,,120,59290,32442,33624
,,,,121,59290,32442,33624
,,,,122,59290,32442,33624
,,,,123,59290,32442,33624
,,,,124,59290,32442,33624
,,,,125,59290,32442,33624
,,,,126,59290,32442,33624
,,,,127,59290,32442,33624
,,,,128,59290,32442,33624
,,,,129,59290,32442,33624
,,,,130,59290,32442,33624
,,,,131,59290,32442,33624
,,,,132,59290,32442,33624
,,,,133,59290,32442,33624
,,,,134,59290,32442,33624
,,,,135,59290,32442,33624
,,,,136,59290,32442,33624
,,,,137,59290,32442,33624
,,,,138,59290,32442,33624
,,,,139,59290,32442,33624
,,,,140,59290,32442,33624
,,,,141,59290,32442,33624
,,,,142,59290,32442,33624
,,,,143,59290,32442,33624
,,,,144,59290,32442,33624
,,,,145,59290,32442,33624
,,,,146,59290,32442,33624
,,,,147,59290,32442,33624
,,,,148,59290,32442,33624
,,,,149,59290,32442,33624
,,,,150,59290,32442,33624
,,,,151,59290,32442,33624
,,,,152,59290,32442,33624
,,,,153,59290,32442,33624
,,,,154,59290,32442,33624
,,,,155,59290,32442,33624
,,,,156,59290,32442,33624
,,,,157,59290,32442,33624
,,,,158,59290,32442,33624
,,,,159,59290,32442,33624
,,,,160,59290,32442,33624
,,,,161,59290,32442,33624
,,,,162,59290,32442,33624
,,,,163,59290,32442,33624
,,,,164,59290,32442,33624
,,,,165,59290,32442,33624
,,,,166,59290,32442,33624
,,,,167,59290,32442,33624
,,,,168,59290,32442,33624
,,,,169,59290,32442,33624
,,,,170,59290,32442,33624
,,,,171,59290,32442,33624
,,,,172,59290,32442,33624
,,,,173,59290,32442,33624
,,,,174,59290,32442,33624
,,,,175,59290,32442,33624
,,,,176,59290,32442,33624
,,,,177,59290,32442,33624
,,,,178,59290,32442,33624
,,,,179,59290,32442,33624
,,,,180,59290,32442,33624
,,,,181,59290,32442,33624
,,,,182,59290,32442,33624
,,,,183,59290,32442,33624
,,,,184,59290,32442,33624
,,,,185,59290,32442,33624
,,,,186,59290,32442,33624
,,,,187,59290,32442,33624
,,,,188,59290,32442,33624
,,,,189,59290,32442,33624
,,,,190,59290,32442,33624
,,,,191,59290,32442,33624
,,,,192,59290,32442,33624
,,,,193,59290,32442,33624
,,,,194,59290,32442,33624
,,,,195,59290,32442,33624
,,,,196,59290,32442,33624
,,,,197,59290,32442,33624
,,,,198,59290,32442,33624
,,,,199,59290,32442,33624
,,,,200,59290,32442,33624
,,,,201,59290,32442,33624
,,,,202,59290,32442,33624
,,,,203,59290,32442,33624
,,,,204,59290,32442,33624
,,,,205,59290,32442,33624
,,,,206,59290,32442,33624
,,,,207,59290,32442,33624
,,,,208,59290,32442,33624
,,,,209,59290,32442,33624
,,,,210,59290,32442,33624
,,,,211,59290,32442,33624
,,,,212,59290,32442,33624
,,,,213,59290,32442,33624
,,,,214,59290,32442,33624
,,,,215,59290,32442,33624
,,,,216,59290,32442,33624
,,,,217,59290,32442,33624
,,,,218,59290,32442,33624
,,,,219,59290,32442,33624
,,,,220,59290,32442,33624
,,,,221,59290,32442,33624
,,,,222,59290,32442,33624
,,,,223,59290,32442,33624
,,,,224,59290,32442,33624
,,,,225,59290,32442,33624
,,,,226,59290,32442,33624
,,,,227,59290,32442,33624
,,,,228,59290,32442,33624
,,,,229,59290,32442,33624
,,,,230,59290,32442,33624
,,,,231,59290,32442,33624
,,,,232,59290,32442,33624
,,,,233,59290,32442,33624
,,,,234,59290,32442,33624
,,,,235,59290,32442,33624
,,,,236,59290,32442,33624
,,,,237,59290,32442,33624
,,,,238,59290,32442,33624
,,,,239,59290,32442,33624
,,,,240,59290,32442,33624
,,,,241,59290,32442,33624
,,,,242,59290,32442,33624
,,,,243,59290,32442,33624
,,,,244,59290,32442,33624
,,,,245,59290,32442,33624
,,,,246,59290,32442,33624
,,,,247,59290,32442,33624
,,,,248,59290,32442,33624
,,,,249,59290,32442,33624
,,,,250,59290,32442,33624
,,,,251,59290,32442,33624
,,,,252,59290,32442,33624
,,,,253,59290,32442,33624
,,,,254,59290,32442,33624
,,,,255,59290,32442,33624
,,,,256,59290,32442,33624
,,,,257,59290,32442,33624
,,,,258,59290,32442,33624
,,,,259,59290,32442,33624
,,,,260,59290,32442,33624
,,,,261,59290,32442,33624
,,,,262,59290,32442,33624
,,,,263,59290,32442,33624
,,,,264,59290,32442,33624
,,,,265,59290,32442,33624
,,,,266,59290,32442,33624
,,,,267,59290,32442,33624
,,,,268,59290,32442,33624
,,,,269,59290,32442,33624
,,,,270,59290,32442,33624
,,,,271,59290,32442,33624
,,,,272,59290,32442,33624
,,,,273,59290,32442,33624
,,,,274,59290,32442,33624
,,,,275,59290,32442,33624
,,,,276,59290,32442,33624
,,,,277,59290,32442,33624
,,,,278,59290,32442,33624
,,,,279,59290,32442,33624
,,,,280,59290,32442,33624
,,,,281,59290,32442,33624
,,,,282,59290,32442,33624
,,,,283,59290,32442,33624
,,,,284,59290,32442,33624
,,,,285,59290,32442,33624
,,,,286,59290,32442,33624
,,,,287,59290,32442,33624
,,,,288,59290,32442,33624
,,,,289,59290,32442,33624
,,,,290,59290,32442,33624
,,,,291,59290,32442,33624
,,,,292,59290,32442,33624
,,,,293,59290,32442,33624
,,,,294,59290,32442,33624
,,,,295,59290,32442,33624
,,,,296,59290,32442,33624
,,,,297,59290,32442,33624
,,,,298,59290,32442,33624
,,,,299,59290,32442,33624
,,,,300,59290,32442,33624
,,,,301,59290,32442,33624
,,,,302,59290,32442,33624
,,,,303,59290,32442,33624
,,,,304,59290,32442,33624
,,,,305,59290,32442,33624
,,,,306,59290,32442,33624
,,,,307,59290,32442,33624
,,,,308,59290,32442,33624
,,,,309,59290,32442,33624
,,,,310,59290,32442,33624
,,,,311,59290,32442,33624
,,,,312,59290,32442,33624
,,,,313,59290,32442,33624
,,,,314,59290,32442,33624
,,,,315,59290,32442,33624
,,,,316,59290,32442,33624
,,,,317,59290,32442,33624
,,,,318,59290,32442,33624
,,,,319,59290,32442,33624
,,,,320,59290,32442,33624
,,,,321,59290,32442,33624
,,,,322,59290,32442,33624
,,,,323,59290,32442,33624
,,,,324,59290,32442,33624
,,,,325,59290,32442,33624
,,,,326,59290,32442,33624
,,,,327,59290,32442,33624
,,,,328,59290,32442,33624
,,,,329,59290,32442,33624
,,,,330,59290,32442,33624
,,,,331,59290,32442,33624
,,,,332,59290,32442,33624
,,,,333,59290,32442,33624
,,,,334,59290,32442,33624
,,,,335,59290,32442,33624
,,,,336,59290,32442,33624
,,,,337,59290,32442,33624
,,,,338,59290,32442,33624
,,,,339,59290,32442,33624
,,,,340,59290,32442,33624
,,,,341,59290,32442,33624
,,,,342,59290,32442,33624
,,,,343,59290,32442,33624
,,,,344,59290,32442,33624
,,,,345,59290,32442,33624
,,,,346,59290,32442,33624
,,,,347,59290,32442,33624
,,,,348,59290,32442,33624
,,,,349,59290,32442,33624
,,,,350,59290,32442,33624
,,,,351,59290,32442,33624
,,,,352,59290,32442,33624
,,,,353,59290,32442,33624
,,,,354,59290,32442,33624
,,,,355,59290,32442,33624
,,,,356,59290,32442,33624
,,,,357,59290,32442,33624
,,,,358,59290,32442,33624
,,,,359,59290,32442,33624
,,,,360,59290,32442,33624
,,,,361,59290,32442,33624
,,,,362,59290,32442,33624
,,,,363,59290,32442,33624
,,,,364,59290,32442,33624
,,,,365,59290,32442,33624
,,,,366,59290,32442,33624
,,,,367,59290,32442,33624
,,,,368,59290,32442,33624
,,,,369,59290,32442,33624
,,,,370,59290,32442,33624
,,,,371,59290,32442,33624
,,,,372,59290,32442,33624
,,,,373,59290,32442,33624
,,,,374,59290,32442,33624
,,,,375,59290,32442,33624
,,,,376,59290,32442,33624
,,,,377,59290,32442,33624
,,,,378,59290,32442,33624
,,,,379,59290,32442,33624
,,,,380,59290,32442,33624
,,,,381,59290,32442,33624
,,,,382,59290,32442,33624
,,,,383,59290,32442,33624
,,,,384,59290,32442,33624
,,,,385,59290,32442,33624
,,,,386,59290,32442,33624
,,,,387,59290,32442,33624
,,,,388,59290,32442,33624
,,,,389,59290,32442,33624
,,,,390,59290,32442,33624
,,,,391,59290,32442,33624
,,,,392,59290,32442,33624
,,,,393,59290,32442,33624
,,,,394,59290,32442,33624
,,,,395,59290,32442,33624
,,,,396,59290,32442,33624
,,,,397,59290,32442,33624
,,,,398,59290,32442,33624
,,,,399,59290,32442,33624
,,,,400,59290,32442,33624
,,,,401,59290,32442,33624
,,,,402,59290,32442,33624
,,,,403,59290,32442,33624
,,,,404,59290,32442,33624
,,,,405,59290,32442,33624
,,,,406,59290,32442,33624
,,,,407,59290,32442,33624
,,,,408,59290,32442,33624
,,,,409,59290,32442,33624
,,,,410,59290,32442,33624
,,,,411,59290,32442,33624
,,,,412,59290,32442,33624
,,,,413,59290,32442,33624
,,,,414,59290,32442,33624
,,,,415,59290,32442,33624
,,,,416,59290,32442,33624
,,,,417,59290,32442,33624
,,,,418,59290,32442,33624
,,,,419,59290,32442,33624
,,,,420,59290,32442,33624
,,,,421,59290,32442,33624
,,,,422,59290,32442,33624
,,,,423,59290,32442,33624
,,,,424,59290,32442,33624
,,,,425,59290,32442,33624
,,,,426,59290,32442,33624
,,,,427,59290,32442,33624
,,,,428,59290,32442,33624
,,,,429,59290,32442,33624
,,,,430,59290,32442,33624
,,,,431,59290,32442,33624
,,,,432,59290,32442,33624
,,,,433,59290,32442,33624
,,,,434,59290,32442,33624
,,,,435,59290,32442,33624
,,,,436,59290,32442,33624
,,,,437,59290,32442,33624
,,,,438,59290,32442,33624
,,,,439,59290,32442,33624
,,,,440,59290,32442,33624
,,,,441,59290,32442,33624
,,,,442,59290,32442,33624
,,,,443,59290,32442,33624
,,,,444,59290,32442,33624
,,,,445,59290,32442,33624
,,,,446,59290,32442,33624
,,,,447,59290,32442,33624
,,,,448,59290,32442,33624
,,,,449,59290,32442,33624
,,,,450,59290,32442,33624
,,,,451,59290,32442,33624
,,,,452,59290,32442,33624
,,,,453,59290,32442,33624
,,,,454,59290,32442,33624
,,,,455,59290,32442,33624
,,,,456,59290,32442,33624
,,,,457,59290,32442,33624
,,,,458,59290,32442,33624
,,,,459,59290,32442,33624
,,,,460,59290,32442,33624
,,,,461,59290,32442,33624
,,,,462,59290,32442,33624
,,,,463,59290,32442,33624
,,,,464,59290,32442,33624
,,,,465,59290,32442,33624
,,,,466,59290,32442,33624
,,,,467,59290,32442,33624
,,,,468,59290,32442,33624
,,,,469,59290,32442,33624
,,,,470,59290,32442,33624
,,,,471,59290,32442,33624
,,,,472,59290,32442,33624
,,,,473,59290,32442,33624
,,,,474,59290,32442,33624
,,,,475,59290,32442,33624
,,,,476,59290,32442,33624
,,,,477,59290,32442,33624
,,,,478,59290,32442,33624
,,,,479,59290,32442,33624
,,,,480,59290,32442,33624
,,,,481,59290,32442,33624
,,,,482,59290,32442,33624
,,,,483,59290,32442,33624
,,,,484,59290,32442,33624
,,,,485,59290,32442,33624
,,,,486,59290,32442,33624
,,,,487,59290,32442,33624
,,,,488,59290,32442,33624
,,,,489,59290,32442,33624
,,,,490,59290,32442,33624
,,,,491,59290,32442,33624
,,,,492,59290,32442,33624
,,,,493,59290,32442,33624
,,,,494,59290,32442,33624
,,,,495,59290,32442,33624
,,,,496,59290,32442,33624
,,,,497,59290,32442,33624
,,,,498,59290,32442,33624
,,,,499,59290,32442,33624
,,,,500,59290,32442,33624
,,,,501,59290,32442,33624
,,,,502,59290,32442,33624
,,,,503,59290,32442,33624
,,,,504,59290,32442,33624
,,,,505,59290,32442,33624
,,,,506,59290,32442,33624
,,,,507,59290,32442,33624
,,,,508,59290,32442,33624
,,,,509,59290,32442,33624
,,,,510,59290,32442,33624
,,,,511,59290,32442,33624
,,,,512,59290,32442,33624
,,,,513,59290,32442,33624
,,,,514,59290,32442,33624
,,,,515,59290,32442,33624
,,,,516,59290,32442,33624
,,,,517,59290,32442,33624
,,,,518,59290,32442,33624
,,,,519,59290,32442,33624
,,,,520,59290,32442,33624
,,,,521,59290,32442,33624
,,,,522,59290,32442,33624
,,,,523,59290,32442,33624
,,,,524,59290,32442,33624
,,,,525,59290,32442,33624
,,,,526,59290,32442,33624
,,,,527,59290,32442,33624
,,,,528,59290,32442,33624
,,,,529,59290,32442,33624
,,,,530,59290,32442,33624
,,,,531,59290,32442,33624
,,,,532,59290,32442,33624
,,,,533,59290,32442,33624
,,,,534,59290,32442,33624
,,,,535,59290,32442,33624
,,,,536,59290,32442,33624
,,,,537,59290,32442,33624
,,,,538,59290,32442,33624
,,,,539,59290,32442,33624
,,,,540,59290,32442,33624
,,,,541,59290,32442,33624
,,,,542,59290,32442,33624
,,,,543,59290,32442,33624
,,,,544,59290,32442,33624
,,,,545,59290,32442,33624
,,,,546,59290,32442,33624
,,,,547,59290,32442,33624
,,,,548,59290,32442,33624
,,,,549,59290,32442,33624
,,,,550,59290,32442,33624
,,,,551,59290,32442,33624
,,,,552,59290,32442,33624
,,,,553,59290,32442,33624
,,,,554,59290,32442,33624
,,,,555,59290,32442,33624
,,,,556,59290,32442,33624
,,,,557,59290,32442,33624
,,,,558,59290,32442,33624
,,,,559,59290,32442,33624
,,,,560,59290,32442,33624
,,,,561,59290,32442,33624
,,,,562,59290,32442,33624
,,,,563,59290,32442,33624
,,,,564,59290,32442,33624
,,,,565,59290,32442,33624
,,,,566,59290,32442,33624
,,,,567,59290,32442,33624
,,,,568,59290,32442,33624
,,,,569,59290,32442,33624
,,,,570,59290,32442,33624
,,,,571,59290,32442,33624
,,,,572,59290,32442,33624
,,,,573,59290,32442,33624
,,,,574,59290,32442,33624
,,,,575,59290,32442,33624
,,,,576,59290,32442,33624
,,,,577,59290,32442,33624
,,,,578,59290,32442,33624
,,,,579,59290,32442,33624
,,,,580,59290,32442,33624
,,,,581,59290,32442,33624
,,,,582,59290,32442,33624
,,,,583,59290,32442,33624
,,,,584,59290,32442,33624
,,,,585,59290,32442,33624
,,,,586,59290,32442,33624
,,,,587,59290,32442,33624
,,,,588,59290,32442,33624
,,,,589,59290,32442,33624
,,,,590,59290,32442,33624
,,,,591,59290,32442,33624
,,,,592,59290,32442,33624
,,,,593,59290,32442,33624
,,,,594,59290,32442,33624
,,,,595,59290,32442,33624
,,,,596,59290,32442,33624
,,,,597,59290,32442,33624
,,,,598,59290,32442,33624
,,,,599,59290,32442,33624
,,,,600,59290,32442,33624
,,,,601,59290,32442,33624
,,,,602,59290,32442,33624
,,,,603,59290,32442,33624
,,,,604,59290,32442,33624
,,,,605,59290,32442,33624
,,,,606,59290,32442,33624
,,,,607,59290,32442,33624
,,,,608,59290,32442,33624
,,,,609,59290,32442,33624
,,,,610,59290,32442,33624
,,,,611,59290,32442,33624
,,,,612,59290,32442,33624
,,,,613,59290,32442,33624
,,,,614,59290,32442,33624
,,,,615,59290,32442,33624
,,,,616,59290,32442,33624
,,,,617,59290,32442,33624
,,,,618,59290,32442,33624
,,,,619,59290,32442,33624
,,,,620,59290,32442,33624
,,,,621,59290,32442,33624
,,,,622,59290,32442,33624
,,,,623,59290,32442,33624
,,,,624,59290,32442,33624
,,,,625,59290,32442,33624
,,,,626,59290,32442,33624
,,,,627,59290,32442,33624
,,,,628,59290,32442,33624
,,,,629,59290,32442,33624
,,,,630,59290,32442,33624
,,,,631,59290,32442,33624
,,,,632,59290,32442,33624
,,,,633,59290,32442,33624
,,,,634,59290,32442,33624
,,,,635,59290,32442,33624
,,,,636,59290,32442,33624
,,,,637,59290,32442,33624
,,,,638,59290,32442,33624
,,,,639,59290,32442,33624
,,,,640,59290,32442,33624
,,,,641,59290,32442,33624
,,,,642,59290,32442,33624
,,,,643,59290,32442,33624
,,,,644,59290,32442,33624
,,,,645,59290,32442,33624
,,,,646,59290,32442,33624
,,,,647,59290,32442,33624
,,,,648,59290,32442,33624
,,,,649,59290,32442,33624
,,,,650,59290,32442,33624
,,,,651,59290,32442,33624
,,,,652,59290,32442,33624
,,,,653,59290,32442,33624
,,,,654,59290,32442,33624
,,,,655,59290,32442,33624
,,,,656,59290,32442,33624
,,,,657,59290,32442,33624
,,,,658,59290,32442,33624
,,,,659,59290,32442,33624
,,,,660,59290,32442,33624
,,,,661,59290,32442,33624
,,,,662,59290,32442,33624
,,,,663,59290,32442,33624
,,,,664,59290,32442,33624
,,,,665,59290,32442,33624
,,,,666,59290,32442,33624
,,,,667,59290,32442,33624
,,,,668,59290,32442,33624
,,,,669,59290,32442,33624
,,,,670,59290,32442,33624
,,,,671,59290,32442,33624
,,,,672,59290,32442,33624
,,,,673,59290,32442,33624
,,,,674,59290,32442,33624
,,,,675,59290,32442,33624
,,,,676,59290,32442,33624
,,,,677,59290,32442,33624
,,,,678,59290,32442,33624
,,,,679,59290,32442,33624
,,,,680,59290,32442,33624
,,,,681,59290,32442,33624
,,,,682,59290,32442,33624
,,,,683,59290,32442,33624
,,,,684,59290,32442,33624
,,,,685,59290,32442,33624
,,,,686,59290,32442,33624
,,,,687,59290,32442,33624
,,,,688,59290,32442,33624
,,,,689,59290,32442,33624
,,,,690,59290,32442,33624
,,,,691,59290,32442,33624
,,,,692,59290,32442,33624
,,,,693,59290,32442,33624
,,,,694,59290,32442,33624
,,,,695,59290,32442,33624
,,,,696,59290,32442,33624
,,,,697,59290,32442,33624
,,,,698,59290,32442,33624
,,,,699,59290,32442,33624
,,,,700,59290,32442,33624
,,,,701,59290,32442,33624
,,,,702,59290,32442,33624
,,,,703,59290,32442,33624
,,,,704,59290,32442,33624
,,,,705,59290,32442,33624
,,,,706,59290,32442,33624
,,,,707,59290,32442,33624
,,,,708,59290,32442,33624
,,,,709,59290,32442,33624
,,,,710,59290,32442,33624
,,,,711,59290,32442,33624
,,,,712,59290,32442,33624
,,,,713,59290,32442,33624
,,,,714,59290,32442,33624
,,,,715,59290,32442,33624
,,,,716,59290,32442,33624
,,,,717,59290,32442,33624
,,,,718,59290,32442,33624
,,,,719,59290,32442,33624
,,,,720,59290,32442,33624
,,,,721,59290,32442,33624
,,,,722,59290,32442,33624
,,,,723,59290,32442,33624
,,,,724,59290,32442,33624
,,,,725,59290,32442,33624
,,,,726,59290,32442,33624
,,,,727,59290,32442,33624
,,,,728,59290,32442,33624
,,,,729,59290,32442,33624
,,,,730,59290,32442,33624
,,,,731,59290,32442,33624
,,,,732,59290,32442,33624
,,,,733,59290,32442,33624
,,,,734,59290,32442,33624
,,,,735,59290,32442,33624
,,,,736,59290,32442,33624
,,,,737,59290,32442,33624
,,,,738,59290,32442,33624
,,,,739,59290,32442,33624
,,,,740,59290,32442,33624
,,,,741,59290,32442,33624
,,,,742,59290,32442,33624
,,,,743,59290,32442,33624
,,,,744,59290,32442,33624
,,,,745,59290,32442,33624
,,,,746,59290,32442,33624
,,,,747,59290,32442,33624
,,,,748,59290,32442,33624
,,,,749,59290,32442,33624
,,,,750,59290,32442,33624
,,,,751,59290,32442,33624
,,,,752,59290,32442,33624
,,,,753,59290,32442,33624
,,,,754,59290,32442,33624
,,,,755,59290,32442,33624
,,,,756,59290,32442,33624
,,,,757,59290,32442,33624
,,,,758,59290,32442,33624
,,,,759,59290,32442,33624
,,,,760,59290,32442,33624
,,,,761,59290,32442,33624
,,,,762,59290,32442,33624
,,,,763,59290,32442,33624
,,,,764,59290,32442,33624
,,,,765,59290,32442,33624
,,,,766,59290,32442,33624
,,,,767,59290,32442,33624
,,,,768,59290,32442,33624
,,,,769,59290,32442,33624
,,,,770,59290,32442,33624
,,,,771,59290,32442,33624
,,,,772,59290,32442,33624
,,,,773,59290,32442,33624
,,,,774,59290,32442,33624
,,,,775,59290,32442,33624
,,,,776,59290,32442,33624
,,,,777,59290,32442,33624
,,,,778,59290,32442,33624
,,,,779,59290,32442,33624
,,,,780,59290,32442,33624
,,,,781,59290,32442,33624
,,,,782,59290,32442,33624
,,,,783,59290,32442,33624
,,,,784,59290,32442,33624
,,,,785,59290,32442,33624
,,,,786,59290,32442,33624
,,,,787,59290,32442,33624
,,,,788,59290,32442,33624
,,,,789,59290,32442,33624
,,,,790,59290,32442,33624
,,,,791,59290,32442,33624
,,,,792,59290,32442,33624
,,,,793,59290,32442,33624
,,,,794,59290,32442,33624
,,,,795,59290,32442,33624
,,,,796,59290,32442,33624
,,,,797,59290,32442,33624
,,,,798,59290,32442,33624
,,,,799,59290,32442,33624
,,,,800,59290,32442,33624
,,,,801,59290,32442,33624
,,,,802,59290,32442,33624
,,,,803,59290,32442,33624
,,,,804,59290,32442,33624
,,,,805,59290,32442,33624
,,,,806,59290,32442,33624
,,,,807,59290,32442,33624
,,,,808,59290,32442,33624
,,,,809,59290,32442,33624
,,,,810,59290,32442,33624
,,,,811,59290,32442,33624
,,,,812,59290,32442,33624
,,,,813,59290,32442,33624
,,,,814,59290,32442,33624
,,,,815,59290,32442,33624
,,,,816,59290,32442,33624
,,,,817,59290,32442,33624
,,,,818,59290,32442,33624
,,,,819,59290,32442,33624
,,,,820,59290,32442,33624
,,,,821,59290,32442,33624
,,,,822,59290,32442,33624
,,,,823,59290,32442,33624
,,,,824,59290,32442,33624
,,,,825,59290,32442,33624
,,,,826,59290,32442,33624
,,,,827,59290,32442,33624
,,,,828,59290,32442,33624
,,,,829,59290,32442,33624
,,,,830,59290,32442,33624
,,,,831,59290,32442,33624
,,,,832,59290,32442,33624
,,,,833,59290,32442,33624
,,,,834,59290,32442,33624
,,,,835,59290,32442,33624
,,,,836,59290,32442,33624
,,,,837,59290,32442,33624
,,,,838,59290,32442,33624
,,,,839,59290,32442,33624
,,,,840,59290,32442,33624
,,,,841,59290,32442,33624
,,,,842,59290,32442,33624
,,,,843,59290,32442,33624
,,,,844,59290,32442,33624
,,,,845,59290,32442,33624
,,,,846,59290,32442,33624
,,,,847,59290,32442,33624
,,,,848,59290,32442,33624
,,,,849,59290,32442,33624
,,,,850,59290,32442,33624
,,,,851,59290,32442,33624
,,,,852,59290,32442,33624
,,,,853,59290,32442,33624
,,,,854,59290,32442,33624
,,,,855,59290,32442,33624
,,,,856,59290,32442,33624
,,,,857,59290,32442,33624
,,,,858,59290,32442,33624
,,,,859,59290,32442,33624
,,,,860,59290,32442,33624
,,,,861,59290,32442,33624
,,,,862,59290,32442,33624
,,,,863,59290,32442,33624
,,,,864,59290,32442,33624
,,,,865,59290,32442,33624
,,,,866,59290,32442,33624
,,,,867,59290,32442,33624
,,,,868,59290,32442,33624
,,,,869,59290,32442,33624
,,,,870,59290,32442,33624
,,,,871,59290,32442,33624
,,,,872,59290,32442,33624
,,,,873,59290,32442,33624
,,,,874,59290,32442,33624
,,,,875,59290,32442,33624
,,,,876,59290,32442,33624
,,,,877,59290,32442,33624
,,,,878,59290,32442,33624
,,,,879,59290,32442,33624
,,,,880,59290,32442,33624
,,,,881,59290,32442,33624
,,,,882,59290,32442,33624
,,,,883,59290,32442,33624
,,,,884,59290,32442,33624
,,,,885,59290,32442,33624
,,,,886,59290,32442,33624
,,,,887,59290,32442,33624
,,,,888,59290,32442,33624
,,,,889,59290,32442,33624
,,,,890,59290,32442,33624
,,,,891,59290,32442,33624
,,,,892,59290,32442,33624
,,,,893,59290,32442,33624
,,,,894,59290,32442,33624
,,,,895,59290,32442,33624
,,,,896,59290,32442,33624
,,,,897,59290,32442,33624
,,,,898,59290,32442,33624
,,,,899,59290,32442,33624
,,,,900,59290,32442,33624
,,,,901,59290,32442,33624
,,,,902,59290,32442,33624
,,,,903,59290,32442,33624
,,,,904,59290,32442,33624
,,,,905,59290,32442,33624
,,,,906,59290,32442,33624
,,,,907,59290,32442,33624
,,,,908,59290,32442,33624
,,,,909,59290,32442,33624
,,,,910,59290,32442,33624
,,,,911,59290,32442,33624
,,,,912,59290,32442,33624
,,,,913,59290,32442,33624
,,,,914,59290,32442,33624
,,,,915,59290,32442,33624
