Time_Index,Nuclear_1,Hydro_Res_1,Hydro_RoR_1,PV_1_0,Wind_1_0,Wind_1_1,Wind_1_2,Nuclear_2,Hydro_Res_2,Hydro_RoR_2,PV_2_0,Wind_2_0,Wind_2_1,Wind_2_2,Nuclear_3,Hydro_Res_3,Hydro_RoR_3,PV_3_0,Wind_3_0,Wind_3_1,Wind_3_2,Nuclear_4,PV_4_0,Wind_4_0,Wind_4_1,Wind_4_2,Nuclear_5,Hydro_Res_5,Hydro_RoR_5,PV_5_0,Wind_5_0,Wind_5_1,Wind_5_2,Nuclear_6,Hydro_Res_6,Hydro_RoR_6,PV_6_0,Wind_6_0,Wind_6_1,Wind_6_2,Hydro_Can,CCGT_1,CCGT_2,CCGT_3,CCGT_4,CCGT_5,CCGT_6,OCGT_F_1,OCGT_F_2,OCGT_F_3,OCGT_F_4,OCGT_F_5,OCGT_F_6,CCGT_CCS_1,CCGT_CCS_2,CCGT_CCS_3,CCGT_CCS_4,CCGT_CCS_5,CCGT_CCS_6,Wind_offshore_2,Wind_offshore_4,PHS_1,PHS_2,PHS_3,PHS_5,PHS_6,Storage_bat_1,Storage_bat_2,Storage_bat_3,Storage_bat_4,Storage_bat_5,Storage_bat_6
93,1,0.381493314,0.653203523,0,0.173348925,0.114197447,0.067177248,1,0.605273121,0.501137075,0,0.260078852,0.169432395,0.085425975,1,0.589537055,0.606261483,0,0.416117446,0.351922449,0.273668192,1,0,0.533493391,0.447665362,0.292493684,1,0.598222557,0.517378263,0,0.21642337,0.224770857,0.189550278,1,0.713887465,0.41161054,0,0.403383601,0.390699423,0.22445498,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.373351425,0.597853722,1,1,1,1,1,1,1,1,1,1,1
94,1,0.381493314,0.653203523,0,0.176953787,0.098268006,0.044706532,1,0.605273121,0.501137075,0,0.265736217,0.161791387,0.074660219,1,0.589537055,0.606261483,0,0.428563032,0.364772267,0.238194571,1,0,0.586027223,0.498773708,0.33050198,1,0.598222557,0.517378263,0,0.246528061,0.203083661,0.155550843,1,0.713887465,0.41161054,0,0.420509105,0.368274521,0.197384104,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.409745457,0.651060314,1,1,1,1,1,1,1,1,1,1,1
95,1,0.381493314,0.653203523,0,0.176868654,0.090921405,0.043497615,1,0.605273121,0.501137075,0,0.267713663,0.159485654,0.070513992,1,0.589537055,0.606261483,0,0.41281978,0.33789562,0.220807737,1,0,0.615099655,0.536383563,0.411621376,1,0.598222557,0.517378263,0,0.278575381,0.193795054,0.132684724,1,0.713887465,0.41161054,0,0.410295072,0.341450825,0.196514875,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.390885507,0.653733189,1,1,1,1,1,1,1,1,1,1,1
96,1,0.381493314,0.653203523,0,0.17335594,0.09306463,0.042476111,1,0.605273121,0.501137075,0,0.276200472,0.162392148,0.075382023,1,0.589537055,0.606261483,0,0.396757348,0.307141736,0.170293203,1,0,0.647799547,0.557481551,0.418844974,1,0.598222557,0.517378263,0,0.279298383,0.178436086,0.122339803,1,0.713887465,0.41161054,0,0.40948326,0.325328423,0.192743953,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.399620365,0.654609472,1,1,1,1,1,1,1,1,1,1,1
97,1,0.381493314,0.653203523,0,0.173611335,0.089813644,0.038085473,1,0.605273121,0.501137075,0,0.290210873,0.177863356,0.089566233,1,0.589537055,0.606261483,0,0.385795748,0.283127788,0.130709976,1,0,0.641274969,0.558995893,0.4655488,1,0.598222557,0.517378263,0,0.28950168,0.175427362,0.101530601,1,0.713887465,0.41161054,0,0.400847036,0.327672454,0.196908907,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.397943093,0.664490803,1,1,1,1,1,1,1,1,1,1,1
98,1,0.381493314,0.653203523,0,0.186470198,0.092170789,0.036477634,1,0.605273121,0.501137075,0,0.300666217,0.192971994,0.099905038,1,0.589537055,0.606261483,0,0.386478254,0.292102758,0.149802477,1,0,0.620984257,0.546035638,0.50062275,1,0.598222557,0.517378263,0,0.303651512,0.177169861,0.073580866,1,0.713887465,0.41161054,0,0.419383201,0.338434023,0.216286967,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.433875899,0.674972862,1,1,1,1,1,1,1,1,1,1,1
99,1,0.381493314,0.653203523,0,0.205131574,0.097129692,0.036943213,1,0.605273121,0.501137075,0,0.311832389,0.199819729,0.106331301,1,0.589537055,0.606261483,0,0.380028073,0.297906725,0.138356236,1,0,0.606290966,0.531108719,0.498668439,1,0.598222557,0.517378263,0,0.332679891,0.185289883,0.054921139,1,0.713887465,0.41161054,0,0.440883029,0.346370562,0.222151495,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.444359589,0.681055279,1,1,1,1,1,1,1,1,1,1,1
100,1,0.381493314,0.653203523,0,0.231612761,0.114015399,0.041316557,1,0.605273121,0.501137075,0,0.326130163,0.220610728,0.121166015,1,0.589537055,0.606261483,0,0.415033584,0.322007212,0.144448296,1,0,0.627999259,0.580239084,0.554287222,1,0.598222557,0.517378263,0,0.350614295,0.187642638,0.0617678,1,0.713887465,0.41161054,0,0.455702545,0.365563554,0.231829435,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.42229148,0.722497733,1,1,1,1,1,1,1,1,1,1,1
101,1,0.381493314,0.653203523,0,0.261139088,0.137889277,0.04952345,1,0.605273121,0.501137075,0,0.348936655,0.238300151,0.134290719,1,0.589537055,0.606261483,0,0.459123914,0.367661343,0.179729806,1,0,0.639981717,0.597416593,0.568499546,1,0.598222557,0.517378263,0,0.386267498,0.221085522,0.07992777,1,0.713887465,0.41161054,0,0.485621905,0.378094767,0.243386102,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.407930096,0.745499935,1,1,1,1,1,1,1,1,1,1,1
102,1,0.381493314,0.653203523,0,0.290668424,0.156374868,0.051241769,1,0.605273121,0.501137075,0,0.374113342,0.256073063,0.142174331,1,0.589537055,0.606261483,0,0.498161748,0.402694071,0.189682752,1,0,0.657929206,0.630318816,0.615314255,1,0.598222557,0.517378263,0,0.429279651,0.247227423,0.101505161,1,0.713887465,0.41161054,0,0.514125083,0.399298892,0.250079787,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.395827454,0.774218344,1,1,1,1,1,1,1,1,1,1,1
103,1,0.381493314,0.653203523,0.085266649,0.316832076,0.173900131,0.059827405,1,0.605273121,0.501137075,0.056479109,0.402287022,0.292481373,0.153997782,1,0.589537055,0.606261483,0.080430978,0.50939027,0.404832977,0.213449367,1,0.015641534,0.664485903,0.643961314,0.582948388,1,0.598222557,0.517378263,0.022791206,0.45524853,0.276124848,0.124449182,1,0.713887465,0.41161054,0.01,0.532758883,0.418468542,0.264368921,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.413641786,0.794355389,1,1,1,1,1,1,1,1,1,1,1
104,1,0.381493314,0.653203523,0.32815287,0.330324363,0.189147547,0.071072251,1,0.605273121,0.501137075,0.242238327,0.405620956,0.31733243,0.163766212,1,0.589537055,0.606261483,0.342136525,0.500417862,0.389146684,0.21116705,1,0.083412449,0.654104675,0.645264899,0.582175997,1,0.598222557,0.517378263,0.158654297,0.484035714,0.300715267,0.157438225,1,0.713887465,0.41161054,0.081046161,0.544974434,0.425610054,0.287140347,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.463407776,0.809818062,1,1,1,1,1,1,1,1,1,1,1
105,1,0.381493314,0.653203523,0.452389275,0.191437254,0.082110302,0.02564737,1,0.605273121,0.501137075,0.386295442,0.295372912,0.242143531,0.124688519,1,0.589537055,0.606261483,0.422345815,0.382548237,0.292831724,0.165246913,1,0.193565147,0.64837499,0.629705177,0.527632845,1,0.598222557,0.517378263,0.32656197,0.40816504,0.220237645,0.130322007,1,0.713887465,0.41161054,0.188026405,0.493631977,0.366181374,0.261080642,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.498832851,0.82571403,1,1,1,1,1,1,1,1,1,1,1
106,1,0.381493314,0.653203523,0.479582084,0.160766622,0.074932112,0.032098119,1,0.605273121,0.501137075,0.458744623,0.32680108,0.246643421,0.143768367,1,0.589537055,0.606261483,0.396759855,0.392294536,0.326043304,0.215027773,1,0.228915886,0.671334674,0.62588902,0.572119406,1,0.598222557,0.517378263,0.397574527,0.332922326,0.18065423,0.123482163,1,0.713887465,0.41161054,0.245868381,0.353061959,0.237519957,0.197957451,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.558133881,0.834593781,1,1,1,1,1,1,1,1,1,1,1
107,1,0.381493314,0.653203523,0.467330407,0.199500777,0.122352817,0.078932468,1,0.605273121,0.501137075,0.452490418,0.329092657,0.274142872,0.172289653,1,0.589537055,0.606261483,0.367784908,0.348517281,0.291080833,0.202454167,1,0.274946546,0.714903823,0.6515196,0.587069273,1,0.598222557,0.517378263,0.397578553,0.304673585,0.173058739,0.141348523,1,0.713887465,0.41161054,0.274410922,0.288120656,0.210343116,0.205071844,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.532815922,0.839497849,1,1,1,1,1,1,1,1,1,1,1
108,1,0.381493314,0.653203523,0.449685511,0.226492748,0.172737961,0.134195482,1,0.605273121,0.501137075,0.442523521,0.336053054,0.282006541,0.194078347,1,0.589537055,0.606261483,0.390805015,0.320974277,0.275089411,0.196333888,1,0.322679177,0.743674797,0.664824569,0.571799966,1,0.598222557,0.517378263,0.361754134,0.292178792,0.176840145,0.150331699,1,0.713887465,0.41161054,0.260383872,0.265260697,0.206302283,0.230649314,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.57491354,0.843640929,1,1,1,1,1,1,1,1,1,1,1
109,1,0.381493314,0.653203523,0.426860468,0.251015789,0.207647053,0.178987075,1,0.605273121,0.501137075,0.452783586,0.349380298,0.291299353,0.207985595,1,0.589537055,0.606261483,0.365123662,0.310155453,0.275321146,0.2039233,1,0.244763562,0.751629788,0.681546692,0.67230713,1,0.598222557,0.517378263,0.339094337,0.286049224,0.176686239,0.146680879,1,0.713887465,0.41161054,0.245430706,0.256695565,0.201759219,0.251504054,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.661417073,0.847125647,1,1,1,1,1,1,1,1,1,1,1
110,1,0.381493314,0.653203523,0.388702211,0.276449769,0.239096305,0.216358857,1,0.605273121,0.501137075,0.419994426,0.368683294,0.307356713,0.240154584,1,0.589537055,0.606261483,0.240855906,0.300893298,0.269548951,0.201143937,1,0.148134772,0.756357886,0.714523516,0.665595979,1,0.598222557,0.517378263,0.300010761,0.296871749,0.188022514,0.143308712,1,0.713887465,0.41161054,0.201720601,0.281669142,0.21603514,0.290567303,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.703913211,0.848745041,1,1,1,1,1,1,1,1,1,1,1
111,1,0.381493314,0.653203523,0.330361732,0.306686646,0.277806887,0.257872766,1,0.605273121,0.501137075,0.342386919,0.388144442,0.337013734,0.284453053,1,0.589537055,0.606261483,0.130835099,0.339233033,0.306667408,0.239575877,1,0.096241777,0.788109691,0.75072634,0.66272667,1,0.598222557,0.517378263,0.222999445,0.316246273,0.212883618,0.162746907,1,0.713887465,0.41161054,0.151321559,0.341176907,0.243530798,0.3360215,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.768663853,0.849887027,1,1,1,1,1,1,1,1,1,1,1
112,1,0.381493314,0.653203523,0.198371701,0.328943669,0.321365279,0.296202219,1,0.605273121,0.501137075,0.193846168,0.426195174,0.379799164,0.336149195,1,0.589537055,0.606261483,0.079238167,0.419970976,0.371990142,0.285038392,1,0.036542804,0.762755058,0.738540346,0.679921148,1,0.598222557,0.517378263,0.137562509,0.326265982,0.222367967,0.188582481,1,0.713887465,0.41161054,0.097960259,0.398798995,0.288073275,0.374952641,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.788166094,0.844442606,1,1,1,1,1,1,1,1,1,1,1
113,1,0.381493314,0.653203523,0.038455864,0.338089264,0.335641936,0.305481351,1,0.605273121,0.501137075,0.046490658,0.449514619,0.416663913,0.358101976,1,0.589537055,0.606261483,0.022850092,0.445177778,0.384644651,0.290318855,1,0,0.739995051,0.712463842,0.700575946,1,0.598222557,0.517378263,0.037028575,0.336185786,0.236754205,0.226708274,1,0.713887465,0.41161054,0.041322789,0.452352815,0.336690267,0.382104737,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.824146746,0.798731609,1,1,1,1,1,1,1,1,1,1,1
114,1,0.381493314,0.653203523,0,0.452471988,0.468970907,0.402057666,1,0.605273121,0.501137075,0,0.515715691,0.509035271,0.416040798,1,0.589537055,0.606261483,0,0.56134868,0.486294035,0.350780239,1,0,0.753182306,0.745594034,0.737702866,1,0.598222557,0.517378263,0,0.46489662,0.339802074,0.332154621,1,0.713887465,0.41161054,0,0.563650831,0.435861453,0.432323505,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.841212751,0.817251747,1,1,1,1,1,1,1,1,1,1,1
115,1,0.381493314,0.653203523,0,0.486888674,0.512027694,0.419118739,1,0.605273121,0.501137075,0,0.540721625,0.508398871,0.361557849,1,0.589537055,0.606261483,0,0.661500649,0.581064772,0.440714982,1,0,0.768537023,0.764913002,0.680189337,1,0.598222557,0.517378263,0,0.567871411,0.377220969,0.344198732,1,0.713887465,0.41161054,0,0.63602264,0.494634626,0.458103512,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.843667679,0.83677099,1,1,1,1,1,1,1,1,1,1,1
116,1,0.381493314,0.653203523,0,0.469246297,0.494967693,0.390610138,1,0.605273121,0.501137075,0,0.531236826,0.471392547,0.305948692,1,0.589537055,0.606261483,0,0.685299666,0.604445463,0.447071345,1,0,0.783638,0.773481105,0.752244436,1,0.598222557,0.517378263,0,0.611296897,0.393890438,0.306551031,1,0.713887465,0.41161054,0,0.680287719,0.53639518,0.466866399,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.842166258,0.848045066,1,1,1,1,1,1,1,1,1,1,1
117,1,0.381493314,0.653203523,0,0.440120432,0.464020893,0.343766681,1,0.605273121,0.501137075,0,0.50507649,0.432161525,0.266153307,1,0.589537055,0.606261483,0,0.688224283,0.608331249,0.453892013,1,0,0.814926457,0.797669825,0.78826592,1,0.598222557,0.517378263,0,0.636609288,0.396222385,0.280730482,1,0.713887465,0.41161054,0,0.703215405,0.564081221,0.474725488,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.834800762,0.816423783,1,1,1,1,1,1,1,1,1,1,1
118,1,0.381493314,0.653203523,0,0.416814231,0.432082965,0.289207038,1,0.605273121,0.501137075,0,0.489558175,0.406072794,0.241330803,1,0.589537055,0.606261483,0,0.703999325,0.652738189,0.505715411,1,0,0.823272509,0.80577316,0.78896183,1,0.598222557,0.517378263,0,0.62558536,0.378492214,0.251215404,1,0.713887465,0.41161054,0,0.720928041,0.571844636,0.46437675,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.82354145,0.766838799,1,1,1,1,1,1,1,1,1,1,1
119,1,0.381493314,0.653203523,0,0.405224532,0.39243012,0.254814041,1,0.605273121,0.501137075,0,0.508426211,0.395763409,0.215427348,1,0.589537055,0.606261483,0,0.711491273,0.662323958,0.493053335,1,0,0.81630906,0.802850787,0.778218048,1,0.598222557,0.517378263,0,0.584393473,0.341443219,0.2194068,1,0.713887465,0.41161054,0,0.725238228,0.546191116,0.448671072,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.810699602,0.679726031,1,1,1,1,1,1,1,1,1,1,1
120,1,0.381493314,0.653203523,0,0.38688418,0.366911907,0.229509603,1,0.605273121,0.501137075,0,0.521842279,0.38243677,0.194301958,1,0.589537055,0.606261483,0,0.706528568,0.654906532,0.508258763,1,0,0.798343503,0.781511198,0.761019366,1,0.598222557,0.517378263,0,0.559195382,0.289653705,0.189341113,1,0.713887465,0.41161054,0,0.715840418,0.520822137,0.432511519,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.786803548,0.716811051,1,1,1,1,1,1,1,1,1,1,1
121,1,0.381493314,0.653203523,0,0.37851528,0.336857825,0.219081222,1,0.605273121,0.501137075,0,0.526912506,0.370100857,0.17697322,1,0.589537055,0.606261483,0,0.710046619,0.659358783,0.503889537,1,0,0.788800966,0.761302874,0.71337752,1,0.598222557,0.517378263,0,0.540951372,0.259727179,0.170760485,1,0.713887465,0.41161054,0,0.706358158,0.504701076,0.416507264,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.819942757,0.70476526,1,1,1,1,1,1,1,1,1,1,1
122,1,0.381493314,0.653203523,0,0.377171933,0.318467207,0.197709924,1,0.605273121,0.501137075,0,0.538909381,0.359205958,0.171591629,1,0.589537055,0.606261483,0,0.708982597,0.65747217,0.475742016,1,0,0.773213037,0.754410224,0.701590799,1,0.598222557,0.517378263,0,0.532341789,0.233900523,0.156976374,1,0.713887465,0.41161054,0,0.694500029,0.482283918,0.394388938,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833530855,0.694173852,1,1,1,1,1,1,1,1,1,1,1
123,1,0.381493314,0.653203523,0,0.372385084,0.304158327,0.191440174,1,0.605273121,0.501137075,0,0.557696345,0.348868775,0.164774125,1,0.589537055,0.606261483,0,0.70744632,0.639952229,0.459311294,1,0,0.756102154,0.704374031,0.648596917,1,0.598222557,0.517378263,0,0.51573214,0.220522942,0.152965753,1,0.713887465,0.41161054,0,0.680884805,0.464671488,0.376395857,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.828352848,0.651899742,1,1,1,1,1,1,1,1,1,1,1
124,1,0.381493314,0.653203523,0,0.368869946,0.276359493,0.16598325,1,0.605273121,0.501137075,0,0.563258848,0.345441854,0.159271474,1,0.589537055,0.606261483,0,0.681532049,0.593601351,0.447360914,1,0,0.708438729,0.679501677,0.552235268,1,0.598222557,0.517378263,0,0.495273754,0.205852351,0.158359259,1,0.713887465,0.41161054,0,0.662872707,0.451214483,0.356641781,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811021466,0.591266456,1,1,1,1,1,1,1,1,1,1,1
125,1,0.381493314,0.653203523,0,0.360371204,0.257391858,0.154618109,1,0.605273121,0.501137075,0,0.564007674,0.333305768,0.152672796,1,0.589537055,0.606261483,0,0.651054401,0.562643712,0.409137948,1,0,0.641188124,0.623916952,0.573196449,1,0.598222557,0.517378263,0,0.476074112,0.199725674,0.145085267,1,0.713887465,0.41161054,0,0.64246961,0.447538174,0.348577788,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.820199248,0.534032459,1,1,1,1,1,1,1,1,1,1,1
126,1,0.381493314,0.653203523,0,0.352353157,0.252525125,0.155864034,1,0.605273121,0.501137075,0,0.559786905,0.323303949,0.162018044,1,0.589537055,0.606261483,0,0.633779836,0.560629937,0.411006071,1,0,0.578563994,0.58421675,0.491098426,1,0.598222557,0.517378263,0,0.464304024,0.192258727,0.130518714,1,0.713887465,0.41161054,0,0.627021559,0.439540279,0.340949803,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.843529565,0.464283005,1,1,1,1,1,1,1,1,1,1,1
127,1,0.381493314,0.653203523,0.019207533,0.35645025,0.2505643,0.152060401,1,0.605273121,0.501137075,0.01,0.552802342,0.317996752,0.166288843,1,0.589537055,0.606261483,0.0434002,0.618912076,0.505366444,0.355968158,1,0.099755576,0.514991413,0.539413584,0.411086821,1,0.598222557,0.517378263,0.042011162,0.448582062,0.181415527,0.117123137,1,0.713887465,0.41161054,0.022322836,0.616212298,0.432214563,0.338627437,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.84613501,0.363446405,1,1,1,1,1,1,1,1,1,1,1
128,1,0.381493314,0.653203523,0.052362515,0.361721937,0.238986481,0.148724484,1,0.605273121,0.501137075,0.052616911,0.54177005,0.308461002,0.172653702,1,0.589537055,0.606261483,0.161252927,0.57631483,0.477332671,0.338324718,1,0.278974462,0.513578694,0.522804831,0.450919031,1,0.598222557,0.517378263,0.150198789,0.433262922,0.185063191,0.12013166,1,0.713887465,0.41161054,0.118487437,0.616027123,0.435950733,0.329115351,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.846094616,0.242782778,1,1,1,1,1,1,1,1,1,1,1
129,1,0.381493314,0.653203523,0.082703169,0.356283462,0.217679503,0.148093766,1,0.605273121,0.501137075,0.108089844,0.500388041,0.280687936,0.166115121,1,0.589537055,0.606261483,0.20533753,0.547351032,0.445232932,0.359854411,1,0.205382208,0.461269141,0.484034845,0.326203895,1,0.598222557,0.517378263,0.191454278,0.374233823,0.156752703,0.097489903,1,0.713887465,0.41161054,0.209099897,0.573683874,0.426097403,0.311641363,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.841001728,0.147593964,1,1,1,1,1,1,1,1,1,1,1
130,1,0.381493314,0.653203523,0.119061221,0.339657318,0.189988496,0.149615763,1,0.605273121,0.501137075,0.17679231,0.460976813,0.254309128,0.159093624,1,0.589537055,0.606261483,0.235323365,0.447943731,0.325726945,0.284030144,1,0.162008166,0.378253355,0.398381269,0.323355127,1,0.598222557,0.517378263,0.244853707,0.306984268,0.112744391,0.064920389,1,0.713887465,0.41161054,0.271866334,0.458143248,0.35399887,0.26983697,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789280522,0.086920752,1,1,1,1,1,1,1,1,1,1,1
131,1,0.381493314,0.653203523,0.14604713,0.337952429,0.180359915,0.144607909,1,0.605273121,0.501137075,0.22969807,0.400846037,0.234633025,0.150131214,1,0.589537055,0.606261483,0.266508704,0.313556502,0.223143163,0.229825107,1,0.214716249,0.316537483,0.284225793,0.21210808,1,0.598222557,0.517378263,0.296910326,0.248070078,0.094470143,0.051063826,1,0.713887465,0.41161054,0.326575431,0.39461518,0.315829961,0.266136866,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.74637085,0.053322259,1,1,1,1,1,1,1,1,1,1,1
132,1,0.381493314,0.653203523,0.142563858,0.351745983,0.182263917,0.143481872,1,0.605273121,0.501137075,0.246263412,0.357196899,0.223247788,0.152096863,1,0.589537055,0.606261483,0.276319049,0.247494766,0.18735203,0.197277944,1,0.274752917,0.267996355,0.242894047,0.25820291,1,0.598222557,0.517378263,0.320322369,0.230061969,0.095916003,0.053120376,1,0.713887465,0.41161054,0.349815063,0.35418223,0.288968262,0.274714298,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.689121397,0.042700447,1,1,1,1,1,1,1,1,1,1,1
133,1,0.381493314,0.653203523,0.137097281,0.369380671,0.193806471,0.160333883,1,0.605273121,0.501137075,0.266067482,0.329030235,0.230839505,0.16706116,1,0.589537055,0.606261483,0.259774232,0.208424892,0.160424683,0.176876016,1,0.240410497,0.219320817,0.196878276,0.211593385,1,0.598222557,0.517378263,0.316616413,0.214040447,0.091858956,0.052484605,1,0.713887465,0.41161054,0.345688134,0.331886807,0.273968204,0.277691715,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.367582432,0.042197483,1,1,1,1,1,1,1,1,1,1,1
134,1,0.381493314,0.653203523,0.103204167,0.389196925,0.206454093,0.163720926,1,0.605273121,0.501137075,0.270155473,0.308928211,0.244673947,0.172593256,1,0.589537055,0.606261483,0.259211347,0.1866267,0.143832889,0.146325262,1,0.190503758,0.157186247,0.147348616,0.184350832,1,0.598222557,0.517378263,0.282718429,0.212801755,0.098224098,0.058065012,1,0.713887465,0.41161054,0.311729448,0.323976523,0.267749465,0.298307218,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.191094621,0.032392711,1,1,1,1,1,1,1,1,1,1,1
135,1,0.381493314,0.653203523,0.088005226,0.425349483,0.229367605,0.172932625,1,0.605273121,0.501137075,0.387466933,0.296368809,0.243760764,0.180100236,1,0.589537055,0.606261483,0.472122365,0.162298798,0.120924054,0.115571223,1,0.366737252,0.110588877,0.104276811,0.174327036,1,0.598222557,0.517378263,0.278191807,0.225676007,0.107376178,0.066024189,1,0.713887465,0.41161054,0.254542947,0.336716009,0.28596723,0.335722407,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142048076,0.030361234,1,1,1,1,1,1,1,1,1,1,1
136,1,0.381493314,0.653203523,0.102897923,0.466126855,0.265419358,0.186433604,1,0.605273121,0.501137075,0.432665307,0.297798339,0.244671014,0.188890078,1,0.589537055,0.606261483,0.59115925,0.16971105,0.127211326,0.142824735,1,0.456382905,0.117279554,0.087228494,0.146930781,1,0.598222557,0.517378263,0.327552002,0.249838987,0.122572481,0.077260311,1,0.713887465,0.41161054,0.200363654,0.381611472,0.321630681,0.347929314,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.152287713,0.043272071,1,1,1,1,1,1,1,1,1,1,1
137,1,0.381493314,0.653203523,0.046229214,0.506276493,0.314883939,0.217708243,1,0.605273121,0.501137075,0.142653746,0.323765835,0.266555867,0.204021564,1,0.589537055,0.606261483,0.189718382,0.199808005,0.151309341,0.158569057,1,0.155749901,0.11775395,0.095426062,0.138033151,1,0.598222557,0.517378263,0.160697678,0.309619034,0.157462092,0.107745305,1,0.713887465,0.41161054,0.091574917,0.429893095,0.36918799,0.346029472,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.16610234,0.07221898,1,1,1,1,1,1,1,1,1,1,1
138,1,0.381493314,0.653203523,0,0.544533519,0.353298893,0.223828126,1,0.605273121,0.501137075,0,0.369718636,0.326040889,0.230214202,1,0.589537055,0.606261483,0,0.250955375,0.185904159,0.201535479,1,0,0.168753437,0.140429075,0.172424171,1,0.598222557,0.517378263,0,0.442045022,0.248300037,0.177908939,1,0.713887465,0.41161054,0.01,0.556525171,0.491722704,0.388532993,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.178362672,0.127028996,1,1,1,1,1,1,1,1,1,1,1
139,1,0.381493314,0.653203523,0,0.571887355,0.382247917,0.234926038,1,0.605273121,0.501137075,0,0.374448021,0.331291122,0.214258426,1,0.589537055,0.606261483,0,0.291740572,0.215443762,0.216232191,1,0,0.278641231,0.231745766,0.260555164,1,0.598222557,0.517378263,0,0.535006799,0.336913522,0.217585558,1,0.713887465,0.41161054,0,0.656818478,0.598852268,0.479544411,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.138757304,0.214591617,1,1,1,1,1,1,1,1,1,1,1
