Global_conventional_diesel_price_per_mmbtu,Conventional_diesel_co2_per_mmbtu,Syn_diesel_co2_per_mmbtu,Bio_diesel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1
,,,,646,69613
,,,,647,69613
,,,,648,69613
,,,,649,69613
,,,,650,69613
,,,,651,69613
,,,,652,69613
,,,,653,69613
,,,,654,69613
,,,,655,69613
,,,,656,69613
,,,,657,69613
,,,,658,69613
,,,,659,69613
,,,,660,69613
,,,,661,69613
,,,,662,69613
,,,,663,69613
,,,,664,69613
,,,,665,69613
,,,,666,69613
,,,,667,69613
,,,,668,69613
,,,,669,69613
,,,,670,69613
,,,,671,69613
,,,,672,69613
,,,,673,69613
,,,,674,69613
,,,,675,69613
,,,,676,69613
,,,,677,69613
,,,,678,69613
,,,,679,69613
,,,,680,69613
,,,,681,69613
,,,,682,69613
,,,,683,69613
,,,,684,69613
,,,,685,69613
,,,,686,69613
,,,,687,69613
,,,,688,69613
,,,,689,69613
,,,,690,69613
,,,,691,69613
,,,,692,69613
,,,,693,69613
,,,,694,69613
,,,,695,69613
,,,,696,69613
,,,,697,69613
,,,,698,69613
,,,,699,69613
,,,,700,69613
,,,,701,69613
,,,,702,69613
,,,,703,69613
,,,,704,69613
,,,,705,69613
,,,,706,69613
,,,,707,69613
,,,,708,69613
,,,,709,69613
,,,,710,69613
,,,,711,69613
,,,,712,69613
,,,,713,69613
,,,,714,69613
,,,,715,69613
,,,,716,69613
,,,,717,69613
,,,,718,69613
,,,,719,69613
,,,,720,69613
,,,,721,69613
,,,,722,69613
,,,,723,69613
,,,,724,69613
,,,,725,69613
,,,,726,69613
,,,,727,69613
,,,,728,69613
,,,,729,69613
,,,,730,69613
,,,,731,69613
,,,,732,69613
,,,,733,69613
,,,,734,69613
,,,,735,69613
,,,,736,69613
,,,,737,69613
,,,,738,69613
,,,,739,69613
,,,,740,69613
,,,,741,69613
,,,,742,69613
,,,,743,69613
,,,,744,69613
,,,,745,69613
,,,,746,69613
,,,,747,69613
,,,,748,69613
,,,,749,69613
,,,,750,69613
,,,,751,69613
,,,,752,69613
,,,,753,69613
,,,,754,69613
,,,,755,69613
,,,,756,69613
,,,,757,69613
,,,,758,69613
,,,,759,69613
,,,,760,69613
,,,,761,69613
,,,,762,69613
,,,,763,69613
,,,,764,69613
,,,,765,69613
,,,,766,69613
,,,,767,69613
,,,,768,69613
,,,,769,69613
,,,,770,69613
,,,,771,69613
,,,,772,69613
,,,,773,69613
,,,,774,69613
,,,,775,69613
,,,,776,69613
,,,,777,69613
,,,,778,69613
,,,,779,69613
,,,,780,69613
,,,,781,69613
,,,,782,69613
,,,,783,69613
,,,,784,69613
,,,,785,69613
,,,,786,69613
,,,,787,69613
,,,,788,69613
,,,,789,69613
,,,,790,69613
,,,,791,69613
,,,,792,69613
,,,,793,69613
,,,,794,69613
,,,,795,69613
,,,,796,69613
,,,,797,69613
,,,,798,69613
,,,,799,69613
,,,,800,69613
,,,,801,69613
,,,,802,69613
,,,,803,69613
,,,,804,69613
,,,,805,69613
,,,,806,69613
,,,,807,69613
,,,,808,69613
,,,,809,69613
,,,,810,69613
,,,,811,69613
,,,,812,69613
,,,,813,69613
,,,,814,69613
,,,,815,69613
,,,,816,69613
,,,,817,69613
,,,,818,69613
,,,,819,69613
,,,,820,69613
,,,,821,69613
,,,,822,69613
,,,,823,69613
,,,,824,69613
,,,,825,69613
,,,,826,69613
,,,,827,69613
,,,,828,69613
,,,,829,69613
,,,,830,69613
,,,,831,69613
,,,,832,69613
,,,,833,69613
,,,,834,69613
,,,,835,69613
,,,,836,69613
,,,,837,69613
,,,,838,69613
,,,,839,69613
,,,,840,69613
,,,,841,69613
,,,,842,69613
,,,,843,69613
,,,,844,69613
,,,,845,69613
,,,,846,69613
,,,,847,69613
,,,,848,69613
,,,,849,69613
,,,,850,69613
,,,,851,69613
,,,,852,69613
,,,,853,69613
,,,,854,69613
,,,,855,69613
,,,,856,69613
,,,,857,69613
,,,,858,69613
,,,,859,69613
,,,,860,69613
,,,,861,69613
,,,,862,69613
,,,,863,69613
,,,,864,69613
,,,,865,69613
,,,,866,69613
,,,,867,69613
,,,,868,69613
,,,,869,69613
,,,,870,69613
,,,,871,69613
,,,,872,69613
,,,,873,69613
,,,,874,69613
,,,,875,69613
,,,,876,69613
,,,,877,69613
,,,,878,69613
,,,,879,69613
,,,,880,69613
,,,,881,69613
,,,,882,69613
,,,,883,69613
,,,,884,69613
,,,,885,69613
,,,,886,69613
,,,,887,69613
,,,,888,69613
,,,,889,69613
,,,,890,69613
,,,,891,69613
,,,,892,69613
,,,,893,69613
,,,,894,69613
,,,,895,69613
,,,,896,69613
,,,,897,69613
,,,,898,69613
,,,,899,69613
,,,,900,69613
,,,,901,69613
,,,,902,69613
,,,,903,69613
,,,,904,69613
,,,,905,69613
,,,,906,69613
,,,,907,69613
,,,,908,69613
,,,,909,69613
,,,,910,69613
,,,,911,69613
,,,,912,69613
,,,,913,69613
,,,,914,69613
,,,,915,69613
,,,,916,69613
,,,,917,69613
,,,,918,69613
,,,,919,69613
,,,,920,69613
,,,,921,69613
,,,,922,69613
,,,,923,69613
,,,,924,69613
,,,,925,69613
,,,,926,69613
,,,,927,69613
,,,,928,69613
,,,,929,69613
,,,,930,69613
,,,,931,69613
,,,,932,69613
,,,,933,69613
,,,,934,69613
,,,,935,69613
,,,,936,69613
,,,,937,69613
,,,,938,69613
,,,,939,69613
,,,,940,69613
,,,,941,69613
,,,,942,69613
,,,,943,69613
,,,,944,69613
,,,,945,69613
,,,,946,69613
,,,,947,69613
,,,,948,69613
,,,,949,69613
,,,,950,69613
,,,,951,69613
,,,,952,69613
,,,,953,69613
,,,,954,69613
,,,,955,69613
,,,,956,69613
,,,,957,69613
,,,,958,69613
,,,,959,69613
,,,,960,69613
,,,,961,69613
,,,,962,69613
,,,,963,69613
,,,,964,69613
,,,,965,69613
,,,,966,69613
,,,,967,69613
,,,,968,69613
,,,,969,69613
,,,,970,69613
,,,,971,69613
,,,,972,69613
,,,,973,69613
,,,,974,69613
,,,,975,69613
,,,,976,69613
,,,,977,69613
,,,,978,69613
,,,,979,69613
,,,,980,69613
,,,,981,69613
,,,,982,69613
,,,,983,69613
,,,,984,69613
,,,,985,69613
,,,,986,69613
,,,,987,69613
,,,,988,69613
,,,,989,69613
,,,,990,69613
,,,,991,69613
,,,,992,69613
,,,,993,69613
,,,,994,69613
,,,,995,69613
,,,,996,69613
,,,,997,69613
,,,,998,69613
,,,,999,69613
,,,,1000,69613
,,,,1001,69613
,,,,1002,69613
,,,,1003,69613
,,,,1004,69613
,,,,1005,69613
,,,,1006,69613
,,,,1007,69613
,,,,1008,69613
,,,,1009,69613
,,,,1010,69613
,,,,1011,69613
,,,,1012,69613
,,,,1013,69613
,,,,1014,69613
,,,,1015,69613
,,,,1016,69613
,,,,1017,69613
,,,,1018,69613
,,,,1019,69613
,,,,1020,69613
,,,,1021,69613
,,,,1022,69613
,,,,1023,69613
,,,,1024,69613
,,,,1025,69613
,,,,1026,69613
,,,,1027,69613
,,,,1028,69613
,,,,1029,69613
,,,,1030,69613
,,,,1031,69613
,,,,1032,69613
,,,,1033,69613
,,,,1034,69613
,,,,1035,69613
,,,,1036,69613
,,,,1037,69613
,,,,1038,69613
,,,,1039,69613
,,,,1040,69613
,,,,1041,69613
,,,,1042,69613
,,,,1043,69613
,,,,1044,69613
,,,,1045,69613
,,,,1046,69613
,,,,1047,69613
,,,,1048,69613
,,,,1049,69613
,,,,1050,69613
,,,,1051,69613
,,,,1052,69613
,,,,1053,69613
,,,,1054,69613
,,,,1055,69613
,,,,1056,69613
,,,,1057,69613
,,,,1058,69613
,,,,1059,69613
,,,,1060,69613
,,,,1061,69613
,,,,1062,69613
,,,,1063,69613
,,,,1064,69613
,,,,1065,69613
,,,,1066,69613
,,,,1067,69613
,,,,1068,69613
,,,,1069,69613
,,,,1070,69613
,,,,1071,69613
,,,,1072,69613
,,,,1073,69613
,,,,1074,69613
,,,,1075,69613
,,,,1076,69613
,,,,1077,69613
,,,,1078,69613
,,,,1079,69613
,,,,1080,69613
,,,,1081,69613
,,,,1082,69613
,,,,1083,69613
,,,,1084,69613
,,,,1085,69613
,,,,1086,69613
,,,,1087,69613
,,,,1088,69613
,,,,1089,69613
,,,,1090,69613
,,,,1091,69613
,,,,1092,69613
,,,,1093,69613
,,,,1094,69613
,,,,1095,69613
,,,,1096,69613
,,,,1097,69613
,,,,1098,69613
,,,,1099,69613
,,,,1100,69613
,,,,1101,69613
,,,,1102,69613
,,,,1103,69613
,,,,1104,69613
,,,,1105,69613
,,,,1106,69613
,,,,1107,69613
,,,,1108,69613
,,,,1109,69613
,,,,1110,69613
,,,,1111,69613
,,,,1112,69613
,,,,1113,69613
,,,,1114,69613
,,,,1115,69613
,,,,1116,69613
,,,,1117,69613
,,,,1118,69613
,,,,1119,69613
,,,,1120,69613
,,,,1121,69613
,,,,1122,69613
,,,,1123,69613
,,,,1124,69613
,,,,1125,69613
,,,,1126,69613
,,,,1127,69613
,,,,1128,69613
,,,,1129,69613
,,,,1130,69613
,,,,1131,69613
,,,,1132,69613
,,,,1133,69613
,,,,1134,69613
,,,,1135,69613
,,,,1136,69613
,,,,1137,69613
,,,,1138,69613
,,,,1139,69613
,,,,1140,69613
,,,,1141,69613
,,,,1142,69613
,,,,1143,69613
,,,,1144,69613
,,,,1145,69613
,,,,1146,69613
,,,,1147,69613
,,,,1148,69613
,,,,1149,69613
,,,,1150,69613
,,,,1151,69613
,,,,1152,69613
,,,,1153,69613
,,,,1154,69613
,,,,1155,69613
,,,,1156,69613
,,,,1157,69613
,,,,1158,69613
,,,,1159,69613
,,,,1160,69613
,,,,1161,69613
,,,,1162,69613
,,,,1163,69613
,,,,1164,69613
,,,,1165,69613
,,,,1166,69613
,,,,1167,69613
,,,,1168,69613
,,,,1169,69613
,,,,1170,69613
,,,,1171,69613
,,,,1172,69613
,,,,1173,69613
,,,,1174,69613
,,,,1175,69613
,,,,1176,69613
,,,,1177,69613
,,,,1178,69613
,,,,1179,69613
,,,,1180,69613
,,,,1181,69613
,,,,1182,69613
,,,,1183,69613
,,,,1184,69613
,,,,1185,69613
,,,,1186,69613
,,,,1187,69613
,,,,1188,69613
,,,,1189,69613
,,,,1190,69613
,,,,1191,69613
,,,,1192,69613
,,,,1193,69613
,,,,1194,69613
,,,,1195,69613
,,,,1196,69613
,,,,1197,69613
,,,,1198,69613
,,,,1199,69613
,,,,1200,69613
,,,,1201,69613
,,,,1202,69613
,,,,1203,69613
,,,,1204,69613
,,,,1205,69613
,,,,1206,69613
,,,,1207,69613
,,,,1208,69613
,,,,1209,69613
,,,,1210,69613
,,,,1211,69613
,,,,1212,69613
,,,,1213,69613
,,,,1214,69613
,,,,1215,69613
,,,,1216,69613
,,,,1217,69613
,,,,1218,69613
,,,,1219,69613
,,,,1220,69613
,,,,1221,69613
,,,,1222,69613
,,,,1223,69613
,,,,1224,69613
,,,,1225,69613
,,,,1226,69613
,,,,1227,69613
,,,,1228,69613
,,,,1229,69613
,,,,1230,69613
,,,,1231,69613
,,,,1232,69613
,,,,1233,69613
,,,,1234,69613
,,,,1235,69613
,,,,1236,69613
,,,,1237,69613
,,,,1238,69613
,,,,1239,69613
,,,,1240,69613
,,,,1241,69613
,,,,1242,69613
,,,,1243,69613
,,,,1244,69613
,,,,1245,69613
,,,,1246,69613
,,,,1247,69613
,,,,1248,69613
,,,,1249,69613
,,,,1250,69613
,,,,1251,69613
,,,,1252,69613
,,,,1253,69613
,,,,1254,69613
,,,,1255,69613
,,,,1256,69613
,,,,1257,69613
,,,,1258,69613
,,,,1259,69613
,,,,1260,69613
,,,,1261,69613
,,,,1262,69613
,,,,1263,69613
,,,,1264,69613
,,,,1265,69613
,,,,1266,69613
,,,,1267,69613
,,,,1268,69613
,,,,1269,69613
,,,,1270,69613
,,,,1271,69613
,,,,1272,69613
,,,,1273,69613
,,,,1274,69613
,,,,1275,69613
,,,,1276,69613
,,,,1277,69613
,,,,1278,69613
,,,,1279,69613
,,,,1280,69613
,,,,1281,69613
,,,,1282,69613
,,,,1283,69613
,,,,1284,69613
,,,,1285,69613
,,,,1286,69613
,,,,1287,69613
,,,,1288,69613
,,,,1289,69613
,,,,1290,69613
,,,,1291,69613
,,,,1292,69613
,,,,1293,69613
,,,,1294,69613
,,,,1295,69613
,,,,1296,69613
,,,,1297,69613
,,,,1298,69613
,,,,1299,69613
,,,,1300,69613
,,,,1301,69613
,,,,1302,69613
,,,,1303,69613
,,,,1304,69613
,,,,1305,69613
,,,,1306,69613
,,,,1307,69613
,,,,1308,69613
,,,,1309,69613
,,,,1310,69613
,,,,1311,69613
,,,,1312,69613
,,,,1313,69613
,,,,1314,69613
,,,,1315,69613
,,,,1316,69613
,,,,1317,69613
,,,,1318,69613
,,,,1319,69613
,,,,1320,69613
,,,,1321,69613
,,,,1322,69613
,,,,1323,69613
,,,,1324,69613
,,,,1325,69613
,,,,1326,69613
,,,,1327,69613
,,,,1328,69613
,,,,1329,69613
,,,,1330,69613
,,,,1331,69613
,,,,1332,69613
,,,,1333,69613
,,,,1334,69613
,,,,1335,69613
,,,,1336,69613
,,,,1337,69613
,,,,1338,69613
,,,,1339,69613
,,,,1340,69613
,,,,1341,69613
,,,,1342,69613
,,,,1343,69613
,,,,1344,69613
,,,,1345,69613
,,,,1346,69613
,,,,1347,69613
,,,,1348,69613
,,,,1349,69613
,,,,1350,69613
,,,,1351,69613
,,,,1352,69613
,,,,1353,69613
,,,,1354,69613
,,,,1355,69613
,,,,1356,69613
,,,,1357,69613
,,,,1358,69613
,,,,1359,69613
,,,,1360,69613
,,,,1361,69613
,,,,1362,69613
,,,,1363,69613
,,,,1364,69613
,,,,1365,69613
,,,,1366,69613
,,,,1367,69613
,,,,1368,69613
,,,,1369,69613
,,,,1370,69613
,,,,1371,69613
,,,,1372,69613
,,,,1373,69613
,,,,1374,69613
,,,,1375,69613
,,,,1376,69613
,,,,1377,69613
,,,,1378,69613
,,,,1379,69613
,,,,1380,69613
,,,,1381,69613
,,,,1382,69613
,,,,1383,69613
,,,,1384,69613
,,,,1385,69613
,,,,1386,69613
,,,,1387,69613
,,,,1388,69613
,,,,1389,69613
,,,,1390,69613
,,,,1391,69613
,,,,1392,69613
,,,,1393,69613
,,,,1394,69613
,,,,1395,69613
,,,,1396,69613
,,,,1397,69613
,,,,1398,69613
,,,,1399,69613
,,,,1400,69613
,,,,1401,69613
,,,,1402,69613
,,,,1403,69613
,,,,1404,69613
,,,,1405,69613
,,,,1406,69613
,,,,1407,69613
,,,,1408,69613
,,,,1409,69613
,,,,1410,69613
,,,,1411,69613
,,,,1412,69613
,,,,1413,69613
,,,,1414,69613
,,,,1415,69613
,,,,1416,69613
,,,,1417,69613
,,,,1418,69613
,,,,1419,69613
,,,,1420,69613
,,,,1421,69613
,,,,1422,69613
,,,,1423,69613
,,,,1424,69613
,,,,1425,69613
,,,,1426,69613
,,,,1427,69613
,,,,1428,69613
,,,,1429,69613
,,,,1430,69613
,,,,1431,69613
,,,,1432,69613
,,,,1433,69613
,,,,1434,69613
,,,,1435,69613
,,,,1436,69613
,,,,1437,69613
,,,,1438,69613
,,,,1439,69613
,,,,1440,69613
,,,,1441,69613
,,,,1442,69613
,,,,1443,69613
,,,,1444,69613
,,,,1445,69613
,,,,1446,69613
,,,,1447,69613
,,,,1448,69613
,,,,1449,69613
,,,,1450,69613
,,,,1451,69613
,,,,1452,69613
,,,,1453,69613
,,,,1454,69613
,,,,1455,69613
,,,,1456,69613
,,,,1457,69613
,,,,1458,69613
,,,,1459,69613
,,,,1460,69613
,,,,1461,69613
,,,,1462,69613
,,,,1463,69613
,,,,1464,69613
,,,,1465,69613
,,,,1466,69613
,,,,1467,69613
,,,,1468,69613
,,,,1469,69613
,,,,1470,69613
,,,,1471,69613
,,,,1472,69613
,,,,1473,69613
,,,,1474,69613
,,,,1475,69613
,,,,1476,69613
,,,,1477,69613
,,,,1478,69613
,,,,1479,69613
