Resource,SE_Flex_Demand,SE_Electrolyzer,MIDAT_Electrolyzer,NE_Electrolyzer,SE_Large_SMR,MIDAT_Large_SMR,NE_Large_SMR,SE_Large_SMR_wCCS_90pct,MIDAT_Large_SMR_wCCS_90pct,NE_Large_SMR_wCCS_90pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_90pct,SE_Above_ground_storage,MIDAT_Above_ground_storage,NE_Above_ground_storage
t13,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t14,0.0,141.46485154993468,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,91.35293229501347,0.0,0.0
t15,0.0,0.0,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,0.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.49916204642287,773.0,372.80351349234405,409.316945891371,0.0,56.48001519682124
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.17578770486111,773.0,372.80351349234405,489.64032023293464,0.0,33.19648650765595
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.674949751284,773.0,372.80351349234405,313.14115818650987,0.0,33.19648650765595
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650764498
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t25,0.0,0.0,0.0,31.625675371019554,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,1.5708111366363937
t26,0.0,530.8690979782444,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t27,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t28,0.0,540.3028014418044,0.0,93.8829267464353,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t29,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t30,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t31,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t32,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t33,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t34,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t35,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t36,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t37,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t38,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t39,0.0,255.7128095870986,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t40,0.0,225.09610841069744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,7.72167543425644,0.0,33.19648650765595
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.49916204642287,773.0,372.80351349234405,409.316945891371,0.0,56.48001519682124
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,372.80351349234405,585.8161079377938,0.0,37.04660651461245
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,372.80351349234405,585.8161079377938,0.0,60.33013520377767
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.49916204642287,773.0,372.80351349234405,409.316945891371,0.0,66.45867034932066
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,66.45867034932066
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,66.4586703493208
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494987,0.0,66.45867034932066
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,43.17514166015536
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,56.48001519682124
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765629
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t53,0.0,82.58128665939434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,150.23649718555376,0.0,33.19648650765595
t54,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t55,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t56,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t57,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t58,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t59,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284596,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t60,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t61,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,56.48001519682124
t62,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,66.45867034932066
t63,0.0,434.9866907183148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,66.45867034932066
t64,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,66.45867034932066
t65,0.0,232.81778384494814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,66.45867034932066
t66,0.0,232.81778384494814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,66.45867034932066
t67,0.0,17.247778352631194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,215.57000549231694,0.0,66.45867034932066
t68,0.0,5.927289441343772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,226.89049440360395,0.0,66.45867034932066
t69,0.0,232.81778384494814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,66.45867034931926
t70,0.0,232.81778384494814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,66.45867034932066
t71,0.0,232.81778384494814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,66.45867034932066
t72,0.0,384.87497985752066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,56.48001519682124
t73,0.0,540.3028014418044,0.0,50.77185478235273,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t74,0.0,540.3028014418044,0.0,94.29868746289748,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t75,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t76,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t77,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,-1.1368683772161603e-13
t78,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t79,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,1.77351466845721e-11,0.0,0.0
t80,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t81,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t82,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t83,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t84,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,-1.7053025658242404e-13
t85,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t86,0.0,161.80299244359406,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,71.01479140135493,0.0,0.0
t87,0.0,0.0,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,1.7053025658242404e-12
t88,0.0,0.0,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,0.0
t89,0.0,0.0,0.0,43.239605999423645,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,0.0
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494464,0.0,33.19648650765595
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.3027404651644,773.0,372.80351349234405,407.5133674726295,0.0,33.19648650765595
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.7146061173665,773.0,372.80351349234405,233.1015018204274,0.0,33.19648650765595
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t97,0.0,0.0,0.0,21.0659427595144,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384495283,0.0,12.130543748141548
t98,0.0,335.42728734240575,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t99,0.0,334.0183821490455,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t100,0.0,402.72697200864826,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t101,0.0,316.5691279008558,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t102,0.0,529.6283372299683,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t103,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t104,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t105,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t106,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t107,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t108,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t109,13.333333333333332,453.9495394899116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,228.81778384494828,0.0,33.196486507656005
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,228.81778384494814,0.0,33.19648650765595
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,228.81778384494814,0.0,33.19648650765595
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.196486507656005
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,44.26612815324206
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384495013,0.0,33.1964865076568
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t122,0.0,4.8741144842603905,0.0,14.9823916320968,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,227.94366936068752,0.0,18.214094875559116
t123,0.0,93.95854655571144,0.0,33.19648650765595,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,138.85923728923663,0.0,0.0
t124,0.0,199.5076973167625,0.0,33.19648650765595,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,33.310086528185664,0.0,0.0
t125,0.0,324.5277675827995,0.0,58.09083856846904,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t126,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t127,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t128,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t129,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t130,0.0,540.3028014418044,0.0,107.23794361678472,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t131,0.0,540.3028014418044,0.0,54.18155207586415,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t132,0.0,540.3028014418044,0.0,77.94784445366443,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,0.0
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494865,0.0,33.19648650765595
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.8177838449342,0.0,33.19648650765595
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765407
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765663
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.8177838449481,0.0,33.19648650765595
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,33.19648650765595
t150,0.0,140.27080062130864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,92.5469832236395,0.0,33.19648650765595
t151,0.0,443.94710304248053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t152,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t153,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t154,0.0,540.3028014418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,33.19648650765595
t155,0.0,232.81778384494814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,43.17514166015536
t156,0.0,232.91698984020422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,0.0,0.0,66.45867034932066
t157,0.0,118.11498911761318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,114.70279472733496,0.0,66.45867034932066
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384494814,0.0,66.45867034932064
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,315.01290571390945,232.81778384494814,0.0,124.24927812775526
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.99832409284573,773.0,372.80351349234405,232.81778384495377,0.0,66.45867034932066
