Emission_tonne_per_hr_z1,Emission_tonne_per_hr_z2,Emission_tonne_per_hr_z3
137.1080568,65.81740675,
137.2569795,65.81871857,
138.1309545,65.81973649,
138.5424477,65.82163157,
138.7218,65.82181821,
139.0110616,,
139.1901393,,
141.7298459,,
141.7328365,,
141.7365865,,
142.0437532,,
142.0552779,,
142.8218847,,
143.659371,,
143.7716426,,
144.1933452,,
144.2451362,,
145.5575652,,
146.6163998,,
147.0686509,,
147.619061,,
150.4470341,,
151.0439241,,
151.0457583,,
151.4875346,,
151.6945754,,
152.1452104,,
153.1652558,,
153.2309848,,
154.0547435,,
154.4806573,,
155.050557,,
155.0516126,,
155.281561,,
155.2914868,,
155.2960503,,
156.6051704,,
157.6673676,,
158.4751901,,
159.5804601,,
159.660532,,
160.3111135,,
162.1449221,,
163.0382573,,
163.3945818,,
163.965446,,
163.9811229,,
164.45558,,
164.6355235,,
164.6503882,,
164.9339045,,
165.7355556,,
166.240665,,
166.8349248,,
166.8858869,,
168.0153113,,
168.1859104,,
168.741382,,
168.7718294,,
169.5865269,,
169.6396993,,
169.7579419,,
171.1872894,,
172.3238703,,
172.9394533,,
172.9658206,,
173.1585367,,
173.5315809,,
174.6988015,,
175.256691,,
177.6736898,,
177.9081166,,
179.0488451,,
180.306548,,
182.2731863,,
182.8631573,,
185.2296551,,
186.3305003,,
187.3534903,,
189.3200931,,
190.4196702,,
190.8525135,,
190.8547346,,
190.985449,,
191.4442033,,
191.7511338,,
192.2417078,,
192.49767,,
192.8305659,,
192.9448196,,
193.358376,,
193.8380039,,
194.0331878,,
194.2163394,,
194.4858374,,
194.5399411,,
196.1657631,,
197.7921431,,
197.9339137,,
198.1030795,,
198.5602958,,
199.007012,,
199.5416824,,
201.8868445,,
202.0645845,,
202.0748654,,
203.7131767,,
203.8797106,,
204.0045066,,
204.3681399,,
204.3855429,,
204.8128289,,
205.0779335,,
205.7215913,,
206.142239,,
206.6541537,,
206.7165307,,
207.0256402,,
208.3432967,,
208.466248,,
208.4663047,,
209.1192622,,
209.6264089,,
209.6303718,,
209.9970802,,
210.6408989,,
212.5825527,,
212.9677745,,
212.9774109,,
212.9808949,,
213.1151654,,
213.5071385,,
213.9394243,,
214.1004505,,
214.1125029,,
214.6773332,,
214.8717743,,
215.1066777,,
216.2867049,,
216.3459261,,
216.6474423,,
216.6653352,,
217.2007063,,
217.5307896,,
218.2221123,,
218.6818483,,
218.6858478,,
218.8962517,,
219.4253742,,
220.0843731,,
220.8418121,,
220.9891502,,
220.999625,,
221.0839559,,
222.6551136,,
223.4149422,,
225.3363476,,
226.6105674,,
226.6464418,,
226.725818,,
227.7762388,,
227.9456311,,
228.3956366,,
228.4051443,,
228.5327041,,
228.7134154,,
229.7809,,
229.8386865,,
229.9721147,,
230.0572571,,
230.300808,,
231.4149494,,
233.5326114,,
233.8073431,,
234.7243824,,
234.8340623,,
234.8367221,,
234.8405912,,
234.9865768,,
235.1753273,,
235.9734127,,
236.1916752,,
236.3697561,,
236.5958138,,
237.1106917,,
237.1213136,,
237.6521888,,
237.9643146,,
238.2941283,,
238.8236454,,
239.4584159,,
239.7811335,,
241.1699697,,
241.1834889,,
241.1868678,,
241.4819417,,
241.577341,,
241.6209799,,
243.9738371,,
244.4458757,,
244.4566107,,
245.7322087,,
246.1723452,,
246.1748551,,
246.3616065,,
246.5373126,,
246.8447348,,
247.2427901,,
248.7565739,,
248.8184511,,
249.0835864,,
249.3689353,,
250.8221961,,
251.1103008,,
253.2019491,,
253.8752501,,
254.4609289,,
254.662455,,
254.8006436,,
255.8549242,,
256.2299461,,
256.3980863,,
256.7045119,,
257.8815961,,
257.9055848,,
258.5149064,,
258.943157,,
259.0312569,,
259.0326205,,
259.3784216,,
260.8539246,,
260.9965929,,
261.1394031,,
261.4004374,,
261.6019456,,
261.7898295,,
261.7914857,,
264.3313269,,
264.3482235,,
264.3602945,,
264.7612782,,
265.0002686,,
265.364724,,
265.9812035,,
266.7011385,,
266.7195903,,
266.7222639,,
266.8819786,,
267.0605166,,
268.007818,,
268.2104602,,
268.3222756,,
268.816698,,
268.8348938,,
268.8371688,,
269.0913753,,
269.4487492,,
269.4494908,,
270.0838376,,
271.6227577,,
271.6290908,,
271.6348008,,
271.6443885,,
272.3576747,,
272.3583023,,
273.0169609,,
273.4334139,,
273.6396314,,
273.6478151,,
274.2367067,,
275.0321842,,
276.03604,,
276.1881741,,
276.1894051,,
276.7549579,,
276.7712558,,
277.4507741,,
277.8213358,,
278.220222,,
278.8943845,,
278.8990993,,
279.2154318,,
279.6463988,,
280.0645135,,
280.8593074,,
280.8879423,,
280.9060557,,
281.4922892,,
281.916145,,
282.4682078,,
282.4854957,,
282.6512814,,
282.7614189,,
282.7787377,,
285.1055593,,
285.1066362,,
285.1151881,,
285.1151986,,
285.1960854,,
287.1055703,,
287.8107897,,
288.6026515,,
288.9307962,,
289.4778772,,
289.4787364,,
289.4792161,,
289.9097875,,
290.3262812,,
290.3273692,,
290.6313074,,
294.2748335,,
298.4604217,,
298.4618293,,
298.760387,,
299.2476647,,
299.2512931,,
299.2519444,,
299.5099984,,
299.9611073,,
301.1090651,,
301.9342358,,
301.9362901,,
302.78216,,
302.8575888,,
304.0005149,,
304.4346627,,
304.859245,,
310.9934535,,
310.9957573,,
311.0348852,,
311.3864035,,
316.2642269,,
316.6301375,,
317.4760617,,
317.4890151,,
318.4978381,,
318.7924982,,
318.9649268,,
318.9677786,,
319.2016253,,
319.5849864,,
319.5857494,,
319.8109355,,
323.378683,,
323.4025807,,
324.9026261,,
324.9644367,,
325.5252016,,
325.8467601,,
326.5361855,,
327.2138868,,
327.2792921,,
327.280029,,
327.3771699,,
327.3912114,,
327.5706243,,
327.574152,,
328.2911086,,
328.3102212,,
328.8539452,,
330.5333738,,
330.5338861,,
332.0418014,,
332.0427261,,
333.1211962,,
333.4504884,,
334.181014,,
334.384222,,
334.4955832,,
334.8511988,,
334.8621976,,
336.5384935,,
338.1550705,,
338.2100544,,
339.2860232,,
339.4461961,,
