Emission_tonne_per_hr_z1,Emission_tonne_per_hr_z2,Emission_tonne_per_hr_z3
18.94465057,15.16686434,12.6935315
19.036243,15.26672017,12.72586067
19.21680634,15.37368786,12.82723379
19.3109035,15.7263741,13.10654188
19.55133295,15.86182807,13.32944166
20.0005187,16.17025501,13.33055545
20.10861452,16.3191732,13.48754894
20.60543171,16.48959558,13.66717858
20.96341045,16.61747384,13.7754887
21.08907085,16.8491383,14.12992828
21.25037823,17.26526834,14.14542701
21.57911401,17.35685315,14.29966058
21.70442922,17.57652097,14.43170936
21.71933722,17.75308436,14.46893473
21.84072239,17.87444161,14.75837194
21.90812293,17.90604853,14.98327601
22.26778385,18.15848709,15.04802612
22.49863526,18.27461822,15.3113237
22.58622716,18.36142936,15.54199794
22.7203165,18.70152952,15.55329104
22.75131046,18.70929866,15.64148371
23.23842652,18.71215708,15.70743211
23.31503884,18.73327815,15.82427929
23.39936599,19.09378039,15.8783491
23.41702898,19.2004185,16.12376628
23.71078303,19.28106651,16.44346775
23.79163562,19.46077233,16.51362334
23.92932146,19.49528277,16.82156784
24.25076268,19.59520627,17.13734676
24.47246985,19.76372641,17.48730748
24.60938927,19.92663638,17.95111767
24.62839116,20.04800267,18.42182134
24.98691685,20.30930443,
25.04162597,20.31233499,
25.16626249,20.61559591,
25.31582889,20.70777534,
25.41258244,20.90460519,
25.47666353,20.95612542,
25.54552251,21.24827045,
25.74540241,21.47745764,
25.99737424,21.48135364,
26.01761349,21.66529708,
26.05922426,21.74288329,
26.13673889,21.97765346,
26.17401116,22.13359267,
26.32930723,22.14029195,
26.48091196,22.14927369,
26.55680915,22.15492102,
26.6632517,22.19439796,
27.03400363,22.34820037,
27.31461643,22.44821621,
27.58654435,22.69917405,
27.62035442,22.8534864,
27.9961183,23.00557187,
28.20419798,23.10172778,
28.36125814,23.32282401,
28.52693424,23.50175507,
28.65534014,23.68788409,
28.78939078,23.73695569,
28.87415642,23.85147838,
29.05703822,23.85586838,
29.23299161,24.28123848,
29.34946461,24.28202024,
29.86008158,24.40200887,
29.96566754,24.61812846,
30.22069877,24.6924588,
30.47381374,24.91931867,
30.5544066,25.03686085,
30.91001017,25.03934263,
30.95894535,25.24548204,
31.22567323,25.51501663,
31.62881282,25.72323228,
32.07744972,25.8224019,
32.25100214,25.95269918,
32.3654453,26.14845857,
32.6428795,26.4658543,
33.15210798,26.59873646,
33.52682178,26.73125616,
33.63878166,26.97964952,
33.65635814,27.12854009,
33.74213853,27.29898945,
33.92304863,27.36718311,
34.26042639,27.55262827,
34.36880009,27.89463902,
34.63558987,28.47005342,
34.90732728,28.53636355,
35.04791727,29.20912348,
35.20986103,29.27811819,
35.25891172,29.96224216,
35.33605619,29.99351617,
35.75676731,30.29923259,
36.23479694,30.41561941,
36.48907532,30.69935752,
36.57388564,30.94189651,
36.64002494,30.9431791,
36.94304828,31.02172034,
37.23865507,31.1706773,
37.32374954,31.2790399,
37.45043761,31.64714443,
38.04541614,31.67446608,
38.2516312,31.87802496,
38.53853703,31.98395224,
38.91785742,32.15736086,
39.11902247,32.36270546,
39.62071026,32.50027199,
39.68407946,32.62835708,
40.06653287,33.13096882,
40.18202843,33.26744168,
40.4984886,33.32473042,
40.54197763,33.49314191,
40.9161329,33.51519875,
41.27434604,33.63147637,
41.35248744,33.64653533,
41.41756961,34.59547347,
41.63385741,34.82228011,
42.08346071,34.86844188,
42.15875054,35.01486275,
42.18143162,35.22781748,
42.21907536,35.87124456,
42.47609329,35.99766736,
42.62104594,36.05036539,
43.06873183,36.30629727,
43.2649631,36.4716026,
43.49762777,36.48625724,
43.60279929,36.69325012,
43.78121168,36.74624647,
43.97610269,37.00304771,
44.11986528,37.6600458,
44.18790503,37.73378099,
44.41732359,37.80374223,
45.05929326,38.20725342,
45.24377627,38.33530052,
45.65343708,38.43458023,
45.85128068,38.50795209,
46.2297873,38.64467782,
46.85352127,38.75045418,
47.04014691,38.86581794,
47.44432555,39.0704015,
47.61183548,39.16352938,
47.7309239,39.89009712,
47.84836662,39.89404928,
48.23170714,40.21259612,
48.24561772,40.2203905,
48.63286284,40.32410442,
48.72599857,40.88776519,
48.81967171,41.04255305,
49.0976518,41.30448404,
49.24991405,41.33128707,
49.95666862,41.52224757,
50.05814527,41.93980074,
50.24322235,42.14174413,
50.70925268,42.34087168,
51.07284306,42.3431907,
51.2219381,42.48071086,
51.39352095,43.50024159,
51.66022577,43.51461706,
51.92376982,43.54038705,
52.45420856,43.82227658,
52.6493575,43.85652963,
52.67978766,43.89273468,
52.73533174,44.06405969,
52.88106718,44.14518088,
52.94182345,44.8014433,
53.02670916,45.08914078,
53.19379407,45.42449378,
53.30697406,45.54792102,
53.53782795,45.61425842,
53.62391431,45.63471355,
53.68214651,45.76087103,
53.82066447,45.88906984,
54.02171197,46.40030299,
54.13552535,47.09404117,
54.27050421,47.15206632,
54.43475059,47.20441647,
54.82603671,47.32053309,
55.00052624,47.32301493,
55.18058055,47.94058293,
55.32755222,48.08608533,
55.55577411,48.25113437,
55.60557924,48.502093,
55.91217805,49.39995156,
56.1824474,49.85287847,
56.51267558,50.30407201,
56.69956751,51.08753689,
56.88080046,51.45994627,
57.00627898,51.78690468,
57.11811462,52.09836692,
57.23906334,52.09927775,
57.31499437,52.16656739,
57.33199742,52.38736679,
57.39234944,52.40305505,
57.70358649,52.41764551,
57.94913459,52.76601816,
58.12836587,52.83029185,
58.17241167,52.84103917,
58.26427781,53.20709871,
58.55925717,53.40637894,
58.68143041,53.81477045,
58.97648763,54.13393276,
59.2221138,54.27228657,
59.23480315,54.35009393,
59.37538845,54.35162783,
59.40694245,54.56455012,
59.82262116,54.72478775,
60.66298278,54.73405005,
60.8287318,54.7715038,
60.88980201,54.7974608,
60.95940422,54.82038788,
61.09057388,55.05489073,
61.12765905,55.33105108,
61.20993461,55.56629989,
61.66554213,55.57271939,
61.84273193,55.61897758,
61.8763892,55.71860477,
61.89631511,55.93092615,
61.97772381,55.94857797,
62.2892474,56.43742185,
62.38565972,56.46612227,
62.44428015,56.48199486,
62.7074699,56.56981045,
62.93065234,56.61920759,
63.5285751,56.91330831,
63.69013403,57.11549181,
64.11470559,57.18600563,
64.33413685,57.23076363,
64.35394664,57.39894088,
64.68400972,57.41631171,
64.98256548,57.41908116,
65.02800055,57.42690033,
65.31469845,57.49005818,
65.35914709,57.88026317,
65.44208413,57.90863861,
65.82260424,58.22413652,
66.06779191,58.64743429,
66.22587911,58.69941381,
66.6197581,58.70439228,
66.63970853,58.71120611,
66.98052701,58.7906224,
67.387618,59.06904321,
67.66152237,59.18278546,
67.88350813,59.44157354,
68.13346382,59.59169249,
68.63683424,59.72911195,
68.66352937,59.76316604,
68.7531273,59.77075534,
68.92225981,59.78295903,
69.21671058,59.78995275,
69.52147926,59.85979946,
69.65388806,60.0061954,
69.85380294,60.38251152,
70.07472034,60.38762479,
70.68318924,60.5343129,
70.72510798,60.72445736,
71.03741183,60.95218282,
71.47780472,61.07289642,
71.55598531,61.08649266,
71.85227656,61.2954945,
72.22084684,61.40790422,
72.48247475,61.65185625,
72.87635895,61.66026852,
73.1443826,61.69444989,
73.23386554,61.84247704,
73.59110652,62.06928938,
74.35204126,62.25113468,
74.72382427,62.2936704,
75.02343733,62.42116449,
75.37710852,62.43013083,
75.59167952,62.46424788,
75.99204433,62.60439082,
76.00872831,62.7149341,
76.46226177,63.27408638,
76.66396882,63.28905831,
76.73112679,63.40750104,
76.74266695,63.62807977,
76.93042172,63.64572427,
77.21343393,63.7335307,
77.51752539,63.74261156,
77.70242106,63.7486596,
77.97514848,64.26766149,
78.0265917,64.28352854,
78.04529605,64.29588079,
78.24066286,64.30972943,
78.28733544,64.3836053,
78.34531108,64.40078187,
78.52790408,64.56085115,
78.91123514,64.73862535,
79.19185846,64.90770607,
79.26730748,64.94817326,
79.30354832,65.04234044,
79.58317271,65.0738312,
80.45170465,65.20396559,
80.83820928,65.23060915,
80.91998969,65.24105036,
81.2048475,65.26147052,
81.58651278,65.28763038,
81.77887165,,
82.13257394,,
82.15092521,,
82.19405503,,
82.44626456,,
82.51448157,,
83.02405399,,
83.38832814,,
83.4070011,,
83.41943881,,
83.89885933,,
84.14762382,,
84.176765,,
84.31939852,,
84.42609379,,
85.18824418,,
85.89415069,,
86.6205152,,
86.79165599,,
87.15589005,,
88.09016772,,
88.24660761,,
88.37735837,,
88.89533155,,
88.97255083,,
89.31045043,,
89.80831444,,
89.86030204,,
90.04323689,,
90.05649554,,
90.06429361,,
90.34295314,,
90.4689617,,
90.47823149,,
90.54112237,,
90.69957475,,
90.73511529,,
91.19424481,,
91.32,,
91.69026521,,
91.74469484,,
92.25508239,,
92.50072949,,
92.67211122,,
92.88432043,,
92.96822473,,
93.19704376,,
93.73264054,,
93.86488546,,
94.01654847,,
94.03856873,,
94.42029885,,
94.58449737,,
94.87254985,,
95.33596436,,
95.42620128,,
95.68902486,,
95.78315283,,
95.92696809,,
96.02154929,,
96.59984001,,
96.94442986,,
96.99303629,,
97.1583213,,
97.68879945,,
98.07343309,,
98.33505647,,
98.37242979,,
98.37683978,,
98.63634549,,
98.71483562,,
99.20579549,,
99.93326847,,
100.1669981,,
100.4844657,,
100.7734773,,
100.8260436,,
101.0953161,,
101.4248653,,
101.7528549,,
102.2570958,,
102.633587,,
102.7357351,,
103.0838305,,
103.3362416,,
103.5476294,,
104.1443531,,
104.391598,,
104.6057999,,
104.8583118,,
105.0398678,,
105.2444294,,
105.6704984,,
105.9583252,,
106.2444147,,
107.2657945,,
107.2817242,,
107.3254373,,
107.9307872,,
108.2016656,,
108.7220476,,
108.8682332,,
109.117904,,
109.1741073,,
109.4620929,,
109.844764,,
110.3156037,,
110.7200002,,
111.4235999,,
111.4578168,,
112.2614334,,
112.3940805,,
112.7074754,,
113.1208176,,
113.5820704,,
113.9166897,,
114.1350061,,
114.7084389,,
114.7380175,,
115.1343076,,
115.2343169,,
115.8019092,,
115.8092246,,
115.9288787,,
116.6908759,,
116.9815891,,
117.4495584,,
117.5632713,,
117.8328235,,
118.2177987,,
118.5529512,,
118.6593615,,
118.7216186,,
119.1826735,,
120.0349737,,
120.8281267,,
121.3381158,,
121.5163302,,
122.2729513,,
122.296932,,
122.8446941,,
122.9546426,,
123.0635256,,
123.2287559,,
124.052674,,
124.657246,,
124.6606502,,
125.2292539,,
125.5555795,,
125.9008561,,
126.2148546,,
126.8156847,,
126.8295448,,
127.2223539,,
127.6371057,,
127.676701,,
127.9292765,,
127.9524911,,
127.9676687,,
128.5244714,,
128.7558279,,
128.9510783,,
130.2168786,,
130.3247542,,
130.9877048,,
131.4600889,,
131.9891776,,
132.2041826,,
132.7796897,,
133.0670008,,
133.393574,,
134.7536534,,
135.4599965,,
135.8310863,,
136.7215791,,
136.739683,,
137.1207125,,
137.318676,,
138.548963,,
138.9773225,,
139.0739648,,
139.6248862,,
139.7453396,,
139.7721379,,
140.1671808,,
140.783132,,
141.6695465,,
141.8501939,,
142.0374428,,
142.2808775,,
142.3725223,,
142.716929,,
142.9603135,,
143.4451018,,
143.6715403,,
143.9974722,,
145.1840232,,
146.2284724,,
146.4806111,,
146.7364483,,
147.0861607,,
147.3663849,,
147.9004635,,
148.2376197,,
148.419507,,
148.4445531,,
149.0276482,,
149.3034215,,
149.6287741,,
149.9092554,,
150.0195906,,
150.3390511,,
150.6897015,,
150.6919362,,
150.885142,,
151.1666421,,
151.2832874,,
151.5080544,,
152.0215502,,
152.8445608,,
153.7748902,,
154.0663648,,
154.3139169,,
155.8143736,,
156.7783383,,
157.20586,,
158.0676181,,
158.2063677,,
158.2545448,,
158.714621,,
159.0315206,,
159.3722841,,
159.7131892,,
160.0137929,,
160.0783019,,
160.336241,,
161.3572289,,
161.4779239,,
161.8168194,,
162.2329618,,
162.8508077,,
163.2374378,,
163.4686583,,
163.7330106,,
164.2688346,,
164.6761572,,
165.1281054,,
165.9315247,,
166.0503452,,
166.1609203,,
166.7163116,,
167.0007272,,
167.5068115,,
167.5814173,,
167.5919292,,
167.9371438,,
168.9396262,,
169.3852994,,
169.586104,,
170.3891633,,
170.3932274,,
170.3962538,,
170.8115078,,
171.0288728,,
171.7894285,,
172.3957027,,
172.6778966,,
173.6097991,,
173.9300783,,
174.2559474,,
174.8639837,,
174.8716374,,
175.5907618,,
175.6235855,,
175.814938,,
177.0348837,,
177.4351821,,
178.3261916,,
178.9987086,,
179.299704,,
180.252411,,
180.7398571,,
181.416561,,
182.3022906,,
182.3608165,,
182.7039066,,
183.2452647,,
183.7960249,,
184.566644,,
185.1317727,,
185.2740495,,
185.706912,,
186.0648576,,
186.7393336,,
186.9942667,,
187.7061135,,
188.1186935,,
189.1250802,,
189.2234405,,
189.5430758,,
189.7442403,,
189.8980995,,
190.320608,,
190.5771428,,
190.7482815,,
190.7996233,,
190.8823237,,
191.3072234,,
191.3347313,,
191.4913022,,
192.3325017,,
192.646695,,
192.7259554,,
192.9205206,,
193.0025119,,
193.8637516,,
194.1766055,,
194.2561803,,
194.4428422,,
194.4599527,,
194.8165467,,
195.6648337,,
196.0186823,,
196.288986,,
196.3511129,,
197.0290374,,
197.220027,,
197.4444085,,
197.8243069,,
198.2636386,,
199.1976818,,
199.3207441,,
199.3917202,,
199.5847385,,
200.5517897,,
201.8323609,,
201.936195,,
201.9599066,,
202.2097703,,
202.5817081,,
203.2965117,,
203.4397311,,
203.6598425,,
203.8150459,,
