Quantity_tonne_per_hr_z1,Quantity_tonne_per_hr_z2,Quantity_tonne_per_hr_z3
3142.974669,,
3155.368407,,
3164.450818,,
3174.718782,,
3175.720103,,
3193.218412,,
3195.890672,,
3205.800008,,
3206.487646,,
3218.9371,,
3219.763611,,
3222.045554,,
3247.631684,,
3265.579029,,
3276.080004,,
3276.551822,,
3279.450568,,
3287.299994,,
3305.05099,,
3313.737284,,
3351.018227,,
3354.704545,,
3373.959955,,
3393.271702,,
3422.833808,,
3431.670782,,
3469.848036,,
3486.80597,,
3501.849081,,
3533.55322,,
3549.723788,,
3556.0368,,
3556.10515,,
3558.52348,,
3566.859845,,
3572.87564,,
3581.08152,,
3585.925534,,
3591.291387,,
3593.262028,,
3600.182315,,
3608.555547,,
3612.334241,,
3615.260222,,
3620.444017,,
3621.323137,,
3649.03732,,
3674.335243,,
3676.464124,,
3679.270805,,
3686.660425,,
3693.666356,,
3703.227731,,
3741.725918,,
3744.693841,,
3744.868029,,
3771.598807,,
3774.318911,,
3776.384931,,
3782.407872,,
3782.690797,,
3790.633738,,
3795.327487,,
3806.964824,,
3813.637396,,
3822.254718,,
3823.276026,,
3829.263653,,
3848.879659,,
3850.837251,,
3850.838804,,
3861.263247,,
3871.171651,,
3871.266305,,
3877.502268,,
3889.533029,,
3919.414928,,
3925.48126,,
3925.634218,,
3925.736018,,
3927.842633,,
3934.135865,,
3940.415323,,
3943.586431,,
3943.77491,,
3954.850538,,
3958.255484,,
3962.127588,,
3982.305407,,
3983.271517,,
3988.192787,,
3988.477059,,
3996.873696,,
4002.849827,,
4013.50583,,
4020.592227,,
4020.665548,,
4024.395361,,
4033.195467,,
4043.999458,,
4055.574037,,
4058.014841,,
4058.353481,,
4059.666,,
4081.430149,,
4092.492624,,
4119.974419,,
4139.858542,,
4140.385765,,
4141.859837,,
4157.501317,,
4159.950612,,
4166.725294,,
4166.875456,,
4169.036647,,
4171.872739,,
4189.479165,,
4190.437715,,
4192.513574,,
4193.852603,,
4197.434637,,
4215.924532,,
4248.717293,,
4253.774641,,
4269.789558,,
4271.619565,,
4271.667099,,
4271.730892,,
4274.175942,,
4277.085457,,
4289.384024,,
4292.877513,,
4295.503586,,
4299.121451,,
4307.353117,,
4307.600625,,
4317.167178,,
4322.285419,,
4328.042728,,
4337.974951,,
4347.075692,,
4352.299564,,
4372.323492,,
4372.743531,,
4372.802457,,
4377.517228,,
4379.22141,,
4379.980711,,
4412.498417,,
4420.904064,,
4421.126821,,
4438.79704,,
4447.034816,,
4447.078518,,
4450.095529,,
4453.718261,,
4458.331441,,
4464.00673,,
4486.491242,,
4487.562983,,
4491.32314,,
4496.633795,,
4516.864222,,
4521.980392,,
4552.849735,,
4563.128987,,
4571.108174,,
4574.22543,,
4576.287204,,
4592.449177,,
4598.312117,,
4601.30272,,
4606.249155,,
4621.632875,,
4622.044836,,
4630.924787,,
4636.590135,,
4638.340298,,
4638.373851,,
4643.280312,,
4664.33228,,
4666.370649,,
4668.756359,,
4672.47302,,
4675.915869,,
4679.380362,,
4679.414122,,
4719.361837,,
4719.649008,,
4719.91205,,
4725.345113,,
4728.871846,,
4733.929194,,
4742.509442,,
4752.331374,,
4752.650545,,
4752.69839,,
4755.63421,,
4758.118819,,
4771.640635,,
4774.723096,,
4776.661323,,
4784.075798,,
4784.455448,,
4784.498633,,
4787.787799,,
4792.325379,,
4792.339981,,
4801.017576,,
4820.384831,,
4820.496469,,
4820.593194,,
4820.781259,,
4831.491216,,
4831.503954,,
4840.409277,,
4846.948567,,
4849.449125,,
4849.591002,,
4857.5007,,
4868.985597,,
4882.088824,,
4884.183219,,
4884.205692,,
4890.953034,,
4891.217319,,
4900.969037,,
4906.530204,,
4913.411241,,
4921.831904,,
4921.909781,,
4926.390922,,
4932.351933,,
4937.505902,,
4947.085918,,
4947.600404,,
4947.912119,,
4955.73607,,
4961.598389,,
4968.318391,,
4968.628656,,
4970.950676,,
4972.679609,,
4973.005408,,
5000.100303,,
5000.128264,,
5000.246322,,
5000.246529,,
5001.571992,,
5026.708155,,
5035.772857,,
5046.415087,,
5050.942311,,
5057.386223,,
5057.400514,,
5057.412216,,
5063.766237,,
5069.274796,,
5069.29499,,
5074.458487,,
5118.173089,,
5168.806735,,
5168.832832,,
5173.089559,,
5179.499399,,
5179.562156,,
5179.574583,,
5182.586726,,
5188.504036,,
5203.931458,,
5214.488768,,
5214.523357,,
5225.622597,,
5226.861277,,
5241.955029,,
5247.823355,,
5253.320832,,
5322.207325,,
5322.244814,,
5322.784879,,
5327.140815,,
5382.472042,,
5387.012109,,
5397.762248,,
5397.936021,,
5409.821695,,
5413.296337,,
5415.27547,,
5415.323625,,
5418.550862,,
5423.258799,,
5423.272573,,
5426.001583,,
5466.436547,,
5466.711188,,
5485.487633,,
5486.251284,,
5492.90449,,
5496.592051,,
5505.655821,,
5514.81383,,
5515.528911,,
5515.541235,,
5516.615255,,
5516.837908,,
5519.873042,,
5519.928343,,
5529.12788,,
5529.403349,,
5536.768426,,
5557.351578,,
5557.360584,,
5574.040253,,
5574.054648,,
5587.825422,,
5591.940478,,
5601.943122,,
5604.030268,,
5605.621777,,
5610.920523,,
5611.038788,,
5628.737486,,
5646.169517,,
5647.010838,,
5659.283515,,
5660.900396,,
