Time_Index,None,MIDAT_reference_naturalgas,NE_reference_naturalgas,NE_reference_uranium,SE_reference_naturalgas,SE_reference_uranium,MIDAT_reference_uranium
57618,0,3.58,4.4,0.73,3.68,0.73,0.73
57619,0,3.58,4.4,0.73,3.68,0.73,0.73
57620,0,3.58,4.4,0.73,3.68,0.73,0.73
57621,0,3.58,4.4,0.73,3.68,0.73,0.73
57622,0,3.58,4.4,0.73,3.68,0.73,0.73
57623,0,3.58,4.4,0.73,3.68,0.73,0.73
57624,0,3.58,4.4,0.73,3.68,0.73,0.73
57625,0,3.58,4.4,0.73,3.68,0.73,0.73
57626,0,3.58,4.4,0.73,3.68,0.73,0.73
57627,0,3.58,4.4,0.73,3.68,0.73,0.73
57628,0,3.58,4.4,0.73,3.68,0.73,0.73
57629,0,3.58,4.4,0.73,3.68,0.73,0.73
57630,0,3.58,4.4,0.73,3.68,0.73,0.73
57631,0,3.58,4.4,0.73,3.68,0.73,0.73
57632,0,3.58,4.4,0.73,3.68,0.73,0.73
57633,0,3.58,4.4,0.73,3.68,0.73,0.73
57634,0,3.58,4.4,0.73,3.68,0.73,0.73
57635,0,3.58,4.4,0.73,3.68,0.73,0.73
57636,0,3.58,4.4,0.73,3.68,0.73,0.73
57637,0,3.58,4.4,0.73,3.68,0.73,0.73
57638,0,3.58,4.4,0.73,3.68,0.73,0.73
57639,0,3.58,4.4,0.73,3.68,0.73,0.73
57640,0,3.58,4.4,0.73,3.68,0.73,0.73
57641,0,3.58,4.4,0.73,3.68,0.73,0.73
57642,0,3.58,4.4,0.73,3.68,0.73,0.73
57643,0,3.58,4.4,0.73,3.68,0.73,0.73
57644,0,3.58,4.4,0.73,3.68,0.73,0.73
57645,0,3.58,4.4,0.73,3.68,0.73,0.73
57646,0,3.58,4.4,0.73,3.68,0.73,0.73
57647,0,3.58,4.4,0.73,3.68,0.73,0.73
57648,0,3.58,4.4,0.73,3.68,0.73,0.73
57649,0,3.58,4.4,0.73,3.68,0.73,0.73
57650,0,3.58,4.4,0.73,3.68,0.73,0.73
57651,0,3.58,4.4,0.73,3.68,0.73,0.73
57652,0,3.58,4.4,0.73,3.68,0.73,0.73
57653,0,3.58,4.4,0.73,3.68,0.73,0.73
57654,0,3.58,4.4,0.73,3.68,0.73,0.73
57655,0,3.58,4.4,0.73,3.68,0.73,0.73
57656,0,3.58,4.4,0.73,3.68,0.73,0.73
57657,0,3.58,4.4,0.73,3.68,0.73,0.73
57658,0,3.58,4.4,0.73,3.68,0.73,0.73
57659,0,3.58,4.4,0.73,3.68,0.73,0.73
57660,0,3.58,4.4,0.73,3.68,0.73,0.73
57661,0,3.58,4.4,0.73,3.68,0.73,0.73
57662,0,3.58,4.4,0.73,3.68,0.73,0.73
57663,0,3.58,4.4,0.73,3.68,0.73,0.73
57664,0,3.58,4.4,0.73,3.68,0.73,0.73
57665,0,3.58,4.4,0.73,3.68,0.73,0.73
57666,0,3.58,4.4,0.73,3.68,0.73,0.73
57667,0,3.58,4.4,0.73,3.68,0.73,0.73
57668,0,3.58,4.4,0.73,3.68,0.73,0.73
57669,0,3.58,4.4,0.73,3.68,0.73,0.73
57670,0,3.58,4.4,0.73,3.68,0.73,0.73
57671,0,3.58,4.4,0.73,3.68,0.73,0.73
57672,0,3.58,4.4,0.73,3.68,0.73,0.73
57673,0,3.58,4.4,0.73,3.68,0.73,0.73
57674,0,3.58,4.4,0.73,3.68,0.73,0.73
57675,0,3.58,4.4,0.73,3.68,0.73,0.73
57676,0,3.58,4.4,0.73,3.68,0.73,0.73
57677,0,3.58,4.4,0.73,3.68,0.73,0.73
57678,0,3.58,4.4,0.73,3.68,0.73,0.73
57679,0,3.58,4.4,0.73,3.68,0.73,0.73
57680,0,3.58,4.4,0.73,3.68,0.73,0.73
57681,0,3.58,4.4,0.73,3.68,0.73,0.73
57682,0,3.58,4.4,0.73,3.68,0.73,0.73
57683,0,3.58,4.4,0.73,3.68,0.73,0.73
57684,0,3.58,4.4,0.73,3.68,0.73,0.73
57685,0,3.58,4.4,0.73,3.68,0.73,0.73
57686,0,3.58,4.4,0.73,3.68,0.73,0.73
57687,0,3.58,4.4,0.73,3.68,0.73,0.73
57688,0,3.58,4.4,0.73,3.68,0.73,0.73
57689,0,3.58,4.4,0.73,3.68,0.73,0.73
57690,0,3.58,4.4,0.73,3.68,0.73,0.73
57691,0,3.58,4.4,0.73,3.68,0.73,0.73
57692,0,3.58,4.4,0.73,3.68,0.73,0.73
57693,0,3.58,4.4,0.73,3.68,0.73,0.73
57694,0,3.58,4.4,0.73,3.68,0.73,0.73
57695,0,3.58,4.4,0.73,3.68,0.73,0.73
57696,0,3.58,4.4,0.73,3.68,0.73,0.73
57697,0,3.58,4.4,0.73,3.68,0.73,0.73
57698,0,3.58,4.4,0.73,3.68,0.73,0.73
57699,0,3.58,4.4,0.73,3.68,0.73,0.73
57700,0,3.58,4.4,0.73,3.68,0.73,0.73
57701,0,3.58,4.4,0.73,3.68,0.73,0.73
57702,0,3.58,4.4,0.73,3.68,0.73,0.73
57703,0,3.58,4.4,0.73,3.68,0.73,0.73
57704,0,3.58,4.4,0.73,3.68,0.73,0.73
57705,0,3.58,4.4,0.73,3.68,0.73,0.73
57706,0,3.58,4.4,0.73,3.68,0.73,0.73
57707,0,3.58,4.4,0.73,3.68,0.73,0.73
57708,0,3.58,4.4,0.73,3.68,0.73,0.73
57709,0,3.58,4.4,0.73,3.68,0.73,0.73
57710,0,3.58,4.4,0.73,3.68,0.73,0.73
57711,0,3.58,4.4,0.73,3.68,0.73,0.73
57712,0,3.58,4.4,0.73,3.68,0.73,0.73
57713,0,3.58,4.4,0.73,3.68,0.73,0.73
57714,0,3.58,4.4,0.73,3.68,0.73,0.73
57715,0,3.58,4.4,0.73,3.68,0.73,0.73
57716,0,3.58,4.4,0.73,3.68,0.73,0.73
57717,0,3.58,4.4,0.73,3.68,0.73,0.73
57718,0,3.58,4.4,0.73,3.68,0.73,0.73
57719,0,3.58,4.4,0.73,3.68,0.73,0.73
57720,0,3.58,4.4,0.73,3.68,0.73,0.73
57721,0,3.58,4.4,0.73,3.68,0.73,0.73
57722,0,3.58,4.4,0.73,3.68,0.73,0.73
57723,0,3.58,4.4,0.73,3.68,0.73,0.73
57724,0,3.58,4.4,0.73,3.68,0.73,0.73
57725,0,3.58,4.4,0.73,3.68,0.73,0.73
57726,0,3.58,4.4,0.73,3.68,0.73,0.73
57727,0,3.58,4.4,0.73,3.68,0.73,0.73
57728,0,3.58,4.4,0.73,3.68,0.73,0.73
57729,0,3.58,4.4,0.73,3.68,0.73,0.73
57730,0,3.58,4.4,0.73,3.68,0.73,0.73
57731,0,3.58,4.4,0.73,3.68,0.73,0.73
57732,0,3.58,4.4,0.73,3.68,0.73,0.73
57733,0,3.58,4.4,0.73,3.68,0.73,0.73
57734,0,3.58,4.4,0.73,3.68,0.73,0.73
57735,0,3.58,4.4,0.73,3.68,0.73,0.73
57736,0,3.58,4.4,0.73,3.68,0.73,0.73
57737,0,3.58,4.4,0.73,3.68,0.73,0.73
57738,0,3.58,4.4,0.73,3.68,0.73,0.73
57739,0,3.58,4.4,0.73,3.68,0.73,0.73
57740,0,3.58,4.4,0.73,3.68,0.73,0.73
57741,0,3.58,4.4,0.73,3.68,0.73,0.73
57742,0,3.58,4.4,0.73,3.68,0.73,0.73
57743,0,3.58,4.4,0.73,3.68,0.73,0.73
57744,0,3.58,4.4,0.73,3.68,0.73,0.73
57745,0,3.58,4.4,0.73,3.68,0.73,0.73
57746,0,3.58,4.4,0.73,3.68,0.73,0.73
57747,0,3.58,4.4,0.73,3.68,0.73,0.73
57748,0,3.58,4.4,0.73,3.68,0.73,0.73
57749,0,3.58,4.4,0.73,3.68,0.73,0.73
57750,0,3.58,4.4,0.73,3.68,0.73,0.73
57751,0,3.58,4.4,0.73,3.68,0.73,0.73
57752,0,3.58,4.4,0.73,3.68,0.73,0.73
57753,0,3.58,4.4,0.73,3.68,0.73,0.73
57754,0,3.58,4.4,0.73,3.68,0.73,0.73
57755,0,3.58,4.4,0.73,3.68,0.73,0.73
57756,0,3.58,4.4,0.73,3.68,0.73,0.73
57757,0,3.58,4.4,0.73,3.68,0.73,0.73
57758,0,3.58,4.4,0.73,3.68,0.73,0.73
57759,0,3.58,4.4,0.73,3.68,0.73,0.73
57760,0,3.58,4.4,0.73,3.68,0.73,0.73
57761,0,3.58,4.4,0.73,3.68,0.73,0.73
57762,0,3.58,4.4,0.73,3.68,0.73,0.73
57763,0,3.58,4.4,0.73,3.68,0.73,0.73
57764,0,3.58,4.4,0.73,3.68,0.73,0.73
57765,0,3.58,4.4,0.73,3.68,0.73,0.73
57766,0,3.58,4.4,0.73,3.68,0.73,0.73
57767,0,3.58,4.4,0.73,3.68,0.73,0.73
57768,0,3.58,4.4,0.73,3.68,0.73,0.73
57769,0,3.58,4.4,0.73,3.68,0.73,0.73
57770,0,3.58,4.4,0.73,3.68,0.73,0.73
57771,0,3.58,4.4,0.73,3.68,0.73,0.73
57772,0,3.58,4.4,0.73,3.68,0.73,0.73
57773,0,3.58,4.4,0.73,3.68,0.73,0.73
57774,0,3.58,4.4,0.73,3.68,0.73,0.73
57775,0,3.58,4.4,0.73,3.68,0.73,0.73
57776,0,3.58,4.4,0.73,3.68,0.73,0.73
57777,0,3.58,4.4,0.73,3.68,0.73,0.73
57778,0,3.58,4.4,0.73,3.68,0.73,0.73
57779,0,3.58,4.4,0.73,3.68,0.73,0.73
57780,0,3.58,4.4,0.73,3.68,0.73,0.73
57781,0,3.58,4.4,0.73,3.68,0.73,0.73
57782,0,3.58,4.4,0.73,3.68,0.73,0.73
57783,0,3.58,4.4,0.73,3.68,0.73,0.73
57784,0,3.58,4.4,0.73,3.68,0.73,0.73
57785,0,3.58,4.4,0.73,3.68,0.73,0.73
57786,0,3.58,4.4,0.73,3.68,0.73,0.73
57787,0,3.58,4.4,0.73,3.68,0.73,0.73
57788,0,3.58,4.4,0.73,3.68,0.73,0.73
57789,0,3.58,4.4,0.73,3.68,0.73,0.73
57790,0,3.58,4.4,0.73,3.68,0.73,0.73
57791,0,3.58,4.4,0.73,3.68,0.73,0.73
57792,0,3.58,4.4,0.73,3.68,0.73,0.73
57793,0,3.58,4.4,0.73,3.68,0.73,0.73
57794,0,3.58,4.4,0.73,3.68,0.73,0.73
57795,0,3.58,4.4,0.73,3.68,0.73,0.73
57796,0,3.58,4.4,0.73,3.68,0.73,0.73
57797,0,3.58,4.4,0.73,3.68,0.73,0.73
57798,0,3.58,4.4,0.73,3.68,0.73,0.73
57799,0,3.58,4.4,0.73,3.68,0.73,0.73
57800,0,3.58,4.4,0.73,3.68,0.73,0.73
57801,0,3.58,4.4,0.73,3.68,0.73,0.73
57802,0,3.58,4.4,0.73,3.68,0.73,0.73
57803,0,3.58,4.4,0.73,3.68,0.73,0.73
57804,0,3.58,4.4,0.73,3.68,0.73,0.73
57805,0,3.58,4.4,0.73,3.68,0.73,0.73
57806,0,3.58,4.4,0.73,3.68,0.73,0.73
57807,0,3.58,4.4,0.73,3.68,0.73,0.73
57808,0,3.58,4.4,0.73,3.68,0.73,0.73
57809,0,3.58,4.4,0.73,3.68,0.73,0.73
57810,0,3.58,4.4,0.73,3.68,0.73,0.73
57811,0,3.58,4.4,0.73,3.68,0.73,0.73
57812,0,3.58,4.4,0.73,3.68,0.73,0.73
57813,0,3.58,4.4,0.73,3.68,0.73,0.73
57814,0,3.58,4.4,0.73,3.68,0.73,0.73
57815,0,3.58,4.4,0.73,3.68,0.73,0.73
57816,0,3.58,4.4,0.73,3.68,0.73,0.73
57817,0,3.58,4.4,0.73,3.68,0.73,0.73
57818,0,3.58,4.4,0.73,3.68,0.73,0.73
57819,0,3.58,4.4,0.73,3.68,0.73,0.73
57820,0,3.58,4.4,0.73,3.68,0.73,0.73
57821,0,3.58,4.4,0.73,3.68,0.73,0.73
57822,0,3.58,4.4,0.73,3.68,0.73,0.73
57823,0,3.58,4.4,0.73,3.68,0.73,0.73
57824,0,3.58,4.4,0.73,3.68,0.73,0.73
57825,0,3.58,4.4,0.73,3.68,0.73,0.73
57826,0,3.58,4.4,0.73,3.68,0.73,0.73
57827,0,3.58,4.4,0.73,3.68,0.73,0.73
57828,0,3.58,4.4,0.73,3.68,0.73,0.73
57829,0,3.58,4.4,0.73,3.68,0.73,0.73
57830,0,3.58,4.4,0.73,3.68,0.73,0.73
57831,0,3.58,4.4,0.73,3.68,0.73,0.73
57832,0,3.58,4.4,0.73,3.68,0.73,0.73
57833,0,3.58,4.4,0.73,3.68,0.73,0.73
57834,0,3.58,4.4,0.73,3.68,0.73,0.73
57835,0,3.58,4.4,0.73,3.68,0.73,0.73
57836,0,3.58,4.4,0.73,3.68,0.73,0.73
57837,0,3.58,4.4,0.73,3.68,0.73,0.73
57838,0,3.58,4.4,0.73,3.68,0.73,0.73
57839,0,3.58,4.4,0.73,3.68,0.73,0.73
57840,0,3.58,4.4,0.73,3.68,0.73,0.73
57841,0,3.58,4.4,0.73,3.68,0.73,0.73
57842,0,3.58,4.4,0.73,3.68,0.73,0.73
57843,0,3.58,4.4,0.73,3.68,0.73,0.73
57844,0,3.58,4.4,0.73,3.68,0.73,0.73
57845,0,3.58,4.4,0.73,3.68,0.73,0.73
57846,0,3.58,4.4,0.73,3.68,0.73,0.73
57847,0,3.58,4.4,0.73,3.68,0.73,0.73
57848,0,3.58,4.4,0.73,3.68,0.73,0.73
57849,0,3.58,4.4,0.73,3.68,0.73,0.73
57850,0,3.58,4.4,0.73,3.68,0.73,0.73
57851,0,3.58,4.4,0.73,3.68,0.73,0.73
57852,0,3.58,4.4,0.73,3.68,0.73,0.73
57853,0,3.58,4.4,0.73,3.68,0.73,0.73
57854,0,3.58,4.4,0.73,3.68,0.73,0.73
57855,0,3.58,4.4,0.73,3.68,0.73,0.73
57856,0,3.58,4.4,0.73,3.68,0.73,0.73
57857,0,3.58,4.4,0.73,3.68,0.73,0.73
57858,0,3.58,4.4,0.73,3.68,0.73,0.73
57859,0,3.58,4.4,0.73,3.68,0.73,0.73
57860,0,3.58,4.4,0.73,3.68,0.73,0.73
57861,0,3.58,4.4,0.73,3.68,0.73,0.73
57862,0,3.58,4.4,0.73,3.68,0.73,0.73
57863,0,3.58,4.4,0.73,3.68,0.73,0.73
57864,0,3.58,4.4,0.73,3.68,0.73,0.73
57865,0,3.58,4.4,0.73,3.68,0.73,0.73
57866,0,3.58,4.4,0.73,3.68,0.73,0.73
57867,0,3.58,4.4,0.73,3.68,0.73,0.73
57868,0,3.58,4.4,0.73,3.68,0.73,0.73
57869,0,3.58,4.4,0.73,3.68,0.73,0.73
57870,0,3.58,4.4,0.73,3.68,0.73,0.73
57871,0,3.58,4.4,0.73,3.68,0.73,0.73
57872,0,3.58,4.4,0.73,3.68,0.73,0.73
57873,0,3.58,4.4,0.73,3.68,0.73,0.73
57874,0,3.58,4.4,0.73,3.68,0.73,0.73
57875,0,3.58,4.4,0.73,3.68,0.73,0.73
57876,0,3.58,4.4,0.73,3.68,0.73,0.73
57877,0,3.58,4.4,0.73,3.68,0.73,0.73
57878,0,3.58,4.4,0.73,3.68,0.73,0.73
57879,0,3.58,4.4,0.73,3.68,0.73,0.73
57880,0,3.58,4.4,0.73,3.68,0.73,0.73
57881,0,3.58,4.4,0.73,3.68,0.73,0.73
57882,0,3.58,4.4,0.73,3.68,0.73,0.73
57883,0,3.58,4.4,0.73,3.68,0.73,0.73
57884,0,3.58,4.4,0.73,3.68,0.73,0.73
57885,0,3.58,4.4,0.73,3.68,0.73,0.73
57886,0,3.58,4.4,0.73,3.68,0.73,0.73
57887,0,3.58,4.4,0.73,3.68,0.73,0.73
57888,0,3.58,4.4,0.73,3.68,0.73,0.73
57889,0,3.58,4.4,0.73,3.68,0.73,0.73
57890,0,3.58,4.4,0.73,3.68,0.73,0.73
57891,0,3.58,4.4,0.73,3.68,0.73,0.73
57892,0,3.58,4.4,0.73,3.68,0.73,0.73
57893,0,3.58,4.4,0.73,3.68,0.73,0.73
57894,0,3.58,4.4,0.73,3.68,0.73,0.73
57895,0,3.58,4.4,0.73,3.68,0.73,0.73
57896,0,3.58,4.4,0.73,3.68,0.73,0.73
57897,0,3.58,4.4,0.73,3.68,0.73,0.73
57898,0,3.58,4.4,0.73,3.68,0.73,0.73
57899,0,3.58,4.4,0.73,3.68,0.73,0.73
57900,0,3.58,4.4,0.73,3.68,0.73,0.73
57901,0,3.58,4.4,0.73,3.68,0.73,0.73
57902,0,3.58,4.4,0.73,3.68,0.73,0.73
57903,0,3.58,4.4,0.73,3.68,0.73,0.73
57904,0,3.58,4.4,0.73,3.68,0.73,0.73
57905,0,3.58,4.4,0.73,3.68,0.73,0.73
57906,0,3.58,4.4,0.73,3.68,0.73,0.73
57907,0,3.58,4.4,0.73,3.68,0.73,0.73
57908,0,3.58,4.4,0.73,3.68,0.73,0.73
57909,0,3.58,4.4,0.73,3.68,0.73,0.73
57910,0,3.58,4.4,0.73,3.68,0.73,0.73
57911,0,3.58,4.4,0.73,3.68,0.73,0.73
57912,0,3.58,4.4,0.73,3.68,0.73,0.73
57913,0,3.58,4.4,0.73,3.68,0.73,0.73
57914,0,3.58,4.4,0.73,3.68,0.73,0.73
57915,0,3.58,4.4,0.73,3.68,0.73,0.73
57916,0,3.58,4.4,0.73,3.68,0.73,0.73
57917,0,3.58,4.4,0.73,3.68,0.73,0.73
57918,0,3.58,4.4,0.73,3.68,0.73,0.73
57919,0,3.58,4.4,0.73,3.68,0.73,0.73
57920,0,3.58,4.4,0.73,3.68,0.73,0.73
57921,0,3.58,4.4,0.73,3.68,0.73,0.73
57922,0,3.58,4.4,0.73,3.68,0.73,0.73
57923,0,3.58,4.4,0.73,3.68,0.73,0.73
57924,0,3.58,4.4,0.73,3.68,0.73,0.73
57925,0,3.58,4.4,0.73,3.68,0.73,0.73
57926,0,3.58,4.4,0.73,3.68,0.73,0.73
57927,0,3.58,4.4,0.73,3.68,0.73,0.73
57928,0,3.58,4.4,0.73,3.68,0.73,0.73
57929,0,3.58,4.4,0.73,3.68,0.73,0.73
57930,0,3.58,4.4,0.73,3.68,0.73,0.73
57931,0,3.58,4.4,0.73,3.68,0.73,0.73
57932,0,3.58,4.4,0.73,3.68,0.73,0.73
57933,0,3.58,4.4,0.73,3.68,0.73,0.73
57934,0,3.58,4.4,0.73,3.68,0.73,0.73
57935,0,3.58,4.4,0.73,3.68,0.73,0.73
57936,0,3.58,4.4,0.73,3.68,0.73,0.73
57937,0,3.58,4.4,0.73,3.68,0.73,0.73
57938,0,3.58,4.4,0.73,3.68,0.73,0.73
57939,0,3.58,4.4,0.73,3.68,0.73,0.73
57940,0,3.58,4.4,0.73,3.68,0.73,0.73
57941,0,3.58,4.4,0.73,3.68,0.73,0.73
57942,0,3.58,4.4,0.73,3.68,0.73,0.73
57943,0,3.58,4.4,0.73,3.68,0.73,0.73
57944,0,3.58,4.4,0.73,3.68,0.73,0.73
57945,0,3.58,4.4,0.73,3.68,0.73,0.73
57946,0,3.58,4.4,0.73,3.68,0.73,0.73
57947,0,3.58,4.4,0.73,3.68,0.73,0.73
57948,0,3.58,4.4,0.73,3.68,0.73,0.73
57949,0,3.58,4.4,0.73,3.68,0.73,0.73
57950,0,3.58,4.4,0.73,3.68,0.73,0.73
57951,0,3.58,4.4,0.73,3.68,0.73,0.73
57952,0,3.58,4.4,0.73,3.68,0.73,0.73
57953,0,3.58,4.4,0.73,3.68,0.73,0.73
57954,0,3.58,4.4,0.73,3.68,0.73,0.73
57955,0,3.58,4.4,0.73,3.68,0.73,0.73
57956,0,3.58,4.4,0.73,3.68,0.73,0.73
57957,0,3.58,4.4,0.73,3.68,0.73,0.73
57958,0,3.58,4.4,0.73,3.68,0.73,0.73
57959,0,3.58,4.4,0.73,3.68,0.73,0.73
57960,0,3.58,4.4,0.73,3.68,0.73,0.73
57961,0,3.58,4.4,0.73,3.68,0.73,0.73
57962,0,3.58,4.4,0.73,3.68,0.73,0.73
57963,0,3.58,4.4,0.73,3.68,0.73,0.73
57964,0,3.58,4.4,0.73,3.68,0.73,0.73
57965,0,3.58,4.4,0.73,3.68,0.73,0.73
57966,0,3.58,4.4,0.73,3.68,0.73,0.73
57967,0,3.58,4.4,0.73,3.68,0.73,0.73
57968,0,3.58,4.4,0.73,3.68,0.73,0.73
57969,0,3.58,4.4,0.73,3.68,0.73,0.73
57970,0,3.58,4.4,0.73,3.68,0.73,0.73
57971,0,3.58,4.4,0.73,3.68,0.73,0.73
57972,0,3.58,4.4,0.73,3.68,0.73,0.73
57973,0,3.58,4.4,0.73,3.68,0.73,0.73
57974,0,3.58,4.4,0.73,3.68,0.73,0.73
57975,0,3.58,4.4,0.73,3.68,0.73,0.73
57976,0,3.58,4.4,0.73,3.68,0.73,0.73
57977,0,3.58,4.4,0.73,3.68,0.73,0.73
57978,0,3.58,4.4,0.73,3.68,0.73,0.73
57979,0,3.58,4.4,0.73,3.68,0.73,0.73
57980,0,3.58,4.4,0.73,3.68,0.73,0.73
57981,0,3.58,4.4,0.73,3.68,0.73,0.73
57982,0,3.58,4.4,0.73,3.68,0.73,0.73
57983,0,3.58,4.4,0.73,3.68,0.73,0.73
57984,0,3.58,4.4,0.73,3.68,0.73,0.73
57985,0,3.58,4.4,0.73,3.68,0.73,0.73
57986,0,3.58,4.4,0.73,3.68,0.73,0.73
57987,0,3.58,4.4,0.73,3.68,0.73,0.73
57988,0,3.58,4.4,0.73,3.68,0.73,0.73
57989,0,3.58,4.4,0.73,3.68,0.73,0.73
57990,0,3.58,4.4,0.73,3.68,0.73,0.73
57991,0,3.58,4.4,0.73,3.68,0.73,0.73
57992,0,3.58,4.4,0.73,3.68,0.73,0.73
57993,0,3.58,4.4,0.73,3.68,0.73,0.73
57994,0,3.58,4.4,0.73,3.68,0.73,0.73
57995,0,3.58,4.4,0.73,3.68,0.73,0.73
57996,0,3.58,4.4,0.73,3.68,0.73,0.73
57997,0,3.58,4.4,0.73,3.68,0.73,0.73
57998,0,3.58,4.4,0.73,3.68,0.73,0.73
57999,0,3.58,4.4,0.73,3.68,0.73,0.73
58000,0,3.58,4.4,0.73,3.68,0.73,0.73
58001,0,3.58,4.4,0.73,3.68,0.73,0.73
58002,0,3.58,4.4,0.73,3.68,0.73,0.73
58003,0,3.58,4.4,0.73,3.68,0.73,0.73
58004,0,3.58,4.4,0.73,3.68,0.73,0.73
58005,0,3.58,4.4,0.73,3.68,0.73,0.73
58006,0,3.58,4.4,0.73,3.68,0.73,0.73
58007,0,3.58,4.4,0.73,3.68,0.73,0.73
58008,0,3.58,4.4,0.73,3.68,0.73,0.73
58009,0,3.58,4.4,0.73,3.68,0.73,0.73
58010,0,3.58,4.4,0.73,3.68,0.73,0.73
58011,0,3.58,4.4,0.73,3.68,0.73,0.73
58012,0,3.58,4.4,0.73,3.68,0.73,0.73
58013,0,3.58,4.4,0.73,3.68,0.73,0.73
58014,0,3.58,4.4,0.73,3.68,0.73,0.73
58015,0,3.58,4.4,0.73,3.68,0.73,0.73
58016,0,3.58,4.4,0.73,3.68,0.73,0.73
58017,0,3.58,4.4,0.73,3.68,0.73,0.73
58018,0,3.58,4.4,0.73,3.68,0.73,0.73
58019,0,3.58,4.4,0.73,3.68,0.73,0.73
58020,0,3.58,4.4,0.73,3.68,0.73,0.73
58021,0,3.58,4.4,0.73,3.68,0.73,0.73
58022,0,3.58,4.4,0.73,3.68,0.73,0.73
58023,0,3.58,4.4,0.73,3.68,0.73,0.73
58024,0,3.58,4.4,0.73,3.68,0.73,0.73
58025,0,3.58,4.4,0.73,3.68,0.73,0.73
58026,0,3.58,4.4,0.73,3.68,0.73,0.73
58027,0,3.58,4.4,0.73,3.68,0.73,0.73
58028,0,3.58,4.4,0.73,3.68,0.73,0.73
58029,0,3.58,4.4,0.73,3.68,0.73,0.73
58030,0,3.58,4.4,0.73,3.68,0.73,0.73
58031,0,3.58,4.4,0.73,3.68,0.73,0.73
58032,0,3.58,4.4,0.73,3.68,0.73,0.73
58033,0,3.58,4.4,0.73,3.68,0.73,0.73
58034,0,3.58,4.4,0.73,3.68,0.73,0.73
58035,0,3.58,4.4,0.73,3.68,0.73,0.73
58036,0,3.58,4.4,0.73,3.68,0.73,0.73
58037,0,3.58,4.4,0.73,3.68,0.73,0.73
58038,0,3.58,4.4,0.73,3.68,0.73,0.73
58039,0,3.58,4.4,0.73,3.68,0.73,0.73
58040,0,3.58,4.4,0.73,3.68,0.73,0.73
58041,0,3.58,4.4,0.73,3.68,0.73,0.73
58042,0,3.58,4.4,0.73,3.68,0.73,0.73
58043,0,3.58,4.4,0.73,3.68,0.73,0.73
58044,0,3.58,4.4,0.73,3.68,0.73,0.73
58045,0,3.58,4.4,0.73,3.68,0.73,0.73
58046,0,3.58,4.4,0.73,3.68,0.73,0.73
58047,0,3.58,4.4,0.73,3.68,0.73,0.73
58048,0,3.58,4.4,0.73,3.68,0.73,0.73
58049,0,3.58,4.4,0.73,3.68,0.73,0.73
58050,0,3.58,4.4,0.73,3.68,0.73,0.73
58051,0,3.58,4.4,0.73,3.68,0.73,0.73
58052,0,3.58,4.4,0.73,3.68,0.73,0.73
58053,0,3.58,4.4,0.73,3.68,0.73,0.73
58054,0,3.58,4.4,0.73,3.68,0.73,0.73
58055,0,3.58,4.4,0.73,3.68,0.73,0.73
58056,0,3.58,4.4,0.73,3.68,0.73,0.73
58057,0,3.58,4.4,0.73,3.68,0.73,0.73
58058,0,3.58,4.4,0.73,3.68,0.73,0.73
58059,0,3.58,4.4,0.73,3.68,0.73,0.73
58060,0,3.58,4.4,0.73,3.68,0.73,0.73
58061,0,3.58,4.4,0.73,3.68,0.73,0.73
58062,0,3.58,4.4,0.73,3.68,0.73,0.73
58063,0,3.58,4.4,0.73,3.68,0.73,0.73
58064,0,3.58,4.4,0.73,3.68,0.73,0.73
58065,0,3.58,4.4,0.73,3.68,0.73,0.73
58066,0,3.58,4.4,0.73,3.68,0.73,0.73
58067,0,3.58,4.4,0.73,3.68,0.73,0.73
58068,0,3.58,4.4,0.73,3.68,0.73,0.73
58069,0,3.58,4.4,0.73,3.68,0.73,0.73
58070,0,3.58,4.4,0.73,3.68,0.73,0.73
58071,0,3.58,4.4,0.73,3.68,0.73,0.73
58072,0,3.58,4.4,0.73,3.68,0.73,0.73
58073,0,3.58,4.4,0.73,3.68,0.73,0.73
58074,0,3.58,4.4,0.73,3.68,0.73,0.73
58075,0,3.58,4.4,0.73,3.68,0.73,0.73
58076,0,3.58,4.4,0.73,3.68,0.73,0.73
58077,0,3.58,4.4,0.73,3.68,0.73,0.73
58078,0,3.58,4.4,0.73,3.68,0.73,0.73
58079,0,3.58,4.4,0.73,3.68,0.73,0.73
58080,0,3.58,4.4,0.73,3.68,0.73,0.73
58081,0,3.58,4.4,0.73,3.68,0.73,0.73
58082,0,3.58,4.4,0.73,3.68,0.73,0.73
58083,0,3.58,4.4,0.73,3.68,0.73,0.73
58084,0,3.58,4.4,0.73,3.68,0.73,0.73
58085,0,3.58,4.4,0.73,3.68,0.73,0.73
58086,0,3.58,4.4,0.73,3.68,0.73,0.73
58087,0,3.58,4.4,0.73,3.68,0.73,0.73
58088,0,3.58,4.4,0.73,3.68,0.73,0.73
58089,0,3.58,4.4,0.73,3.68,0.73,0.73
58090,0,3.58,4.4,0.73,3.68,0.73,0.73
58091,0,3.58,4.4,0.73,3.68,0.73,0.73
58092,0,3.58,4.4,0.73,3.68,0.73,0.73
58093,0,3.58,4.4,0.73,3.68,0.73,0.73
58094,0,3.58,4.4,0.73,3.68,0.73,0.73
58095,0,3.58,4.4,0.73,3.68,0.73,0.73
58096,0,3.58,4.4,0.73,3.68,0.73,0.73
58097,0,3.58,4.4,0.73,3.68,0.73,0.73
