Constraint,CapRes_1,CapRes_2,CapRes_3
t68,1.2242853033037266e-5,3.190541714336537e-5,31.766281212185916
t69,1.23001105656086e-5,2.536101044210418e-5,31.76568779815494
t70,1.1325407393378182e-5,1.904667314486354e-5,0.0013000769714791363
t71,1.0396083765964324e-5,1.710782884174986e-5,0.00012045834741689555
t72,9.529224920359001e-6,1.5967314569341785e-5,5.687122976533904e-5
t73,8.811441582419731e-6,1.528566799560818e-5,3.766952689218547e-5
t74,8.52719702343826e-6,1.582412761034416e-5,3.4398173837094586e-5
t75,8.41036152940086e-6,1.543166633139225e-5,3.888140669537155e-5
t76,8.310457122464606e-6,1.5805651902423396e-5,3.6748939190867e-5
t77,8.342534424004075e-6,1.6722861755137444e-5,3.9290147469968025e-5
t78,9.839735750872221e-6,2.4159279966343715e-5,8.342228316951232e-5
t79,2.8860280173265415e-5,0.0002088871624864727,24.82442307720081
t80,85.96507530925925,79.78856105041102,24.82668936851052
t81,3.078771313220743e-5,25.891878456556267,59.80224538848569
t82,3.3008680879002566e-5,0.0030987122417886724,120.84558830641345
t83,84.86648795649008,79.78833664694791,120.84575113040685
t84,85.96514320411538,79.78835910145413,120.84673732849674
t85,85.96514605852943,79.78835763114976,120.84576028658937
t86,85.96514781801069,79.78838638428742,120.84562538790567
t87,85.96514997886199,90.19424505432325,48.756308686440036
t88,85.96514563489235,69.38241212658495,48.75614262043531
t89,40.08366795391899,7.249751374495929e-5,25.42500269752039
t90,1.275746916470123e-5,2.4908802217161318e-5,306.6574193674207
t91,9.90586931785922e-6,2.3099128704155715e-5,25.434425954180927
t92,9.50918861360838e-6,2.141395168668042e-5,25.422795784849917
t93,9.416300808929277e-6,1.8919013512011957e-5,0.02023722370375503
t94,9.119950987334792e-6,1.70773705556498e-5,0.0005962618665903643
t95,8.993561738518692e-6,1.6305750973009395e-5,0.0003344604755725961
t96,8.975260327992666e-6,1.5656382844090787e-5,0.0001485188268302182
t97,8.524937995412308e-6,1.4589670561798144e-5,8.226607298286303e-5
t98,8.488402554894618e-6,1.440639489921409e-5,5.324934545697836e-5
t99,8.58869886906358e-6,1.4501243959380596e-5,3.710870661443655e-5
t100,8.694766910747554e-6,1.475990033057354e-5,3.325741778099862e-5
t101,8.981734371550578e-6,1.5497389061828694e-5,3.3204583425770995e-5
t102,1.0382417965612236e-5,2.1307110107397817e-5,2.1310498336409326e-5
t103,3.728559251907844e-5,1.1241785550386209e-5,4.0632291390920914e-5
t104,0.00030263218826520583,1.0015520800368307e-5,5.674105757196316e-5
t105,4.371060169096231e-5,9.397208855318792e-6,7.595815673614118e-5
t106,5.619071242609182e-5,8.779742155607965e-6,9.646065511440068e-5
t107,0.00028904601829773464,9.086953252771975e-6,8.73856527075427e-5
t108,0.0003892325735274059,9.758268899863722e-6,8.977059376085476e-5
t109,0.0003931265087011639,9.324025248513706e-6,8.116005943242506e-5
t110,0.00039369923052724065,9.607066776028203e-6,9.823202819618577e-5
t111,0.0003928526149918389,8.847408299490634e-6,0.00010472723348696525
t112,0.00037520973084372185,1.5944444742911042e-5,8.840975735046554e-5
t113,6.401724170531979e-5,1.7556455508003555e-5,5.0383069394424054e-5
t114,1.1745144500595285e-5,9.735392942050535e-6,4.6934703207573634e-5
t115,1.1018523280565673e-5,8.89225273950734e-6,5.240889271533956e-5
t116,1.1311828012834237e-5,1.0367662822288535e-5,5.889191765717121e-5
t117,1.1155527686158006e-5,8.903106634715954e-6,5.489766564658618e-5
t118,1.0930251514414566e-5,9.288306128809358e-6,4.944980381585352e-5
t119,1.0806819692466084e-5,8.1037293686608e-6,4.119829071625336e-5
t120,1.0813423813001583e-5,8.248153567380556e-6,3.802402050326125e-5
t121,1.042408712255193e-5,7.82182416516051e-6,3.196362981109455e-5
t122,1.014480462752744e-5,7.3890028323280084e-6,2.8455895966436383e-5
t123,1.0126820609750178e-5,7.003687904099625e-6,2.758293434932477e-5
t124,1.0091007225195315e-5,7.320567956861692e-6,2.580569070479959e-5
t125,1.0281935517701211e-5,6.868942186771667e-6,2.364549782741482e-5
t126,1.2945589795909503e-5,8.873158621860475e-6,2.931521039905945e-5
t127,1.6133477520099606e-5,8.566093170593325e-6,2.171349906969671e-5
t128,1.4355390270556588e-5,7.19599142548026e-6,3.188295700648102e-5
t129,1.230281597163669e-5,7.967074494611716e-6,4.591344343440429e-5
t130,1.3672368863345788e-5,8.62303874784176e-6,3.8819282132583343e-5
t131,1.4896616116941815e-5,9.249622734877527e-6,6.962930106566652e-5
t132,1.6071783896096542e-5,9.521026510800753e-6,6.045686106511266e-5
t133,1.6956353621791674e-5,9.384610548403973e-6,5.06898098531554e-5
t134,1.7331902429104714e-5,9.395211832953069e-6,5.317295773955262e-5
t135,1.7665390317583543e-5,9.550539480325553e-6,6.651205221365994e-5
t136,1.8670892034957788e-5,1.2242055233322984e-5,8.524137845999774e-5
t137,1.4327341718483512e-5,1.4458146372272914e-5,4.94502208481272e-5
t138,9.961195755687778e-6,1.4668174562383153e-5,2.6187766702670907e-5
t139,8.711572285996668e-6,1.3960408322790549e-5,3.1392940561776284e-5
t140,9.486253365204683e-6,1.3972881209576267e-5,3.4703244159481115e-5
t141,1.0159194407253891e-5,1.2967652349780926e-5,3.2325653465060064e-5
t142,1.0011312919730984e-5,1.145985974713103e-5,2.7722435358215898e-5
t143,9.841088145916714e-6,1.082617606999049e-5,2.3940336208484106e-5
t144,9.667591569720716e-6,1.0832089662882815e-5,2.172747187746845e-5
t145,9.031880399680032e-6,1.0511344765123271e-5,1.9605838793974975e-5
t146,8.62383757550363e-6,1.0665320563394494e-5,1.7695220647070367e-5
t147,8.160768066219139e-6,1.0627602666666607e-5,1.5721711961477153e-5
t148,7.976008790733286e-6,1.0852535570911862e-5,1.545502243287562e-5
t149,8.066975676956513e-6,1.1981311475236729e-5,1.6773500304873363e-5
t150,9.020302574785136e-6,2.3028810692400333e-5,2.6702692734477904e-5
t151,0.0001595404184653349,1.259030287195379e-5,6.080543890751469e-5
t152,22.42206672260831,7.809573133078649e-6,8.727695667917706e-5
t153,22.42206426634297,9.054996404107037e-6,0.00022132512442285085
t154,22.422065591406398,1.3142820102700175e-5,13.655481476203683
t155,22.422077531755978,1.1467762260625346e-5,13.655930639927785
t156,22.422080857851764,1.4752969982790866e-5,13.655958806885955
t157,22.422082423734917,1.5981314744962483e-5,13.65597480960349
t158,22.422083684615828,1.775382728382172e-5,13.65604283500842
t159,22.422085153390288,2.3016589185449247e-5,13.65611910906376
t160,22.422082774246608,2.6855472648930932e-5,0.0005512525726311357
t161,0.00012350920226125335,7.99553216606967,9.585438716521643e-5
t162,1.5780854371255453e-5,2.2188791135349545e-5,5.3194388712229504e-5
t163,1.1837948301624511e-5,2.3866099573255912e-5,6.122883800550695e-5
t164,1.2064276049175318e-5,2.6109487737364443e-5,6.427426687607747e-5
t165,1.204800338028372e-5,2.4693013425960578e-5,5.776270537770039e-5
t166,1.1178408379640585e-5,2.2136725074466914e-5,4.671953725560123e-5
t167,1.066394351807357e-5,2.0673513784004802e-5,3.963703602874166e-5
t168,1.0479071447917963e-5,2.026808388001401e-5,3.559383644688016e-5
