,Power Emissions,HSC Emissions,CSC Emissions,Biorefinery Emissions,Biomass Emissions,Biomass Capture,Synfuel Production Emissions,Conventional Fuels,Synfuels,Biofuels,Total
t61,1473.4044512695812,530.5227871069268,-4525.12395001666,0,0,0,3140.1006490259056,0.0,2894.5845650827687,0,3513.488502468522
t62,1473.4044512706275,530.522787106976,-4525.123950016711,0,0,0,3219.215572002587,0.0,2967.5137035124912,0,3665.5325638759705
t63,1441.2563641572756,530.5227871068506,-4525.123950016751,0,0,0,3140.850902540784,0.0,2895.276158278897,0,3482.782262067056
t64,1313.990314629542,530.5227871069665,-4525.123950016814,0,0,0,3818.9629584203685,0.0,3520.368443443409,0,4658.720553583472
t65,1411.1201245935993,530.5227871069951,-4525.123950016839,0,0,0,3392.8723230368605,0.0,3127.59269694294,0,3936.983981663556
t66,1424.9094965133631,530.5227871071374,-4525.123950016801,0,0,0,2255.2496896894145,0.0,2078.9177392154634,0,1764.4757625085772
t67,1424.9094965194759,530.52278710705,-4525.1239500167885,0,0,0,1874.4848313536277,0.0,1727.923868300234,0,1032.7170332635992
t68,1473.4044512818953,530.5227871070957,-4525.123950016757,0,0,0,1348.9170471649147,0.0,1243.4488256006348,0,71.16916113778393
t69,1473.4044512513017,530.5227871070241,-4525.123950016765,0,0,0,1384.6616594186876,0.0,1276.3986620801656,0,139.86360984041403
t70,1473.404451282214,530.5227871066649,-4525.123950016745,0,0,0,1326.8563277959242,0.0,1223.1129749647948,0,28.772591132852995
t71,3076.145000102245,530.5227871069494,-4525.123950016737,0,0,0,1326.85632780033,0.0,1223.1129749688562,0,1631.5131399616437
t72,7753.552434189016,530.522787107136,-4525.151711210265,0,0,0,1245.27500835971,0.0,1147.9102810280515,0,6152.10879947365
t73,2475.706044298044,530.522787106949,-4525.1239500165,0,0,0,1326.8563277749627,0.0,1223.1129749454767,0,1031.074184108932
t74,1473.4044512791595,530.522787106705,-4525.123950016599,0,0,0,1326.8563277748835,0.0,1223.112974945404,0,28.772591089552407
t75,1473.4044512793369,530.5227871070015,-4525.1239500165175,0,0,0,1326.8563277747485,0.0,1223.112974945279,0,28.772591089847992
t76,1473.4044512755377,530.5227871069656,-4525.123950016782,0,0,0,1326.856327798114,0.0,1223.1129749668144,0,28.772591130649516
t77,1473.4044512760283,530.5227871069718,-4525.134479384188,0,0,0,1493.1764908219968,0.0,1376.4290086106619,0,348.3982584314708
t78,1473.4044512452542,530.522787106972,-4525.123950018277,0,0,0,1965.098772062318,0.0,1811.452946974241,0,1255.3550073705078
t79,1425.6717310280496,530.5227871069264,-4525.123950017147,0,0,0,2919.9211636396703,0.0,2691.620325657934,0,3042.6120574154334
t80,1439.7836466730807,530.5227871068719,-4525.123950016662,0,0,0,3296.5841263338375,0.0,3038.833017197432,0,3780.59962729456
t81,1423.0893041294353,530.5227871069765,-4525.12395001693,0,0,0,3392.0485552620166,0.0,3126.833337370526,0,3947.370033852024
t82,1417.6370629582009,530.5227871066213,-4525.1239500168385,0,0,0,4392.370341683756,0.0,4048.9426347241224,0,5864.348876455862
t83,1387.8042045463753,530.5227871065332,-4525.123950016901,0,0,0,4392.370341684785,0.0,4048.942634725029,0,5834.516018045821
t84,1387.8042045415236,530.5227871064446,-4525.123950016816,0,0,0,4392.370341684717,0.0,4048.9426347249714,0,5834.51601804084
t85,1387.8042045470959,530.5227871066794,-4525.12395001692,0,0,0,4392.370341684762,0.0,4048.942634725012,0,5834.516018046628
t86,1387.8042045464947,530.5227871063511,-4525.123950016856,0,0,0,4392.37034168475,0.0,4048.9426347250046,0,5834.516018045744
t87,1387.8042045469306,530.5227871067219,-4525.123950016937,0,0,0,4392.370341684446,0.0,4048.9426347248377,0,5834.516018046
t88,1387.8042045460654,530.5227871068336,-4525.123950016969,0,0,0,4392.370341684647,0.0,4048.942634725009,0,5834.516018045587
t89,1387.8042045473144,530.5227871068552,-4525.123950016613,0,0,0,4392.370341684256,0.0,4048.9426347246836,0,5834.516018046496
t90,1387.8042045480495,530.5227871068431,-4525.123950016843,0,0,0,4392.3703416842545,0.0,4048.9426347246836,0,5834.5160180469875
t91,1387.8042045406407,530.522787106909,-4525.123950016809,0,0,0,4392.370341684231,0.0,4048.94263472466,0,5834.516018039631
t92,1318.8149460701723,530.5227871068136,-4525.123950016844,0,0,0,4392.370341684378,0.0,4048.942634724789,0,5765.526759569309
t93,962.21798881232,530.5227871070857,-4525.123950016933,0,0,0,4392.370341684396,0.0,4048.942634724801,0,5408.92980231167
t94,813.8000795579133,530.522787106724,-4525.123950016876,0,0,0,4392.370341685733,0.0,4048.942634725712,0,5260.511893059207
t95,776.590453106845,511.9370914106704,-4525.123950017108,0,0,0,4392.370341686678,0.0,4048.9426347264807,0,5204.716570913566
t96,1388.8676667292877,511.9370914099723,-4525.1239500166175,0,0,0,4392.37034168566,2.830474110157377e-10,4048.9426347255967,0,5816.993784534182
t97,853.5935178229128,483.728474029906,-4525.135890544367,0,0,0,3698.3160950181323,0.0,3409.154636095678,0,3919.6568324222626
t98,845.2055299655659,485.9629528634408,-4525.133677730007,0,0,0,4364.393426900008,0.0,4023.1531601924535,0,5193.581392191461
t99,663.9890951473419,488.710649141679,-4525.133094896282,0,0,0,4366.069657602602,0.0,4024.6983308928957,0,5018.334637888236
t100,212.01926673094582,495.3796187150141,-4525.123950016919,0,0,0,4392.370341689189,0.0,4048.9426347279937,0,4623.587911846224
t101,64.34484201585532,466.28706544761525,-4525.1239500168485,0,0,0,4392.370341689455,0.0,4048.9426347281405,0,4446.820933864217
t102,33.203049939595715,460.2722990528436,-4525.123950016864,0,0,0,4392.370341689508,0.0,4048.9426347281715,0,4409.664375393255
t103,48.43104152925775,460.64321933417403,-4525.123950016874,0,0,0,4392.370341689487,0.0,4048.9426347281596,0,4425.263287264204
t104,83.00762480450591,460.27229905427976,-4525.123950016829,0,0,0,4392.370341689485,0.0,4048.942634728158,0,4459.468950259599
t105,43.981434848900975,460.2722990542471,-4525.123950016772,0,0,0,4392.370341689494,0.0,4048.9426347281624,0,4420.442760304033
t106,23.48709954606906,460.27229905231616,-4525.123950016857,0,0,0,4392.370341689607,0.0,4048.9426347282324,0,4399.9484249993675
t107,58.7177488295482,460.27229905233935,-4525.123950016759,0,0,0,4392.370341689443,0.0,4048.9426347281296,0,4435.179074282702
t108,58.71774882927846,460.2722990572832,-4525.123950016834,0,0,0,4392.370341689457,0.0,4048.9426347281396,0,4435.179074287324
t109,35.23064930436184,460.2722990582477,-4525.123950016753,0,0,0,4392.370341689484,0.0,4048.9426347281587,0,4411.691974763499
t110,2.2898047309517803e-8,460.2722990583247,-4525.123950016729,0,0,0,4392.370341689713,0.0,4048.9426347282933,0,4376.4613254825
t111,2.2455769786405477e-8,431.1020095922835,-4525.123950017129,0,0,0,4392.370341689969,0.0,4048.9426347284316,0,4347.291036016011
t112,2.214348770162115e-8,395.9211497472599,-4525.123950036464,0,0,0,4392.370341689969,0.0,4048.9426347284234,0,4312.110176151332
t113,2.2026011291762337e-8,406.2166521437565,-4525.123950017158,0,0,0,4392.370341689989,0.0,4048.9426347284443,0,4322.405678567058
t114,2.189061930780128e-8,447.9312896452139,-4525.123950017257,0,0,0,4392.370341690002,0.0,4048.9426347284516,0,4364.120316068301
t115,2.1987613716910946e-8,447.5603692552145,-4525.123950017302,0,0,0,4392.370341690001,0.0,4048.9426347284525,0,4363.749395678353
t116,2.208571024766101e-8,418.1285789569806,-4525.123950017304,0,0,0,4392.370341689982,0.0,4048.942634728441,0,4334.317605380185
t117,2.200821675813851e-8,447.56036925834,-4525.123950017263,0,0,0,4392.37034168999,0.0,4048.9426347284452,0,4363.74939568152
t118,2.2129768201440445e-8,447.5603692582302,-4525.123950017549,0,0,0,4392.370341689989,0.0,4048.9426347284452,0,4363.749395681245
t119,2.2573725075062024e-8,403.4026036397518,-4525.123950017298,0,0,0,4392.3703416899725,0.0,4048.9426347284366,0,4319.591630063436
t120,2.321117662854327e-8,426.477005035753,-4525.155245524883,0,0,0,4392.370341689909,0.0,4048.942634728401,0,4342.634735952392
t121,2.277325105331427e-8,395.55022935308745,-4525.1239500174415,0,0,0,4392.370341689965,0.0,4048.9426347284316,0,4311.739255776816
t122,2.2775189852256577e-8,395.55022934862325,-4525.123950015823,0,0,0,4392.370341689962,0.0,4048.942634728429,0,4311.739255773966
t123,2.268649428136497e-8,395.55022934767265,-4525.123950017305,0,0,0,4392.370341689969,0.0,4048.9426347284343,0,4311.7392557714575
t124,2.251972354800679e-8,418.1285789400698,-4525.1239500174,0,0,0,4392.370341689971,0.0,4048.9426347284343,0,4334.317605363595
t125,2.2498485161457264e-8,418.1285789388083,-4525.123950017276,0,0,0,4392.370341690012,0.0,4048.9426347284716,0,4334.317605362514
t126,2.2505731471628273e-8,418.1285789388124,-4525.123950017314,0,0,0,4392.370341689974,0.0,4048.942634728437,0,4334.317605362416
t127,2.2526355117210613e-8,410.82975012789336,-4525.123950017391,0,0,0,4392.370341689976,0.0,4048.942634728438,0,4327.018776551443
t128,2.2607011440128297e-8,395.55022935867646,-4525.123950022586,0,0,0,4392.370341689975,0.0,4048.9426347284384,0,4311.739255777111
t129,2.272982122327549e-8,395.55022934726105,-4525.123950018174,0,0,0,4392.3703416899825,1.3467286525569606e-9,4048.94263472844,0,4311.739255771587
t130,2.2867920682502076e-8,395.550229370119,-4525.123950019725,0,0,0,4392.37034168999,0.0,4048.9426347284457,0,4311.739255791697
t131,2.3258617848572632e-8,385.14463960897865,-4525.183670996069,0,0,0,4392.370341689919,0.0,4048.942634728408,0,4301.273945054495
t132,2.309936518672335e-8,385.1446396566535,-4525.1836709940435,0,0,0,4392.370341689945,0.0,4048.9426347284207,0,4301.273945104075
t133,2.290212751941134e-8,385.1446396632656,-4525.183670995432,0,0,0,4392.37034168996,0.0,4048.9426347284275,0,4301.273945109122
t134,2.2504583038922118e-8,395.5502293437718,-4525.1239500173815,0,0,0,4392.370341689973,0.0,4048.9426347284348,0,4311.739255767303
t135,2.1958159292574522e-8,403.4735699242013,-4525.1239500173515,0,0,0,4392.370341690009,0.0,4048.942634728458,0,4319.662596347275
t136,2.1639496757707475e-8,447.9312896451286,-4525.1239500173015,0,0,0,4392.370341690018,0.0,4048.9426347284616,0,4364.120316067946
t137,2.1560352618842558e-8,447.93128964524374,-4525.123950017325,0,0,0,4392.370341690018,311352.327838869,4048.9426347284616,0,315716.44815493695
t138,2.1593585133656847e-8,447.9312896452227,-4525.123950017343,0,0,0,4392.370341690018,0.0,4048.9426347284616,0,4364.120316067952
t139,2.1738041325203344e-8,447.9312896451937,-4525.123950017281,0,0,0,4392.370341690018,0.0,4048.9426347284616,0,4364.120316068131
t140,2.2209029228777997e-8,395.76223267953276,-4525.123950017514,0,0,0,4392.370341689985,0.0,4048.9426347284434,0,4311.951259102656
t141,2.257001798872689e-8,403.1236358970443,-4525.123950017326,0,0,0,4392.370341689981,0.0,4048.9426347284398,0,4319.312662320709
t142,2.2984791244127727e-8,404.65352832163455,-4525.12395001726,0,0,0,4392.370341689976,0.0,4048.942634728437,0,4320.842554745773
t143,2.347267004014856e-8,419.5807837702786,-4525.123950017245,0,0,0,4392.37034168997,0.0,4048.9426347284334,0,4335.769810194909
t144,462.41279072327484,466.6288707795187,-4525.123950016846,0,0,0,4392.370341689679,0.0,4048.942634728275,0,4845.2306879039015
t145,688.5908470068979,529.2095452010901,-4525.127889126334,0,0,0,2762.8335687741696,2.2286143680003627e-7,2546.8149903246886,0,2002.3210624033738
t146,615.690174570434,529.8461250280232,-4525.123950018368,0,0,0,2276.066698775061,0.0,2098.107121954099,0,994.5861703092487
t147,571.2190826337811,529.8375215058308,-4525.1239500182855,0,0,0,2140.632724149766,0.0,1973.2623681211521,0,689.8277463922445
t148,435.758065952151,529.8723420970564,-4525.123950018342,0,0,0,2098.8025395645514,0.0,1934.7027739589344,0,474.01177155435107
t149,321.40379534640635,530.522787102801,-4525.12395001841,0,0,0,2230.369742155957,0.0,2055.983088336906,0,613.1554629236598
t150,311.2706529538268,530.5227871047803,-4525.123950017989,0,0,0,1928.434529379823,0.0,1777.6553835137615,0,22.759402934202853
t151,311.2706529527511,530.5227871029833,-4525.123950018023,0,0,0,1852.4874693943898,0.0,1707.6464213279426,0,-123.19661923995614
t152,311.27065295490956,530.522787103363,-4525.124882765338,0,0,0,1976.046919840789,0.0,1821.5450883159933,0,114.26056544971698
t153,311.27065295387644,530.5227871033451,-4525.123950018389,0,0,0,2608.336659970523,0.0,2404.397782228226,0,1329.403932237581
t154,311.270652953539,530.522787104974,-4525.123950018354,0,0,0,2831.5238688123477,0.0,2610.1345792439697,0,1758.3279380964764
t155,377.3744418114944,530.5227871038754,-4525.123950018412,0,0,0,2364.6756784295553,0.0,2179.7880021243873,0,927.2369594509005
t156,347.69882751949365,530.522787104632,-4525.134545873349,0,0,0,2726.069852509287,0.0,2512.9257308551096,0,1592.082652115173
t157,339.10870919309326,530.5227871041166,-4525.128660580956,0,0,0,3542.8616221139946,0.0,3265.8547332801095,0,3153.2191911103578
t158,374.2742401330061,475.73233232283224,-4525.123950018436,0,0,0,4257.127333979674,0.0,3924.2739166194015,0,4506.283873036478
t159,393.85517539928827,509.64304087652476,-4525.1239500184465,0,0,0,4257.127333979801,0.0,3924.273916619507,0,4559.775516856675
t160,342.68597730631933,508.08908155532174,-4525.123950018372,0,0,0,4257.127333979774,0.0,3924.2739166194824,0,4507.052359442526
t161,423.5583630448202,508.5577579308986,-4525.123950018482,0,0,0,4257.127333979746,0.0,3924.273916619461,0,4588.393421556444
t162,448.74494429936885,508.5565960343775,-4525.123950018435,0,0,0,4257.127333979821,0.0,3924.2739166195306,0,4613.578840914663
t163,463.47523660631884,530.5227870969453,-4525.123950018213,0,0,0,3050.404564084368,0.0,2811.9015774851514,0,2331.1802152545706
t164,500.8844186191232,530.5227870951801,-4525.123950018187,0,0,0,1322.5203241253785,0.0,1219.1159918421708,0,-952.080428336335
t165,549.3944036301158,529.7027009569761,-4525.123950018212,0,0,0,613.6934916260949,0.0,565.7104364164065,0,-2266.6229173886186
t166,704.2893018158612,529.7387619017516,-4525.123950020352,0,0,0,611.6571351062369,0.0,563.8332971746393,0,-2115.605454021863
t167,751.601628088078,529.776742991918,-4525.123950018275,0,0,0,611.657135097857,0.0,563.8332971669217,0,-2068.2551466734994
t168,1087.7274539609127,528.3074068353588,-4525.151711212587,0,0,0,1048.7476547693905,0.0,966.7488763787171,0,-893.6203192682076
t169,963.0368480925737,529.7805080419862,-4525.123950018368,0,0,0,611.6571350950517,0.0,563.8332971643376,0,-1856.8161616244192
t170,940.2369923607664,529.8192678037553,-4525.12395001854,0,0,0,611.6571350947089,0.0,563.8332971640207,0,-1879.5772575952892
t171,954.3796516650622,529.8235467477947,-4525.123950018336,0,0,0,611.6571350950362,0.0,563.8332971643224,0,-1865.4303193461199
t172,903.7394303662059,529.8443084804455,-4525.123950018404,0,0,0,611.6571350946285,0.0,563.8332971639459,0,-1916.0497789131775
t173,784.7723149369896,529.8591090493338,-4525.123950018396,0,0,0,611.657135107801,0.0,563.8332971760879,0,-2035.0020937481836
t174,828.1442232659375,529.8621242763469,-4525.1239500180955,0,0,0,611.6571351099878,0.0,563.8332971781041,0,-1991.627170187719
t175,953.067388124334,529.862319296926,-4525.1239500182155,0,0,0,723.1510144228307,0.0,666.6097678177873,0,-1652.4334603563377
t176,1033.5915946028558,528.3074068483015,-4525.123950018591,0,0,0,774.7770541914631,0.0,714.1993054069856,0,-1474.248588968985
t177,1002.6088911397358,529.8745467676617,-4525.12395001821,0,0,0,723.1510143786243,0.0,666.6097677770368,0,-1602.8797299551516
t178,980.4855414474572,529.887206414577,-4525.123950018568,0,0,0,723.151014379753,0.0,666.6097677780753,0,-1624.9904199987059
t179,884.0029464733212,529.8998888748798,-4525.12395001803,0,0,0,723.1510143955243,0.0,666.6097677926116,0,-1721.4603324816933
t180,768.0232157534301,530.52278710076,-4525.1239500183365,0,0,0,723.1510143487217,0.0,666.609767749467,0,-1836.8171650659576
t181,612.3218918906629,530.5227871026524,-4525.123950018405,0,0,0,723.1510143250323,0.0,666.6097677276296,0,-1992.5184889724276
t182,578.1572016700617,530.5227871026411,-4525.12395002082,0,0,0,611.6571351175273,0.0,563.833297185049,0,-2240.953528945541
t183,545.6996667443742,530.5227871036378,-4525.123950018218,0,0,0,611.6571351003885,0.0,563.8332971692496,0,-2273.4110639005676
t184,442.35105708653225,530.5227871035927,-4525.123950018119,0,0,0,611.657135098949,0.0,563.8332971679213,0,-2376.759673561124
t185,530.5983818922728,530.5227871035868,-4525.123950018266,0,0,0,611.6571350961868,0.0,563.8332971653775,0,-2288.5123487608425
t186,545.6996667458353,530.5227871019827,-4525.123950018589,0,0,0,611.6571351031346,0.0,563.833297171785,0,-2273.4110638958514
t187,814.252823199834,529.9123370481102,-4525.123950018299,0,0,0,611.6571351116728,0.0,563.8332971796574,0,-2005.468357479025
t188,958.2642148471436,528.3074068453369,-4525.123950018349,0,0,0,907.4102941847283,0.0,836.4623065692557,0,-1294.6797275718845
t189,930.6431690255815,528.3074068453494,-4525.123950018401,0,0,0,907.4102941846475,0.0,836.4623065691815,0,-1322.3007733936408
t190,899.3134506282559,528.3074068451439,-4525.123950020862,0,0,0,907.4102941817636,0.0,836.4623065665221,0,-1353.6304917991768
t191,808.9052253062827,529.8922353577362,-4525.12395001834,0,0,0,611.6571351105031,0.0,563.8332971785778,0,-2010.83605706524
t192,861.5154440210816,528.3074068439538,-4525.123950018212,0,0,0,907.4102941942368,0.0,836.4623065780206,0,-1391.4284983809189
t193,8.077281056161625e-9,385.14463964753406,-4525.183670996869,0,0,0,4392.370341686368,0.0,4048.942634726927,0,4301.273945072036
t194,8.14777706546266e-9,385.1446396471293,-4525.183670996795,0,0,0,4392.370341686369,0.0,4048.9426347269255,0,4301.273945071777
t195,8.278409743658321e-9,392.0772640430032,-4525.183670994952,0,0,0,4392.370341685702,0.0,4048.9426347263616,0,4308.206569468393
t196,8.212989386264491e-9,385.1446396484064,-4525.183670996833,0,0,0,4392.370341686365,0.0,4048.9426347269236,0,4301.273945073075
t197,8.205802985900424e-9,385.1446396471358,-4525.1836709968975,0,0,0,4392.370341686374,0.0,4048.94263472693,0,4301.273945071748
t198,8.195546803532922e-9,385.1446396468789,-4525.183670996659,0,0,0,4392.37034168638,0.0,4048.942634726935,0,4301.273945071731
t199,8.179623030735871e-9,385.14463964737433,-4525.1836709978625,0,0,0,4392.370341686407,0.0,4048.9426347269573,0,4301.273945071056
t200,8.128051605118632e-9,385.1446396471221,-4525.18367099547,0,0,0,4392.3703416864255,0.0,4048.9426347269728,0,4301.273945073179
t201,7.975069371430038e-9,385.1446396472647,-4525.183670996844,0,0,0,4392.370341686686,0.0,4048.942634727159,0,4301.273945072241
t202,7.892726257310584e-9,385.1446396468776,-4525.183670995983,0,0,0,4392.370341686722,0.0,4048.9426347271824,0,4301.273945072691
t203,7.83301176858593e-9,385.1446396470089,-4525.183670996821,0,0,0,4392.370341686763,0.0,4048.9426347272038,0,4301.273945071987
t204,7.601618777885636e-9,385.14463964735387,-4525.183670996939,0,0,0,4392.370341687003,0.0,4048.9426347273256,0,4301.273945072345
t205,7.588871784357488e-9,385.1446396475174,-4525.183670996871,0,0,0,4392.370341686999,0.0,4048.942634727324,0,4301.2739450725585
t206,7.66479749760853e-9,385.1446396468158,-4525.183670996354,0,0,0,4392.370341686986,0.0,4048.942634727311,0,4301.273945072424
t207,7.820365706761863e-9,385.1446396469031,-4525.183670996403,0,0,0,4392.370341686892,0.0,4048.942634727261,0,4301.273945072474
t208,7.895126515006503e-9,385.1446396474131,-4525.1836709967165,0,0,0,4392.37034168685,0.0,4048.9426347272342,0,4301.273945072677
