BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t123,3932.3909272089445,9.783955983308155e-9,-5.752246364202369e-9,0.0,0.0,6.863840406483207e-12,8.766579431572812e-13,12424.315103423492,-260.5247211080287,-12537.147858260192,28611.65899994407,6303.021501122836,-1.1169229957838895e-8,0.0,0.0,6.8649255458293515e-12,8.813520092696611e-13,59019.02976078452,-495.696480151604,-91593.27667302609,7583.172627566587,4.693859637722243e-9,-3.6578819545073535e-9,0.0,0.0,6.861411323619989e-12,8.77127068226985e-13,5829.159982199256,-79.03941834629721,-3863.259468165971,1567.4580061213878,5.405380772350878e-9,-4.06457726090816e-9,0.0,0.0,6.855068974207115e-12,8.808427766671051e-13,1573.4121409505265,-87.59716982976572,-2962.2872953781475,156614.2827162927,3291.5439884725783,-5.0973114798512914e-8,0.0,0.0,6.8475433785778846e-12,8.845318705855608e-13,-83742.53738465882,-816.8183965692056,-68786.0418789692,2882.202854161957,8.987826849113687e-9,-6.405799689738455e-9,0.0,0.0,6.812618451084168e-12,8.998555945381796e-13,7814.279613715627,-47.00603712409095,-1295.3190873537908,107150.24267724609,2.1600866225921016e-7,-8.87349644220387e-9,0.0,0.0,6.863830632214266e-12,8.815463502409526e-13,12078.941537297576,-490.68992439144034,-52676.30955238747,23388.658053118415,9.795939779878853e-9,-5.645838094430151e-9,0.0,0.0,6.865201535021177e-12,8.782949927661261e-13,2768.692252649675,-176.002453196983,-24006.79692765624,23976.989920711512,4.142621270227286e-9,-4.7013357724220454e-9,0.0,0.0,6.8543123770305255e-12,8.772231257834082e-13,-11623.13711636713,-105.03096018700354,-11186.793333384707,22497.554438970332,3.800668771518714e-9,-5.348071409034917e-9,0.0,0.0,6.857749589741305e-12,8.774446234856083e-13,-6142.155889994723,-208.16632675512366,-14850.854330718983
t124,3771.400744938728,4.041521334658263e-9,-3.910020864123507e-8,0.0,0.0,6.861218462475846e-12,8.764971601014085e-13,12300.43545291823,-260.837206319161,-12251.653055011486,26512.183999982506,8.967651770250818e-9,-942.9326409791329,0.0,0.0,6.8619839517415214e-12,8.809218714799997e-13,63258.98327432072,-559.8004759496607,-86359.59305292612,6901.146739542702,2.7433391650809724e-9,-7.159542224692351e-9,0.0,0.0,6.8587672965321175e-12,8.770239391049935e-13,6340.422752500583,-77.37150101444517,-3695.8321850992206,1357.6855121496283,3.0426634088792737e-9,-8.756579901475341e-9,0.0,0.0,6.852351362328537e-12,8.807155174171063e-13,1642.5594636188446,-81.47490292978475,-2833.9066578322645,152548.1973484557,808.8310079046547,-3.5007677336675815e-8,0.0,0.0,6.8476124470061885e-12,8.838967222376842e-13,-83742.53738464827,-816.8183965691255,-62237.24353058529,3169.374224838714,9.191226025319835e-9,-6.3396015656765735e-9,0.0,0.0,6.8126877239984766e-12,8.997248140855797e-13,7814.279613720703,-47.006037124106435,-1153.4141101540504,107310.4692469571,8.071343613311102e-9,-772.6007440027954,0.0,0.0,6.861042774548451e-12,8.811030184564031e-13,7194.597339060198,-564.2136599595519,-46905.50714626471,22598.865377997776,4.0114069759370134e-9,-3.5720536602989934e-8,0.0,0.0,6.862554701404437e-12,8.781419933416251e-13,2956.5524948427974,-187.86600511546527,-23381.13739081809,23915.50105529245,4.040020604890648e-9,-4.817165391720735e-9,0.0,0.0,6.854343203372413e-12,8.772037001867694e-13,-11614.957100298132,-104.9857613220774,-11133.574881764294,22062.50802794137,3.4229370355641784e-9,-6.0340618233827774e-9,0.0,0.0,6.857691340365772e-12,8.773882300648164e-13,-6150.33590603567,-208.1211278901848,-14407.718301378181
t125,3836.021927422626,4.795164778472694e-9,-3.095626104371766e-8,0.0,0.0,6.8613224763504025e-12,8.764777923398473e-13,12450.570157711954,-260.4584929902314,-12467.166368966104,27062.917999995134,1.0782338154260959e-8,-4573.468887447981,0.0,0.0,6.861913188148186e-12,8.8056762789677e-13,62391.49218258236,-558.0545071195841,-82415.79165237588,6921.21707921956,2.9104383559653714e-9,-6.858285047360526e-9,0.0,0.0,6.858884888567664e-12,8.769362192404899e-13,6308.719425761943,-77.47492831485663,-3683.992343436888,1607.8436529186238,3.3569526692106358e-9,-7.866429430035898e-9,0.0,0.0,6.852622493356498e-12,8.805326431633505e-13,1387.9245687208881,-83.77582911819991,-2824.8280513279324,148706.92837485226,2.783367627566756e-8,-2113.799293802029,0.0,0.0,6.847118367688136e-12,8.833447571338969e-13,-83742.53738465282,-816.8183965691593,-55473.344255336466,2601.587200602577,9.461157962471673e-9,-6.186735362688139e-9,0.0,0.0,6.8130271056284306e-12,8.997382698534277e-13,7814.279613732002,-47.00603712417475,-1027.2517217922161,103726.59050236183,8.954676794192258e-9,-2228.449506473384,0.0,0.0,6.861180362490758e-12,8.808358229748574e-13,7106.553522796401,-565.6298949948944,-41774.90335288344,21403.569865317542,4.747876492806433e-9,-2.846367159185452e-8,0.0,0.0,6.862694556257696e-12,8.780820311585992e-13,4048.2909196834935,-182.12758903364693,-23289.057135150622,24648.002436252056,3.90488989182447e-9,-4.991867415134424e-9,0.0,0.0,6.854603133571156e-12,8.771586578446397e-13,-11618.63432404328,-105.00607990554963,-11862.358401811474,22503.271155606504,2.9893902944073817e-9,-7.174735514570692e-9,0.0,0.0,6.857865336841136e-12,8.773177449774636e-13,-6146.658682292937,-208.14144647366362,-14852.118015617547
t126,4056.547109727675,5.080228753182219e-9,-2.5855511857981364e-8,0.0,0.0,6.861153106822391e-12,8.765672230223801e-13,12578.836449054874,-260.1349425209711,-12816.604943557357,29528.809999992947,1.063642869451126e-8,-7873.056478745477,0.0,0.0,6.860596880693084e-12,8.8046301269794e-13,61345.93773029714,-533.0504559870417,-80586.54971106973,6068.86153641327,3.3887740420154093e-9,-5.668370984147384e-9,0.0,0.0,6.8591870656595285e-12,8.770000268892445e-13,7216.412873518944,-77.29593075264769,-3739.6882435139696,1833.8087678454526,3.665472234624236e-9,-7.075139726510074e-9,0.0,0.0,6.852100019798934e-12,8.805410192726051e-13,1193.3623761643644,-78.12391518709161,-2867.534801563716,147440.74036441997,3.285905266416786e-8,-521.9840147246084,0.0,0.0,6.846639679069297e-12,8.835783241460059e-13,-83742.53738465169,-816.8183965691497,-55798.971523985754,2894.8506439298803,9.791698625301692e-9,-6.14088075606832e-9,0.0,0.0,6.81192504471384e-12,8.995842428296304e-13,7814.279613720626,-47.00603712410643,-1048.2290560811493,103963.2409293,9.48689590797426e-9,-2298.8091424003796,0.0,0.0,6.86080381502005e-12,8.80887481603116e-13,7771.934914051004,-554.9268555503354,-42627.98161396674,22825.917377996528,5.080853959018999e-9,-2.3851699702660305e-8,0.0,0.0,6.8623789436957725e-12,8.781321200720945e-13,3067.3086952395242,-185.48420832102184,-23723.70918481504,25881.916738655204,4.320799183078421e-9,-4.533531181699416e-9,0.0,0.0,6.854501991806379e-12,8.772596595056248e-13,-11793.106402217676,-105.97012934246708,-12919.872527166895,22603.44651735488,6.172830668455415e-9,-3.303715200700686e-9,0.0,0.0,6.861160979449466e-12,8.775101364636616e-13,-5452.428865177107,-196.5972308332835,-15669.611625768252
t127,4036.273745084893,4.717183041526664e-9,-3.379027439162557e-8,0.0,0.0,6.861201756939462e-12,8.764436194284683e-13,12487.319567655997,-260.3657929611363,-12704.352996624983,32358.698000004064,1.0005906102921605e-8,-2149.7022035535833,0.0,0.0,6.860710464183043e-12,8.80355694852162e-13,53321.937787422255,-458.43878867179484,-81265.01537803997,5233.458610628112,3.0352212541090885e-9,-6.5524682013726194e-9,0.0,0.0,6.859191571178985e-12,8.769078565166244e-13,7940.990199094536,-79.6597545037824,-3624.1349958029527,1616.518492240225,3.3388701711496526e-9,-8.213334921619007e-9,0.0,0.0,6.8520933526956056e-12,8.805009305696386e-13,1313.805666477567,-74.00263941809415,-2778.930367806505,148250.24996014856,3.317982768803421e-8,-2240.8606211422502,0.0,0.0,6.847072089730607e-12,8.833204201532559e-13,-83742.53738465214,-816.8183965691582,-54889.604513297745,2914.336650468237,9.906440075532071e-9,-6.117295254605647e-9,0.0,0.0,6.812937102491351e-12,8.991620160054359e-13,7814.279613720953,-47.006037124107465,-1062.499642800097,93933.06347658792,9.179956835081332e-9,-2.0121511999368701e-7,0.0,0.0,6.861173569689984e-12,8.808383701464663e-13,15839.001140821174,-453.14056292833726,-43208.318807203934,23007.39787799633,4.742336703162494e-9,-3.0723817110785394e-8,0.0,0.0,6.8625240149399175e-12,8.780421881024005e-13,2463.9575399663886,-123.10968211232357,-23426.587581950113,26227.163496641406,4.150118434447627e-9,-4.700272795709601e-9,0.0,0.0,6.854646414642034e-12,8.771842478067249e-13,-11793.106402213765,-105.97012934245313,-13265.11928515691,22623.70082668132,4.801482308998216e-9,-4.18646017867198e-9,0.0,0.0,6.860969694247225e-12,8.773784331660258e-13,-5645.647728292994,-201.24715247414332,-15487.347228697403
t128,4293.582562366739,5.299778456256187e-9,-1.8198902816328587e-8,0.0,0.0,6.8619654845919136e-12,8.764413912513569e-13,12770.276476838242,-259.6520369165337,-13246.046235185118,35937.13393515962,1.2377068167193038e-8,-4.075962240072771e-8,0.0,0.0,6.8613488116609405e-12,8.806766074583304e-13,54945.47748947964,-466.3776881713424,-88600.81541977267,4926.533731384263,3.160131825026249e-9,-6.080998450977813e-9,0.0,0.0,6.8600214552667225e-12,8.768719228187521e-13,8314.312264033382,-80.87766118274145,-3688.0963681390595,1700.9706045276464,3.5059396926590276e-9,-7.502837131444059e-9,0.0,0.0,6.852792055713148e-12,8.805339922267229e-13,1275.6888961963452,-72.64801750482968,-2827.974953661399,151207.4958883089,3.4647532599851e-8,-2897.2545002186844,0.0,0.0,6.847467413690037e-12,8.831753622102981e-13,-83742.5373846502,-816.8183965691469,-57190.4565623814,2943.565660275799,1.0140580350109983e-8,-6.050061955666033e-9,0.0,0.0,6.814386087128486e-12,8.983468109590684e-13,7814.279613719958,-47.006037124104076,-1142.5245105008223,99590.10122522702,1.1393512191814505e-8,-1.4663251527888189e-8,0.0,0.0,6.861741305713508e-12,8.808160724841928e-13,13399.070265754543,-477.5066251809092,-46462.663427033425,23199.48487799697,5.322438779310852e-9,-1.7472841315401022e-8,0.0,0.0,6.863333236771989e-12,8.780373845682979e-13,2766.3819908026317,-154.76589299009459,-23857.78661104743,26466.549376973904,4.001731615594535e-9,-4.879242369610451e-9,0.0,0.0,6.854781085797451e-12,8.771047389295216e-13,-11793.106402220388,-105.97012934250512,-13504.50516548209,23004.60315775778,5.0346318165080635e-9,-3.6174917959903626e-9,0.0,0.0,6.861440000056803e-12,8.773515393860142e-13,-5749.843209954169,-203.75467589645524,-15759.039031269116
t129,4563.613197839059,7.73298327146606e-9,-8.172421361607261e-9,0.0,0.0,6.8637545149474294e-12,8.765141985309787e-13,12772.526315187371,-259.64636172142764,-13518.338059409672,40874.54599995448,53.409903580954015,-1.371034706224777e-8,0.0,0.0,6.863237845874003e-12,8.808849904792644e-13,54497.47437718583,-470.7459474291284,-93134.8977573467,4788.355591614598,4.034328801121778e-9,-4.4054599541544755e-9,0.0,0.0,6.861974239183769e-12,8.76864005940417e-13,8510.349188184942,-81.5172019489751,-3744.676070993638,2519.239728681141,4.504755285721675e-9,-5.175911283657311e-9,0.0,0.0,6.854638632773999e-12,8.805534751135544e-13,510.8143634045922,-77.65309496179796,-2871.3593901258632,152186.9350266053,3.4324566499922245e-8,-3046.0375949106765,0.0,0.0,6.847688172298145e-12,8.830626159603852e-13,-83742.5373846565,-816.8183965691926,-58021.1126059816,6374.735886274186,3.577871561619908e-9,-1.3694300201755583,0.0,0.0,6.812435116906846e-12,8.974605603655711e-13,7814.279613692939,-47.00603712400119,-1161.7351977084927,98538.39445603835,1.9476496389245085e-8,-1.1337845332028902e-8,0.0,0.0,6.86332685528219e-12,8.807704110514548e-13,15196.11963394391,-459.56061809387086,-47243.89804014536,23704.761715557812,7.699853602617596e-9,-8.113182712846613e-9,0.0,0.0,6.865249850333118e-12,8.780740066436462e-13,2206.2668994209885,-131.4661132610474,-23849.547916737083,26491.834929758556,3.89440008605167e-9,-5.025697382747213e-9,0.0,0.0,6.854895360938508e-12,8.77035189102795e-13,-11656.048026971905,-105.21281017228118,-13668.363731855461,23559.163754821802,2.0365293333381944e-9,-1.0958081483820224e-8,0.0,0.0,6.857475479049751e-12,8.771295665235595e-13,-6109.244979392167,-208.34817674041042,-15945.010857194366
t130,4890.545380535352,5.133486766116223e-9,-1.49612030986496e-8,0.0,0.0,6.863838844905699e-12,8.765042717630204e-13,13241.720773418518,-258.46282327511,-14316.831777229349,42720.787999959575,6992.505425452265,-2.2685555970760138e-8,0.0,0.0,6.863390689815415e-12,8.811297195345691e-13,52318.731475513225,-459.6344951085463,-99763.71528218959,4854.022625372286,3.3314736425022023e-9,-5.374934506963343e-9,0.0,0.0,6.8622439712834475e-12,8.76766545324676e-13,8647.882955989426,-81.96588502849599,-3946.979506396957,2823.4880437807665,3.476512806630647e-9,-6.927605134916729e-9,0.0,0.0,6.8548601435270324e-12,8.80443772781167e-13,362.74820476767616,-78.18260873467412,-3026.4825190393635,155753.1364023977,3.4657004523184675e-8,-3270.2419510209197,0.0,0.0,6.848063580129998e-12,8.830703587159875e-13,-83742.53738465342,-816.8183965691615,-61363.109625666206,8664.804990452876,2.185037311777155e-9,-1490.7538397760766,0.0,0.0,6.8129880769863415e-12,8.966349158026402e-13,7095.040075452918,-42.6795218077834,-1251.8333844860135,100169.32059364229,1.1457495742742754e-8,-1.3179547268713742e-8,0.0,0.0,6.863314108202796e-12,8.80795690714908e-13,17194.975931550773,-442.4553712419139,-50907.89096909787,24135.793053117937,5.153240254270555e-9,-1.4637512443299365e-8,0.0,0.0,6.8654528853073934e-12,8.780919059556735e-13,2558.438111212575,-108.43637813928589,-24678.809936337086,26976.66750465643,3.844093481542132e-9,-5.115688203815068e-9,0.0,0.0,6.8549457590732896e-12,8.769988865390341e-13,-11793.106402213667,-105.97012934249727,-14014.623293170564,24106.801532315927,7.873702300408208e-9,-2.635963534104733e-9,0.0,0.0,6.8637256431161446e-12,8.773229399859805e-13,-5883.89374103803,-206.98067803529727,-16720.734870473123
t131,4898.130651050239,1.0142243114630069e-7,-2.935278686190241e-9,0.0,0.0,6.869399746813129e-12,8.768920013035996e-13,13047.394262888956,-258.9530100036879,-14133.124210427457,40362.50899996509,9422.000000339527,-4.36526406042818e-9,0.0,0.0,6.868952524790868e-12,8.816799815708188e-13,53703.86230589703,-478.7813566034657,-101181.76796449487,6210.6938640317785,1.1740677416308804e-8,-1.933500084320645e-9,0.0,0.0,6.867497359753431e-12,8.77012548031046e-13,4521.686153214956,-70.89741539495571,-3910.8551189611926,2853.8499814253382,1.5950599662084633e-8,-2.0083655630850295e-9,0.0,0.0,6.8604526945222386e-12,8.807300119071729e-13,354.79787322932407,-103.23822112189059,-2998.7829004048717,152442.37430931252,420.19054003634295,-3.2774102966583104e-8,0.0,0.0,6.8483927341651624e-12,8.836746048513763e-13,-83742.53738465915,-816.8183965692083,-61742.86070734837,6658.075181521497,219.326918308197,-4.037936525684273e-9,0.0,0.0,6.813855122979922e-12,8.978741498109308e-13,137.52276752611564,-0.8272547998243444,-1256.498185662162,85601.28383344915,4485.800990011082,-6.177035371640714e-9,0.0,0.0,6.868536185084256e-12,8.812647663033949e-13,24747.681692985374,-394.6593297368591,-51097.592883594574,22080.774865320214,9.13630085533897e-8,-2.9682338329777457e-9,0.0,0.0,6.871047100285599e-12,8.784848167909362e-13,4262.423572506277,-93.89864468781127,-24541.068175830922,26911.638236701547,4.2919008332618625e-9,-4.623092473935136e-9,0.0,0.0,6.854795667905782e-12,8.771232505845554e-13,-11793.106402243997,-105.97012934267488,-13949.594025186041,23373.04129849119,1.5169965551980784e-8,-1.1684712978128067e-9,0.0,0.0,6.8687082069870625e-12,8.776012241245658e-13,-5239.724841344899,-199.08760319123132,-16646.929686079482
t132,5800.429109788641,1.6024966594983367e-8,-3.990518327684257e-9,0.0,0.0,6.867926402678133e-12,8.766375302169878e-13,12087.383770225533,-277.4901071202045,-14038.337982090681,42603.80492260722,9422.000000008127,-5.886778997261297e-9,0.0,0.0,6.867433821084327e-12,8.81462080144913e-13,52627.568191757644,-469.1473815651707,-102366.03772273402,6419.605336872451,8.67554926982107e-9,-2.2814101667800043e-9,0.0,0.0,6.866261032061583e-12,8.768746657677362e-13,7010.412485189081,-76.62388569622709,-3887.5386241835286,3075.4776764582994,9.993894677865689e-9,-2.623558188548866e-9,0.0,0.0,6.858960382574843e-12,8.805363690611534e-13,83.90960621454032,-87.54729796448004,-2980.9041747272995,156894.7400337604,3.212979580462948e-8,-2960.7592716065187,0.0,0.0,6.84780521239226e-12,8.834621027809335e-13,-83742.53738465923,-816.818396569211,-62814.276620214856,5833.939439491834,1043.6062174956908,-3.885656848868817e-9,0.0,0.0,6.816770097264162e-12,8.971204342958112e-13,184.25000672240566,-1.1083379512986662,-1302.8068157136606,85624.29883415208,4485.800989827228,-6.0645673478131465e-9,0.0,0.0,6.868727306337348e-12,8.812467947944596e-13,26899.44764792484,-414.33662747872864,-52980.81050568885,23787.522377999776,1.534582960690455e-8,-3.9771714667298535e-9,0.0,0.0,6.869552238852214e-12,8.782673110823632e-13,2614.8586830054037,-91.18864649000344,-24519.0622815024,26734.07587557796,4.180082788783897e-9,-4.70868257564787e-9,0.0,0.0,6.854760586525486e-12,8.77072866898822e-13,-11732.446817772317,-105.63495342895416,-13833.361600361446,24053.60970156063,2.297275293346219e-9,-7.921629122848759e-9,0.0,0.0,6.857387538718262e-12,8.770894949494817e-13,-6032.8461886079185,-208.77031999708544,-16515.011308207828
t133,6401.121385587336,1.4162938690405836e-8,-3.3082910089708902e-9,0.0,0.0,6.8672874097734936e-12,8.764801942585512e-13,11400.371696602695,-303.04830211704495,-13900.90179420664,44600.75192258203,9422.000000003267,-5.484145582901644e-9,0.0,0.0,6.866680072428348e-12,8.812633121881845e-13,49475.55949741862,-458.45910885238766,-101232.35257379572,6914.758939479015,7.37240487518723e-9,-2.310442931415015e-9,0.0,0.0,6.865248076862304e-12,8.7680158478017e-13,6471.276840470161,-76.9446093768374,-3842.9151345156547,3384.0634111509644,8.912487269409965e-9,-2.5591864072936636e-9,0.0,0.0,6.858169650474182e-12,8.804536438517456e-13,-244.9287689690231,-94.52927675985038,-2946.687576642746,157281.64159789716,3.428305369544186e-8,-3316.223251407146,0.0,0.0,6.8477666534146025e-12,8.833263818802491e-13,-83742.53738465848,-816.8183965692067,-62845.714204553195,5292.6577833756655,3.3560496445838555e-8,-3.985653894560072e-9,0.0,0.0,6.817242137726227e-12,8.965225898914073e-13,2223.5709855774244,-13.375674465811798,-1313.4713408729845,89036.44350843425,1.7209335951578116e-7,-4.957738008648977e-9,0.0,0.0,6.86819148141896e-12,8.811764197066484e-13,30851.57448183665,-488.0004319062884,-53414.501195501354,25088.88289067928,1.3689251351300567e-8,-3.3204408013699856e-9,0.0,0.0,6.8688285377968786e-12,8.781734200536288e-13,1330.405658099225,-98.09632718445283,-24522.154407880946,26477.636552784857,4.040630474232838e-9,-4.837687868401501e-9,0.0,0.0,6.854726613284968e-12,8.770383740519567e-13,-11608.635166638076,-104.95082933389338,-13702.102176892402,24027.079784442965,2.848779334298179e-9,-6.74655494054259e-9,0.0,0.0,6.857084588821391e-12,8.770035538819064e-13,-6156.657839739201,-208.0861959020188,-16366.037988150752
t134,6861.080026381662,5.869249861434056e-9,-3.2151042451027168e-9,0.0,0.0,6.863933690064138e-12,8.762431367263386e-13,10835.521185443455,-304.4731320235266,-13789.146217618665,43868.033042294766,6931.777738527898,-8.830503195648764e-9,0.0,0.0,6.8629792972066526e-12,8.810060090989212e-13,51341.34798370181,-473.96539571694996,-99844.18734458338,9055.140148269473,4.3536936154990655e-9,-2.7565870780565012e-9,0.0,0.0,6.861812553536388e-12,8.76658474173147e-13,4279.519591615736,-84.0948853500256,-3775.4756642809575,3408.2564367124337,4.578929221479865e-9,-3.2359868767785487e-9,0.0,0.0,6.854719760726968e-12,8.802541583083388e-13,-272.4688440085256,-118.71152063950531,-2894.9760393956467,157015.35632216147,3.435110258915742e-8,-3418.854909557084,0.0,0.0,6.847634213293462e-12,8.832289682434496e-13,-83742.53738465664,-816.8183965691937,-62476.71658689172,5873.273742193052,2.0420176547095947e-8,-2.173395856783954e-9,0.0,0.0,6.816627825311799e-12,8.961324507834804e-13,7814.279613694622,-47.006037123991085,-1283.5826374212918,92169.53080158558,1.0822852250614615e-8,-4.652254364913894e-9,0.0,0.0,6.864523110972596e-12,8.809406840364732e-13,26672.44599058893,-535.7273617421862,-52199.027255132525,25732.16006579742,5.8196666318876776e-9,-3.238380940817037e-9,0.0,0.0,6.865285567516207e-12,8.780083240360788e-13,837.1848699836919,-112.09204322891529,-24546.612377611742,26349.030614954463,3.876461465302891e-9,-5.055036595944146e-9,0.0,0.0,6.854710960763363e-12,8.770152312076213e-13,-11591.922827347338,-104.85848492291737,-13590.393267174217,23916.82303556906,3.1565039025688255e-9,-6.237561132764739e-9,0.0,0.0,6.856941326084359e-12,8.769876266914016e-13,-6173.370179015728,-207.9938514910309,-16239.253588822661
t135,6798.823302575004,3.1986619689464495e-9,-5.447572056666163e-9,0.0,0.0,6.857569224408668e-12,8.759987569134346e-13,10714.865218568915,-264.8367917776173,-13685.506207411467,43577.97540144442,4.501950320761309e-9,-9422.000000020596,0.0,0.0,6.856871409674073e-12,8.805529781674927e-13,66148.74103523068,-505.33861977425784,-97944.9985686076,13367.321046376323,2.235905895398467e-9,-6.889365804053079e-9,0.0,0.0,6.855518420681809e-12,8.763873599416877e-13,-79.97996318684363,-86.49737587874134,-3723.352026511681,2885.5607884113856,2.130707386746533e-9,-1.2069193251068486e-8,0.0,0.0,6.8486854784453856e-12,8.800077609467952e-13,270.69268349385754,-148.33260146703762,-2855.008444357013,155871.69974378814,3.4235292375375166e-8,-3573.3041012589556,0.0,0.0,6.847913874323464e-12,8.829824560071951e-13,-83742.5373846348,-816.8183965690424,-61178.61081683546,9020.923528129315,2.4390114773424856e-9,-5.809041410957034e-9,0.0,0.0,6.80888981176507e-12,8.948557754281179e-13,5212.528637866673,-31.35545780000492,-1238.8424523428025,101935.27582167937,4.696553571235745e-9,-9.331017642141706e-9,0.0,0.0,6.857151705531161e-12,8.804717314860433e-13,15051.532345230375,-496.1655556405423,-50379.59306194062,27947.445753593496,3.2237770791791523e-9,-5.4085655283835e-9,0.0,0.0,6.85900950442944e-12,8.777445176602308e-13,-1166.9024408344496,-146.9115345567772,-24688.17177187009,26164.40326800002,3.7040032451528513e-9,-5.365049432817128e-9,0.0,0.0,6.854768548856642e-12,8.769481931717158e-13,-11572.51987528808,-104.75127346496367,-13425.383295194666,18152.233261149508,3.2763259654074263e-9,-6.127320313085213e-9,0.0,0.0,6.8570788768024684e-12,8.77023778627668e-13,-836.4202564463247,-87.81323434409627,-16051.974971267888
t136,6687.288031965628,3.3396866802640052e-9,-5.409277499400052e-8,0.0,0.0,6.849928540808939e-12,8.757953357859125e-13,10293.316987541959,-265.90014308228814,-13150.29600310698,44065.80240143883,7.465895127853109e-9,-9422.000000111151,0.0,0.0,6.8555111924506736e-12,8.803478445404162e-13,59029.604867831615,-450.4257686361235,-91423.51510338986,17717.619814582107,4.353222773221666e-9,-3.746833292007429e-9,0.0,0.0,6.854253950262464e-12,8.764231119346246e-13,-4534.132413007004,-110.28192807347583,-3571.9292405144415,2198.990604302142,3.0809900030331966e-9,-1.0284772891092052e-8,0.0,0.0,6.84690764144425e-12,8.802556132132916e-13,663.552136477986,-59.08372368930424,-2738.8998063308613,152520.00056241406,3.3576504565159624e-8,-4453.539153748801,0.0,0.0,6.8475119653491886e-12,8.829185596755309e-13,-82997.52391735293,-805.1667608739239,-57714.99332164188,10164.929436438346,3.377336276148399e-9,-1218.4683698880908,0.0,0.0,6.800542607680807e-12,8.944763299081317e-13,5211.886812033686,-31.351596960199394,-1163.745886611941,104916.02099862085,5.533151055989808e-9,-904.6384117870091,0.0,0.0,6.849666880258723e-12,8.801336371961946e-13,10337.514778112289,-529.8188558836132,-47325.666055552254,30831.53711646662,3.3325406571153716e-9,-5.040095510703466e-8,0.0,0.0,6.851260373073281e-12,8.774883880926795e-13,-4524.733193531488,-221.403153207937,-24065.44914468873,15341.739651449392,4.285472275712563e-9,-4.63231769204958e-9,0.0,0.0,6.854499002732224e-12,8.770423633300365e-13,-1165.7252026119563,-73.942471677447,-13071.131954896842,8781.91887120236,3.923749736935436e-9,-5.1483835206157255e-9,0.0,0.0,6.856940051499638e-12,8.771623643210734e-13,7686.239144505847,-56.38289458010419,-15267.180661801984
