BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t194,3925.182104439774,2.5077812022163516e-9,-3.973361333149e-9,0.0,0.0,2.6741261139388554e-12,3.3122092419335315e-13,12094.59434032704,-95.58773222466198,-14070.922358232787,36285.751999999644,9421.999999930253,-7.5673699845508e-9,0.0,0.0,2.677927970444719e-12,3.301562434881524e-13,59928.85209910346,-589.4745720880767,-103108.61432637424,22064.05854510294,4.8753057979676666e-9,-3.38829001360207e-9,0.0,0.0,2.659984985862303e-12,3.3138839485811955e-13,-7989.0529141711595,-93.53591579138164,-4498.702372634247,11322.961010171734,1.5813949790001226e-9,-1.1935526803337148e-8,0.0,0.0,2.701099364491232e-12,3.286786396622211e-13,-7421.434333809985,-224.3015647422742,-3449.535034846755,93836.18957193964,4655.000000010148,-3.3486050614147167e-9,0.0,0.0,2.6805026205766295e-12,3.282999560107637e-13,-13399.569460681469,-478.96269574087444,-79679.17763778444,6058.132796106365,229.94563546002678,-2.045553806043474e-9,0.0,0.0,3.0185167056335346e-12,3.274810632585727e-13,2700.621580358138,-16.245325806164455,-1552.693525430522,163969.58584120916,7.64329990796326e-9,-5.667819467195005e-9,0.0,0.0,2.6762111558770365e-12,3.2852208359762364e-13,-34429.286484294265,-455.13297221301656,-63142.87003417454,24933.96806579953,2.4980630764893988e-9,-4.149287694771571e-9,0.0,0.0,2.674839130260777e-12,3.3077866730686177e-13,2101.515265400695,-161.57331040979093,-25011.395223884178,20131.947983261984,3.5415316516262817e-9,-4.016755883868608e-9,0.0,0.0,2.6575534152654296e-12,3.3124115487461904e-13,-3641.060644142024,-43.295423796388285,-15447.29894094105,31307.74266420405,3.6305920136252225e-9,-4.046021668358994e-9,0.0,0.0,2.661859282578456e-12,3.3124608140434475e-13,-9945.179448090443,-170.83047392946963,-19932.690703508422
t195,3904.933922140361,1.1816248159987521e-7,-1.2324245966985307e-9,0.0,0.0,2.675461254080109e-12,3.3129785473138877e-13,11912.320225438874,-94.48208884040272,-13870.611348254286,36320.73500000644,9422.000000358514,-2.0542342957835882e-9,0.0,0.0,2.679175588044597e-12,3.302322666442005e-13,57535.88175402547,-564.5973698866601,-100800.38138614956,22935.120423940392,4.173781380095745e-9,-3.781993217899031e-9,0.0,0.0,2.6599338196420217e-12,3.313937927194693e-13,-8901.04598180229,-83.66683684563141,-4477.50934173061,11188.744362078856,2.0028811808517588e-8,-1.6832258210708748e-9,0.0,0.0,2.7035206757530257e-12,3.287348455919941e-13,-7305.939472106477,-223.06591487037787,-3433.2845482528005,91802.85438828036,4725.918918319268,-1.3241195227939428e-9,0.0,0.0,2.681735755965823e-12,3.283385952258406e-13,-14860.699513448024,-374.31138264668374,-78513.44264261279,5764.405708312816,1490.7538397845358,-1.0164783070274985e-9,0.0,0.0,3.023020476179829e-12,3.2767731066930656e-13,-9.674138338476268,-0.058193836265350296,-1488.5968501445811,142039.04252102887,4485.8009899820845,-1.9244770689771353e-9,0.0,0.0,2.67713957066974e-12,3.2854195302542147e-13,-26866.853963565893,-363.0608624970945,-60536.271905879614,25755.58024092036,1.0737088607482355e-7,-1.2949124673580024e-9,0.0,0.0,2.676036001598226e-12,3.3082180772669206e-13,1170.2581144020226,-165.59245004414714,-24980.320487385077,19241.302302984637,3.4279295182935807e-9,-4.148665576396968e-9,0.0,0.0,2.6576542226655874e-12,3.3122864814874916e-13,-2737.346576364591,-33.47209065266192,-15480.013994728515,31336.685215269765,3.505731087755069e-9,-4.160313782318128e-9,0.0,0.0,2.661910771692864e-12,3.3124894173414673e-13,-9936.900448240624,-170.87621973149302,-19969.820762819658
t196,3751.242739838142,2.4621890433798943e-9,-3.5146773283799353e-9,0.0,0.0,2.6738472611462814e-12,3.312863628468441e-13,11592.528194707404,-92.54228546617392,-13401.007741606732,36320.735000010005,9421.999999972708,-5.616677244489029e-9,0.0,0.0,2.6771435535217975e-12,3.302864900552501e-13,50649.78138579415,-500.88901241247027,-94041.69773247026,22476.401422153234,3.8158827163183676e-9,-4.073437057619613e-9,0.0,0.0,2.6596536531876204e-12,3.314092652086411e-13,-8624.047011548822,-86.66436479001636,-4289.794254307285,10545.548374588856,3.9829080545274826e-9,-2.1308198935221264e-9,0.0,0.0,2.7022674125890044e-12,3.2863193106658056e-13,-6817.139584086151,-217.83637036791708,-3289.3475377550562,89683.6232048412,4700.574273907343,-2.958268290643426e-9,0.0,0.0,2.6796652840456705e-12,3.2853190716911697e-13,-18246.255332764424,-140.4494135177994,-71496.81288617395,6920.958051560328,862.8106235472886,-2.1706568644826904e-9,0.0,0.0,3.02562372650796e-12,3.274781125631992e-13,-298.0618456296803,-1.7929619714772946,-1310.5231659445633,127383.07440319008,1631.9336589161396,-4.455354276930969e-9,0.0,0.0,2.6756129226690234e-12,3.286962452014323e-13,-15701.938147181434,-194.69220461658688,-53294.60874841223,25723.76074092072,2.4198124303348105e-9,-3.674601241199314e-9,0.0,0.0,2.674580037208259e-12,3.3080414285307114e-13,396.37833556529245,-168.93237703115577,-24167.94135413236,19459.866299137913,3.3532796557249477e-9,-4.243691557962428e-9,0.0,0.0,2.657269883875414e-12,3.312599372501897e-13,-3011.944283646897,-36.45635036387624,-15418.011764176652,30836.682465989175,3.412027108131129e-9,-4.268464065399479e-9,0.0,0.0,2.6617295340912484e-12,3.312740584041693e-13,-9939.301711209435,-170.86295149832512,-19467.44328703689
t197,3415.015375234882,3.028631475325136e-9,-2.975188252005884e-9,0.0,0.0,2.6739815679066467e-12,3.311355239743547e-13,12000.755213436572,-91.3299232450243,-13475.432120122148,36355.718000002365,9421.999999965179,-5.313556773596653e-9,0.0,0.0,2.676605347926996e-12,3.302486491523722e-13,45202.676526011965,-442.9526722773037,-88745.44855294033,23337.52555998004,3.841225941821127e-9,-4.047927264257554e-9,0.0,0.0,2.6599401625769982e-12,3.313191857359719e-13,-9536.794357726762,-76.787123463637,-4257.925528609051,10536.873535262166,3.5356188533247283e-9,-2.2352960075224672e-9,0.0,0.0,2.7025363655099417e-12,3.2848596942734247e-13,-6832.5709947375,-218.00146706846397,-3264.9110943751375,89597.59220457017,4655.000000027492,-3.2522359392482914e-9,0.0,0.0,2.6785881083476474e-12,3.2870589290784635e-13,-25134.707300937196,-196.66805693746522,-64270.03170779322,9521.234108732291,360.8088454407794,-2.1511125184294273e-9,0.0,0.0,2.9899313253068617e-12,3.2651850542758997e-13,-480.4956183815227,-2.890374544151496,-1133.2439184923003,109143.22754075236,536.5353532837179,-3.904831649266366e-9,0.0,0.0,2.675122323984223e-12,3.289474151096611e-13,-3689.636679305592,-46.72108801486859,-46085.25268535354,25286.438403360276,3.023129354836569e-9,-3.0555586586902186e-9,0.0,0.0,2.674681202355215e-12,3.307123062114002e-13,509.27186031813994,-82.63197573138383,-23929.504825741806,19112.80187585455,3.651895853791696e-9,-3.9188494507855124e-9,0.0,0.0,2.6576545356699395e-12,3.311698486666307e-13,-2112.393589519772,-26.652027438625268,-15990.106680871515,31040.924845203404,3.714341986356614e-9,-3.940440034107382e-9,0.0,0.0,2.6623266693472857e-12,3.3118320275025017e-13,-9926.105059158326,-170.93586989943708,-19684.7364815001
t198,3099.0740106315175,3.5472050887203918e-9,-2.711602843586231e-9,0.0,0.0,2.673963056943984e-12,3.311337392022715e-13,12969.936590926844,-95.8133837943462,-14119.705211919478,36390.7010000019,9421.999999967167,-4.6982931066316584e-9,0.0,0.0,2.6762497664688844e-12,3.303245948635751e-13,41119.77945401432,-408.8778704679312,-84765.68408456314,22872.18139751117,3.557548024950666e-9,-4.354717154136032e-9,0.0,0.0,2.659679358735817e-12,3.313376603200357e-13,-8868.991135511285,-84.01371646549515,-4445.931402351716,10641.181253402592,3.4991635713756863e-9,-2.215200424608464e-9,0.0,0.0,2.7024344608827807e-12,3.285272545939298e-13,-6793.553605998487,-217.58403004404698,-3409.071075301493,87564.21202067834,4655.000000038843,-3.3089484069905548e-9,0.0,0.0,2.6790061920341252e-12,3.2871030430271864e-13,-22653.343804263197,-171.99971370858495,-64767.3517070454,12689.297190140847,429.368991301245,-2.1054040660114967e-9,0.0,0.0,2.9973007831281915e-12,3.2654082037127845e-13,-3083.8325747979443,-18.550494180118058,-1063.0824036554482,101708.4257686882,2103.0610768385804,-3.6494857446883204e-9,0.0,0.0,2.675094374301993e-12,3.290833977882573e-13,-772.3539092315187,-59.081439677424065,-43232.01774865488,25649.5152409204,3.536419738374566e-9,-2.786063031826871e-9,0.0,0.0,2.6746070852106246e-12,3.307146611794993e-13,788.6608557546961,-81.42618269804031,-24574.38224480584,20954.63150763626,3.561856938925793e-9,-4.008189725125793e-9,0.0,0.0,2.6575695400107776e-12,3.311877733233544e-13,-2795.0902081200456,-33.96091424103117,-17134.621920447935,31893.159583792327,3.620559287259001e-9,-4.0270794377419335e-9,0.0,0.0,2.662267496588472e-12,3.3120274768664145e-13,-9911.211662773387,-171.01816369998534,-20551.700028872638
t199,2926.680828329879,3.97447135749103e-9,-2.535179222606979e-9,0.0,0.0,2.673816729888893e-12,3.311323386440445e-13,13466.653675991369,-103.2707258894257,-14046.613361752643,35900.2100000002,6760.824461181691,-4.8242730548402234e-9,0.0,0.0,2.6759159321346043e-12,3.3036641497613723e-13,40255.209841472446,-405.2183529284487,-80756.7669683125,21964.681134967785,3.40009176969458e-9,-4.520423744345024e-9,0.0,0.0,2.659606433545902e-12,3.3131960244399657e-13,-7866.822201045082,-94.8586282113009,-4518.910250782519,10854.134109340941,5.95388926533402e-9,-1.7430920382000263e-9,0.0,0.0,2.702502900446443e-12,3.285410864665198e-13,-6947.258516860519,-219.2284794217093,-3465.0301216247585,84926.12100666897,4655.0000000096825,-3.479883416095753e-9,0.0,0.0,2.6788115136840505e-12,3.288359119662529e-13,-21938.93170897351,-167.12659543320848,-62853.41902476566,16422.525008938734,3.3407981091009714e-8,-2.0351405813816834e-9,0.0,0.0,2.9476242615002803e-12,3.2510491768911745e-13,-6016.128738406707,-36.18943585343215,-1039.4143807206883,101601.60805553898,2.9648714177745554e-8,-3.5758765638816652e-9,0.0,0.0,2.674764127068563e-12,3.2929522101828367e-13,1160.0456185736907,-87.22992392794961,-42269.51814930798,25190.979903359865,3.9362001173932026e-9,-2.598989219928898e-9,0.0,0.0,2.674517786800638e-12,3.306922393010583e-13,1595.7028346079394,-77.94313357478526,-24929.854984299152,22580.43824270957,3.4971357571279345e-9,-4.078779571664214e-9,0.0,0.0,2.6576282574060142e-12,3.311789581405604e-13,-3803.655550211643,-44.841169482696955,-17730.102802946152,31914.665118633595,3.5484051030732202e-9,-4.099256943199017e-9,0.0,0.0,2.662440850525304e-12,3.311878270032358e-13,-9904.815255147987,-171.05350719583868,-20579.531284347435
t200,3101.5310106311817,6.142852897230784e-9,-1.8635990652034388e-9,0.0,0.0,2.6735357941506294e-12,3.3114845528033685e-13,13604.232007408073,-104.74493427777537,-14314.463883025915,42136.54399999781,3696.963132635561,-4.743910311549626e-9,0.0,0.0,2.6762093037503036e-12,3.303230915898307e-13,45387.80473396856,-431.318327651604,-89009.63458281822,21968.578288303856,3.188606264032149e-9,-4.882966157944735e-9,0.0,0.0,2.6596465562670268e-12,3.3132956896662395e-13,-7713.6390355246185,-96.5162907608711,-4672.675244538687,10962.779247151493,8.096761845709129e-9,-1.3730169574938324e-9,0.0,0.0,2.7023386876305544e-12,3.285988525625531e-13,-6938.1930268511,-219.13149007166857,-3582.934728144506,88219.46775339635,4655.000000026809,-2.989394683814253e-9,0.0,0.0,2.6786757051873777e-12,3.2885136840554747e-13,-22863.331680465228,-175.1115238533288,-65206.39594315036,19872.514887330657,2.2012913133810436e-8,-6.518212043218618e-10,0.0,0.0,2.946579113586172e-12,3.2547427889028466e-13,-7814.279613635047,-47.006037123637014,-1198.7793684841736,112460.06200248319,3.305045478377317e-8,-2.8713824684135872e-9,0.0,0.0,2.675178551928393e-12,3.2928582401867053e-13,-3075.2763588530242,-158.37449076785367,-48750.36098502305,24753.541728239976,5.985089837370573e-9,-1.9172808742648628e-9,0.0,0.0,2.6746688476228413e-12,3.307128498760112e-13,3274.3369448326266,-154.93202932042695,-26017.073127918567,23089.612393656764,3.4143960081937845e-9,-4.1726356575623424e-9,0.0,0.0,2.6577097712527525e-12,3.3117961970793694e-13,-4003.344078717679,-46.755798473445935,-18035.759167405577,32215.57939790121,3.491973099629617e-9,-4.160218907714108e-9,0.0,0.0,2.662592016534864e-12,3.3120443959045204e-13,-9858.309892162553,-171.3104736370106,-20926.436993717976
t201,3768.146646023738,2.237616615654572e-9,-4.117450675378637e-9,0.0,0.0,2.6711331838218574e-12,3.3123220022408466e-13,14199.382628369365,-108.355015429985,-14456.324559842493,47053.33200000555,4.363819819557871e-9,-2741.9716641431132,0.0,0.0,2.6743528915256674e-12,3.303292147010931e-13,53947.25799065418,-539.1530027092218,-95831.27169262573,20689.460401090073,3.0176277386788266e-9,-5.425099989990352e-9,0.0,0.0,2.659413846963397e-12,3.3141139557868125e-13,-6355.369858033933,-111.21472018760801,-4722.429675961817,11182.5754499468,2.288005648259276e-9,-2.4238304057936946e-9,0.0,0.0,2.7006882903101827e-12,3.2871392585714765e-13,-7116.032977250563,-221.03415404054422,-3621.0856525926306,99380.07245061254,8.442516428390345e-9,-7.796924501064668e-9,0.0,0.0,2.6767814646946704e-12,3.2906952373323853e-13,-27465.83850428398,-213.26678472193962,-65744.17041282832,22857.430644597272,7.504574962838738e-10,-739.5926201797075,0.0,0.0,2.9379321052526464e-12,3.254803632403394e-13,-7814.2796137288715,-47.006037124130515,-1277.6475383659879,124814.84236814786,4.114969972223735e-9,-6.141835481821972e-9,0.0,0.0,2.673563400905703e-12,3.2938908060230773e-13,-7647.0149644152325,-231.2398957083406,-51957.66656021682,24881.642215559576,2.2410416166418354e-9,-4.50262384285858e-9,0.0,0.0,2.673236882359979e-12,3.307696539612381e-13,3471.8184470555047,-155.65932647593232,-26341.200523127365,24595.196588153467,3.2731673174932923e-9,-4.376519386382367e-9,0.0,0.0,2.6574406623593623e-12,3.312591955676707e-13,-5396.114716140676,-61.64486650194367,-18118.794588421955,32275.700542946553,3.3537483079234396e-9,-4.340602299833644e-9,0.0,0.0,2.6623561120765237e-12,3.312769852069709e-13,-9823.808432225796,-171.50111223881072,-21020.678321496354
t202,3993.774916803013,4.123014556460287e-9,-2.2563122927241817e-9,0.0,0.0,2.671002683921084e-12,3.3119223390162797e-13,14632.78276206332,-133.7312050461025,-15064.600585085604,51869.39400000381,6.3748069150858955e-9,-8949.346928701054,0.0,0.0,2.6749367275347686e-12,3.3024116880371093e-13,63691.179173878314,-630.7535198735914,-104000.67857696235,19406.835075864412,2.687674767650434e-9,-6.293670121845077e-9,0.0,0.0,2.6596907866833078e-12,3.3136097818743853e-13,-4792.59758067603,-128.12616778871796,-4968.753732900008,11720.30666158391,7.153281660992903e-10,-2.3241999673825225e-8,0.0,0.0,2.6980234698152835e-12,3.2867228938931133e-13,-7459.0460461891325,-223.95449682918183,-3809.963109679511,104324.8584090935,7.833856629262505e-9,-7.1343346773043316e-9,0.0,0.0,2.677328276393324e-12,3.2915823414967393e-13,-29318.780760366517,-444.1658494235204,-68374.2159858353,22936.536793525578,49.443619339012194,-724.0451448328082,0.0,0.0,2.9462819406959078e-12,3.259704880091032e-13,-7814.279613728869,-47.00603712413059,-1421.7447819824115,140612.1612643135,6.8485209910548425e-9,-3.81924932069896e-9,0.0,0.0,2.6741153232586992e-12,3.293540259188805e-13,-17282.510092351087,-382.1744929277394,-57817.621133951376,24227.64270287953,4.442194457535627e-9,-2.254206884651196e-9,0.0,0.0,2.6734316064114074e-12,3.307020955572069e-13,5088.335870720043,-148.68272582562705,-27317.6716354161,26973.36141617356,3.566354978113128e-9,-4.044907794936615e-9,0.0,0.0,2.6577742716704405e-12,3.311962194098625e-13,-7405.391021514153,-81.0234822703173,-18448.925879532584,32602.51644960493,3.6312256872623756e-9,-4.009811442616368e-9,0.0,0.0,2.6626680010986025e-12,3.312094787662372e-13,-9339.692691835888,-173.6212124929127,-21827.369768036762
t203,3564.052005304587,4.243311315409294e-9,-1.4219241119026758e-9,0.0,0.0,2.6703053331192324e-12,3.311535652130341e-13,15288.762480740284,-235.79118029531585,-15086.737441764339,49152.11057208649,5.7360325423409615e-9,-9421.999999986676,0.0,0.0,2.6748224800255034e-12,3.3019385369733046e-13,67544.50501616126,-637.6958858172381,-104650.18318815187,16323.628692906535,1.850426553432586e-8,-7.458808507335719e-10,0.0,0.0,2.662350940625501e-12,3.314338290922258e-13,-1748.0248687044714,-134.45964847474943,-4917.453100579809,11072.773254432186,1.5274346549153608e-8,-1.5712572543328626e-9,0.0,0.0,2.7006694816745573e-12,3.286431873886523e-13,-6918.491589077799,-190.1332854616254,-3770.626582423387,105309.61996345084,7.549099000632441e-9,-1007.4120272689574,0.0,0.0,2.6775914636540488e-12,3.2924267630968586e-13,-29376.546018878733,-674.0857594047943,-67833.96043440564,22529.234477466358,237.7726307519821,-495.3860464995907,0.0,0.0,2.9470451850927e-12,3.2603491361233395e-13,-7814.279613729008,-47.00603712413101,-1431.430575669242,151913.52220916434,8.173183274888154e-9,-1.4340005524816824e-9,0.0,0.0,2.673530030969871e-12,3.293625595555273e-13,-27859.15527788603,-547.587900932614,-58211.51007721582,20554.928664839328,4.452832202230475e-9,-1.4319491507274253e-9,0.0,0.0,2.6730174258790264e-12,3.3061031267034743e-13,8648.52287776419,-179.82104875147184,-27142.867958570147,30033.669211482695,3.4695077364995605e-9,-4.1463918772804815e-9,0.0,0.0,2.6578789534506237e-12,3.3120088096494045e-13,-10568.754301206944,-99.20494395454587,-18309.507471780274,30358.567272553817,3.564132833381832e-9,-4.0792911620029646e-9,0.0,0.0,2.6637221487901796e-12,3.3120268412654807e-13,-7196.538705182762,-202.34031052269347,-21669.136381579512
t204,3712.29936991643,1.2620696771206105e-9,-6.210611726904459e-8,0.0,0.0,2.667359550503045e-12,3.311224349747027e-13,14992.974266095218,-319.2108996654131,-14767.496873866792,44218.8060000077,1.536573647617438e-9,-9422.000000327618,0.0,0.0,2.672234619070835e-12,3.3007626460862793e-13,73498.16620841235,-576.04721437262,-105793.83715086002,16747.078456971954,2.5022418523284394e-9,-6.628194881877516e-9,0.0,0.0,2.6596337503235187e-12,3.3132879060817045e-13,-2317.7958017729106,-103.67316808046337,-4832.704892320048,10855.482978834463,8.654568443194678e-10,-2.1659063801177815e-8,0.0,0.0,2.6978683586080227e-12,3.285050068839343e-13,-6715.83577070024,-215.30786105847673,-3705.6429739697896,113929.27265074711,1.1292200241223022e-9,-4725.918918273247,0.0,0.0,2.6719880948084524e-12,3.2907613272792713e-13,-33609.99437732697,-816.8183965690744,-68216.19259783952,15164.60828408429,207.4807630669277,-555.6174918938516,0.0,0.0,2.9478688711073965e-12,3.2611410324708175e-13,-347.88158711933784,-31.59234602451147,-1473.5064780160042,170165.20482292847,1.337403262339769e-9,-2707.966974513492,0.0,0.0,2.667646594855725e-12,3.2917589936314476e-13,-40718.38991678664,-616.5154604960092,-59922.59677265081,22205.729852636665,1.275099198272817e-9,-5.7266955095559704e-8,0.0,0.0,2.670375921195297e-12,3.3051370440158494e-13,6870.42422785489,-220.59218722220726,-26934.028219454787,26065.24995677122,3.4152838255181002e-9,-4.207018657763988e-9,0.0,0.0,2.6577471062166848e-12,3.312118928104004e-13,-6840.252688901018,-77.59084296079811,-18112.81803136248,27445.873439219704,3.44626162435116e-9,-4.210238540467275e-9,0.0,0.0,2.6633531625665292e-12,3.3121827011335636e-13,-4811.414559755344,-50.17213448089902,-21445.90304575644
t205,3405.6153699163115,3.05017160587439e-9,-4.390005553956266e-8,0.0,0.0,2.6674648021454544e-12,3.3111542123148316e-13,15202.101940073248,-318.6833771474913,-14670.821870757694,41809.443000007406,3.742149521182507e-9,-9422.000000118578,0.0,0.0,2.6730543242593012e-12,3.300691807632225e-13,76735.47830800698,-652.6992592215369,-106468.48216096633,19828.72597859936,2.81173285903903e-9,-5.417162761874984e-9,0.0,0.0,2.659724540623224e-12,3.3135150578612864e-13,-5540.83953281192,-54.796116375316814,-4789.06278631814,10846.808139510527,1.0960357080941963e-9,-2.0264646585428472e-8,0.0,0.0,2.6981304179619396e-12,3.2850062634886276e-13,-6737.276862618807,-216.98193961351774,-3672.178885622037,113341.85755816617,5.092981037600162e-9,-4725.918918276467,0.0,0.0,2.671552242216311e-12,3.291034209046398e-13,-33609.99437732926,-816.8183965690619,-67628.77750525728,14714.912101739716,230.5318091270141,-518.8545557930181,0.0,0.0,2.9472538940239374e-12,3.261470113052809e-13,54.85814363877421,-31.448588786560638,-1486.651523066454,169933.26759440766,524.5408738568025,-2063.523688327154,0.0,0.0,2.666860572605599e-12,3.2915036171255735e-13,-41121.12964754276,-616.3717032580427,-60457.16193803577,23006.244865316552,3.058650472465248e-9,-4.043709912244511e-8,0.0,0.0,2.670543694066528e-12,3.305037992126266e-13,5969.093806887233,-213.55622076753124,-26847.284744093235,23174.002021742457,3.3829830752872385e-9,-4.241910245651713e-9,0.0,0.0,2.657713327942714e-12,3.3121997851496726e-13,-4190.013293149781,-42.21206059516254,-17942.56705681614,29370.122097755167,3.4123057556482217e-9,-4.258080347545808e-9,0.0,0.0,2.6633938935777195e-12,3.3121736607946685e-13,-6762.278485153697,-133.47795649060677,-21252.6761348741
t206,3109.074369916437,3.4068060549392118e-9,-6.042945342134553e-8,0.0,0.0,2.667459899670851e-12,3.311528303572171e-13,15341.78863736898,-318.33101881565506,-14514.553181212032,39772.969698391666,5.551629169639681e-9,-9421.999999995605,0.0,0.0,2.675230757165851e-12,3.3016356934264913e-13,78125.9767412559,-692.3930935672527,-105743.11962404223,21144.86682254205,2.9273056570482304e-9,-5.05069544141452e-9,0.0,0.0,2.659649353426829e-12,3.3139231357739405e-13,-6892.37624511449,-72.38040749492478,-4718.498335719268,10316.594709490219,2.9639668497120256e-9,-3.9101434744828225e-9,0.0,0.0,2.7001444269020877e-12,3.285418510218688e-13,-6271.145202129597,-211.99491665944407,-3618.0711620179554,112094.45018076773,8.603325293865667e-9,-4655.000000087595,0.0,0.0,2.6710393014941858e-12,3.2916453700281874e-13,-33609.994377322495,-816.8183965691163,-66452.28904606495,14528.28497940286,242.82709964635617,-508.18129485652685,0.0,0.0,2.9451217888408142e-12,3.261344098529091e-13,182.73286465461172,-31.413457720353136,-1450.9379353336064,168186.04455175748,696.0699228631298,-1812.4077254669066,0.0,0.0,2.6672678210894004e-12,3.2925910866039905e-13,-41249.004368566675,-616.336572191896,-59004.80937023331,21537.1558526366,3.4092171261491055e-9,-5.516488657884226e-8,0.0,0.0,2.6703222285594074e-12,3.3055398060777697e-13,7422.066445843862,-228.178859366082,-26801.923093159265,25112.66619747712,3.3365122860346613e-9,-4.296223853665591e-9,0.0,0.0,2.65758161045533e-12,3.3126344545539304e-13,-6172.615899105551,-54.44394204471321,-17874.164863695776,29516.24580158719,3.353468988955163e-9,-4.33280874949781e-9,0.0,0.0,2.6632385830021447e-12,3.312453471544616e-13,-6877.428596884556,-187.78140104909778,-21175.042837858062
