Resource,Small_Electrolyzer_1,Small_Electrolyzer_2,Small_Electrolyzer_3,Flex_Demand_1,Large_SMR_1,Large_SMR_2,Large_SMR_3,Large_SMR_wCCS_90pct_1,Large_SMR_wCCS_90pct_2,Large_SMR_wCCS_90pct_3,Above_ground_storage_1,Above_ground_storage_2,Above_ground_storage_3
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.64538746449449,505.3604456379877,211.41992261904744
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3468258260036,458.52147949870084,194.31700595238078
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99826418751269,434.91251335941394,185.96408928571412
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0097025490218,434.91251335941394,187.28117261904745
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.55114091053089,457.77354722012706,196.42825595238077
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.66257927203999,495.71458108084016,210.35621428571437
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.81309154928768,549.1456149415533,231.0132976190477
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.96360382653536,615.8266488022664,256.66038095238105
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.11411610378305,685.7771059399624,283.87775595238105
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.26462838103073,759.5381398006755,314.1548392857144
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.4151406582784,833.2991736613885,341.2522142857144
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.5656529355261,899.3902075221016,366.6792976190477
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.7970912970352,938.0312413828146,381.76638095238104
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.73852965854428,945.5722752435278,385.14346428571434
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.35996802005337,933.6033091042409,381.1705476190477
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.45140638156246,906.744342964954,371.597630952381
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.48284474307155,873.595376825667,359.6547142857143
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.41428310458065,845.74641068638,349.7017976190476
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.45572146608976,818.5574445470932,339.99888095238094
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.76715982759885,804.0099167693154,328.67596428571426
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.77859818910795,764.9109506300285,314.4930476190476
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.95003655061706,720.8519844907416,298.44013095238097
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.27147491212615,682.8144567129639,278.2772142857143
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.07291327363525,618.905490573677,254.74429761904764
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.60435163514435,559.29652443439,232.83138095238098
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.65578999665345,508.6175582951031,214.28846428571433
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.91722835816256,482.74859215581614,205.08554761904765
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.40866671967166,487.6496260165292,207.46263095238095
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.89010508118076,516.0306598772423,215.25000595238095
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.96154344268986,559.6316937379554,232.20708928571426
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.11205571993754,622.0827275986685,256.2641726190476
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.26256799718523,695.8437614593815,284.8112559523809
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.4130802744329,769.6047953200946,315.08833928571426
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.56359255168059,841.2305819585854,343.18571428571425
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.16678461147822,914.9916158192984,373.4627976190476
t76,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,157.3172968887259,975.5882052355671,398.499880952381
t77,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,165.158735250235,1007.5147946518357,412.7369642857143
t78,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,166.94676302801275,1007.5147946518357,414.7440476190476
t79,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,165.8082013895218,995.0458285125488,409.08113095238093
t80,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0296397510309,967.0368623732619,397.56821428571425
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.13107811254002,949.4093345954841,383.5752976190476
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.17251647404913,916.3603684561972,371.67238095238093
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.33395483555825,884.0014023169103,360.02946428571425
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.73539319706734,847.1524361776235,346.6865476190476
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.78683155857644,802.3634700383366,330.3536309523809
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.95826992008554,752.3945038990497,312.07071428571425
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.18970828159463,691.0255377597629,289.49779761904756
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.83114664310374,620.326571620476,263.4148809523809
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.24258500461283,554.1176054811891,239.0219642857142
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.23402336612193,497.23863934190217,218.13904761904755
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.63546172763104,482.46934493359294,207.01613095238088
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.48690008914014,483.620378794306,207.9832142857142
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.50833845064923,509.29141265501914,218.19029761904753
t94,0.0,0.0,0.0,0.3439999999999719,0.0,0.0,0.0,0.0,0.0,0.0,108.22977681215833,551.1964465157329,234.37738095238086
t95,0.0,0.0,0.0,4.343999999999972,0.0,0.0,0.0,0.0,0.0,0.0,113.74473550248749,616.437480376446,257.9744642857142
t96,0.0,0.0,0.0,4.343999999999972,0.0,0.0,0.0,0.0,0.0,0.0,122.89524777973517,690.1185142371592,286.2615476190475
t97,0.0,0.0,0.0,-0.33600000000001806,0.0,0.0,0.0,0.0,0.0,0.0,132.04576005698286,763.8795480978722,316.53863095238086
t98,0.0,0.0,0.0,-7.64400000000001,0.0,0.0,0.0,0.0,0.0,0.0,141.19627233423054,837.6405819585852,346.8157142857142
t99,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,150.34678461147823,911.4016158192983,376.9527976190476
t100,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,159.4972968887259,979.0426496800114,401.4598809523809
t101,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,166.828735250235,1007.5147946518357,414.55696428571423
t102,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,166.94676302801275,1007.5147946518357,414.7440476190476
t103,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,164.78820138952184,989.0558285125488,406.82113095238094
t104,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,159.83963975103092,954.1768623732619,392.7182142857143
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.71107811254,914.3534452286268,376.0052976190476
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.5825164740491,874.37447908934,361.4923809523809
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.5739548355582,835.1255129500531,347.2494642857142
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.75539319706732,791.1365468107662,331.22654761904755
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.51683155857643,738.7575806714792,312.0436309523809
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.34826992008551,697.8500528937014,290.7907142857142
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.12970828159463,644.9025251159237,265.00779761904755
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.24114664310373,565.1635589766368,235.5148809523809
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.15258500461283,490.1645928373499,207.81196428571423
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.74402336612192,425.015626698063,183.81904761904758
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98546172763102,387.2266605587761,170.1261309523809
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.98690008914012,387.2266605587761,169.21321428571423
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.39833845064922,409.27769441948914,178.05029761904757
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.65977681215831,448.1087282802023,193.2073809523809
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.810289089406,507.73976214091573,216.2044642857142
t120,0.0,0.0,0.0,1.0000000000000315,0.0,0.0,0.0,0.0,0.0,0.0,107.96080136665368,581.5007960016288,244.14154761904754
t121,0.0,0.0,0.0,1.0000000000000315,0.0,0.0,0.0,0.0,0.0,0.0,117.11131364390137,654.5618298623419,272.1886309523809
t122,0.0,0.0,0.0,-2.8339999999999606,0.0,0.0,0.0,0.0,0.0,0.0,126.26182592114905,728.322863723055,302.1057142857142
t123,0.0,0.0,0.0,-7.009999999999948,0.0,0.0,0.0,0.0,0.0,0.0,135.41233819839675,802.083897583768,332.1627976190475
t124,0.0,0.0,0.0,-7.009999999999948,0.0,0.0,0.0,0.0,0.0,0.0,144.56285047564444,875.8449314444812,360.4798809523809
t125,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,145.79245348576757,938.8159653051943,383.59696428571436
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.37389184727667,983.546999165907,399.47404761904767
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.62533020878575,998.78803302662,405.751130952381
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.32676857029486,987.2890668873331,401.95821428571435
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.41820693180395,965.5715391095555,387.9352976190477
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.15964529331305,913.1025729702686,368.712380952381
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.12108365482214,856.0036068309818,347.74946428571434
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.93252201633123,809.126079053204,324.25654761904764
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.11396037784033,735.677112913917,297.13363095238094
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.07539873934942,655.0881467746301,267.3207142857143
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.61683710085853,566.1191806353432,234.35779761904763
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.36827546236763,472.5202144960564,199.64488095238096
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.66971382387673,388.0512483567693,168.37196428571428
t138,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.80115218538583,339.4134045348376,143.3690476190476
t139,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,50.462590546894724,302.2544383955507,128.40613095238092
t140,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,50.08402890840382,302.2544383955507,124.42321428571427
t141,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,53.80546726991289,310.4054722562638,129.54029761904758
t142,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,60.42690563142199,331.6165061169769,141.0773809523809
t143,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,69.57741790866967,379.14753997769,159.51446428571424
t144,0.0,0.0,0.0,0.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,78.72793018591736,441.2485738384031,180.15183928571423
t145,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,87.87844246316504,513.3996076991162,208.15892261904756
t146,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,97.02895474041273,581.4906415598293,234.3360059523809
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.17946701766041,655.2516754205424,264.61308928571424
t148,0.0,0.0,0.0,-2.452388494289039,0.0,0.0,0.0,0.0,0.0,0.0,115.3299792949081,729.0127092812555,294.3101726190476
t149,0.0,0.0,0.0,-2.452388494289039,0.0,0.0,0.0,0.0,0.0,0.0,124.48049157215578,795.6137431419686,319.9272559523809
t150,0.0,0.0,0.0,-2.452388494289039,0.0,0.0,0.0,0.0,0.0,0.0,133.63100384940347,847.2747770026817,339.9243392857142
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.64244221091258,881.2181993576838,352.32142261904755
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.5238805724217,888.4292332183971,355.56850595238086
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0953189339308,870.2402670791103,349.25558928571417
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.3967572954399,821.0413009398234,331.2626726190475
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.32819565694899,752.0423348005364,305.81975595238083
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.56963401845809,678.9333686612495,278.8268392857142
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.93107237996715,606.5744025219627,252.11392261904751
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.12251074147625,539.0754363826758,227.23100595238085
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.88394910298535,474.93647024338884,203.61808928571418
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.78538746449446,417.51750410410193,182.5351726190475
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.89682582600356,367.19853796481516,164.12225595238084
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.47826418751266,331.4495718255282,151.19933928571416
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.04970254902176,313.2606056862414,144.8864226190475
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.30114091053086,316.73163954695445,146.73350595238082
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.53257927203995,337.76267340766753,155.19058928571414
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.37401763354906,374.1037072683807,169.41767261904747
t167,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,88.52452991079674,429.39474112909375,189.2647559523808
t168,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,97.67504218804443,493.00577498980687,213.76183928571413
