t,SE_Electrolyzer,MIDAT_Electrolyzer,NE_Electrolyzer,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Above_ground_storage,MIDAT_Above_ground_storage,NE_Above_ground_storage
11,23422.32012039179,28754.233916057445,1482.1825612732096,3.4631809662172757e-12,3.3566770675771507e-12,2.665987933155231e-12,3.4871835887617208e-12,3.534243991235203e-12,2.7519609083535314e-12,1.7139720371004733e-11,1.6701465257999918e-11,329.8174387268384
12,23422.32012039179,28754.233916057416,1491.7283888678164,3.4629519927296114e-12,3.3557513092768884e-12,2.6648597417673184e-12,3.4883922144237583e-12,3.5122905130265676e-12,2.7493972091911257e-12,1.7137098061682745e-11,1.6705095997890372e-11,320.2716111322312
13,23422.32012039179,28754.233916057437,1538.3486026762505,3.462675697148742e-12,3.3558620204310147e-12,2.6628947251361565e-12,3.4894799944970826e-12,3.4959991512074853e-12,2.7477407018890456e-12,1.7092882877733218e-11,1.669861846515149e-11,273.6513973237972
14,23422.32012039179,28754.23391605744,4011.485820856372,3.4627920468011213e-12,3.3570133029581174e-12,2.6594461151553016e-12,3.490300513318048e-12,3.4868186751787085e-12,2.74685630400314e-12,1.7100270102523287e-11,1.6668183020503048e-11,4.3990508183183745e-11
15,23422.32012039179,28754.233916057445,2644.656177403855,3.4622724146506507e-12,3.356882248666332e-12,2.659192796687001e-12,3.490715216807858e-12,3.475856490880469e-12,2.74694197157718e-12,1.7037656040681878e-11,1.6653132737591172e-11,4.400323155141621e-11
16,23422.32012039179,28754.23391605745,1703.5096213254133,3.46368728794803e-12,3.3557556684083223e-12,2.6618782176071514e-12,3.49061454155238e-12,3.461621316804333e-12,2.7480733266061734e-12,1.7101841201102597e-11,1.6667805907608933e-11,108.49037867463385
17,23422.32012039179,28754.233916057434,1745.87075830821,3.463391995139635e-12,3.355893463574736e-12,2.6631236722893467e-12,3.489866514622443e-12,3.4526659985387566e-12,2.7496689925079935e-12,1.7092636500269088e-11,1.6632896608157733e-11,66.12924169183702
18,23422.320120391785,28754.23391605748,1897.3716897768988,3.4639848502582434e-12,3.357152297387916e-12,2.6628772480312404e-12,3.490927466594671e-12,3.449581128390961e-12,2.7515948277723026e-12,1.709068966110012e-11,1.6594031072070707e-11,4.406389833566355e-11
19,23422.32012039179,28754.233916057467,6130.939202257152,3.4647748676162417e-12,3.3660406831099785e-12,2.666586676665765e-12,3.4911587216292833e-12,3.457255384556403e-12,2.7546705921572938e-12,1.7079817080117145e-11,1.645798112876461e-11,1.6209403887373317e-11
20,23422.32012039179,28754.23391605747,6130.939202257152,3.464904591650993e-12,3.3655540966864004e-12,2.668602788267637e-12,3.4908264745694173e-12,3.449239165880391e-12,2.757377542522415e-12,1.7062315274176532e-11,1.6464329269012763e-11,1.6121307982126172e-11
21,23422.32012039179,28754.23391605748,6130.939202257152,3.4648182616984087e-12,3.3566877187358915e-12,2.669595222792566e-12,3.4900507061232175e-12,3.4332502750939043e-12,2.7597994171112767e-12,1.7104533264521594e-11,1.6487840943232912e-11,1.6058942907991975e-11
22,23422.32012039179,28754.23391605736,6130.939202257152,3.464754833415314e-12,3.3553263007100383e-12,2.670283565775964e-12,3.48922104715107e-12,3.4270706202510287e-12,2.7620741515247404e-12,1.710161383836545e-11,1.6492110617964343e-11,1.599763689201715e-11
23,23422.32012039179,28754.233916057477,6130.939202257152,3.4647155614172416e-12,3.354142445146856e-12,2.6706055666158976e-12,3.488129580787071e-12,3.4228688769246854e-12,2.764065433766095e-12,1.7099978647638512e-11,1.6492111366625414e-11,1.5944500061205283e-11
24,23422.32012039179,28754.233916057463,6130.939202257152,3.4647262797464223e-12,3.3543994871534445e-12,2.6706385497103737e-12,3.486727173512024e-12,3.4221586699069525e-12,2.765634738351148e-12,1.7078856079612153e-11,1.6489680343850485e-11,1.589736505995324e-11
25,23422.32012039179,28754.233916057445,6130.939202257152,3.4647140992717345e-12,3.3565124747908304e-12,2.670790371026661e-12,3.485031109313968e-12,3.423081660473537e-12,2.7671752718244977e-12,1.706696984125258e-11,1.6489058857709505e-11,1.5855261723987086e-11
26,23422.32012039179,28754.233916057423,6130.939202257152,3.4643637412245977e-12,3.3558994028413068e-12,2.6706284399756573e-12,3.4830052245714253e-12,3.418855481421924e-12,2.7681184327695585e-12,1.711570072806874e-11,1.6497505374516687e-11,1.58272018894252e-11
27,23422.32012039179,28754.233916057496,6130.939202257153,3.4643823125617788e-12,3.355592197322995e-12,2.670639469024265e-12,3.480764052039938e-12,3.41593288040174e-12,2.769073018348034e-12,1.7100896097072974e-11,1.6490254839642277e-11,1.5797746704176914e-11
28,23422.32012039179,28754.23391605741,6130.939202257152,3.464375645703123e-12,3.3568725187215253e-12,2.6708082198852335e-12,3.4784326523462587e-12,3.417522546075719e-12,2.7698069198770767e-12,1.7092866897791583e-11,1.6482574593742948e-11,1.5772790871101266e-11
29,23422.32012039179,28754.233916057492,6130.939202257151,3.4643576484072414e-12,3.363882457573492e-12,2.67089057441998e-12,3.475910481127295e-12,3.4257038822011727e-12,2.7700997321090438e-12,1.7078938320381092e-11,1.6477155097833126e-11,1.5753498825856148e-11
30,23422.32012039179,28754.233916057456,6130.939202257152,3.464292690648344e-12,3.3642824296905633e-12,2.670896070128142e-12,3.4731651981703293e-12,3.423537633154509e-12,2.7702442967570083e-12,1.704405856156138e-11,1.6478381191035382e-11,1.5742362757798598e-11
31,23422.32012039179,28754.233916057445,6130.939202257152,3.4636144264013564e-12,3.3599258257666104e-12,2.670616581659519e-12,3.469944709090209e-12,3.4163711237707593e-12,2.770251824035577e-12,1.6902776283685712e-11,1.6452079585747976e-11,1.5732900880449316e-11
32,23422.320120391785,28754.23391605748,6130.939202257152,3.4640083962737967e-12,3.3580788641368227e-12,2.6701734471984415e-12,3.4664364980358947e-12,3.4100659821674097e-12,2.770047839047358e-12,1.72353088567741e-11,1.654277731818927e-11,1.5755861007088102e-11
33,23422.320120391785,28754.233916057445,6130.939202257153,3.4633495896967558e-12,3.358078465424598e-12,2.6697630479747467e-12,3.462840428059187e-12,3.4092950429674498e-12,2.7696921635544765e-12,1.716936332594959e-11,1.657056190148849e-11,1.5786839507533275e-11
34,23422.32012039179,28754.23391605744,6130.939202257152,3.4624193544786815e-12,3.356509870761639e-12,2.6694337415961156e-12,3.4588879298561734e-12,3.4037152949002224e-12,2.769022794570443e-12,1.715033817407342e-11,1.6564291374734154e-11,1.5761254117212313e-11
35,23422.32012039179,28754.233916057223,6130.939202257153,3.460340509657462e-12,3.3480108303328137e-12,2.6685079585808485e-12,3.454508280797977e-12,3.3898950448061086e-12,2.7682281597440248e-12,1.7117320391388322e-11,1.657133872232307e-11,1.5741961399889235e-11
36,23422.32012039179,28754.23391605735,6130.939202257152,3.4582780469239663e-12,3.345209254016492e-12,2.6667743216457956e-12,3.4494249515449287e-12,3.3854451376911235e-12,2.7670624223882276e-12,1.696074907813339e-11,1.630057094548755e-11,1.546051859466545e-11
37,23422.32012039179,28754.233916057463,6130.939202257151,3.455827800896482e-12,3.3470221007437323e-12,2.6653101487937556e-12,3.4446166427454067e-12,3.38589475829711e-12,2.7658439574529956e-12,1.6997871922779764e-11,1.6330010473709815e-11,1.545790644212915e-11
38,23422.32012039179,28754.233916057467,6130.939202257152,3.4524391870867834e-12,3.3456935808946725e-12,2.6632584297840156e-12,3.439999720667376e-12,3.384732177691249e-12,2.7646010892633584e-12,1.7343080018575312e-11,1.6716085077240054e-11,1.5778613760606694e-11
39,23422.32012039179,28754.233916057445,6130.939202257152,3.444479790572335e-12,3.341278418423935e-12,2.6583755569420047e-12,3.4349357807761763e-12,3.3837533711182247e-12,2.763019371032084e-12,1.7403568873252906e-11,1.6807212933463493e-11,1.5811183771320818e-11
40,23422.320120391785,28754.233916057412,6130.939202257153,3.429588811622333e-12,3.3267908319959635e-12,2.649619946429723e-12,3.429530077835771e-12,3.3735249522548366e-12,2.76082330767928e-12,1.6435228774899788e-11,1.5993482247681985e-11,1.4832616662212942e-11
41,23422.320120391785,28754.233916057452,6130.93920225715,3.4142455543131642e-12,3.311608196400144e-12,2.641500561051017e-12,3.424924262023716e-12,3.3657285929954306e-12,2.759438562653284e-12,1.5558888194977088e-11,1.5218242941664532e-11,1.472257045148268e-11
42,23422.320120391792,28754.233916057387,6130.939202257147,3.4060695193009796e-12,3.3035948021475354e-12,2.637515257122631e-12,3.4224679859424594e-12,3.3586169231467773e-12,2.758582474855261e-12,1.5474138413693762e-11,1.5264297574600515e-11,1.4691652634466232e-11
43,23422.32012039179,28754.23391605747,6130.93920225715,3.402909200911333e-12,3.3022730589500546e-12,2.6371307931898383e-12,3.4220836465722875e-12,3.3550635851732707e-12,2.7585752525721664e-12,1.5624151141519632e-11,1.531874511014603e-11,1.4727393913959385e-11
44,23422.320120391785,28754.23391605744,6130.939202257149,3.403756117943739e-12,3.3044497517279427e-12,2.6403506715663286e-12,3.4240211343461433e-12,3.355505886410336e-12,2.759412008386518e-12,1.5820911052348606e-11,1.536203144162396e-11,1.4749968919859998e-11
45,23422.32012039178,28754.233916057437,6130.939202257151,3.4084834731797697e-12,3.3101362672093425e-12,2.6477659717925093e-12,3.4285433673235884e-12,3.35342080370019e-12,2.761284682893708e-12,1.604150151193311e-11,1.5668504964192824e-11,1.4699819650775297e-11
46,23422.320120391785,28754.233916057445,6130.939202257152,3.4112202685856064e-12,3.3125040893486427e-12,2.6579846596848033e-12,3.4349294910294386e-12,3.348764141931234e-12,2.763557128716355e-12,1.60991194738111e-11,1.5691139139592345e-11,1.577826163408855e-11
47,23422.32012039179,28754.23391605749,6130.939202257152,3.4129443581073853e-12,3.3105996229437557e-12,2.6637824825194155e-12,3.443651240392083e-12,3.3396584872570967e-12,2.7653591167560944e-12,1.6140801095566686e-11,1.5722883316300107e-11,1.574915863593334e-11
48,23422.320120391785,28754.23391605743,6130.939202257152,3.4142636910729066e-12,3.3114725918295224e-12,2.66702859826252e-12,3.4550061555359927e-12,3.3365086171934405e-12,2.7669823925881896e-12,1.6184184164848984e-11,1.5745624319345656e-11,1.5722753310375703e-11
49,23422.32012039179,28754.23391605744,6130.939202257152,3.4158767253198785e-12,3.3149596950702544e-12,2.6687385451834995e-12,3.4694613121209336e-12,3.3374115161299978e-12,2.768515696791515e-12,1.624045948956502e-11,1.5777203929931803e-11,1.5702387806386148e-11
50,23422.32012039179,28754.233916057437,6130.939202257152,3.419395176533629e-12,3.3149496692729604e-12,2.669390081336265e-12,3.487036580898193e-12,3.333776824385949e-12,2.7698731912078783e-12,1.630306028321036e-11,1.581355717356739e-11,1.568226574847647e-11
51,23422.320120391785,28754.23391605738,6130.939202257152,3.4266516466338005e-12,3.3104064048397746e-12,2.6692651136523337e-12,3.508389023392751e-12,3.32434365831846e-12,2.7708606604277394e-12,1.6417755443716686e-11,1.5868616216717916e-11,1.5681278982698796e-11
52,23422.320120391785,28754.23391605751,6130.939202257152,3.4424588831403264e-12,3.3093787889061625e-12,2.6689296979499555e-12,3.5344102607099604e-12,3.3198481319993527e-12,2.771797797785667e-12,1.652193213563325e-11,1.5926621334531322e-11,1.56688756812285e-11
53,15307.750293014044,28754.233916057423,6130.939202257152,3.4713411653834344e-12,3.3096869522624663e-12,2.6682133139462226e-12,3.565784310027026e-12,3.3165555351493587e-12,2.772487042828107e-12,4.094482784109831e-11,1.7700671858270306e-11,1.568652314143487e-11
54,2602.4800133768676,14226.704443947147,6130.939202257152,3.5191953082736082e-12,3.316653324631733e-12,2.666678659968885e-12,3.6045429445239105e-12,3.3178891064749315e-12,2.7727248880815168e-12,12168.51998662316,3.9888363889731056e-11,1.545601088181385e-11
55,2602.4800133768676,11132.430975277548,6130.939202257152,3.5465827639546916e-12,3.322615380277723e-12,2.6660325001999466e-12,3.647706567127764e-12,3.316375325717941e-12,2.772991969866089e-12,12168.519986623165,3.9890052370816346e-11,1.544298691364261e-11
56,8654.15202641712,28754.233916057412,6130.939202257152,3.5620511248627502e-12,3.3246981825023463e-12,2.6654461778043373e-12,3.696811674083957e-12,3.312622370817916e-12,2.773463938396438e-12,6116.847973582913,1.6727546997253062e-11,1.5454088611603816e-11
57,20541.34569593606,28754.23391605748,6130.939202257153,3.5610725809068174e-12,3.326005248209234e-12,2.666707495927575e-12,3.752193814611239e-12,3.3034396796541476e-12,2.774010364661016e-12,3.7891442503183444e-11,1.875382951125782e-11,1.5795321222200255e-11
58,19004.143630384613,28754.23391605745,6130.939202257151,3.5592357816610594e-12,3.3176332322064986e-12,2.6674923162450203e-12,3.8157615237297426e-12,3.2967853169938956e-12,2.7741775035321408e-12,3.7894183566472304e-11,1.689271617455917e-11,1.5744969953486305e-11
59,15618.675843979616,28754.233916057445,6130.939202257153,3.5626909078553107e-12,3.3129014571483044e-12,2.6677503908079317e-12,3.889466555595703e-12,3.2954054181778143e-12,2.774247881932866e-12,3.790746178878634e-11,1.6679611230247267e-11,1.572118539158174e-11
60,17632.28379378083,28754.23391605741,6130.939202257152,3.585158591420233e-12,3.308682382687076e-12,2.6676962344512226e-12,3.975171208576385e-12,3.291327910104488e-12,2.774577327375548e-12,3.7897264564206406e-11,1.6934101566653402e-11,1.5836123498828908e-11
61,20215.204070909396,28754.233916057357,6130.939202257152,3.65989430564378e-12,3.2969558333219367e-12,2.6670034388619527e-12,4.076110115395204e-12,3.2716023719873012e-12,2.774287793972945e-12,3.7892922098582084e-11,1.7883195960820746e-11,1.574203707459694e-11
62,20669.675941369023,28754.233916057434,6130.939202257152,3.8164664761933875e-12,3.2865737878427884e-12,2.66598485361223e-12,4.197126420468472e-12,3.2713088323340045e-12,2.774088771957337e-12,3.789214544691764e-11,2.012130909140405e-11,1.5800968447605695e-11
63,20516.05720098891,28754.233916057423,6130.939202257152,4.134626074834465e-12,3.2673779915996313e-12,2.664333987492542e-12,4.3454128325473306e-12,3.2693807021408246e-12,2.7734235334679325e-12,3.789323367081898e-11,2.4357814155455444e-11,1.5824960645002523e-11
64,2602.4800133768663,3194.9148795619385,6130.939202257151,4.866218902520518e-12,3.2258475603178287e-12,2.6625242494517488e-12,4.546695216785886e-12,3.2634271052419137e-12,2.7723639196046167e-12,12515.018217142497,12483.984911506366,1.5598220507719405e-11
65,2602.4800133768654,3194.9148795619385,6130.939202257152,5.043471343267204e-12,3.1952132621917003e-12,2.661524402445895e-12,4.667526474963328e-12,3.2580384565281207e-12,2.7716374828906215e-12,13208.014678181262,12483.98491150637,1.565345990648725e-11
66,2602.4800133768654,3194.9148795619385,6130.939202257152,5.491665374315221e-12,3.225560181297043e-12,2.6621724523179995e-12,4.936167443484574e-12,3.2628071850612315e-12,2.770972426201293e-12,12515.0182171425,12483.984911506366,1.5623490977572496e-11
67,2602.4800133768654,13574.783075972335,6130.939202257152,5.726151865480757e-12,3.267520545792897e-12,2.664462810324255e-12,5.145271730715721e-12,3.2705946425538792e-12,2.7702392306452513e-12,12515.018217142537,3.989100160891412e-11,1.5828849022928374e-11
68,2602.4800133768663,18863.753409674842,6130.939202257152,5.871223031542271e-12,3.294003416449679e-12,2.6659855553719063e-12,5.330092643397914e-12,3.278069553424593e-12,2.769123346285952e-12,12168.519986623154,3.988826118166764e-11,1.585146801108652e-11
69,12383.569754380555,28754.233916057743,6130.939202257152,5.953800526457367e-12,3.31158580715191e-12,2.6671246255766142e-12,5.485007858871015e-12,3.2880040024661033e-12,2.7678544728525142e-12,2387.430245619461,2.6093388368599117e-11,1.5864454382146754e-11
70,23422.32012039179,28754.233916057965,6130.939202257152,5.9840086503862365e-12,3.3186273732963335e-12,2.6679532637557062e-12,5.613613479542496e-12,3.2853338193998676e-12,2.766427967933934e-12,6.828449896624522e-12,1.9416807387809456e-11,1.583836155922536e-11
71,23422.32012039179,28754.233916057467,6130.939202257152,5.991989643114539e-12,3.3158932298864065e-12,2.668524113956718e-12,5.71691352319454e-12,3.2819776151972025e-12,2.764618806958566e-12,6.4682864573578726e-12,1.9039621024400226e-11,1.5873119196480456e-11
72,23422.32012039179,28754.233916057427,6130.939202257152,5.9898403569124035e-12,3.316993514760169e-12,2.6689279435616107e-12,5.801808130697629e-12,3.2866242828069892e-12,2.7626613508566827e-12,6.144526237716398e-12,1.8841048262921607e-11,1.590573203988554e-11
73,23422.32012039179,28754.233916057416,6130.939202257152,5.984476257226818e-12,3.3190255082678028e-12,2.6692221941543e-12,5.871596191309706e-12,3.2920667412849364e-12,2.760437696072257e-12,5.964191516868304e-12,1.8670089835088176e-11,1.5943173187086304e-11
74,23422.32012039179,28754.233916057405,6130.939202257152,5.978936979089254e-12,3.3198224569133115e-12,2.669243601392327e-12,5.928260637646577e-12,3.2972016390107802e-12,2.757932433570155e-12,5.858506875133859e-12,1.8543917263145237e-11,1.59865799103505e-11
75,23422.32012039179,28754.23391605744,6130.939202257152,5.9738931128532985e-12,3.3224529020533025e-12,2.6686543057464342e-12,5.973267485447107e-12,3.3041373801940987e-12,2.755157902439032e-12,5.768373102572e-12,1.844991095553268e-11,1.604598386428569e-11
76,23422.32012039179,28754.23391605744,6130.939202257153,5.970055932862017e-12,3.3221663214243947e-12,2.6671482981913214e-12,6.0076186678166705e-12,3.3072706792176614e-12,2.7519736676071425e-12,5.899179365046529e-12,1.8385232124655922e-11,1.611430865998286e-11
77,16303.890826818353,28754.233916057405,6130.939202257151,5.965274813872717e-12,3.320374759730185e-12,2.6639404935296425e-12,6.030429659808759e-12,3.306872282732202e-12,2.7486657614437023e-12,1.8357796857562843e-11,1.837048317450048e-11,1.619215085176242e-11
78,2602.480013376866,16638.22285800658,6130.939202257152,5.959629702323188e-12,3.3203169727887483e-12,2.65809375282575e-12,6.046930523005316e-12,3.313058983515489e-12,2.7448916966294513e-12,12168.519986623132,3.988828573969943e-11,1.5840828529008514e-11
79,2602.480013376866,14073.466794401163,5500.935546849295,5.959770302857281e-12,3.3208198930548873e-12,2.6512788141935615e-12,6.0611138054571266e-12,3.3182019347336447e-12,2.740871454752663e-12,12168.519986623132,3.9889295379150225e-11,4.39825271757298e-11
80,2602.480013376866,26646.35361419363,6130.93920225715,5.965699650457995e-12,3.3185789610925526e-12,2.6442982187944617e-12,6.07189518213172e-12,3.3227794865457977e-12,2.7379393940978086e-12,12168.519986623134,3.9882648813081454e-11,1.5271643710943333e-11
81,2602.4800133768667,28754.23391605744,6130.939202257149,5.979329777057503e-12,3.3150740474958753e-12,2.6418387231676447e-12,6.081067337314698e-12,3.327421062244792e-12,2.7356747965684547e-12,12168.519986623132,1.792585156662046e-11,1.5476694405415043e-11
82,2602.4800133768667,20673.065879874677,5365.2134825730345,5.988361246629337e-12,3.3158674190996175e-12,2.6441851741929846e-12,6.084425677577032e-12,3.3331714991629183e-12,2.7342814272489037e-12,12168.51998662314,3.9887179599645144e-11,4.398448748311289e-11
83,2602.4800133768667,19879.505214401674,5083.037634770498,5.993440140397961e-12,3.3229773010935155e-12,2.644071798517249e-12,6.083246185471421e-12,3.343297492646117e-12,2.733349390289494e-12,12168.519986623134,3.9887635755222215e-11,4.399000537252172e-11
84,2602.4800133768663,25314.647239553764,5528.102728415112,5.992891106069703e-12,3.3350924783653568e-12,2.641475705653912e-12,6.076937727258651e-12,3.368584411945966e-12,2.7328650209479893e-12,12168.519986623141,3.9884545088747745e-11,4.3980324806295245e-11
85,2602.4800133768667,28754.233916057714,6130.939202257148,5.99364519525939e-12,3.407484907208588e-12,2.636089373078879e-12,6.068448920728472e-12,3.4628600770764448e-12,2.732091311770031e-12,12168.519986623138,1.7996483643629255e-11,1.555984165572596e-11
86,2602.4800133768667,28754.233916057565,6130.939202257149,5.986202928669946e-12,3.464679565734528e-12,2.636179859359378e-12,6.0542054421430965e-12,3.6168780024512717e-12,2.73460895052533e-12,12168.519986623134,1.8721268498128184e-11,1.564318899470705e-11
87,2602.4800133768667,28754.23391605741,6130.939202257148,5.97086195976638e-12,3.3595175004228092e-12,2.6389208517576614e-12,6.035421993540437e-12,3.4631984970538912e-12,2.739275815143293e-12,12168.519986623141,1.8056207286600955e-11,1.5869744012831352e-11
88,2602.4800133768663,6642.840684375346,681.2154669174663,5.947029094729721e-12,3.345065521686236e-12,2.6478822417934356e-12,6.011220362989136e-12,3.424551340363094e-12,2.746330048884692e-12,12168.519986623136,723.1593156247003,1130.7845330825774
89,2602.4800133768654,6297.4740162147355,681.2154669174657,5.9153710598915525e-12,3.331153783165161e-12,2.6526165737849166e-12,5.978584480601534e-12,3.4264883945756906e-12,2.7541352021342555e-12,12168.519986623134,1068.525983785311,1130.7845330825776
90,2602.480013376866,7394.138093251598,681.2154669174663,5.934694472499358e-12,3.3240981799811275e-12,2.6539028344304065e-12,5.962517643946e-12,3.445897854490556e-12,2.7627164542970253e-12,12168.519986623136,4.116587646986114e-11,1130.784533082577
91,2602.480013376866,16580.770795474793,681.2154669174663,5.951381024450122e-12,3.3180801144063173e-12,2.6525459443153908e-12,5.938571031151522e-12,3.4688194467137235e-12,2.7725690749411042e-12,12168.51998662314,3.988804699755269e-11,1130.7845330825778
92,9026.82726617378,25953.229520605542,681.2154669174663,5.973007084530579e-12,3.310891726095076e-12,2.648491437206146e-12,5.914229498917391e-12,3.4938036115839176e-12,2.7841829073643793e-12,5744.172733826227,3.988423566917549e-11,1130.7845330825774
93,15573.208269300323,28754.233916057416,6130.939202257146,5.975737365097203e-12,3.296999112660239e-12,2.641047962239668e-12,5.879560210638471e-12,3.515545598803469e-12,2.797674663471564e-12,1.835854635151537e-11,1.8099418738154903e-11,1.705635040334245e-11
94,16366.195377791553,28754.233916057765,6130.939202257145,5.977314060100569e-12,3.2900561762336373e-12,2.6385460968513225e-12,5.839298519535869e-12,3.54835604763519e-12,2.8136196171703838e-12,1.8357471462256685e-11,1.8140215457110236e-11,1.7058832238898658e-11
95,16764.45624224541,28754.233916057445,6130.939202257152,5.977056498589589e-12,3.2921201565158624e-12,2.6405911345277434e-12,5.7919982827153205e-12,3.5937972075079536e-12,2.832808042634388e-12,1.835720155028314e-11,1.817343910271912e-11,1.6428057456694243e-11
96,17006.940443858708,28754.23391605744,6130.939202257148,5.973676497853519e-12,3.297844610117457e-12,2.641208882016147e-12,5.736525028173455e-12,3.6406531714050905e-12,2.853790270582119e-12,1.8357152112348003e-11,1.8263348988425405e-11,1.6489947762956353e-11
97,16576.178921816278,28754.23391605738,6130.939202257151,5.9626569556130265e-12,3.322444213681005e-12,2.6427024834894393e-12,5.672386316804835e-12,3.689523843052138e-12,2.877870207442192e-12,1.83573907755786e-11,1.8320639564546892e-11,1.6573460772623513e-11
98,15766.997827072499,27393.805801776558,6130.939202257153,5.934184520861439e-12,3.3977655384644225e-12,2.647570215670649e-12,5.5977754507152695e-12,3.75169805167806e-12,2.904755210288831e-12,1.8358168970405382e-11,3.98806280032819e-11,1.6732023098291108e-11
99,12125.247485908254,21984.842614460144,6130.939202257151,5.876482492510613e-12,3.5535300801965903e-12,2.665084378228801e-12,5.511204291689484e-12,3.82318640357204e-12,2.9357910531953686e-12,2645.7525140917587,3.988673991217793e-11,1.6882815371269808e-11
100,2602.4800133768663,15205.7450485152,6130.939202257151,5.750223258553348e-12,3.85446906115813e-12,2.704078226918208e-12,5.40495555116587e-12,3.905154737784637e-12,2.9710293172402014e-12,12168.519986623138,3.988846619351734e-11,1.7105050295451016e-11
101,2602.4800133768654,3194.914879561939,6130.93920225715,5.544059922431392e-12,4.541361114373834e-12,2.779748948831047e-12,5.274498108754693e-12,4.0147383127787515e-12,3.0098732211598877e-12,13208.014678181251,4171.085120438077,1.8757176401271348e-11
102,2602.4800133768654,3194.9148795619385,681.2154669174616,5.366899832944778e-12,4.799424699175198e-12,3.0007823170257376e-12,5.161450671103559e-12,4.080628900870946e-12,3.060923663783168e-12,13208.014678181262,60535.10338261869,2009.77010867487
103,2602.4800133768654,3194.9148795619385,681.2154669174615,5.258363088364208e-12,4.9489397681183185e-12,3.111193374097464e-12,5.070737299483608e-12,4.140749840810206e-12,3.1054009000503738e-12,13208.01467818126,60535.103382618676,2009.7701086748698
104,2602.4800133768654,3194.9148795619385,681.2154669174616,5.344087194738438e-12,5.041083655805902e-12,3.1945680656230142e-12,5.041242920785356e-12,4.19405223941808e-12,3.1528090410572406e-12,13208.014678181264,60535.10338261868,2009.770108674869
105,2602.4800133768654,3194.9148795619385,681.2154669174616,5.49670529836242e-12,5.077883753837854e-12,3.2450438771695553e-12,5.029009575114776e-12,4.2358382454574355e-12,3.198057922286416e-12,13208.014678181242,60535.10338261868,2009.7701086748702
106,2602.4800133768654,3194.9148795619385,681.2154669174616,5.5953998411059005e-12,5.090207165932707e-12,3.2824143928088246e-12,5.0067696703507145e-12,4.267126189713797e-12,3.2425327891113227e-12,13208.014678181242,60535.10338261868,2009.7701086748689
