Biorefinery,Zone,Biomass_type,BioH2_Production,BioH2_yield_tonne_per_tonne,BioElectricity_Production,BioElectricity_yield_MWh_per_tonne,BioGasoline_Production,BioGasoline_yield_MMBtu_per_tonne,BioJetfuel_Production,BioJetfuel_yield_MMBtu_per_tonne,BioDiesel_Production,BioDiesel_yield_MMBtu_per_tonne,BioEthanol_Production,BioEthanol_yield_MMBtu_per_tonne,Inv_Cost_per_tonne_per_hr_yr,Fixed_OM_Cost_per_tonne_per_hr_yr,Var_OM_per_tonne,Power_consumption_MWh_per_tonne,H2_consumption_tonne_per_tonne,CO2_emissions_tonne_per_tonne,CO2_capture_tonne_per_tonne,Min_capacity_tonne_per_hr,Max_capacity_tonne_per_hr,Biomass_min_consumption,Biomass_max_consumption,Ref_capacity_tonne_per_hr,Ref_CAPEX_per_yr_s1,Ref_CAPEX_per_yr_s2,Ref_CAPEX_per_yr_s3,Ref_CAPEX_per_yr_s4,Ref_CAPEX_per_yr_s5,Ref_CAPEX_per_yr_s6,Ref_CAPEX_per_yr_s7,Ref_CAPEX_per_yr_s8,Ref_CAPEX_per_yr_s9,Ref_Fixed_OM_per_yr
CEN_Bio_Hydrogen_Herb_wCCS_92pct,6,1,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
SE_Bio_Hydrogen_Herb_wCCS_92pct,7,1,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
MIDAT_Bio_Hydrogen_Herb_wCCS_92pct,8,1,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
NE_Bio_Hydrogen_Herb_wCCS_92pct,9,1,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
CA_Bio_Hydrogen_Wood_wCCS_92pct,1,2,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
NW_Bio_Hydrogen_Wood_wCCS_92pct,2,2,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
SW_Bio_Hydrogen_Wood_wCCS_92pct,3,2,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
TX_Bio_Hydrogen_Wood_wCCS_92pct,4,2,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
NCEN_Bio_Hydrogen_Wood_wCCS_92pct,5,2,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
CEN_Bio_Hydrogen_Wood_wCCS_92pct,6,2,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
SE_Bio_Hydrogen_Wood_wCCS_92pct,7,2,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
MIDAT_Bio_Hydrogen_Wood_wCCS_92pct,8,2,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
NE_Bio_Hydrogen_Wood_wCCS_92pct,9,2,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
CA_Bio_Ethanol_Herb_wCCS_29pct,1,1,0,0,0,0,0,0,0,0,0,0,1,7.164,168830.6721,160272,2.12,0,0,0.142,0.47,0,100000,0.85,0.9,83.33333333,4249399.817,0,1874161.022,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NW_Bio_Ethanol_Herb_wCCS_29pct,2,1,0,0,0,0,0,0,0,0,0,0,1,7.164,168830.6721,160272,2.12,0,0,0.142,0.47,0,100000,0.85,0.9,83.33333333,4249399.817,0,1874161.022,0,0,5941350.74,0,1958758.568,45552.52484,13356000
SW_Bio_Ethanol_Herb_wCCS_29pct,3,1,0,0,0,0,0,0,0,0,0,0,1,7.164,168830.6721,160272,2.12,0,0,0.142,0.47,0,100000,0.85,0.9,83.33333333,4249399.817,0,1874161.022,0,0,5941350.74,0,1958758.568,45552.52484,13356000
TX_Bio_Ethanol_Herb_wCCS_29pct,4,1,0,0,0,0,0,0,0,0,0,0,1,7.164,168830.6721,160272,2.12,0,0,0.142,0.47,0,100000,0.85,0.9,83.33333333,4249399.817,0,1874161.022,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NCEN_Bio_Ethanol_Herb_wCCS_29pct,5,1,0,0,0,0,0,0,0,0,0,0,1,7.164,168830.6721,160272,2.12,0,0,0.142,0.47,0,100000,0.85,0.9,83.33333333,4249399.817,0,1874161.022,0,0,5941350.74,0,1958758.568,45552.52484,13356000
CEN_Bio_Ethanol_Herb_wCCS_29pct,6,1,0,0,0,0,0,0,0,0,0,0,1,7.164,168830.6721,160272,2.12,0,0,0.142,0.47,0,100000,0.85,0.9,83.33333333,4249399.817,0,1874161.022,0,0,5941350.74,0,1958758.568,45552.52484,13356000
SE_Bio_Ethanol_Herb_wCCS_29pct,7,1,0,0,0,0,0,0,0,0,0,0,1,7.164,168830.6721,160272,2.12,0,0,0.142,0.47,0,100000,0.85,0.9,83.33333333,4249399.817,0,1874161.022,0,0,5941350.74,0,1958758.568,45552.52484,13356000
MIDAT_Bio_Ethanol_Herb_wCCS_29pct,8,1,0,0,0,0,0,0,0,0,0,0,1,7.164,168830.6721,160272,2.12,0,0,0.142,0.47,0,100000,0.85,0.9,83.33333333,4249399.817,0,1874161.022,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NE_Bio_Ethanol_Herb_wCCS_41pct,9,1,0,0,0,0,0,0,0,0,0,0,1,7.164,168830.6721,160272,2.12,0,0,0.142,0.47,0,100000,0.85,0.9,83.33333333,4249399.817,0,1874161.022,0,0,5941350.74,0,1958758.568,45552.52484,13356000
CA_Bio_Ethanol_Herb_wCCS_41pct,1,1,0,0,0,0,0,0,0,0,0,0,1,7.164,183043.0598,160272,2.12,0,0,0.142,0.65,0,100000,0.85,0.9,83.33333333,4249399.817,0,3058526.668,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NW_Bio_Ethanol_Herb_wCCS_41pct,2,1,0,0,0,0,0,0,0,0,0,0,1,7.164,183043.0598,160272,2.12,0,0,0.142,0.65,0,100000,0.85,0.9,83.33333333,4249399.817,0,3058526.668,0,0,5941350.74,0,1958758.568,45552.52484,13356000
SW_Bio_Ethanol_Herb_wCCS_41pct,3,1,0,0,0,0,0,0,0,0,0,0,1,7.164,183043.0598,160272,2.12,0,0,0.142,0.65,0,100000,0.85,0.9,83.33333333,4249399.817,0,3058526.668,0,0,5941350.74,0,1958758.568,45552.52484,13356000
TX_Bio_Ethanol_Herb_wCCS_41pct,4,1,0,0,0,0,0,0,0,0,0,0,1,7.164,183043.0598,160272,2.12,0,0,0.142,0.65,0,100000,0.85,0.9,83.33333333,4249399.817,0,3058526.668,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NCEN_Bio_Ethanol_Herb_wCCS_41pct,5,1,0,0,0,0,0,0,0,0,0,0,1,7.164,183043.0598,160272,2.12,0,0,0.142,0.65,0,100000,0.85,0.9,83.33333333,4249399.817,0,3058526.668,0,0,5941350.74,0,1958758.568,45552.52484,13356000
CEN_Bio_Ethanol_Herb_wCCS_41pct,6,1,0,0,0,0,0,0,0,0,0,0,1,7.164,183043.0598,160272,2.12,0,0,0.142,0.65,0,100000,0.85,0.9,83.33333333,4249399.817,0,3058526.668,0,0,5941350.74,0,1958758.568,45552.52484,13356000
SE_Bio_Ethanol_Herb_wCCS_41pct,7,1,0,0,0,0,0,0,0,0,0,0,1,7.164,183043.0598,160272,2.12,0,0,0.142,0.65,0,100000,0.85,0.9,83.33333333,4249399.817,0,3058526.668,0,0,5941350.74,0,1958758.568,45552.52484,13356000
MIDAT_Bio_Ethanol_Herb_wCCS_41pct,8,1,0,0,0,0,0,0,0,0,0,0,1,7.164,183043.0598,160272,2.12,0,0,0.142,0.65,0,100000,0.85,0.9,83.33333333,4249399.817,0,3058526.668,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NE_Bio_Ethanol_Herb_wCCS_41pct,9,1,0,0,0,0,0,0,0,0,0,0,1,7.164,183043.0598,160272,2.12,0,0,0.142,0.65,0,100000,0.85,0.9,83.33333333,4249399.817,0,3058526.668,0,0,5941350.74,0,1958758.568,45552.52484,13356000
CA_Bio_Ethanol_Herb_wCCS_81pct,1,1,0,0,0,0,0,0,0,0,0,0,1,7.164,195615.5567,160272,2.12,0,0,0.142,0.8,0,100000,0.85,0.9,83.33333333,4249399.817,0,4106234.739,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NW_Bio_Ethanol_Herb_wCCS_81pct,2,1,0,0,0,0,0,0,0,0,0,0,1,7.164,195615.5567,160272,2.12,0,0,0.142,0.8,0,100000,0.85,0.9,83.33333333,4249399.817,0,4106234.739,0,0,5941350.74,0,1958758.568,45552.52484,13356000
SW_Bio_Ethanol_Herb_wCCS_81pct,3,1,0,0,0,0,0,0,0,0,0,0,1,7.164,195615.5567,160272,2.12,0,0,0.142,0.8,0,100000,0.85,0.9,83.33333333,4249399.817,0,4106234.739,0,0,5941350.74,0,1958758.568,45552.52484,13356000
TX_Bio_Ethanol_Herb_wCCS_81pct,4,1,0,0,0,0,0,0,0,0,0,0,1,7.164,195615.5567,160272,2.12,0,0,0.142,0.8,0,100000,0.85,0.9,83.33333333,4249399.817,0,4106234.739,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NCEN_Bio_Ethanol_Herb_wCCS_81pct,5,1,0,0,0,0,0,0,0,0,0,0,1,7.164,195615.5567,160272,2.12,0,0,0.142,0.8,0,100000,0.85,0.9,83.33333333,4249399.817,0,4106234.739,0,0,5941350.74,0,1958758.568,45552.52484,13356000
CEN_Bio_Ethanol_Herb_wCCS_81pct,6,1,0,0,0,0,0,0,0,0,0,0,1,7.164,195615.5567,160272,2.12,0,0,0.142,0.8,0,100000,0.85,0.9,83.33333333,4249399.817,0,4106234.739,0,0,5941350.74,0,1958758.568,45552.52484,13356000
SE_Bio_Ethanol_Herb_wCCS_81pct,7,1,0,0,0,0,0,0,0,0,0,0,1,7.164,195615.5567,160272,2.12,0,0,0.142,0.8,0,100000,0.85,0.9,83.33333333,4249399.817,0,4106234.739,0,0,5941350.74,0,1958758.568,45552.52484,13356000
MIDAT_Bio_Ethanol_Herb_wCCS_81pct,8,1,0,0,0,0,0,0,0,0,0,0,1,7.164,195615.5567,160272,2.12,0,0,0.142,0.8,0,100000,0.85,0.9,83.33333333,4249399.817,0,4106234.739,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NE_Bio_Ethanol_Herb_wCCS_81pct,9,1,0,0,0,0,0,0,0,0,0,0,1,7.164,195615.5567,160272,2.12,0,0,0.142,0.8,0,100000,0.85,0.9,83.33333333,4249399.817,0,4106234.739,0,0,5941350.74,0,1958758.568,45552.52484,13356000
CA_Bio_Gasoline_Pyrolysis_Wood_wCCS_85pct,1,2,0,0,0,0,1,3.024,0,0,0,0,0,0,248459.0885,361248,24.698,0,0,0.011,1.22,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
NW_Bio_Gasoline_Pyrolysis_Wood_wCCS_85pct,2,2,0,0,0,0,1,3.024,0,0,0,0,0,0,248459.0885,361248,24.698,0,0,0.011,1.22,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
SW_Bio_Gasoline_Pyrolysis_Wood_wCCS_85pct,3,2,0,0,0,0,1,3.024,0,0,0,0,0,0,248459.0885,361248,24.698,0,0,0.011,1.22,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
TX_Bio_Gasoline_Pyrolysis_Wood_wCCS_85pct,4,2,0,0,0,0,1,3.024,0,0,0,0,0,0,248459.0885,361248,24.698,0,0,0.011,1.22,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
NCEN_Bio_Gasoline_Pyrolysis_Wood_wCCS_85pct,5,2,0,0,0,0,1,3.024,0,0,0,0,0,0,248459.0885,361248,24.698,0,0,0.011,1.22,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
CEN_Bio_Gasoline_Pyrolysis_Wood_wCCS_85pct,6,2,0,0,0,0,1,3.024,0,0,0,0,0,0,248459.0885,361248,24.698,0,0,0.011,1.22,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
SE_Bio_Gasoline_Pyrolysis_Wood_wCCS_85pct,7,2,0,0,0,0,1,3.024,0,0,0,0,0,0,248459.0885,361248,24.698,0,0,0.011,1.22,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
MIDAT_Bio_Gasoline_Pyrolysis_Wood_wCCS_85pct,8,2,0,0,0,0,1,3.024,0,0,0,0,0,0,248459.0885,361248,24.698,0,0,0.011,1.22,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
NE_Bio_Gasoline_Pyrolysis_Wood_wCCS_85pct,9,2,0,0,0,0,1,3.024,0,0,0,0,0,0,248459.0885,361248,24.698,0,0,0.011,1.22,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
CA_Bio_Gasoline_Gasification_Herb_wCCS_33pct,1,1,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NW_Bio_Gasoline_Gasification_Herb_wCCS_33pct,2,1,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
SW_Bio_Gasoline_Gasification_Herb_wCCS_33pct,3,1,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
TX_Bio_Gasoline_Gasification_Herb_wCCS_33pct,4,1,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NCEN_Bio_Gasoline_Gasification_Herb_wCCS_33pct,5,1,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
CEN_Bio_Gasoline_Gasification_Herb_wCCS_33pct,6,1,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
SE_Bio_Gasoline_Gasification_Herb_wCCS_33pct,7,1,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
MIDAT_Bio_Gasoline_Gasification_Herb_wCCS_33pct,8,1,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NE_Bio_Gasoline_Gasification_Herb_wCCS_33pct,9,1,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
CA_Bio_Gasoline_Gasification_Wood_wCCS_33pct,1,2,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NW_Bio_Gasoline_Gasification_Wood_wCCS_33pct,2,2,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
SW_Bio_Gasoline_Gasification_Wood_wCCS_33pct,3,2,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
TX_Bio_Gasoline_Gasification_Wood_wCCS_33pct,4,2,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NCEN_Bio_Gasoline_Gasification_Wood_wCCS_33pct,5,2,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
CEN_Bio_Gasoline_Gasification_Wood_wCCS_33pct,6,2,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
SE_Bio_Gasoline_Gasification_Wood_wCCS_33pct,7,2,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
MIDAT_Bio_Gasoline_Gasification_Wood_wCCS_33pct,8,2,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NE_Bio_Gasoline_Gasification_Wood_wCCS_33pct,9,2,0,0,0,0,1,6.417,0,0,0,0,0,0,149464.3415,258216,3.604,0,0,0.009,0.42,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,924065.5039,0,0,6735266.173,0,4483669.945,136657.5745,21518000
CA_Bio_Gasoline_Gasification_Herb_wCCS_90pct,1,1,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
NW_Bio_Gasoline_Gasification_Herb_wCCS_90pct,2,1,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
SW_Bio_Gasoline_Gasification_Herb_wCCS_90pct,3,1,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
TX_Bio_Gasoline_Gasification_Herb_wCCS_90pct,4,1,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
NCEN_Bio_Gasoline_Gasification_Herb_wCCS_90pct,5,1,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
CEN_Bio_Gasoline_Gasification_Herb_wCCS_90pct,6,1,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
SE_Bio_Gasoline_Gasification_Herb_wCCS_90pct,7,1,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
MIDAT_Bio_Gasoline_Gasification_Herb_wCCS_90pct,8,1,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
NE_Bio_Gasoline_Gasification_Herb_wCCS_90pct,9,1,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
CA_Bio_Gasoline_Gasification_Wood_wCCS_90pct,1,2,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
NW_Bio_Gasoline_Gasification_Wood_wCCS_90pct,2,2,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
SW_Bio_Gasoline_Gasification_Wood_wCCS_90pct,3,2,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
TX_Bio_Gasoline_Gasification_Wood_wCCS_90pct,4,2,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
NCEN_Bio_Gasoline_Gasification_Wood_wCCS_90pct,5,2,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
CEN_Bio_Gasoline_Gasification_Wood_wCCS_90pct,6,2,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
SE_Bio_Gasoline_Gasification_Wood_wCCS_90pct,7,2,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
MIDAT_Bio_Gasoline_Gasification_Wood_wCCS_90pct,8,2,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
NE_Bio_Gasoline_Gasification_Wood_wCCS_90pct,9,2,0,0,0,0,1,4.669,0,0,0,0,0,0,188587.4528,258216,13.78,0,0,0.009,1.26,0,100000,0.85,0.9,83.33333333,117135.0639,13015.0071,4327489.86,0,0,6637653.619,0,4483669.945,136657.5745,21518000
CA_Bio_FT_Herb_CCS,1,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
NW_Bio_FT_Herb_CCS,2,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
SW_Bio_FT_Herb_CCS,3,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
TX_Bio_FT_Herb_CCS,4,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
NCEN_Bio_FT_Herb_CCS,5,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
CEN_Bio_FT_Herb_CCS,6,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
