Biorefinery,Zone,Biomass_type,BioH2_Production,BioH2_yield_tonne_per_tonne,BioElectricity_Production,BioElectricity_yield_MWh_per_tonne,BioGasoline_Production,BioGasoline_yield_MMBtu_per_tonne,BioJetfuel_Production,BioJetfuel_yield_MMBtu_per_tonne,BioDiesel_Production,BioDiesel_yield_MMBtu_per_tonne,BioEthanol_Production,BioEthanol_yield_MMBtu_per_tonne,Inv_Cost_per_tonne_per_hr_yr,Fixed_OM_Cost_per_tonne_per_hr_yr,Var_OM_per_tonne,Power_consumption_MWh_per_tonne,H2_consumption_tonne_per_tonne,CO2_emissions_tonne_per_tonne,CO2_capture_tonne_per_tonne,Min_capacity_tonne_per_hr,Max_capacity_tonne_per_hr,Biomass_min_consumption,Biomass_max_consumption,Ref_capacity_tonne_per_hr,Ref_CAPEX_per_yr_s1,Ref_CAPEX_per_yr_s2,Ref_CAPEX_per_yr_s3,Ref_CAPEX_per_yr_s4,Ref_CAPEX_per_yr_s5,Ref_CAPEX_per_yr_s6,Ref_CAPEX_per_yr_s7,Ref_CAPEX_per_yr_s8,Ref_CAPEX_per_yr_s9,Ref_Fixed_OM_per_yr
NW_Bio_Electricity_Combustion_Plant_Wood,2,2,0,0,1,1.225843769,0,0,0,0,0,0,0,0,281308.574,183876.5654,6.129218846,0,0,0.009,0,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,381850334.1,0,15323047.11
SW_Bio_Electricity_Combustion_Plant_Wood,3,2,0,0,1,1.225843769,0,0,0,0,0,0,0,0,281308.574,183876.5654,6.129218846,0,0,0.009,0,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,381850334.1,0,15323047.11
TX_Bio_Electricity_Combustion_Plant_Wood,4,2,0,0,1,1.225843769,0,0,0,0,0,0,0,0,281308.574,183876.5654,6.129218846,0,0,0.009,0,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,381850334.1,0,15323047.11
NCEN_Bio_Electricity_Combustion_Plant_Wood,5,2,0,0,1,1.225843769,0,0,0,0,0,0,0,0,281308.574,183876.5654,6.129218846,0,0,0.009,0,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,381850334.1,0,15323047.11
CEN_Bio_Electricity_Combustion_Plant_Wood,6,2,0,0,1,1.225843769,0,0,0,0,0,0,0,0,281308.574,183876.5654,6.129218846,0,0,0.009,0,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,381850334.1,0,15323047.11
SE_Bio_Electricity_Combustion_Plant_Wood,7,2,0,0,1,1.225843769,0,0,0,0,0,0,0,0,281308.574,183876.5654,6.129218846,0,0,0.009,0,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,381850334.1,0,15323047.11
MIDAT_Bio_Electricity_Combustion_Plant_Wood,8,2,0,0,1,1.225843769,0,0,0,0,0,0,0,0,281308.574,183876.5654,6.129218846,0,0,0.009,0,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,381850334.1,0,15323047.11
NE_Bio_Electricity_Combustion_Plant_Wood,9,2,0,0,1,1.225843769,0,0,0,0,0,0,0,0,281308.574,183876.5654,6.129218846,0,0,0.009,0,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,381850334.1,0,15323047.11
CA_Bio_Electricity_Gasification_Plant_Herb,1,1,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
NW_Bio_Electricity_Gasification_Plant_Herb,2,1,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
SW_Bio_Electricity_Gasification_Plant_Herb,3,1,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
TX_Bio_Electricity_Gasification_Plant_Herb,4,1,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
NCEN_Bio_Electricity_Gasification_Plant_Herb,5,1,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
CEN_Bio_Electricity_Gasification_Plant_Herb,6,1,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
SE_Bio_Electricity_Gasification_Plant_Herb,7,1,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
MIDAT_Bio_Electricity_Gasification_Plant_Herb,8,1,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
NE_Bio_Electricity_Gasification_Plant_Herb,9,1,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
CA_Bio_Electricity_Gasification_Plant_Wood,1,2,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
NW_Bio_Electricity_Gasification_Plant_Wood,2,2,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
SW_Bio_Electricity_Gasification_Plant_Wood,3,2,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
TX_Bio_Electricity_Gasification_Plant_Wood,4,2,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
NCEN_Bio_Electricity_Gasification_Plant_Wood,5,2,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
CEN_Bio_Electricity_Gasification_Plant_Wood,6,2,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
SE_Bio_Electricity_Gasification_Plant_Wood,7,2,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
MIDAT_Bio_Electricity_Gasification_Plant_Wood,8,2,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
NE_Bio_Electricity_Gasification_Plant_Wood,9,2,0,0,1,2.217,0,0,0,0,0,0,0,0,135642.404,216240,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,676780.369,0,0,7581241.634,0,299345.1632,813437.9435,18020000
CA_Bio_Hydrogen_Herb,1,1,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
NW_Bio_Hydrogen_Herb,2,1,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
SW_Bio_Hydrogen_Herb,3,1,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
TX_Bio_Hydrogen_Herb,4,1,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
NCEN_Bio_Hydrogen_Herb,5,1,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
CEN_Bio_Hydrogen_Herb,6,1,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
SE_Bio_Hydrogen_Herb,7,1,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
MIDAT_Bio_Hydrogen_Herb,8,1,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
NE_Bio_Hydrogen_Herb,9,1,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
CA_Bio_Hydrogen_Wood,1,2,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
NW_Bio_Hydrogen_Wood,2,2,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
SW_Bio_Hydrogen_Wood,3,2,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
TX_Bio_Hydrogen_Wood,4,2,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
NCEN_Bio_Hydrogen_Wood,5,2,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
CEN_Bio_Hydrogen_Wood,6,2,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
SE_Bio_Hydrogen_Wood,7,2,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
MIDAT_Bio_Hydrogen_Wood,8,2,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
NE_Bio_Hydrogen_Wood,9,2,1,0.089952333,0,0,0,0,0,0,0,0,0,0,148000,216000,25.44,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,12325211.72,761377.9152,1170000,676780.369,0,0,8986862.4,0,299000,18000000
CA_Bio_Ethanol_Herb,1,1,0,0,0,0,0,0,0,0,0,0,1,7.164,156960.9856,160272,2.12,0,0,0.142,0,0,100000,0.85,0.9,83.33333333,4249399.817,0,885020.4826,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NW_Bio_Ethanol_Herb,2,1,0,0,0,0,0,0,0,0,0,0,1,7.164,156960.9856,160272,2.12,0,0,0.142,0,0,100000,0.85,0.9,83.33333333,4249399.817,0,885020.4826,0,0,5941350.74,0,1958758.568,45552.52484,13356000
SW_Bio_Ethanol_Herb,3,1,0,0,0,0,0,0,0,0,0,0,1,7.164,156960.9856,160272,2.12,0,0,0.142,0,0,100000,0.85,0.9,83.33333333,4249399.817,0,885020.4826,0,0,5941350.74,0,1958758.568,45552.52484,13356000
TX_Bio_Ethanol_Herb,4,1,0,0,0,0,0,0,0,0,0,0,1,7.164,156960.9856,160272,2.12,0,0,0.142,0,0,100000,0.85,0.9,83.33333333,4249399.817,0,885020.4826,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NCEN_Bio_Ethanol_Herb,5,1,0,0,0,0,0,0,0,0,0,0,1,7.164,156960.9856,160272,2.12,0,0,0.142,0,0,100000,0.85,0.9,83.33333333,4249399.817,0,885020.4826,0,0,5941350.74,0,1958758.568,45552.52484,13356000
CEN_Bio_Ethanol_Herb,6,1,0,0,0,0,0,0,0,0,0,0,1,7.164,156960.9856,160272,2.12,0,0,0.142,0,0,100000,0.85,0.9,83.33333333,4249399.817,0,885020.4826,0,0,5941350.74,0,1958758.568,45552.52484,13356000
SE_Bio_Ethanol_Herb,7,1,0,0,0,0,0,0,0,0,0,0,1,7.164,156960.9856,160272,2.12,0,0,0.142,0,0,100000,0.85,0.9,83.33333333,4249399.817,0,885020.4826,0,0,5941350.74,0,1958758.568,45552.52484,13356000
MIDAT_Bio_Ethanol_Herb,8,1,0,0,0,0,0,0,0,0,0,0,1,7.164,156960.9856,160272,2.12,0,0,0.142,0,0,100000,0.85,0.9,83.33333333,4249399.817,0,885020.4826,0,0,5941350.74,0,1958758.568,45552.52484,13356000
NE_Bio_Ethanol_Herb,9,1,0,0,0,0,0,0,0,0,0,0,1,7.164,156960.9856,160272,2.12,0,0,0.142,0,0,100000,0.85,0.9,83.33333333,4249399.817,0,885020.4826,0,0,5941350.74,0,1958758.568,45552.52484,13356000
CA_Bio_Gasoline_Pyrolysis_Wood,1,2,0,0,0,0,1,7.785,0,0,0,0,0,0,248459.0885,361248,2.544,0,0,0.011,0,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
NW_Bio_Gasoline_Pyrolysis_Wood,2,2,0,0,0,0,1,7.785,0,0,0,0,0,0,248459.0885,361248,2.544,0,0,0.011,0,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
SW_Bio_Gasoline_Pyrolysis_Wood,3,2,0,0,0,0,1,7.785,0,0,0,0,0,0,248459.0885,361248,2.544,0,0,0.011,0,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
TX_Bio_Gasoline_Pyrolysis_Wood,4,2,0,0,0,0,1,7.785,0,0,0,0,0,0,248459.0885,361248,2.544,0,0,0.011,0,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
NCEN_Bio_Gasoline_Pyrolysis_Wood,5,2,0,0,0,0,1,7.785,0,0,0,0,0,0,248459.0885,361248,2.544,0,0,0.011,0,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
CEN_Bio_Gasoline_Pyrolysis_Wood,6,2,0,0,0,0,1,7.785,0,0,0,0,0,0,248459.0885,361248,2.544,0,0,0.011,0,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
SE_Bio_Gasoline_Pyrolysis_Wood,7,2,0,0,0,0,1,7.785,0,0,0,0,0,0,248459.0885,361248,2.544,0,0,0.011,0,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
MIDAT_Bio_Gasoline_Pyrolysis_Wood,8,2,0,0,0,0,1,7.785,0,0,0,0,0,0,248459.0885,361248,2.544,0,0,0.011,0,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
NE_Bio_Gasoline_Pyrolysis_Wood,9,2,0,0,0,0,1,7.785,0,0,0,0,0,0,248459.0885,361248,2.544,0,0,0.011,0,0,100000,0.85,0.9,83.33333333,5069345.264,56615.28087,325375.1774,1730995.944,0,9130027.478,13015.0071,0,4379549.888,30104000
CA_Bio_Gasoline_Gasification_Herb,1,1,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NW_Bio_Gasoline_Gasification_Herb,2,1,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
SW_Bio_Gasoline_Gasification_Herb,3,1,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
TX_Bio_Gasoline_Gasification_Herb,4,1,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NCEN_Bio_Gasoline_Gasification_Herb,5,1,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
CEN_Bio_Gasoline_Gasification_Herb,6,1,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
SE_Bio_Gasoline_Gasification_Herb,7,1,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
MIDAT_Bio_Gasoline_Gasification_Herb,8,1,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NE_Bio_Gasoline_Gasification_Herb,9,1,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
CA_Bio_Gasoline_Gasification_Wood,1,2,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NW_Bio_Gasoline_Gasification_Wood,2,2,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
SW_Bio_Gasoline_Gasification_Wood,3,2,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
TX_Bio_Gasoline_Gasification_Wood,4,2,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NCEN_Bio_Gasoline_Gasification_Wood,5,2,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
CEN_Bio_Gasoline_Gasification_Wood,6,2,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
SE_Bio_Gasoline_Gasification_Wood,7,2,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
MIDAT_Bio_Gasoline_Gasification_Wood,8,2,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
NE_Bio_Gasoline_Gasification_Wood,9,2,0,0,0,0,1,6.486,0,0,0,0,0,0,141108.7069,258216,1.59,0,0,0.009,0,0,100000,0.85,0.9,83.33333333,162687.5887,13015.0071,227762.6242,0,0,6735266.173,0,4483669.945,136657.5745,21518000
CA_Bio_FT_Herb,1,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
NW_Bio_FT_Herb,2,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
SW_Bio_FT_Herb,3,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
TX_Bio_FT_Herb,4,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
