Voll,Demand_Segment,Segment_Cost_of_Demand_Curtailment_Fraction,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_MW_z1,Load_H2_MW_z2,Load_H2_MW_z3
,,,,,,,597,14771,7366,1812
,,,,,,,598,14771,7366,1812
,,,,,,,599,14771,7366,1812
,,,,,,,600,14771,7366,1812
,,,,,,,601,14771,7366,1812
,,,,,,,602,14771,7366,1812
,,,,,,,603,14771,7366,1812
,,,,,,,604,14771,7366,1812
,,,,,,,605,14771,7366,1812
,,,,,,,606,14771,7366,1812
,,,,,,,607,14771,7366,1812
,,,,,,,608,14771,7366,1812
,,,,,,,609,14771,7366,1812
,,,,,,,610,14771,7366,1812
,,,,,,,611,14771,7366,1812
,,,,,,,612,14771,7366,1812
,,,,,,,613,14771,7366,1812
,,,,,,,614,14771,7366,1812
,,,,,,,615,14771,7366,1812
,,,,,,,616,14771,7366,1812
,,,,,,,617,14771,7366,1812
,,,,,,,618,14771,7366,1812
,,,,,,,619,14771,7366,1812
,,,,,,,620,14771,7366,1812
,,,,,,,621,14771,7366,1812
,,,,,,,622,14771,7366,1812
,,,,,,,623,14771,7366,1812
,,,,,,,624,14771,7366,1812
,,,,,,,625,14771,7366,1812
,,,,,,,626,14771,7366,1812
,,,,,,,627,14771,7366,1812
,,,,,,,628,14771,7366,1812
,,,,,,,629,14771,7366,1812
,,,,,,,630,14771,7366,1812
,,,,,,,631,14771,7366,1812
,,,,,,,632,14771,7366,1812
,,,,,,,633,14771,7366,1812
,,,,,,,634,14771,7366,1812
,,,,,,,635,14771,7366,1812
,,,,,,,636,14771,7366,1812
,,,,,,,637,14771,7366,1812
,,,,,,,638,14771,7366,1812
,,,,,,,639,14771,7366,1812
,,,,,,,640,14771,7366,1812
,,,,,,,641,14771,7366,1812
,,,,,,,642,14771,7366,1812
,,,,,,,643,14771,7366,1812
,,,,,,,644,14771,7366,1812
,,,,,,,645,14771,7366,1812
,,,,,,,646,14771,7366,1812
,,,,,,,647,14771,7366,1812
,,,,,,,648,14771,7366,1812
,,,,,,,649,14771,7366,1812
,,,,,,,650,14771,7366,1812
,,,,,,,651,14771,7366,1812
,,,,,,,652,14771,7366,1812
,,,,,,,653,14771,7366,1812
,,,,,,,654,14771,7366,1812
,,,,,,,655,14771,7366,1812
,,,,,,,656,14771,7366,1812
,,,,,,,657,14771,7366,1812
,,,,,,,658,14771,7366,1812
,,,,,,,659,14771,7366,1812
,,,,,,,660,14771,7366,1812
,,,,,,,661,14771,7366,1812
,,,,,,,662,14771,7366,1812
,,,,,,,663,14771,7366,1812
,,,,,,,664,14771,7366,1812
,,,,,,,665,14771,7366,1812
,,,,,,,666,14771,7366,1812
,,,,,,,667,14771,7366,1812
,,,,,,,668,14771,7366,1812
,,,,,,,669,14771,7366,1812
,,,,,,,670,14771,7366,1812
,,,,,,,671,14771,7366,1812
,,,,,,,672,14771,7366,1812
,,,,,,,673,14771,7366,1812
,,,,,,,674,14771,7366,1812
,,,,,,,675,14771,7366,1812
,,,,,,,676,14771,7366,1812
,,,,,,,677,14771,7366,1812
,,,,,,,678,14771,7366,1812
,,,,,,,679,14771,7366,1812
,,,,,,,680,14771,7366,1812
,,,,,,,681,14771,7366,1812
,,,,,,,682,14771,7366,1812
,,,,,,,683,14771,7366,1812
,,,,,,,684,14771,7366,1812
,,,,,,,685,14771,7366,1812
,,,,,,,686,14771,7366,1812
,,,,,,,687,14771,7366,1812
,,,,,,,688,14771,7366,1812
,,,,,,,689,14771,7366,1812
,,,,,,,690,14771,7366,1812
,,,,,,,691,14771,7366,1812
,,,,,,,692,14771,7366,1812
,,,,,,,693,14771,7366,1812
,,,,,,,694,14771,7366,1812
,,,,,,,695,14771,7366,1812
,,,,,,,696,14771,7366,1812
,,,,,,,697,14771,7366,1812
,,,,,,,698,14771,7366,1812
,,,,,,,699,14771,7366,1812
,,,,,,,700,14771,7366,1812
,,,,,,,701,14771,7366,1812
,,,,,,,702,14771,7366,1812
,,,,,,,703,14771,7366,1812
,,,,,,,704,14771,7366,1812
,,,,,,,705,14771,7366,1812
,,,,,,,706,14771,7366,1812
,,,,,,,707,14771,7366,1812
,,,,,,,708,14771,7366,1812
,,,,,,,709,14771,7366,1812
,,,,,,,710,14771,7366,1812
,,,,,,,711,14771,7366,1812
,,,,,,,712,14771,7366,1812
,,,,,,,713,14771,7366,1812
,,,,,,,714,14771,7366,1812
,,,,,,,715,14771,7366,1812
,,,,,,,716,14771,7366,1812
,,,,,,,717,14771,7366,1812
,,,,,,,718,14771,7366,1812
,,,,,,,719,14771,7366,1812
,,,,,,,720,14771,7366,1812
,,,,,,,721,14771,7366,1812
,,,,,,,722,14771,7366,1812
,,,,,,,723,14771,7366,1812
,,,,,,,724,14771,7366,1812
,,,,,,,725,14771,7366,1812
,,,,,,,726,14771,7366,1812
,,,,,,,727,14771,7366,1812
,,,,,,,728,14771,7366,1812
,,,,,,,729,14771,7366,1812
,,,,,,,730,14771,7366,1812
,,,,,,,731,14771,7366,1812
,,,,,,,732,14771,7366,1812
,,,,,,,733,14771,7366,1812
,,,,,,,734,14771,7366,1812
,,,,,,,735,14771,7366,1812
,,,,,,,736,14771,7366,1812
,,,,,,,737,14771,7366,1812
,,,,,,,738,14771,7366,1812
,,,,,,,739,14771,7366,1812
,,,,,,,740,14771,7366,1812
,,,,,,,741,14771,7366,1812
,,,,,,,742,14771,7366,1812
