Global_conventional_gasoline_price_per_mmbtu,Conventional_gasoline_co2_per_mmbtu,Syn_gasoline_co2_per_mmbtu,Bio_gasoline_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,,,,117,18195,11896,7059
,,,,118,18195,11896,7059
,,,,119,18195,11896,7059
,,,,120,18195,11896,7059
,,,,121,18195,11896,7059
,,,,122,18195,11896,7059
,,,,123,18195,11896,7059
,,,,124,18195,11896,7059
,,,,125,18195,11896,7059
,,,,126,18195,11896,7059
,,,,127,18195,11896,7059
,,,,128,18195,11896,7059
,,,,129,18195,11896,7059
,,,,130,18195,11896,7059
,,,,131,18195,11896,7059
,,,,132,18195,11896,7059
,,,,133,18195,11896,7059
,,,,134,18195,11896,7059
,,,,135,18195,11896,7059
,,,,136,18195,11896,7059
,,,,137,18195,11896,7059
,,,,138,18195,11896,7059
,,,,139,18195,11896,7059
,,,,140,18195,11896,7059
,,,,141,18195,11896,7059
,,,,142,18195,11896,7059
,,,,143,18195,11896,7059
,,,,144,18195,11896,7059
,,,,145,18195,11896,7059
,,,,146,18195,11896,7059
,,,,147,18195,11896,7059
,,,,148,18195,11896,7059
,,,,149,18195,11896,7059
,,,,150,18195,11896,7059
,,,,151,18195,11896,7059
,,,,152,18195,11896,7059
,,,,153,18195,11896,7059
,,,,154,18195,11896,7059
,,,,155,18195,11896,7059
,,,,156,18195,11896,7059
,,,,157,18195,11896,7059
,,,,158,18195,11896,7059
,,,,159,18195,11896,7059
,,,,160,18195,11896,7059
,,,,161,18195,11896,7059
,,,,162,18195,11896,7059
,,,,163,18195,11896,7059
,,,,164,18195,11896,7059
,,,,165,18195,11896,7059
,,,,166,18195,11896,7059
,,,,167,18195,11896,7059
,,,,168,18195,11896,7059
,,,,169,18195,11896,7059
,,,,170,18195,11896,7059
,,,,171,18195,11896,7059
,,,,172,18195,11896,7059
,,,,173,18195,11896,7059
,,,,174,18195,11896,7059
,,,,175,18195,11896,7059
,,,,176,18195,11896,7059
,,,,177,18195,11896,7059
,,,,178,18195,11896,7059
,,,,179,18195,11896,7059
,,,,180,18195,11896,7059
,,,,181,18195,11896,7059
,,,,182,18195,11896,7059
,,,,183,18195,11896,7059
,,,,184,18195,11896,7059
,,,,185,18195,11896,7059
,,,,186,18195,11896,7059
,,,,187,18195,11896,7059
,,,,188,18195,11896,7059
,,,,189,18195,11896,7059
,,,,190,18195,11896,7059
,,,,191,18195,11896,7059
,,,,192,18195,11896,7059
,,,,193,18195,11896,7059
,,,,194,18195,11896,7059
,,,,195,18195,11896,7059
,,,,196,18195,11896,7059
,,,,197,18195,11896,7059
,,,,198,18195,11896,7059
,,,,199,18195,11896,7059
,,,,200,18195,11896,7059
,,,,201,18195,11896,7059
,,,,202,18195,11896,7059
,,,,203,18195,11896,7059
,,,,204,18195,11896,7059
,,,,205,18195,11896,7059
,,,,206,18195,11896,7059
,,,,207,18195,11896,7059
,,,,208,18195,11896,7059
,,,,209,18195,11896,7059
,,,,210,18195,11896,7059
,,,,211,18195,11896,7059
,,,,212,18195,11896,7059
,,,,213,18195,11896,7059
,,,,214,18195,11896,7059
,,,,215,18195,11896,7059
,,,,216,18195,11896,7059
,,,,217,18195,11896,7059
,,,,218,18195,11896,7059
,,,,219,18195,11896,7059
,,,,220,18195,11896,7059
,,,,221,18195,11896,7059
,,,,222,18195,11896,7059
,,,,223,18195,11896,7059
,,,,224,18195,11896,7059
,,,,225,18195,11896,7059
,,,,226,18195,11896,7059
,,,,227,18195,11896,7059
,,,,228,18195,11896,7059
,,,,229,18195,11896,7059
,,,,230,18195,11896,7059
,,,,231,18195,11896,7059
,,,,232,18195,11896,7059
,,,,233,18195,11896,7059
,,,,234,18195,11896,7059
,,,,235,18195,11896,7059
,,,,236,18195,11896,7059
,,,,237,18195,11896,7059
,,,,238,18195,11896,7059
,,,,239,18195,11896,7059
,,,,240,18195,11896,7059
,,,,241,18195,11896,7059
,,,,242,18195,11896,7059
,,,,243,18195,11896,7059
,,,,244,18195,11896,7059
,,,,245,18195,11896,7059
,,,,246,18195,11896,7059
,,,,247,18195,11896,7059
,,,,248,18195,11896,7059
,,,,249,18195,11896,7059
,,,,250,18195,11896,7059
,,,,251,18195,11896,7059
,,,,252,18195,11896,7059
,,,,253,18195,11896,7059
,,,,254,18195,11896,7059
,,,,255,18195,11896,7059
,,,,256,18195,11896,7059
,,,,257,18195,11896,7059
,,,,258,18195,11896,7059
,,,,259,18195,11896,7059
,,,,260,18195,11896,7059
,,,,261,18195,11896,7059
,,,,262,18195,11896,7059
,,,,263,18195,11896,7059
,,,,264,18195,11896,7059
,,,,265,18195,11896,7059
,,,,266,18195,11896,7059
,,,,267,18195,11896,7059
,,,,268,18195,11896,7059
,,,,269,18195,11896,7059
,,,,270,18195,11896,7059
,,,,271,18195,11896,7059
,,,,272,18195,11896,7059
,,,,273,18195,11896,7059
,,,,274,18195,11896,7059
,,,,275,18195,11896,7059
,,,,276,18195,11896,7059
,,,,277,18195,11896,7059
,,,,278,18195,11896,7059
,,,,279,18195,11896,7059
,,,,280,18195,11896,7059
,,,,281,18195,11896,7059
,,,,282,18195,11896,7059
,,,,283,18195,11896,7059
,,,,284,18195,11896,7059
,,,,285,18195,11896,7059
,,,,286,18195,11896,7059
,,,,287,18195,11896,7059
,,,,288,18195,11896,7059
,,,,289,18195,11896,7059
,,,,290,18195,11896,7059
,,,,291,18195,11896,7059
,,,,292,18195,11896,7059
,,,,293,18195,11896,7059
,,,,294,18195,11896,7059
,,,,295,18195,11896,7059
,,,,296,18195,11896,7059
,,,,297,18195,11896,7059
,,,,298,18195,11896,7059
,,,,299,18195,11896,7059
,,,,300,18195,11896,7059
,,,,301,18195,11896,7059
,,,,302,18195,11896,7059
,,,,303,18195,11896,7059
,,,,304,18195,11896,7059
,,,,305,18195,11896,7059
,,,,306,18195,11896,7059
,,,,307,18195,11896,7059
,,,,308,18195,11896,7059
,,,,309,18195,11896,7059
,,,,310,18195,11896,7059
,,,,311,18195,11896,7059
,,,,312,18195,11896,7059
,,,,313,18195,11896,7059
,,,,314,18195,11896,7059
,,,,315,18195,11896,7059
,,,,316,18195,11896,7059
,,,,317,18195,11896,7059
,,,,318,18195,11896,7059
,,,,319,18195,11896,7059
,,,,320,18195,11896,7059
,,,,321,18195,11896,7059
,,,,322,18195,11896,7059
,,,,323,18195,11896,7059
,,,,324,18195,11896,7059
,,,,325,18195,11896,7059
,,,,326,18195,11896,7059
,,,,327,18195,11896,7059
,,,,328,18195,11896,7059
,,,,329,18195,11896,7059
,,,,330,18195,11896,7059
,,,,331,18195,11896,7059
,,,,332,18195,11896,7059
,,,,333,18195,11896,7059
,,,,334,18195,11896,7059
,,,,335,18195,11896,7059
,,,,336,18195,11896,7059
,,,,337,18195,11896,7059
,,,,338,18195,11896,7059
,,,,339,18195,11896,7059
,,,,340,18195,11896,7059
,,,,341,18195,11896,7059
,,,,342,18195,11896,7059
,,,,343,18195,11896,7059
,,,,344,18195,11896,7059
,,,,345,18195,11896,7059
,,,,346,18195,11896,7059
,,,,347,18195,11896,7059
,,,,348,18195,11896,7059
,,,,349,18195,11896,7059
,,,,350,18195,11896,7059
,,,,351,18195,11896,7059
,,,,352,18195,11896,7059
,,,,353,18195,11896,7059
,,,,354,18195,11896,7059
,,,,355,18195,11896,7059
,,,,356,18195,11896,7059
,,,,357,18195,11896,7059
,,,,358,18195,11896,7059
,,,,359,18195,11896,7059
,,,,360,18195,11896,7059
,,,,361,18195,11896,7059
,,,,362,18195,11896,7059
,,,,363,18195,11896,7059
,,,,364,18195,11896,7059
,,,,365,18195,11896,7059
,,,,366,18195,11896,7059
,,,,367,18195,11896,7059
,,,,368,18195,11896,7059
,,,,369,18195,11896,7059
,,,,370,18195,11896,7059
,,,,371,18195,11896,7059
,,,,372,18195,11896,7059
,,,,373,18195,11896,7059
,,,,374,18195,11896,7059
,,,,375,18195,11896,7059
,,,,376,18195,11896,7059
,,,,377,18195,11896,7059
,,,,378,18195,11896,7059
,,,,379,18195,11896,7059
,,,,380,18195,11896,7059
,,,,381,18195,11896,7059
,,,,382,18195,11896,7059
,,,,383,18195,11896,7059
,,,,384,18195,11896,7059
,,,,385,18195,11896,7059
,,,,386,18195,11896,7059
,,,,387,18195,11896,7059
,,,,388,18195,11896,7059
,,,,389,18195,11896,7059
,,,,390,18195,11896,7059
,,,,391,18195,11896,7059
,,,,392,18195,11896,7059
,,,,393,18195,11896,7059
,,,,394,18195,11896,7059
,,,,395,18195,11896,7059
,,,,396,18195,11896,7059
,,,,397,18195,11896,7059
,,,,398,18195,11896,7059
,,,,399,18195,11896,7059
,,,,400,18195,11896,7059
,,,,401,18195,11896,7059
,,,,402,18195,11896,7059
,,,,403,18195,11896,7059
,,,,404,18195,11896,7059
,,,,405,18195,11896,7059
,,,,406,18195,11896,7059
,,,,407,18195,11896,7059
,,,,408,18195,11896,7059
,,,,409,18195,11896,7059
,,,,410,18195,11896,7059
,,,,411,18195,11896,7059
,,,,412,18195,11896,7059
,,,,413,18195,11896,7059
,,,,414,18195,11896,7059
,,,,415,18195,11896,7059
,,,,416,18195,11896,7059
,,,,417,18195,11896,7059
,,,,418,18195,11896,7059
,,,,419,18195,11896,7059
,,,,420,18195,11896,7059
,,,,421,18195,11896,7059
,,,,422,18195,11896,7059
,,,,423,18195,11896,7059
,,,,424,18195,11896,7059
,,,,425,18195,11896,7059
,,,,426,18195,11896,7059
,,,,427,18195,11896,7059
,,,,428,18195,11896,7059
,,,,429,18195,11896,7059
,,,,430,18195,11896,7059
,,,,431,18195,11896,7059
,,,,432,18195,11896,7059
,,,,433,18195,11896,7059
,,,,434,18195,11896,7059
,,,,435,18195,11896,7059
,,,,436,18195,11896,7059
,,,,437,18195,11896,7059
,,,,438,18195,11896,7059
,,,,439,18195,11896,7059
,,,,440,18195,11896,7059
,,,,441,18195,11896,7059
,,,,442,18195,11896,7059
,,,,443,18195,11896,7059
,,,,444,18195,11896,7059
,,,,445,18195,11896,7059
,,,,446,18195,11896,7059
,,,,447,18195,11896,7059
,,,,448,18195,11896,7059
,,,,449,18195,11896,7059
,,,,450,18195,11896,7059
,,,,451,18195,11896,7059
,,,,452,18195,11896,7059
,,,,453,18195,11896,7059
,,,,454,18195,11896,7059
,,,,455,18195,11896,7059
,,,,456,18195,11896,7059
,,,,457,18195,11896,7059
,,,,458,18195,11896,7059
,,,,459,18195,11896,7059
,,,,460,18195,11896,7059
,,,,461,18195,11896,7059
,,,,462,18195,11896,7059
,,,,463,18195,11896,7059
,,,,464,18195,11896,7059
,,,,465,18195,11896,7059
,,,,466,18195,11896,7059
,,,,467,18195,11896,7059
,,,,468,18195,11896,7059
,,,,469,18195,11896,7059
,,,,470,18195,11896,7059
,,,,471,18195,11896,7059
,,,,472,18195,11896,7059
,,,,473,18195,11896,7059
,,,,474,18195,11896,7059
,,,,475,18195,11896,7059
,,,,476,18195,11896,7059
,,,,477,18195,11896,7059
,,,,478,18195,11896,7059
,,,,479,18195,11896,7059
,,,,480,18195,11896,7059
,,,,481,18195,11896,7059
,,,,482,18195,11896,7059
,,,,483,18195,11896,7059
,,,,484,18195,11896,7059
,,,,485,18195,11896,7059
,,,,486,18195,11896,7059
,,,,487,18195,11896,7059
,,,,488,18195,11896,7059
,,,,489,18195,11896,7059
,,,,490,18195,11896,7059
,,,,491,18195,11896,7059
,,,,492,18195,11896,7059
,,,,493,18195,11896,7059
,,,,494,18195,11896,7059
,,,,495,18195,11896,7059
,,,,496,18195,11896,7059
,,,,497,18195,11896,7059
,,,,498,18195,11896,7059
,,,,499,18195,11896,7059
,,,,500,18195,11896,7059
,,,,501,18195,11896,7059
,,,,502,18195,11896,7059
,,,,503,18195,11896,7059
,,,,504,18195,11896,7059
,,,,505,18195,11896,7059
,,,,506,18195,11896,7059
,,,,507,18195,11896,7059
,,,,508,18195,11896,7059
,,,,509,18195,11896,7059
,,,,510,18195,11896,7059
,,,,511,18195,11896,7059
,,,,512,18195,11896,7059
,,,,513,18195,11896,7059
,,,,514,18195,11896,7059
,,,,515,18195,11896,7059
,,,,516,18195,11896,7059
,,,,517,18195,11896,7059
,,,,518,18195,11896,7059
,,,,519,18195,11896,7059
,,,,520,18195,11896,7059
,,,,521,18195,11896,7059
,,,,522,18195,11896,7059
,,,,523,18195,11896,7059
,,,,524,18195,11896,7059
,,,,525,18195,11896,7059
,,,,526,18195,11896,7059
,,,,527,18195,11896,7059
,,,,528,18195,11896,7059
,,,,529,18195,11896,7059
,,,,530,18195,11896,7059
,,,,531,18195,11896,7059
,,,,532,18195,11896,7059
,,,,533,18195,11896,7059
,,,,534,18195,11896,7059
,,,,535,18195,11896,7059
,,,,536,18195,11896,7059
,,,,537,18195,11896,7059
,,,,538,18195,11896,7059
,,,,539,18195,11896,7059
,,,,540,18195,11896,7059
,,,,541,18195,11896,7059
,,,,542,18195,11896,7059
,,,,543,18195,11896,7059
,,,,544,18195,11896,7059
,,,,545,18195,11896,7059
,,,,546,18195,11896,7059
,,,,547,18195,11896,7059
,,,,548,18195,11896,7059
,,,,549,18195,11896,7059
,,,,550,18195,11896,7059
,,,,551,18195,11896,7059
,,,,552,18195,11896,7059
,,,,553,18195,11896,7059
,,,,554,18195,11896,7059
,,,,555,18195,11896,7059
,,,,556,18195,11896,7059
,,,,557,18195,11896,7059
,,,,558,18195,11896,7059
,,,,559,18195,11896,7059
,,,,560,18195,11896,7059
,,,,561,18195,11896,7059
,,,,562,18195,11896,7059
,,,,563,18195,11896,7059
,,,,564,18195,11896,7059
,,,,565,18195,11896,7059
,,,,566,18195,11896,7059
,,,,567,18195,11896,7059
,,,,568,18195,11896,7059
,,,,569,18195,11896,7059
,,,,570,18195,11896,7059
,,,,571,18195,11896,7059
,,,,572,18195,11896,7059
,,,,573,18195,11896,7059
,,,,574,18195,11896,7059
,,,,575,18195,11896,7059
,,,,576,18195,11896,7059
,,,,577,18195,11896,7059
,,,,578,18195,11896,7059
,,,,579,18195,11896,7059
,,,,580,18195,11896,7059
,,,,581,18195,11896,7059
,,,,582,18195,11896,7059
,,,,583,18195,11896,7059
,,,,584,18195,11896,7059
,,,,585,18195,11896,7059
,,,,586,18195,11896,7059
,,,,587,18195,11896,7059
,,,,588,18195,11896,7059
,,,,589,18195,11896,7059
,,,,590,18195,11896,7059
,,,,591,18195,11896,7059
,,,,592,18195,11896,7059
,,,,593,18195,11896,7059
,,,,594,18195,11896,7059
,,,,595,18195,11896,7059
,,,,596,18195,11896,7059
,,,,597,18195,11896,7059
,,,,598,18195,11896,7059
,,,,599,18195,11896,7059
,,,,600,18195,11896,7059
,,,,601,18195,11896,7059
,,,,602,18195,11896,7059
,,,,603,18195,11896,7059
,,,,604,18195,11896,7059
,,,,605,18195,11896,7059
,,,,606,18195,11896,7059
,,,,607,18195,11896,7059
,,,,608,18195,11896,7059
,,,,609,18195,11896,7059
,,,,610,18195,11896,7059
,,,,611,18195,11896,7059
,,,,612,18195,11896,7059
,,,,613,18195,11896,7059
,,,,614,18195,11896,7059
,,,,615,18195,11896,7059
,,,,616,18195,11896,7059
,,,,617,18195,11896,7059
,,,,618,18195,11896,7059
,,,,619,18195,11896,7059
,,,,620,18195,11896,7059
,,,,621,18195,11896,7059
,,,,622,18195,11896,7059
,,,,623,18195,11896,7059
,,,,624,18195,11896,7059
,,,,625,18195,11896,7059
,,,,626,18195,11896,7059
,,,,627,18195,11896,7059
,,,,628,18195,11896,7059
,,,,629,18195,11896,7059
,,,,630,18195,11896,7059
,,,,631,18195,11896,7059
,,,,632,18195,11896,7059
,,,,633,18195,11896,7059
,,,,634,18195,11896,7059
,,,,635,18195,11896,7059
,,,,636,18195,11896,7059
,,,,637,18195,11896,7059
,,,,638,18195,11896,7059
,,,,639,18195,11896,7059
,,,,640,18195,11896,7059
,,,,641,18195,11896,7059
,,,,642,18195,11896,7059
,,,,643,18195,11896,7059
,,,,644,18195,11896,7059
,,,,645,18195,11896,7059
,,,,646,18195,11896,7059
,,,,647,18195,11896,7059
,,,,648,18195,11896,7059
,,,,649,18195,11896,7059
,,,,650,18195,11896,7059
,,,,651,18195,11896,7059
,,,,652,18195,11896,7059
,,,,653,18195,11896,7059
,,,,654,18195,11896,7059
,,,,655,18195,11896,7059
,,,,656,18195,11896,7059
,,,,657,18195,11896,7059
,,,,658,18195,11896,7059
,,,,659,18195,11896,7059
,,,,660,18195,11896,7059
,,,,661,18195,11896,7059
,,,,662,18195,11896,7059
,,,,663,18195,11896,7059
,,,,664,18195,11896,7059
,,,,665,18195,11896,7059
,,,,666,18195,11896,7059
,,,,667,18195,11896,7059
,,,,668,18195,11896,7059
,,,,669,18195,11896,7059
,,,,670,18195,11896,7059
,,,,671,18195,11896,7059
,,,,672,18195,11896,7059
,,,,673,18195,11896,7059
,,,,674,18195,11896,7059
,,,,675,18195,11896,7059
,,,,676,18195,11896,7059
,,,,677,18195,11896,7059
,,,,678,18195,11896,7059
,,,,679,18195,11896,7059
,,,,680,18195,11896,7059
,,,,681,18195,11896,7059
,,,,682,18195,11896,7059
,,,,683,18195,11896,7059
,,,,684,18195,11896,7059
,,,,685,18195,11896,7059
,,,,686,18195,11896,7059
,,,,687,18195,11896,7059
,,,,688,18195,11896,7059
,,,,689,18195,11896,7059
,,,,690,18195,11896,7059
,,,,691,18195,11896,7059
,,,,692,18195,11896,7059
,,,,693,18195,11896,7059
,,,,694,18195,11896,7059
,,,,695,18195,11896,7059
,,,,696,18195,11896,7059
,,,,697,18195,11896,7059
,,,,698,18195,11896,7059
,,,,699,18195,11896,7059
,,,,700,18195,11896,7059
,,,,701,18195,11896,7059
,,,,702,18195,11896,7059
,,,,703,18195,11896,7059
,,,,704,18195,11896,7059
,,,,705,18195,11896,7059
,,,,706,18195,11896,7059
,,,,707,18195,11896,7059
,,,,708,18195,11896,7059
,,,,709,18195,11896,7059
,,,,710,18195,11896,7059
,,,,711,18195,11896,7059
,,,,712,18195,11896,7059
,,,,713,18195,11896,7059
,,,,714,18195,11896,7059
,,,,715,18195,11896,7059
,,,,716,18195,11896,7059
,,,,717,18195,11896,7059
,,,,718,18195,11896,7059
,,,,719,18195,11896,7059
,,,,720,18195,11896,7059
,,,,721,18195,11896,7059
,,,,722,18195,11896,7059
,,,,723,18195,11896,7059
,,,,724,18195,11896,7059
,,,,725,18195,11896,7059
,,,,726,18195,11896,7059
,,,,727,18195,11896,7059
,,,,728,18195,11896,7059
,,,,729,18195,11896,7059
,,,,730,18195,11896,7059
,,,,731,18195,11896,7059
,,,,732,18195,11896,7059
,,,,733,18195,11896,7059
,,,,734,18195,11896,7059
,,,,735,18195,11896,7059
,,,,736,18195,11896,7059
,,,,737,18195,11896,7059
,,,,738,18195,11896,7059
,,,,739,18195,11896,7059
,,,,740,18195,11896,7059
,,,,741,18195,11896,7059
,,,,742,18195,11896,7059
,,,,743,18195,11896,7059
,,,,744,18195,11896,7059
,,,,745,18195,11896,7059
,,,,746,18195,11896,7059
,,,,747,18195,11896,7059
,,,,748,18195,11896,7059
,,,,749,18195,11896,7059
,,,,750,18195,11896,7059
,,,,751,18195,11896,7059
,,,,752,18195,11896,7059
,,,,753,18195,11896,7059
,,,,754,18195,11896,7059
,,,,755,18195,11896,7059
,,,,756,18195,11896,7059
,,,,757,18195,11896,7059
,,,,758,18195,11896,7059
,,,,759,18195,11896,7059
,,,,760,18195,11896,7059
,,,,761,18195,11896,7059
,,,,762,18195,11896,7059
,,,,763,18195,11896,7059
,,,,764,18195,11896,7059
,,,,765,18195,11896,7059
,,,,766,18195,11896,7059
,,,,767,18195,11896,7059
,,,,768,18195,11896,7059
,,,,769,18195,11896,7059
,,,,770,18195,11896,7059
,,,,771,18195,11896,7059
,,,,772,18195,11896,7059
,,,,773,18195,11896,7059
,,,,774,18195,11896,7059
,,,,775,18195,11896,7059
,,,,776,18195,11896,7059
,,,,777,18195,11896,7059
,,,,778,18195,11896,7059
,,,,779,18195,11896,7059
,,,,780,18195,11896,7059
,,,,781,18195,11896,7059
,,,,782,18195,11896,7059
,,,,783,18195,11896,7059
,,,,784,18195,11896,7059
,,,,785,18195,11896,7059
,,,,786,18195,11896,7059
,,,,787,18195,11896,7059
,,,,788,18195,11896,7059
,,,,789,18195,11896,7059
,,,,790,18195,11896,7059
,,,,791,18195,11896,7059
,,,,792,18195,11896,7059
,,,,793,18195,11896,7059
,,,,794,18195,11896,7059
,,,,795,18195,11896,7059
,,,,796,18195,11896,7059
,,,,797,18195,11896,7059
,,,,798,18195,11896,7059
,,,,799,18195,11896,7059
,,,,800,18195,11896,7059
,,,,801,18195,11896,7059
,,,,802,18195,11896,7059
,,,,803,18195,11896,7059
,,,,804,18195,11896,7059
,,,,805,18195,11896,7059
,,,,806,18195,11896,7059
,,,,807,18195,11896,7059
,,,,808,18195,11896,7059
,,,,809,18195,11896,7059
,,,,810,18195,11896,7059
,,,,811,18195,11896,7059
,,,,812,18195,11896,7059
,,,,813,18195,11896,7059
,,,,814,18195,11896,7059
,,,,815,18195,11896,7059
,,,,816,18195,11896,7059
,,,,817,18195,11896,7059
,,,,818,18195,11896,7059
,,,,819,18195,11896,7059
,,,,820,18195,11896,7059
,,,,821,18195,11896,7059
,,,,822,18195,11896,7059
,,,,823,18195,11896,7059
,,,,824,18195,11896,7059
,,,,825,18195,11896,7059
,,,,826,18195,11896,7059
,,,,827,18195,11896,7059
,,,,828,18195,11896,7059
,,,,829,18195,11896,7059
,,,,830,18195,11896,7059
,,,,831,18195,11896,7059
,,,,832,18195,11896,7059
,,,,833,18195,11896,7059
,,,,834,18195,11896,7059
,,,,835,18195,11896,7059
,,,,836,18195,11896,7059
,,,,837,18195,11896,7059
,,,,838,18195,11896,7059
,,,,839,18195,11896,7059
,,,,840,18195,11896,7059
,,,,841,18195,11896,7059
,,,,842,18195,11896,7059
,,,,843,18195,11896,7059
,,,,844,18195,11896,7059
,,,,845,18195,11896,7059
,,,,846,18195,11896,7059
,,,,847,18195,11896,7059
,,,,848,18195,11896,7059
,,,,849,18195,11896,7059
,,,,850,18195,11896,7059
,,,,851,18195,11896,7059
,,,,852,18195,11896,7059
,,,,853,18195,11896,7059
,,,,854,18195,11896,7059
,,,,855,18195,11896,7059
,,,,856,18195,11896,7059
,,,,857,18195,11896,7059
,,,,858,18195,11896,7059
,,,,859,18195,11896,7059
,,,,860,18195,11896,7059
,,,,861,18195,11896,7059
,,,,862,18195,11896,7059
,,,,863,18195,11896,7059
,,,,864,18195,11896,7059
,,,,865,18195,11896,7059
,,,,866,18195,11896,7059
,,,,867,18195,11896,7059
,,,,868,18195,11896,7059
,,,,869,18195,11896,7059
,,,,870,18195,11896,7059
,,,,871,18195,11896,7059
,,,,872,18195,11896,7059
,,,,873,18195,11896,7059
,,,,874,18195,11896,7059
,,,,875,18195,11896,7059
,,,,876,18195,11896,7059
,,,,877,18195,11896,7059
,,,,878,18195,11896,7059
,,,,879,18195,11896,7059
,,,,880,18195,11896,7059
,,,,881,18195,11896,7059
,,,,882,18195,11896,7059
,,,,883,18195,11896,7059
,,,,884,18195,11896,7059
,,,,885,18195,11896,7059
,,,,886,18195,11896,7059
,,,,887,18195,11896,7059
,,,,888,18195,11896,7059
,,,,889,18195,11896,7059
,,,,890,18195,11896,7059
,,,,891,18195,11896,7059
,,,,892,18195,11896,7059
,,,,893,18195,11896,7059
,,,,894,18195,11896,7059
,,,,895,18195,11896,7059
,,,,896,18195,11896,7059
,,,,897,18195,11896,7059
,,,,898,18195,11896,7059
,,,,899,18195,11896,7059
,,,,900,18195,11896,7059
,,,,901,18195,11896,7059
,,,,902,18195,11896,7059
,,,,903,18195,11896,7059
,,,,904,18195,11896,7059
,,,,905,18195,11896,7059
,,,,906,18195,11896,7059
,,,,907,18195,11896,7059
,,,,908,18195,11896,7059
,,,,909,18195,11896,7059
,,,,910,18195,11896,7059
,,,,911,18195,11896,7059
,,,,912,18195,11896,7059
,,,,913,18195,11896,7059
,,,,914,18195,11896,7059
,,,,915,18195,11896,7059
