Global_conventional_jetfuel_price_per_mmbtu,Conventional_jetfuel_co2_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Bio_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,,,,178,59245,32396,33614
,,,,179,59245,32396,33614
,,,,180,59245,32396,33614
,,,,181,59245,32396,33614
,,,,182,59245,32396,33614
,,,,183,59245,32396,33614
,,,,184,59245,32396,33614
,,,,185,59245,32396,33614
,,,,186,59245,32396,33614
,,,,187,59245,32396,33614
,,,,188,59245,32396,33614
,,,,189,59245,32396,33614
,,,,190,59245,32396,33614
,,,,191,59245,32396,33614
,,,,192,59245,32396,33614
,,,,193,59245,32396,33614
,,,,194,59245,32396,33614
,,,,195,59245,32396,33614
,,,,196,59245,32396,33614
,,,,197,59245,32396,33614
,,,,198,59245,32396,33614
,,,,199,59245,32396,33614
,,,,200,59245,32396,33614
,,,,201,59245,32396,33614
,,,,202,59245,32396,33614
,,,,203,59245,32396,33614
,,,,204,59245,32396,33614
,,,,205,59245,32396,33614
,,,,206,59245,32396,33614
,,,,207,59245,32396,33614
,,,,208,59245,32396,33614
,,,,209,59245,32396,33614
,,,,210,59245,32396,33614
,,,,211,59245,32396,33614
,,,,212,59245,32396,33614
,,,,213,59245,32396,33614
,,,,214,59245,32396,33614
,,,,215,59245,32396,33614
,,,,216,59245,32396,33614
,,,,217,59245,32396,33614
,,,,218,59245,32396,33614
,,,,219,59245,32396,33614
,,,,220,59245,32396,33614
,,,,221,59245,32396,33614
,,,,222,59245,32396,33614
,,,,223,59245,32396,33614
,,,,224,59245,32396,33614
,,,,225,59245,32396,33614
,,,,226,59245,32396,33614
,,,,227,59245,32396,33614
,,,,228,59245,32396,33614
,,,,229,59245,32396,33614
,,,,230,59245,32396,33614
,,,,231,59245,32396,33614
,,,,232,59245,32396,33614
,,,,233,59245,32396,33614
,,,,234,59245,32396,33614
,,,,235,59245,32396,33614
,,,,236,59245,32396,33614
,,,,237,59245,32396,33614
,,,,238,59245,32396,33614
,,,,239,59245,32396,33614
,,,,240,59245,32396,33614
,,,,241,59245,32396,33614
,,,,242,59245,32396,33614
,,,,243,59245,32396,33614
,,,,244,59245,32396,33614
,,,,245,59245,32396,33614
,,,,246,59245,32396,33614
,,,,247,59245,32396,33614
,,,,248,59245,32396,33614
,,,,249,59245,32396,33614
,,,,250,59245,32396,33614
,,,,251,59245,32396,33614
,,,,252,59245,32396,33614
,,,,253,59245,32396,33614
,,,,254,59245,32396,33614
,,,,255,59245,32396,33614
,,,,256,59245,32396,33614
,,,,257,59245,32396,33614
,,,,258,59245,32396,33614
,,,,259,59245,32396,33614
,,,,260,59245,32396,33614
,,,,261,59245,32396,33614
,,,,262,59245,32396,33614
,,,,263,59245,32396,33614
,,,,264,59245,32396,33614
,,,,265,59245,32396,33614
,,,,266,59245,32396,33614
,,,,267,59245,32396,33614
,,,,268,59245,32396,33614
,,,,269,59245,32396,33614
,,,,270,59245,32396,33614
,,,,271,59245,32396,33614
,,,,272,59245,32396,33614
,,,,273,59245,32396,33614
,,,,274,59245,32396,33614
,,,,275,59245,32396,33614
,,,,276,59245,32396,33614
,,,,277,59245,32396,33614
,,,,278,59245,32396,33614
,,,,279,59245,32396,33614
,,,,280,59245,32396,33614
,,,,281,59245,32396,33614
,,,,282,59245,32396,33614
,,,,283,59245,32396,33614
,,,,284,59245,32396,33614
,,,,285,59245,32396,33614
,,,,286,59245,32396,33614
,,,,287,59245,32396,33614
,,,,288,59245,32396,33614
,,,,289,59245,32396,33614
,,,,290,59245,32396,33614
,,,,291,59245,32396,33614
,,,,292,59245,32396,33614
,,,,293,59245,32396,33614
,,,,294,59245,32396,33614
,,,,295,59245,32396,33614
,,,,296,59245,32396,33614
,,,,297,59245,32396,33614
,,,,298,59245,32396,33614
,,,,299,59245,32396,33614
,,,,300,59245,32396,33614
,,,,301,59245,32396,33614
,,,,302,59245,32396,33614
,,,,303,59245,32396,33614
,,,,304,59245,32396,33614
,,,,305,59245,32396,33614
,,,,306,59245,32396,33614
,,,,307,59245,32396,33614
,,,,308,59245,32396,33614
,,,,309,59245,32396,33614
,,,,310,59245,32396,33614
,,,,311,59245,32396,33614
,,,,312,59245,32396,33614
,,,,313,59245,32396,33614
,,,,314,59245,32396,33614
,,,,315,59245,32396,33614
,,,,316,59245,32396,33614
,,,,317,59245,32396,33614
,,,,318,59245,32396,33614
,,,,319,59245,32396,33614
,,,,320,59245,32396,33614
,,,,321,59245,32396,33614
,,,,322,59245,32396,33614
,,,,323,59245,32396,33614
,,,,324,59245,32396,33614
,,,,325,59245,32396,33614
,,,,326,59245,32396,33614
,,,,327,59245,32396,33614
,,,,328,59245,32396,33614
,,,,329,59245,32396,33614
,,,,330,59245,32396,33614
,,,,331,59245,32396,33614
,,,,332,59245,32396,33614
,,,,333,59245,32396,33614
,,,,334,59245,32396,33614
,,,,335,59245,32396,33614
,,,,336,59245,32396,33614
,,,,337,59245,32396,33614
,,,,338,59245,32396,33614
,,,,339,59245,32396,33614
,,,,340,59245,32396,33614
,,,,341,59245,32396,33614
,,,,342,59245,32396,33614
,,,,343,59245,32396,33614
,,,,344,59245,32396,33614
,,,,345,59245,32396,33614
,,,,346,59245,32396,33614
,,,,347,59245,32396,33614
,,,,348,59245,32396,33614
,,,,349,59245,32396,33614
,,,,350,59245,32396,33614
,,,,351,59245,32396,33614
,,,,352,59245,32396,33614
,,,,353,59245,32396,33614
,,,,354,59245,32396,33614
,,,,355,59245,32396,33614
,,,,356,59245,32396,33614
,,,,357,59245,32396,33614
,,,,358,59245,32396,33614
,,,,359,59245,32396,33614
,,,,360,59245,32396,33614
,,,,361,59245,32396,33614
,,,,362,59245,32396,33614
,,,,363,59245,32396,33614
,,,,364,59245,32396,33614
,,,,365,59245,32396,33614
,,,,366,59245,32396,33614
,,,,367,59245,32396,33614
,,,,368,59245,32396,33614
,,,,369,59245,32396,33614
,,,,370,59245,32396,33614
,,,,371,59245,32396,33614
,,,,372,59245,32396,33614
,,,,373,59245,32396,33614
,,,,374,59245,32396,33614
,,,,375,59245,32396,33614
,,,,376,59245,32396,33614
,,,,377,59245,32396,33614
,,,,378,59245,32396,33614
,,,,379,59245,32396,33614
,,,,380,59245,32396,33614
,,,,381,59245,32396,33614
,,,,382,59245,32396,33614
,,,,383,59245,32396,33614
,,,,384,59245,32396,33614
,,,,385,59245,32396,33614
,,,,386,59245,32396,33614
,,,,387,59245,32396,33614
,,,,388,59245,32396,33614
,,,,389,59245,32396,33614
,,,,390,59245,32396,33614
,,,,391,59245,32396,33614
,,,,392,59245,32396,33614
,,,,393,59245,32396,33614
,,,,394,59245,32396,33614
,,,,395,59245,32396,33614
,,,,396,59245,32396,33614
,,,,397,59245,32396,33614
,,,,398,59245,32396,33614
,,,,399,59245,32396,33614
,,,,400,59245,32396,33614
,,,,401,59245,32396,33614
,,,,402,59245,32396,33614
,,,,403,59245,32396,33614
,,,,404,59245,32396,33614
,,,,405,59245,32396,33614
,,,,406,59245,32396,33614
,,,,407,59245,32396,33614
,,,,408,59245,32396,33614
,,,,409,59245,32396,33614
,,,,410,59245,32396,33614
,,,,411,59245,32396,33614
,,,,412,59245,32396,33614
,,,,413,59245,32396,33614
,,,,414,59245,32396,33614
,,,,415,59245,32396,33614
,,,,416,59245,32396,33614
,,,,417,59245,32396,33614
,,,,418,59245,32396,33614
,,,,419,59245,32396,33614
,,,,420,59245,32396,33614
,,,,421,59245,32396,33614
,,,,422,59245,32396,33614
,,,,423,59245,32396,33614
,,,,424,59245,32396,33614
,,,,425,59245,32396,33614
,,,,426,59245,32396,33614
,,,,427,59245,32396,33614
,,,,428,59245,32396,33614
,,,,429,59245,32396,33614
,,,,430,59245,32396,33614
,,,,431,59245,32396,33614
,,,,432,59245,32396,33614
,,,,433,59245,32396,33614
,,,,434,59245,32396,33614
,,,,435,59245,32396,33614
,,,,436,59245,32396,33614
,,,,437,59245,32396,33614
,,,,438,59245,32396,33614
,,,,439,59245,32396,33614
,,,,440,59245,32396,33614
,,,,441,59245,32396,33614
,,,,442,59245,32396,33614
,,,,443,59245,32396,33614
,,,,444,59245,32396,33614
,,,,445,59245,32396,33614
,,,,446,59245,32396,33614
,,,,447,59245,32396,33614
,,,,448,59245,32396,33614
,,,,449,59245,32396,33614
,,,,450,59245,32396,33614
,,,,451,59245,32396,33614
,,,,452,59245,32396,33614
,,,,453,59245,32396,33614
,,,,454,59245,32396,33614
,,,,455,59245,32396,33614
,,,,456,59245,32396,33614
,,,,457,59245,32396,33614
,,,,458,59245,32396,33614
,,,,459,59245,32396,33614
,,,,460,59245,32396,33614
,,,,461,59245,32396,33614
,,,,462,59245,32396,33614
,,,,463,59245,32396,33614
,,,,464,59245,32396,33614
,,,,465,59245,32396,33614
,,,,466,59245,32396,33614
,,,,467,59245,32396,33614
,,,,468,59245,32396,33614
,,,,469,59245,32396,33614
,,,,470,59245,32396,33614
,,,,471,59245,32396,33614
,,,,472,59245,32396,33614
,,,,473,59245,32396,33614
,,,,474,59245,32396,33614
,,,,475,59245,32396,33614
,,,,476,59245,32396,33614
,,,,477,59245,32396,33614
,,,,478,59245,32396,33614
,,,,479,59245,32396,33614
,,,,480,59245,32396,33614
,,,,481,59245,32396,33614
,,,,482,59245,32396,33614
,,,,483,59245,32396,33614
,,,,484,59245,32396,33614
,,,,485,59245,32396,33614
,,,,486,59245,32396,33614
,,,,487,59245,32396,33614
,,,,488,59245,32396,33614
,,,,489,59245,32396,33614
,,,,490,59245,32396,33614
,,,,491,59245,32396,33614
,,,,492,59245,32396,33614
,,,,493,59245,32396,33614
,,,,494,59245,32396,33614
,,,,495,59245,32396,33614
,,,,496,59245,32396,33614
,,,,497,59245,32396,33614
,,,,498,59245,32396,33614
,,,,499,59245,32396,33614
,,,,500,59245,32396,33614
,,,,501,59245,32396,33614
,,,,502,59245,32396,33614
,,,,503,59245,32396,33614
,,,,504,59245,32396,33614
,,,,505,59245,32396,33614
,,,,506,59245,32396,33614
,,,,507,59245,32396,33614
,,,,508,59245,32396,33614
,,,,509,59245,32396,33614
,,,,510,59245,32396,33614
,,,,511,59245,32396,33614
,,,,512,59245,32396,33614
,,,,513,59245,32396,33614
,,,,514,59245,32396,33614
,,,,515,59245,32396,33614
,,,,516,59245,32396,33614
,,,,517,59245,32396,33614
,,,,518,59245,32396,33614
,,,,519,59245,32396,33614
,,,,520,59245,32396,33614
,,,,521,59245,32396,33614
,,,,522,59245,32396,33614
,,,,523,59245,32396,33614
,,,,524,59245,32396,33614
,,,,525,59245,32396,33614
,,,,526,59245,32396,33614
,,,,527,59245,32396,33614
,,,,528,59245,32396,33614
,,,,529,59245,32396,33614
,,,,530,59245,32396,33614
,,,,531,59245,32396,33614
,,,,532,59245,32396,33614
,,,,533,59245,32396,33614
,,,,534,59245,32396,33614
,,,,535,59245,32396,33614
,,,,536,59245,32396,33614
,,,,537,59245,32396,33614
,,,,538,59245,32396,33614
,,,,539,59245,32396,33614
,,,,540,59245,32396,33614
,,,,541,59245,32396,33614
,,,,542,59245,32396,33614
,,,,543,59245,32396,33614
,,,,544,59245,32396,33614
,,,,545,59245,32396,33614
,,,,546,59245,32396,33614
,,,,547,59245,32396,33614
,,,,548,59245,32396,33614
,,,,549,59245,32396,33614
,,,,550,59245,32396,33614
,,,,551,59245,32396,33614
,,,,552,59245,32396,33614
,,,,553,59245,32396,33614
,,,,554,59245,32396,33614
,,,,555,59245,32396,33614
,,,,556,59245,32396,33614
,,,,557,59245,32396,33614
,,,,558,59245,32396,33614
,,,,559,59245,32396,33614
,,,,560,59245,32396,33614
,,,,561,59245,32396,33614
,,,,562,59245,32396,33614
,,,,563,59245,32396,33614
,,,,564,59245,32396,33614
,,,,565,59245,32396,33614
,,,,566,59245,32396,33614
,,,,567,59245,32396,33614
,,,,568,59245,32396,33614
,,,,569,59245,32396,33614
,,,,570,59245,32396,33614
,,,,571,59245,32396,33614
,,,,572,59245,32396,33614
,,,,573,59245,32396,33614
,,,,574,59245,32396,33614
,,,,575,59245,32396,33614
,,,,576,59245,32396,33614
,,,,577,59245,32396,33614
,,,,578,59245,32396,33614
,,,,579,59245,32396,33614
,,,,580,59245,32396,33614
,,,,581,59245,32396,33614
,,,,582,59245,32396,33614
,,,,583,59245,32396,33614
,,,,584,59245,32396,33614
,,,,585,59245,32396,33614
,,,,586,59245,32396,33614
,,,,587,59245,32396,33614
,,,,588,59245,32396,33614
,,,,589,59245,32396,33614
,,,,590,59245,32396,33614
,,,,591,59245,32396,33614
,,,,592,59245,32396,33614
,,,,593,59245,32396,33614
,,,,594,59245,32396,33614
,,,,595,59245,32396,33614
,,,,596,59245,32396,33614
,,,,597,59245,32396,33614
,,,,598,59245,32396,33614
,,,,599,59245,32396,33614
,,,,600,59245,32396,33614
,,,,601,59245,32396,33614
,,,,602,59245,32396,33614
,,,,603,59245,32396,33614
,,,,604,59245,32396,33614
,,,,605,59245,32396,33614
,,,,606,59245,32396,33614
,,,,607,59245,32396,33614
,,,,608,59245,32396,33614
,,,,609,59245,32396,33614
,,,,610,59245,32396,33614
,,,,611,59245,32396,33614
,,,,612,59245,32396,33614
,,,,613,59245,32396,33614
,,,,614,59245,32396,33614
,,,,615,59245,32396,33614
,,,,616,59245,32396,33614
,,,,617,59245,32396,33614
,,,,618,59245,32396,33614
,,,,619,59245,32396,33614
,,,,620,59245,32396,33614
,,,,621,59245,32396,33614
,,,,622,59245,32396,33614
,,,,623,59245,32396,33614
,,,,624,59245,32396,33614
,,,,625,59245,32396,33614
,,,,626,59245,32396,33614
,,,,627,59245,32396,33614
,,,,628,59245,32396,33614
,,,,629,59245,32396,33614
,,,,630,59245,32396,33614
,,,,631,59245,32396,33614
,,,,632,59245,32396,33614
,,,,633,59245,32396,33614
,,,,634,59245,32396,33614
,,,,635,59245,32396,33614
,,,,636,59245,32396,33614
,,,,637,59245,32396,33614
,,,,638,59245,32396,33614
,,,,639,59245,32396,33614
,,,,640,59245,32396,33614
,,,,641,59245,32396,33614
,,,,642,59245,32396,33614
,,,,643,59245,32396,33614
,,,,644,59245,32396,33614
,,,,645,59245,32396,33614
,,,,646,59245,32396,33614
,,,,647,59245,32396,33614
,,,,648,59245,32396,33614
,,,,649,59245,32396,33614
,,,,650,59245,32396,33614
,,,,651,59245,32396,33614
,,,,652,59245,32396,33614
,,,,653,59245,32396,33614
,,,,654,59245,32396,33614
,,,,655,59245,32396,33614
,,,,656,59245,32396,33614
,,,,657,59245,32396,33614
,,,,658,59245,32396,33614
,,,,659,59245,32396,33614
,,,,660,59245,32396,33614
,,,,661,59245,32396,33614
,,,,662,59245,32396,33614
,,,,663,59245,32396,33614
,,,,664,59245,32396,33614
,,,,665,59245,32396,33614
,,,,666,59245,32396,33614
,,,,667,59245,32396,33614
,,,,668,59245,32396,33614
,,,,669,59245,32396,33614
,,,,670,59245,32396,33614
,,,,671,59245,32396,33614
,,,,672,59245,32396,33614
,,,,673,59245,32396,33614
,,,,674,59245,32396,33614
,,,,675,59245,32396,33614
,,,,676,59245,32396,33614
,,,,677,59245,32396,33614
,,,,678,59245,32396,33614
,,,,679,59245,32396,33614
,,,,680,59245,32396,33614
,,,,681,59245,32396,33614
,,,,682,59245,32396,33614
,,,,683,59245,32396,33614
,,,,684,59245,32396,33614
,,,,685,59245,32396,33614
,,,,686,59245,32396,33614
,,,,687,59245,32396,33614
,,,,688,59245,32396,33614
,,,,689,59245,32396,33614
,,,,690,59245,32396,33614
,,,,691,59245,32396,33614
,,,,692,59245,32396,33614
,,,,693,59245,32396,33614
,,,,694,59245,32396,33614
,,,,695,59245,32396,33614
,,,,696,59245,32396,33614
,,,,697,59245,32396,33614
,,,,698,59245,32396,33614
,,,,699,59245,32396,33614
,,,,700,59245,32396,33614
,,,,701,59245,32396,33614
,,,,702,59245,32396,33614
,,,,703,59245,32396,33614
,,,,704,59245,32396,33614
,,,,705,59245,32396,33614
,,,,706,59245,32396,33614
,,,,707,59245,32396,33614
,,,,708,59245,32396,33614
,,,,709,59245,32396,33614
,,,,710,59245,32396,33614
,,,,711,59245,32396,33614
,,,,712,59245,32396,33614
,,,,713,59245,32396,33614
,,,,714,59245,32396,33614
,,,,715,59245,32396,33614
,,,,716,59245,32396,33614
,,,,717,59245,32396,33614
,,,,718,59245,32396,33614
,,,,719,59245,32396,33614
,,,,720,59245,32396,33614
,,,,721,59245,32396,33614
,,,,722,59245,32396,33614
,,,,723,59245,32396,33614
,,,,724,59245,32396,33614
,,,,725,59245,32396,33614
,,,,726,59245,32396,33614
,,,,727,59245,32396,33614
,,,,728,59245,32396,33614
,,,,729,59245,32396,33614
,,,,730,59245,32396,33614
,,,,731,59245,32396,33614
,,,,732,59245,32396,33614
,,,,733,59245,32396,33614
,,,,734,59245,32396,33614
,,,,735,59245,32396,33614
,,,,736,59245,32396,33614
,,,,737,59245,32396,33614
,,,,738,59245,32396,33614
,,,,739,59245,32396,33614
,,,,740,59245,32396,33614
,,,,741,59245,32396,33614
,,,,742,59245,32396,33614
,,,,743,59245,32396,33614
,,,,744,59245,32396,33614
,,,,745,59245,32396,33614
,,,,746,59245,32396,33614
,,,,747,59245,32396,33614
,,,,748,59245,32396,33614
,,,,749,59245,32396,33614
,,,,750,59245,32396,33614
,,,,751,59245,32396,33614
,,,,752,59245,32396,33614
,,,,753,59245,32396,33614
,,,,754,59245,32396,33614
,,,,755,59245,32396,33614
,,,,756,59245,32396,33614
,,,,757,59245,32396,33614
,,,,758,59245,32396,33614
,,,,759,59245,32396,33614
,,,,760,59245,32396,33614
,,,,761,59245,32396,33614
,,,,762,59245,32396,33614
,,,,763,59245,32396,33614
,,,,764,59245,32396,33614
,,,,765,59245,32396,33614
,,,,766,59245,32396,33614
,,,,767,59245,32396,33614
,,,,768,59245,32396,33614
,,,,769,59245,32396,33614
,,,,770,59245,32396,33614
,,,,771,59245,32396,33614
,,,,772,59245,32396,33614
,,,,773,59245,32396,33614
,,,,774,59245,32396,33614
,,,,775,59245,32396,33614
,,,,776,59245,32396,33614
,,,,777,59245,32396,33614
,,,,778,59245,32396,33614
,,,,779,59245,32396,33614
,,,,780,59245,32396,33614
,,,,781,59245,32396,33614
,,,,782,59245,32396,33614
,,,,783,59245,32396,33614
,,,,784,59245,32396,33614
,,,,785,59245,32396,33614
,,,,786,59245,32396,33614
,,,,787,59245,32396,33614
,,,,788,59245,32396,33614
,,,,789,59245,32396,33614
,,,,790,59245,32396,33614
,,,,791,59245,32396,33614
,,,,792,59245,32396,33614
,,,,793,59245,32396,33614
,,,,794,59245,32396,33614
,,,,795,59245,32396,33614
,,,,796,59245,32396,33614
,,,,797,59245,32396,33614
,,,,798,59245,32396,33614
,,,,799,59245,32396,33614
,,,,800,59245,32396,33614
,,,,801,59245,32396,33614
,,,,802,59245,32396,33614
,,,,803,59245,32396,33614
,,,,804,59245,32396,33614
,,,,805,59245,32396,33614
,,,,806,59245,32396,33614
,,,,807,59245,32396,33614
,,,,808,59245,32396,33614
,,,,809,59245,32396,33614
,,,,810,59245,32396,33614
,,,,811,59245,32396,33614
,,,,812,59245,32396,33614
,,,,813,59245,32396,33614
,,,,814,59245,32396,33614
,,,,815,59245,32396,33614
,,,,816,59245,32396,33614
,,,,817,59245,32396,33614
,,,,818,59245,32396,33614
,,,,819,59245,32396,33614
,,,,820,59245,32396,33614
,,,,821,59245,32396,33614
,,,,822,59245,32396,33614
,,,,823,59245,32396,33614
,,,,824,59245,32396,33614
,,,,825,59245,32396,33614
,,,,826,59245,32396,33614
,,,,827,59245,32396,33614
,,,,828,59245,32396,33614
,,,,829,59245,32396,33614
,,,,830,59245,32396,33614
,,,,831,59245,32396,33614
,,,,832,59245,32396,33614
,,,,833,59245,32396,33614
,,,,834,59245,32396,33614
,,,,835,59245,32396,33614
,,,,836,59245,32396,33614
,,,,837,59245,32396,33614
,,,,838,59245,32396,33614
,,,,839,59245,32396,33614
,,,,840,59245,32396,33614
,,,,841,59245,32396,33614
,,,,842,59245,32396,33614
,,,,843,59245,32396,33614
,,,,844,59245,32396,33614
,,,,845,59245,32396,33614
,,,,846,59245,32396,33614
,,,,847,59245,32396,33614
,,,,848,59245,32396,33614
,,,,849,59245,32396,33614
,,,,850,59245,32396,33614
,,,,851,59245,32396,33614
,,,,852,59245,32396,33614
,,,,853,59245,32396,33614
,,,,854,59245,32396,33614
,,,,855,59245,32396,33614
,,,,856,59245,32396,33614
,,,,857,59245,32396,33614
,,,,858,59245,32396,33614
,,,,859,59245,32396,33614
,,,,860,59245,32396,33614
,,,,861,59245,32396,33614
,,,,862,59245,32396,33614
,,,,863,59245,32396,33614
,,,,864,59245,32396,33614
,,,,865,59245,32396,33614
,,,,866,59245,32396,33614
,,,,867,59245,32396,33614
,,,,868,59245,32396,33614
,,,,869,59245,32396,33614
,,,,870,59245,32396,33614
,,,,871,59245,32396,33614
,,,,872,59245,32396,33614
,,,,873,59245,32396,33614
,,,,874,59245,32396,33614
,,,,875,59245,32396,33614
,,,,876,59245,32396,33614
,,,,877,59245,32396,33614
,,,,878,59245,32396,33614
,,,,879,59245,32396,33614
,,,,880,59245,32396,33614
,,,,881,59245,32396,33614
,,,,882,59245,32396,33614
,,,,883,59245,32396,33614
,,,,884,59245,32396,33614
,,,,885,59245,32396,33614
,,,,886,59245,32396,33614
,,,,887,59245,32396,33614
,,,,888,59245,32396,33614
,,,,889,59245,32396,33614
,,,,890,59245,32396,33614
,,,,891,59245,32396,33614
,,,,892,59245,32396,33614
,,,,893,59245,32396,33614
,,,,894,59245,32396,33614
,,,,895,59245,32396,33614
,,,,896,59245,32396,33614
,,,,897,59245,32396,33614
,,,,898,59245,32396,33614
,,,,899,59245,32396,33614
,,,,900,59245,32396,33614
,,,,901,59245,32396,33614
,,,,902,59245,32396,33614
,,,,903,59245,32396,33614
,,,,904,59245,32396,33614
,,,,905,59245,32396,33614
,,,,906,59245,32396,33614
,,,,907,59245,32396,33614
,,,,908,59245,32396,33614
,,,,909,59245,32396,33614
,,,,910,59245,32396,33614
,,,,911,59245,32396,33614
,,,,912,59245,32396,33614
,,,,913,59245,32396,33614
,,,,914,59245,32396,33614
,,,,915,59245,32396,33614
