Time_Index,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8
6580,0.222622378,1,1,1,1,1,1,1,1,1,0.222622378,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.673311498,0.709844512,0.656004833,0.484491538,0.569426049,0.74184083,0.644316222,0.363104119
6581,0.222660596,1,1,1,1,1,1,1,1,1,0.222660596,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.641701701,0.695670065,0.623154648,0.463174098,0.479268101,0.743517364,0.637514716,0.361794963
6582,0.222735427,1,1,1,1,1,1,1,1,1,0.222735427,0.04317445,1,1,1,1,1,0.016134558,0.069070452,0.043472045,0.014598526,0.001167509,0.095352501,0.068683637,0.011394261,0.616489522,0.686684396,0.58176813,0.45107775,0.417058462,0.745662756,0.625795948,0.362474533
6583,0.22284307,1,1,1,1,1,1,1,1,1,0.22284307,0.440842261,1,1,1,1,1,0.367725358,0.56653669,0.49543801,0.33862788,0.256339856,0.575582569,0.544061016,0.321894913,0.594084619,0.679369273,0.53717261,0.448387181,0.370621545,0.713529301,0.611205475,0.36764173
6584,0.222946566,1,1,1,1,1,1,1,1,1,0.222946566,0.844178516,1,1,1,1,1,0.838116601,0.881822156,0.878868217,0.816904721,0.797528857,0.860781639,0.87254086,0.800232791,0.444347063,0.466282686,0.307014161,0.330446489,0.330292309,0.478077861,0.308146504,0.30719377
6585,0.222984784,1,1,1,1,1,1,1,1,1,0.222984784,0.896263329,1,1,1,1,1,0.916150031,0.911526023,0.912431336,0.89689237,0.921565003,0.853630295,0.903364924,0.886373188,0.176301745,0.195001118,0.139515265,0.103276781,0.102812952,0.484059928,0.234758138,0.121975467
6586,0.223092427,1,1,1,1,1,1,1,1,1,0.223092427,0.867203866,1,1,1,1,1,0.902048213,0.89239806,0.89168112,0.866912837,0.914211554,0.772343599,0.883633819,0.887723319,0.219854562,0.219301569,0.137509024,0.151074325,0.075027784,0.478736764,0.263731225,0.142388391
6587,0.223196229,1,1,1,1,1,1,1,1,1,0.223196229,0.837885236,1,1,1,1,1,0.874171884,0.86889627,0.864837961,0.83411863,0.886651947,0.736453061,0.85798535,0.85970585,0.247071745,0.196422435,0.122429488,0.206476259,0.150002775,0.461147572,0.232726609,0.202652098
6588,0.223234447,1,1,1,1,1,1,1,1,1,0.223234447,0.830677422,1,1,1,1,1,0.857392019,0.859801355,0.852955478,0.814704322,0.865785004,0.764022922,0.842947071,0.840230105,0.254903459,0.16404738,0.127213644,0.252707555,0.178771193,0.456296981,0.220235121,0.220472176
6589,0.22334209,1,1,1,1,1,1,1,1,1,0.22334209,0.839573288,1,1,1,1,1,0.861807113,0.863488362,0.861400234,0.823351715,0.864132204,0.78937884,0.841802703,0.847036008,0.265303119,0.162400479,0.153671177,0.306660147,0.178947008,0.463770121,0.225321074,0.232653358
6590,0.223444594,1,1,1,1,1,1,1,1,1,0.223444594,0.863623177,1,1,1,1,1,0.880345332,0.872947923,0.880195745,0.853453501,0.8793689,0.833299024,0.850807891,0.873400221,0.270176377,0.145231481,0.184437838,0.347469322,0.172420394,0.472065085,0.232999908,0.243049738
6591,0.223482812,1,1,1,1,1,1,1,1,1,0.223482812,0.86743435,1,1,1,1,1,0.892412919,0.863115258,0.886387908,0.879037281,0.892052865,0.807199342,0.863015287,0.893411666,0.277157136,0.157578754,0.220427367,0.383997655,0.169895037,0.470887914,0.243517654,0.248151645
6592,0.223590455,1,1,1,1,1,1,1,1,1,0.223590455,0.769098002,1,1,1,1,1,0.847750573,0.74984877,0.800953392,0.814597058,0.861949864,0.597669609,0.740344877,0.843966183,0.287686761,0.168217404,0.255283407,0.422520344,0.157723845,0.45613909,0.229281666,0.261378167
6593,0.223665286,1,1,1,1,1,1,1,1,1,0.223665286,0.349684927,1,1,1,1,1,0.464942815,0.281831268,0.340121474,0.391792755,0.570720377,0.157763142,0.235884947,0.45036142,0.302123152,0.192141135,0.282516926,0.430148565,0.151913326,0.394284897,0.207616698,0.26675005
6594,0.223768782,1,1,1,1,1,1,1,1,1,0.223768782,0.024084635,1,1,1,1,1,0.037526957,0.005660312,0.013280156,0.026006013,0.080372506,0,0.001663277,0.038951602,0.376025958,0.257790869,0.350909573,0.497535478,0.168521302,0.449561414,0.20036911,0.318007122
6595,0.223839811,1,1,1,1,1,1,1,1,1,0.223839811,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.522585447,0.386563523,0.464207608,0.599182318,0.228989343,0.459001854,0.189665141,0.417543007
6596,0.223914643,1,1,1,1,1,1,1,1,1,0.223914643,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.601597968,0.452203886,0.532313349,0.623368006,0.245029587,0.464772833,0.188593863,0.436047543
6597,0.224051257,1,1,1,1,1,1,1,1,1,0.224051257,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.614447999,0.482312172,0.577318138,0.620270491,0.246233299,0.470489785,0.234095465,0.415654248
6598,0.224089474,1,1,1,1,1,1,1,1,1,0.224089474,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.607147176,0.498789478,0.627172734,0.591344668,0.229906266,0.486090915,0.312756804,0.383706155
6599,0.224164306,1,1,1,1,1,1,1,1,1,0.224164306,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.586901786,0.504058793,0.668466845,0.551509792,0.225085573,0.507649112,0.409778602,0.343228686
6600,0.224300919,1,1,1,1,1,1,1,1,1,0.224300919,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.56891539,0.506304781,0.691599489,0.509893053,0.21325047,0.494783238,0.491082141,0.296887138
6601,0.224339137,1,1,1,1,1,1,1,1,1,0.224339137,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.54671903,0.509354382,0.705459331,0.486637673,0.216091083,0.453015013,0.549761273,0.24870049
6602,0.224412671,1,1,1,1,1,1,1,1,1,0.224412671,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.531990388,0.492264767,0.708567445,0.444851032,0.206544071,0.423443462,0.564250575,0.222591068
6603,0.224549284,1,1,1,1,1,1,1,1,1,0.224549284,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.504149304,0.494677806,0.697231713,0.385928217,0.205432382,0.422927251,0.519890936,0.197769206
6604,0.224587196,1,1,1,1,1,1,1,1,1,0.224587196,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.471544202,0.508449151,0.67902063,0.332007293,0.200781902,0.440561035,0.435273274,0.175017608
6605,0.224662027,1,1,1,1,1,1,1,1,1,0.224662027,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.435049953,0.528006545,0.652309855,0.276439676,0.199171291,0.482429786,0.383686827,0.156440021
6606,0.22476967,1,1,1,1,1,1,1,1,1,0.22476967,0.040676075,1,1,1,1,1,0.015313408,0.063450809,0.041842403,0.009855477,0,0.087939429,0.075675669,0.011810576,0.397495219,0.534132557,0.630348771,0.240964628,0.184060042,0.533473972,0.361493991,0.149134729
6607,0.224873472,1,1,1,1,1,1,1,1,1,0.224873472,0.424109763,1,1,1,1,1,0.362554859,0.538541602,0.491468734,0.252996871,0.248290796,0.569322572,0.573140694,0.304235175,0.361371731,0.522280675,0.598738466,0.191713881,0.169810624,0.560469328,0.335534319,0.131376915
6608,0.22491169,1,1,1,1,1,1,1,1,1,0.22491169,0.818505279,1,1,1,1,1,0.829333755,0.846130812,0.87673205,0.670941421,0.787618356,0.856143401,0.894410741,0.781044245,0.286565459,0.39380443,0.378568337,0.156389119,0.135106014,0.319730137,0.2121731,0.110360177
6609,0.225019333,1,1,1,1,1,1,1,1,1,0.225019333,0.880712906,1,1,1,1,1,0.900900565,0.874448246,0.907261453,0.805921546,0.910445042,0.875416256,0.905515541,0.875523659,0.077957226,0.13362102,0.084447803,0.038061578,0.057255742,0.222880466,0.040946652,0.047795499
6610,0.225123135,1,1,1,1,1,1,1,1,1,0.225123135,0.858659492,1,1,1,1,1,0.881676501,0.864685936,0.882094287,0.816044091,0.899729587,0.832254034,0.857692634,0.851579553,0.037399289,0.099946312,0.078511916,0.020386549,0.011020395,0.290205591,0.067715884,0.03924761
6611,0.225161353,1,1,1,1,1,1,1,1,1,0.225161353,0.825974428,1,1,1,1,1,0.851337934,0.849228531,0.852114635,0.787297387,0.870037568,0.787531675,0.817517738,0.816238065,0.051273411,0.103150612,0.080752355,0.04854093,0.016719258,0.336769521,0.096979848,0.048368613
6612,0.225268996,1,1,1,1,1,1,1,1,1,0.225268996,0.812811183,1,1,1,1,1,0.83322283,0.826461207,0.838211742,0.767349063,0.848345993,0.78556031,0.819683029,0.804070851,0.059650715,0.084122103,0.074810596,0.08622591,0.012985335,0.350800343,0.112042602,0.077432132
6613,0.2253715,1,1,1,1,1,1,1,1,1,0.2253715,0.81436407,1,1,1,1,1,0.835993254,0.81574075,0.844758444,0.769204105,0.847016084,0.779998411,0.84474213,0.809347117,0.06103127,0.088910345,0.082290668,0.12447095,0.010849111,0.341857983,0.126855141,0.094481674
6614,0.225409412,1,1,1,1,1,1,1,1,1,0.225409412,0.824990472,1,1,1,1,1,0.850268582,0.82695766,0.860760994,0.796932651,0.861441001,0.761194322,0.870060097,0.829503473,0.069663822,0.096036412,0.092854345,0.148163069,0.007509614,0.326196844,0.126949874,0.1073467
6615,0.225517055,1,1,1,1,1,1,1,1,1,0.225517055,0.814493264,1,1,1,1,1,0.855091058,0.813120383,0.86308543,0.812844177,0.872780837,0.690252232,0.864981027,0.843288335,0.075195768,0.099683147,0.110232068,0.16293848,0.006654235,0.306536369,0.124822107,0.111820395
6616,0.225591886,1,1,1,1,1,1,1,1,1,0.225591886,0.712957887,1,1,1,1,1,0.797691228,0.699524892,0.769757485,0.74491742,0.843379294,0.492773352,0.724799008,0.78279497,0.083693896,0.112348233,0.12514916,0.170446043,0.006182061,0.283764377,0.118272605,0.112104544
6617,0.225695688,1,1,1,1,1,1,1,1,1,0.225695688,0.31216762,1,1,1,1,1,0.416417322,0.246329261,0.311881947,0.346352959,0.547668133,0.115732809,0.218650214,0.40057617,0.089399875,0.127941457,0.127969492,0.156471065,0.007670993,0.226767578,0.097055635,0.111230764
6618,0.225766718,1,1,1,1,1,1,1,1,1,0.225766718,0.019955717,1,1,1,1,1,0.030514517,0.003621297,0.010130991,0.020775542,0.07204464,0,0,0.031064573,0.13794955,0.198903488,0.187111222,0.192563034,0.013367384,0.235210088,0.086876198,0.137622573
6619,0.225841549,1,1,1,1,1,1,1,1,1,0.225841549,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.19637179,0.266852802,0.234362132,0.205535553,0.023035043,0.238117946,0.05434302,0.144532178
6620,0.225945351,1,1,1,1,1,1,1,1,1,0.225945351,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.225423391,0.320715205,0.262939639,0.171411576,0.026917244,0.246636253,0.043342833,0.125116222
6621,0.22601638,1,1,1,1,1,1,1,1,1,0.22601638,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.241218547,0.365909987,0.282034743,0.136995479,0.03037762,0.26537741,0.067578377,0.093661629
6622,0.226091212,1,1,1,1,1,1,1,1,1,0.226091212,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.252815507,0.389500345,0.286716911,0.097052799,0.033209528,0.28782428,0.121722508,0.068389666
6623,0.226195014,1,1,1,1,1,1,1,1,1,0.226195014,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.25921325,0.382293212,0.297956175,0.068724078,0.036799407,0.321035494,0.183146467,0.048208298
6624,0.226264745,1,1,1,1,1,1,1,1,1,0.226264745,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.262666106,0.387875669,0.312194584,0.043898807,0.041657213,0.369902521,0.237561847,0.033851821
6625,0.226339271,1,1,1,1,1,1,1,1,1,0.226339271,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.284423657,0.389445121,0.329591512,0.028920193,0.04462959,0.42692928,0.285259278,0.022859022
6626,0.226443073,1,1,1,1,1,1,1,1,1,0.226443073,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.307234456,0.419369947,0.338640261,0.019022628,0.049672453,0.464752308,0.334738152,0.016592826
6627,0.226514102,1,1,1,1,1,1,1,1,1,0.226514102,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.323598969,0.445882209,0.352246727,0.014021467,0.05724159,0.504411922,0.372758801,0.012126174
6628,0.226588933,1,1,1,1,1,1,1,1,1,0.226588933,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.33779152,0.469584805,0.362393091,0.013744082,0.060957681,0.536153207,0.403099856,0.010167989
6629,0.226663765,1,1,1,1,1,1,1,1,1,0.226663765,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.339192769,0.473904665,0.367110605,0.013424807,0.073310109,0.580010229,0.436649678,0.009924384
6630,0.226800379,1,1,1,1,1,1,1,1,1,0.226800379,0.038805219,1,1,1,1,1,0.010621457,0.061439779,0.037831794,0.010166346,0,0.09018443,0.065817167,0.009981104,0.342181926,0.478669146,0.373604927,0.012164092,0.082929184,0.623961145,0.452433094,0.008838039
6631,0.226838596,1,1,1,1,1,1,1,1,1,0.226838596,0.412828024,1,1,1,1,1,0.326282961,0.529997885,0.464800602,0.299799275,0.218270807,0.566106074,0.538141539,0.293820703,0.33576619,0.488119331,0.373807319,0.012021495,0.091259987,0.645011821,0.449618991,0.008470756
6632,0.226913428,1,1,1,1,1,1,1,1,1,0.226913428,0.805807819,1,1,1,1,1,0.784334533,0.846055167,0.844224806,0.756112955,0.73394167,0.850085607,0.854377352,0.757973655,0.293049434,0.414992798,0.287666265,0.009752309,0.096933899,0.316951854,0.253896783,0.009208346
6633,0.227050041,1,1,1,1,1,1,1,1,1,0.227050041,0.864766856,1,1,1,1,1,0.866154705,0.882205557,0.876755539,0.83848567,0.867483071,0.866387649,0.872140887,0.8501687,0.098149311,0.20950911,0.071243685,0.002537049,0.054916764,0.195018266,0.057533749,0.005091171
6634,0.227088259,1,1,1,1,1,1,1,1,1,0.227088259,0.845753474,1,1,1,1,1,0.850373552,0.876149926,0.852312605,0.813214605,0.864411888,0.839084793,0.846550536,0.832679057,0.019255274,0.143800802,0.033208465,0.001206069,0.006108668,0.244620622,0.095634306,0.004942911
6635,0.227161486,1,1,1,1,1,1,1,1,1,0.227161486,0.816689077,1,1,1,1,1,0.819524339,0.86045385,0.822546336,0.775116856,0.838701663,0.809402063,0.818164582,0.801257866,0.018078408,0.164636093,0.037478273,0.001480646,0.01240094,0.274698117,0.149043748,0.007090405
6636,0.2272981,1,1,1,1,1,1,1,1,1,0.2272981,0.803291682,1,1,1,1,1,0.803069371,0.853706795,0.809809455,0.756730268,0.821133905,0.800326123,0.808484712,0.783661178,0.017056611,0.167193383,0.034970287,0.001729646,0.013801075,0.279986091,0.154611507,0.010183493
6637,0.227336318,1,1,1,1,1,1,1,1,1,0.227336318,0.813610249,1,1,1,1,1,0.811833373,0.857774361,0.819545688,0.768036289,0.825092611,0.817763226,0.822732049,0.792170705,0.017953736,0.171789125,0.03012485,0.002975107,0.010184625,0.277574548,0.151064447,0.014820457
6638,0.227411149,1,1,1,1,1,1,1,1,1,0.227411149,0.82940545,1,1,1,1,1,0.814807402,0.861169386,0.83098273,0.795401892,0.838499887,0.840005524,0.839792337,0.816151482,0.022748844,0.186165071,0.031291022,0.003500024,0.008451922,0.26385214,0.149069968,0.016904488
6639,0.227518792,1,1,1,1,1,1,1,1,1,0.227518792,0.828133843,1,1,1,1,1,0.80348894,0.844876148,0.825597347,0.809670508,0.846970137,0.833008142,0.834197406,0.831087055,0.029839154,0.201536694,0.038907923,0.003721118,0.0079564,0.244807105,0.138138695,0.020445995
6640,0.227622594,1,1,1,1,1,1,1,1,1,0.227622594,0.718794397,1,1,1,1,1,0.727550414,0.717973555,0.719915684,0.73148024,0.812537573,0.635854061,0.68974013,0.768221046,0.037733721,0.220147375,0.048593101,0.003768339,0.009729626,0.227467769,0.119053599,0.02333488
6641,0.227660812,1,1,1,1,1,1,1,1,1,0.227660812,0.295045557,1,1,1,1,1,0.351406973,0.244148194,0.274467954,0.323540548,0.512433031,0.14987323,0.196977328,0.382501162,0.05212304,0.235122956,0.061051626,0.005452157,0.013554875,0.182788731,0.102534036,0.027455542
6642,0.227768455,1,1,1,1,1,1,1,1,1,0.227768455,0.016347759,1,1,1,1,1,0.02207482,0.002746775,0.007080863,0.017235347,0.062040366,0,0,0.027245317,0.097185272,0.29381527,0.106045652,0.017072669,0.036364287,0.203272519,0.120793075,0.051737795
6643,0.227872257,1,1,1,1,1,1,1,1,1,0.227872257,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.148205475,0.383933079,0.150247901,0.032464219,0.073150107,0.202863742,0.108265256,0.07478515
6644,0.227910475,1,1,1,1,1,1,1,1,1,0.227910475,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.182739558,0.424771108,0.178791657,0.051821723,0.113260619,0.205348413,0.084542837,0.085213772
6645,0.228017812,1,1,1,1,1,1,1,1,1,0.228017812,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.207929324,0.450241071,0.198248005,0.065937856,0.149586087,0.211311779,0.073228315,0.097850237
6646,0.228120316,1,1,1,1,1,1,1,1,1,0.228120316,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.231704886,0.489109789,0.204166727,0.082929102,0.18693918,0.231063487,0.064341065,0.110381616
6647,0.228158534,1,1,1,1,1,1,1,1,1,0.228158534,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.251478628,0.514216564,0.209367415,0.098170695,0.205826157,0.263841325,0.060032266,0.118775558
6648,0.228266177,1,1,1,1,1,1,1,1,1,0.228266177,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.262966372,0.529671491,0.212493078,0.104601663,0.207595899,0.315122977,0.066507085,0.122844693
6649,0.228369979,1,1,1,1,1,1,1,1,1,0.228369979,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.277949359,0.530902948,0.209262817,0.103022975,0.209622354,0.360498854,0.076560041,0.122790498
6650,0.228408196,1,1,1,1,1,1,1,1,1,0.228408196,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.279659594,0.531343686,0.197598251,0.103594212,0.209918829,0.382810415,0.090728064,0.128554512
6651,0.22851584,1,1,1,1,1,1,1,1,1,0.22851584,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.272094417,0.555562156,0.185103661,0.09438283,0.203165296,0.386673178,0.105849254,0.125274401
6652,0.228590671,1,1,1,1,1,1,1,1,1,0.228590671,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.26855971,0.571366595,0.182943578,0.087820113,0.20012395,0.384979408,0.124520483,0.120111418
6653,0.228694473,1,1,1,1,1,1,1,1,1,0.228694473,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.271367417,0.582649545,0.195261025,0.077550057,0.197029321,0.374051765,0.159342899,0.1182862
6654,0.228765502,1,1,1,1,1,1,1,1,1,0.228765502,0.034837915,1,1,1,1,1,0.009810942,0.052108282,0.032261527,0.009527485,0.00E+00,0.082547563,0.059883526,0.009950851,0.27861049,0.607166778,0.218570857,0.073061825,0.20791905,0.364652888,0.197546882,0.120207866
6655,0.228840334,1,1,1,1,1,1,1,1,1,0.228840334,0.38648174,1,1,1,1,1,0.295201324,0.472364828,0.427711623,0.283099155,0.178074545,0.555054829,0.513299984,0.289603019,0.285915193,0.625993446,0.244191273,0.080243307,0.221107671,0.356749086,0.231359344,0.118970445
6656,0.22894383,1,1,1,1,1,1,1,1,1,0.22894383,0.772009716,1,1,1,1,1,0.740123897,0.777714336,0.806021628,0.733856028,0.65569635,0.839073487,0.831545202,0.755818643,0.27647569,0.511270612,0.212333461,0.080301666,0.229621121,0.187939307,0.168798333,0.121261321
6657,0.229014859,1,1,1,1,1,1,1,1,1,0.229014859,0.836404185,1,1,1,1,1,0.835889756,0.809646482,0.850604069,0.822245469,0.810128601,0.851901204,0.854038676,0.845378713,0.109986853,0.338266842,0.059532608,0.033291492,0.140809739,0.06939595,0.023104426,0.055567531
6658,0.229088393,1,1,1,1,1,1,1,1,1,0.229088393,0.820483916,1,1,1,1,1,0.831317331,0.790487595,0.834939921,0.799430398,0.821108257,0.825477229,0.832195498,0.823445513,0.022486467,0.33128987,0.068978831,0,0.009417543,0.085930208,0.024090959,0.00335877
6659,0.229225006,1,1,1,1,1,1,1,1,1,0.229225006,0.794075481,1,1,1,1,1,0.806732486,0.78038655,0.806197955,0.763600977,0.801106451,0.797814474,0.806310093,0.788950811,0.029824619,0.383257905,0.113586582,0,0.009146831,0.092335765,0.025413238,0.001461561
6660,0.229263224,1,1,1,1,1,1,1,1,1,0.229263224,0.779882723,1,1,1,1,1,0.792418691,0.758441052,0.791052467,0.744283817,0.789177521,0.791227122,0.797780545,0.769416022,0.050018445,0.407860143,0.126501421,0.001275022,0.016620644,0.091185075,0.028566084,0.00323813
6661,0.229338055,1,1,1,1,1,1,1,1,1,0.229338055,0.785005441,1,1,1,1,1,0.797977052,0.725342368,0.799608561,0.753214977,0.797719948,0.806516409,0.80982096,0.774762568,0.054410769,0.409510083,0.125401336,0.001896644,0.021449718,0.088699284,0.034608437,0.003909877
6662,0.229445699,1,1,1,1,1,1,1,1,1,0.229445699,0.80131944,1,1,1,1,1,0.809731769,0.737467904,0.816249043,0.778784912,0.792737318,0.828669403,0.828562179,0.798345072,0.051924044,0.401726425,0.124043831,0.002764729,0.023844107,0.089453205,0.033242708,0.005021869
6663,0.2295495,1,1,1,1,1,1,1,1,1,0.2295495,0.800334743,1,1,1,1,1,0.806145888,0.741842782,0.815126173,0.790712106,0.773229754,0.821766546,0.822236099,0.813449818,0.045564922,0.415861094,0.118651919,0.004582111,0.030077658,0.084329109,0.030955604,0.007141708
6664,0.229587718,1,1,1,1,1,1,1,1,1,0.229587718,0.689830443,1,1,1,1,1,0.726202917,0.648365259,0.702620405,0.710617329,0.716739553,0.622500229,0.671613514,0.754108787,0.045576732,0.413720813,0.118582797,0.008221663,0.043550497,0.077873584,0.029336967,0.011007493
6665,0.229695361,1,1,1,1,1,1,1,1,1,0.229695361,0.272023626,1,1,1,1,1,0.345518802,0.214836161,0.25663931,0.303234347,0.428520984,0.139849895,0.185081066,0.366870614,0.050849182,0.407637864,0.121365697,0.018693159,0.067370913,0.071217879,0.029556626,0.021218438
6666,0.229798857,1,1,1,1,1,1,1,1,1,0.229798857,0.013342801,1,1,1,1,1,0.020500512,0.001903281,0.005479194,0.014797551,0.045563669,0.00E+00,0,0.024654053,0.075194889,0.425141271,0.16812283,0.065370932,0.122664046,0.09466774,0.057234966,0.059360155
6667,0.229837075,1,1,1,1,1,1,1,1,1,0.229837075,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.115045934,0.511356271,0.232557772,0.130570063,0.228480831,0.091750136,0.069870362,0.111420639
6668,0.229944718,1,1,1,1,1,1,1,1,1,0.229944718,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.134535147,0.562450729,0.276421063,0.190777271,0.311652077,0.087963471,0.069328854,0.160880403
6669,0.230047222,1,1,1,1,1,1,1,1,1,0.230047222,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.164452949,0.594653619,0.310064124,0.256140845,0.381099763,0.092569217,0.075325464,0.200110279
6670,0.23008544,1,1,1,1,1,1,1,1,1,0.23008544,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.20116509,0.630919659,0.33182683,0.32803717,0.426729458,0.106528692,0.080053909,0.224313324
6671,0.230193083,1,1,1,1,1,1,1,1,1,0.230193083,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.250116923,0.645829857,0.334459053,0.391674652,0.45229829,0.130316875,0.084066292,0.229832632
6672,0.230267914,1,1,1,1,1,1,1,1,1,0.230267914,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.288145399,0.648667659,0.335144585,0.438096401,0.444893364,0.193468138,0.101328623,0.242658961
6673,0.230335103,1,1,1,1,1,1,1,1,1,0.230335103,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.31744062,0.664407893,0.339339981,0.45378718,0.419309315,0.282344206,0.125121808,0.25284091
6674,0.230442746,1,1,1,1,1,1,1,1,1,0.230442746,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.344801643,0.682834607,0.348680066,0.466416438,0.396651822,0.39371295,0.161243521,0.25750503
6675,0.230517577,1,1,1,1,1,1,1,1,1,0.230517577,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.363432136,0.691638475,0.362089913,0.469806448,0.381406337,0.507592975,0.212757471,0.250626508
6676,0.230621073,1,1,1,1,1,1,1,1,1,0.230621073,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.380978845,0.696805561,0.390783393,0.457490956,0.365971191,0.590184079,0.284646344,0.236936592
6677,0.230692102,1,1,1,1,1,1,1,1,1,0.230692102,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.40374713,0.684477747,0.438098299,0.413074389,0.369241217,0.661305398,0.355658345,0.240950588
6678,0.230766934,1,1,1,1,1,1,1,1,1,0.230766934,0.030027564,1,1,1,1,1,0.008572214,0.042997044,0.030082644,0.006170185,0,0.071798618,0.051492375,0.008398201,0.431161539,0.669588899,0.487885777,0.372117098,0.379799193,0.699755304,0.46662215,0.242586768
6679,0.230870736,1,1,1,1,1,1,1,1,1,0.230870736,0.352669118,1,1,1,1,1,0.274520027,0.42670521,0.416015507,0.229191031,0.166853177,0.511119006,0.476731216,0.243670373,0.456816658,0.679099857,0.556145795,0.340786944,0.411533082,0.707186193,0.588625305,0.241992902
6680,0.230940467,1,1,1,1,1,1,1,1,1,0.230940467,0.730621715,1,1,1,1,1,0.706443272,0.727145413,0.798253842,0.683235935,0.621899166,0.801824269,0.802824771,0.659717921,0.426994063,0.543622973,0.438343309,0.272529368,0.428077361,0.391691194,0.399916978,0.243117544
6681,0.231015299,1,1,1,1,1,1,1,1,1,0.231015299,0.799131923,1,1,1,1,1,0.811740956,0.71758326,0.848206394,0.790383218,0.764306937,0.82985544,0.840203526,0.761234491,0.161417594,0.397291379,0.176119964,0.093109251,0.226059924,0.194782904,0.146344425,0.133820956
6682,0.231119101,1,1,1,1,1,1,1,1,1,0.231119101,0.787917295,1,1,1,1,1,0.804786094,0.699086296,0.831070052,0.773209368,0.759187729,0.814062424,0.828873292,0.767952982,0.099049118,0.432751567,0.251874796,0.011261224,0.051803525,0.237612713,0.20072205,0.034797126
