Time_Index,Price_mmbtu_global,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3
106,22.18,22.18,22.18,22.18
107,22.18,22.18,22.18,22.18
108,22.18,22.18,22.18,22.18
109,22.18,22.18,22.18,22.18
110,22.18,22.18,22.18,22.18
111,22.18,22.18,22.18,22.18
112,22.18,22.18,22.18,22.18
113,22.18,22.18,22.18,22.18
114,22.18,22.18,22.18,22.18
115,22.18,22.18,22.18,22.18
116,22.18,22.18,22.18,22.18
117,22.18,22.18,22.18,22.18
118,22.18,22.18,22.18,22.18
119,22.18,22.18,22.18,22.18
120,22.18,22.18,22.18,22.18
121,22.18,22.18,22.18,22.18
122,22.18,22.18,22.18,22.18
123,22.18,22.18,22.18,22.18
124,22.18,22.18,22.18,22.18
125,22.18,22.18,22.18,22.18
126,22.18,22.18,22.18,22.18
127,22.18,22.18,22.18,22.18
128,22.18,22.18,22.18,22.18
129,22.18,22.18,22.18,22.18
130,22.18,22.18,22.18,22.18
131,22.18,22.18,22.18,22.18
132,22.18,22.18,22.18,22.18
133,22.18,22.18,22.18,22.18
134,22.18,22.18,22.18,22.18
135,22.18,22.18,22.18,22.18
136,22.18,22.18,22.18,22.18
137,22.18,22.18,22.18,22.18
138,22.18,22.18,22.18,22.18
139,22.18,22.18,22.18,22.18
140,22.18,22.18,22.18,22.18
141,22.18,22.18,22.18,22.18
142,22.18,22.18,22.18,22.18
143,22.18,22.18,22.18,22.18
144,22.18,22.18,22.18,22.18
145,22.18,22.18,22.18,22.18
146,22.18,22.18,22.18,22.18
147,22.18,22.18,22.18,22.18
148,22.18,22.18,22.18,22.18
149,22.18,22.18,22.18,22.18
150,22.18,22.18,22.18,22.18
151,22.18,22.18,22.18,22.18
152,22.18,22.18,22.18,22.18
153,22.18,22.18,22.18,22.18
154,22.18,22.18,22.18,22.18
155,22.18,22.18,22.18,22.18
156,22.18,22.18,22.18,22.18
157,22.18,22.18,22.18,22.18
158,22.18,22.18,22.18,22.18
159,22.18,22.18,22.18,22.18
160,22.18,22.18,22.18,22.18
161,22.18,22.18,22.18,22.18
162,22.18,22.18,22.18,22.18
163,22.18,22.18,22.18,22.18
164,22.18,22.18,22.18,22.18
165,22.18,22.18,22.18,22.18
166,22.18,22.18,22.18,22.18
167,22.18,22.18,22.18,22.18
168,22.18,22.18,22.18,22.18
169,22.18,22.18,22.18,22.18
170,22.18,22.18,22.18,22.18
171,22.18,22.18,22.18,22.18
172,22.18,22.18,22.18,22.18
173,22.18,22.18,22.18,22.18
174,22.18,22.18,22.18,22.18
175,22.18,22.18,22.18,22.18
176,22.18,22.18,22.18,22.18
177,22.18,22.18,22.18,22.18
178,22.18,22.18,22.18,22.18
179,22.18,22.18,22.18,22.18
180,22.18,22.18,22.18,22.18
181,22.18,22.18,22.18,22.18
182,22.18,22.18,22.18,22.18
183,22.18,22.18,22.18,22.18
184,22.18,22.18,22.18,22.18
185,22.18,22.18,22.18,22.18
186,22.18,22.18,22.18,22.18
187,22.18,22.18,22.18,22.18
188,22.18,22.18,22.18,22.18
189,22.18,22.18,22.18,22.18
190,22.18,22.18,22.18,22.18
191,22.18,22.18,22.18,22.18
192,22.18,22.18,22.18,22.18
193,22.18,22.18,22.18,22.18
194,22.18,22.18,22.18,22.18
195,22.18,22.18,22.18,22.18
196,22.18,22.18,22.18,22.18
197,22.18,22.18,22.18,22.18
198,22.18,22.18,22.18,22.18
199,22.18,22.18,22.18,22.18
200,22.18,22.18,22.18,22.18
201,22.18,22.18,22.18,22.18
202,22.18,22.18,22.18,22.18
203,22.18,22.18,22.18,22.18
204,22.18,22.18,22.18,22.18
205,22.18,22.18,22.18,22.18
206,22.18,22.18,22.18,22.18
207,22.18,22.18,22.18,22.18
208,22.18,22.18,22.18,22.18
209,22.18,22.18,22.18,22.18
210,22.18,22.18,22.18,22.18
211,22.18,22.18,22.18,22.18
212,22.18,22.18,22.18,22.18
213,22.18,22.18,22.18,22.18
214,22.18,22.18,22.18,22.18
215,22.18,22.18,22.18,22.18
216,22.18,22.18,22.18,22.18
217,22.18,22.18,22.18,22.18
218,22.18,22.18,22.18,22.18
219,22.18,22.18,22.18,22.18
220,22.18,22.18,22.18,22.18
221,22.18,22.18,22.18,22.18
222,22.18,22.18,22.18,22.18
223,22.18,22.18,22.18,22.18
224,22.18,22.18,22.18,22.18
225,22.18,22.18,22.18,22.18
226,22.18,22.18,22.18,22.18
227,22.18,22.18,22.18,22.18
228,22.18,22.18,22.18,22.18
229,22.18,22.18,22.18,22.18
230,22.18,22.18,22.18,22.18
231,22.18,22.18,22.18,22.18
232,22.18,22.18,22.18,22.18
233,22.18,22.18,22.18,22.18
234,22.18,22.18,22.18,22.18
235,22.18,22.18,22.18,22.18
236,22.18,22.18,22.18,22.18
237,22.18,22.18,22.18,22.18
238,22.18,22.18,22.18,22.18
239,22.18,22.18,22.18,22.18
240,22.18,22.18,22.18,22.18
241,22.18,22.18,22.18,22.18
242,22.18,22.18,22.18,22.18
243,22.18,22.18,22.18,22.18
244,22.18,22.18,22.18,22.18
245,22.18,22.18,22.18,22.18
246,22.18,22.18,22.18,22.18
247,22.18,22.18,22.18,22.18
248,22.18,22.18,22.18,22.18
249,22.18,22.18,22.18,22.18
250,22.18,22.18,22.18,22.18
251,22.18,22.18,22.18,22.18
252,22.18,22.18,22.18,22.18
253,22.18,22.18,22.18,22.18
254,22.18,22.18,22.18,22.18
255,22.18,22.18,22.18,22.18
256,22.18,22.18,22.18,22.18
257,22.18,22.18,22.18,22.18
258,22.18,22.18,22.18,22.18
259,22.18,22.18,22.18,22.18
260,22.18,22.18,22.18,22.18
261,22.18,22.18,22.18,22.18
262,22.18,22.18,22.18,22.18
263,22.18,22.18,22.18,22.18
264,22.18,22.18,22.18,22.18
265,22.18,22.18,22.18,22.18
266,22.18,22.18,22.18,22.18
267,22.18,22.18,22.18,22.18
268,22.18,22.18,22.18,22.18
269,22.18,22.18,22.18,22.18
270,22.18,22.18,22.18,22.18
271,22.18,22.18,22.18,22.18
272,22.18,22.18,22.18,22.18
273,22.18,22.18,22.18,22.18
274,22.18,22.18,22.18,22.18
275,22.18,22.18,22.18,22.18
276,22.18,22.18,22.18,22.18
277,22.18,22.18,22.18,22.18
278,22.18,22.18,22.18,22.18
279,22.18,22.18,22.18,22.18
280,22.18,22.18,22.18,22.18
281,22.18,22.18,22.18,22.18
282,22.18,22.18,22.18,22.18
283,22.18,22.18,22.18,22.18
284,22.18,22.18,22.18,22.18
285,22.18,22.18,22.18,22.18
286,22.18,22.18,22.18,22.18
287,22.18,22.18,22.18,22.18
288,22.18,22.18,22.18,22.18
289,22.18,22.18,22.18,22.18
290,22.18,22.18,22.18,22.18
291,22.18,22.18,22.18,22.18
292,22.18,22.18,22.18,22.18
293,22.18,22.18,22.18,22.18
294,22.18,22.18,22.18,22.18
295,22.18,22.18,22.18,22.18
296,22.18,22.18,22.18,22.18
297,22.18,22.18,22.18,22.18
298,22.18,22.18,22.18,22.18
299,22.18,22.18,22.18,22.18
300,22.18,22.18,22.18,22.18
301,22.18,22.18,22.18,22.18
302,22.18,22.18,22.18,22.18
303,22.18,22.18,22.18,22.18
304,22.18,22.18,22.18,22.18
305,22.18,22.18,22.18,22.18
306,22.18,22.18,22.18,22.18
307,22.18,22.18,22.18,22.18
308,22.18,22.18,22.18,22.18
309,22.18,22.18,22.18,22.18
310,22.18,22.18,22.18,22.18
311,22.18,22.18,22.18,22.18
312,22.18,22.18,22.18,22.18
313,22.18,22.18,22.18,22.18
314,22.18,22.18,22.18,22.18
315,22.18,22.18,22.18,22.18
316,22.18,22.18,22.18,22.18
317,22.18,22.18,22.18,22.18
318,22.18,22.18,22.18,22.18
319,22.18,22.18,22.18,22.18
320,22.18,22.18,22.18,22.18
321,22.18,22.18,22.18,22.18
322,22.18,22.18,22.18,22.18
323,22.18,22.18,22.18,22.18
324,22.18,22.18,22.18,22.18
325,22.18,22.18,22.18,22.18
326,22.18,22.18,22.18,22.18
327,22.18,22.18,22.18,22.18
328,22.18,22.18,22.18,22.18
329,22.18,22.18,22.18,22.18
330,22.18,22.18,22.18,22.18
331,22.18,22.18,22.18,22.18
332,22.18,22.18,22.18,22.18
333,22.18,22.18,22.18,22.18
334,22.18,22.18,22.18,22.18
335,22.18,22.18,22.18,22.18
336,22.18,22.18,22.18,22.18
337,22.18,22.18,22.18,22.18
338,22.18,22.18,22.18,22.18
339,22.18,22.18,22.18,22.18
340,22.18,22.18,22.18,22.18
341,22.18,22.18,22.18,22.18
342,22.18,22.18,22.18,22.18
343,22.18,22.18,22.18,22.18
344,22.18,22.18,22.18,22.18
345,22.18,22.18,22.18,22.18
346,22.18,22.18,22.18,22.18
347,22.18,22.18,22.18,22.18
348,22.18,22.18,22.18,22.18
349,22.18,22.18,22.18,22.18
350,22.18,22.18,22.18,22.18
351,22.18,22.18,22.18,22.18
352,22.18,22.18,22.18,22.18
353,22.18,22.18,22.18,22.18
354,22.18,22.18,22.18,22.18
355,22.18,22.18,22.18,22.18
356,22.18,22.18,22.18,22.18
357,22.18,22.18,22.18,22.18
358,22.18,22.18,22.18,22.18
359,22.18,22.18,22.18,22.18
360,22.18,22.18,22.18,22.18
361,22.18,22.18,22.18,22.18
362,22.18,22.18,22.18,22.18
363,22.18,22.18,22.18,22.18
364,22.18,22.18,22.18,22.18
365,22.18,22.18,22.18,22.18
366,22.18,22.18,22.18,22.18
367,22.18,22.18,22.18,22.18
368,22.18,22.18,22.18,22.18
369,22.18,22.18,22.18,22.18
370,22.18,22.18,22.18,22.18
371,22.18,22.18,22.18,22.18
372,22.18,22.18,22.18,22.18
373,22.18,22.18,22.18,22.18
374,22.18,22.18,22.18,22.18
375,22.18,22.18,22.18,22.18
376,22.18,22.18,22.18,22.18
377,22.18,22.18,22.18,22.18
378,22.18,22.18,22.18,22.18
379,22.18,22.18,22.18,22.18
380,22.18,22.18,22.18,22.18
381,22.18,22.18,22.18,22.18
382,22.18,22.18,22.18,22.18
383,22.18,22.18,22.18,22.18
384,22.18,22.18,22.18,22.18
385,22.18,22.18,22.18,22.18
386,22.18,22.18,22.18,22.18
387,22.18,22.18,22.18,22.18
388,22.18,22.18,22.18,22.18
389,22.18,22.18,22.18,22.18
390,22.18,22.18,22.18,22.18
391,22.18,22.18,22.18,22.18
392,22.18,22.18,22.18,22.18
393,22.18,22.18,22.18,22.18
394,22.18,22.18,22.18,22.18
395,22.18,22.18,22.18,22.18
396,22.18,22.18,22.18,22.18
397,22.18,22.18,22.18,22.18
398,22.18,22.18,22.18,22.18
399,22.18,22.18,22.18,22.18
400,22.18,22.18,22.18,22.18
401,22.18,22.18,22.18,22.18
402,22.18,22.18,22.18,22.18
403,22.18,22.18,22.18,22.18
404,22.18,22.18,22.18,22.18
405,22.18,22.18,22.18,22.18
406,22.18,22.18,22.18,22.18
407,22.18,22.18,22.18,22.18
408,22.18,22.18,22.18,22.18
409,22.18,22.18,22.18,22.18
410,22.18,22.18,22.18,22.18
411,22.18,22.18,22.18,22.18
412,22.18,22.18,22.18,22.18
413,22.18,22.18,22.18,22.18
414,22.18,22.18,22.18,22.18
415,22.18,22.18,22.18,22.18
416,22.18,22.18,22.18,22.18
417,22.18,22.18,22.18,22.18
418,22.18,22.18,22.18,22.18
419,22.18,22.18,22.18,22.18
420,22.18,22.18,22.18,22.18
421,22.18,22.18,22.18,22.18
422,22.18,22.18,22.18,22.18
423,22.18,22.18,22.18,22.18
424,22.18,22.18,22.18,22.18
425,22.18,22.18,22.18,22.18
426,22.18,22.18,22.18,22.18
427,22.18,22.18,22.18,22.18
428,22.18,22.18,22.18,22.18
429,22.18,22.18,22.18,22.18
430,22.18,22.18,22.18,22.18
431,22.18,22.18,22.18,22.18
432,22.18,22.18,22.18,22.18
433,22.18,22.18,22.18,22.18
434,22.18,22.18,22.18,22.18
435,22.18,22.18,22.18,22.18
436,22.18,22.18,22.18,22.18
437,22.18,22.18,22.18,22.18
438,22.18,22.18,22.18,22.18
439,22.18,22.18,22.18,22.18
440,22.18,22.18,22.18,22.18
441,22.18,22.18,22.18,22.18
442,22.18,22.18,22.18,22.18
443,22.18,22.18,22.18,22.18
444,22.18,22.18,22.18,22.18
445,22.18,22.18,22.18,22.18
446,22.18,22.18,22.18,22.18
447,22.18,22.18,22.18,22.18
448,22.18,22.18,22.18,22.18
449,22.18,22.18,22.18,22.18
450,22.18,22.18,22.18,22.18
451,22.18,22.18,22.18,22.18
452,22.18,22.18,22.18,22.18
453,22.18,22.18,22.18,22.18
454,22.18,22.18,22.18,22.18
455,22.18,22.18,22.18,22.18
456,22.18,22.18,22.18,22.18
457,22.18,22.18,22.18,22.18
458,22.18,22.18,22.18,22.18
459,22.18,22.18,22.18,22.18
460,22.18,22.18,22.18,22.18
461,22.18,22.18,22.18,22.18
462,22.18,22.18,22.18,22.18
463,22.18,22.18,22.18,22.18
464,22.18,22.18,22.18,22.18
465,22.18,22.18,22.18,22.18
466,22.18,22.18,22.18,22.18
467,22.18,22.18,22.18,22.18
468,22.18,22.18,22.18,22.18
469,22.18,22.18,22.18,22.18
470,22.18,22.18,22.18,22.18
471,22.18,22.18,22.18,22.18
472,22.18,22.18,22.18,22.18
473,22.18,22.18,22.18,22.18
474,22.18,22.18,22.18,22.18
475,22.18,22.18,22.18,22.18
476,22.18,22.18,22.18,22.18
477,22.18,22.18,22.18,22.18
478,22.18,22.18,22.18,22.18
479,22.18,22.18,22.18,22.18
480,22.18,22.18,22.18,22.18
481,22.18,22.18,22.18,22.18
482,22.18,22.18,22.18,22.18
483,22.18,22.18,22.18,22.18
484,22.18,22.18,22.18,22.18
485,22.18,22.18,22.18,22.18
486,22.18,22.18,22.18,22.18
487,22.18,22.18,22.18,22.18
488,22.18,22.18,22.18,22.18
489,22.18,22.18,22.18,22.18
490,22.18,22.18,22.18,22.18
491,22.18,22.18,22.18,22.18
492,22.18,22.18,22.18,22.18
493,22.18,22.18,22.18,22.18
494,22.18,22.18,22.18,22.18
495,22.18,22.18,22.18,22.18
496,22.18,22.18,22.18,22.18
497,22.18,22.18,22.18,22.18
498,22.18,22.18,22.18,22.18
499,22.18,22.18,22.18,22.18
500,22.18,22.18,22.18,22.18
501,22.18,22.18,22.18,22.18
502,22.18,22.18,22.18,22.18
503,22.18,22.18,22.18,22.18
504,22.18,22.18,22.18,22.18
505,22.18,22.18,22.18,22.18
506,22.18,22.18,22.18,22.18
507,22.18,22.18,22.18,22.18
508,22.18,22.18,22.18,22.18
509,22.18,22.18,22.18,22.18
510,22.18,22.18,22.18,22.18
511,22.18,22.18,22.18,22.18
512,22.18,22.18,22.18,22.18
513,22.18,22.18,22.18,22.18
514,22.18,22.18,22.18,22.18
515,22.18,22.18,22.18,22.18
516,22.18,22.18,22.18,22.18
517,22.18,22.18,22.18,22.18
518,22.18,22.18,22.18,22.18
519,22.18,22.18,22.18,22.18
520,22.18,22.18,22.18,22.18
521,22.18,22.18,22.18,22.18
522,22.18,22.18,22.18,22.18
523,22.18,22.18,22.18,22.18
524,22.18,22.18,22.18,22.18
525,22.18,22.18,22.18,22.18
526,22.18,22.18,22.18,22.18
527,22.18,22.18,22.18,22.18
528,22.18,22.18,22.18,22.18
529,22.18,22.18,22.18,22.18
530,22.18,22.18,22.18,22.18
531,22.18,22.18,22.18,22.18
532,22.18,22.18,22.18,22.18
533,22.18,22.18,22.18,22.18
534,22.18,22.18,22.18,22.18
535,22.18,22.18,22.18,22.18
536,22.18,22.18,22.18,22.18
537,22.18,22.18,22.18,22.18
538,22.18,22.18,22.18,22.18
539,22.18,22.18,22.18,22.18
540,22.18,22.18,22.18,22.18
541,22.18,22.18,22.18,22.18
542,22.18,22.18,22.18,22.18
543,22.18,22.18,22.18,22.18
544,22.18,22.18,22.18,22.18
545,22.18,22.18,22.18,22.18
546,22.18,22.18,22.18,22.18
547,22.18,22.18,22.18,22.18
548,22.18,22.18,22.18,22.18
549,22.18,22.18,22.18,22.18
550,22.18,22.18,22.18,22.18
551,22.18,22.18,22.18,22.18
552,22.18,22.18,22.18,22.18
553,22.18,22.18,22.18,22.18
554,22.18,22.18,22.18,22.18
555,22.18,22.18,22.18,22.18
556,22.18,22.18,22.18,22.18
557,22.18,22.18,22.18,22.18
558,22.18,22.18,22.18,22.18
559,22.18,22.18,22.18,22.18
560,22.18,22.18,22.18,22.18
561,22.18,22.18,22.18,22.18
562,22.18,22.18,22.18,22.18
563,22.18,22.18,22.18,22.18
564,22.18,22.18,22.18,22.18
565,22.18,22.18,22.18,22.18
566,22.18,22.18,22.18,22.18
567,22.18,22.18,22.18,22.18
568,22.18,22.18,22.18,22.18
569,22.18,22.18,22.18,22.18
570,22.18,22.18,22.18,22.18
571,22.18,22.18,22.18,22.18
572,22.18,22.18,22.18,22.18
573,22.18,22.18,22.18,22.18
574,22.18,22.18,22.18,22.18
575,22.18,22.18,22.18,22.18
576,22.18,22.18,22.18,22.18
577,22.18,22.18,22.18,22.18
578,22.18,22.18,22.18,22.18
579,22.18,22.18,22.18,22.18
580,22.18,22.18,22.18,22.18
581,22.18,22.18,22.18,22.18
582,22.18,22.18,22.18,22.18
583,22.18,22.18,22.18,22.18
584,22.18,22.18,22.18,22.18
585,22.18,22.18,22.18,22.18
586,22.18,22.18,22.18,22.18
587,22.18,22.18,22.18,22.18
588,22.18,22.18,22.18,22.18
589,22.18,22.18,22.18,22.18
590,22.18,22.18,22.18,22.18
591,22.18,22.18,22.18,22.18
592,22.18,22.18,22.18,22.18
593,22.18,22.18,22.18,22.18
594,22.18,22.18,22.18,22.18
595,22.18,22.18,22.18,22.18
596,22.18,22.18,22.18,22.18
597,22.18,22.18,22.18,22.18
598,22.18,22.18,22.18,22.18
599,22.18,22.18,22.18,22.18
600,22.18,22.18,22.18,22.18
601,22.18,22.18,22.18,22.18
602,22.18,22.18,22.18,22.18
603,22.18,22.18,22.18,22.18
604,22.18,22.18,22.18,22.18
605,22.18,22.18,22.18,22.18
606,22.18,22.18,22.18,22.18
607,22.18,22.18,22.18,22.18
608,22.18,22.18,22.18,22.18
609,22.18,22.18,22.18,22.18
610,22.18,22.18,22.18,22.18
611,22.18,22.18,22.18,22.18
612,22.18,22.18,22.18,22.18
613,22.18,22.18,22.18,22.18
614,22.18,22.18,22.18,22.18
615,22.18,22.18,22.18,22.18
616,22.18,22.18,22.18,22.18
617,22.18,22.18,22.18,22.18
618,22.18,22.18,22.18,22.18
619,22.18,22.18,22.18,22.18
620,22.18,22.18,22.18,22.18
621,22.18,22.18,22.18,22.18
622,22.18,22.18,22.18,22.18
623,22.18,22.18,22.18,22.18
624,22.18,22.18,22.18,22.18
625,22.18,22.18,22.18,22.18
626,22.18,22.18,22.18,22.18
627,22.18,22.18,22.18,22.18
628,22.18,22.18,22.18,22.18
629,22.18,22.18,22.18,22.18
630,22.18,22.18,22.18,22.18
631,22.18,22.18,22.18,22.18
632,22.18,22.18,22.18,22.18
633,22.18,22.18,22.18,22.18
634,22.18,22.18,22.18,22.18
635,22.18,22.18,22.18,22.18
636,22.18,22.18,22.18,22.18
637,22.18,22.18,22.18,22.18
638,22.18,22.18,22.18,22.18
639,22.18,22.18,22.18,22.18
640,22.18,22.18,22.18,22.18
641,22.18,22.18,22.18,22.18
642,22.18,22.18,22.18,22.18
643,22.18,22.18,22.18,22.18
644,22.18,22.18,22.18,22.18
645,22.18,22.18,22.18,22.18
646,22.18,22.18,22.18,22.18
647,22.18,22.18,22.18,22.18
648,22.18,22.18,22.18,22.18
649,22.18,22.18,22.18,22.18
650,22.18,22.18,22.18,22.18
651,22.18,22.18,22.18,22.18
652,22.18,22.18,22.18,22.18
653,22.18,22.18,22.18,22.18
654,22.18,22.18,22.18,22.18
655,22.18,22.18,22.18,22.18
656,22.18,22.18,22.18,22.18
657,22.18,22.18,22.18,22.18
658,22.18,22.18,22.18,22.18
659,22.18,22.18,22.18,22.18
660,22.18,22.18,22.18,22.18
661,22.18,22.18,22.18,22.18
662,22.18,22.18,22.18,22.18
663,22.18,22.18,22.18,22.18
664,22.18,22.18,22.18,22.18
665,22.18,22.18,22.18,22.18
666,22.18,22.18,22.18,22.18
667,22.18,22.18,22.18,22.18
668,22.18,22.18,22.18,22.18
669,22.18,22.18,22.18,22.18
670,22.18,22.18,22.18,22.18
671,22.18,22.18,22.18,22.18
672,22.18,22.18,22.18,22.18
673,22.18,22.18,22.18,22.18
674,22.18,22.18,22.18,22.18
675,22.18,22.18,22.18,22.18
676,22.18,22.18,22.18,22.18
677,22.18,22.18,22.18,22.18
678,22.18,22.18,22.18,22.18
679,22.18,22.18,22.18,22.18
680,22.18,22.18,22.18,22.18
681,22.18,22.18,22.18,22.18
682,22.18,22.18,22.18,22.18
683,22.18,22.18,22.18,22.18
684,22.18,22.18,22.18,22.18
685,22.18,22.18,22.18,22.18
686,22.18,22.18,22.18,22.18
687,22.18,22.18,22.18,22.18
688,22.18,22.18,22.18,22.18
689,22.18,22.18,22.18,22.18
690,22.18,22.18,22.18,22.18
691,22.18,22.18,22.18,22.18
692,22.18,22.18,22.18,22.18
693,22.18,22.18,22.18,22.18
694,22.18,22.18,22.18,22.18
695,22.18,22.18,22.18,22.18
696,22.18,22.18,22.18,22.18
697,22.18,22.18,22.18,22.18
698,22.18,22.18,22.18,22.18
699,22.18,22.18,22.18,22.18
700,22.18,22.18,22.18,22.18
701,22.18,22.18,22.18,22.18
702,22.18,22.18,22.18,22.18
703,22.18,22.18,22.18,22.18
704,22.18,22.18,22.18,22.18
705,22.18,22.18,22.18,22.18
706,22.18,22.18,22.18,22.18
707,22.18,22.18,22.18,22.18
708,22.18,22.18,22.18,22.18
709,22.18,22.18,22.18,22.18
710,22.18,22.18,22.18,22.18
711,22.18,22.18,22.18,22.18
712,22.18,22.18,22.18,22.18
713,22.18,22.18,22.18,22.18
714,22.18,22.18,22.18,22.18
715,22.18,22.18,22.18,22.18
716,22.18,22.18,22.18,22.18
717,22.18,22.18,22.18,22.18
718,22.18,22.18,22.18,22.18
719,22.18,22.18,22.18,22.18
720,22.18,22.18,22.18,22.18
721,22.18,22.18,22.18,22.18
722,22.18,22.18,22.18,22.18
723,22.18,22.18,22.18,22.18
724,22.18,22.18,22.18,22.18
725,22.18,22.18,22.18,22.18
726,22.18,22.18,22.18,22.18
727,22.18,22.18,22.18,22.18
728,22.18,22.18,22.18,22.18
729,22.18,22.18,22.18,22.18
730,22.18,22.18,22.18,22.18
731,22.18,22.18,22.18,22.18
732,22.18,22.18,22.18,22.18
733,22.18,22.18,22.18,22.18
734,22.18,22.18,22.18,22.18
735,22.18,22.18,22.18,22.18
736,22.18,22.18,22.18,22.18
737,22.18,22.18,22.18,22.18
738,22.18,22.18,22.18,22.18
739,22.18,22.18,22.18,22.18
740,22.18,22.18,22.18,22.18
741,22.18,22.18,22.18,22.18
742,22.18,22.18,22.18,22.18
743,22.18,22.18,22.18,22.18
744,22.18,22.18,22.18,22.18
745,22.18,22.18,22.18,22.18
746,22.18,22.18,22.18,22.18
747,22.18,22.18,22.18,22.18
748,22.18,22.18,22.18,22.18
749,22.18,22.18,22.18,22.18
750,22.18,22.18,22.18,22.18
751,22.18,22.18,22.18,22.18
752,22.18,22.18,22.18,22.18
753,22.18,22.18,22.18,22.18
754,22.18,22.18,22.18,22.18
755,22.18,22.18,22.18,22.18
756,22.18,22.18,22.18,22.18
757,22.18,22.18,22.18,22.18
758,22.18,22.18,22.18,22.18
759,22.18,22.18,22.18,22.18
760,22.18,22.18,22.18,22.18
761,22.18,22.18,22.18,22.18
762,22.18,22.18,22.18,22.18
763,22.18,22.18,22.18,22.18
764,22.18,22.18,22.18,22.18
765,22.18,22.18,22.18,22.18
766,22.18,22.18,22.18,22.18
767,22.18,22.18,22.18,22.18
768,22.18,22.18,22.18,22.18
769,22.18,22.18,22.18,22.18
770,22.18,22.18,22.18,22.18
771,22.18,22.18,22.18,22.18
