Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK0 0 CCGT,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery,BE0 0 CCGT_CCS,DE0 0 CCGT_CCS,DK0 0 CCGT_CCS,DK3 0 CCGT_CCS,FR0 0 CCGT_CCS,GB4 0 CCGT_CCS,GB5 0 CCGT_CCS,NL0 0 CCGT_CCS,NO3 0 CCGT_CCS,SE3 0 CCGT_CCS
119,0.9,0.9,0.9,0.9,0.9,0.396,0.45,0.558,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.45,0.846,0.9,0.252,0.882,0.0,0.9,0.9,0.9,0.234,0.684,0.135,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.135,0.666,0.9,0.036,0.9,0.9,0.9,0.9,0.9,0.333,0.27,0.9,0.369,0.9,0.0,0.9,0.9,0.216,0.108,0.9,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.243,0.306,0.9,0.234,0.315,0.0,0.9,0.9,0.9,0.9,0.603,0.576,0.495,0.0,0.9,0.9,0.099,0.333,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.486,0.9,0.072,0.819,0.0,1.464715151,1.018032282,0.349836489,0.770660683,0.905691796,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,0.9,0.9,0.9,0.9,0.9,0.333,0.378,0.513,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.486,0.864,0.9,0.225,0.882,0.0,0.9,0.9,0.9,0.252,0.693,0.144,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.153,0.603,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.351,0.324,0.9,0.387,0.9,0.0,0.9,0.9,0.162,0.135,0.9,0.117,0.0,0.9,0.9,0.9,0.9,0.9,0.243,0.315,0.9,0.243,0.315,0.0,0.9,0.9,0.9,0.9,0.621,0.621,0.495,0.0,0.9,0.9,0.099,0.333,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.414,0.9,0.063,0.819,0.0,1.480839514,1.019616367,0.349724522,0.771818217,0.905865383,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121,0.9,0.9,0.9,0.9,0.9,0.315,0.36,0.423,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.477,0.873,0.9,0.207,0.882,0.0,0.9,0.9,0.9,0.261,0.711,0.135,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.144,0.585,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.378,0.441,0.9,0.396,0.9,0.0,0.9,0.9,0.153,0.162,0.9,0.108,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.333,0.9,0.252,0.315,0.0,0.9,0.9,0.9,0.9,0.639,0.702,0.513,0.0,0.9,0.9,0.099,0.342,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.216,0.342,0.9,0.063,0.819,0.0,1.493415949,1.020733974,0.349609403,0.772889174,0.906095066,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,0.9,0.9,0.9,0.9,0.9,0.342,0.396,0.378,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.459,0.882,0.9,0.198,0.882,0.0,0.9,0.9,0.9,0.243,0.711,0.135,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.117,0.567,0.9,0.036,0.9,0.9,0.9,0.9,0.9,0.378,0.558,0.9,0.378,0.9,0.0,0.9,0.9,0.144,0.126,0.9,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.288,0.378,0.9,0.243,0.315,0.0,0.9,0.9,0.9,0.9,0.648,0.783,0.486,0.0,0.9,0.9,0.117,0.351,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.216,0.333,0.9,0.054,0.819,0.0,1.498987547,1.021688248,0.34948966,0.773872241,0.906324025,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,0.9,0.9,0.9,0.9,0.9,0.378,0.45,0.342,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.432,0.882,0.9,0.207,0.882,0.0,0.9,0.9,0.9,0.225,0.729,0.135,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.108,0.513,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.396,0.657,0.9,0.378,0.9,0.0,0.9,0.9,0.144,0.108,0.9,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.279,0.405,0.9,0.225,0.315,0.0,0.9,0.9,0.9,0.9,0.657,0.828,0.468,0.0,0.9,0.9,0.135,0.351,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.333,0.9,0.054,0.819,0.0,1.504423391,1.022419265,0.349369437,0.774843804,0.906597612,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,0.9,0.9,0.9,0.9,0.9,0.423,0.495,0.333,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.414,0.882,0.9,0.216,0.882,0.0,0.9,0.9,0.9,0.225,0.729,0.126,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.099,0.531,0.9,0.036,0.9,0.9,0.9,0.9,0.9,0.414,0.684,0.9,0.36,0.9,0.0,0.9,0.9,0.153,0.117,0.9,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.279,0.432,0.9,0.225,0.315,0.0,0.9,0.9,0.9,0.9,0.684,0.837,0.45,0.0,0.9,0.9,0.144,0.36,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.378,0.9,0.054,0.819,0.009,1.508415018,1.023190461,0.349246961,0.775817971,0.90689877,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,0.9,0.9,0.9,0.9,0.9,0.477,0.504,0.342,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.396,0.882,0.9,0.234,0.882,0.009,0.9,0.9,0.9,0.234,0.747,0.126,0.018,0.9,1.0,0.9,0.9,0.9,0.9,0.117,0.603,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.414,0.603,0.9,0.351,0.9,0.0,0.9,0.9,0.117,0.162,0.9,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.441,0.9,0.216,0.315,0.0,0.9,0.9,0.9,0.9,0.72,0.846,0.423,0.0,0.9,0.9,0.144,0.369,0.036,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.216,0.432,0.9,0.045,0.819,0.045,1.513749345,1.024019883,0.349123094,0.776864849,0.907050095,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,0.9,0.9,0.9,0.9,0.9,0.504,0.504,0.351,0.468,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.882,0.9,0.261,0.882,0.027,0.9,0.9,0.9,0.234,0.747,0.108,0.063,0.9,1.0,0.9,0.9,0.9,0.9,0.126,0.63,0.9,0.081,0.9,0.9,0.9,0.9,0.9,0.396,0.468,0.9,0.333,0.9,0.018,0.9,0.9,0.099,0.18,0.9,0.09,0.027,0.9,0.9,0.9,0.9,0.9,0.27,0.441,0.9,0.216,0.315,0.018,0.9,0.9,0.9,0.9,0.738,0.855,0.45,0.018,0.9,0.9,0.144,0.378,0.027,0.072,0.9,0.9,0.9,0.9,0.9,0.9,0.216,0.459,0.9,0.027,0.819,0.117,1.520491892,1.025046927,0.348999694,0.778053623,0.907122228,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127,0.9,0.9,0.9,0.9,0.9,0.468,0.477,0.333,0.468,0.063,0.9,0.9,0.9,0.9,0.9,0.9,0.387,0.882,0.9,0.279,0.882,0.063,0.9,0.9,0.9,0.225,0.747,0.09,0.144,0.9,1.0,0.9,0.9,0.9,0.9,0.117,0.621,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.396,0.414,0.9,0.324,0.9,0.081,0.9,0.9,0.117,0.216,0.9,0.09,0.063,0.9,0.9,0.9,0.9,0.9,0.261,0.432,0.9,0.189,0.315,0.081,0.9,0.9,0.9,0.9,0.72,0.846,0.45,0.045,0.9,0.9,0.135,0.387,0.027,0.135,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.441,0.9,0.027,0.819,0.234,1.528169615,1.026024747,0.348878453,0.779449573,0.907036829,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,0.9,0.9,0.9,0.9,0.9,0.432,0.468,0.324,0.468,0.126,0.9,0.9,0.9,0.9,0.9,0.9,0.36,0.882,0.9,0.297,0.882,0.09,0.9,0.9,0.9,0.207,0.738,0.081,0.252,0.9,1.0,0.9,0.9,0.9,0.9,0.117,0.576,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.414,0.441,0.9,0.324,0.9,0.171,0.9,0.9,0.135,0.279,0.9,0.09,0.117,0.9,0.9,0.9,0.9,0.9,0.261,0.432,0.9,0.198,0.315,0.198,0.9,0.9,0.9,0.9,0.711,0.837,0.45,0.072,0.9,0.9,0.144,0.396,0.036,0.198,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.396,0.9,0.036,0.819,0.333,1.543868354,1.027346793,0.348770481,0.781268997,0.906576026,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,0.9,0.9,0.9,0.9,0.9,0.378,0.423,0.306,0.468,0.189,0.9,0.9,0.9,0.9,0.9,0.9,0.342,0.882,0.9,0.324,0.882,0.117,0.9,0.9,0.9,0.198,0.738,0.072,0.36,0.9,1.0,0.9,0.9,0.9,0.9,0.126,0.522,0.9,0.108,0.9,0.9,0.9,0.9,0.9,0.414,0.387,0.9,0.315,0.9,0.252,0.9,0.9,0.162,0.306,0.9,0.198,0.144,0.9,0.9,0.9,0.9,0.9,0.252,0.414,0.9,0.189,0.315,0.297,0.9,0.9,0.9,0.9,0.684,0.819,0.459,0.09,0.9,0.9,0.144,0.396,0.045,0.243,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.351,0.9,0.054,0.819,0.405,1.558211531,1.028304713,0.348641447,0.783320875,0.905854707,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,0.9,0.9,0.9,0.9,0.9,0.324,0.369,0.315,0.468,0.27,0.9,0.9,0.9,0.9,0.9,0.9,0.324,0.873,0.9,0.351,0.882,0.126,0.9,0.9,0.9,0.216,0.747,0.072,0.459,0.9,1.0,0.9,0.9,0.9,0.9,0.144,0.486,0.9,0.135,0.9,0.9,0.9,0.9,0.9,0.378,0.306,0.9,0.315,0.9,0.324,0.9,0.9,0.189,0.333,0.9,0.27,0.162,0.9,0.9,0.9,0.9,0.9,0.243,0.396,0.9,0.189,0.315,0.36,0.9,0.9,0.9,0.9,0.621,0.774,0.468,0.108,0.9,0.9,0.135,0.387,0.045,0.243,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.324,0.9,0.063,0.81,0.396,1.569919221,1.029319576,0.348517885,0.785302497,0.904848423,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
131,0.9,0.9,0.9,0.9,0.9,0.234,0.261,0.279,0.468,0.369,0.9,0.9,0.9,0.9,0.9,0.9,0.342,0.882,0.9,0.297,0.882,0.135,0.9,0.9,0.9,0.252,0.765,0.099,0.495,0.9,1.0,0.9,0.9,0.9,0.9,0.144,0.549,0.9,0.135,0.9,0.9,0.9,0.9,0.9,0.27,0.198,0.9,0.243,0.9,0.369,0.9,0.9,0.126,0.234,0.9,0.207,0.189,0.9,0.9,0.9,0.9,0.9,0.18,0.36,0.9,0.153,0.315,0.387,0.9,0.9,0.9,0.9,0.54,0.756,0.423,0.126,0.9,0.9,0.117,0.387,0.045,0.234,0.9,0.9,0.9,0.9,0.9,0.9,0.216,0.378,0.9,0.045,0.81,0.36,1.582128455,1.03079585,0.348412856,0.787752039,0.903594832,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,0.9,0.9,0.9,0.9,0.9,0.27,0.288,0.351,0.468,0.441,0.9,0.9,0.9,0.9,0.9,0.9,0.36,0.882,0.9,0.351,0.882,0.135,0.9,0.9,0.9,0.279,0.774,0.108,0.495,0.9,1.0,0.9,0.9,0.9,0.9,0.162,0.558,0.9,0.153,0.9,0.9,0.9,0.9,0.9,0.261,0.189,0.9,0.27,0.9,0.387,0.9,0.9,0.099,0.324,0.9,0.18,0.252,0.9,0.9,0.9,0.9,0.9,0.171,0.333,0.9,0.153,0.315,0.405,0.9,0.9,0.9,0.9,0.558,0.765,0.45,0.18,0.9,0.9,0.099,0.378,0.036,0.225,0.9,0.9,0.9,0.9,0.9,0.9,0.252,0.459,0.9,0.063,0.81,0.324,1.592417926,1.031966686,0.348337089,0.790413375,0.902138319,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,0.9,0.9,0.9,0.9,0.9,0.324,0.351,0.414,0.468,0.45,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.882,0.9,0.387,0.882,0.135,0.9,0.9,0.9,0.324,0.783,0.126,0.459,0.9,1.0,0.9,0.9,0.9,0.9,0.18,0.531,0.9,0.18,0.9,0.9,0.9,0.9,0.9,0.288,0.189,0.9,0.306,0.9,0.369,0.9,0.9,0.153,0.441,0.9,0.162,0.261,0.9,0.9,0.9,0.9,0.9,0.18,0.315,0.9,0.162,0.315,0.396,0.9,0.9,0.9,0.9,0.594,0.774,0.477,0.18,0.9,0.9,0.099,0.36,0.045,0.198,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.486,0.9,0.081,0.81,0.288,1.604278401,1.033586443,0.348264437,0.794057251,0.902310931,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,0.9,0.9,0.9,0.9,0.9,0.396,0.414,0.495,0.468,0.414,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.882,0.9,0.405,0.882,0.117,0.9,0.9,0.9,0.378,0.801,0.171,0.378,0.9,1.0,0.9,0.9,0.9,0.9,0.18,0.585,0.9,0.189,0.9,0.9,0.9,0.9,0.9,0.306,0.18,0.9,0.342,0.9,0.333,0.9,0.9,0.234,0.459,0.9,0.18,0.252,0.9,0.9,0.9,0.9,0.9,0.198,0.315,0.9,0.171,0.315,0.378,0.9,0.9,0.9,0.9,0.657,0.792,0.495,0.144,0.9,0.9,0.108,0.342,0.054,0.18,0.9,0.9,0.9,0.9,0.9,0.9,0.288,0.477,0.9,0.09,0.81,0.216,1.617339289,1.034958175,0.348193789,0.798027849,0.90206782,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
135,0.9,0.9,0.9,0.9,0.9,0.432,0.468,0.558,0.468,0.333,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.882,0.9,0.45,0.882,0.108,0.9,0.9,0.9,0.405,0.81,0.261,0.315,0.9,1.0,0.9,0.9,0.9,0.9,0.189,0.585,0.9,0.171,0.9,0.9,0.9,0.9,0.9,0.324,0.189,0.9,0.369,0.9,0.306,0.9,0.9,0.297,0.477,0.9,0.279,0.27,0.9,0.9,0.9,0.9,0.9,0.216,0.333,0.9,0.198,0.315,0.36,0.9,0.9,0.9,0.9,0.693,0.81,0.54,0.153,0.9,0.9,0.126,0.324,0.063,0.162,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.441,0.9,0.081,0.81,0.153,1.632772126,1.037254909,0.348153997,0.801234101,0.900584261,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,0.9,0.9,0.9,0.9,0.9,0.486,0.558,0.594,0.468,0.225,0.9,0.9,0.9,0.9,0.9,0.9,0.36,0.882,0.9,0.486,0.882,0.081,0.9,0.9,0.9,0.441,0.81,0.351,0.234,0.9,1.0,0.9,0.9,0.9,0.9,0.135,0.513,0.9,0.117,0.9,0.9,0.9,0.9,0.9,0.36,0.234,0.9,0.387,0.9,0.261,0.9,0.9,0.306,0.468,0.9,0.315,0.288,0.9,0.9,0.9,0.9,0.9,0.225,0.342,0.9,0.207,0.315,0.306,0.9,0.9,0.9,0.9,0.738,0.801,0.603,0.144,0.9,0.9,0.144,0.324,0.054,0.126,0.9,0.9,0.9,0.9,0.9,0.9,0.225,0.396,0.9,0.072,0.81,0.117,1.651384143,1.039242626,0.348094449,0.803626243,0.899487896,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,0.9,0.9,0.9,0.9,0.9,0.585,0.63,0.585,0.468,0.126,0.9,0.9,0.9,0.9,0.9,0.9,0.378,0.882,0.9,0.504,0.882,0.054,0.9,0.9,0.9,0.477,0.801,0.414,0.153,0.9,1.0,0.9,0.9,0.9,0.9,0.108,0.432,0.9,0.072,0.9,0.9,0.9,0.9,0.9,0.387,0.279,0.9,0.387,0.9,0.189,0.9,0.9,0.297,0.432,0.9,0.297,0.234,0.9,0.9,0.9,0.9,0.9,0.234,0.315,0.9,0.225,0.315,0.234,0.9,0.9,0.9,0.9,0.792,0.756,0.648,0.126,0.9,0.9,0.162,0.324,0.054,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.171,0.36,0.9,0.054,0.81,0.072,1.670844216,1.040623211,0.348011277,0.806026946,0.899216442,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,0.9,0.9,0.9,0.9,0.9,0.558,0.558,0.522,0.468,0.063,0.9,0.9,0.9,0.9,0.9,0.9,0.396,0.873,0.9,0.513,0.882,0.027,0.9,0.9,0.9,0.531,0.801,0.45,0.063,0.9,1.0,0.9,0.9,0.9,0.9,0.108,0.369,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.405,0.288,0.9,0.36,0.9,0.108,0.9,0.9,0.27,0.378,0.9,0.27,0.144,0.9,0.9,0.9,0.9,0.9,0.234,0.297,0.9,0.234,0.315,0.144,0.9,0.9,0.9,0.9,0.693,0.711,0.675,0.081,0.9,0.9,0.18,0.324,0.063,0.045,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.342,0.9,0.036,0.81,0.036,1.690595386,1.040856262,0.347920212,0.808352746,0.899527616,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,0.9,0.9,0.9,0.9,0.9,0.468,0.459,0.495,0.468,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.423,0.873,0.9,0.54,0.882,0.0,0.9,0.9,0.9,0.567,0.81,0.486,0.018,0.9,1.0,0.9,0.9,0.9,0.9,0.135,0.315,0.9,0.081,0.9,0.9,0.9,0.9,0.9,0.396,0.261,0.9,0.351,0.9,0.027,0.9,0.9,0.261,0.342,0.9,0.234,0.063,0.9,0.9,0.9,0.9,0.9,0.234,0.27,0.9,0.216,0.315,0.063,0.9,0.9,0.9,0.9,0.594,0.711,0.63,0.027,0.9,0.9,0.189,0.324,0.063,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.135,0.315,0.9,0.027,0.81,0.009,1.714239654,1.041299638,0.347811326,0.810782533,0.900582207,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,0.9,0.9,0.9,0.9,0.9,0.387,0.369,0.468,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.459,0.873,0.9,0.558,0.882,0.0,0.9,0.9,0.9,0.603,0.81,0.504,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.207,0.288,0.9,0.162,0.9,0.9,0.9,0.9,0.9,0.396,0.234,0.9,0.342,0.9,0.0,0.9,0.9,0.243,0.279,0.9,0.18,0.018,0.9,0.9,0.9,0.9,0.9,0.225,0.234,0.9,0.198,0.315,0.009,0.9,0.9,0.9,0.9,0.567,0.702,0.513,0.0,0.9,0.9,0.198,0.333,0.072,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.279,0.9,0.036,0.81,0.0,1.740818879,1.041332871,0.34768968,0.812193154,0.901621183,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,0.9,0.9,0.9,0.9,0.9,0.351,0.324,0.423,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.468,0.873,0.9,0.549,0.882,0.0,0.9,0.9,0.9,0.621,0.819,0.513,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.261,0.27,0.9,0.261,0.9,0.9,0.9,0.9,0.9,0.405,0.216,0.9,0.342,0.9,0.0,0.9,0.9,0.207,0.225,0.9,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.207,0.189,0.9,0.18,0.315,0.0,0.9,0.9,0.9,0.9,0.585,0.657,0.495,0.0,0.9,0.9,0.207,0.333,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.225,0.9,0.045,0.81,0.0,1.767877079,1.041536727,0.347564636,0.814919155,0.902630687,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,0.9,0.9,0.9,0.9,0.9,0.306,0.261,0.387,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.486,0.873,0.9,0.558,0.882,0.0,0.9,0.9,0.9,0.621,0.819,0.522,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.333,0.315,0.9,0.369,0.9,0.9,0.9,0.9,0.9,0.387,0.189,0.9,0.333,0.9,0.0,0.9,0.9,0.171,0.18,0.9,0.117,0.0,0.9,0.9,0.9,0.9,0.9,0.189,0.153,0.9,0.171,0.315,0.0,0.9,0.9,0.9,0.9,0.567,0.585,0.477,0.0,0.9,0.9,0.225,0.333,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.234,0.9,0.045,0.81,0.0,1.788545513,1.041708445,0.347436764,0.817203378,0.903742645,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
