,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t86,12557.232730590302,1.223218836546161e-9,1.075562607554625e-7,-1.3629081278765199e-7,0,-0.0,0.0,0.0,-1533.6316462083444,-15.070880933248992,-1.293295010574481e-7,-11008.530203291868,3839.292812815552,5.430997628665722e-10,1.0829424090020852e-7,-1.2986979121161678e-7,0,-0.0,0.0,0.0,-1.5459405917689808e-7,-4.2635467297904e-8,-694.7098992244256,-3144.5829133724264,102.58733180081224,5.064637401219866e-10,1.076267195514068e-7,-1.293833281360036e-7,0,-0.0,0.0,0.0,1533.6316463629385,-15.070880890613525,-120.83080017914881,-1500.31729707272
t87,12530.274974179943,1.2328072612773768e-9,1.0476839032095176e-7,-1.4144552045607225e-7,0,-0.0,0.0,0.0,-1533.750278477353,-15.072046723554283,-1.2826136822262244e-7,-10981.452648815337,3818.173364491026,5.444000094757411e-10,1.055545857279496e-7,-1.3307772025363098e-7,0,-0.0,0.0,0.0,-1.9403051258523444e-7,-4.2678231538373014e-8,-681.6149048607149,-3136.5584593670105,102.58733180790325,5.072830596334077e-10,1.031324226726392e-7,-1.3530279088201166e-7,0,-0.0,0.0,0.0,1533.7502786713835,-15.072046680876053,-123.95692437531814,-1497.3086393914245
t88,12463.494250268988,1.2423452072178743e-9,1.156012992763568e-7,-1.2967596409619335e-7,0,-0.0,0.0,0.0,-1525.2199796845787,-14.988220129820125,-1.3155765390043123e-7,-10923.286050310197,3794.6296275652717,5.441042748614545e-10,1.1864926115784671e-7,-1.1987657679772523e-7,0,-0.0,0.0,0.0,-1.8690111849957484e-7,-4.2712539516806706e-8,-674.1200759784471,-3120.5095513561782,102.5873317983467,5.088964872345375e-10,1.1548304093348298e-7,-1.2181971432760636e-7,0,-0.0,0.0,0.0,1525.2199798714798,-14.988220087107585,-124.53642522935482,-1488.2826663475378
t89,12434.917393027816,1.3159725739432978e-9,1.1200180774522717e-7,-1.3367158573612718e-7,0,-0.0,0.0,0.0,-1520.7559276506158,-14.944352232061485,-1.270629311580923e-7,-10899.217112997725,3802.258847536932,5.394521483328901e-10,1.082605329061201e-7,-1.3023753687493979e-7,0,-0.0,0.0,0.0,-2.212362475438362e-7,-4.276945376923835e-8,-688.770693148702,-3113.4881541014392,102.5873317869185,5.055321600797223e-10,1.147446767492733e-7,-1.217616957804684e-7,0,-0.0,0.0,0.0,1520.755927871852,-14.944352189292031,-122.12201290295555,-1486.2768945600073
t90,12317.162738012472,1.3468216958320756e-9,1.1086234819666601e-7,-1.3581560072206076e-7,0,-0.0,5.662438395490786e-11,0.0,-1504.4516051446271,-14.784130900591947,-1.359680549249477e-7,-10797.927001807739,3799.018126934273,5.381890373116068e-10,1.0598513892724218e-7,-1.3473521413159406e-7,0,-0.0,0.0,0.0,-8.021862306436391e-8,-4.235724719738162e-8,-714.6186184510476,-3084.399508331806,102.58733169454968,4.902360296376798e-10,1.085842454397275e-7,-1.3048710184047632e-7,0,-0.0,0.0,0.0,1504.4516052248457,-14.7841308582347,-120.01831399245069,-1472.2364920472949
t91,12097.271380673243,1.3221110542958823e-9,1.0941965648574816e-7,-1.3982180297335122e-7,0,-0.0,9.908057801913798e-11,9.587641649591395e-12,-1502.2056270591236,-14.762059842877195,-1.3479159716595628e-7,-10580.303693607471,3757.7187864333537,5.428152500305522e-10,1.092820935479314e-7,-1.3041753335879354e-7,0,-0.0,0.0,0.0,3.115785859116076e-7,-4.4096422595636595e-8,-735.508796890405,-3022.2099897898315,102.58733181416211,5.074366401469031e-10,1.0575730007944236e-7,-1.3444447365954065e-7,0,-0.0,0.0,0.0,1502.205626747545,-14.762059798780772,-146.8780976066488,-1443.1528011281043
t92,12013.347403953534,1.3491068750963981e-9,1.0487930436773646e-7,-1.455341144778718e-7,0,-0.0,1.0024735340559026e-10,9.644806508540902e-12,-1554.1617264883832,-15.272628456446313,-1.327140318752741e-7,-10443.913048836797,3708.66822368713,5.409908295619145e-10,1.0498918544417731e-7,-1.3588109688530502e-7,0,-0.0,0.0,0.0,3.665550085936751e-7,-4.379881896185373e-8,-725.5774474663896,-2983.090776513428,102.58733182375299,5.498161890230215e-10,1.002380489279559e-7,-1.4234521461749353e-7,0,-0.0,0.0,0.0,1554.1617261218282,-15.272628412647494,-218.3813462385589,-1423.0950832528006
t93,12091.430780878649,1.3605069964962645e-9,1.1872209433275625e-7,-1.307472174235033e-7,0,-0.0,1.0217724442933485e-10,9.68567360891643e-12,-1567.926010046261,-15.407889017517777,-1.342657564753613e-7,-10508.096881670055,3702.1433195279888,5.350455248631119e-10,1.133333744462205e-7,-1.2698974216115333e-7,0,-0.0,0.0,0.0,3.1453902819523837e-7,-4.2797082812305763e-8,-700.9975217606618,-3001.145798025614,102.587331829812,5.450919649555798e-10,1.1622131247641278e-7,-1.2214937791035235e-7,0,-0.0,0.0,0.0,1567.926009731722,-15.407888974720693,-222.9843962847229,-1432.1210562966874
t94,11568.517378724047,1.3510654613479287e-9,1.1294418005332766e-7,-1.3599416274118853e-7,0,-0.0,1.0026822394317179e-10,9.647327995614186e-12,-1506.9332772897724,-14.808518098374327,-1.3330616029438367e-7,-10046.775583181008,3526.3560076207164,5.379712247151763e-10,1.1493072076156605e-7,-1.2528543063573504e-7,0,-0.0,0.0,0.0,4.4304131264788764e-7,-4.380310955330217e-8,-656.6106443232645,-2869.745363686926,102.58733181726741,5.524145489713424e-10,1.0558193531773743e-7,-1.3497382405453815e-7,0,-0.0,0.0,0.0,1506.9332768467311,-14.808518054571218,-224.76995969742163,-1369.9421308832457
t95,10438.602595636858,1.3528792635574643e-9,1.0986619064029183e-7,-1.3943300928529378e-7,0,-0.0,9.99264390984696e-11,9.654067042029518e-12,-1370.2029246629295,-13.464879383423327,-1.3284112858320705e-7,-9054.93479142956,3183.3562407127874,5.3755363160171e-10,1.1006228524350593e-7,-1.3007519441641187e-7,0,-0.0,0.0,0.0,4.304357796666035e-7,-4.4025187977059415e-8,-596.4728810837461,-2586.883359996009,102.58733182080002,5.408787557632823e-10,1.1065201376261985e-7,-1.2873399918576713e-7,0,-0.0,0.0,0.0,1370.2029242324936,-13.464879339398138,-224.7728414714221,-1234.5525352249454
t96,9362.359906291722,1.3692133860836932e-9,1.091578009997718e-7,-1.4023085468195192e-7,0,-0.0,1.0152007712334086e-10,9.721469563897586e-12,-1239.9460491812108,-12.18485503376861,-1.3210015102154676e-7,-8110.229001915035,2856.8293529141038,5.332648076455284e-10,9.802895921871547e-8,-1.466558006432121e-7,0,-0.0,0.0,0.0,1.3792976889889886e-7,-4.2249574036801756e-8,-540.7713156482395,-2316.058037313216,102.58733184534873,5.373064524923958e-10,1.0687768449272458e-7,-1.3263772743370465e-7,0,-0.0,0.0,0.0,1239.946049043281,-12.184854991519035,-225.1682709426524,-1105.1802549292363
t97,10946.942488699724,2.2917644221916957e-10,1.418487283689127e-7,-1.613668263723808e-7,0,-0.0,3.297323206854013e-10,2.6644462748426697e-11,-1478.3369819996321,-14.527504581362678,-2.3841519411509438e-7,-9454.078001861386,3860.2987162282825,1.3190181348784198e-10,1.627859817842366e-7,-1.490765329465595e-7,0,-0.0,0.0,0.0,1.5614141757207033e-6,-1.1422574479798702e-7,-1160.0699448674252,-2700.228772822511,102.58733310571444,1.8708955878342422e-10,1.5777965605123146e-7,-1.58787090881257e-7,0,-0.0,1.3073283627166486e-10,0.0,1478.336980438218,-14.527504467136932,-277.68843558777246,-1288.7083734882656
t98,10257.556618770346,2.2940727914033434e-10,1.3955349597669138e-7,-1.7875829625272732e-7,0,-0.0,3.32326997722201e-10,2.664429265060787e-11,-1396.493179588547,-13.723231797390516,-2.3630157505992407e-7,-8847.34020710949,3686.7698985820384,1.315037346209662e-10,1.5258243922586614e-7,-1.7328694576227634e-7,0,-0.0,0.0,0.0,1.3683876386884732e-6,-1.1432047596494968e-7,-1160.069944860398,-2526.6999549553884,102.58733312780102,3.795012554795095e-10,1.476456337821234e-7,-1.7243812133687132e-7,0,-0.0,1.2995570847231864e-10,0.0,1396.4931782201595,-13.72323168307004,-279.8884353347978,-1205.468844305755
t99,9830.81926185474,2.3093162922852808e-10,1.4045956953314403e-7,-1.7810296521197918e-7,0,-0.0,3.3294121434475645e-10,2.6646759369481058e-11,-1343.3466182185252,-13.200964603452487,-2.2952690091628117e-7,-8474.271678766174,3581.4489395034434,1.3138035285402152e-10,1.505076783436729e-7,-1.6932572567383432e-7,0,-0.0,0.0,0.0,1.6129126147966104e-6,-1.1589663454818931e-7,-1160.069944847612,-2421.3789961343023,102.58733311725295,1.8496183258508446e-10,1.4420516725664866e-7,-1.7833042137235743e-7,0,-0.0,1.2948206143884594e-10,0.0,1343.3466166056126,-13.200964487555853,-277.40843558398296,-1155.3245496174957
t100,9587.114489986467,2.3065182193597904e-10,1.402479543381895e-7,-1.796613240142198e-7,0,-0.0,3.3294464021632973e-10,2.6584807836076015e-11,-1303.6153769737482,-12.810528736745116,-2.389715400632367e-7,-8270.68858399818,3522.268591586646,1.3095670743347826e-10,1.4261476423671866e-7,-1.8064153418262736e-7,0,-0.0,0.0,0.0,1.2502831477811157e-6,-1.1396024490027715e-7,-1160.0699448409391,-2362.1986478443587,102.58733312371228,1.8428134496540925e-10,1.4248590044417516e-7,-1.8072509877232727e-7,0,-0.0,1.2908559130268577e-10,0.0,1303.6153757234651,-12.81052862278487,-266.1484355943564,-1127.2437445920705
t101,9610.093186118826,2.3308456536058814e-10,1.3744471861743223e-7,-1.8608221808330702e-7,0,-0.0,3.3651234530446865e-10,2.6756503698187797e-11,-1286.6459349888764,-12.643771329057204,-2.3387837123172547e-7,-8310.803479518969,3534.3052732365004,1.3211634434440982e-10,1.334565123677914e-7,-1.9906165106861546e-7,0,-0.0,1.3800918521689212e-10,0.0,1.2673688025095514e-6,-1.1131060475541008e-7,-1160.0699454745927,-2374.235328852483,102.5873331019695,1.7922205000824873e-10,1.372499113938754e-7,-1.893838837542388e-7,0,-0.0,1.2845380721181018e-10,0.0,1286.6459337215076,-12.643771217746599,-243.328435599233,-1133.2610599546615
t102,9966.771372369965,2.3355727263020745e-10,1.5183982613416482e-7,-1.74734885065218e-7,0,-0.0,2.2745258723694087e-10,0.0,-1307.160278392131,-12.845364220126427,-2.2972800312556055e-7,-8646.765729505556,3629.595664570277,1.2964008141210887e-10,1.6050955987300813e-7,-1.6882046787337154e-7,0,-0.0,1.3881245887819532e-10,0.0,6.239250397849911e-7,-1.0836731695817671e-7,-1160.0699449108627,-2469.5257201667987,102.58733307177529,1.8127014922754385e-10,1.5559736249439924e-7,-1.7073790922256663e-7,0,-0.0,0.0,0.0,1307.160277768206,-12.84536411175911,-217.50843564546574,-1179.3938110678603
t103,11025.87014887815,2.3192349138068878e-10,1.4985341430059643e-7,-1.6729734971278555e-7,0,-0.0,2.77690596394487e-10,0.0,-1434.3436574808397,-14.095185561925184,-2.3063970305972259e-7,-9577.431305587805,3896.408761161545,1.2964999921731518e-10,1.5956607782677253e-7,-1.5749308502731216e-7,0,-0.0,1.435834629765056e-10,0.0,-6.408825605861268e-8,-1.0635387683475121e-7,-1160.0699451465853,-2736.3388158468833,102.58733309982654,1.1246332188025551e-10,1.580973126916776e-7,-1.6040446688914706e-7,0,-0.0,1.3118575344069429e-10,0.0,1434.343657544928,-14.095185455571308,-217.07837150483613,-1305.7574336822738
t104,12423.189355813953,2.351124825998893e-10,1.388432528357377e-7,-1.7419559114018666e-7,0,-0.0,1.706284463425464e-10,0.0,-1603.4877676013793,-15.757351803816867,-2.3794870989140147e-7,-10803.944236135856,4245.472510969483,1.2614441875503547e-10,1.4825823339161915e-7,-1.7455930442072046e-7,0,-0.0,1.464213500255541e-10,0.0,-3.6146738361546833e-7,-1.0917444488458876e-7,-1160.069945390633,-3085.402565082483,102.58733323947722,1.0920469672257858e-10,1.3337309720678845e-7,-1.8543664107744707e-7,0,-0.0,1.3132989837529335e-10,0.0,1603.4877679628466,-15.757351694642422,-217.0783715148207,-1473.23937794106
t105,13552.10420548082,2.3338445983827646e-10,1.2660611119467273e-7,-1.8812462494175088e-7,0,-0.0,1.6890422644979768e-10,0.0,-1740.2210305739159,-17.101019115669654,-2.3082888639896662e-7,-11794.782155499286,4529.337570770139,1.1633648374634275e-10,1.4826351100583567e-7,-1.8289437692747539e-7,0,-0.0,1.451904940064593e-10,0.0,-1.286813545551192e-7,-1.089279435660807e-7,-1160.0699449740719,-3369.2676255240767,102.58733346136663,1.1068769429959041e-10,1.3832029302302658e-7,-1.8759981707789147e-7,0,-0.0,2.614830377758468e-10,2.666643767998163e-11,1740.2210307025973,-17.101019006741712,-217.07837150898553,-1608.6289735993603
t106,14535.244004608818,2.250625997441711e-10,1.1103128274441747e-7,-2.336086068836386e-7,0,-0.0,0.0,0.0,-1858.723191883779,-18.265530786452853,-2.320289502361706e-7,-12658.255281584217,4776.089531989247,1.3152400313027556e-10,1.178061066429721e-7,-2.510099556797925e-7,0,-0.0,0.0,0.0,1.325005269045825e-7,-1.1101434227427844e-7,-1160.0699456870623,-3616.0195861906213,102.58733375316288,1.1208707529077518e-10,1.1231786686917995e-7,-2.5898432261458743e-7,0,-0.0,2.649344666787139e-10,2.6728271711853054e-11,1858.7231917512786,-18.265530675438512,-217.07837151287075,-1725.9666231698873
t107,15455.221725472502,2.2418744248096374e-10,1.2166369751508064e-7,-1.9275752453937002e-7,0,-0.0,0.0,0.0,-2007.1906870408234,-19.569762562468647,-2.1503417641093586e-7,-13428.46127558332,4953.898715121672,1.3273888130506255e-10,1.24134085733485e-7,-2.3580583444393107e-7,0,-0.0,0.0,0.0,42.119402579024026,-0.2591573148482214,-1160.069945685366,-3835.6890145888865,102.58733443225323,1.1307178802873586e-10,1.2056359700805702e-7,-2.401349981389423e-7,0,-0.0,2.6724316160577487e-10,2.6701189392776164e-11,1965.0712844617995,-19.310605247620426,-217.07837151204257,-1831.269642015232
t108,16275.917539070295,2.2333111320687866e-10,6.615949220732094e-8,-3.996224457495365e-7,0,-0.0,0.0,0.0,-2216.7225278638143,-20.98732311065408,-2.6330423274490966e-7,-14038.207687499278,4953.898716642168,1.3328659678956805e-10,6.719843300875987e-8,-3.9733615819341116e-7,0,-0.0,0.0,0.0,216.7225379554005,-1.333476177304181,-1160.0699456341051,-4009.217832456009,150.23851411541372,1.1169360123914082e-10,8.211076987490161e-8,-3.7042437861541174e-7,0,-0.0,2.675459233721707e-10,2.6668180795811762e-11,1999.999989908414,-19.6538469333499,-217.07837149854234,-1913.5062853039772
t109,16835.555850123692,2.3020602137934774e-10,5.2191105665947684e-8,-6.663476881744542e-8,0,-0.0,0.0,0.0,-2332.398107479395,-21.680459602453684,-2.6346375140637145e-8,-14481.47728300397,4953.898725801223,9.941279055349753e-11,4.885157222187257e-8,-7.034236813359255e-8,0,-0.0,0.0,0.0,337.4623013368359,-2.07637804384735,-1152.6786092827463,-4136.606039791989,216.4289681549541,1.17136646080302e-10,5.035402798720947e-8,-7.023523688104996e-8,0,-0.0,1.9595795611538575e-10,0.0,1994.9358061425594,-19.604081558606335,-217.0783678942513,-1974.6823248236537
t110,16835.55585014392,2.3807302266112786e-10,2.146316619865049e-8,-2.0694556784869168e-8,0,-0.0,0.0,0.0,-1975.6358300072548,-19.414422201538514,-9.525395260694815e-9,-14840.50559791501,4953.8987258202915,1.2208492809860787e-10,2.2941429857051667e-8,-2.173098548662837e-8,0,-0.0,0.0,0.0,-2.0472888410726254e-6,-1.4292469062415916e-8,-713.9778386483462,-4239.920885111722,216.42896817688938,1.20582698412912e-10,2.2233910538421833e-8,-2.0689914515884157e-8,0,-0.0,2.021426722988844e-10,0.0,1975.6358320545437,-19.414422187246046,-148.82664442808826,-2023.8237336181478
t111,16835.555850205197,2.5214158953120694e-10,5.299922235653199e-7,-8.899071894792015e-9,0,-0.0,0.0,0.0,-1847.9590875821073,-18.723499543599768,-7.236015115692653e-9,-14968.873263581527,4953.898725827888,1.3448096635329867e-10,5.222336182476356e-7,-1.2172353301995204e-8,0,-0.0,1.5819669066535143e-10,0.0,-35.278631424840235,-0.21706654521603902,-642.372100219962,-4276.030928136094,216.42896819356915,1.2278099967540564e-10,5.490361739313031e-7,-1.1296939205847253e-8,0,-0.0,1.4790248539382651e-10,0.0,1883.2377190069476,-18.50643299838373,-40.28746092806467,-2040.872793812156
t112,16835.55585012065,2.572599377724476e-10,5.734548331058758e-7,-4.890681701393498e-9,0,-0.0,1.8726320529449345e-10,0.0,-1870.8413496818787,-18.907302386028398,-6.9356548461892815e-9,-14945.807198657074,4953.898725829514,1.3547378482501165e-10,5.676299047677258e-7,-5.361824640433541e-9,0,-0.0,1.5985921301323485e-10,0.0,-32.709181947461204,-0.2012569319321479,-650.9756998742438,-4270.012587632032,216.42896818528737,1.221137331851181e-10,5.879944363115117e-7,-7.252252920646318e-9,0,-0.0,1.4896049673608952e-10,0.0,1903.55053162934,-18.70604545409625,-63.40931881031038,-2037.8641361308605
t113,16835.555850138284,2.5021224472883766e-10,7.110334450988784e-9,-8.73973855994391e-9,0,-0.0,1.7996770882532105e-10,0.0,-1967.171434674622,-19.85583850057269,-1.1182465764531865e-8,-14848.528577019168,4953.898725807831,1.1742397370541276e-10,7.837528741991305e-9,-1.0278272739589649e-8,0,-0.0,1.571824756076028e-10,0.0,-32.82856603878203,-0.20199149324373333,-679.9442264069203,-4240.923941862398,216.42896820227764,1.2025079510780115e-10,1.3970167597017725e-8,-1.0754591351722909e-8,0,-0.0,1.452543298819542e-10,0.0,2000.0000007134042,-19.65384700732896,-171.9485023127185,-2024.826619511913
t114,16835.55585009893,2.460083727086236e-10,6.721891394560792e-9,-1.8299105036190314e-8,0,-0.0,2.5649807062818446e-10,0.0,-2298.4904767287558,-21.49043460475577,-2.688304472762382e-8,-14515.574944196638,4953.8987257810395,9.821221907978382e-11,7.142428727043966e-9,-1.8938257730574715e-8,0,-0.0,2.209907290727042e-10,0.0,298.4904706739532,-1.836587545245224,-1103.9160015993098,-4146.636607298759,216.42896820208298,1.174304098553302e-10,9.392001260491276e-9,-6.939412256174736e-9,0,-0.0,1.4233903529865233e-10,0.0,2000.0000060548027,-19.653847059510547,-217.07836754139672,-1979.6967542924797
t115,16125.070734630954,2.3291416356883187e-10,9.395254546505298e-9,-3.984220948669077e-7,0,-0.0,2.568671375513277e-10,2.6791432113045053e-11,-2183.416720687746,-20.782395183331978,-2.7037304275519465e-7,-13920.871618100977,4953.89872186757,1.297223742946925e-10,9.59053815052369e-9,-4.087930273708323e-7,0,-0.0,1.522883894209299e-10,0.0,183.4167316950756,-1.1285482625723016,-1160.0699452176862,-3976.116959683668,135.19522676315418,1.1059208049101838e-10,6.724777334311005e-9,-4.390987581194076e-7,0,-0.0,1.367919718415552e-10,0.0,1999.9999889926703,-19.653846920759676,-217.0783715054477,-1898.4629968974994
t116,15333.33262707484,2.367594017518168e-10,8.468319572842935e-8,-2.0093619179757644e-7,0,-0.0,2.734039184769354e-10,2.697218560760171e-11,-1970.8142171182617,-19.30128700097357,-2.3827565818875665e-7,-13343.217122601649,4953.898716136297,1.3006886651378564e-10,7.419557980030102e-8,-2.0987772952726045e-7,0,-0.0,3.011304031962869e-10,2.6345617121090897e-11,17.89700062445705,-0.11011884823450033,-1160.0699452050887,-3811.6156525726383,102.58733465433046,1.0854246291557134e-10,8.243474354176686e-8,-2.5065323377675284e-7,0,-0.0,1.365978881546178e-10,0.0,1952.9172164938047,-19.19116815273907,-217.07837153739084,-1819.2350112900497
t117,15085.100418657414,2.3362189310979555e-10,1.0755137435538657e-7,-2.1063537621822173e-7,0,-0.0,2.9084851560628305e-10,2.6768511752562968e-11,-1940.4380673010326,-19.068536611950783,-2.4051958851152243e-7,-13125.593814401382,4908.493026972942,1.297963472388335e-10,1.0316706478867929e-7,-2.2628878204825192e-7,0,-0.0,2.1321594914846617e-10,0.0,-4.545582688518085e-6,-6.611099014729585e-8,-1160.0699449586136,-3748.4230772799865,102.5873348755577,1.7418438098263609e-10,1.069356308509912e-7,-2.06263475984873e-7,0,-0.0,1.3619507550684304e-10,0.0,1940.4380718466152,-19.068536545839795,-234.80843560022217,-1789.148434477094
t118,14624.522918257046,2.3216209835160476e-10,1.2880934238039077e-7,-2.0935585656421864e-7,0,-0.0,2.8799476364974975e-10,2.6780375738143464e-11,-1896.4845359471196,-18.636608610743156,-2.459535134284876e-7,-12709.401773373222,4790.1323245628255,1.3073588867763909e-10,1.275182663093379e-7,-2.3753776114579314e-7,0,-0.0,1.5017684747772543e-10,0.0,1.265599191445366e-6,-1.1344654076301817e-7,-1160.069944904815,-3630.0623807000993,102.58733388806972,1.841037585764491e-10,1.2584378146515468e-7,-2.0100852407765748e-7,0,-0.0,1.3557027631775997e-10,0.0,1896.4845346815205,-18.636608497296617,-247.44843557113578,-1732.9868244262434
t119,13436.204593197497,2.3523132714446903e-10,1.2574412717307475e-7,-1.9994221473480925e-7,0,-0.0,3.067924272370864e-10,2.6940085997900645e-11,-1766.4713376289142,-17.358978856932325,-2.3753292086499903e-7,-11652.374276400493,4488.212242991374,1.299327420934094e-10,1.4636115530932834e-7,-2.2415623888642393e-7,0,-0.0,1.4825396879896512e-10,0.0,8.104176001333342e-7,-1.0934865450051038e-7,-1160.069944868824,-3328.1422987463193,102.58733330797118,1.8374047220002434e-10,1.3363165162843962e-7,-2.1096476016932767e-7,0,-0.0,1.3403017281366114e-10,0.0,1766.4713368184966,-17.35897874758367,-263.1284355778104,-1588.5712557240565
t120,12178.650746221589,2.353357423083844e-10,1.202304420805181e-7,-1.7597253126801295e-7,0,-0.0,3.2241245506143005e-10,2.7070537109055114e-11,-1623.5107045826312,-15.954115648606393,-2.3652187596717298e-7,-10539.185925698665,4170.243252932094,1.2806884873830162e-10,1.4171273412390243e-7,-1.8759403083840423e-7,0,-0.0,2.0624118703883308e-10,0.0,8.608010747718619e-7,-1.0634352349944823e-7,-1160.0699448593712,-3010.173308781707,102.58733323429358,1.8199934087244603e-10,1.2907338049076878e-7,-1.8443683611881748e-7,0,-0.0,1.322975861670252e-10,0.0,1623.5107037218302,-15.954115542262869,-273.00843559330366,-1437.1354857655133
t121,10237.863724026256,1.6829405022656224e-9,1.3116816974523884e-7,-1.4221350787653764e-7,0,-0.0,1.4583537392174834e-10,1.3624446381555246e-11,-1358.1227726792463,-13.346168673433498,-1.8250965965329064e-7,-8866.394782481862,3028.67741866418,7.056085678492038e-10,1.323526242378069e-7,-1.3831876886242728e-7,0,-0.0,0.0,0.0,7.060363846673429e-7,-5.909485808640807e-8,-495.9591238450408,-2532.7182954594505,102.58733207876938,6.93108353941124e-10,1.273210574633714e-7,-1.4020467903926477e-7,0,-0.0,0.0,0.0,1358.1227719732099,-13.346168614338639,-237.88354754458638,-1209.480387880816
t122,9609.28919656355,1.7035264234806294e-9,1.3009553436568112e-7,-1.4102569138692235e-7,0,-0.0,1.461717335938325e-10,1.3696725768628124e-11,-1282.8704300296147,-12.606669660462579,-1.8137138424298038e-7,-8313.812096683027,2853.5573748504016,7.014133850930236e-10,1.2603579997073172e-7,-1.4645103920542953e-7,0,-0.0,0.0,0.0,5.320999645247291e-7,-5.830902136343868e-8,-478.31898970098837,-2375.2383856031597,102.5873320714196,6.914809539662003e-10,1.244224657278767e-7,-1.4511293272314117e-7,0,-0.0,0.0,0.0,1282.8704294975148,-12.606669602153557,-239.59003199216033,-1133.2610599546615
t123,9208.217775773614,1.72163562979872e-9,1.2813623001439817e-7,-1.4114156705589766e-7,0,-0.0,1.4640111176233798e-10,1.3715315301310835e-11,-1233.2915528781652,-12.119461828448905,-1.7972482644444518e-7,-7962.806760876144,2757.6845843558117,6.993049763098102e-10,1.2309974519214007e-7,-1.514389857816553e-7,0,-0.0,0.0,0.0,3.6038481809482593e-7,-5.7945580844467324e-8,-482.75187409490513,-2274.9327105354587,102.58733212115362,6.909390075462793e-10,1.231441383653586e-7,-1.473785004104712e-7,0,-0.0,0.0,0.0,1233.2915525177805,-12.119461770503325,-238.63688579095938,-1085.1225370539325
t124,9025.01102828726,1.7335746204162883e-9,1.242464574123008e-7,-1.452493654327325e-7,0,-0.0,1.4687005406978238e-10,1.379097270114335e-11,-1210.7657468327327,-11.898102457413305,-1.850187989546169e-7,-7802.3471787929975,2743.231309795304,6.948625613341586e-10,1.1902568363729167e-7,-1.5987721007323136e-7,0,-0.0,7.357201674936511e-11,0.0,2.2696896195228194e-7,-5.7074679173892066e-8,-514.4392099205766,-2228.792100004316,102.58733208670047,6.90971839205329e-10,1.1978519375693339e-7,-1.534566996215202e-7,0,-0.0,0.0,0.0,1210.7657466057638,-11.898102400338626,-238.39592886805076,-1063.0590473910984
t125,9094.945250482284,1.7510802840244133e-9,1.1295668594858564e-7,-1.6554648475724563e-7,0,-0.0,1.4687687469745828e-10,1.387943135789556e-11,-1218.4464037017908,-11.973579689344357,-1.9024181821794088e-7,-7864.525266850217,2821.0361217733325,6.950463318657914e-10,1.194001833761272e-7,-1.594064313601586e-7,0,-0.0,1.0395716997514767e-10,0.0,-5.1191176826924175e-8,-5.792454270244284e-8,-574.1890001094133,-2246.8471215165027,102.58733199783275,6.882822057241472e-10,1.0865380096256905e-7,-1.7101685437170556e-7,0,-0.0,6.771019024610745e-11,0.0,1218.446403752982,-11.973579631419813,-236.9751356227746,-1072.0850204349852
t126,9549.991687600024,1.7530052684109506e-9,1.2390166121882994e-7,-1.5326439055688382e-7,0,-0.0,1.4714084845933013e-10,1.3920991291097332e-11,-1270.8262801930769,-12.488312731290923,-2.0210952054333496e-7,-8266.677094446102,2997.2377393190322,6.920048214300697e-10,1.3773490032386333e-7,-1.4124751594028533e-7,0,-0.0,1.368563012141528e-10,1.3632844004625425e-11,-2.3038834449547067e-7,-5.8578248932939886e-8,-636.0421479339617,-2361.1955910936817,102.5873320791822,6.93340276593152e-10,1.3478362659747726e-7,-1.4253720117083896e-7,0,-0.0,6.76282950816567e-11,0.0,1270.8262804234653,-12.488312672712674,-233.68155523082623,-1127.2437445920705
t127,10465.180917720612,1.7373909886443114e-9,1.1925502340761274e-7,-1.60984548165688e-7,0,-0.0,1.2197997336940535e-10,0.0,-1375.6672291945044,-13.518576719705298,-1.885640872253613e-7,-9075.995111577973,3286.5604641526693,6.953190844028429e-10,1.2995680086878363e-7,-1.4573913160313913e-7,0,-0.0,7.516889182822134e-11,0.0,-4.896639592252421e-7,-5.804447497683692e-8,-694.6618198409551,-2591.898643749394,102.58733214290008,7.026643482902892e-10,1.3281476518681614e-7,-1.4112884812895293e-7,0,-0.0,9.623340326865238e-11,0.0,1375.6672296841684,-13.518576661660823,-227.17479225165408,-1237.561192906241
t128,11678.600074888775,1.7472060048600862e-9,1.247486418459753e-7,-1.531788559414556e-7,0,-0.0,8.461405618273359e-11,0.0,-1514.647185781862,-14.884322124661413,-1.9664425433862103e-7,-10149.068566759015,3625.6296518916283,6.996729521554162e-10,1.205764382935971e-7,-1.5567463915682522e-7,0,-0.0,0.0,0.0,-7.376974160752458e-7,-5.7001063641890156e-8,-726.7956416056709,-2898.834009456559,102.5873321752074,7.037372610673915e-10,1.2198554469857995e-7,-1.5255363551393364e-7,0,-0.0,1.3052622230178373e-10,1.3643771007825725e-11,1514.6471865195595,-14.88432206766035,-218.36766320141794,-1383.9825333959584
