Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MB_natural_gas_combined_cycle,MC_natural_gas_combined_cycle,MD_natural_gas_combined_cycle,MF_natural_gas_combined_cycle,MH_natural_gas_combined_cycle,MG_natural_gas_combined_cycle,MJ_natural_gas_combined_cycle,MB_battery,MC_battery,MD_battery,MF_battery,MH_battery,MG_battery,MJ_battery
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.097662404357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,0.0,0.0,0.0,1073.0142730689777,697.8620872698158
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.097662404357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,0.0,0.0,1165.5848184403176,1073.0142730689777,697.8620872698158
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0518119442929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,0.0,0.0,0.0,1445.7934243517373,697.8620872698158
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,0.0,0.0,0.0,1445.7934243517373,697.8620872698158
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,0.0,0.0,0.0,1445.7934243517373,697.8620872698158
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,0.0,0.0,2077.4656026090747,1445.7934243517373,697.8620872698158
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,0.0,0.0,395.0897804260576,1445.7934243517373,697.8620872698158
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1484.040749094714,0.0,2572.19909131548,1445.7934243517373,697.8620872698158
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.3569961869348,0.0,874.5920366617016,0.0,2572.19909131548,1445.7934243517373,0.0
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5920366617016,0.0,2572.19909131548,0.0,0.0
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5920366617016,0.0,2098.4257217312966,0.0,0.0
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5920366617016,0.0,2098.4257217312966,247.42442396088865,0.0
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.9125846974373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5920366617016,0.0,2098.4257217312966,441.7619019365269,0.0
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.9125846974373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5920366617016,0.0,2098.4257217312966,1434.6530486478962,0.0
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.9125846974373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5920366617016,0.0,2098.4257217312966,1434.6530486478962,0.0
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.9125846974373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5920366617016,0.0,2098.4257217312966,1434.6530486478962,0.0
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,2098.4257217312966,1434.6530486478962,0.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,2572.19909131548,1434.6530486478962,0.0
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,2572.19909131548,1434.6530486478962,0.0
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,2572.19909131548,1434.6530486478962,0.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,2572.19909131548,1434.6530486478962,0.0
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,1699.0906202835408,1434.6530486478962,0.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,0.0,1434.6530486478962,0.0
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,797.069577508162,1445.7934243517373,0.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,0.0,1445.7934243517373,0.0
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,0.0,1445.7934243517373,484.52534828256586
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,2177.1093108894224,1445.7934243517373,484.52534828256586
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.5763650428145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,875.991632482831,0.0,2177.1093108894224,1113.7790295190682,367.64336714519726
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.21407335610195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1438.7235748250298,0.0,2572.19909131548,616.5231642201918,697.8620872698158
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1438.7235748250298,0.0,2572.19909131548,0.0,697.8620872698158
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1438.7235748250298,0.0,2572.19909131548,0.0,585.5518635799958
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,2572.19909131548,0.0,585.5518635799958
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,1231.5431690029554,0.0,585.5518635799958
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.52493327710476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,1231.5431690029554,1037.6980008005078,585.5518635799958
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.52493327710476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,1231.5431690029554,1037.6980008005078,585.5518635799958
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.52493327710476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,1231.5431690029554,1445.7934243517373,585.5518635799958
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.52493327710476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,1231.5431690029554,1445.7934243517373,585.5518635799958
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.52493327710476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,1231.5431690029554,1445.7934243517373,585.5518635799958
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.52493327710476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,2572.19909131548,482.7369856813394,585.5518635799958
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.52493327710476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,1159.8801703852946,1445.7934243517373,585.5518635799958
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.52493327710476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,1641.7087694933894,1445.7934243517373,585.5518635799958
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.52493327710476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,0.0,1445.7934243517373,697.8620872698158
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,1753.3562725599172,0.0,2177.1093108894224,0.0,0.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.49544410773126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,142.19964255139584,0.0,0.0,1223.7195543713106,0.0
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.49544410773126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,142.19964255139584,0.0,0.0,933.6124913731867,0.0
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.49544410773126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,142.19964255139584,0.0,0.0,933.6124913731867,0.0
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.49544410773126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94171626200803,0.0,142.19964255139584,0.0,0.0,933.6124913731867,0.0
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.4268023702019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.8583122339563,0.0,142.19964255139584,0.0,1277.531885354237,933.6124913731867,0.0
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.4268023702019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.8583122339563,0.0,142.19964255139584,0.0,1277.531885354237,933.6124913731867,590.6704706651722
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.4268023702019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.8583122339563,0.0,142.19964255139584,0.0,261.8084859833652,933.6124913731867,590.6704706651722
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.4268023702019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.8583122339563,0.0,142.19964255139584,0.0,0.0,933.6124913731867,590.6704706651722
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.4268023702019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.8583122339563,0.0,142.19964255139584,0.0,0.0,933.6124913731867,590.6704706651722
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,142.19964255139584,0.0,0.0,1445.7934243517373,697.8620872698158
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.3489966475057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6991102947372,0.0,0.0,709.4810152270107,0.0
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6991102947372,0.0,0.0,0.0,0.0
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.74850489058674,0.0,961.2008872866355,0.0,1014.523680220166,222.07386998042657,393.023227292497
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.74850489058674,0.0,961.2008872866355,0.0,1014.523680220166,222.07386998042657,393.023227292497
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.74850489058674,0.0,961.2008872866355,0.0,2572.19909131548,222.07386998042657,393.023227292497
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.94122476809804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.74850489058674,0.0,961.2008872866355,0.0,1501.743264473805,1445.7934243517373,393.023227292497
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,961.2008872866355,0.0,1961.163933892212,1445.7934243517373,393.023227292497
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.2008872866355,0.0,1961.163933892212,0.0,0.0
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.2008872866355,0.0,1961.163933892212,0.0,0.0
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.2008872866355,0.0,1191.7200019617635,0.0,0.0
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.41646386045042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.32436601429288,0.0,1056.9582145472084,0.0,1191.7200019617635,0.0,0.0
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.8000618550835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7998404540548,0.0,1056.9582145472084,0.0,0.0,0.0,0.0
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.8000618550835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7998404540548,0.0,1056.9582145472084,0.0,0.0,0.0,462.9947303503948
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.8000618550835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7998404540548,0.0,1056.9582145472084,0.0,0.0,0.0,462.9947303503948
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.8000618550835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7998404540548,0.0,705.6308611680677,0.0,0.0,0.0,462.9947303503948
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.8000618550835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7998404540548,0.0,705.6308611680677,0.0,348.6920455648102,0.0,462.9947303503948
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.8000618550835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7998404540548,0.0,705.6308611680677,0.0,348.6920455648102,0.0,192.00344763820132
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.8000618550835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7998404540548,0.0,705.6308611680677,0.0,348.6920455648102,1223.7195543713106,192.00344763820132
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.8000618550835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7998404540548,0.0,705.6308611680677,0.0,509.7893279756522,477.28047498187675,192.00344763820132
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1264.776308641911,0.0,509.7893279756522,477.28047498187675,192.00344763820132
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1264.776308641911,0.0,2407.6639797897064,1269.5286104028337,192.00344763820132
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1264.776308641911,0.0,622.9342351607319,1269.5286104028337,697.8620872698158
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1264.776308641911,0.0,622.9342351607319,1269.5286104028337,697.8620872698158
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1264.776308641911,0.0,622.9342351607319,1269.5286104028337,697.8620872698158
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1753.3562725599172,0.0,622.9342351607319,1445.7934243517373,697.8620872698158
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1753.3562725599172,0.0,2572.19909131548,1445.7934243517373,697.8620872698158
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.6704706651722
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.83017632984706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.92259436578712,0.0,0.0,0.0,0.0,0.0,590.6704706651722
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.6704706651722
