,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t43,11086.804048872998,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-11086.804048872998,3199.6655160913947,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-3166.73350340375,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1556.3163474301668,-15.29380168799567,-28.854976051821144,-1512.16756969035,7149.269879779335,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-7149.269879779335,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1818.3421192847077,-17.868708903038698,-3.8589512281323333,-7557.776653911638,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1288.6991299735112,-12.66394776476625,-20.55418587694459,-1756.0243448632027,5236.613912651936,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1545.2146094456227,-15.184705758104512,-0.0,-6766.643816339453,2988.353846048876,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1545.2146094456227,-15.184705758104512,-1.1788408137500648,-1426.775690031399,3126.174301920858,0,0.0,-1079.2295072949664,0.0,-0.0,0.0,0.0,-1556.3163474301668,-15.29380168799567,-38.59559530611256,-436.7390502016161,6442.394024375704,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-529.6429893111965,-5.2047611382724455,-0.0,-5907.546273926236
t44,10947.213888200848,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-3.3297777777777995,-10943.88411042307,3163.510770168368,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-37.767179354311125,-3125.743590814057,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1538.726507388803,-18.720884088471333,-28.854976051821144,-1491.1506472485105,6033.7042786979755,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1721.8935185566106,-16.920915882001644,-4.295920513884099,-4290.593923745479,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1523.5486439583483,-21.5179520898048,-0.6301897105311554,-7262.562696916114,4396.24664051191,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2009.9399729489437,-19.75152635376134,-30.396555841803394,-2336.158585367402,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-627.9713286473767,-9.184330851821574,-0.0,-6442.432963794561,6385.3714659164025,0,0.0,-0.0,0.0,-0.0,0.0,0.0,781.2901493856498,-7.677678529316352,-6.773375437687101,-7152.210561335049,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,183.16701116780771,-1.799968206469692,-30.08632744040233,-6831.140335009948,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,333.07250825232217,-3.273078058548688,-0.0,-7394.267778599457
t45,11021.530329824345,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-10.389777777777798,-11011.140552046567,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-78.12601887628068,-3144.6620120093,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1559.0640414662491,-15.320803067089656,-43.13497605182113,-1500.6082623473383,4832.270792666403,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-8.869825165884098,-4823.400967500519,5597.105414038303,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-25.884981759438737,-5571.220432278865,4812.583814369005,0,0.0,-0.0,0.0,-0.0,0.0,0.0,338.0813282093946,-3.322299349092112,-27.124541015803388,-5120.218302213504,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2565.584726392185,-25.21180483902443,-11.475774885110807,-710.9751695851597,5276.049329110641,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2227.50339818279,-21.88950548993232,-15.369337941700822,-7466.293883861798,3924.317228539784,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1559.0640414662491,-15.320803067089656,-41.83648421611256,-2308.095899790333,5914.729265873353,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-5914.729265873353
t46,9275.102298004347,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1280.7481719597392,-12.585814308613203,-15.529777777777799,-10527.734877877696,3116.485125998235,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-109.50717935431564,-3006.9779466439195,0.0,0,0.0,-492.37572032354274,0.0,-0.0,0.0,0.0,2001.9999999999998,-19.673500847,-54.49497605182113,-1435.4558027776359,4215.062904485723,0,0.0,-126.02360463261742,0.0,-0.0,0.0,0.0,-4017.378239911909,-39.478468634178974,-14.314614721884098,-17.867976585134322,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3115.432664421895,-55.78674707990154,-19.66732774343874,-5736.202496745346,3077.9416084784248,0,0.0,-1.5212998055755145,0.0,-0.0,0.0,0.0,-1917.1282476588215,-18.83947262943229,-28.035810349803395,-1112.416778034792,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,19.0386872118713,-37.49185353609309,-0.0,-3294.794309377258,5651.739947680615,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1898.0895604469501,-18.652380906660802,-0.0,-7531.1771272209035,4216.712436532527,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-6.840166362776769,-4209.872270169751,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2380.8025964697254,-23.39596498410936,-2.302850880000001,-899.6697747200253
t47,9507.465632118327,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-9488.412678414625,2851.0765272727554,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-140.48717935431117,-2710.5893479184438,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1373.2412894454624,-13.494737098421917,-66.15497605182114,-1293.5915762952195,7810.152895564804,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-7810.152895564804,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1048.7117977277046,-43.373241005283916,-4.287636612399669,-1599.8512318014036,5814.546222795363,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3640.2610847660458,-35.77256720002295,-0.0,-9419.034740361387,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-309.2660769352981,-14.82714870575606,-7.606506993215513,-2981.54774306721,2988.353846048876,0,0.0,-514.9710538958512,0.0,-0.0,0.0,0.0,-599.7815403044387,-5.894007313283885,-10.926943167828947,-1856.7803013674734,5792.818602517974,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1373.2412894454624,-13.494737098421917,-31.397979374582842,-4374.684596599507,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1682.5016697986046,-16.533815197733148,-12.719604266,-1594.4160977915224
t48,10385.634056318737,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1849.920150545703,-18.179023800521108,-19.05295370370368,-8498.48192826881,2593.800209344108,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-166.9871793543111,-2426.813029989797,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1247.328148847546,-13.16074625037004,-76.13497605182116,-1158.0324265453548,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1192.8240193407933,-11.721790387024495,-0.0,-10187.646896658305,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2621.5636624302247,-51.71291668182264,-0.0,-8331.012940506504,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3045.918135872194,-29.932004508478652,-0.0,-9592.784440078298,4863.862342469733,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2872.3756075854617,-28.226615359008353,-1.5391330220887411,-1961.7209865031746,5334.7536881431115,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-5334.7536881431115,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1293.2910563764685,-12.709072274245743,-44.37542701011255,-5329.484063828186,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2092.0471519831244,-20.558387320931033,-0.0,-4951.862809101629
t49,9087.148567013814,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1218.642889919157,-11.975510453054474,-19.05295370370368,-7837.477212937898,2419.8270207914134,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-2238.679841437102,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1166.3268873170157,-11.461405097657432,-86.15497605182114,-1068.7105061675372,4662.2866597619795,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-4662.2866597619795,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1754.079304556376,-17.237203138808706,-1.3270030706309794,-7496.677293105038,4652.117281414353,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-20.55418587694459,-4631.563095537408,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2221.2702666568093,-21.828252983261063,-3.7780743299647472,-1066.3708817314448,4005.879354533139,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2221.2702666568093,-21.828252983261063,-10.971481294656867,-6194.34988691203,4213.670684179661,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1166.3268873170157,-11.461405097657432,-15.138327818025846,-3020.744063946963,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-535.4364146372192,-5.261692685754232,-2.449868375284229,-6521.320372707426
t50,7481.365328210543,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-7462.31237450684,2312.6226340183684,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-2131.4754546640575,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1130.3285519979497,-26.954529761098577,-86.15497605182114,-1017.2190461850304,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2195.7407834295595,-21.57737670459235,-0.0,-1997.7447443515716,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3458.716608569083,-33.98854352058782,-2.953315222088979,-9182.936944584508,6324.691935408301,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-209.63683192518002,-10.107813011280689,-39.39370213924945,-6065.55358833259,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2636.976815838356,-25.913369440517112,-0.0,-650.3572904226066,4999.597513728336,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2227.50339818279,-21.88950548993232,-34.866157406173045,-7170.345249015021,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,806.299018749304,-7.923438775374476,-8.37735642775885,-7469.857843035184,6994.472588691487,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-0.0,-4388.621133644431
t51,9103.808040035437,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1807.5007470285036,-17.762171567241953,-19.05295370370368,-7259.492167735988,2254.8163470329036,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-2073.6691676785927,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1086.488866032564,-10.676842970103753,-85.91497605182113,-989.8970470106391,5542.254107249248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2015.378239911909,-19.804967787178978,-14.898906751884098,-3492.1719927982754,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,731.5850214032072,-53.10639915903439,-0.9059948350403783,-6438.734822167234,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,443.4943489451045,-4.358185039765847,-0.0,-7015.934472619921,6601.368032708408,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2670.997747127895,-26.247690529698165,-0.0,-3904.1225950508147,6385.3714659164025,0,803.2597933493842,-0.0,0.0,-0.0,0.0,0.0,2227.50339818279,-21.88950548993232,-13.175737277925903,-9381.069414680718,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-331.4891191264086,-3.257518214737604,-17.438848172715375,-6327.674133975151,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2336.29421863105,-22.958584559979606,-0.0,-9377.803982476755
t52,7213.3904436169305,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-7194.337489913227,2220.55792583766,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-165.80717935431116,-2054.7507464833493,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1069.654318835488,-12.469064749763723,-75.69497605182113,-981.4902780339033,6778.529687836369,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1169.2609549878289,-11.490237956202336,-0.0,-5597.778494892338,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1463.962791145699,-14.386250355435259,-0.0,-7210.738735548365,6100.040320789572,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-4.297257457354557,-6095.743063332218,6306.942739446082,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2227.50339818279,-21.88950548993232,-0.0,-4057.5498357733586,6385.3714659164025,0,1563.1633706608577,-0.0,0.0,-0.0,0.0,0.0,2227.50339818279,-21.88950548993232,-27.042451036173052,-10127.106278233947,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,99.60663615234058,-0.9788267935613851,-13.814479602440052,-6764.672949245351,6913.5702190897655,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1463.962791145699,-14.386250355435259,-0.0,-5435.221177588632
t53,9830.229535991957,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2453.0959436743788,-24.106386176648428,-15.769777777777799,-7337.257428363154,2206.647838427354,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-110.90717935431113,-2095.740659073043,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1065.8949524400443,-10.474468156664454,-55.01497605182112,-1000.4055082315588,4580.664927187644,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-503.35321403838697,-4.946413527834355,-0.0,-4072.3652996214223,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3486.253538941659,-45.431675781012345,-0.0,-9201.984057918748,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1098.2696263398577,-10.792611600415366,-22.05284486180339,-5445.683225912506,4697.516576667024,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1053.5860522063056,-10.353509535698372,-0.0,-5740.749119337633,2988.353846048876,0,0.0,-866.37997555235,0.0,-0.0,0.0,0.0,-1053.5860522063056,-10.353509535698372,-19.529039510303075,-1038.5052692442193,3126.174301920858,0,0.0,-12.109104025914217,0.0,-0.0,0.0,0.0,-1065.8949524400443,-10.474468156664454,-36.74205242304336,-2000.9537248751915,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,568.4652451109644,-5.586264476114196,-0.0,-7627.347329040534
t54,7906.770786638069,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-5.189777777777799,-7901.581008860291,2306.305441986656,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-48.70717935431112,-2257.598262632345,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1122.4378300890373,-13.725578892943355,-31.59497605182112,-1077.117275144273,5494.927710741432,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1259.5849343252914,-12.377844791367162,-0.0,-4222.964931624773,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2168.0920324126696,-21.305674543478826,-14.810739626747901,-7893.137813000544,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1821.0021672597238,-17.89484899099551,-11.057124904510696,-1227.9874673231948,6920.072282655062,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2227.50339818279,-21.88950548993232,-11.475774885110807,-4659.203604097229,6385.3714659164025,0,733.3040113075091,-0.0,0.0,-0.0,0.0,0.0,2227.50339818279,-21.88950548993232,-19.529039510303075,-9304.760330406467,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,137.1471042362539,-1.347734101576193,-16.88207264630005,-6798.77691697739,5203.231459302986,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-347.08986515294583,-3.410825552483314,-0.0,-4852.730768597557
t55,9061.754626865579,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9061.754626865579,2621.602646236744,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2588.6706335490994,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1277.2009718767404,-12.550956244758376,-28.854976051821144,-1235.7950395801608,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,330.52050287999026,-3.2479996969831935,-0.0,-9333.817170887543,3252.384697559324,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2249.972643426042,-28.606308438006874,-2.9950563282777094,-5470.755976219082,5359.1420702172345,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1021.5464603918169,-10.038658917966163,-15.243316112414638,-6355.40655557867,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3249.0498585746072,-31.928164407898482,-11.475774885110807,-20.793677833863168,4071.8810200153684,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2227.50339818279,-21.88950548993232,-38.00537937244874,-6239.489533335778,6001.37037894109,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1277.2009718767404,-12.550956244758376,-9.178683179242087,-4702.439767640349,3306.1711870538597,0,0.0,-526.6579872636586,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-11.554112634,-162.10763210914595
t56,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1005.1792929082097,-9.877820015193068,-0.0,-10147.315629944802,2931.6545491587835,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2898.7225364711394,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1426.840773979528,-14.021455132577609,-28.854976051821144,-1383.9643427951291,5926.351536624196,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-189.8000727230014,-1.8651507949433712,-0.0,-5734.686313106251,4504.638483487739,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2265.7344666326085,-22.265199274911947,-3.8589512281323333,-6744.248799617303,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,606.6411409528531,-50.4918146339203,-22.63480636180339,-3611.456128435554,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3202.503981561034,-50.11612084894067,-51.55900027235847,-9.068373019146879,2988.353846048876,0,0.0,-2366.4231640102416,0.0,-0.0,0.0,0.0,330.128373975572,-21.88950548993232,-311.8705261141428,-618.2990244101334,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-231.8614083483168,-2.27848432244117,-35.12443170298477,-6410.595295115269,5621.603669339793,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1.260901105999996,-5620.342768233793
t57,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-468.57457999628707,-34.70304744833186,-0.0,-10659.095115423585,3077.7468017220503,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-3044.8147890344057,0.0,0,274.45613176409967,-0.0,0.0,-0.0,0.0,0.0,1273.8556448628105,-66.13661372188999,-28.854976051821144,-1453.3201868531994,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3033.44432641227,-29.80942533716241,-2.795655401884098,-1149.0134973344068,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1309.9997867333382,-33.145116669569646,-3.9247456581239697,-1349.1542580857606,4650.792224209512,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-4650.792224209512,5646.592593351946,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-74.50525498349943,-0.7321574410708426,-5.420521275110806,-5565.934659652264,6385.3714659164025,0,0.0,-0.0,0.0,-0.0,0.0,0.0,74.50525498349943,-0.7321574410708426,-19.529039510303075,-6439.615523948528,6679.859619489012,0,305.4532432460555,-0.0,0.0,-0.0,0.0,0.0,2728.1443551371895,-26.809265874889988,-25.03574329115785,-9661.61220870621,6295.038061126901,0,107.53142264637916,-0.0,0.0,-0.0,0.0,0.0,810.0186931418956,-7.959991731075382,-9.28359686,-7195.3445883241
t58,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-173.53003148693702,-37.60242765562528,-0.0,-10951.240283725641,3160.777650301173,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-3127.845637613528,0.0,0,285.53330835177417,-0.0,0.0,-0.0,0.0,0.0,1273.8556448628105,-66.13661372188999,-0.0,-1493.2523394926945,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3991.018276777866,-39.21943129299791,-0.0,-184.82519641486002,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,5072.953488470373,-85.74868716150704,-29.01511464159956,-7654.413593814057,3077.9416084784248,0,0.0,-611.6651547197811,0.0,-0.0,0.0,0.0,-646.5412977615313,-39.438222765027035,-20.55418587694459,-1759.7427473551404,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1378.6771710348403,-19.536555801377954,-11.475774885110807,-1903.5579739801508,2988.353846048876,0,0.0,-429.4454135065843,0.0,-0.0,0.0,0.0,-304.69356510316607,-2.9942003552110825,-30.48348224422631,-2220.737184839689,6679.859619489012,0,457.4753960749662,-0.0,0.0,-0.0,0.0,0.0,2728.1443551371895,-26.809265874889988,-16.537424685566524,-9822.132680140712,3306.1711870538597,0,0.0,-358.93339143980273,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-6.389749519999999,-334.9965910470015
t59,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,54.68603727531729,-39.87888783895018,-0.0,-11177.17989230457,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2.115060594934896,-0.01301379546319593,-32.93201268764447,-3191.9580649974077,0.0,0,303.79694748761375,-0.0,0.0,-0.0,0.0,0.0,1307.03960155112,-65.81051751808666,-21.299154487285772,-1523.7268770333617,8965.694257061845,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2001.9999999999998,-19.673500847,-7.306189607134121,-6936.714566607711,3466.4139337861398,0,0.0,-0.0,0.0,-0.0,0.0,0.0,415.42293594782456,-44.50638349867862,-3.8589512281323333,-3833.4715350071538,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1745.9451424396932,-17.157269349951466,-19.58333773235592,-8286.002844071967,5103.341385451615,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-392.47801537032444,-30.45768726742693,-11.475774885110807,-4668.929907928753,2988.353846048876,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1353.4671270693689,-13.300417917475466,-19.95772489457041,-1601.6285761674615,6679.859619489012,0,567.2013110825766,-0.0,0.0,-0.0,0.0,0.0,2694.96039844888,-26.483169671086657,-24.58866471398725,-9890.949494635397,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2472.2240338180764,-24.294356455191647,-0.0,-809.6527967805922
t60,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,137.96124417800092,-22.26943230639271,-0.0,-11278.064554739813,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,31.725908924020025,-0.1952069319479179,-32.93201268764447,-3221.386720190008,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1610.1735250162965,-43.930672343917955,-28.854976051821144,-1537.3878766205573,6367.073080850998,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-4010.242172799435,-39.408343048573826,-0.0,-2317.42256500299,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-4150.466464314906,-80.25600083728573,-19.384547659658033,-1511.0551819462519,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-441.47608426735684,-50.92232344964015,-39.340407080576924,-6045.059493917008,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2610.576243416645,-29.606742121842274,-0.0,-9660.558124588562,6385.3714659164025,0,0.0,-0.0,0.0,-0.0,0.0,0.0,201.12139302140324,-1.976404543434763,-24.698940297550955,-6559.81751409682,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1430.1332605193006,-14.053810145928738,-3.156915038627287,-8092.782154823757,7064.468348405683,0,103.32540579463445,-0.0,0.0,-0.0,0.0,0.0,2580.493146306032,-25.35830874102368,-0.0,-9722.928591765327
