Resource,Zone,THERM,MUST_RUN,STOR,FLEX,HYDRO,VRE,LDS,Num_VRE_Bins,New_Build,Existing_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,VRE_Trans_Cost_per_MWyr,Heat_Rate_MMBTU_per_MWh,Fuel,NG_MMBtu_per_MWh,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Start_NG_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Hydro_Energy_to_Power_Ratio,Min_Power,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,MinCapTag,MinCapTag_1,MinCapTag_2,MinCapTag_3,MGA,Resource_Type,CapRes_1,CapRes_2,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,ESR_1,ESR_2,region,cluster,LDS.1,CCS_Rate
CA_solar_photovoltaic_1,1,0,0,0,0,0,1,0,1,0,12307.1,0,0,0,-1,-1,0,0,0,0,0,0,22887,0,0,0,0,0,0,None,0,20.655,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0.8,0,0,0,0,0,0,0,0,1,1,CA,1,0,0
CEN_conventional_hydroelectric_1,6,0,0,0,0,1,0,0,0,-1,5737.392,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,0,None,0,35.416,0,0,0,0,0,0.083,0.083,0,0.152,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0,0,0,0,0,0.8,0,0,0,0,1,CEN,1,0,0
CEN_hydroelectric_pumped_storage_1,6,0,0,1,0,0,0,0,0,-1,943.008,0,0,0,-1,-1,0,0,0,0,0,0,39399,0,0,0,0,0,0,None,0,58.938,0,0,0,0,0,1,1,1,0.577,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0,0,0,0,0,0.95,0,0,0,0,0,CEN,1,0,0
CEN_natural_gas_fired_combined_cycle_1,6,1,0,0,0,0,0,0,0,0,2879.602,0,0,0,-1,-1,0,0,0,0,0,0,13893.358,0,0,4.12,0,0,0,None,11.856,261.782,100.9542,0,2,6,6,0.64,0.64,1,0.339,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0.93,0,0,0,0,0,CEN,1,0,0
CEN_natural_gas_fired_combined_cycle_2,6,1,0,0,0,0,0,0,0,0,23647.911,0,0,0,-1,-1,0,0,0,0,0,0,10721.411,0,0,3.478,0,0,0,None,7.334,446.187,100.9542,0,2,6,6,0.64,0.64,1,0.426,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0.93,0,0,0,0,0,CEN,2,0,0
CEN_natural_gas_fired_combined_cycle_3,6,1,0,0,0,0,0,0,0,0,3359.296,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,0,None,7.404,209.956,100.9542,0,2,6,6,0.64,0.64,1,0.487,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0.93,0,0,0,0,0,CEN,3,0,0
CEN_natural_gas_fired_combustion_turbine_1,6,1,0,0,0,0,0,0,0,0,1351.518,0,0,0,-1,-1,0,0,0,0,0,0,13548,0,0,5.071,0,0,0,None,12.029,32.179,130.90146,0,3.5,1,1,0.64,0.64,1,0.519,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0,0,0,0,0.93,0,0,0,0,0,CEN,1,0,0
CEN_natural_gas_fired_combustion_turbine_2,6,1,0,0,0,0,0,0,0,0,12103.554,0,0,0,-1,-1,0,0,0,0,0,0,10033.45,0,0,5.071,0,0,0,None,11.135,93.826,130.90146,0,3.5,1,1,0.64,0.64,1,0.523,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0,0,0,0,0.93,0,0,0,0,0,CEN,2,0,0
CEN_nuclear_1,6,1,0,0,0,0,0,0,0,0,4150,0,0,0,-1,-1,0,0,0,0,0,0,279364.012,0,0,2.352,0,0,10.455,CEN_reference_uranium,0,1037.5,1130,0,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0,0,0,0,0,0.93,0,0,0,0,1,CEN,1,0,0
CEN_nuclear_2,6,1,0,0,0,0,0,0,0,0,3108.999,0,0,0,-1,-1,0,0,0,0,0,0,219596.555,0,0,2.353,0,0,10.46,CEN_reference_uranium,0,1036.333,1130,0,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0,0,0,0,0,0.93,0,0,0,0,1,CEN,2,0,0
CEN_onshore_wind_turbine_1,6,0,0,0,0,0,1,0,1,0,27693.3,0,0,0,-1,-1,0,0,0,0,0,0,43000,0,0,0,0,0,0,None,0,241.356,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onshore_wind_turbine,0,0,0,0,0,0,0,0,0,1,1,CEN,1,0,0
CEN_small_hydroelectric_1,6,0,1,0,0,0,0,0,0,-1,137.904,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,0,None,0,2.652,0,0,0,0,0,1,1,1,0.159027003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small_hydroelectric,0,0,0,0,0,0,0,0,0,1,1,CEN,1,0,0
CEN_solar_photovoltaic_1,6,0,0,0,0,0,1,0,1,0,1942.4,0,0,0,-1,-1,0,0,0,0,0,0,22887,0,0,0,0,0,0,None,0,10.632,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0,0,0,0,0,0.8,0,0,0,1,1,CEN,1,0,0
MIDAT_conventional_hydroelectric_1,8,0,0,0,0,1,0,0,0,-1,2806.182,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,0,None,0,29.853,0,0,0,0,0,0.083,0.083,0,0.109311313,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0,0,0,0,0,0,0,0.8,0,0,1,MIDAT,1,0,0
MIDAT_hydroelectric_pumped_storage_1,8,0,0,1,0,0,0,0,0,-1,5244,0,0,0,-1,-1,0,0,0,0,0,0,39399,0,0,0,0,0,0,None,0,228,0,0,0,0,0,1,1,1,0.433,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0,0,0,0,0,0,0,0.95,0,0,0,MIDAT,1,0,0
MIDAT_natural_gas_fired_combined_cycle_1,8,1,0,0,0,0,0,0,0,0,4026.4,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,0,None,7.676,125.825,100.9542,0,2,6,6,0.64,0.64,1,0.444,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0,0,0.93,0,0,0,MIDAT,1,0,0
MIDAT_natural_gas_fired_combined_cycle_2,8,1,0,0,0,0,0,0,0,0,31802.922,0,0,0,-1,-1,0,0,0,0,0,0,11965,0,0,3.452,0,0,0,None,6.833,588.943,100.9542,0,2,6,6,0.64,0.64,1,0.38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0,0,0.93,0,0,0,MIDAT,2,0,0
MIDAT_natural_gas_fired_combined_cycle_3,8,1,0,0,0,0,0,0,0,0,1697.696,0,0,0,-1,-1,0,0,0,0,0,0,11069.135,0,0,3.505,0,0,0,None,12.279,212.212,100.9542,0,2,6,6,0.64,0.64,1,0.217,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0,0,0.93,0,0,0,MIDAT,3,0,0
MIDAT_natural_gas_fired_combined_cycle_4,8,1,0,0,0,0,0,0,0,0,20288.499,0,0,0,-1,-1,0,0,0,0,0,0,9496,0,0,3.504,0,0,0,None,7.17,614.803,100.9542,0,2,6,6,0.64,0.64,1,0.39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0,0,0.93,0,0,0,MIDAT,4,0,0
MIDAT_natural_gas_fired_combustion_turbine_1,8,1,0,0,0,0,0,0,0,0,14508.75,0,0,0,-1,-1,0,0,0,0,0,0,9573.46,0,0,5.071,0,0,0,None,11.751,116.07,130.90146,0,3.5,1,1,0.64,0.64,1,0.505,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0,0,0,0,0,0,0.93,0,0,0,MIDAT,1,0,0
MIDAT_natural_gas_fired_combustion_turbine_2,8,1,0,0,0,0,0,0,0,0,704.718,0,0,0,-1,-1,0,0,0,0,0,0,13548,0,0,5.071,0,0,0,None,10.251,14.994,130.90146,0,3.5,1,1,0.64,0.64,1,0.403,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0,0,0,0,0,0,0.93,0,0,0,MIDAT,2,0,0
MIDAT_nuclear_1,8,1,0,0,0,0,0,0,0,0,2440,0,0,0,-1,-1,0,0,0,0,0,0,266980,0,0,2.352,0,0,10.455,MIDAT_reference_uranium,0,1220,1130,0,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0,0,0,0,0,0,0,0.93,0,0,1,MIDAT,1,0,0
MIDAT_nuclear_2,8,1,0,0,0,0,0,0,0,0,17770.208,0,0,0,-1,-1,0,0,0,0,0,0,187522,0,0,2.352,0,0,10.455,MIDAT_reference_uranium,0,1110.638,1130,0,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0,0,0,0,0,0,0,0.93,0,0,1,MIDAT,2,0,0
MIDAT_onshore_wind_turbine_1,8,0,0,0,0,0,1,0,1,0,3231.6,0,0,0,-1,-1,0,0,0,0,0,0,43000,0,0,0,0,0,0,None,0,161.2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onshore_wind_turbine,0,0,0,0,0,0,0,0,0,1,1,MIDAT,1,0,0
MIDAT_small_hydroelectric_1,8,0,1,0,0,0,0,0,0,-1,263.268,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,0,None,0,1.236,0,0,0,0,0,1,1,1,0.109311313,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small_hydroelectric,0,0,0,0,0,0,0,0,0,1,1,MIDAT,1,0,0
MIDAT_solar_photovoltaic_1,8,0,0,0,0,0,1,0,1,0,2974.6,0,0,0,-1,-1,0,0,0,0,0,0,22887,0,0,0,0,0,0,None,0,10.578,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0,0,0,0,0,0,0,0.8,0,1,1,MIDAT,1,0,0
NE_conventional_hydroelectric_1,9,0,0,0,0,1,0,0,0,-1,4729.48,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,0,None,0,24.13,0,0,0,0,0,0.083,0.083,0,0.095,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0,0,0,0,0,0,0,0,0.8,0,1,NE,1,0,0
NE_hydroelectric_pumped_storage_1,9,0,0,1,0,0,0,0,0,-1,3206.9,0,0,0,-1,-1,0,0,0,0,0,0,39399,0,0,0,0,0,0,None,0,128.276,0,0,0,0,0,1,1,1,0.307,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0,0,0,0,0,0,0,0,0.95,0,0,NE,1,0,0
NE_natural_gas_fired_combined_cycle_1,9,1,0,0,0,0,0,0,0,0,6119.616,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,0,None,8.571,127.492,100.9542,0,2,6,6,0.64,0.64,1,0.526,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0,0,0,0.93,0,0,NE,1,0,0
NE_natural_gas_fired_combined_cycle_2,9,1,0,0,0,0,0,0,0,0,21225.12,0,0,0,-1,-1,0,0,0,0,0,0,10223.482,0,0,3.488,0,0,0,None,7.663,442.19,100.9542,0,2,6,6,0.64,0.64,1,0.409,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0,0,0,0.93,0,0,NE,2,0,0
NE_natural_gas_fired_combined_cycle_3,9,1,0,0,0,0,0,0,0,0,19.5,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,0,None,19.881,19.5,100.9542,0,2,6,6,0.64,0.64,1,0.472,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0,0,0,0,0,0,0,0.93,0,0,NE,3,0,0
NE_natural_gas_fired_combustion_turbine_1,9,1,0,0,0,0,0,0,0,0,1413.201,0,0,0,-1,-1,0,0,0,0,0,0,13548,0,0,5.071,0,0,0,None,11.332,24.793,130.90146,0,3.5,1,1,0.64,0.64,1,0.39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0,0,0,0,0,0,0,0.93,0,0,NE,1,0,0
NE_natural_gas_fired_combustion_turbine_2,9,1,0,0,0,0,0,0,0,0,2341.199,0,0,0,-1,-1,0,0,0,0,0,0,9896.045,0,0,5.071,0,0,0,None,10.089,80.731,130.90146,0,3.5,1,1,0.64,0.64,1,0.367,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0,0,0,0,0,0,0,0.93,0,0,NE,2,0,0
NE_nuclear_1,9,1,0,0,0,0,0,0,0,0,3395.7,0,0,0,-1,-1,0,0,0,0,0,0,187522,0,0,2.352,0,0,10.455,NE_reference_uranium,0,1131.9,1130,0,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0,0,0,0,0,0,0,0,0.93,0,1,NE,1,0,0
NE_nuclear_2,9,1,0,0,0,0,0,0,0,0,2104.7,0,0,0,-1,-1,0,0,0,0,0,0,294078.21,0,0,2.352,0,0,10.455,NE_reference_uranium,0,1052.35,1130,0,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0,0,0,0,0,0,0,0,0.93,0,1,NE,2,0,0
NE_onshore_wind_turbine_1,9,0,0,0,0,0,1,0,1,0,3654.5,0,0,0,-1,-1,0,0,0,0,0,0,43000,0,0,0,0,0,0,None,0,86.17,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onshore_wind_turbine,0,0,0,0,0,0,0,0,0,1,1,NE,1,0,0
NE_small_hydroelectric_1,9,0,1,0,0,0,0,0,0,-1,834.494,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,0,None,0,1.051,0,0,0,0,0,1,1,1,0.258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small_hydroelectric,0,0,0,0,0,0,0,0,0,1,1,NE,1,0,0
NE_solar_photovoltaic_1,9,0,0,0,0,0,1,0,1,0,1629.6,0,0,0,-1,-1,0,0,0,0,0,0,22887,0,0,0,0,0,0,None,0,3.63,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0,0,0,0,0,0,0,0,0.8,1,1,NE,1,0,0
NW_conventional_hydroelectric_1,2,0,0,0,0,1,0,0,0,-1,33915.912,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,0,None,0,74.377,0,0,0,0,0,0.083,0.083,0,0.274,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0,0.8,0,0,0,0,0,0,0,0,1,NW,1,0,0
NW_hydroelectric_pumped_storage_1,2,0,0,1,0,0,0,0,0,-1,313.998,0,0,0,-1,-1,0,0,0,0,0,0,39399,0,0,0,0,0,0,None,0,52.333,0,0,0,0,0,1,1,1,0,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0,0.95,0,0,0,0,0,0,0,0,0,NW,1,0,0
NW_natural_gas_fired_combined_cycle_1,2,1,0,0,0,0,0,0,0,0,2405,0,0,0,-1,-1,0,0,0,0,0,0,9496,0,0,3.504,0,0,0,None,7.452,601.25,100.9542,0,2,6,6,0.64,0.64,1,0.449,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0.93,0,0,0,0,0,0,0,0,0,NW,1,0,0
NW_natural_gas_fired_combined_cycle_2,2,1,0,0,0,0,0,0,0,0,3799.9,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,0,None,7.165,292.3,100.9542,0,2,6,6,0.64,0.64,1,0.527,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0.93,0,0,0,0,0,0,0,0,0,NW,2,0,0
NW_natural_gas_fired_combined_cycle_3,2,1,0,0,0,0,0,0,0,0,6.5,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,0,None,11.118,6.5,100.9542,0,2,6,6,0.64,0.64,1,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0.93,0,0,0,0,0,0,0,0,0,NW,3,0,0
NW_natural_gas_fired_combined_cycle_4,2,1,0,0,0,0,0,0,0,0,616.3,0,0,0,-1,-1,0,0,0,0,0,0,16001,0,0,4.415,0,0,0,None,8.842,154.075,100.9542,0,2,6,6,0.64,0.64,1,0.44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0,0.93,0,0,0,0,0,0,0,0,0,NW,4,0,0
NW_natural_gas_fired_combustion_turbine_1,2,1,0,0,0,0,0,0,0,0,253.198,0,0,0,-1,-1,0,0,0,0,0,0,13548,0,0,5.071,0,0,0,None,12.714,14.894,130.90146,0,3.5,1,1,0.64,0.64,1,0.404,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0.93,0,0,0,0,0,0,0,0,0,NW,1,0,0
NW_natural_gas_fired_combustion_turbine_2,2,1,0,0,0,0,0,0,0,0,1568.6,0,0,0,-1,-1,0,0,0,0,0,0,10565.504,0,0,5.071,0,0,0,None,10.98,71.3,130.90146,0,3.5,1,1,0.64,0.64,1,0.414,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0,0.93,0,0,0,0,0,0,0,0,0,NW,2,0,0
NW_nuclear_1,2,1,0,0,0,0,0,0,0,0,1163,0,0,0,-1,-1,0,0,0,0,0,0,266980,0,0,2.352,0,0,10.455,NW_reference_uranium,0,1163,1130,0,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0,0.93,0,0,0,0,0,0,0,0,1,NW,1,0,0
NW_onshore_wind_turbine_1,2,0,0,0,0,0,1,0,1,0,10851.5,0,0,0,-1,-1,0,0,0,0,0,0,43000,0,0,0,0,0,0,None,0,275.447,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onshore_wind_turbine,0,0,0,0,0,0,0,0,0,1,1,NW,1,0,0
NW_small_hydroelectric_1,2,0,1,0,0,0,0,0,0,-1,734.58,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,0,None,0,2.385,0,0,0,0,0,1,1,1,0.229,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small_hydroelectric,0,0,0,0,0,0,0,0,0,1,1,NW,1,0,0
NW_solar_photovoltaic_1,2,0,0,0,0,0,1,0,1,0,537.7,0,0,0,-1,-1,0,0,0,0,0,0,22887,0,0,0,0,0,0,None,0,13.533,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0,0.8,0,0,0,0,0,0,0,1,1,NW,1,0,0
NCEN_conventional_hydroelectric_1,5,0,0,0,0,1,0,0,0,-1,456.48,0,0,0,-1,-1,0,0,0,0,0,0,45648,0,0,0,0,0,0,None,0,10.144,0,0,0,0,0,0.083,0.083,0,0.132,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0,0,0,0,0.8,0,0,0,0,0,1,NCEN,1,0,0
NCEN_hydroelectric_pumped_storage_1,5,0,0,1,0,0,0,0,0,-1,1999.002,0,0,0,-1,-1,0,0,0,0,0,0,39399,0,0,0,0,0,0,None,0,333.167,0,0,0,0,0,1,1,1,0.72,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0,0,0,0,0.95,0,0,0,0,0,0,NCEN,1,0,0
